LGA_CODE_2016,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot
LGA10850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,3,3,0,0,17,8,29,25,78,42,46,30,29,7,295,212,520,393,845,508,488,371,216,96,3647,0,0,0,0,0,0,0,0,0,0,429,983,710,1356,848,819,591,328,138,6206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,17,30,26,42,24,3,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,16,0,0,23
LGA10900,0,0,22,31,12,7,3,0,0,71,0,0,0,3,16,10,23,12,3,68,0,0,0,3,3,4,0,0,0,13,7,12,33,180,132,136,155,74,38,761,70,163,160,404,302,340,316,172,72,1994,2067,4782,4067,8652,5767,6209,4891,2261,1079,39782,0,0,0,0,3,0,0,0,0,7,4036,9158,7551,13545,7963,8365,5853,2532,1034,60029,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,5,0,3,0,17,0,0,6,17,4,4,3,0,0,37,0,16,7,66,38,40,22,9,0,197,0,3,3,23,27,12,18,8,0,101,0,13,19,58,47,37,26,19,4,214,0,0,0,3,14,19,17,19,3,74,0,0,0,0,4,15,20,10,5,52,8,93,94,474,869,1019,1111,512,206,4385,0,0,3,15,25,20,14,3,3,81,3,0,3,22,19,29,17,8,5,102,4,7,3,51,92,83,198,93,33,557
LGA10950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,6,17,16,14,40,16,18,12,4,11,154,115,161,160,301,180,137,152,93,39,1334,0,0,0,0,0,0,0,0,0,0,170,298,280,480,325,226,240,161,46,2233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,20,0,3,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA11100,4,3,17,73,28,22,13,0,0,161,0,0,0,8,4,0,0,0,0,16,0,0,3,10,3,0,0,0,0,17,13,35,100,593,225,274,242,125,57,1650,81,150,205,548,191,191,132,97,40,1623,1405,2434,3144,7935,2895,2241,1770,1101,497,23420,0,0,0,13,7,3,3,0,0,25,2564,4188,3577,6344,2531,1603,979,595,296,22686,17,61,108,688,182,109,18,3,0,1182,0,0,3,19,11,15,10,5,0,63,0,0,8,22,14,15,0,0,0,59,3,4,4,43,10,5,4,0,0,66,0,5,12,72,54,53,85,31,4,319,15,31,1010,1008,238,185,100,75,27,2689,0,0,0,12,23,20,46,58,11,168,0,0,6,21,20,68,115,99,45,370,4,36,63,369,249,136,108,50,25,1037,0,3,11,84,63,50,35,18,0,259,0,8,5,49,22,8,4,0,0,95,0,3,6,37,18,14,29,15,5,124
LGA11150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,6,17,32,19,68,52,30,22,21,8,270,109,195,147,352,199,132,96,58,27,1329,0,0,0,0,0,0,0,0,0,0,176,324,231,489,282,225,150,69,24,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,5,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,6,19,19,18,4,4,0,81,53,125,111,190,131,106,51,23,15,802,0,0,0,0,0,0,0,0,0,0,112,234,198,333,236,175,99,42,15,1448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11250,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,9,3,0,3,0,0,27,31,50,58,179,86,132,116,77,53,788,478,981,920,2044,1167,1344,1038,716,398,9091,0,0,0,0,0,0,0,0,0,0,911,1823,1763,3415,2009,2282,1670,1011,485,15364,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,9,0,0,0,0,0,0,0,5,3,7,0,0,0,0,0,0,0,0,0,0,0,3,0,24,32,43,35,12,8,154,0,0,0,6,0,0,0,0,0,6,0,0,0,3,0,4,0,0,0,7,0,0,0,0,4,7,17,5,3,33
LGA11300,0,8,80,172,86,70,34,16,4,468,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,16,37,179,70,84,67,62,44,562,47,52,157,352,107,105,77,69,55,1019,818,1567,3344,6174,2267,1913,1326,1019,601,19028,0,0,0,3,0,0,0,0,0,3,1425,2531,2631,3321,1514,1085,599,390,280,13758,0,0,16,67,3,3,5,0,0,93,0,0,0,9,4,4,3,3,0,28,0,0,6,22,7,12,5,3,0,58,0,0,9,16,4,0,0,3,0,32,0,0,0,15,10,10,14,3,3,55,34,124,1953,2952,1027,784,316,257,125,7576,0,0,3,3,17,25,45,73,12,172,0,0,3,15,9,24,25,10,7,96,0,21,18,93,71,68,60,20,24,382,0,3,8,39,30,35,16,6,4,135,0,0,10,14,4,7,9,3,4,47,0,3,5,12,13,4,34,8,9,84
LGA11350,0,4,0,8,3,0,0,0,0,12,0,0,0,3,4,3,3,0,0,17,0,0,0,3,4,4,0,0,0,12,4,13,31,184,71,60,31,7,11,417,85,220,180,581,376,391,226,100,70,2222,775,1858,1379,4168,2614,2785,1615,703,450,16361,0,0,0,0,0,0,0,0,0,0,1348,3090,2167,4937,3085,3569,2080,837,448,21560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,9,75,27,26,14,0,0,160,0,0,0,13,8,14,0,0,0,38,0,3,0,3,4,3,4,4,0,20,0,0,0,0,0,5,4,3,0,9,0,0,0,0,0,3,3,3,0,17,9,59,57,322,353,351,308,98,54,1620,0,0,0,10,0,8,3,0,0,19,0,3,5,65,19,15,16,8,0,131,3,13,11,78,66,89,61,17,4,341
LGA11400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,7,0,0,0,12,3,4,9,3,0,33,17,55,49,111,81,72,79,46,23,543,402,1012,688,1423,957,868,771,401,188,6699,0,0,0,0,0,0,0,0,0,0,785,1911,1286,2362,1569,1479,1257,621,249,11515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,8,0,0,0,0,0,4,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,3,3,36,39,64,66,41,9,260,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,3,3,0,4,16,5,3,36
LGA11450,0,9,7,48,19,11,0,3,0,89,0,0,3,7,14,4,7,6,5,43,0,5,21,31,10,7,0,0,0,80,7,17,33,340,206,152,73,44,19,892,146,208,230,616,251,231,165,102,63,2000,3221,5939,5056,12326,5015,3852,2571,1258,652,39884,0,0,11,52,16,9,3,4,0,93,6196,11241,8949,18047,6634,4669,2901,1310,605,60543,0,3,9,44,4,9,0,0,0,68,0,0,4,52,18,23,3,0,0,98,0,0,5,52,9,5,7,0,3,81,8,3,15,44,8,9,10,0,0,98,0,3,4,81,71,40,32,13,0,249,6,16,37,235,95,63,36,6,0,493,0,3,3,27,33,40,46,28,4,192,0,8,7,50,22,29,33,5,0,158,14,71,96,403,568,519,462,230,95,2454,0,14,43,286,111,58,32,0,0,541,0,3,3,16,5,5,3,3,0,43,0,3,15,33,31,44,89,26,20,257
LGA11500,5,15,33,236,91,80,21,13,5,490,0,0,0,12,10,24,15,3,0,58,0,9,33,36,20,7,5,0,0,107,29,166,256,1248,880,643,430,170,63,3883,311,598,644,1453,644,667,538,309,287,5448,5627,10833,10886,22918,10185,9630,6214,2609,1096,79999,0,10,42,127,39,30,22,5,0,266,10572,18639,16713,23981,9279,9669,5742,2021,694,97314,33,175,280,2004,562,259,33,9,3,3354,0,3,7,82,48,48,13,11,0,215,0,7,32,180,67,77,30,12,3,407,8,18,14,49,22,13,3,3,3,132,0,3,9,185,183,167,198,50,9,809,11,34,113,571,316,280,137,78,28,1568,0,0,9,48,60,92,112,63,11,393,9,65,50,256,119,138,108,43,12,798,17,79,48,434,765,984,979,481,129,3918,4,56,171,1131,629,408,193,69,10,2678,0,0,3,22,20,10,11,14,0,81,0,11,23,47,62,80,165,75,19,483
