LGA_CODE_2016,POL_Greek_SEO,POL_Greek_SOLSE_VWorW,POL_Greek_SOLSE_NWorNAA,POL_Greek_SOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_SOLSE_VWorW,POL_IAL_Bengali_SOLSE_NWorNAA,POL_IAL_Bengali_SOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_SOLSE_VWorW,POL_IAL_Hindi_SOLSE_NWorNAA,POL_IAL_Hindi_SOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_SOLSE_VWorW,POL_IAL_Punjabi_SOLSE_NWorNAA,POL_IAL_Punjabi_SOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhalese_SEO,POL_IAL_Sinhalese_SOLSE_VWorW,POL_IAL_Sinhale_SOLSE_NWorNAA,POL_IAL_Sinhalese_SOLSE_Tot,POL_IAL_Sinhalese_NS,POL_IAL_Sinhalese_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_SOLSE_VWorW,POL_IAL_Urdu_SOLSE_NWorNAA,POL_IAL_Urdu_SOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_SOLSE_VWorW,POL_IAL_Oth_SOLSE_NWorNAA,POL_IAL_Oth_SOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_SOLSE_VWorW,POL_IAL_Tot_SOLSE_NWorNAA,POL_IAL_Tot_SOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_SOLSE_VWorW,POL_Italian_SOLSE_NWorNAA,POL_Italian_SOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japanese_SEO,POL_Japanese_SOLSE_VWorW,POL_Japanese_SOLSE_NWorNAA,POL_Japanese_SOLSE_Tot,POL_Japanese_NS,POL_Japanese_Tot,POL_Korean_SEO,POL_Korean_SOLSE_VWorW,POL_Korean_SOLSE_NWorNAA,POL_Korean_SOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedonian_SEO,POL_Macedonian_SOLSE_VWorW,POL_Macedonian_SOLSE_NWorNAA,POL_Macedonian_SOLSE_Tot,POL_Macedonian_NS,POL_Macedonian_Tot,POL_Maltese_SEO,POL_Maltese_SOLSE_VWorW,POL_Maltese_SOLSE_NWorNAA,POL_Maltese_SOLSE_Tot,POL_Maltese_NS,POL_Maltese_Tot,POL_Persian_ED_SEO,POL_Persian_ED_SOLSE_VWorW,POL_Persian_ED_SOLSE_NWorNAA,POL_Persian_ED_SOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_SOLSE_VWorW,POL_Polish_SOLSE_NWorNAA,POL_Polish_SOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Russian_SEO,POL_Russian_SOLSE_VWorW,POL_Russian_SOLSE_NWorNAA,POL_Russian_SOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_SOLSE_VWorW,POL_Samoan_SOLSE_NWorNAA,POL_Samoan_SOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_SOLSE_VWorW,POL_Serbian_SOLSE_NWorNAA,POL_Serbian_SOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipino_SEO,POL_SAL_Filipino_SOLSE_VWorW,POL_SAL_Filipin_SOLSE_NWorNAA,POL_SAL_Filipino_SOLSE_Tot,POL_SAL_Filipino_NS,POL_SAL_Filipino_Tot,POL_SAL_Indonesian_SEO,POL_SAL_Indonesia_SOLSE_VWorW,POL_SAL_Indones_SOLSE_NWorNAA,POL_SAL_Indonesian_SOLSE_Tot,POL_SAL_Indonesian_NS,POL_SAL_Indonesian_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_SOLSE_VWorW,POL_SAL_Tagalog_SOLSE_NWorNAA,POL_SAL_Tagalog_SOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_SOLSE_VWorW,POL_SAL_Oth_SOLSE_NWorNAA,POL_SAL_Oth_SOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_SOLSE_VWorW,POL_SAL_Tot_SOLSE_NWorNAA,POL_SAL_Tot_SOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_SOLSE_VWorW,POL_Spanish_SOLSE_NWorNAA,POL_Spanish_SOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_SOLSE_VWorW,POL_Tamil_SOLSE_NWorNAA,POL_Tamil_SOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_SOLSE_VWorW,POL_Thai_SOLSE_NWorNAA,POL_Thai_SOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_SOLSE_VWorW,POL_Turkish_SOLSE_NWorNAA,POL_Turkish_SOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_SOLSE_VWorW,POL_Vietnamese_SOLSE_NWorNAA,POL_Vietnamese_SOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_SOLSE_VWorW,POL_Oth_SOLSE_NWorNAA,POL_Oth_SOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_SOLSE_VWorW,POL_Tot_SOLSE_NWorNAA,POL_Tot_SOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LSatH_NS_SEO,P_LSatH_NS_SOLSE_VWorW,P_LSatH_NS_SOLSE_NWorNAA,P_LSatH_NS_SOLSE_Tot,P_LSatH_NS_NS,P_LSatH_NS_Tot,P_Tot_SEO,P_Tot_SOLSE_VWorW,P_Tot_SOLSE_NWorNAA,P_Tot_SOLSE_Tot,P_Tot_NS,P_Tot_Tot
LGA41190,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,20,0,20,0,20,..,3,0,3,109,113,1634,18,0,18,109,1771
LGA41330,..,70,17,82,0,88,..,8,0,8,0,8,..,3,0,3,0,3,..,10,0,10,0,10,..,53,0,55,0,58,..,10,0,10,0,10,..,3,0,3,0,3,..,85,0,86,0,91,..,12,0,12,0,12,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,3,21,3,23,..,6,0,9,0,11,..,0,0,0,0,0,..,10,0,10,0,10,..,4,0,4,0,4,..,16,5,23,0,20,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,51,4,61,0,63,..,365,58,425,13,431,..,9,3,8,262,269,1059,376,54,430,268,1762
LGA41560,..,20,5,22,0,20,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,19,0,19,0,19,..,33,3,37,3,34,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,12,0,12,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,12,0,12,0,12,..,10,0,10,0,10,..,21,0,21,0,21,..,8,0,8,4,10,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,3,4,0,4,..,50,10,58,3,59,..,266,19,287,10,300,..,42,3,43,1052,1101,12742,309,22,333,1070,14139
LGA41750,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,7,0,7,..,0,0,0,57,55,986,10,0,7,57,1045
LGA41830,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,60,0,60,0,59,..,3,0,3,118,121,1458,64,0,64,117,1643
LGA41960,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,7,0,7,129,133,1152,17,0,17,129,1298
LGA42030,..,68,7,72,0,72,..,0,0,0,0,0,..,8,0,8,0,8,..,3,0,3,0,3,..,12,0,13,0,13,..,9,0,9,0,9,..,18,0,18,0,18,..,55,3,61,0,61,..,162,27,187,0,188,..,3,0,3,0,3,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,10,0,9,0,9,..,37,0,37,0,37,..,22,3,20,0,20,..,0,0,0,0,0,..,5,0,3,0,3,..,20,0,20,0,20,..,22,0,22,0,22,..,38,0,40,0,38,..,6,0,6,0,6,..,89,0,87,0,89,..,34,0,33,0,33,..,3,0,3,0,3,..,11,3,8,0,8,..,0,0,0,0,0,..,39,12,55,0,55,..,125,38,160,3,160,..,874,120,990,3,993,..,61,5,67,1159,1232,20809,933,125,1058,1166,23034
LGA42110,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,13,0,14,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,18,3,23,0,23,..,77,7,81,0,81,..,14,0,15,265,275,3775,84,10,96,265,4136
LGA42250,..,4,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,37,3,38,0,41,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,6,0,6,..,5,0,9,0,9,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,7,0,7,..,0,0,0,0,0,..,3,0,3,3,6,..,0,0,0,0,0,..,6,0,6,3,16,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,22,3,25,4,28,..,138,13,149,7,158,..,31,0,31,891,926,7118,172,13,185,901,8203
LGA42600,..,283,22,305,0,304,..,14,0,14,0,14,..,94,4,102,0,102,..,101,9,112,0,112,..,19,0,19,0,19,..,18,0,18,0,18,..,51,0,51,0,51,..,305,11,317,0,317,..,269,21,289,3,295,..,57,13,72,0,72,..,48,5,54,0,54,..,6,0,6,0,6,..,9,3,9,0,9,..,125,20,145,0,149,..,69,12,80,0,80,..,59,13,76,0,77,..,3,0,3,0,3,..,34,3,32,0,32,..,44,0,45,0,45,..,29,0,33,0,33,..,45,0,45,0,45,..,23,0,23,0,23,..,139,3,144,0,145,..,130,7,140,3,137,..,14,0,14,0,14,..,37,10,53,0,53,..,11,0,11,0,11,..,29,6,41,0,41,..,495,85,584,13,592,..,3005,392,3394,32,3423,..,122,56,181,1864,2043,29888,3126,443,3571,1896,35360
LGA42750,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,3,0,3,..,18,0,18,0,18,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,10,0,10,0,10,..,3,0,3,0,3,..,14,0,17,0,17,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,6,0,6,..,17,3,20,0,24,..,141,19,159,4,160,..,14,0,14,427,436,4113,148,19,164,429,4702
LGA43080,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,17,3,23,0,20,..,0,0,0,59,59,1003,17,3,23,63,1090
LGA43220,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,10,0,15,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,18,3,20,0,20,..,3,0,7,57,59,979,23,3,25,57,1061
LGA43360,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,8,0,8,..,27,0,29,0,26,..,6,0,6,151,155,2159,25,0,28,150,2349
LGA43650,..,15,0,15,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,10,0,10,0,10,..,0,0,0,0,0,..,14,0,14,0,14,..,33,4,33,0,39,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,6,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,7,0,7,..,13,0,13,0,13,..,0,0,0,0,0,..,8,0,8,0,8,..,3,0,3,0,3,..,24,0,26,0,26,..,12,0,12,0,12,..,3,0,3,0,3,..,9,0,6,0,6,..,0,0,0,0,0,..,15,0,15,0,15,..,56,17,67,3,72,..,326,27,350,3,353,..,29,0,33,634,665,13715,356,28,381,644,14736
LGA43710,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,3,3,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,64,7,75,0,75,..,7,0,7,560,566,4868,77,7,79,560,5510
LGA43790,..,85,20,109,0,108,..,0,0,0,0,0,..,8,0,12,0,12,..,72,21,97,3,99,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,84,23,106,3,108,..,54,3,53,3,60,..,9,0,9,0,9,..,3,6,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,5,3,9,0,9,..,3,0,3,0,3,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,3,0,3,..,16,0,15,0,15,..,0,0,4,0,4,..,4,0,4,0,4,..,7,4,11,0,11,..,29,5,30,0,30,..,0,0,0,0,0,..,9,0,9,0,9,..,4,0,4,0,4,..,3,0,3,0,3,..,6,3,8,0,9,..,45,10,53,3,55,..,403,87,488,12,497,..,33,3,35,683,719,10272,433,88,523,696,11487
LGA43920,..,63,10,73,3,79,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,80,16,95,0,94,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,3,5,..,10,0,10,0,10,..,3,0,3,0,3,..,5,0,6,0,6,..,0,0,0,0,0,..,6,0,6,0,6,..,14,0,14,0,14,..,4,0,4,0,4,..,3,0,3,0,3,..,3,0,3,0,3,..,25,0,25,0,25,..,3,0,3,0,3,..,3,4,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,30,30,58,0,58,..,44,14,50,0,55,..,317,72,385,10,398,..,18,3,26,563,585,7826,334,72,409,568,8801
LGA44000,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,3,7,0,7,..,0,0,0,37,37,12,7,3,7,37,59
LGA44060,..,948,154,1102,11,1112,..,168,12,187,0,185,..,580,37,619,7,629,..,513,54,570,3,578,..,138,19,157,0,153,..,190,23,214,3,216,..,618,70,682,3,690,..,2214,217,2428,21,2448,..,619,67,688,10,694,..,176,19,195,0,198,..,138,39,178,0,178,..,13,3,18,0,18,..,29,0,36,4,36,..,383,141,524,0,528,..,456,49,507,0,505,..,191,25,218,0,218,..,8,0,8,0,8,..,157,21,181,0,181,..,225,3,231,0,231,..,114,9,124,0,122,..,425,20,441,7,446,..,108,3,113,0,114,..,877,27,908,4,915,..,344,30,371,3,373,..,206,13,217,0,217,..,103,20,124,0,127,..,37,0,36,0,39,..,219,72,294,3,294,..,1884,542,2431,67,2494,..,13793,2725,16521,163,16684,..,229,35,264,3514,3776,68154,14017,2761,16783,3677,88618
LGA44210,..,3,0,3,0,3,..,0,0,0,0,0,..,8,0,8,0,8,..,3,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,17,0,20,0,20,..,13,0,10,0,10,..,3,0,3,0,3,..,4,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,8,0,8,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,3,3,11,0,11,..,0,0,0,0,0,..,9,0,9,0,9,..,3,0,3,0,3,..,15,3,18,0,18,..,3,0,4,0,4,..,0,0,0,0,0,..,7,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,29,5,39,0,40,..,180,23,206,3,205,..,16,0,15,800,811,7618,197,25,224,802,8642
LGA44340,..,1220,169,1391,5,1402,..,111,4,114,0,114,..,188,10,198,3,199,..,130,14,142,0,142,..,142,7,148,0,148,..,166,27,191,0,193,..,230,17,248,0,248,..,963,77,1037,3,1042,..,530,47,574,3,578,..,125,17,143,0,143,..,132,43,173,0,173,..,15,0,15,0,15,..,12,0,12,0,12,..,169,45,215,3,215,..,155,14,162,0,164,..,112,12,127,4,126,..,3,0,3,0,3,..,58,8,66,0,66,..,71,0,72,0,76,..,258,57,309,0,308,..,96,0,99,0,99,..,84,3,89,0,89,..,512,56,572,3,574,..,144,3,148,0,148,..,101,4,105,0,105,..,50,9,61,0,61,..,5,3,13,0,13,..,176,82,255,0,258,..,967,150,1119,27,1146,..,8287,1177,9463,75,9542,..,128,7,130,2228,2359,52904,8414,1188,9598,2306,64805
LGA44550,..,40,4,44,0,48,..,0,0,0,0,0,..,13,3,21,0,21,..,27,3,32,0,32,..,27,0,32,0,32,..,3,3,10,0,10,..,9,0,9,0,9,..,92,10,100,0,100,..,105,6,110,3,110,..,56,3,59,0,59,..,20,3,16,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,5,0,5,..,31,0,32,0,37,..,12,0,12,0,12,..,0,0,0,0,0,..,10,0,10,0,10,..,51,0,51,0,51,..,13,0,13,0,13,..,35,0,35,0,35,..,23,0,23,0,23,..,120,0,120,0,120,..,45,4,52,0,52,..,3,0,3,0,3,..,28,0,28,0,28,..,0,0,0,0,0,..,11,0,11,0,11,..,178,37,213,4,217,..,1244,95,1343,19,1359,..,65,3,72,1605,1678,30357,1310,101,1409,1620,33397
LGA44620,..,50,10,59,0,59,..,3,0,3,0,3,..,20,0,20,0,24,..,20,0,27,0,23,..,11,0,9,0,9,..,21,4,21,0,21,..,3,0,3,0,3,..,77,9,84,3,89,..,206,20,222,0,225,..,22,0,22,0,22,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,8,0,6,0,6,..,21,4,25,0,25,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,40,3,41,0,41,..,3,0,0,0,0,..,44,0,50,0,50,..,3,0,3,0,3,..,94,3,97,0,101,..,6,0,6,0,6,..,10,0,10,0,10,..,14,3,15,0,17,..,0,0,0,0,0,..,22,11,29,0,29,..,434,222,655,3,659,..,1264,308,1579,13,1589,..,84,11,94,1323,1419,23266,1351,317,1670,1340,26276
LGA44830,..,0,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,6,0,6,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,12,..,52,4,55,0,58,..,6,3,9,177,191,2614,60,9,65,180,2864
LGA45040,..,17,0,20,0,20,..,34,0,33,0,33,..,26,4,30,0,30,..,60,7,63,0,71,..,11,3,16,0,19,..,31,0,31,0,31,..,5,0,7,0,7,..,167,16,184,4,190,..,128,22,148,0,148,..,5,0,5,0,5,..,8,4,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,11,3,8,0,13,..,4,0,8,0,8,..,11,0,11,0,11,..,22,4,26,0,25,..,0,0,0,0,0,..,126,4,128,0,133,..,6,0,6,0,6,..,200,12,205,0,211,..,19,4,22,0,22,..,347,17,363,3,364,..,7,3,13,0,13,..,7,3,12,0,12,..,8,8,16,0,16,..,30,20,51,0,51,..,69,65,134,4,134,..,202,59,254,10,265,..,1464,615,2071,20,2096,..,76,11,89,1520,1608,17158,1538,618,2158,1541,20858
LGA45090,..,7,0,11,0,11,..,0,0,0,0,0,..,5,0,5,0,5,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,12,0,12,0,12,..,16,0,16,0,16,..,5,0,5,0,5,..,15,10,23,0,23,..,0,0,0,0,0,..,0,0,0,0,0,..,16,17,41,0,41,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,57,0,57,0,57,..,0,0,0,0,0,..,70,3,72,0,72,..,12,3,13,0,13,..,134,9,142,0,142,..,3,0,3,0,3,..,0,0,0,0,0,..,15,8,25,0,29,..,0,0,4,0,4,..,12,18,30,0,30,..,192,163,356,3,359,..,519,261,783,6,791,..,28,5,39,360,396,7103,556,269,820,367,8291
