LGA_CODE_2016,POL_Greek_SEO,POL_Greek_SOLSE_VWorW,POL_Greek_SOLSE_NWorNAA,POL_Greek_SOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_SOLSE_VWorW,POL_IAL_Bengali_SOLSE_NWorNAA,POL_IAL_Bengali_SOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_SOLSE_VWorW,POL_IAL_Hindi_SOLSE_NWorNAA,POL_IAL_Hindi_SOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_SOLSE_VWorW,POL_IAL_Punjabi_SOLSE_NWorNAA,POL_IAL_Punjabi_SOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhalese_SEO,POL_IAL_Sinhalese_SOLSE_VWorW,POL_IAL_Sinhale_SOLSE_NWorNAA,POL_IAL_Sinhalese_SOLSE_Tot,POL_IAL_Sinhalese_NS,POL_IAL_Sinhalese_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_SOLSE_VWorW,POL_IAL_Urdu_SOLSE_NWorNAA,POL_IAL_Urdu_SOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_SOLSE_VWorW,POL_IAL_Oth_SOLSE_NWorNAA,POL_IAL_Oth_SOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_SOLSE_VWorW,POL_IAL_Tot_SOLSE_NWorNAA,POL_IAL_Tot_SOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_SOLSE_VWorW,POL_Italian_SOLSE_NWorNAA,POL_Italian_SOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japanese_SEO,POL_Japanese_SOLSE_VWorW,POL_Japanese_SOLSE_NWorNAA,POL_Japanese_SOLSE_Tot,POL_Japanese_NS,POL_Japanese_Tot,POL_Korean_SEO,POL_Korean_SOLSE_VWorW,POL_Korean_SOLSE_NWorNAA,POL_Korean_SOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedonian_SEO,POL_Macedonian_SOLSE_VWorW,POL_Macedonian_SOLSE_NWorNAA,POL_Macedonian_SOLSE_Tot,POL_Macedonian_NS,POL_Macedonian_Tot,POL_Maltese_SEO,POL_Maltese_SOLSE_VWorW,POL_Maltese_SOLSE_NWorNAA,POL_Maltese_SOLSE_Tot,POL_Maltese_NS,POL_Maltese_Tot,POL_Persian_ED_SEO,POL_Persian_ED_SOLSE_VWorW,POL_Persian_ED_SOLSE_NWorNAA,POL_Persian_ED_SOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_SOLSE_VWorW,POL_Polish_SOLSE_NWorNAA,POL_Polish_SOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Russian_SEO,POL_Russian_SOLSE_VWorW,POL_Russian_SOLSE_NWorNAA,POL_Russian_SOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_SOLSE_VWorW,POL_Samoan_SOLSE_NWorNAA,POL_Samoan_SOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_SOLSE_VWorW,POL_Serbian_SOLSE_NWorNAA,POL_Serbian_SOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipino_SEO,POL_SAL_Filipino_SOLSE_VWorW,POL_SAL_Filipin_SOLSE_NWorNAA,POL_SAL_Filipino_SOLSE_Tot,POL_SAL_Filipino_NS,POL_SAL_Filipino_Tot,POL_SAL_Indonesian_SEO,POL_SAL_Indonesia_SOLSE_VWorW,POL_SAL_Indones_SOLSE_NWorNAA,POL_SAL_Indonesian_SOLSE_Tot,POL_SAL_Indonesian_NS,POL_SAL_Indonesian_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_SOLSE_VWorW,POL_SAL_Tagalog_SOLSE_NWorNAA,POL_SAL_Tagalog_SOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_SOLSE_VWorW,POL_SAL_Oth_SOLSE_NWorNAA,POL_SAL_Oth_SOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_SOLSE_VWorW,POL_SAL_Tot_SOLSE_NWorNAA,POL_SAL_Tot_SOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_SOLSE_VWorW,POL_Spanish_SOLSE_NWorNAA,POL_Spanish_SOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_SOLSE_VWorW,POL_Tamil_SOLSE_NWorNAA,POL_Tamil_SOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_SOLSE_VWorW,POL_Thai_SOLSE_NWorNAA,POL_Thai_SOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_SOLSE_VWorW,POL_Turkish_SOLSE_NWorNAA,POL_Turkish_SOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_SOLSE_VWorW,POL_Vietnamese_SOLSE_NWorNAA,POL_Vietnamese_SOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_SOLSE_VWorW,POL_Oth_SOLSE_NWorNAA,POL_Oth_SOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_SOLSE_VWorW,POL_Tot_SOLSE_NWorNAA,POL_Tot_SOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LSatH_NS_SEO,P_LSatH_NS_SOLSE_VWorW,P_LSatH_NS_SOLSE_NWorNAA,P_LSatH_NS_SOLSE_Tot,P_LSatH_NS_NS,P_LSatH_NS_Tot,P_Tot_SEO,P_Tot_SOLSE_VWorW,P_Tot_SOLSE_NWorNAA,P_Tot_SOLSE_Tot,P_Tot_NS,P_Tot_Tot
LGA18710,..,14,0,15,0,15,..,3,0,3,0,3,..,14,0,14,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,3,0,3,0,3,..,29,0,29,0,29,..,29,0,28,3,35,..,5,3,3,0,3,..,3,0,3,0,3,..,8,3,10,0,13,..,6,0,6,0,6,..,3,0,3,0,3,..,8,0,13,0,13,..,9,0,9,0,9,..,0,0,0,0,0,..,12,0,12,0,12,..,4,0,4,0,4,..,4,0,4,0,4,..,6,0,6,0,6,..,3,0,3,0,7,..,18,0,21,3,22,..,28,0,28,0,28,..,3,0,3,0,3,..,4,0,5,0,5,..,3,0,3,0,3,..,17,5,20,0,20,..,77,15,97,0,97,..,516,46,555,17,575,..,21,0,21,997,1020,14550,536,46,580,1008,16142
LGA19399,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,3,13,0,13,..,30,4,27,0,27,..,0,0,0,121,120,905,25,4,29,121,1056
LGA19499,..,34,0,36,0,36,..,16,3,20,0,20,..,51,4,55,0,55,..,15,3,18,0,18,..,6,0,6,0,6,..,37,8,38,0,38,..,36,0,32,0,32,..,157,17,173,0,173,..,55,3,54,0,61,..,14,3,16,0,16,..,27,11,36,0,36,..,10,0,10,0,10,..,3,0,3,0,3,..,16,3,16,0,16,..,8,0,8,0,8,..,15,5,19,0,19,..,35,0,35,0,35,..,8,0,9,0,9,..,22,0,22,0,22,..,28,3,31,0,31,..,28,0,28,0,28,..,8,0,8,0,8,..,88,3,91,0,91,..,83,15,96,3,98,..,12,0,12,0,12,..,22,10,32,0,32,..,24,3,26,0,26,..,61,21,80,0,80,..,243,41,283,8,286,..,1495,314,1803,19,1822,..,36,9,43,3211,3251,7212,1529,320,1848,3230,12288
LGA19799,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,3,3,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,4,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,16,16,0,16,..,3,0,3,0,5,..,48,44,90,0,92,..,3,0,4,41,44,279,54,46,96,40,412
LGA20110,..,26,4,28,0,28,..,0,0,0,0,0,..,8,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,15,0,20,0,20,..,26,0,28,0,28,..,376,58,433,5,439,..,15,0,12,0,12,..,0,4,8,0,8,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,10,..,10,3,12,0,12,..,0,0,0,0,0,..,3,0,3,0,3,..,19,0,20,0,20,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,30,0,30,0,30,..,18,0,20,0,20,..,4,0,4,0,4,..,8,0,8,0,8,..,0,0,0,0,0,..,9,0,5,0,5,..,84,23,105,0,105,..,816,117,937,6,943,..,34,3,38,967,1011,10386,855,119,975,973,12337
LGA20260,..,3,0,3,0,3,..,0,0,0,0,0,..,20,0,20,0,20,..,26,0,26,0,26,..,3,0,3,0,3,..,23,0,20,0,21,..,0,0,0,0,0,..,69,0,75,3,74,..,16,3,20,0,20,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,10,0,7,0,7,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,35,0,39,0,39,..,9,0,9,0,9,..,17,0,17,0,17,..,3,0,3,0,3,..,58,0,60,0,60,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,6,0,6,..,3,4,6,0,6,..,11,4,16,0,16,..,39,11,49,3,53,..,347,67,416,10,424,..,29,5,36,1445,1478,9696,371,78,446,1461,11600
LGA20570,..,111,24,137,5,139,..,69,10,75,0,75,..,208,17,222,0,222,..,216,24,239,3,246,..,78,9,86,3,86,..,79,17,96,0,96,..,103,6,114,0,114,..,749,82,831,3,835,..,199,14,215,4,218,..,125,22,142,0,142,..,38,3,40,0,40,..,14,0,21,0,21,..,49,4,51,0,51,..,59,11,65,0,65,..,43,3,54,0,54,..,59,5,65,0,65,..,5,0,5,0,5,..,33,0,33,7,40,..,132,7,137,0,137,..,36,0,41,0,41,..,161,6,169,0,167,..,39,3,42,0,44,..,363,16,384,0,387,..,95,5,104,0,107,..,72,7,77,0,77,..,71,18,87,0,91,..,21,3,26,0,26,..,86,22,103,0,103,..,922,169,1085,38,1126,..,4731,689,5420,76,5499,..,284,19,303,5882,6188,89998,5018,710,5728,5961,101686
LGA20660,..,2235,284,2518,28,2547,..,69,3,69,0,69,..,638,23,660,7,665,..,261,17,278,8,289,..,414,21,430,3,437,..,163,4,170,0,170,..,311,16,331,0,333,..,1857,83,1943,15,1962,..,3213,369,3584,28,3612,..,338,33,367,3,371,..,173,53,224,6,225,..,765,87,852,5,853,..,105,4,110,0,110,..,511,84,598,3,600,..,265,15,278,0,279,..,255,36,294,0,295,..,70,7,80,0,80,..,243,47,293,0,294,..,173,3,180,0,178,..,156,17,174,3,174,..,222,9,228,3,230,..,116,3,116,0,117,..,661,31,697,7,705,..,513,43,563,11,570,..,402,19,422,5,429,..,192,21,218,3,221,..,102,13,114,0,117,..,702,142,845,13,857,..,2985,562,3542,108,3654,..,22515,3637,26150,279,26429,..,326,50,374,5165,5542,89897,22839,3689,26525,5443,121865
LGA20740,..,82,16,99,5,104,..,0,0,0,0,0,..,22,3,27,0,27,..,25,7,28,0,28,..,11,0,11,0,11,..,0,0,3,0,3,..,28,4,27,0,27,..,85,17,107,0,107,..,229,36,268,13,278,..,24,0,24,0,24,..,3,0,4,0,4,..,5,0,5,0,5,..,31,4,30,0,30,..,3,0,4,0,4,..,16,0,20,0,20,..,12,0,12,3,13,..,0,0,0,0,0,..,9,0,9,0,9,..,21,0,26,0,26,..,14,0,14,0,14,..,26,0,23,0,30,..,3,0,3,0,3,..,64,3,70,0,66,..,75,4,84,0,84,..,5,0,5,0,6,..,32,12,42,0,42,..,9,0,7,0,7,..,20,21,41,0,41,..,215,37,252,9,261,..,1340,205,1540,39,1578,..,77,6,84,2301,2382,28849,1416,210,1625,2332,32804
LGA20830,..,62,6,72,0,73,..,13,0,13,0,13,..,18,0,18,0,18,..,57,4,60,0,60,..,46,3,46,0,49,..,15,0,15,0,15,..,15,0,17,0,17,..,160,9,172,3,177,..,237,31,269,5,271,..,35,3,36,0,39,..,9,0,8,0,8,..,3,0,7,0,7,..,24,0,24,0,24,..,9,0,9,0,9,..,37,9,48,0,45,..,32,6,36,0,36,..,6,0,6,0,6,..,24,4,29,0,29,..,48,3,50,3,52,..,14,0,14,0,10,..,25,0,29,0,29,..,5,0,5,0,5,..,95,4,96,4,96,..,54,9,58,0,60,..,14,0,16,0,16,..,26,8,29,0,29,..,3,0,3,0,3,..,23,13,36,0,36,..,280,51,335,6,339,..,1667,236,1894,29,1928,..,106,10,115,3083,3197,43359,1770,241,2014,3110,48479
LGA20910,..,1821,248,2067,26,2091,..,22,0,26,0,26,..,265,7,272,0,272,..,94,4,98,0,105,..,68,0,76,0,76,..,25,0,25,0,25,..,73,0,73,0,73,..,553,16,569,0,568,..,1151,99,1244,11,1252,..,316,77,392,3,393,..,67,24,91,0,91,..,44,0,46,0,46,..,39,3,41,0,41,..,78,15,87,0,87,..,407,43,442,0,443,..,1057,194,1251,7,1261,..,6,0,9,0,9,..,179,13,195,0,195,..,37,4,43,0,43,..,71,4,79,0,79,..,61,0,59,0,59,..,39,3,48,0,46,..,218,12,230,0,231,..,476,22,497,6,501,..,63,5,65,0,68,..,96,13,100,0,100,..,135,20,164,0,165,..,152,27,178,0,176,..,1486,178,1668,35,1701,..,12426,1693,14113,114,14225,..,199,15,215,4772,4992,77872,12626,1710,14330,4883,97087
LGA21010,..,3,0,3,0,8,..,4,0,4,0,4,..,14,0,14,0,14,..,14,0,15,0,15,..,9,0,6,0,6,..,5,0,5,0,5,..,7,0,7,0,7,..,40,3,46,0,46,..,30,0,29,0,33,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,10,0,11,0,11,..,15,0,16,0,16,..,0,0,0,0,0,..,6,0,6,0,6,..,10,0,10,0,10,..,4,0,4,0,4,..,7,0,7,0,7,..,3,0,3,0,3,..,26,0,27,0,27,..,4,0,4,0,6,..,10,0,10,0,10,..,10,6,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,61,18,83,0,85,..,336,50,381,9,393,..,23,0,23,1096,1121,12352,362,50,410,1105,13861
LGA21110,..,4146,578,4725,32,4760,..,204,10,220,3,224,..,1349,37,1385,13,1398,..,292,4,296,0,296,..,624,19,645,3,644,..,223,15,239,3,238,..,1215,83,1296,11,1304,..,3912,162,4076,32,4105,..,2493,255,2754,23,2777,..,486,59,537,8,547,..,573,142,716,0,714,..,222,21,239,0,240,..,53,0,62,0,62,..,592,56,649,4,653,..,302,22,321,0,322,..,305,19,321,3,322,..,25,0,25,0,25,..,145,17,163,3,165,..,154,3,161,0,161,..,644,57,700,0,700,..,192,3,193,0,195,..,122,3,128,0,128,..,1118,64,1183,0,1182,..,877,88,960,8,969,..,574,18,591,3,596,..,353,43,392,3,395,..,194,22,216,0,222,..,1804,240,2042,13,2054,..,2403,323,2723,81,2805,..,38493,6745,45242,337,45581,..,327,47,372,7395,7770,113886,38827,6791,45618,7729,167231
LGA21180,..,4175,1069,5245,41,5288,..,541,47,590,9,602,..,2265,120,2387,14,2402,..,4983,585,5570,70,5634,..,948,40,994,6,997,..,1285,156,1436,8,1446,..,960,76,1036,12,1047,..,10976,1026,12009,116,12120,..,4133,705,4839,60,4906,..,113,11,124,0,124,..,107,43,146,0,152,..,3551,1038,4585,51,4633,..,4440,544,4982,71,5056,..,340,162,500,9,504,..,1078,253,1327,18,1349,..,171,24,190,0,190,..,1396,133,1523,38,1562,..,1242,338,1576,28,1602,..,2116,81,2193,18,2213,..,297,24,327,0,327,..,2944,134,3082,26,3107,..,317,44,366,6,373,..,5682,283,5963,53,6014,..,2333,460,2789,36,2829,..,978,314,1292,22,1314,..,328,71,399,6,405,..,1852,460,2311,24,2332,..,20049,11120,31169,289,31453,..,10806,3518,14321,279,14597,..,86413,25720,112132,1331,113457,..,644,267,908,10651,11559,69300,87053,25990,113040,11975,194319
LGA21270,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,10,..,7,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,3,11,..,6,0,6,0,6,..,11,0,12,0,12,..,10,0,10,0,10,..,32,0,30,3,32,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,50,9,56,4,59,..,141,13,155,11,165,..,10,3,17,555,569,5469,153,17,171,559,6201
LGA21370,..,43,4,47,0,47,..,0,0,0,0,0,..,15,0,15,0,15,..,18,0,22,0,22,..,16,0,18,0,18,..,3,0,3,0,3,..,11,3,12,0,12,..,72,3,74,0,74,..,171,32,207,6,206,..,3,3,3,0,3,..,16,10,32,0,32,..,5,3,8,0,8,..,6,0,6,0,6,..,3,0,3,0,3,..,7,0,7,0,7,..,5,0,5,0,5,..,0,0,0,0,0,..,7,0,7,0,7,..,86,0,84,0,84,..,8,0,8,0,8,..,70,0,69,0,69,..,3,0,3,0,3,..,166,0,169,0,169,..,20,0,21,0,21,..,0,0,0,0,0,..,26,3,27,0,32,..,9,5,14,0,14,..,8,0,8,0,8,..,187,31,217,12,227,..,955,119,1069,20,1089,..,112,11,124,2662,2780,33183,1064,128,1193,2680,37061
LGA21450,..,252,18,267,3,269,..,114,9,124,0,124,..,393,12,404,5,410,..,705,99,799,11,809,..,685,64,747,6,751,..,131,15,144,0,144,..,298,31,325,0,327,..,2333,228,2557,18,2574,..,476,60,539,8,547,..,66,9,70,0,70,..,38,28,63,0,62,..,27,3,27,0,27,..,56,3,57,0,59,..,62,14,74,0,74,..,107,9,120,0,120,..,113,10,122,0,129,..,127,3,129,0,129,..,116,24,137,3,139,..,210,3,213,0,215,..,102,5,101,4,109,..,230,3,229,4,238,..,85,3,88,0,88,..,619,21,636,7,645,..,408,41,448,4,455,..,178,18,198,0,201,..,88,12,100,0,104,..,88,10,93,0,93,..,93,25,119,7,121,..,2107,378,2484,64,2543,..,9256,1172,10428,146,10570,..,199,26,222,5008,5229,78326,9453,1195,10650,5157,94128
LGA21610,..,2203,235,2434,29,2467,..,613,21,638,3,639,..,4441,250,4695,27,4718,..,5871,750,6618,78,6695,..,8301,604,8900,64,8970,..,1648,199,1849,11,1864,..,2051,226,2274,19,2294,..,22919,2064,24977,208,25181,..,2308,256,2565,55,2617,..,165,27,193,3,202,..,337,168,506,4,511,..,367,51,416,10,420,..,269,12,280,6,288,..,911,277,1184,20,1203,..,1249,202,1452,13,1469,..,609,112,718,7,727,..,2341,222,2562,56,2615,..,2086,509,2595,34,2633,..,1705,37,1743,20,1771,..,854,80,931,6,931,..,2032,54,2088,37,2118,..,569,33,601,6,608,..,5159,209,5360,66,5432,..,2818,428,3253,36,3289,..,3619,431,4050,36,4081,..,375,84,457,9,468,..,1283,272,1554,21,1576,..,1552,670,2218,14,2236,..,24593,6460,31053,511,31561,..,89927,16066,105990,1283,107272,..,741,231,972,13779,14753,177273,90663,16303,106968,15059,299301
LGA21670,..,24,0,22,0,22,..,0,0,0,0,0,..,14,0,14,0,14,..,19,4,18,0,18,..,3,0,3,0,3,..,5,0,5,0,5,..,6,0,9,0,9,..,40,4,46,0,46,..,15,0,18,0,19,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,9,0,9,..,0,0,0,0,0,..,3,0,3,0,3,..,12,0,12,0,12,..,0,0,0,0,0,..,3,0,3,0,3,..,29,0,26,0,26,..,3,0,0,0,0,..,21,3,23,0,18,..,8,0,10,0,10,..,53,7,55,0,56,..,9,3,11,0,11,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,46,8,59,3,62,..,279,35,313,11,324,..,43,6,52,870,919,11755,323,40,364,875,12995
LGA21750,..,44,3,48,0,53,..,0,0,0,0,0,..,4,3,10,0,10,..,20,0,20,0,20,..,10,0,10,0,10,..,3,0,4,0,4,..,7,4,12,0,12,..,46,6,52,0,52,..,58,9,63,7,67,..,19,3,22,0,22,..,4,3,3,0,3,..,3,0,3,0,3,..,6,0,6,0,6,..,7,6,12,0,12,..,5,0,5,0,5,..,9,4,9,0,9,..,3,0,3,0,3,..,3,0,3,0,3,..,33,0,33,0,33,..,12,3,16,0,16,..,12,0,13,0,13,..,12,0,14,0,14,..,67,7,71,0,71,..,14,0,14,0,14,..,4,0,4,0,4,..,12,3,17,0,17,..,0,0,5,0,5,..,20,5,20,0,20,..,210,19,233,12,242,..,732,129,866,20,884,..,52,11,59,1385,1443,18643,782,143,923,1401,20972
LGA21830,..,6,0,6,0,6,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,15,0,15,..,13,0,15,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,11,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,3,3,10,0,10,..,0,0,0,0,0,..,4,0,5,0,7,..,15,3,19,0,19,..,10,0,10,0,10,..,22,0,22,0,22,..,5,0,5,0,5,..,52,3,56,0,56,..,11,0,13,0,13,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,0,0,0,0,0,..,36,3,39,3,39,..,243,16,260,7,268,..,53,0,52,1216,1270,14519,290,23,311,1219,16051
LGA21890,..,7087,2119,9203,100,9301,..,389,35,418,0,422,..,1500,71,1573,16,1590,..,1168,117,1285,17,1304,..,472,20,493,3,498,..,663,65,730,12,736,..,1344,96,1441,7,1451,..,5536,403,5940,60,5994,..,7660,1944,9602,104,9708,..,363,39,407,3,408,..,133,41,175,0,176,..,1721,421,2146,23,2170,..,234,27,269,3,273,..,382,112,495,6,502,..,176,22,203,0,202,..,121,5,127,0,127,..,76,5,81,0,85,..,258,75,332,0,332,..,282,13,297,3,298,..,283,12,295,0,299,..,406,9,414,7,418,..,160,9,169,0,174,..,1130,48,1173,17,1192,..,1050,121,1168,12,1181,..,477,29,509,6,516,..,274,83,361,4,359,..,332,41,371,3,373,..,2497,874,3372,27,3401,..,3482,706,4188,109,4296,..,43041,10678,53724,615,54334,..,345,89,438,9326,9764,82621,43389,10768,54158,9945,146719
LGA22110,..,45,7,52,3,61,..,0,0,0,0,0,..,32,0,29,0,30,..,29,0,29,0,29,..,8,0,8,0,8,..,3,0,3,0,3,..,10,0,10,0,10,..,77,3,79,0,83,..,203,12,213,9,223,..,12,0,12,0,17,..,4,0,11,0,11,..,4,0,4,0,4,..,13,0,13,0,13,..,8,0,8,0,8,..,31,3,33,0,33,..,8,3,9,0,9,..,0,0,0,0,0,..,16,0,16,0,16,..,47,5,52,0,52,..,8,0,8,0,8,..,59,0,61,3,62,..,11,0,11,0,11,..,129,6,129,3,131,..,44,3,47,0,50,..,19,3,25,0,25,..,19,6,26,0,26,..,5,0,5,0,5,..,47,30,74,0,74,..,217,36,256,14,264,..,1354,187,1541,45,1586,..,141,6,149,3746,3892,39559,1494,198,1687,3788,45040
LGA22170,..,1016,127,1139,13,1152,..,38,3,41,0,42,..,472,30,503,8,513,..,228,29,261,4,261,..,251,22,273,0,276,..,78,3,82,0,80,..,169,9,181,0,176,..,1241,94,1342,12,1351,..,765,71,833,11,843,..,133,11,139,0,143,..,51,19,69,3,75,..,45,3,52,3,54,..,58,0,59,0,59,..,79,10,88,0,88,..,296,32,326,0,326,..,445,90,533,0,533,..,183,14,202,0,206,..,272,33,305,0,305,..,337,0,337,3,340,..,129,9,142,0,143,..,431,13,447,3,452,..,87,8,93,0,96,..,985,29,1021,17,1032,..,559,69,626,9,633,..,317,33,350,0,350,..,226,47,276,3,273,..,137,15,152,3,157,..,169,53,219,5,219,..,2955,504,3461,90,3552,..,13232,1779,15013,225,15246,..,365,40,405,7877,8279,110620,13602,1822,15423,8102,134143
LGA22250,..,10,3,16,0,16,..,4,0,4,0,4,..,3,0,3,0,3,..,13,3,13,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,33,3,36,0,34,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,9,0,11,0,11,..,3,0,3,0,3,..,15,0,15,0,15,..,10,0,11,0,11,..,33,0,39,0,39,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,3,..,33,10,40,0,45,..,178,28,205,4,207,..,38,0,43,718,761,9589,213,26,245,719,10549
LGA22310,..,4551,865,5418,50,5468,..,227,5,231,0,231,..,1725,79,1807,6,1809,..,384,18,409,7,412,..,391,14,404,0,406,..,164,4,169,3,172,..,1504,151,1651,9,1662,..,4403,267,4663,29,4697,..,1579,172,1749,22,1767,..,703,185,888,4,892,..,570,189,758,8,762,..,84,6,93,0,91,..,49,3,52,0,52,..,190,26,215,0,212,..,789,80,863,5,873,..,3938,761,4701,34,4735,..,19,0,22,0,22,..,302,28,329,3,327,..,216,3,220,3,220,..,397,25,424,0,424,..,284,5,291,3,288,..,91,4,94,0,94,..,988,32,1023,8,1032,..,864,50,913,9,924,..,582,30,612,3,619,..,256,53,311,0,315,..,113,16,127,3,129,..,640,97,734,3,737,..,7185,641,7829,119,7946,..,38246,5753,44001,367,44372,..,321,64,386,6179,6565,89939,38576,5815,44386,6548,140875
