ASGS_Structure,Census_Code_2016,Census_Name_2016
SA4,597,Migratory - Offshore - Shipping (WA)
SA4,599,No usual address (WA)
SA4,601,Hobart
SA4,602,Launceston and North East
SA4,603,South East
SA4,604,West and North West
SA4,697,Migratory - Offshore - Shipping (Tas.)
SA4,699,No usual address (Tas.)
SA4,701,Darwin
SA4,702,Northern Territory - Outback
SA4,797,Migratory - Offshore - Shipping (NT)
SA4,799,No usual address (NT)
SA4,801,Australian Capital Territory
SA4,897,Migratory - Offshore - Shipping (ACT)
SA4,899,No usual address (ACT)
SA4,901,Other Territories
SA4,997,Migratory - Offshore - Shipping (OT)
SA4,999,No usual address (OT)
SA3,10102,Queanbeyan
SA3,10103,Snowy Mountains
SA3,10104,South Coast
SA3,10105,Goulburn - Mulwaree
SA3,10106,Young - Yass
SA3,10201,Gosford
SA3,10202,Wyong
SA3,10301,Bathurst
SA3,10302,Lachlan Valley
SA3,10303,Lithgow - Mudgee
SA3,10304,Orange
SA3,10401,Clarence Valley
SA3,10402,Coffs Harbour
SA3,10501,Bourke - Cobar - Coonamble
SA3,10502,Broken Hill and Far West
SA3,10503,Dubbo
SA3,10601,Lower Hunter
SA3,10602,Maitland
SA3,10603,Port Stephens
SA3,10604,Upper Hunter
SA3,10701,Dapto - Port Kembla
SA3,10702,Illawarra Catchment Reserve
SA3,10703,Kiama - Shellharbour
SA3,10704,Wollongong
SA3,10801,Great Lakes
SA3,10802,Kempsey - Nambucca
SA3,10803,Lord Howe Island
SA3,10804,Port Macquarie
SA3,10805,Taree - Gloucester
SA3,10901,Albury
SA3,10902,Lower Murray
SA3,10903,Upper Murray exc. Albury
SA3,11001,Armidale
SA3,11002,Inverell - Tenterfield
SA3,11003,Moree - Narrabri
SA3,11004,Tamworth - Gunnedah
SA3,11101,Lake Macquarie - East
SA3,11102,Lake Macquarie - West
SA3,11103,Newcastle
SA3,11201,Richmond Valley - Coastal
SA3,11202,Richmond Valley - Hinterland
SA3,11203,Tweed Valley
SA3,11301,Griffith - Murrumbidgee (West)
SA3,11302,Tumut - Tumbarumba
SA3,11303,Wagga Wagga
SA3,11401,Shoalhaven
SA3,11402,Southern Highlands
SA3,11501,Baulkham Hills
SA3,11502,Dural - Wisemans Ferry
SA3,11503,Hawkesbury
SA3,11504,Rouse Hill - McGraths Hill
SA3,11601,Blacktown
SA3,11602,Blacktown - North
SA3,11603,Mount Druitt
SA3,11701,Botany
SA3,11702,Marrickville - Sydenham - Petersham
SA3,11703,Sydney Inner City
SA3,11801,Eastern Suburbs - North
SA3,11802,Eastern Suburbs - South
SA3,11901,Bankstown
SA3,11902,Canterbury
SA3,11903,Hurstville
SA3,11904,Kogarah - Rockdale
SA3,12001,Canada Bay
SA3,12002,Leichhardt
SA3,12003,Strathfield - Burwood - Ashfield
SA3,12101,Chatswood - Lane Cove
SA3,12102,Hornsby
SA3,12103,Ku-ring-gai
SA3,12104,North Sydney - Mosman
SA3,12201,Manly
SA3,12202,Pittwater
SA3,12203,Warringah
SA3,12301,Camden
SA3,12302,Campbelltown (NSW)
SA3,12303,Wollondilly
SA3,12401,Blue Mountains
SA3,12402,Blue Mountains - South
SA3,12403,Penrith
SA3,12404,Richmond - Windsor
SA3,12405,St Marys
SA3,12501,Auburn
SA3,12502,Carlingford
SA3,12503,Merrylands - Guildford
SA3,12504,Parramatta
SA3,12601,Pennant Hills - Epping
SA3,12602,Ryde - Hunters Hill
SA3,12701,Bringelly - Green Valley
SA3,12702,Fairfield
SA3,12703,Liverpool
SA3,12801,Cronulla - Miranda - Caringbah
SA3,12802,Sutherland - Menai - Heathcote
SA3,19797,Migratory - Offshore - Shipping (NSW)
SA3,19999,No usual address (NSW)
SA3,20101,Ballarat
SA3,20102,Creswick - Daylesford - Ballan
SA3,20103,Maryborough - Pyrenees
SA3,20201,Bendigo
SA3,20202,Heathcote - Castlemaine - Kyneton
SA3,20203,Loddon - Elmore
SA3,20301,Barwon - West
SA3,20302,Geelong
SA3,20303,Surf Coast - Bellarine Peninsula
SA3,20401,Upper Goulburn Valley
SA3,20402,Wangaratta - Benalla
SA3,20403,Wodonga - Alpine
SA3,20501,Baw Baw
SA3,20502,Gippsland - East
SA3,20503,Gippsland - South West
SA3,20504,Latrobe Valley
SA3,20505,Wellington
SA3,20601,Brunswick - Coburg
SA3,20602,Darebin - South
SA3,20603,Essendon
SA3,20604,Melbourne City
SA3,20605,Port Phillip
SA3,20606,Stonnington - West
SA3,20607,Yarra
SA3,20701,Boroondara
SA3,20702,Manningham - West
SA3,20703,Whitehorse - West
SA3,20801,Bayside
SA3,20802,Glen Eira
SA3,20803,Kingston
SA3,20804,Stonnington - East
SA3,20901,Banyule
SA3,20902,Darebin - North
SA3,20903,Nillumbik - Kinglake
SA3,20904,Whittlesea - Wallan
SA3,21001,Keilor
SA3,21002,Macedon Ranges
SA3,21003,Moreland - North
SA3,21004,Sunbury
SA3,21005,Tullamarine - Broadmeadows
SA3,21101,Knox
SA3,21102,Manningham - East
SA3,21103,Maroondah
SA3,21104,Whitehorse - East
SA3,21105,Yarra Ranges
SA3,21201,Cardinia
SA3,21202,Casey - North
SA3,21203,Casey - South
SA3,21204,Dandenong
SA3,21205,Monash
SA3,21301,Brimbank
SA3,21302,Hobsons Bay
SA3,21303,Maribyrnong
SA3,21304,Melton - Bacchus Marsh
SA3,21305,Wyndham
SA3,21401,Frankston
SA3,21402,Mornington Peninsula
SA3,21501,Grampians
SA3,21502,Mildura
SA3,21503,Murray River - Swan Hill
SA3,21601,Campaspe
SA3,21602,Moira
SA3,21603,Shepparton
SA3,21701,Glenelg - Southern Grampians
SA3,21703,Colac - Corangamite
SA3,21704,Warrnambool
SA3,29797,Migratory - Offshore - Shipping (Vic.)
SA3,29999,No usual address (Vic.)
SA3,30101,Capalaba
SA3,30102,Cleveland - Stradbroke
SA3,30103,Wynnum - Manly
SA3,30201,Bald Hills - Everton Park
SA3,30202,Chermside
SA3,30203,Nundah
SA3,30204,Sandgate
SA3,30301,Carindale
SA3,30302,Holland Park - Yeronga
SA3,30303,Mt Gravatt
SA3,30304,Nathan
SA3,30305,Rocklea - Acacia Ridge
SA3,30306,Sunnybank
SA3,30401,Centenary
SA3,30402,Kenmore - Brookfield - Moggill
SA3,30403,Sherwood - Indooroopilly
SA3,30404,The Gap - Enoggera
SA3,30501,Brisbane Inner
SA3,30502,Brisbane Inner - East
SA3,30503,Brisbane Inner - North
SA3,30504,Brisbane Inner - West
SA3,30601,Cairns - North
SA3,30602,Cairns - South
SA3,30603,Innisfail - Cassowary Coast
SA3,30604,Port Douglas - Daintree
SA3,30605,Tablelands (East) - Kuranda
SA3,30701,Darling Downs (West) - Maranoa
SA3,30702,Darling Downs - East
SA3,30703,Granite Belt
SA3,30801,Central Highlands (Qld)
SA3,30803,Rockhampton
SA3,30804,Biloela
SA3,30805,Gladstone
SA3,30901,Broadbeach - Burleigh
SA3,30902,Coolangatta
SA3,30903,Gold Coast - North
SA3,30904,Gold Coast Hinterland
SA3,30905,Mudgeeraba - Tallebudgera
SA3,30906,Nerang
SA3,30907,Ormeau - Oxenford
SA3,30908,Robina
SA3,30909,Southport
SA3,30910,Surfers Paradise
SA3,31001,Forest Lake - Oxley
SA3,31002,Ipswich Hinterland
SA3,31003,Ipswich Inner
SA3,31004,Springfield - Redbank
SA3,31101,Beaudesert
SA3,31102,Beenleigh
SA3,31103,Browns Plains
SA3,31104,Jimboomba
SA3,31105,Loganlea - Carbrook
SA3,31106,Springwood - Kingston
SA3,31201,Bowen Basin - North
SA3,31202,Mackay
SA3,31203,Whitsunday
SA3,31301,Bribie - Beachmere
SA3,31302,Caboolture
SA3,31303,Caboolture Hinterland
SA3,31304,Narangba - Burpengary
SA3,31305,Redcliffe
SA3,31401,The Hills District
SA3,31402,North Lakes
SA3,31403,Strathpine
SA3,31501,Far North
SA3,31502,Outback - North
SA3,31503,Outback - South
SA3,31601,Buderim
SA3,31602,Caloundra
SA3,31603,Maroochy
SA3,31605,Noosa
SA3,31606,Sunshine Coast Hinterland
SA3,31607,Nambour
SA3,31608,Noosa Hinterland
SA3,31701,Toowoomba
SA3,31801,Charters Towers - Ayr - Ingham
SA3,31802,Townsville
SA3,31901,Bundaberg
SA3,31902,Burnett
SA3,31903,Gympie - Cooloola
SA3,31904,Hervey Bay
SA3,31905,Maryborough
SA3,39797,Migratory - Offshore - Shipping (Qld)
SA3,39999,No usual address (Qld)
SA3,40101,Adelaide City
SA3,40102,Adelaide Hills
SA3,40103,Burnside
SA3,40104,Campbelltown (SA)
SA3,40105,Norwood - Payneham - St Peters
SA3,40106,Prospect - Walkerville
SA3,40107,Unley
SA3,40201,Gawler - Two Wells
SA3,40202,Playford
SA3,40203,Port Adelaide - East
SA3,40204,Salisbury
SA3,40205,Tea Tree Gully
SA3,40301,Holdfast Bay
SA3,40302,Marion
SA3,40303,Mitcham
SA3,40304,Onkaparinga
SA3,40401,Charles Sturt
SA3,40402,Port Adelaide - West
SA3,40403,West Torrens
SA3,40501,Barossa
SA3,40502,Lower North
SA3,40503,Mid North
SA3,40504,Yorke Peninsula
SA3,40601,Eyre Peninsula and South West
SA3,40602,Outback - North and East
SA3,40701,Fleurieu - Kangaroo Island
SA3,40702,Limestone Coast
SA3,40703,Murray and Mallee
SA3,49797,Migratory - Offshore - Shipping (SA)
SA3,49999,No usual address (SA)
SA3,50101,Augusta - Margaret River - Busselton
SA3,50102,Bunbury
SA3,50103,Manjimup
SA3,50201,Mandurah
SA3,50301,Cottesloe - Claremont
SA3,50302,Perth City
SA3,50401,Bayswater - Bassendean
SA3,50402,Mundaring
SA3,50403,Swan
SA3,50501,Joondalup
SA3,50502,Stirling
SA3,50503,Wanneroo
SA3,50601,Armadale
SA3,50602,Belmont - Victoria Park
SA3,50603,Canning
SA3,50604,Gosnells
SA3,50605,Kalamunda
SA3,50606,Serpentine - Jarrahdale
SA3,50607,South Perth
SA3,50701,Cockburn
SA3,50702,Fremantle
SA3,50703,Kwinana
SA3,50704,Melville
SA3,50705,Rockingham
SA3,50901,Albany
SA3,50902,Wheat Belt - North
SA3,50903,Wheat Belt - South
SA3,51001,Kimberley
SA3,51002,East Pilbara
SA3,51003,West Pilbara
SA3,51101,Esperance
SA3,51102,Gascoyne
SA3,51103,Goldfields
SA3,51104,Mid West
SA3,59797,Migratory - Offshore - Shipping (WA)
SA3,59999,No usual address (WA)
SA3,60101,Brighton
SA3,60102,Hobart - North East
SA3,60103,Hobart - North West
SA3,60104,Hobart - South and West
SA3,60105,Hobart Inner
SA3,60106,Sorell - Dodges Ferry
SA3,60201,Launceston
SA3,60202,Meander Valley - West Tamar
SA3,60203,North East
SA3,60301,Central Highlands (Tas.)
SA3,60302,Huon - Bruny Island
SA3,60303,South East Coast
SA3,60401,Burnie - Ulverstone
SA3,60402,Devonport
SA3,60403,West Coast
SA3,69797,Migratory - Offshore - Shipping (Tas.)
SA3,69999,No usual address (Tas.)
SA3,70101,Darwin City
SA3,70102,Darwin Suburbs
SA3,70103,Litchfield
SA3,70104,Palmerston
SA3,70201,Alice Springs
SA3,70202,Barkly
SA3,70203,Daly - Tiwi - West Arnhem
SA3,70204,East Arnhem
SA3,70205,Katherine
SA3,79797,Migratory - Offshore - Shipping (NT)
SA3,79999,No usual address (NT)
SA3,80101,Belconnen
SA3,80103,Canberra East
SA3,80104,Gungahlin
SA3,80105,North Canberra
SA3,80106,South Canberra
SA3,80107,Tuggeranong
SA3,80108,Weston Creek
SA3,80109,Woden Valley
SA3,80110,Molonglo
SA3,80111,Urriarra - Namadgi
SA3,89797,Migratory - Offshore - Shipping (ACT)
SA3,89999,No usual address (ACT)
SA3,90101,Christmas Island
SA3,90102,Cocos (Keeling) Islands
SA3,90103,Jervis Bay
SA3,90104,Norfolk Island
SA3,99797,Migratory - Offshore - Shipping (OT)
SA3,99999,No usual address (OT)
SA2,101021007,Braidwood
SA2,101021008,Karabar
SA2,101021009,Queanbeyan
SA2,101021010,Queanbeyan - East
SA2,101021011,Queanbeyan Region
SA2,101021012,Queanbeyan West - Jerrabomberra
SA2,101031013,Bombala
SA2,101031014,Cooma
SA2,101031015,Cooma Region
SA2,101031016,Jindabyne - Berridale
SA2,101041017,Batemans Bay
SA2,101041018,Batemans Bay - South
SA2,101041019,Bega - Tathra
SA2,101041020,Bega-Eden Hinterland
SA2,101041021,Broulee - Tomakin
SA2,101041022,Deua - Wadbilliga
SA2,101041023,Eden
SA2,101041024,Eurobodalla Hinterland
SA2,101041025,Merimbula - Tura Beach
SA2,101041026,Moruya - Tuross Head
SA2,101041027,Narooma - Bermagui
SA2,101051539,Goulburn
SA2,101051540,Goulburn Region
SA2,101061541,Yass
SA2,101061542,Yass Region
SA2,101061543,Young
SA2,101061544,Young Region
SA2,102011028,Avoca Beach - Copacabana
SA2,102011029,Box Head - MacMasters Beach
SA2,102011030,Calga - Kulnura
SA2,102011031,Erina - Green Point
SA2,102011032,Gosford - Springfield
SA2,102011033,Kariong
SA2,102011034,Kincumber - Picketts Valley
SA2,102011035,Narara
SA2,102011036,Niagara Park - Lisarow
SA2,102011037,Point Clare - Koolewong
SA2,102011038,Saratoga - Davistown
SA2,102011039,Terrigal - North Avoca
SA2,102011040,Umina - Booker Bay - Patonga
SA2,102011041,Wamberal - Forresters Beach
SA2,102011042,Woy Woy - Blackwall
SA2,102011043,Wyoming
SA2,102021044,Bateau Bay - Killarney Vale
SA2,102021045,Blue Haven - San Remo
SA2,102021046,Budgewoi - Buff Point - Halekulani
SA2,102021047,Chittaway Bay - Tumbi Umbi
SA2,102021048,Gorokan - Kanwal - Charmhaven
SA2,102021049,Jilliby - Yarramalong
SA2,102021050,Lake Munmorah - Mannering Park
SA2,102021051,Ourimbah - Fountaindale
SA2,102021052,Summerland Point - Gwandalan
SA2,102021053,The Entrance
SA2,102021054,Toukley - Norah Head
SA2,102021055,Tuggerah - Kangy Angy
SA2,102021056,Warnervale - Wadalba
SA2,102021057,Wyong
SA2,103011058,Bathurst
SA2,103011059,Bathurst - East
SA2,103011060,Bathurst Region
SA2,103011061,Oberon
SA2,103021062,Condobolin
SA2,103021063,Cowra
SA2,103021064,Cowra Region
SA2,103021065,Forbes
SA2,103021066,Grenfell
SA2,103021067,Parkes (NSW)
SA2,103021068,Parkes Region
SA2,103021069,West Wyalong
SA2,103031070,Lithgow
SA2,103031071,Lithgow Region
SA2,103031072,Mudgee
SA2,103031073,Mudgee Region - East
SA2,103031074,Mudgee Region - West
SA2,103031075,Wollangambe - Wollemi
SA2,103041076,Blayney
SA2,103041077,Orange
SA2,103041078,Orange - North
SA2,103041079,Orange Region
SA2,104011080,Grafton
SA2,104011081,Grafton Region
SA2,104011082,Maclean - Yamba - Iluka
SA2,104021083,Bellingen
SA2,104021084,Coffs Harbour - North
SA2,104021085,Coffs Harbour - South
SA2,104021086,Coramba - Nana Glen - Bucca
SA2,104021087,Dorrigo
SA2,104021088,Korora - Emerald Beach
SA2,104021089,Sawtell - Boambee
SA2,104021090,Urunga
SA2,104021091,Woolgoolga - Arrawarra
SA2,105011092,Bourke - Brewarrina
SA2,105011093,Cobar
SA2,105011094,Coonamble
SA2,105011095,Nyngan - Warren
SA2,105011096,Walgett - Lightning Ridge
SA2,105021097,Broken Hill
SA2,105021098,Far West
SA2,105031099,Coonabarabran
SA2,105031100,Dubbo - East
SA2,105031101,Dubbo - South
SA2,105031102,Dubbo - West
SA2,105031103,Dubbo Region
SA2,105031104,Gilgandra
SA2,105031105,Narromine
SA2,105031106,Wellington
SA2,106011107,Branxton - Greta - Pokolbin
SA2,106011108,Cessnock
SA2,106011109,Cessnock Region
SA2,106011110,Dungog
SA2,106011111,Kurri Kurri - Abermain
SA2,106011112,Singleton
SA2,106011113,Singleton Region
SA2,106021114,Maitland
SA2,106021115,Maitland - East
SA2,106021116,Maitland - North
SA2,106021117,Maitland - West
SA2,106021118,Thornton - Millers Forest
SA2,106031119,Anna Bay
SA2,106031120,Lemon Tree Passage - Tanilba Bay
SA2,106031121,Nelson Bay Peninsula
SA2,106031122,Raymond Terrace
SA2,106031123,Seaham - Woodville
SA2,106031124,Tea Gardens - Hawks Nest
SA2,106031125,Williamtown - Medowie - Karuah
SA2,106041126,Muswellbrook
SA2,106041127,Muswellbrook Region
SA2,106041128,Scone
SA2,106041129,Scone Region
SA2,107011131,Dapto - Avondale
SA2,107011132,Horsley - Kembla Grange
SA2,107011133,Port Kembla Industrial
SA2,107011134,Unanderra - Mount Kembla
SA2,107011545,Berkeley - Lake Heights - Cringila
SA2,107011546,Port Kembla - Warrawong
SA2,107011547,Windang - Primbee
SA2,107021135,Illawarra Catchment Reserve
SA2,107031136,Albion Park - Macquarie Pass
SA2,107031137,Albion Park Rail
SA2,107031138,Kiama
SA2,107031139,Kiama Downs - Minnamurra
SA2,107031140,Kiama Hinterland - Gerringong
SA2,107031141,Shellharbour - Flinders
SA2,107031142,Shellharbour - Oak Flats
SA2,107031143,Warilla
SA2,107041144,Balgownie - Fairy Meadow
SA2,107041145,Corrimal - Tarrawanna - Bellambi
SA2,107041146,Figtree - Keiraville
SA2,107041147,Helensburgh
SA2,107041148,Thirroul - Austinmer - Coalcliff
SA2,107041150,Woonona - Bulli - Russell Vale
SA2,107041548,Wollongong - East
SA2,107041549,Wollongong - West
SA2,108011151,Bulahdelah - Stroud
SA2,108011152,Forster
SA2,108011153,Forster-Tuncurry Region
SA2,108011154,Tuncurry
SA2,108021155,Kempsey
SA2,108021156,Kempsey Region
SA2,108021157,Macksville - Scotts Head
SA2,108021158,Nambucca Heads
SA2,108021159,Nambucca Heads Region
SA2,108021160,South West Rocks
SA2,108031161,Lord Howe Island
SA2,108041162,Laurieton - Bonny Hills
SA2,108041163,Port Macquarie - East
SA2,108041164,Port Macquarie - West
SA2,108041165,Port Macquarie Region
SA2,108041166,Wauchope
SA2,108051167,Gloucester
SA2,108051168,Old Bar - Manning Point - Red Head
SA2,108051169,Taree
SA2,108051170,Taree Region
SA2,108051171,Wingham
SA2,109011172,Albury - East
SA2,109011173,Albury - North
SA2,109011174,Albury - South
SA2,109011175,Albury Region
SA2,109011176,Lavington
SA2,109021177,Hay
SA2,109021178,Wentworth - Buronga
SA2,109021179,Wentworth-Balranald Region
SA2,109031180,Corowa
SA2,109031181,Corowa Region
SA2,109031182,Deniliquin
SA2,109031183,Deniliquin Region
SA2,109031184,Moama
SA2,109031185,Tocumwal - Finley - Jerilderie
SA2,110011186,Armidale
SA2,110011187,Armidale Region - North
SA2,110011188,Armidale Region - South
SA2,110011189,Walcha
SA2,110021190,Glen Innes
SA2,110021191,Inverell
SA2,110021192,Inverell Region - East
SA2,110021193,Inverell Region - West
SA2,110021194,Tenterfield
SA2,110031195,Moree
SA2,110031196,Moree Region
SA2,110031197,Narrabri
SA2,110031198,Narrabri Region
SA2,110041199,Gunnedah
SA2,110041200,Gunnedah Region
SA2,110041201,Quirindi
SA2,110041202,Tamworth - East
SA2,110041203,Tamworth - North
SA2,110041204,Tamworth - West
SA2,110041205,Tamworth Region
SA2,111011206,Belmont - Bennetts Green
SA2,111011207,Belmont South - Blacksmiths
SA2,111011208,Charlestown - Dudley
SA2,111011209,Glendale - Cardiff - Hillsborough
SA2,111011210,Mount Hutton - Windale
SA2,111011211,Redhead
SA2,111011212,Swansea - Caves Beach
SA2,111011213,Valentine - Eleebana
SA2,111011214,Warners Bay - Boolaroo
SA2,111021215,Bolton Point - Teralba
SA2,111021216,Bonnells Bay - Silverwater
SA2,111021217,Edgeworth - Cameron Park
SA2,111021218,Morisset - Cooranbong
SA2,111021219,Toronto - Awaba
SA2,111021220,Wangi Wangi - Rathmines
SA2,111021221,West Wallsend - Barnsley - Killingworth
SA2,111031222,Adamstown - Kotara
SA2,111031223,Beresfield - Hexham
SA2,111031224,Hamilton - Broadmeadow
SA2,111031225,Lambton - New Lambton
SA2,111031226,Maryland - Fletcher - Minmi
SA2,111031227,Mayfield - Warabrook
SA2,111031228,Merewether - The Junction
SA2,111031229,Newcastle - Cooks Hill
SA2,111031230,Newcastle Port - Kooragang
SA2,111031231,Shortland - Jesmond
SA2,111031232,Stockton - Fullerton Cove
SA2,111031233,Wallsend - Elermore Vale
SA2,111031234,Waratah - North Lambton
SA2,111031235,Wickham - Carrington - Tighes Hill
SA2,112011236,Ballina
SA2,112011237,Ballina Region
SA2,112011238,Bangalow
SA2,112011239,Brunswick Heads - Ocean Shores
SA2,112011240,Byron Bay
SA2,112011241,Evans Head
SA2,112011242,Lennox Head - Skennars Head
SA2,112011243,Mullumbimby
SA2,112021244,Casino
SA2,112021245,Casino Region
SA2,112021246,Goonellabah
SA2,112021247,Kyogle
SA2,112021248,Lismore
SA2,112021249,Lismore Region
SA2,112031250,Kingscliff - Fingal Head
SA2,112031251,Murwillumbah
SA2,112031252,Murwillumbah Region
SA2,112031253,Pottsville
SA2,112031254,Tweed Heads
SA2,112031550,Banora Point
SA2,112031551,Terranora - North Tumblegum
SA2,112031552,Tweed Heads South
SA2,113011256,Griffith (NSW)
SA2,113011257,Griffith Region
SA2,113011258,Leeton
SA2,113011259,Narrandera
SA2,113021260,Tumbarumba
SA2,113021261,Tumut
SA2,113021262,Tumut Region
SA2,113031263,Cootamundra
SA2,113031264,Gundagai
SA2,113031265,Junee
SA2,113031266,Temora
SA2,113031267,Wagga Wagga - East
SA2,113031268,Wagga Wagga - North
SA2,113031269,Wagga Wagga - South
SA2,113031270,Wagga Wagga - West
SA2,113031271,Wagga Wagga Region
SA2,114011272,Berry - Kangaroo Valley
SA2,114011273,Callala Bay - Currarong
SA2,114011274,Culburra Beach
SA2,114011275,Ettrema - Sassafras - Budawang
SA2,114011276,Huskisson - Vincentia
SA2,114011277,North Nowra - Bomaderry
SA2,114011278,Nowra
SA2,114011279,St Georges Basin - Erowal Bay
SA2,114011280,Sussex Inlet - Berrara
SA2,114011281,Tomerong - Wandandian - Woollamia
SA2,114011282,Ulladulla
SA2,114011283,Ulladulla Region
SA2,114021284,Bowral
SA2,114021285,Hill Top - Colo Vale
SA2,114021286,Mittagong
SA2,114021287,Moss Vale - Berrima
SA2,114021288,Robertson - Fitzroy Falls
SA2,114021289,Southern Highlands
SA2,115011290,Baulkham Hills (East)
SA2,115011291,Baulkham Hills (West) - Bella Vista
SA2,115011294,Glenhaven
SA2,115011296,West Pennant Hills
SA2,115011553,Castle Hill - Central
SA2,115011554,Castle Hill - East
SA2,115011555,Castle Hill - North
SA2,115011556,Castle Hill - South
SA2,115011557,Castle Hill - West
SA2,115011558,Cherrybrook
SA2,115011559,Kellyville
SA2,115021297,Dural - Kenthurst - Wisemans Ferry
SA2,115021298,Galston - Laughtondale
SA2,115031299,Bilpin - Colo - St Albans
SA2,115031300,Kurrajong Heights - Ebenezer
SA2,115041301,Pitt Town - McGraths Hill
SA2,115041302,Rouse Hill - Beaumont Hills
SA2,116011303,Blacktown (East) - Kings Park
SA2,116011304,Blacktown (North) - Marayong
SA2,116011306,Doonside - Woodcroft
SA2,116011307,Lalor Park - Kings Langley
SA2,116011308,Seven Hills - Toongabbie
SA2,116011560,Blacktown (South)
SA2,116011561,Blacktown (West)
SA2,116021309,Glenwood
SA2,116021310,Parklea - Kellyville Ridge
SA2,116021312,Riverstone - Marsden Park
SA2,116021562,Acacia Gardens
SA2,116021563,Quakers Hill
SA2,116031313,Bidwill - Hebersham - Emerton
SA2,116031314,Glendenning - Dean Park
SA2,116031315,Hassall Grove - Plumpton
SA2,116031316,Lethbridge Park - Tregear
SA2,116031317,Mount Druitt - Whalan
SA2,116031318,Prospect Reservoir
SA2,116031319,Rooty Hill - Minchinbury
SA2,117011320,Banksmeadow
SA2,117011321,Botany
SA2,117011322,Mascot - Eastlakes
SA2,117011323,Pagewood - Hillsdale - Daceyville
SA2,117011324,Port Botany Industrial
SA2,117011325,Sydney Airport
SA2,117021326,Marrickville
SA2,117021327,Petersham - Stanmore
SA2,117021328,Sydenham - Tempe - St Peters
SA2,117031329,Darlinghurst
SA2,117031330,Erskineville - Alexandria
SA2,117031331,Glebe - Forest Lodge
SA2,117031332,Newtown - Camperdown - Darlington
SA2,117031333,Potts Point - Woolloomooloo
SA2,117031334,Pyrmont - Ultimo
SA2,117031335,Redfern - Chippendale
SA2,117031336,Surry Hills
SA2,117031337,Sydney - Haymarket - The Rocks
SA2,117031338,Waterloo - Beaconsfield
SA2,118011339,Bondi - Tamarama - Bronte
SA2,118011340,Bondi Beach - North Bondi
SA2,118011341,Bondi Junction - Waverly
SA2,118011342,Centennial Park
SA2,118011343,Double Bay - Bellevue Hill
SA2,118011344,Dover Heights
SA2,118011345,Paddington - Moore Park
