SA3_CODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
12303,3295,5569,1261,84,10215,1612,183,11999,220,32,38,8,298,279,6,573,12,3,14,0,26,27,0,56,229,37,48,7,325,303,3,632,19,4,18,0,39,46,5,94,3,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,23,4,16,0,44,52,5,107,3,3,0,0,11,28,0,39,3,0,0,0,6,19,0,24,0,3,0,0,11,3,0,14,10,17,0,0,23,10,0,35,12,24,8,0,46,59,0,110,17,13,9,0,34,15,3,49,3578,5650,1341,98,10662,2037,195,12900
12401,7605,8940,2860,203,19602,6057,750,26418,160,55,74,3,287,495,31,811,114,46,81,0,243,324,25,590,271,101,155,8,531,822,47,1404,46,14,39,6,110,289,28,428,21,4,8,3,31,97,12,140,0,0,0,0,0,7,0,10,0,0,0,0,3,11,0,10,66,18,47,13,146,397,45,582,0,0,0,0,0,7,0,9,3,0,0,0,3,0,0,3,4,4,0,0,9,0,0,7,10,3,0,0,14,13,0,32,16,11,0,0,23,25,0,53,29,20,7,0,52,51,4,109,7984,9085,3065,220,20357,7353,850,28560
12402,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
12403,9256,16755,4922,377,31306,5170,760,37241,396,286,323,22,1029,1029,57,2115,665,775,770,58,2272,1155,168,3593,1062,1062,1091,85,3305,2184,226,5716,189,122,181,20,517,763,51,1330,211,102,157,14,481,550,78,1113,93,58,98,8,252,223,37,518,3,4,7,0,14,10,4,27,498,292,436,41,1266,1550,167,2989,3,0,0,3,14,22,0,32,24,5,3,6,37,77,0,110,4,7,3,0,10,6,3,25,3,8,10,0,19,8,0,25,38,21,19,7,80,115,4,197,36,46,24,6,111,50,7,162,10884,18177,6491,513,36064,9064,1167,46294
12404,2229,3724,1429,111,7499,1704,252,9455,281,220,260,17,777,737,43,1557,98,94,88,3,285,191,26,501,384,314,354,26,1066,921,67,2059,45,22,30,6,105,213,17,332,12,7,9,0,26,42,13,75,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,59,26,43,6,131,256,27,413,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,3,0,12,13,0,26,7,8,5,0,13,14,3,31,14,38,9,0,62,33,10,103,2691,4108,1833,144,8778,2927,355,12063
12405,3188,6102,2445,209,11943,2260,357,14564,88,97,101,8,298,253,24,579,225,379,258,21,885,260,48,1193,318,479,356,26,1184,510,77,1774,41,51,50,8,146,138,16,297,68,56,43,9,177,162,19,363,28,18,34,5,87,68,5,161,0,3,0,0,3,7,0,14,145,126,126,13,417,382,35,831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,6,3,4,4,0,11,4,0,19,7,4,4,0,11,15,3,29,9,5,3,0,16,26,0,51,3658,6726,2941,258,13574,3196,475,17247
12501,1947,5501,1302,241,8993,1359,613,10967,94,143,53,13,301,119,27,442,556,1346,358,39,2296,286,163,2747,655,1485,411,48,2593,402,190,3192,506,783,266,57,1613,605,305,2526,505,788,230,69,1591,388,265,2240,2197,1874,557,161,4795,1587,578,6963,8,24,8,0,41,19,4,66,3215,3477,1054,286,8036,2589,1162,11786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,3,0,9,26,61,25,3,110,37,20,160,22,65,25,3,120,38,20,175,24,23,5,6,61,50,15,126,5862,10551,2798,588,19808,4450,1996,26251
12502,3047,6770,1548,167,11531,1828,278,13629,135,217,84,3,436,360,31,827,852,2042,487,39,3424,714,154,4292,984,2261,572,45,3858,1072,187,5115,106,71,41,10,226,393,10,624,157,225,112,10,500,338,28,865,340,509,137,9,999,336,86,1419,3,8,3,0,7,8,0,14,599,809,294,33,1732,1068,121,2924,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,12,16,3,0,25,16,3,46,12,14,3,0,29,16,3,47,14,25,5,0,47,31,0,83,4657,9875,2424,240,17192,4015,593,21804
12503,5433,14028,4086,565,24101,4265,779,29146,357,518,274,37,1185,923,80,2191,825,2150,682,74,3734,830,141,4705,1182,2669,957,106,4915,1756,217,6891,381,447,316,49,1194,1033,128,2360,800,1204,582,98,2682,1208,259,4146,483,719,335,66,1610,582,143,2333,15,18,10,0,51,30,6,81,1688,2385,1245,217,5535,2857,530,8925,0,7,0,0,4,3,0,10,0,0,0,0,0,0,0,3,0,5,4,0,7,0,0,11,37,96,32,9,167,33,13,212,38,105,35,9,183,36,16,233,26,61,16,5,111,61,12,185,8359,19253,6335,900,34847,8976,1553,45380
12504,4313,8967,2099,272,15645,2820,576,19047,416,846,242,30,1537,820,77,2429,825,1873,511,75,3277,833,209,4321,1241,2720,752,108,4814,1655,287,6750,1113,1631,367,88,3201,1724,235,5157,1760,2756,693,162,5371,1942,504,7822,2240,2842,525,163,5774,1729,673,8179,8,9,3,0,19,14,0,34,5123,7235,1592,416,14363,5417,1416,21195,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,25,83,11,6,121,40,20,180,22,84,14,6,123,43,27,193,47,77,12,3,131,108,12,251,10743,19081,4465,798,35081,10038,2316,47432
12601,2627,5850,906,103,9490,1276,270,11037,116,145,39,4,316,152,12,476,205,410,114,9,736,185,36,957,323,556,157,15,1052,330,47,1433,40,40,12,4,93,169,7,267,301,481,147,31,956,365,134,1454,365,388,103,21,878,269,131,1271,6,3,0,0,7,8,3,20,705,907,269,58,1934,811,272,3014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,14,3,3,12,3,7,0,0,10,5,3,16,10,9,0,0,22,9,4,34,3670,7337,1331,175,12514,2434,592,15539
12602,5155,11397,2188,325,19069,3209,780,23057,628,898,300,33,1857,776,103,2742,1137,1678,474,63,3350,1369,253,4975,1765,2574,774,102,5211,2140,359,7710,378,252,141,26,792,837,74,1704,1821,1430,588,176,4025,2608,614,7238,2381,1490,463,169,4504,1993,639,7139,9,8,0,0,12,11,0,27,4586,3181,1195,377,9335,5451,1322,16110,3,0,0,0,0,4,0,8,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,23,22,6,3,57,42,17,112,29,24,5,3,64,48,17,122,41,72,23,0,133,81,14,236,11576,17248,4180,811,33816,10926,2496,47236
12701,4668,13941,3624,334,22570,2580,318,25466,112,181,101,10,404,140,14,560,169,539,326,16,1050,237,18,1306,283,716,427,23,1447,381,38,1865,41,29,68,10,157,282,12,456,21,19,34,0,76,190,4,267,3,0,0,0,7,3,0,9,3,3,0,0,3,5,0,12,63,57,106,15,238,479,24,742,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,15,0,5,3,0,11,5,0,13,5,3,3,0,12,9,4,22,11,9,7,0,25,18,3,52,32,46,9,3,83,86,3,174,5052,14769,4179,377,24369,3550,383,28295
12702,7042,18973,6821,714,33555,4673,686,38916,216,419,351,36,1023,453,19,1503,737,2321,1369,123,4554,796,128,5484,953,2742,1719,159,5576,1256,153,6979,295,537,384,43,1260,776,74,2118,465,674,537,89,1764,637,145,2544,394,645,382,69,1483,498,76,2053,12,31,18,3,68,35,8,104,1163,1895,1318,201,4580,1937,298,6822,8,0,3,3,13,56,3,68,0,0,0,0,3,0,0,3,0,10,6,0,22,10,3,39,48,123,55,8,244,61,13,323,63,141,66,13,278,134,19,429,48,80,47,7,176,77,10,261,9265,23826,9973,1100,44170,8074,1173,53414
12703,4493,12715,3021,298,20519,2718,335,23572,137,124,102,8,367,337,17,727,625,1369,681,47,2725,860,86,3666,758,1490,783,56,3095,1202,103,4394,147,202,125,20,494,547,30,1069,582,1056,572,62,2271,1155,151,3572,495,830,366,38,1730,502,109,2338,8,12,11,3,36,19,4,58,1236,2094,1075,127,4536,2217,291,7043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,25,4,0,47,18,3,68,10,30,7,0,47,18,3,68,17,31,8,0,55,44,3,103,6509,16363,4897,483,28251,6207,729,35183
12801,5494,11021,2065,184,18769,2904,336,22002,290,214,116,4,631,629,26,1277,1403,1325,585,49,3362,1405,97,4868,1690,1541,703,53,3987,2037,123,6145,585,272,206,20,1080,1167,130,2380,1503,847,683,79,3117,2111,351,5580,1098,518,309,45,1973,1469,171,3608,0,0,0,0,0,3,3,6,3184,1645,1197,151,6172,4752,653,11573,11,3,3,0,17,25,4,41,6,0,4,0,11,12,0,27,0,0,0,0,0,0,0,0,31,28,13,0,73,48,12,130,47,30,20,0,104,86,20,208,31,26,4,0,63,37,6,106,10451,14263,3998,394,29096,9801,1134,40030
12802,6707,14145,2363,225,23434,2804,279,26514,251,325,160,11,747,412,17,1179,688,999,508,24,2219,749,80,3042,943,1326,662,35,2966,1155,95,4226,241,179,130,4,557,650,35,1243,783,477,370,40,1676,1150,139,2968,284,164,89,11,553,326,41,919,5,0,3,0,12,3,0,17,1316,821,597,63,2797,2131,211,5142,5,0,0,0,9,7,0,16,6,12,7,0,26,53,3,88,0,0,0,0,0,5,0,5,13,5,11,0,32,17,5,59,29,18,16,0,66,84,13,161,17,27,8,3,55,31,8,96,9020,16329,3641,321,29319,6215,605,36132
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101,8629,10046,4059,316,23043,7803,1387,32233,866,597,519,59,2032,2523,297,4855,116,69,80,5,276,171,59,506,986,659,599,63,2310,2692,356,5362,157,55,99,8,315,734,65,1117,13,9,3,0,25,36,12,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,63,105,12,337,770,79,1185,3,0,0,0,3,4,0,3,4,0,0,0,5,4,0,14,0,0,0,0,4,0,0,4,23,22,13,3,65,26,0,90,33,27,14,3,73,31,3,106,37,27,8,8,81,83,12,171,9838,10820,4785,402,25847,11383,1828,39056
20102,3176,2798,926,63,6956,2638,228,9822,16,7,4,0,27,103,5,134,0,0,0,0,0,4,0,6,14,7,4,0,28,106,8,141,14,3,10,0,30,84,4,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,10,0,33,84,4,115,5,0,3,0,8,35,0,39,7,0,0,0,7,3,0,8,4,0,0,0,7,5,0,14,108,76,31,3,212,99,9,326,119,74,35,3,233,141,9,387,34,27,17,0,79,51,6,133,3358,2920,988,64,7328,3014,255,10591
20103,3000,2258,1009,62,6331,2838,271,9440,51,11,23,0,88,217,15,321,0,0,0,0,0,3,0,3,51,15,23,0,90,222,15,323,8,3,3,0,14,83,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,15,83,0,100,15,0,3,0,21,54,3,76,16,0,0,0,12,43,3,60,0,0,3,0,5,8,0,16,5,7,0,0,19,19,0,40,34,13,5,0,53,124,4,181,12,8,3,0,25,22,3,44,3105,2294,1042,67,6512,3288,301,10096
20201,8543,9340,4142,367,22398,7888,1270,31549,416,132,290,42,882,1741,186,2805,99,30,56,13,189,159,43,388,516,159,343,52,1068,1897,231,3199,61,36,59,3,163,278,26,464,13,4,0,0,16,39,4,56,0,0,0,0,0,17,0,17,0,0,0,0,0,0,0,0,76,39,62,3,176,328,28,532,4,3,0,0,10,47,3,57,15,0,3,0,21,34,0,51,0,0,0,0,0,4,0,3,16,10,4,0,30,14,3,47,40,11,9,0,56,102,4,159,27,19,12,0,61,61,6,125,9192,9569,4569,426,23759,10265,1537,35561
20202,5247,4911,1621,142,11920,4262,454,16641,67,29,46,5,151,318,15,485,8,0,0,0,10,4,0,16,76,28,49,5,159,324,15,500,17,11,4,0,32,116,4,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,24,11,8,0,37,119,4,158,3,3,3,0,5,20,0,22,8,0,0,0,8,32,0,36,3,3,0,0,4,8,0,8,14,10,7,0,37,24,6,61,29,16,9,0,50,75,6,133,53,33,6,0,97,53,0,157,5419,5000,1692,150,12265,4830,482,17580
20203,1380,1088,352,32,2844,1208,110,4158,0,3,0,0,4,15,0,18,0,0,0,0,3,0,0,3,5,4,0,0,4,15,0,20,12,0,4,0,16,42,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,16,42,0,52,3,0,0,0,8,44,3,51,3,3,0,0,7,5,0,7,4,0,3,0,8,4,0,8,7,9,3,0,12,7,4,26,11,11,10,0,29,60,3,92,17,4,3,0,26,15,0,41,1424,1104,359,32,2919,1332,118,4367
20301,1893,2566,551,45,5057,1037,108,6198,3,8,0,0,10,9,0,19,0,0,0,0,0,0,0,0,3,8,0,0,10,9,0,19,8,0,3,0,11,15,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,16,15,0,29,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,3,3,5,0,0,11,6,0,11,0,0,0,0,5,0,0,5,3,11,3,0,15,7,0,26,14,3,0,0,18,10,0,24,1922,2589,557,45,5110,1077,108,6296
20302,15608,19264,7511,644,43027,13701,2137,58858,1381,605,670,72,2731,4042,325,7100,385,198,150,25,757,507,126,1392,1771,801,822,97,3487,4550,450,8488,314,152,149,16,634,1188,104,1932,15,3,6,0,25,71,14,107,41,12,8,0,58,110,16,186,3,0,0,0,3,3,0,4,377,167,163,15,723,1373,139,2234,9,9,4,0,20,43,0,63,30,0,10,0,44,177,8,225,0,3,0,0,3,0,0,3,38,93,14,5,149,54,18,224,74,108,29,7,215,277,28,522,40,42,25,4,101,76,16,193,17862,20379,8544,767,47555,19974,2770,70291
20303,7670,7941,2185,152,17942,5318,534,23790,222,71,76,7,378,570,47,996,210,148,66,7,423,211,37,668,432,217,141,8,804,778,88,1665,81,28,17,0,124,188,12,325,9,6,0,0,13,25,0,41,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,93,30,17,0,143,216,12,371,3,6,0,0,10,3,0,10,7,0,0,0,11,18,0,31,0,0,0,0,0,0,0,0,8,8,4,0,22,19,3,45,23,12,4,0,39,43,3,81,39,32,8,0,81,42,0,124,8258,8233,2352,164,19006,6392,640,26043
20401,5953,5034,1947,152,13092,4982,478,18548,120,16,38,3,171,388,15,572,10,10,4,0,26,16,0,43,127,26,44,3,198,406,13,611,63,19,44,4,124,349,15,485,0,0,0,0,0,0,0,0,0,4,0,0,7,5,0,13,0,0,0,0,0,0,0,0,62,22,45,4,133,352,16,498,23,7,0,0,30,95,3,129,18,3,3,0,24,69,6,100,8,3,4,0,14,8,0,24,17,15,11,0,39,13,0,53,66,30,17,0,106,197,11,307,48,28,6,0,83,50,9,142,6260,5141,2054,158,13606,5986,518,20110
20402,5276,4353,1731,149,11512,4273,406,16192,186,42,68,9,302,759,38,1104,5,3,4,6,13,30,0,52,189,47,73,13,320,791,41,1152,56,15,43,3,114,369,19,501,5,0,7,0,16,18,0,38,3,3,3,0,9,34,0,40,0,0,0,0,0,0,0,0,66,17,49,3,137,419,21,578,4,4,3,0,6,27,0,34,15,3,0,0,15,21,0,40,0,3,0,0,3,4,0,8,5,6,3,0,18,10,0,31,24,19,4,0,50,65,0,112,27,11,10,0,49,20,3,77,5592,4447,1865,163,12066,5575,470,18116
20403,7408,6982,2560,169,17125,5444,589,23166,265,101,175,15,555,992,74,1614,28,17,28,0,73,48,10,130,289,118,203,17,627,1034,84,1747,89,29,50,3,174,363,41,569,0,0,4,0,9,4,0,15,6,4,0,0,17,7,0,28,0,0,0,0,0,0,0,0,91,34,58,3,192,376,45,613,21,3,3,0,27,26,0,48,6,3,6,0,9,26,0,35,0,0,0,0,0,3,0,4,15,19,3,0,28,33,0,67,34,20,6,0,68,88,3,160,68,47,22,3,133,62,3,197,7894,7206,2854,197,18149,7003,723,25872
20501,5107,5187,1760,122,12179,3453,352,15981,109,31,64,5,206,384,16,608,9,3,5,0,13,28,0,47,111,37,69,5,218,415,21,655,212,19,50,6,286,467,21,775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,19,50,6,286,467,21,775,8,6,0,3,18,36,0,58,16,3,3,0,26,55,0,81,0,0,0,0,0,0,0,3,4,3,0,0,5,3,0,15,29,9,7,4,52,97,3,155,24,21,5,0,41,32,0,79,5484,5271,1885,138,12781,4467,395,17641
20502,5809,3749,1584,123,11259,4504,381,16152,89,35,26,6,156,406,22,579,10,9,8,0,27,33,6,62,95,42,38,9,177,441,27,649,53,7,35,0,102,196,6,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,53,7,35,0,102,199,6,305,16,6,4,0,22,80,4,105,38,3,8,0,51,76,5,132,5,8,0,0,11,7,0,18,11,10,0,0,21,23,0,44,73,22,10,0,109,183,8,303,47,30,22,0,94,108,8,213,6079,3854,1688,134,11745,5437,429,17614
20503,7376,5583,2237,152,15345,6358,536,22236,153,26,48,6,227,576,13,811,40,19,18,0,80,59,9,151,192,46,63,6,303,635,22,965,80,16,24,3,123,288,12,424,0,0,0,0,4,13,0,13,4,0,0,0,3,5,0,9,0,0,0,0,0,3,0,7,84,18,20,6,129,309,12,451,18,0,3,0,20,79,0,107,25,0,5,0,30,59,0,91,4,0,0,0,3,3,0,3,11,12,5,0,33,26,0,60,55,24,14,0,91,174,0,265,37,26,11,0,69,45,6,120,7743,5692,2345,162,15942,7513,578,24037
20504,7029,7045,3375,216,17666,6422,695,24773,247,52,129,7,436,1120,45,1604,13,14,22,0,52,54,0,106,260,71,148,12,486,1178,52,1710,168,60,125,15,367,1043,44,1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,60,125,15,367,1044,44,1458,0,0,0,0,5,23,0,25,19,0,0,0,21,37,3,60,0,0,0,0,0,5,0,5,7,3,3,0,13,4,0,14,26,3,5,0,33,68,3,112,26,14,5,0,41,63,3,103,7507,7185,3658,240,18585,8774,798,28158
20505,4715,4201,1464,125,10503,3996,374,14866,56,21,30,8,110,338,20,466,8,3,7,0,24,59,0,81,70,24,37,8,135,390,17,541,54,20,22,6,106,243,19,364,8,5,0,0,15,10,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,28,21,6,118,253,26,399,17,7,3,0,27,33,0,61,11,3,0,0,12,25,0,42,0,0,0,0,4,7,0,6,13,7,7,0,22,14,5,42,36,14,10,0,63,79,6,150,20,20,6,0,42,32,0,77,4904,4285,1545,136,10857,4752,419,16030
20601,3800,6174,1587,289,11843,3114,1536,16496,1054,720,303,88,2161,1330,582,4074,1283,920,287,116,2605,1014,875,4493,2338,1633,595,197,4765,2350,1461,8572,847,290,188,80,1404,1758,457,3618,369,70,43,20,503,557,204,1268,1190,241,101,64,1597,1625,536,3758,0,0,0,0,3,3,3,11,2408,604,336,165,3509,3946,1201,8652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,22,10,3,80,59,49,186,51,22,10,6,85,55,49,191,39,26,13,3,77,52,19,153,8630,8464,2530,663,20285,9513,4258,34058
20602,2210,4219,963,159,7554,1834,813,10199,665,625,209,40,1539,795,328,2659,683,506,197,54,1440,777,307,2528,1353,1129,404,96,2981,1575,631,5187,780,221,142,46,1188,1815,351,3346,174,49,33,9,261,281,79,617,218,31,20,12,280,366,81,726,0,0,0,0,0,3,0,3,1168,302,198,64,1733,2461,506,4693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,29,14,3,3,51,36,29,115,29,14,10,3,53,38,25,121,24,17,9,0,48,25,8,84,4785,5678,1582,322,12360,5936,1983,20277
20603,2526,5367,944,166,9002,1910,485,11394,598,522,162,48,1328,738,209,2275,756,765,251,54,1821,722,217,2752,1352,1285,413,100,3148,1454,423,5032,766,399,252,78,1491,1586,244,3325,604,245,255,70,1168,1525,257,2953,586,314,344,93,1340,1035,293,2672,0,0,4,0,0,0,0,0,1954,956,859,239,4010,4147,796,8951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,14,5,0,53,29,18,103,34,14,5,0,52,29,18,103,25,21,7,3,55,48,7,103,5893,7647,2224,507,16273,7588,1726,25578
20604,454,521,107,33,1110,358,189,1657,658,433,143,41,1275,690,410,2377,1298,1152,347,127,2920,955,998,4875,1954,1580,490,172,4195,1648,1407,7253,478,155,59,41,729,633,330,1689,1300,395,201,100,1997,1995,805,4800,10107,2880,1546,1680,16217,15752,9079,41048,3,3,4,0,11,7,4,24,11884,3437,1808,1819,18951,18385,10217,47554,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,4,0,0,0,0,0,51,0,52,23,10,6,0,38,33,25,99,28,10,3,0,42,88,28,161,75,38,15,14,144,165,84,392,14392,5587,2421,2037,24441,20644,11927,57012
20605,1014,1644,320,44,3028,730,214,3975,1573,1730,425,81,3809,1633,348,5788,1432,1641,454,58,3586,1106,277,4974,3006,3365,881,136,7392,2741,625,10764,1653,590,350,104,2699,3088,808,6591,2664,727,496,173,4067,5473,1263,10800,3986,966,555,208,5717,5443,1105,12262,15,8,8,0,29,23,4,49,8326,2290,1406,478,12504,14022,3176,29702,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,144,40,24,8,210,222,55,482,144,40,19,8,210,221,54,484,53,21,5,0,80,89,19,188,12542,7361,2638,675,23214,17806,4091,45114
20606,1223,1745,362,61,3387,855,216,4454,908,611,176,51,1749,854,421,3022,873,682,226,32,1816,711,250,2780,1776,1298,401,84,3562,1571,668,5800,957,292,171,53,1482,1381,401,3270,1866,376,218,144,2606,3242,982,6829,2202,386,342,170,3100,3775,912,7790,3,0,0,0,3,5,0,9,5026,1055,734,369,7190,8406,2302,17895,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,0,0,0,0,0,3,17,11,0,0,28,23,9,59,17,12,3,0,33,27,9,68,30,13,6,0,49,29,10,95,8070,4125,1511,515,14222,10882,3211,28314
