SA3_CODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
21004,16,16,52,47,80,169,386,325,193,1277,9,5,18,18,6,19,21,20,11,127,111,143,277,298,287,325,293,194,99,2028,1172,2678,5136,5294,5696,4909,3107,1492,625,30100
21005,128,226,867,1206,1525,1805,2472,1510,447,10177,28,92,317,380,610,755,705,543,192,3609,642,784,1872,1433,1451,1165,1003,657,226,9233,5128,11989,26300,22241,20928,15140,9610,4486,1275,117091
21101,27,51,170,172,373,734,1363,1310,695,4902,7,30,81,87,129,171,160,156,70,900,302,360,884,865,941,995,1014,947,797,7103,3777,10181,20329,20735,22054,19878,13650,7110,3101,120826
21102,4,8,14,11,20,67,175,205,137,643,0,4,3,4,11,9,11,37,24,117,64,53,86,117,179,180,158,155,131,1132,683,1673,2053,2939,4336,3570,2581,1367,667,19871
21103,76,76,268,280,267,364,791,797,638,3565,9,31,132,113,132,140,87,64,28,736,230,256,684,702,702,647,684,724,576,5194,2516,6579,15218,15521,15089,12656,9613,5389,2641,85215
21104,25,22,47,68,150,233,520,653,407,2120,0,21,63,52,107,132,104,120,41,637,81,150,341,324,291,281,339,366,252,2422,1250,3477,7979,8884,8041,6626,5833,3749,1687,47531
21105,55,76,245,253,335,577,1302,1093,652,4594,7,22,54,68,101,59,60,72,33,482,379,444,908,999,1222,1210,1206,902,544,7819,3838,8862,17817,19650,21560,19609,14363,6310,2530,114524
21201,72,79,182,178,251,400,825,660,361,3015,5,6,44,45,60,26,47,30,11,274,351,366,750,819,844,775,651,487,249,5276,2640,5935,13703,13226,12496,9644,6919,3122,1176,68858
21202,58,115,329,377,525,894,1341,1144,618,5408,13,82,260,356,284,246,216,185,61,1696,397,484,902,799,933,865,865,780,506,6521,3783,9185,17202,18190,18582,15073,9387,5034,2041,98471
21203,101,150,518,640,710,996,1286,876,437,5722,23,113,421,528,439,334,221,131,49,2256,577,681,1599,1545,1356,1185,882,633,365,8817,4800,11370,27152,26600,21104,14981,8879,3907,1407,120193
21204,100,273,1022,1308,1662,2227,3035,2584,1174,13377,34,369,986,1048,1254,1309,989,805,354,7144,534,882,2132,1565,1451,1465,1512,1301,689,11526,4755,14494,32338,25070,22150,19904,15404,9077,3754,146937
21205,30,51,120,168,320,749,1880,2306,1214,6835,13,44,130,120,174,276,324,437,169,1679,469,818,1421,1091,1014,971,956,1165,1031,8932,5906,17188,25769,22342,22046,17622,14671,10726,4916,141186
21301,71,178,710,1045,1625,2740,3991,2870,1076,14303,24,110,479,571,913,1030,783,787,362,5065,703,1040,2321,1765,1749,1742,1774,1136,576,12807,5164,14541,30405,25169,23641,21054,14395,7304,2699,144370
21302,17,28,95,144,267,569,1315,1325,657,4410,11,17,48,45,90,142,206,273,124,948,192,270,742,723,725,678,648,661,404,5047,1766,4696,11887,12801,12120,9826,6583,4155,1912,65742
21303,23,47,159,196,359,607,838,900,516,3643,4,32,112,129,210,286,216,261,128,1383,257,583,1454,1069,783,662,487,417,319,6031,1723,7218,18977,14030,9882,7230,4018,2578,1374,67041
21304,80,84,297,386,627,1181,1718,896,348,5628,12,31,118,152,222,222,217,159,45,1181,525,805,1920,1836,1457,1141,1019,586,252,9537,4253,9596,23033,25327,19324,14512,9406,3575,1209,110230
21305,119,187,547,607,739,1153,1775,1236,536,6898,26,50,260,345,348,346,272,207,89,1937,672,984,2931,2331,1705,1372,1117,660,273,12048,5375,13758,42014,37182,25889,18352,10749,4537,1490,159348
21401,69,88,237,252,395,591,1230,1001,624,4491,7,29,56,69,81,62,71,68,25,467,480,590,1310,1237,1359,1303,1222,1111,707,9314,3459,8489,18465,18559,18826,16091,11698,6181,2709,104479
21402,69,73,178,188,300,583,1554,1640,1048,5640,14,16,38,52,69,72,85,86,35,468,435,447,833,1056,1332,1517,1939,1779,1100,10430,3581,7399,13483,17913,21238,21001,20890,12172,5060,122735
21501,38,43,120,153,231,449,1022,1123,793,3971,0,14,29,32,71,63,42,24,10,280,201,224,612,645,745,840,862,719,470,5306,1298,2823,6007,6149,8044,8881,7268,4336,2120,46918
21502,36,61,143,153,258,495,933,901,505,3493,9,15,52,70,76,72,71,78,23,470,263,302,650,515,718,798,797,640,362,5049,1523,3136,6526,6166,7072,7112,5486,3159,1423,41601
21503,16,24,75,93,147,319,665,743,465,2555,9,12,31,48,58,33,27,55,24,291,192,218,475,408,609,703,690,545,289,4135,831,1824,3829,3848,4976,5406,4421,2844,1276,29268
21601,14,30,70,80,132,306,655,637,392,2326,0,7,15,5,14,18,23,18,3,98,142,128,280,335,449,527,562,527,317,3269,958,1756,3538,3951,5075,5380,4566,2747,1164,29135
21602,15,27,60,63,105,233,589,533,302,1930,3,4,9,8,17,13,16,29,14,109,116,111,228,251,342,491,546,446,233,2767,730,1377,2695,2916,3762,4228,3960,2377,933,22980
21603,42,76,217,261,282,510,956,941,492,3787,13,38,124,152,131,91,90,89,50,780,318,293,800,756,837,846,887,643,361,5736,1721,3533,7809,7742,8519,7879,6147,3485,1486,48322
21701,26,34,52,70,138,279,611,633,427,2284,3,0,9,20,24,15,6,11,9,93,136,143,243,285,437,505,543,436,235,2957,886,1638,3132,3798,5162,5602,4484,2456,1137,28301
21703,23,20,61,100,109,247,648,688,390,2291,0,5,17,24,41,52,31,8,3,178,146,150,286,293,462,538,585,473,233,3166,889,1826,3561,3923,5131,5542,4555,2597,1053,29072
21704,26,25,76,80,113,302,675,671,465,2430,3,3,28,16,24,15,20,5,3,125,218,227,393,456,584,602,640,547,337,4006,1325,2920,5594,5896,6843,6728,5217,2853,1342,38715
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,11,5,0,0,0,25
29999,17,20,42,33,28,30,38,13,11,228,8,3,13,5,16,11,9,3,3,83,79,221,493,492,336,219,111,39,9,2000,278,897,1841,1288,975,816,482,121,38,6740
30101,14,22,54,65,147,271,835,604,342,2360,0,8,17,14,12,31,25,22,21,162,110,152,327,375,418,475,391,390,337,2982,2334,4520,8541,9385,10369,9593,6325,2856,1269,55197
30102,23,22,58,96,145,286,987,853,479,2935,0,3,15,9,22,24,24,15,11,129,185,180,399,489,614,682,756,632,480,4427,2647,4134,7946,10020,11996,11287,9588,4979,2087,64674
30103,7,15,49,83,127,216,818,703,415,2440,3,3,18,26,23,19,18,24,8,153,194,196,433,522,554,464,402,388,278,3424,2137,3650,8340,10806,10078,7644,5461,2864,1346,52319
30201,3,6,10,34,45,87,345,429,240,1201,0,3,7,21,22,19,22,18,17,120,59,123,247,212,231,204,211,224,271,1779,1207,2714,5525,5613,5497,4622,3609,2073,1007,31858
30202,12,13,47,78,129,192,631,824,557,2475,4,7,24,54,48,55,32,33,22,288,130,302,708,528,488,428,383,457,505,3926,1754,4910,11476,10195,8870,6942,4988,3700,2093,54925
30203,6,9,33,56,104,144,410,361,203,1324,3,8,32,18,25,36,22,12,13,174,64,209,526,376,323,268,228,202,269,2464,1024,2955,7637,6009,4826,4084,2672,1461,771,31439
30204,17,19,56,101,167,247,836,711,387,2537,0,6,35,43,49,60,29,43,11,285,156,220,436,433,470,363,370,446,322,3218,1715,3533,8320,8537,7911,6487,4797,2803,1333,45435
30301,9,9,19,41,54,137,384,563,347,1553,3,7,12,9,25,31,29,25,19,150,122,183,471,373,315,293,241,271,240,2506,1552,3661,7465,7429,6843,5547,3523,2105,1173,39295
30302,10,24,73,67,124,180,389,455,335,1654,6,15,37,38,45,51,36,46,24,292,218,556,1160,657,596,455,372,331,279,4624,2144,7518,15452,10651,8685,6505,3977,2403,1336,58685
30303,14,23,65,79,178,238,644,717,338,2290,9,40,82,50,60,65,57,55,49,458,160,329,635,420,447,391,408,391,311,3495,2477,6490,11769,9879,8797,6818,5403,3199,1407,56223
30304,7,19,70,63,71,101,282,392,268,1281,0,10,40,34,58,45,26,27,15,265,109,242,391,313,306,228,193,154,84,2030,1372,3494,6774,5843,4939,3574,2459,1630,783,30866
30305,14,27,94,125,173,296,473,370,200,1771,3,18,97,81,123,127,77,74,24,630,171,213,520,426,379,329,296,236,217,2787,2030,4250,10368,8852,7487,5999,3621,1612,731,44957
30306,13,45,96,115,165,276,468,377,273,1816,4,37,104,87,106,127,74,70,37,651,121,216,459,319,259,241,261,205,187,2262,1605,4718,9488,6818,5436,5083,3678,1714,887,39418
30401,3,0,19,27,37,74,135,144,82,522,0,0,11,19,20,24,11,11,5,108,40,67,111,142,151,152,189,163,219,1235,1009,1821,3687,4745,4675,4134,2968,1202,586,24824
30402,4,7,9,21,25,33,119,116,93,427,3,0,0,7,10,13,8,9,3,54,85,109,109,232,283,228,209,216,270,1738,1602,2733,3555,6201,7173,5347,4216,2118,943,33879
30403,0,13,21,32,30,44,94,140,135,490,0,13,17,24,22,17,13,10,3,111,196,485,522,323,289,247,212,166,166,2614,3366,8458,8458,6303,5330,4373,3340,1612,912,42149
30404,5,5,21,39,45,90,322,360,266,1150,0,4,16,22,26,16,16,8,10,121,93,138,324,304,299,237,213,221,221,2043,1586,3399,6376,7652,6728,5057,3934,2034,1159,37925
30501,11,37,71,62,96,125,293,298,174,1181,10,43,70,33,34,36,54,50,24,353,274,829,2150,1188,1020,808,551,294,293,7408,2221,8736,19945,9955,7561,6168,3838,1720,956,61094
30502,3,7,14,20,40,52,170,203,149,664,0,4,21,12,7,8,13,16,3,84,95,197,658,443,393,268,191,111,60,2416,1022,3231,8359,6817,5613,3702,2042,953,436,32168
30503,4,23,42,64,97,133,368,369,270,1375,0,9,38,19,24,29,22,27,25,193,261,717,1661,1021,885,702,467,305,306,6329,2805,9129,18933,12887,11275,7960,4966,2364,1279,71594
30504,3,9,24,13,29,50,144,203,177,652,0,7,14,12,10,14,8,23,7,98,140,476,790,495,449,357,272,168,77,3224,1977,6446,10488,8126,7337,5157,3229,1434,625,44815
30601,9,4,28,41,74,139,300,196,96,890,0,3,18,16,19,15,18,9,4,96,206,227,539,626,697,596,461,223,81,3651,1490,2661,6381,7986,8453,6825,4284,1464,403,39944
30602,36,56,168,227,324,491,1041,842,439,3628,10,42,132,154,165,118,88,73,25,808,606,773,1790,1577,1630,1374,1013,647,330,9740,3238,6324,14668,14300,13880,11589,7894,3610,1507,76998
30603,14,17,69,76,135,304,702,619,314,2262,6,11,13,14,32,30,35,32,24,195,157,175,447,401,537,581,483,301,96,3193,1015,1796,3783,3804,4880,5250,3773,1959,727,26981
30604,3,4,10,10,35,58,107,85,36,342,0,0,3,0,0,0,7,5,0,20,56,75,245,231,234,280,204,136,63,1529,275,514,1510,1563,1788,1872,1240,533,159,9447
30605,11,18,48,66,140,317,820,779,305,2513,0,5,6,15,15,28,32,51,29,187,199,208,389,445,654,693,703,491,244,4016,1125,1787,3714,4356,5548,6151,5342,2729,932,31689
30701,16,17,63,105,189,408,950,717,299,2759,3,3,3,7,21,19,46,41,22,164,260,271,755,729,808,762,677,396,176,4828,1291,2377,5798,5453,6011,5454,4073,2169,765,33381
30702,14,27,58,108,181,360,1072,848,363,3022,0,0,9,13,13,22,33,15,7,110,197,162,372,435,557,563,572,449,270,3576,1372,2236,4428,4904,5677,5484,4503,2388,937,31938
30703,9,7,55,68,167,346,966,742,354,2714,0,4,5,11,19,13,29,22,11,122,135,126,256,304,397,496,586,453,235,3002,1097,1917,3613,4232,5214,5954,5434,2749,982,31192
30801,7,6,36,39,98,199,317,181,46,927,0,5,6,11,7,8,21,8,8,69,200,255,654,610,617,434,224,106,28,3122,870,1828,4759,4240,4073,3011,1455,563,133,20923
30803,37,52,200,260,409,684,2121,1919,749,6419,7,25,58,57,66,51,45,48,28,365,522,690,1403,1386,1576,1447,1202,1038,711,9980,3970,7227,14798,14019,15690,14574,10257,5755,2306,88598
30804,3,8,51,45,64,114,321,295,111,1003,3,3,6,7,5,9,10,13,3,56,57,59,189,193,187,178,135,97,31,1127,431,779,1925,1931,1976,1746,1132,661,211,10797
30805,7,13,55,87,176,296,774,548,178,2142,3,9,18,18,22,19,14,5,6,114,282,317,694,725,835,666,425,258,92,4307,1833,3629,8551,8832,9203,7267,4149,1721,509,45701
30901,11,15,40,49,86,165,442,474,302,1578,7,0,29,23,19,19,28,37,24,181,194,329,853,659,692,704,703,535,330,5007,1494,3893,9924,8540,8057,7363,6488,3684,1625,51057
30902,4,8,34,31,74,174,413,447,346,1528,3,3,8,11,16,17,14,19,14,103,130,235,570,518,530,659,586,455,264,3948,1412,2876,6556,7081,7198,7249,5698,3185,1602,42858
30903,12,22,66,83,156,290,636,664,356,2279,0,11,39,26,36,46,40,34,19,253,214,384,680,677,764,740,905,811,527,5713,1856,4198,7792,8196,8846,8614,8614,4786,1996,54902
30904,3,3,13,19,33,59,154,108,37,418,0,0,0,0,5,0,3,3,0,15,102,77,192,250,278,320,224,129,37,1612,499,706,1500,2445,3082,2917,2288,907,250,14590
30905,5,3,19,30,44,96,169,141,80,581,0,4,6,4,8,0,9,3,0,43,96,59,221,286,274,234,220,139,61,1602,1063,1630,3270,5026,5153,3925,2811,1160,369,24419
30906,12,22,67,80,142,250,454,389,207,1618,7,4,21,20,16,29,24,27,15,161,199,263,554,549,606,575,557,455,373,4124,2179,3982,8506,9587,9468,7718,5783,2843,1189,51261
30907,17,21,100,120,200,323,761,455,235,2242,3,14,33,37,38,35,30,17,15,227,496,499,1346,1281,1196,892,780,443,264,7203,4090,7381,17154,18329,16004,11406,8490,3317,1119,87287
30908,3,9,34,55,90,131,256,260,153,989,0,9,7,14,16,19,27,26,13,128,187,273,451,414,375,379,355,465,603,3497,1847,3754,6707,6621,6368,5481,4476,2506,1307,39068
30909,21,28,64,90,137,224,465,403,249,1677,0,16,42,29,39,51,27,20,18,238,451,450,736,599,661,590,593,473,414,4966,2427,5683,8778,7524,7562,6569,5380,3006,1598,48512
30910,4,17,46,36,51,101,213,198,101,766,0,12,34,32,14,14,17,17,10,148,225,566,1094,712,735,665,654,364,173,5190,1132,3607,7239,5021,5525,5039,4668,2192,785,35203
31001,28,44,204,364,470,480,716,529,268,3100,3,34,161,184,316,314,132,109,54,1290,425,883,2075,1557,1087,695,574,444,281,8017,2498,5455,11709,10538,9378,6846,4459,2500,1043,54420
31002,11,19,81,114,245,600,1670,1067,441,4250,7,7,3,13,38,27,27,22,3,158,335,394,784,806,912,924,893,489,204,5739,2087,3398,6397,7486,9027,8849,7134,3085,979,48438
31003,47,57,173,222,364,619,1665,1443,694,5284,3,6,34,44,86,95,58,48,19,393,425,526,1126,959,988,887,749,681,270,6614,3654,7130,14617,13459,13689,11352,7876,4447,1680,77919
31004,25,46,164,192,285,385,611,279,119,2106,11,4,50,92,123,100,63,34,14,490,379,484,979,802,764,570,406,201,67,4656,3047,6310,14599,12305,9888,6803,3747,1402,387,58488
31101,3,8,20,20,49,106,304,253,140,907,3,0,0,3,4,3,8,4,3,39,56,75,183,154,218,220,194,124,70,1297,455,707,1381,1641,1964,1830,1636,793,328,10730
31102,10,27,93,124,170,234,565,380,191,1790,5,6,27,40,46,38,31,14,4,202,151,200,437,372,425,355,359,275,95,2669,1370,2909,5679,5184,5070,4413,3799,1865,580,30870
31103,20,39,157,249,319,518,783,529,223,2840,5,27,97,102,136,138,83,64,27,673,387,393,876,760,805,667,537,337,120,4876,3154,5857,11683,10382,10229,8506,5093,2149,759,57821
31104,3,17,49,62,131,205,431,222,66,1187,7,0,14,11,35,41,30,10,5,150,187,187,341,427,510,373,251,82,25,2388,1754,2724,5403,6928,6968,4927,3072,901,214,32898
31105,15,25,98,112,183,285,628,468,287,2097,4,17,47,54,74,57,60,37,9,368,250,286,607,525,545,524,482,299,131,3658,2160,4140,8451,8052,7495,6855,5007,2234,937,45327
31106,33,129,351,317,358,503,1034,509,251,3489,10,73,212,254,214,148,113,61,35,1119,322,420,786,748,682,711,608,352,149,4768,2648,5301,11447,10759,9171,8236,6462,2389,861,57264
31201,13,11,34,58,114,225,445,289,119,1313,0,5,14,10,10,11,17,14,3,86,178,356,984,774,737,549,361,174,70,4189,832,1952,5664,4878,4508,3786,2214,918,313,25069
31202,27,34,101,145,319,715,1934,1469,633,5388,6,7,18,33,42,36,38,48,21,253,435,558,1435,1503,1767,1490,1051,768,370,9382,3567,6688,15472,15270,16937,14406,8948,4519,1645,87459
31203,3,9,20,32,50,82,186,142,62,575,3,0,6,3,5,7,11,0,0,30,135,295,698,456,389,375,252,114,62,2772,542,1464,3554,3088,2887,2764,1759,640,203,16910
31301,11,11,38,60,93,231,851,680,273,2242,0,0,7,6,14,15,21,18,4,92,95,64,178,193,293,424,641,495,317,2696,784,1107,2219,2961,4001,5423,6735,3513,1143,27887
31302,30,51,115,168,247,402,954,640,243,2860,6,26,54,38,35,34,40,23,11,256,244,343,698,596,602,681,661,497,499,4819,2464,4900,9633,8333,8316,7212,5654,2523,1153,50199
31303,3,12,21,25,48,69,306,189,89,759,0,0,0,3,3,7,4,0,3,28,106,237,476,438,262,248,200,113,46,2119,403,757,1618,1761,1835,1843,1550,606,212,10583
31304,24,30,73,95,180,332,882,569,202,2391,0,5,22,17,23,22,27,13,11,136,220,248,431,550,564,470,447,399,268,3604,2348,3922,6986,8604,9007,7114,5270,2424,829,46519
31305,9,26,50,103,198,323,952,837,461,2961,3,4,25,30,42,33,25,24,13,197,186,177,404,501,627,624,793,712,578,4596,1730,2933,5937,7246,8468,8162,7391,4180,1935,47981
31401,9,8,26,38,54,124,722,515,228,1727,0,3,18,21,14,12,16,21,3,104,167,173,353,484,544,457,389,250,126,2943,2790,4903,9097,13015,13600,10035,7059,2424,765,63693
31402,14,27,66,85,113,207,581,399,207,1700,3,4,18,17,25,20,18,20,4,131,164,277,763,574,504,350,344,228,189,3396,2226,4968,11741,11031,8602,5835,4311,1902,906,51519
31403,14,17,56,70,97,147,507,319,126,1341,0,9,17,11,26,23,30,10,3,126,106,138,306,273,285,268,214,199,173,1960,1248,2438,5424,5326,4730,4297,3180,1246,499,28373
31501,58,43,102,140,214,477,568,273,72,1944,11,3,18,12,23,38,34,27,12,175,341,496,917,674,600,510,321,101,35,3995,1385,2407,4740,4218,4194,3574,1983,662,166,23343
31502,25,38,73,80,158,271,459,228,69,1398,0,3,14,11,14,19,56,19,15,150,201,272,671,479,545,431,253,112,36,3009,1069,2174,5239,3992,3966,3013,1737,623,158,21966
31503,10,8,34,45,142,250,459,282,122,1350,0,0,6,10,8,17,30,19,12,100,81,99,188,174,199,277,248,178,90,1547,562,1016,2152,1982,2539,2634,1762,911,342,13900
31601,9,7,22,34,56,84,361,412,245,1224,4,5,10,4,13,5,5,10,9,70,189,218,358,371,395,324,368,419,396,3034,2060,3401,5835,6879,7479,6102,5231,3311,1504,41794
31602,7,10,64,80,138,258,986,1051,696,3282,6,10,12,10,30,24,22,26,17,150,198,233,466,533,683,621,773,704,468,4679,2251,3837,8140,9980,10703,10084,9974,5933,2615,63508
31603,7,11,42,48,104,173,451,480,293,1608,0,4,14,11,23,25,15,6,7,107,167,300,609,512,593,657,644,589,407,4481,1462,3454,7481,6955,7861,8065,6378,3507,1496,46668
31605,0,8,26,33,42,77,257,251,189,871,3,3,6,6,10,10,9,7,3,61,111,113,232,387,398,432,506,367,333,2887,984,1443,3348,5197,5806,5871,5895,2896,1266,32700
31606,7,9,41,58,100,203,640,439,216,1705,0,4,6,4,13,15,15,4,8,70,147,151,272,382,525,558,508,301,198,3039,1371,2170,4265,5984,7474,7620,6503,2774,918,39066
31607,11,19,38,55,98,185,471,436,232,1553,3,0,10,4,16,28,16,12,3,100,113,149,309,357,391,382,426,342,259,2735,1199,2072,4564,5499,6092,5659,4598,2350,995,33027
31608,3,0,12,25,45,94,227,188,92,688,0,4,0,6,9,0,7,10,0,39,49,47,84,212,244,251,258,116,55,1313,542,744,1421,2723,3654,3712,2920,1114,291,17117
31701,55,92,247,250,442,702,2508,2181,1007,7484,9,21,96,104,114,107,70,54,38,617,644,731,1360,1266,1349,1392,1431,1291,983,10453,5005,10099,19426,17909,18875,17459,13872,7868,3431,113933
31801,20,28,52,95,228,419,1095,1025,517,3477,3,3,9,14,27,28,34,36,24,176,171,197,362,423,532,545,618,475,219,3543,1331,2146,4043,4677,5695,5969,4912,2834,1085,32691
31802,66,66,201,296,477,887,1990,1638,721,6345,6,25,68,93,100,85,72,70,31,557,915,1653,2633,2123,2134,1821,1506,971,462,14222,7322,15715,27709,24837,24469,20508,13762,6414,2308,143054
31901,20,41,124,198,366,666,2147,1791,789,6129,4,8,31,28,53,51,60,47,22,305,330,367,689,693,966,1146,1270,1027,493,6979,2701,4472,8879,9359,11387,12396,11682,6362,2261,69496
31902,16,20,84,114,268,489,1569,1051,490,4094,3,3,21,9,22,32,40,39,22,200,208,258,467,522,736,773,849,622,272,4711,1405,2258,4528,5191,6676,7211,6834,3199,1101,38399
31903,8,19,73,88,171,404,1193,856,355,3171,3,8,7,19,15,18,38,15,5,131,183,158,380,431,652,753,801,562,279,4205,1360,2157,4452,5208,6950,7705,6987,3102,1033,38955
31904,15,23,60,104,164,369,1179,980,398,3289,3,3,18,20,32,18,28,38,6,167,221,200,381,464,586,705,921,767,361,4603,1513,2337,4856,5917,7068,8205,9078,4894,1553,45417
31905,7,12,52,111,205,412,1244,885,340,3270,0,9,6,14,27,25,29,21,8,131,160,261,514,612,625,775,831,554,197,4533,1157,1941,3834,4776,5878,7379,7068,3128,1006,36161
39797,0,0,0,0,0,0,11,3,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,7,0,0,22,3,11,11,14,24,30,33,16,4,143
39999,5,13,31,28,49,88,229,59,8,512,4,5,10,14,19,11,13,0,4,70,71,242,556,449,431,467,311,92,15,2629,348,1131,2286,1485,1663,2373,1916,381,44,11623
40101,3,20,15,13,23,37,47,59,29,253,3,9,8,7,10,9,9,12,6,71,132,460,675,304,317,265,241,124,95,2607,1323,4669,5192,2370,2129,1991,1755,735,378,20549
40102,21,5,38,43,76,154,428,449,337,1555,7,0,6,15,13,13,10,15,16,92,221,195,397,512,604,633,545,350,179,3640,1912,3814,6828,9187,11034,10206,7537,3061,1282,54872
40103,7,5,10,27,32,50,169,284,216,807,0,0,14,13,5,14,16,31,16,117,86,83,159,204,260,285,314,242,259,1901,1110,2563,3964,5342,6094,5700,5036,2881,1662,34354
40104,8,12,35,45,66,232,860,1169,547,2970,0,6,32,31,25,50,120,186,102,554,84,97,229,242,300,255,336,411,213,2153,1189,3232,6319,6468,7044,5578,4952,3885,1686,40342
40105,3,8,26,12,33,77,323,635,436,1551,0,3,16,11,17,26,43,89,64,280,49,121,308,218,255,220,215,259,193,1844,731,2654,5470,4560,4596,4140,3305,2298,1309,29068
40106,10,9,25,24,36,82,175,325,238,919,6,15,29,23,32,28,24,44,19,219,62,101,232,185,209,224,170,135,93,1407,666,2140,4089,3610,3825,3667,2332,1401,787,22531
40107,9,8,11,14,26,65,210,366,304,1019,0,4,5,12,20,15,24,54,28,167,80,106,245,244,243,284,253,214,296,1962,932,2561,5099,4938,4970,4727,3582,2004,1630,30440
40201,8,8,20,51,84,179,460,402,227,1434,0,3,10,6,6,13,15,29,9,91,109,98,228,241,345,351,309,245,152,2080,1005,2149,3890,4181,5204,4412,3162,1894,751,26646
40202,59,85,324,337,377,651,1035,657,316,3848,12,43,136,234,203,179,120,102,52,1072,372,492,1004,835,919,815,707,731,358,6229,2796,6846,13745,10752,11405,9335,6066,3744,1414,66108
40203,37,79,193,249,247,405,773,797,506,3285,8,61,212,253,264,211,142,98,65,1316,167,325,949,851,606,526,526,447,320,4720,1595,4667,12655,10169,7970,6673,5258,3118,1611,53728
40204,63,114,485,511,646,974,1821,1333,626,6577,13,86,282,478,593,518,330,276,99,2670,394,469,1180,997,1033,961,969,802,407,7205,3898,9763,20846,18233,17757,15136,11102,5811,2091,104625
40205,14,13,69,82,115,292,880,871,619,2946,6,6,14,24,29,37,41,45,32,235,163,205,425,454,535,511,577,561,346,3781,2424,5482,11384,12186,13085,12046,9923,5114,2044,73687
40301,3,5,17,26,61,79,176,237,268,871,0,6,4,10,40,50,16,8,12,143,58,105,262,241,236,392,360,350,342,2348,715,1963,3882,3925,4543,5032,4115,2371,1635,28174
40302,18,31,90,98,185,373,733,901,779,3210,8,20,61,58,86,86,70,66,47,499,170,317,650,510,578,684,571,554,421,4469,2189,6421,13243,11972,11383,11478,8095,4820,2804,72405
40303,10,9,39,44,63,115,324,432,415,1441,0,0,16,14,16,32,42,52,23,191,105,141,273,301,362,337,398,389,360,2666,1696,4053,6821,8174,8747,7907,6490,3738,2212,49830
40304,33,43,133,155,253,598,1505,1148,785,4643,10,10,32,42,36,50,49,58,29,316,428,504,1116,1174,1241,1349,1465,1166,771,9218,4256,10034,20804,21592,22749,21654,17501,8104,3478,130172
40401,26,30,139,187,314,656,1641,2080,1372,6455,4,21,56,90,163,183,225,381,200,1323,278,395,828,778,892,849,876,794,470,6155,2661,7259,15186,13736,15210,13469,10262,6761,3567,88110
40402,17,28,132,181,284,509,809,848,609,3414,5,12,65,80,146,147,126,160,72,812,182,219,444,441,554,545,606,423,288,3707,1545,3663,8059,7567,8400,7933,5245,2884,1584,46883
40403,12,19,55,65,118,241,682,1005,588,2786,4,6,41,41,54,51,67,167,69,510,109,218,573,417,422,393,402,429,506,3471,1496,4942,10509,8136,7734,6467,4965,3812,2211,50276
40501,11,17,20,37,62,159,487,492,320,1601,0,0,3,0,8,3,16,6,3,45,121,105,179,257,352,371,301,229,152,2070,863,1685,3558,4354,5147,5264,3843,1857,802,27369
40502,3,6,26,36,60,147,386,358,268,1292,0,0,0,0,3,9,5,7,0,28,64,55,150,166,264,313,322,208,119,1657,422,884,2117,2340,3151,3696,3022,1456,671,17751
40503,6,4,34,49,94,226,670,566,328,1978,0,0,5,3,12,16,5,18,8,71,116,84,171,213,311,346,369,287,168,2060,659,1346,2574,2831,3791,4144,3464,1941,826,21570
40504,15,10,43,31,66,182,620,480,294,1737,0,4,0,0,4,10,11,0,3,41,56,65,131,147,258,354,470,357,244,2090,462,874,2067,2157,3288,4305,4393,2268,909,20722
40601,17,20,82,75,147,382,878,815,450,2869,3,5,10,15,22,19,24,30,8,132,251,279,630,602,806,817,692,527,322,4924,1280,2938,6698,6614,8046,7799,5835,3115,1311,43640
40602,26,28,58,77,115,215,390,272,112,1291,3,0,18,14,23,27,42,36,11,174,128,311,704,565,593,522,394,222,77,3518,678,1704,4017,3327,3741,3379,2272,1013,338,20462
40701,5,22,50,51,73,196,652,621,426,2099,6,0,9,19,14,7,15,13,9,82,143,132,262,352,462,626,753,625,439,3790,945,1791,3780,4810,6232,8178,9162,4711,1875,41485
