SA3_CODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
10304,135,185,321,5930,6713,12646,0,0,0,404,429,828,157,176,332,8101,8757,16857,28,25,50,103,87,193,54,61,115,21,21,42,50,76,122,13,9,22,261,264,519,281,350,633,790,851,1640,68,68,134,52,74,130,1752,2075,3826,656,713,1366,11,11,23,18735,20763,39497,142,140,280,90,73,163,5,5,13,5,6,11,30,37,70,57,92,150,98,137,235,6448,5590,12040,54,50,102,17,33,52,6522,5672,12197,2535,2370,4909,28264,29346,57614
10401,146,199,351,6132,6823,12958,0,0,0,324,349,669,0,5,5,4797,5281,10084,3,0,4,39,36,78,158,183,338,33,40,80,47,65,110,3,0,8,60,78,136,122,164,281,1466,1560,3028,121,129,248,45,80,130,824,1018,1841,456,478,937,12,11,21,14640,16314,30951,37,34,69,25,18,43,4,9,13,15,6,17,25,28,50,46,88,131,82,121,202,7048,6177,13216,69,44,114,37,48,84,7144,6266,13414,2833,2395,5229,24907,25357,50261
10402,393,594,984,7687,8937,16627,0,0,0,623,685,1315,0,6,10,7488,8563,16049,29,31,62,88,113,204,221,275,497,45,58,104,93,119,219,17,14,28,121,181,303,579,725,1303,1418,1647,3066,88,125,210,113,146,260,1317,1702,3018,930,1210,2139,55,67,115,20909,24607,45513,141,117,256,249,230,481,49,36,82,22,21,42,695,623,1320,113,205,325,831,854,1683,14462,13318,27781,149,121,275,89,146,230,14700,13585,28284,4407,4323,8726,41677,44344,86021
10501,25,48,75,2934,3027,5960,0,0,0,105,106,212,11,15,19,3614,3662,7277,3,3,6,50,34,87,32,34,64,13,11,26,41,26,68,8,6,11,23,23,51,34,44,76,474,446,914,16,14,26,32,14,50,416,443,861,147,180,321,7,6,16,7949,8107,16052,32,45,73,48,45,97,0,0,0,21,17,32,3,3,6,14,12,26,35,30,64,2359,1896,4255,9,6,18,13,15,28,2384,1919,4307,1842,1640,3488,12314,11834,24152
10502,44,54,98,1232,1336,2563,0,0,0,92,112,209,0,0,0,2277,2520,4796,19,19,34,27,30,55,10,22,38,18,32,50,79,113,193,4,7,15,71,103,177,36,53,86,112,117,233,77,124,198,17,17,35,743,1038,1779,156,162,314,0,7,5,4975,5812,10785,27,17,44,25,12,40,7,3,8,10,4,16,3,3,5,15,18,35,28,31,55,3628,3196,6825,28,16,41,3,10,17,3657,3222,6886,1209,1096,2311,9965,10251,20217
10503,152,213,369,8166,8971,17137,0,0,3,521,599,1120,0,3,3,9059,10169,19227,24,29,46,103,100,199,81,97,171,23,22,46,119,149,273,26,18,46,90,74,160,302,362,672,1533,1590,3125,98,126,230,126,162,291,1670,2055,3726,618,679,1296,10,14,29,22564,25229,47789,239,237,481,153,111,266,9,15,27,37,28,67,49,33,85,51,64,115,136,131,266,6668,5722,12392,48,48,97,29,39,72,6742,5814,12556,4191,3465,7656,34198,35213,69414
10601,203,306,512,11665,12608,24277,0,0,0,555,595,1150,74,67,135,9059,9489,18546,15,15,31,87,74,161,102,145,250,95,106,199,56,73,133,11,3,15,221,245,463,290,311,594,1438,1530,2969,159,191,353,143,157,305,2113,2468,4583,694,788,1482,45,47,96,26830,28907,55738,91,85,174,78,51,128,18,18,28,8,9,15,20,10,31,81,139,222,109,158,271,11491,10066,21556,135,97,232,49,71,125,11677,10239,21909,4913,3997,8910,43911,43765,87675
10602,182,283,463,8417,9412,17827,0,0,0,659,710,1370,90,80,168,9463,10465,19927,41,43,87,102,100,201,75,110,185,81,80,168,52,61,112,8,9,17,197,210,411,307,333,641,1062,1190,2248,157,218,371,96,113,212,1612,2061,3672,787,866,1651,15,24,38,23226,26084,49307,165,182,351,155,129,281,15,9,21,10,9,16,51,55,108,60,108,168,117,175,289,9434,8262,17694,118,106,227,28,59,88,9581,8429,18014,2777,2656,5435,36217,37948,74162
10603,212,298,510,8597,9451,18043,4,0,5,751,781,1531,6,12,20,7449,7991,15442,31,37,68,168,152,317,95,121,209,58,61,119,88,90,182,11,8,14,148,150,295,413,494,911,1113,1257,2366,121,139,259,75,83,158,1635,1915,3545,697,854,1554,16,22,42,21461,23614,45081,54,64,115,58,48,104,25,23,46,11,9,18,11,12,24,54,100,156,84,119,203,9781,8506,18283,105,79,183,39,61,96,9927,8641,18566,3467,3283,6754,35289,36092,71381
10604,68,80,147,4693,5069,9759,0,0,0,145,159,304,0,0,0,3795,3805,7600,3,0,4,12,20,35,51,68,117,13,12,20,13,16,36,0,3,7,36,23,64,41,51,92,423,415,832,27,36,59,25,38,62,498,623,1124,219,222,434,13,13,24,10009,10574,20579,45,45,95,48,35,85,10,11,14,0,0,0,13,7,21,18,40,61,33,41,78,3217,2735,5961,30,26,54,12,24,30,3263,2785,6048,1746,1405,3149,15216,14984,30196
10701,268,415,683,6471,7606,14079,4,0,4,254,341,594,51,48,95,9923,10675,20599,58,68,123,2085,2036,4126,120,184,308,68,74,144,155,176,328,38,47,83,96,104,199,360,396,761,794,945,1739,115,156,274,58,69,131,1116,1409,2523,1344,1350,2699,19,31,50,23133,25720,48851,111,109,223,915,881,1799,6,4,14,10,7,14,12,10,17,86,123,210,106,137,241,9519,8223,17739,83,87,175,49,59,112,9656,8376,18029,2807,2705,5516,37002,38356,75354
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8
10703,284,416,700,8671,10089,18760,0,0,0,375,440,812,0,6,10,11575,12786,24365,37,48,84,1295,1282,2574,243,300,549,50,65,117,195,260,454,32,32,58,93,110,203,367,428,788,1057,1251,2312,100,118,218,38,52,92,1540,1967,3508,1176,1265,2441,21,37,56,26860,30537,57397,88,87,177,325,346,667,18,14,26,21,15,33,12,15,30,69,127,201,100,163,266,12556,10680,23237,123,97,223,53,92,145,12730,10877,23599,3530,3473,7006,43931,45907,89837
10704,819,1075,1892,9089,10705,19792,7,6,13,599,621,1224,98,91,184,14777,16704,31479,64,66,134,2316,2339,4654,198,276,472,87,95,181,189,244,431,74,70,146,168,220,389,577,780,1357,1454,1715,3168,162,190,348,62,87,144,1992,2502,4494,1531,1652,3182,38,59,96,33458,38431,71891,619,436,1050,1513,1302,2813,51,46,96,9,12,24,43,27,76,166,223,388,218,266,480,21081,17806,38884,273,204,480,101,163,263,21458,18177,39627,5421,5020,10440,63552,64742,128301
10801,79,136,216,4178,4724,8911,3,0,3,218,286,508,0,0,0,3125,3430,6546,20,33,51,40,38,78,76,109,181,32,39,72,31,41,73,6,0,8,90,116,201,62,85,144,512,577,1087,49,52,99,31,33,62,665,905,1563,213,286,503,7,10,15,9354,10759,20113,21,18,37,19,10,26,5,6,14,8,3,17,8,9,15,24,29,53,36,42,76,4170,3512,7680,43,33,77,20,35,55,4232,3580,7807,1511,1473,2976,15252,16017,31272
10802,163,234,391,4988,5579,10570,0,0,0,170,182,355,0,0,0,4863,5222,10088,14,11,22,44,44,86,179,238,413,30,39,67,39,45,85,0,0,0,50,65,117,184,242,428,813,921,1735,159,203,358,299,393,695,1129,1347,2475,420,430,851,10,11,26,13394,14968,28361,32,30,66,26,21,46,12,6,21,15,28,46,13,3,15,54,92,142,84,125,208,6917,6095,13012,53,39,91,31,66,95,6997,6201,13199,3172,2655,5828,23882,24242,48127
10803,3,0,3,38,41,76,0,0,0,0,0,0,0,0,0,21,23,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,6,0,0,0,21,20,41,0,9,8,3,4,7,0,0,0,84,102,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,62,136,0,3,3,0,0,0,78,60,137,21,27,51,192,191,382
10804,213,331,544,8826,10502,19327,3,0,5,423,491,913,0,3,3,8296,9812,18106,23,35,60,92,110,210,155,198,344,61,52,112,101,127,231,17,13,25,147,153,303,385,445,832,1341,1520,2863,140,198,337,239,285,525,1656,2109,3763,907,1133,2035,18,27,47,22829,27211,50036,109,99,205,43,34,77,32,32,56,19,14,27,13,16,33,70,111,186,106,142,242,10740,9386,20130,92,90,178,60,116,171,10894,9588,20484,3490,3422,6919,37704,40861,78567
10805,176,244,414,7290,8012,15303,0,0,0,618,674,1287,10,6,14,4537,5063,9600,50,54,101,64,56,115,157,189,347,60,80,137,42,52,87,10,10,25,72,89,157,168,214,383,1076,1132,2202,149,215,367,94,116,205,1364,1638,3001,603,720,1324,16,19,28,16366,18329,34696,52,44,99,50,33,80,6,16,24,3,4,10,12,8,16,52,81,136,69,92,162,6959,6253,13216,62,54,115,39,46,82,7057,6351,13413,2483,2485,4968,26263,27598,53856
10901,227,329,549,4809,5828,10640,0,0,0,289,349,635,49,64,116,7230,8062,15294,12,25,40,160,171,336,80,117,197,29,37,67,932,1072,2006,8,9,19,60,68,125,357,418,777,1097,1238,2329,65,89,156,115,118,226,1139,1643,2774,620,720,1346,16,22,35,17074,20048,37117,428,417,847,141,112,251,11,17,27,12,11,23,131,117,244,71,83,159,212,215,424,8688,7573,16261,93,78,173,24,38,58,8804,7682,16486,2864,2696,5562,29757,31508,61271
10902,18,32,48,1071,1097,2169,0,0,0,37,27,69,0,0,0,1638,1661,3299,10,16,23,27,14,38,8,16,23,3,3,7,40,62,107,4,0,4,6,13,19,29,37,63,272,271,544,16,13,24,31,29,56,285,360,646,104,112,215,0,0,4,3577,3739,7316,20,12,31,16,9,25,0,0,0,29,29,57,6,5,12,5,9,12,39,39,78,1879,1476,3358,7,9,11,4,5,7,1886,1486,3376,882,795,1675,6438,6110,12547
10903,76,90,163,3711,4319,8030,0,0,0,229,219,449,0,0,3,5198,5519,10717,18,26,43,44,43,91,44,61,100,46,68,116,104,128,229,3,4,4,31,40,69,85,88,167,1174,1142,2314,31,50,77,6,8,18,1508,1809,3317,308,296,604,5,9,16,12552,13827,26378,57,41,99,33,21,54,3,10,10,30,27,57,13,13,30,28,33,61,70,80,147,5793,4763,10556,28,27,58,18,19,40,5844,4810,10650,2239,2235,4475,20862,21120,41980
11001,145,208,351,4172,4859,9033,0,0,0,177,196,375,66,68,141,3535,3971,7507,25,37,61,44,49,92,77,96,174,21,32,59,38,54,88,0,0,6,39,38,77,101,149,250,902,970,1867,75,82,157,91,100,186,488,691,1183,325,340,657,21,18,40,10204,11755,21959,137,156,287,266,207,475,11,8,18,17,9,22,24,16,47,62,77,135,100,105,205,5100,4647,9749,60,44,104,25,30,55,5183,4730,9907,1910,1967,3876,17957,19135,37090
11002,69,96,168,5419,5813,11239,0,0,0,158,158,316,0,0,0,3784,4138,7927,9,20,36,20,16,33,82,97,178,11,15,28,38,55,90,3,0,8,30,27,54,118,164,284,1069,1087,2153,153,231,383,61,98,157,839,1013,1850,412,491,901,29,29,53,12239,13462,25701,27,24,48,21,20,38,6,9,12,0,0,3,12,8,21,42,73,116,58,85,142,4054,3521,7570,27,32,59,16,29,40,4095,3575,7671,2388,2170,4564,18905,19439,38345
11003,37,54,93,3750,3886,7633,0,0,0,95,107,201,5,0,5,3252,3376,6626,5,3,9,23,20,41,27,39,64,7,14,26,52,58,105,0,0,0,21,23,41,145,172,320,583,559,1143,71,73,143,38,55,90,348,399,746,236,240,478,9,6,17,8659,9027,17687,53,42,96,23,25,49,0,0,3,12,8,14,4,0,6,9,11,20,20,17,40,2336,1930,4268,14,14,25,13,15,22,2359,1957,4321,1708,1635,3346,12868,12756,25622
11004,153,216,369,11634,13014,24650,0,0,0,379,459,839,76,85,157,9350,10321,19667,10,19,23,60,49,113,130,164,299,41,45,78,70,81,152,9,12,19,76,93,163,406,452,859,1596,1744,3338,152,174,327,93,94,188,1586,1879,3468,640,763,1399,24,33,51,26323,29472,55789,136,119,256,104,91,196,3,6,11,21,16,43,40,32,69,59,94,151,121,147,261,8569,6995,15566,94,77,168,39,39,77,8700,7115,15810,3990,3807,7794,39531,40969,80496
11101,407,607,1013,11368,13439,24805,0,0,0,1295,1470,2761,43,39,81,12337,13838,26175,27,50,83,539,524,1059,166,210,375,138,161,294,131,173,309,12,10,24,231,252,489,865,996,1855,1797,1995,3795,215,265,477,190,249,439,3104,4170,7276,1303,1495,2804,100,114,216,33858,39449,73310,200,188,390,124,115,240,31,22,53,15,13,30,41,32,76,107,150,264,163,200,366,19188,16530,35717,223,180,403,73,105,179,19484,16816,36307,4232,4106,8342,58500,61519,120014
11102,219,346,566,7765,8992,16756,0,0,0,760,884,1640,33,34,66,6727,7623,14352,14,32,42,157,134,293,195,243,440,56,68,124,66,86,155,7,12,19,158,188,347,337,410,746,951,1032,1986,202,275,475,1462,1626,3089,1888,2392,4287,924,1031,1950,120,137,258,21819,25202,47023,135,117,254,134,115,252,16,15,28,7,7,16,17,18,38,63,114,178,94,141,232,11253,9537,20791,131,87,220,34,88,122,11422,9708,21134,2898,2826,5721,36735,38477,75205
11103,836,1104,1936,13272,15217,28489,0,0,0,1350,1500,2852,27,26,53,17080,19334,36414,43,66,113,1369,1375,2745,141,178,314,129,146,272,132,155,286,50,48,98,382,437,814,786,876,1665,1993,2150,4143,287,336,624,205,240,446,2948,3981,6922,1880,2255,4131,63,76,143,42122,48392,90516,579,508,1090,1071,821,1893,51,50,102,28,27,56,101,87,186,207,251,457,336,363,698,28416,24849,53261,424,361,789,154,202,361,29000,25412,54416,6806,6438,13240,80798,83082,163884
11201,542,790,1329,5575,6517,12097,0,0,0,293,353,647,0,3,3,6723,7510,14230,14,18,29,118,100,219,145,186,333,29,33,63,83,99,179,5,0,3,89,99,189,331,433,758,1297,1546,2846,55,81,129,135,176,308,1273,1605,2879,635,750,1385,35,45,89,16839,19553,36393,95,85,176,55,41,101,176,156,335,15,9,20,60,50,106,155,271,421,221,328,550,14595,14063,28658,162,129,290,139,258,394,14896,14444,29343,4993,5062,10049,37820,40460,78280
11202,314,442,763,5526,6294,11821,0,0,0,325,391,716,9,7,14,7394,7976,15374,24,30,51,54,53,109,156,210,369,35,56,88,60,78,136,0,8,4,92,75,163,371,430,800,1695,1791,3490,97,108,210,184,215,398,1652,1984,3634,762,910,1672,184,177,364,18624,20801,39419,76,77,148,71,60,123,22,18,40,17,31,47,26,34,60,185,327,514,228,391,624,10801,9786,20590,135,120,254,81,147,233,11017,10054,21070,3988,3771,7755,34334,35614,69950
11203,401,648,1046,8199,9780,17981,0,0,0,395,453,848,3,4,5,9493,10895,20388,68,87,150,149,149,292,335,434,774,45,62,110,136,168,305,12,16,24,111,146,257,477,622,1100,1698,1827,3524,74,126,208,307,371,677,1368,1843,3207,1022,1168,2192,25,30,61,23925,28174,52100,320,299,616,60,45,107,43,47,90,23,24,44,114,90,207,125,209,332,257,324,579,14172,12828,27000,128,97,224,124,233,358,14432,13161,27589,4673,4567,9243,44109,47261,91371
11301,80,115,200,3913,4306,8224,0,0,0,137,178,321,101,115,219,8435,8668,17103,3,5,9,25,34,64,78,82,159,59,64,123,109,121,234,12,14,29,106,98,204,210,283,493,895,930,1824,51,66,114,135,133,270,1324,1509,2835,322,341,667,5,9,20,15935,16963,32899,299,269,569,381,212,593,6,3,7,3,0,5,464,407,875,38,39,76,503,452,958,4130,3395,7523,33,27,62,9,21,37,4176,3444,7618,2715,2582,5300,24100,24040,48144
11302,28,39,66,2035,2184,4222,0,0,0,75,82,150,0,0,0,1838,1941,3783,0,0,0,12,9,20,33,38,71,0,3,3,24,35,58,3,4,7,15,17,27,56,73,122,258,247,501,12,20,32,29,38,67,202,252,448,128,126,254,3,5,9,4726,5065,9789,15,11,24,13,3,18,0,6,6,4,4,10,6,3,6,15,21,36,22,29,53,1516,1194,2710,13,12,22,6,3,9,1535,1211,2746,961,777,1742,7301,7135,14437
11303,230,223,452,9499,10497,19996,0,0,0,588,618,1202,92,100,196,13552,14847,28405,50,45,92,113,97,213,92,125,218,32,56,85,541,688,1223,84,84,163,155,137,295,345,406,754,2121,2309,4431,99,120,224,100,102,205,2160,2501,4658,749,853,1605,16,14,34,30398,33609,64004,266,208,476,319,260,578,6,16,26,11,11,22,53,44,100,61,83,148,127,143,271,9943,8697,18647,109,85,191,49,51,92,10098,8831,18928,4883,3745,8630,46322,47032,93357
11401,363,549,913,11198,12782,23981,0,0,0,723,832,1558,4,3,9,9587,10586,20175,61,73,140,312,304,615,241,284,532,61,93,149,152,153,301,8,12,18,122,157,280,394,469,860,1635,1792,3426,140,150,288,56,48,104,1609,2000,3615,1037,1133,2175,31,37,67,27374,30917,58286,113,99,216,97,86,181,33,55,87,21,16,42,24,25,54,115,203,318,159,246,407,15400,13517,28922,142,120,258,94,105,207,15641,13747,29386,5430,4589,10017,49202,50286,99490
