SA3_CODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
20201,427,549,977,5397,6736,12133,0,0,0,919,1037,1959,74,72,142,9649,11162,20808,64,88,148,149,139,289,116,141,255,80,93,170,155,175,331,41,39,78,74,80,158,422,534,956,894,1090,1987,87,133,223,92,105,195,2742,3678,6424,967,1117,2079,14,16,31,21935,26433,48365,243,233,478,237,214,450,21,20,40,5,7,14,104,82,189,94,168,268,210,259,471,17617,16467,34087,149,136,286,39,87,129,17806,16692,34500,4584,4514,9101,45463,48916,94378
20202,179,237,412,2550,3108,5663,0,0,0,352,375,725,103,93,198,4183,4369,8552,74,76,151,134,117,253,26,34,61,18,13,28,76,110,186,7,3,10,51,63,115,97,113,210,531,598,1124,35,46,82,8,16,24,1092,1500,2597,437,470,907,15,22,42,9791,11139,20926,49,52,99,24,21,42,15,31,48,0,4,4,21,13,32,73,133,200,91,150,237,9889,9414,19305,93,79,169,62,74,134,10037,9565,19609,3223,2693,5912,23406,23889,47291
20203,43,34,81,940,1059,2003,0,0,0,104,121,230,0,0,0,1134,1085,2220,20,25,42,21,18,33,0,0,4,7,6,19,19,19,39,0,0,0,5,17,19,32,36,64,213,239,455,11,19,27,7,10,16,493,503,993,109,134,236,11,7,14,3131,3283,6414,7,7,17,3,4,9,0,0,3,3,3,6,0,0,0,10,28,40,15,29,48,1872,1544,3411,16,7,23,3,3,6,1885,1550,3438,740,673,1412,5828,5590,11421
20301,30,46,76,1142,1332,2476,0,0,0,149,172,322,0,0,0,1998,2072,4065,17,26,45,63,64,122,14,14,25,6,4,9,97,97,186,0,0,0,11,11,19,72,57,122,390,418,812,16,19,38,27,32,64,563,630,1200,257,249,506,3,3,5,4822,5194,10020,9,7,19,25,14,35,6,0,3,0,0,0,3,0,6,22,36,57,32,35,65,3756,3298,7060,22,18,40,8,18,21,3784,3337,7123,901,771,1669,9609,9411,19018
20302,865,1150,2016,8414,10787,19206,0,0,0,1680,1950,3630,87,74,160,22641,25963,48604,126,177,308,1611,1654,3266,235,304,534,116,133,253,694,900,1589,48,44,92,212,289,497,579,662,1239,2476,2951,5425,197,267,469,99,133,237,3923,5471,9391,2248,2717,4961,69,93,159,45446,54575,100023,954,655,1607,1393,1086,2476,47,41,85,10,7,12,375,324,702,236,284,518,622,611,1229,31998,29699,61704,349,238,586,150,181,327,32499,30126,62619,9513,8615,18125,91328,96854,188180
20303,221,301,525,4019,5021,9046,0,0,0,612,662,1275,0,0,0,7739,8655,16388,52,56,110,303,266,567,83,106,184,15,17,35,192,228,427,0,3,3,51,77,131,153,189,336,824,950,1777,70,74,139,16,19,32,1713,2426,4140,659,785,1440,20,22,42,16517,19565,36082,69,59,124,44,41,83,21,19,37,0,3,3,15,18,30,52,88,139,70,109,177,14578,13424,27998,96,78,180,44,102,143,14716,13606,28325,3221,3147,6369,34873,36852,71729
20401,157,247,408,3855,4479,8337,0,0,0,250,244,491,0,0,4,6239,6606,12842,22,20,40,153,133,281,36,35,65,43,58,101,94,115,210,6,0,10,60,73,131,98,113,208,961,1008,1971,70,80,153,64,65,123,1173,1528,2702,446,482,921,16,20,38,13577,15045,28619,49,39,88,77,56,134,16,17,27,0,0,0,38,31,71,74,118,185,111,153,260,9822,8391,18213,89,65,156,48,56,106,9961,8510,18474,2999,2825,5825,26952,26890,53840
20402,119,173,288,3358,4018,7379,0,0,0,211,236,443,46,40,84,5513,6118,11627,15,28,41,75,54,129,90,108,200,19,41,62,142,154,299,0,5,7,128,143,268,138,160,299,845,961,1811,63,92,158,28,46,72,1272,1630,2904,430,478,903,7,9,19,12393,14324,26716,88,61,148,53,46,95,7,11,20,0,0,3,24,19,38,33,48,89,56,67,131,7194,6604,13800,60,61,114,24,26,51,7274,6695,13964,2317,2427,4744,22303,23797,46100
20403,220,291,515,5217,6002,11217,0,0,0,491,576,1065,9,6,13,7663,8357,16013,47,58,103,122,127,256,153,215,363,38,47,85,406,484,891,8,9,19,114,132,244,311,350,666,898,969,1866,74,98,176,56,73,125,1601,2098,3700,834,979,1815,17,32,50,18061,20594,38653,203,213,420,103,57,161,10,20,25,5,3,6,69,50,124,77,131,214,153,187,343,12066,10700,22774,121,103,225,36,66,108,12231,10871,23103,3676,3350,7027,34667,35580,70249
20501,117,184,302,3402,4107,7506,0,0,0,305,342,650,53,57,113,4630,5094,9724,56,69,123,97,96,194,101,117,218,43,39,79,63,89,147,3,0,5,198,221,420,144,177,318,910,1149,2063,90,132,220,62,76,138,1092,1383,2478,706,788,1492,12,15,31,11966,13965,25933,52,52,108,39,45,80,7,7,17,0,0,3,29,31,55,49,97,142,70,127,204,8877,8105,16982,78,75,152,28,47,80,8985,8224,17210,2384,2398,4785,23621,25004,48626
20502,117,165,287,3641,4196,7838,0,0,0,274,301,575,63,67,130,3604,4122,7730,10,23,36,68,61,130,124,165,290,14,17,33,72,85,160,9,4,11,28,44,76,176,238,418,753,787,1537,59,78,138,50,79,125,1061,1364,2416,426,471,894,17,25,43,10450,12129,22579,62,39,95,20,22,41,11,13,22,0,5,8,19,9,27,54,86,137,76,102,175,8698,7777,16482,68,66,138,27,40,67,8795,7888,16683,2642,2625,5269,22174,22974,45146
20503,212,289,506,4378,5235,9620,0,0,0,383,480,865,5,3,9,5299,5967,11262,23,35,59,141,144,283,83,115,201,30,41,76,96,93,185,15,7,26,49,78,125,171,190,362,865,953,1816,88,132,222,46,48,89,1524,2048,3570,550,677,1225,17,19,41,13757,16276,30033,70,65,140,29,40,64,20,16,39,0,0,0,29,22,46,75,127,205,111,141,252,12421,11414,23833,108,78,180,48,76,119,12567,11569,24132,3270,3230,6502,30038,31626,61668
20504,254,325,580,4849,5841,10697,0,0,0,314,363,675,41,67,108,7873,8918,16796,18,32,47,359,356,718,163,214,377,90,95,189,133,171,300,10,12,23,87,107,196,313,382,701,1118,1309,2424,106,151,263,56,70,126,1040,1434,2468,714,867,1576,25,31,50,17305,20428,37736,140,120,257,179,145,323,6,12,18,5,4,10,36,22,57,76,129,208,111,159,273,13635,12135,25764,140,111,250,40,82,124,13811,12326,26140,3892,3879,7778,35700,37398,73099
20505,127,183,310,3790,4398,8186,0,0,0,240,290,526,28,33,56,4061,4458,8519,16,16,27,65,68,133,58,65,118,32,26,62,68,72,132,8,10,19,50,41,94,84,94,183,627,624,1254,31,45,70,32,44,74,1067,1326,2394,374,428,796,16,8,25,10617,12042,22662,75,59,133,46,43,91,9,9,19,0,0,0,33,27,57,43,70,119,76,96,176,7519,6568,14089,64,67,137,29,40,63,7610,6675,14289,3069,2138,5203,21631,21238,42871
20601,711,955,1667,1216,1604,2822,23,29,56,161,212,371,3,0,4,9285,10744,20026,15,14,28,3114,3327,6442,64,77,138,27,21,46,75,74,150,64,61,123,75,91,162,125,163,286,239,260,497,30,25,54,9,11,26,373,596,973,461,584,1046,15,16,33,15358,17921,33283,999,767,1771,2018,1815,3835,72,98,173,4,4,11,72,52,124,151,203,353,224,262,486,17951,18362,36310,308,260,571,70,110,184,18325,18738,37064,4006,3976,7982,41727,44532,86257
20602,376,589,969,837,1115,1957,3,0,3,78,120,201,0,0,0,4385,5433,9820,10,25,34,2427,2668,5094,13,34,51,20,16,32,48,70,118,20,17,35,53,52,111,50,58,109,136,164,298,12,33,46,6,4,9,298,392,685,322,374,697,12,14,26,8736,10598,19331,391,315,705,383,343,730,60,87,147,0,4,4,70,41,114,80,91,174,155,135,289,11793,12568,24363,165,173,338,51,77,129,12003,12827,24827,2480,2590,5073,24589,27481,52065
20603,669,968,1636,1582,2003,3588,15,4,18,230,274,505,0,0,0,10303,11721,22021,33,35,66,1333,1437,2770,46,82,125,23,20,39,61,123,184,142,194,335,77,95,173,122,171,292,309,378,691,16,21,32,14,15,32,599,812,1407,435,594,1029,4,8,15,15354,17977,33330,997,770,1774,1221,1277,2501,38,27,62,3,0,3,109,79,187,97,94,190,205,171,382,10194,9856,20053,132,98,226,36,51,89,10367,10006,20374,3209,3332,6541,32066,34534,66595
20604,4014,5354,9371,2189,2665,4851,12,8,16,419,496,914,5,0,3,8231,9329,17558,40,45,83,767,808,1575,25,42,65,28,40,68,123,173,300,120,134,259,261,316,570,488,656,1143,667,753,1416,22,23,46,38,39,71,762,961,1724,1082,1474,2556,22,34,62,15289,17996,33284,3139,2355,5499,2725,2574,5296,222,252,473,4,3,5,131,128,261,221,258,475,359,386,744,29688,30764,60452,309,246,554,86,70,156,30080,31084,61160,10308,9829,20141,66144,69825,135969
20605,732,1102,1833,3271,3789,7058,0,3,6,233,268,502,0,4,7,8132,9569,17699,18,23,43,1886,2054,3938,49,68,120,21,33,48,129,182,309,55,48,108,111,146,254,162,188,349,502,593,1095,13,21,34,12,36,47,641,843,1482,565,770,1337,37,36,72,15851,18655,34513,1130,850,1973,549,518,1065,1726,1809,3531,4,7,10,74,62,131,161,168,327,239,233,466,21630,21014,42645,264,226,496,115,194,307,22017,21433,43446,7071,6971,14040,49309,51563,100872
20606,633,903,1540,2783,3494,6279,0,0,0,109,157,266,0,0,0,4585,5899,10487,13,13,23,1182,1371,2553,22,36,58,11,15,32,69,121,191,37,45,76,97,103,205,99,159,257,371,426,802,0,8,10,9,7,17,504,665,1167,304,482,787,14,16,33,10217,13015,23233,666,561,1223,364,360,721,1271,1415,2689,0,0,0,50,34,90,85,94,179,138,130,269,12171,12260,24435,147,128,277,54,83,136,12367,12477,24843,3894,4049,7945,29556,32911,62467
20607,1399,2042,3445,2001,2390,4391,0,0,0,206,215,423,3,3,7,6509,7749,14258,12,29,40,1444,1666,3107,23,30,58,19,16,33,93,133,228,77,75,150,75,110,188,127,181,308,301,354,655,19,45,61,15,19,32,442,659,1100,502,668,1172,23,31,56,11900,14370,26267,304,275,579,974,1039,2014,234,262,496,5,0,9,32,28,60,138,133,263,177,157,332,21509,21093,42602,325,253,583,85,130,215,21922,21479,43398,5504,5426,10927,42415,45041,87453
20701,2241,3141,5383,7248,8984,16236,4,7,9,1105,1363,2469,3,9,13,16724,19549,36275,85,132,214,3514,3787,7298,53,73,131,37,58,89,246,360,602,136,156,285,266,325,588,417,531,943,1196,1461,2656,67,94,164,46,52,99,2340,3341,5679,1258,1630,2887,38,54,84,34780,41949,76727,2222,1870,4087,1011,832,1846,703,759,1458,0,6,6,203,163,360,236,295,526,437,458,892,31099,30242,61335,333,291,622,95,167,260,31523,30701,62231,7232,7381,14606,80145,87085,167231
20702,1847,2349,4195,2511,3285,5798,4,4,8,893,1111,1997,7,3,8,9412,10681,20090,96,140,236,4423,4702,9122,45,66,111,49,50,104,148,176,326,332,355,688,310,346,663,460,515,975,730,880,1608,48,60,108,24,35,58,992,1420,2411,1083,1265,2350,19,34,55,21590,25128,46721,759,754,1513,1216,1148,2363,157,167,317,3,3,3,259,241,500,262,288,545,523,526,1048,13981,13116,27095,96,68,164,46,64,105,14117,13250,27367,3309,3540,6851,43519,46853,90369
20703,2344,2870,5223,3391,4420,7817,0,0,0,1116,1388,2504,4,7,10,8508,10087,18590,150,175,322,2005,2146,4154,46,58,101,59,60,119,220,285,501,35,49,85,253,342,599,341,483,821,830,1056,1885,153,233,385,64,77,146,1510,2138,3651,1188,1515,2700,43,46,84,19906,24559,44468,1469,1223,2689,701,558,1261,84,96,181,3,0,3,299,250,550,184,192,377,483,445,926,19888,18881,38766,145,155,297,74,99,179,20107,19136,39240,4020,4033,8048,49118,52920,102040
20801,468,718,1183,6101,7831,13931,0,0,4,261,298,559,3,0,5,10039,12010,22053,31,47,73,1814,1986,3799,40,51,84,19,28,45,167,222,393,60,54,113,129,125,251,102,131,231,863,966,1834,17,28,42,22,25,40,1370,1885,3260,536,704,1240,33,37,69,21608,26432,48034,291,288,581,220,217,441,1267,1340,2607,0,0,0,67,42,106,91,114,208,157,157,317,17715,17002,34715,157,108,269,58,118,172,17924,17228,35154,4288,4477,8768,46229,50862,97087
20802,1343,1833,3172,3895,4939,8830,7,0,7,423,486,904,0,0,3,11875,14125,26002,38,57,99,4290,4710,9004,106,125,230,22,33,57,173,248,421,123,121,247,137,164,295,187,238,425,738,903,1641,25,37,60,29,47,77,1198,1679,2882,843,1059,1900,54,60,121,24171,29028,53196,3370,2808,6177,545,466,1011,11387,12337,23717,0,0,0,254,196,450,243,228,474,497,423,922,23607,22747,46358,251,215,467,113,158,263,23972,23114,47087,6478,6667,13146,71759,76673,148437
20803,852,1317,2178,5219,6760,11981,0,0,0,460,544,1011,4,3,5,14169,16138,30307,88,141,230,2713,2922,5631,120,149,272,88,99,189,170,204,377,117,117,233,133,159,292,285,363,651,990,1228,2221,34,67,98,35,63,100,1346,1863,3215,1030,1233,2260,41,35,77,27038,32103,59138,853,779,1636,526,517,1040,525,575,1106,0,0,6,181,150,324,161,226,388,344,374,714,20879,19377,40252,161,131,292,81,141,220,21125,19651,40771,5025,5212,10233,56283,60527,116817
20804,382,558,941,2256,2773,5032,0,0,0,131,138,273,0,0,0,4044,4790,8841,10,21,30,1182,1284,2468,17,39,56,13,6,20,54,61,117,29,29,54,50,49,102,52,82,132,323,356,678,10,10,18,6,15,18,527,737,1269,240,291,525,10,11,21,8948,10693,19640,647,567,1212,180,160,342,669,730,1401,0,0,0,50,39,92,55,50,109,107,91,197,6982,6852,13831,71,53,127,28,22,51,7081,6927,14004,1805,1822,3624,19816,21548,41367
20901,898,1223,2121,4797,6011,10806,0,3,6,619,805,1424,53,57,116,15567,17631,33201,64,90,159,2575,2711,5283,64,94,154,66,65,127,237,282,523,112,119,236,153,193,344,413,499,910,936,1094,2027,117,130,240,38,46,78,1421,2025,3445,1135,1344,2477,35,39,73,28391,33233,61625,879,777,1654,1397,1318,2714,61,79,142,0,3,4,159,155,311,168,258,430,328,416,745,22035,20175,42209,231,180,413,82,141,229,22356,20497,42851,4919,5100,10018,59222,62644,121865
20902,1500,1804,3306,1445,2010,3462,31,39,74,246,295,540,3,3,8,11846,13573,25418,34,62,101,4142,4337,8477,87,142,229,36,23,59,54,85,142,86,96,185,108,123,232,166,213,384,375,462,836,61,82,136,23,37,61,414,614,1024,959,1148,2114,19,27,48,20144,23364,43506,1930,1428,3355,3169,2751,5914,36,37,67,8,11,22,620,465,1076,120,174,293,743,651,1396,13711,13308,27023,191,128,319,71,114,183,13965,13555,27520,4828,4751,9585,46313,48341,94653
20903,219,350,568,3260,3715,6970,0,0,0,415,520,932,173,196,361,7409,7981,15387,24,35,58,853,838,1692,34,60,97,25,21,41,139,156,289,26,29,57,105,91,193,138,182,320,575,615,1189,44,74,113,26,39,62,874,1172,2045,652,816,1468,22,32,48,14774,16560,31334,122,100,221,147,129,274,31,29,62,0,3,3,40,33,72,87,123,214,128,155,288,13926,12759,26683,122,96,222,58,98,159,14100,12962,27065,2708,2600,5309,32237,32886,65123
20904,3079,3646,6725,5484,6653,12139,65,67,137,770,842,1615,33,30,69,28631,31498,60130,53,85,140,10064,10336,20405,260,304,565,203,232,434,167,182,346,597,552,1148,294,361,658,1088,1240,2331,1327,1445,2770,126,183,311,147,212,353,1388,1745,3137,4016,4257,8270,41,40,87,54755,60270,115027,4514,3900,8413,7616,7175,14794,36,28,60,8,10,16,3200,2699,5902,303,372,668,3507,3074,6584,23470,21234,44701,168,136,309,92,127,224,23727,21507,45234,8470,8407,16875,105705,108009,213708
21001,546,796,1341,1624,1986,3609,18,24,43,185,265,449,0,0,3,12497,13635,26134,25,31,57,1961,2059,4026,62,73,127,11,17,28,57,99,152,122,125,240,74,96,172,189,222,404,340,414,753,16,33,49,16,26,46,578,852,1430,511,574,1091,11,7,18,18296,20532,38831,359,342,704,567,485,1052,16,6,20,0,0,0,132,104,239,45,60,107,184,164,346,6324,5426,11753,64,34,99,16,25,47,6408,5492,11895,2153,2226,4381,28526,30038,58565
21002,67,109,177,1892,2230,4122,0,0,0,91,111,204,0,0,0,4022,3965,7989,37,40,77,106,120,224,24,29,56,24,24,44,60,68,130,0,3,3,22,29,53,98,106,203,331,352,688,13,20,34,25,25,44,635,822,1461,256,277,531,3,3,7,7636,8239,15878,11,8,22,30,27,60,11,7,17,0,0,0,6,11,16,20,26,48,30,33,65,5487,5032,10521,53,48,101,25,34,60,5574,5112,10684,1344,1331,2671,14703,14868,29574
21003,749,950,1702,1356,1800,3159,53,46,101,171,218,396,0,0,3,11179,12620,23793,28,26,54,1876,2052,3931,83,119,200,68,63,122,77,109,190,91,75,162,94,116,216,129,165,296,311,409,719,36,37,68,14,16,24,440,602,1035,516,631,1151,15,16,33,16530,19130,35660,1697,1330,3025,6583,5415,11997,14,9,27,3,3,6,414,256,672,84,92,177,498,351,849,7772,7367,15141,82,81,168,32,52,81,7888,7502,15386,3451,3408,6860,37406,38103,75506
21004,136,212,345,2126,2601,4728,5,5,11,188,198,386,66,79,143,5788,6399,12186,38,42,79,289,276,571,63,78,133,67,87,155,92,117,213,17,15,29,47,43,83,128,155,282,346,428,769,26,50,77,16,14,35,632,857,1487,392,481,871,4,18,21,10323,11941,22263,89,87,179,144,116,259,10,11,19,0,3,5,66,55,118,45,53,95,113,106,219,6669,5983,12653,57,49,109,19,29,54,6747,6064,12811,1649,1629,3273,19212,20156,39369
21005,2140,2369,4513,2878,3606,6488,1017,1034,2055,339,392,735,5,6,11,24248,25388,49633,51,68,122,2850,2925,5778,229,236,468,346,395,738,84,100,187,477,483,963,299,307,610,642,684,1323,675,733,1404,82,108,190,120,145,268,924,1146,2078,2065,2165,4227,36,43,78,37376,39957,77331,2834,2538,5379,16334,15928,32257,18,17,32,10,11,21,2465,2082,4542,233,256,492,2705,2347,5053,11533,10096,21627,97,80,172,57,67,120,11683,10242,21922,7139,6726,13864,80228,80126,160353
21101,2691,3172,5864,6489,8028,14514,3,4,9,1659,1982,3644,105,97,197,15573,17624,33204,217,279,497,1885,1881,3767,146,185,334,255,276,533,374,492,861,360,355,714,421,488,910,1335,1483,2821,1595,1844,3436,180,224,401,202,218,421,2114,2795,4909,2415,2880,5293,180,195,376,35505,41332,76835,2041,1952,3991,852,875,1724,78,97,176,3,0,3,431,392,824,335,389,727,764,785,1553,27193,24567,51758,218,178,403,101,135,232,27513,24877,52395,5896,5727,11623,75341,78814,154154
21102,197,269,461,1226,1479,2700,0,0,0,320,393,710,6,0,4,2947,3107,6056,39,33,70,504,544,1045,14,16,34,12,11,19,96,107,206,48,38,90,87,102,187,211,205,419,271,300,572,30,25,56,47,46,91,427,542,971,370,437,805,10,15,27,6661,7397,14057,112,109,216,110,113,224,12,21,39,0,0,0,52,50,102,54,71,120,99,118,225,4553,4124,8679,33,17,47,27,22,45,4608,4162,8775,1037,960,1996,12834,13153,25986
21103,886,1211,2101,4838,6251,11086,0,0,0,2208,2446,4655,21,19,40,10354,11630,21989,219,290,510,690,774,1466,84,126,214,153,150,297,460,593,1050,63,65,126,227,265,500,715,870,1583,1077,1293,2370,163,226,385,186,217,405,1723,2434,4164,1934,2392,4318,183,235,420,25285,30277,55565,711,663,1378,350,294,643,46,49,94,3,10,12,292,271,567,216,282,501,512,563,1079,20825,19087,39908,222,177,404,71,114,187,21122,19377,40501,4266,4322,8585,53179,56755,109933
21104,1304,1563,2867,2109,2666,4769,3,0,3,867,1023,1885,0,0,3,5462,6372,11836,170,206,376,928,1029,1956,38,54,91,40,50,90,156,163,317,100,76,177,181,181,360,348,351,694,514,669,1181,80,111,191,104,150,255,917,1366,2284,903,1074,1973,28,35,60,12928,15579,28500,896,817,1717,489,417,904,32,45,74,0,0,0,254,209,461,124,146,272,377,360,737,10924,10223,21146,104,77,181,35,59,90,11061,10360,21421,2211,2339,4553,29289,31482,60769
21105,594,893,1483,7317,8847,16168,0,0,0,1604,1794,3401,120,127,245,12751,14148,26900,233,275,505,536,517,1056,230,269,496,162,173,337,407,469,877,21,14,37,259,297,554,755,920,1680,1525,1889,3415,149,199,347,417,482,902,2182,2954,5132,2685,3059,5742,158,204,365,31532,36641,68168,261,242,505,161,145,303,86,78,165,9,4,12,93,86,178,252,422,673,347,516,869,33253,29784,63037,363,277,639,136,255,391,33748,30315,64064,6694,6500,13192,73430,75331,148760
21201,652,758,1409,5271,6418,11690,0,0,0,823,917,1735,27,28,53,9804,10621,20426,64,78,136,443,462,904,123,131,251,166,170,340,144,203,343,84,89,167,154,160,310,547,609,1154,1011,1155,2170,74,85,163,155,195,345,1425,1803,3223,1509,1713,3218,49,63,109,21857,24886,46738,587,548,1133,490,458,944,36,39,79,0,3,3,446,365,805,114,173,292,558,538,1097,17823,16309,34130,179,144,321,61,102,165,18063,16559,34622,4201,4052,8259,46442,47843,94288
21202,2606,2917,5527,4755,5608,10366,3,3,8,1058,1210,2264,77,70,147,15674,16932,32606,126,142,269,2302,2328,4632,162,238,406,247,278,528,163,225,383,479,476,959,309,350,665,1198,1338,2532,1121,1356,2478,87,113,200,257,301,561,1342,1804,3148,2411,2616,5034,43,69,115,31829,35461,67289,2256,1990,4247,5439,4783,10217,40,43,84,3,0,4,844,678,1517,266,292,555,1109,965,2076,16570,14611,31176,163,110,273,81,88,170,16813,14809,31623,5089,4963,10052,65181,65939,131119
21203,3943,4170,8114,6125,7227,13350,4,4,10,838,1021,1861,14,7,18,18846,20103,38952,113,118,235,1627,1593,3219,192,228,418,509,569,1075,170,177,350,425,449,869,410,452,863,1589,1720,3310,1470,1775,3247,93,145,237,372,395,769,1472,1822,3295,2876,3135,6012,67,82,144,37192,41032,78224,4253,4011,8264,6246,5735,11982,61,80,139,4,3,4,2541,2305,4845,241,269,504,2778,2581,5362,21911,19653,41560,188,151,334,71,108,174,22165,19902,42069,7192,6829,14026,83842,84335,168177
21204,11510,13263,24774,3500,4026,7527,0,3,3,819,909,1723,12,8,11,18702,20202,38895,116,140,262,5292,5584,10874,254,334,586,226,237,457,146,170,316,346,382,725,412,436,850,987,1102,2088,1081,1267,2351,59,96,155,247,299,547,1137,1498,2633,2324,2605,4932,77,53,133,35724,39350,75075,5176,4129,9303,11310,8798,20108,270,270,537,0,3,6,3642,2573,6210,370,348,717,4016,2921,6933,18048,14997,33049,156,110,272,108,113,223,18321,15224,33540,8567,7792,16360,94898,91729,186623
21205,5726,6465,12182,4392,5667,10062,9,13,20,1368,1670,3037,13,12,30,15692,17337,33036,171,195,370,5997,6285,12284,94,139,231,90,99,191,215,298,517,500,553,1057,382,477,856,781,988,1769,1376,1644,3021,65,95,158,97,119,211,2172,3009,5184,2048,2419,4464,68,88,152,35538,41109,76647,4772,4308,9084,2251,1929,4178,299,309,608,4,3,8,890,619,1509,370,410,782,1254,1038,2295,28678,26392,55071,210,162,373,84,104,192,28975,26665,55635,7278,7134,14410,86102,88955,175056
21301,9488,11355,20843,2432,2824,5254,35,32,62,1466,1396,2865,0,4,6,27509,29671,57178,56,67,122,5875,6023,11897,337,415,753,350,318,664,176,243,423,756,789,1546,483,522,1001,1252,1325,2576,737,802,1538,69,100,173,175,193,371,772,911,1679,3197,3416,6614,47,46,93,45728,49083,94814,3216,2390,5612,6301,4891,11193,20,30,50,4,3,4,2888,2063,4949,211,242,452,3104,2304,5406,16572,14520,31092,122,98,220,60,84,142,16766,14697,31459,8416,8028,16441,93039,92780,185816
21302,799,1140,1939,2594,3377,5969,0,0,3,321,378,702,0,0,0,10840,12417,23257,46,54,103,2435,2514,4945,102,99,200,48,56,105,177,241,420,88,86,179,162,186,350,232,241,475,576,737,1318,54,68,120,50,50,100,748,1040,1785,877,1030,1907,16,29,45,19362,22607,41972,806,650,1456,2114,1951,4065,40,38,78,0,0,3,264,188,452,89,121,214,352,316,672,13811,12536,26347,134,98,232,47,84,127,13989,12714,26705,3598,3514,7114,41066,42936,84006
21303,3037,3785,6829,1291,1721,3014,0,0,0,416,466,875,0,0,0,7865,8770,16632,41,32,70,1669,1809,3477,47,54,104,34,37,72,63,72,138,183,164,348,174,179,352,250,296,545,288,366,652,21,20,39,41,50,100,446,598,1039,782,885,1668,28,18,44,13626,15545,29178,1922,1174,3099,2175,1399,3579,23,43,68,0,0,0,177,133,314,121,124,243,302,259,560,15590,14337,29926,172,156,325,61,77,146,15822,14570,30399,4482,4098,8580,41405,40883,82288
21304,1680,2051,3732,4925,6009,10938,21,22,46,759,876,1636,91,73,162,23863,25697,49564,66,72,132,3159,3174,6334,337,407,745,260,296,553,232,304,535,652,665,1322,333,375,715,998,1139,2133,920,1125,2048,78,109,186,234,276,511,1442,1876,3319,2613,2808,5429,51,57,108,41043,45371,86407,1901,1883,3785,2752,2691,5443,29,28,63,6,9,18,1435,1192,2624,177,249,431,1618,1446,3070,18915,17252,36167,180,126,300,83,129,208,19173,17506,36681,7464,6798,14266,75666,77773,153438
