SA3_CODE_2016,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_149_Family_households,HI_1_149_Non_family_hseholds,HI_1_149_Tot,HI_150_299_Family_households,HI_150_299_Non_fam_househlds,HI_150_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_499_Family_households,HI_400_499_Non_fam_househlds,HI_400_499_Tot,HI_500_649_Family_households,HI_500_649_Non_fam_househlds,HI_500_649_Tot,HI_650_799_Family_households,HI_650_799_Non_fam_househlds,HI_650_799_Tot,HI_800_999_Fam_households,HI_800_999_Non_fam_hsehlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1749_Fam_households,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Tot,HI_1750_1999_Fam_households,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
40502,48,42,98,40,51,94,43,208,249,58,325,379,245,706,954,235,273,502,659,239,896,457,260,716,651,242,896,639,118,753,370,72,435,391,55,446,593,60,658,317,12,337,227,3,225,90,36,125,192,3,196,610,34,641,84,138,224,5949,2875,8818
40503,57,85,142,44,71,114,64,310,373,82,482,561,363,1013,1378,319,342,660,908,299,1205,611,270,877,680,249,931,581,178,756,404,114,516,427,69,498,686,83,767,454,6,463,216,10,224,112,34,147,210,0,208,777,25,799,125,225,353,7112,3867,10978
40504,67,63,125,55,47,105,64,278,344,52,407,464,353,965,1320,257,364,620,1060,298,1363,656,262,917,734,222,958,658,117,778,353,87,441,387,62,451,563,62,624,286,12,295,173,3,171,100,23,125,175,0,175,680,34,710,126,255,384,6817,3562,10376
40601,106,152,260,84,125,208,165,654,816,165,878,1047,606,1457,2057,531,655,1181,1459,556,2018,1024,576,1600,1316,525,1837,1172,377,1546,859,320,1179,883,196,1083,1666,261,1925,1047,23,1069,596,17,610,322,93,415,587,12,602,1472,85,1560,360,464,824,14399,7423,21824
40602,40,90,130,32,47,79,61,225,285,58,304,362,227,496,726,209,230,436,425,212,642,397,233,632,433,258,686,420,206,624,307,151,464,315,144,465,639,206,843,477,18,494,300,10,309,180,69,246,318,9,326,740,47,781,206,214,415,5781,3174,8954
40701,87,145,236,94,91,184,135,387,523,122,654,769,542,1672,2214,556,896,1449,1989,579,2567,1407,560,1966,1643,487,2130,1392,218,1616,841,163,1003,832,105,937,1223,127,1352,613,10,616,328,11,336,192,62,257,324,3,324,1334,61,1399,234,333,563,13872,6559,20431
40702,124,171,294,85,111,189,132,530,665,151,753,901,640,1681,2321,592,742,1335,1631,733,2364,1290,781,2071,1590,663,2251,1704,388,2091,1233,258,1490,1231,169,1403,1935,210,2146,1138,35,1170,556,19,576,301,108,405,579,18,594,1557,89,1648,281,422,705,16753,7868,24625
40703,132,180,314,138,121,262,165,661,829,185,1014,1199,831,2112,2944,727,884,1614,2315,770,3078,1601,732,2336,1981,620,2603,1801,338,2136,1219,230,1456,1194,141,1333,1828,198,2028,945,39,981,454,14,467,231,99,327,437,16,454,1669,109,1777,364,545,907,18223,8823,27048
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101,137,113,252,67,56,127,105,254,361,103,423,527,358,855,1204,408,506,916,1046,392,1437,866,422,1292,1088,393,1478,1128,227,1351,855,183,1044,937,110,1045,1567,196,1759,1023,35,1059,620,23,641,389,93,477,703,18,724,1761,147,1913,178,210,389,13331,4652,17981
50102,197,262,463,135,118,253,192,510,702,222,845,1062,783,1741,2521,822,851,1678,2126,706,2830,1597,795,2387,1873,757,2629,1904,543,2441,1619,451,2066,1719,343,2064,3351,594,3945,2329,68,2398,1487,43,1530,945,232,1178,1731,42,1773,3470,217,3683,409,498,908,26904,9621,36528
50103,64,76,139,45,56,101,66,181,249,77,261,337,250,503,758,200,234,435,631,216,842,421,228,652,546,201,743,511,116,634,371,106,477,357,73,426,625,100,722,418,15,430,218,4,221,143,34,182,239,5,240,775,36,813,89,155,240,6036,2600,8633
50201,285,303,594,171,130,300,245,562,807,267,890,1156,926,2171,3099,883,1040,1925,2710,716,3424,1726,737,2458,2150,764,2910,1874,445,2314,1355,398,1752,1371,325,1693,2715,474,3184,1827,49,1876,1102,22,1129,913,192,1111,1722,21,1740,3500,220,3728,404,586,995,26146,10051,36196
50301,191,274,465,64,123,186,83,275,356,63,382,451,150,727,878,202,567,770,407,480,885,432,490,928,625,518,1138,716,403,1117,531,388,921,616,310,929,1268,569,1833,1067,48,1115,867,33,901,1385,573,1960,5760,94,5855,2165,232,2396,170,237,406,16766,6724,23490
50302,260,608,875,109,209,326,134,672,810,97,982,1074,368,1537,1907,357,978,1340,802,846,1652,809,1117,1929,1155,1462,2618,1152,1217,2373,1053,1198,2257,1145,1009,2149,2769,2005,4770,2070,307,2378,1642,190,1829,1837,1286,3123,5276,322,5596,2512,776,3287,169,416,586,23715,17147,40859
50401,218,311,530,96,128,226,163,479,647,141,773,917,520,1419,1944,475,763,1235,1339,674,2017,1088,839,1927,1469,884,2356,1457,684,2139,1227,632,1858,1234,487,1715,2650,745,3396,2030,126,2154,1433,84,1518,1061,226,1285,2006,99,2103,2099,389,2481,230,394,620,20915,10145,31065
50402,89,100,185,48,61,109,78,178,257,64,272,336,247,575,821,236,290,525,690,241,926,563,253,814,785,288,1076,708,207,916,609,189,795,687,110,798,1414,184,1597,1034,17,1051,629,9,640,530,64,594,1062,11,1070,1454,66,1518,150,159,310,11058,3277,14335
50403,287,268,560,143,126,270,221,442,666,237,615,848,724,1231,1950,833,635,1472,1753,621,2373,1630,816,2451,2318,979,3302,2470,797,3268,2287,577,2869,2384,446,2824,4919,623,5549,3200,112,3312,1970,62,2036,1429,191,1625,2188,51,2238,3920,222,4139,396,364,757,33313,9181,42496
50501,313,327,641,164,151,316,229,460,687,179,633,810,663,1596,2257,709,938,1647,1968,726,2689,1837,872,2705,2593,989,3586,2445,733,3180,2218,641,2865,2355,548,2899,5530,778,6309,4494,116,4611,3173,66,3245,2742,276,3016,6083,56,6133,5202,271,5478,479,360,841,43378,10538,53914
50502,477,633,1115,252,303,556,350,1093,1448,311,1855,2160,1134,3447,4579,1184,1900,3082,2854,1611,4463,2472,1886,4356,3382,2232,5618,3244,1763,5007,2658,1535,4188,2744,1229,3972,5867,1922,7791,4307,309,4611,3229,216,3439,2687,778,3463,6623,258,6878,5194,853,6045,589,934,1524,49548,24750,74300
50503,411,335,740,199,150,358,396,553,950,339,752,1094,1030,1730,2756,1245,921,2165,2656,805,3461,2400,980,3376,3208,1270,4478,3500,986,4489,3233,792,4028,3334,577,3906,7268,831,8100,4952,116,5065,3119,85,3210,2111,224,2332,3486,57,3544,5927,347,6277,591,458,1052,49402,11983,61388
50601,178,183,366,109,73,175,163,359,518,156,439,592,470,970,1444,608,533,1140,1290,451,1735,1128,598,1729,1661,698,2359,1684,505,2181,1486,359,1838,1394,265,1662,2926,339,3261,1919,59,1977,1143,33,1176,818,99,922,1336,26,1360,2303,174,2477,299,253,544,21051,6405,27453
50602,192,334,528,81,159,246,158,469,627,132,710,840,425,1211,1638,383,588,974,953,584,1536,859,745,1605,1176,946,2119,1130,682,1810,974,638,1614,1066,516,1583,2171,854,3027,1559,180,1739,1129,120,1249,882,376,1262,1590,144,1738,1764,518,2286,171,328,498,16803,10107,26910
50603,354,390,738,126,162,291,193,471,664,176,642,811,504,1395,1904,563,738,1301,1293,578,1867,1209,692,1900,1740,712,2455,1597,590,2190,1453,484,1938,1387,385,1775,2918,568,3485,2070,148,2216,1447,73,1521,1121,162,1279,2216,63,2278,2364,389,2752,219,339,557,22941,8983,31930
50604,379,318,692,118,137,256,262,468,727,202,643,848,753,1471,2222,768,682,1442,1974,619,2597,1686,807,2499,2374,876,3252,2425,666,3090,2032,533,2564,1994,375,2369,4219,491,4703,2701,90,2791,1634,68,1701,1121,145,1266,1736,80,1814,3150,276,3427,375,360,737,29898,9096,38996
50605,130,135,262,63,69,127,84,204,285,85,286,377,287,736,1029,292,422,718,908,295,1202,783,358,1135,1103,450,1551,1053,320,1373,936,296,1233,992,206,1199,2059,282,2342,1537,44,1580,985,27,1015,775,84,862,1409,29,1437,1854,131,1986,183,194,376,15528,4556,20084
50606,69,40,110,25,18,39,47,32,78,48,61,111,110,122,227,110,84,199,307,78,387,296,119,410,446,152,597,491,146,635,499,101,601,557,64,618,1108,106,1206,716,19,739,427,9,437,320,30,350,572,8,582,897,31,932,102,57,156,7142,1269,8417
50607,143,250,391,55,81,132,95,268,366,65,323,387,149,669,818,188,458,648,393,369,765,446,413,864,566,549,1120,550,424,981,441,375,818,501,324,823,1093,566,1659,858,67,928,705,53,752,706,322,1026,2223,65,2285,1097,221,1319,93,170,265,10377,5967,16341
50701,224,240,461,121,91,211,198,445,638,149,657,807,563,1243,1809,571,631,1205,1464,496,1963,1185,701,1887,1677,801,2486,1632,640,2274,1524,575,2097,1677,422,2101,3671,664,4340,2905,101,3004,1925,65,1986,1502,218,1718,2536,75,2614,3190,275,3465,315,383,699,27039,8726,35759
50702,76,148,233,31,69,104,68,361,428,67,433,500,206,713,921,175,364,543,441,279,725,352,368,723,483,370,850,510,292,803,417,276,695,458,252,708,947,391,1343,795,74,868,635,48,680,570,243,808,1667,58,1721,1142,212,1354,78,182,264,9131,5145,14267
50703,83,91,170,38,29,68,73,186,258,97,230,330,274,441,718,310,196,503,614,181,794,568,293,857,752,357,1107,751,280,1030,710,206,917,700,140,836,1421,155,1575,929,26,961,498,17,516,288,58,345,452,4,459,1111,91,1201,111,136,247,9774,3118,12892
50704,292,298,591,140,158,300,192,472,670,136,699,828,488,1489,1979,486,844,1335,1210,706,1919,1124,714,1837,1664,757,2429,1461,578,2037,1225,545,1771,1325,431,1757,2934,718,3646,2413,96,2514,1799,67,1863,1818,363,2185,5004,71,5075,3083,262,3347,269,369,638,27065,9649,36710
50705,317,291,606,142,101,240,259,486,745,221,765,986,788,1606,2393,881,872,1753,2102,635,2740,1664,756,2418,2185,890,3077,2145,665,2813,2014,570,2580,2049,441,2489,4367,666,5036,2905,84,2982,1838,37,1875,1382,196,1574,2326,46,2370,4684,258,4943,398,465,861,32652,9828,42481
50901,109,144,254,80,92,170,133,344,470,124,616,740,472,1347,1819,499,643,1144,1408,553,1965,1042,537,1576,1455,541,1991,1321,308,1633,970,224,1199,1056,205,1262,1643,249,1896,1102,37,1136,653,5,663,352,88,438,759,18,774,1659,116,1780,255,364,624,15092,6440,21536
50902,161,190,354,121,130,246,121,357,475,93,553,644,518,1221,1737,449,485,936,1300,432,1732,888,525,1410,1109,537,1643,1066,331,1401,798,267,1069,891,211,1104,1616,276,1891,1020,42,1066,587,20,604,423,105,535,831,19,852,1949,97,2047,280,328,606,14230,6118,20350
50903,54,59,108,31,46,76,36,140,182,53,217,270,183,400,581,124,205,327,419,203,620,352,207,557,431,193,627,372,138,514,311,101,415,329,88,417,615,122,738,362,8,371,217,0,220,156,48,208,307,5,316,625,35,662,124,124,252,5104,2354,7458
51001,42,76,116,30,44,73,109,202,312,88,229,320,272,188,461,219,164,381,340,171,515,406,211,617,406,263,672,379,243,622,318,230,543,382,192,576,860,288,1148,659,38,702,493,28,524,297,94,397,552,43,600,991,105,1091,185,185,362,7036,3001,10031
51002,20,19,44,13,19,29,18,50,65,22,51,77,64,47,108,38,25,67,91,41,131,80,69,149,110,108,218,120,109,233,154,128,277,185,156,343,551,312,859,410,27,435,398,18,410,450,176,629,1008,39,1041,490,37,529,91,82,170,4304,1510,5815
51003,32,30,60,16,16,31,29,44,74,25,50,78,60,57,120,53,33,87,86,50,135,101,87,193,125,159,281,143,139,289,183,169,345,231,175,409,873,497,1369,645,24,664,529,21,551,664,214,884,1522,45,1569,686,74,759,103,80,182,6110,1975,8084
51101,28,39,69,21,25,46,24,84,103,29,141,170,115,313,425,118,127,250,264,123,390,201,128,331,270,153,424,311,102,414,234,86,314,248,49,290,464,70,536,350,13,358,185,6,187,120,38,157,260,4,262,511,20,530,75,91,165,3826,1615,5436
51102,23,52,81,14,27,37,12,64,76,13,105,124,69,140,206,51,84,138,154,84,233,93,88,177,158,79,232,148,69,217,124,50,176,149,49,198,246,95,338,167,9,179,109,0,106,72,27,104,146,0,143,279,37,317,83,75,161,2110,1128,3242
51103,57,85,141,34,41,78,64,162,225,72,201,269,148,369,523,161,166,329,347,177,522,286,200,490,374,307,681,405,288,690,422,298,717,496,284,786,1256,474,1729,927,45,974,752,25,776,606,157,757,1027,60,1092,1061,120,1182,221,206,428,8717,3662,12381
51104,153,176,334,89,75,168,130,370,505,135,534,664,406,923,1332,444,469,909,1095,413,1510,716,444,1160,992,461,1460,989,322,1312,739,293,1027,815,198,1016,1563,288,1858,1017,39,1052,681,25,704,420,110,528,823,14,836,1952,109,2067,270,299,571,13441,5575,19010
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60101,22,31,53,23,15,36,48,91,140,78,188,265,170,305,471,212,128,343,455,129,583,379,147,527,456,120,576,431,83,515,337,45,376,321,27,350,562,24,585,272,0,272,144,0,145,88,7,97,83,0,89,396,13,416,87,101,190,4562,1461,6028
60102,74,87,162,33,60,94,85,306,384,87,536,631,343,1135,1481,429,657,1087,1056,541,1593,1008,562,1573,1258,596,1851,1238,351,1593,988,319,1306,955,194,1151,1840,211,2047,1284,24,1308,782,20,801,456,79,540,750,7,757,1304,98,1406,178,306,477,14136,6094,20229
60103,73,113,189,39,91,134,129,427,556,159,847,1004,499,1743,2237,632,795,1426,1430,680,2107,1162,728,1892,1374,679,2053,1351,404,1760,1016,270,1283,920,165,1081,1576,153,1733,871,25,894,415,12,427,223,41,265,235,8,240,1132,110,1245,214,420,635,13456,7725,21178
60104,49,52,96,23,42,66,52,145,195,52,249,305,184,623,804,259,371,627,590,273,870,577,304,883,807,275,1083,761,182,941,617,153,777,651,86,736,1266,104,1373,802,13,817,524,6,532,337,46,383,528,7,533,838,66,902,81,113,200,9005,3112,12116
60105,93,220,316,46,120,168,78,428,505,66,523,588,217,981,1194,268,759,1024,577,598,1171,589,684,1270,898,803,1699,879,566,1444,682,497,1181,730,391,1116,1467,489,1962,1098,89,1186,847,48,896,621,195,810,1512,34,1543,1178,355,1534,78,232,311,11908,8017,19923
60106,23,17,41,17,17,30,37,112,150,32,177,210,131,409,539,179,162,342,397,164,559,334,205,540,412,149,560,443,95,537,349,62,410,297,49,342,542,34,583,292,0,292,162,4,165,90,21,107,116,3,117,424,26,449,60,101,157,4339,1812,6149
60201,121,236,355,73,132,211,205,812,1018,228,1058,1280,678,2277,2957,807,1187,1998,2015,985,3008,1523,1017,2545,1980,914,2898,1868,560,2427,1424,437,1864,1328,287,1615,2354,300,2659,1440,48,1487,763,22,786,455,119,570,888,24,906,1765,233,1999,298,505,802,20221,11157,31383
60202,38,59,95,29,37,67,53,201,255,44,295,344,262,615,879,249,294,538,799,201,1003,540,237,783,670,154,825,549,86,630,400,57,459,393,33,430,586,43,630,359,3,365,181,0,178,110,19,132,137,0,134,611,19,624,112,136,249,6136,2488,8620
60203,88,118,202,61,72,130,74,391,464,103,550,653,463,1233,1701,461,461,925,1302,394,1697,860,379,1243,1020,314,1331,906,152,1061,612,135,754,591,75,662,907,74,985,558,12,570,255,3,256,129,46,174,227,4,231,1045,55,1101,179,258,440,9859,4727,14580
60301,19,17,37,25,18,45,30,97,132,25,159,185,136,331,469,123,99,224,334,110,446,244,120,362,309,88,395,299,47,347,218,36,258,208,26,233,293,26,316,151,4,152,78,0,77,41,7,52,69,0,69,334,15,342,49,69,117,2979,1280,4258
60302,36,42,78,43,40,78,44,166,214,64,238,306,239,564,802,210,223,432,611,192,799,448,185,632,545,162,705,505,82,595,400,55,454,319,33,350,540,48,588,264,5,272,140,0,140,68,24,91,137,3,145,512,25,533,91,117,206,5206,2204,7412
60303,10,18,35,15,6,24,23,84,105,16,106,125,103,230,335,77,118,194,274,85,355,201,83,286,186,59,239,161,31,186,97,26,125,86,22,111,136,21,156,51,3,57,23,0,23,11,12,24,39,0,41,205,16,218,45,56,101,1756,982,2746
60401,76,104,185,61,76,142,107,448,559,142,730,872,564,1602,2164,526,670,1196,1601,507,2106,1121,489,1612,1270,431,1697,1185,231,1419,831,182,1012,810,141,946,1282,116,1399,752,22,777,399,0,404,192,56,241,357,9,365,1196,78,1269,245,368,610,12714,6261,18982
60402,69,106,177,59,66,126,96,371,465,93,618,713,513,1348,1866,504,602,1111,1443,410,1855,1011,469,1477,1307,419,1729,1133,236,1366,806,165,973,720,120,843,1187,97,1278,668,15,683,332,3,339,215,53,273,317,6,325,1135,68,1199,213,307,515,11831,5474,17309
60403,28,51,78,24,26,54,41,172,210,45,229,276,186,502,680,198,181,384,474,161,644,327,209,537,387,164,552,440,104,539,286,79,367,318,64,386,522,70,592,286,11,293,134,3,136,76,25,106,114,4,115,466,32,500,90,120,212,4455,2206,6665
69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70101,25,56,76,6,19,24,17,55,73,16,132,146,51,154,200,48,93,135,115,110,226,83,191,282,187,296,484,228,295,521,235,288,527,295,279,575,784,520,1303,567,112,677,499,76,573,575,355,925,1291,170,1460,632,225,861,59,84,140,5703,3511,9213
70102,71,95,165,37,39,80,60,128,184,64,296,356,181,342,516,193,235,428,338,247,586,406,310,721,612,408,1020,694,374,1070,663,307,974,726,294,1023,1705,453,2158,1405,91,1493,1075,86,1165,791,166,956,1892,104,2000,1509,214,1723,169,190,359,12589,4377,16963
70103,30,39,74,16,9,21,20,49,71,21,77,96,69,114,175,42,65,113,113,89,194,145,119,264,188,146,337,251,118,367,203,87,296,236,77,314,648,112,756,506,18,524,462,14,479,333,55,384,826,24,847,591,44,633,89,66,157,4787,1321,6109
70104,35,48,81,20,18,36,33,76,112,56,152,204,114,165,277,127,102,223,219,108,321,225,167,387,356,222,574,395,214,616,440,202,644,515,163,672,1245,249,1494,981,63,1046,767,39,805,695,78,774,1193,47,1240,911,95,1007,123,114,236,8444,2321,10762
70201,32,69,99,32,34,68,87,112,203,37,170,214,201,181,385,142,182,320,274,246,518,304,296,607,394,359,756,434,329,763,383,254,637,432,219,648,981,299,1279,725,52,780,487,32,522,379,103,483,633,50,683,943,135,1082,132,141,276,7047,3276,10322
70202,5,8,13,8,13,20,16,33,42,3,31,32,43,27,71,45,23,67,47,23,70,68,43,111,75,46,120,80,31,105,59,33,91,73,28,103,96,38,134,71,7,81,43,6,53,23,9,34,34,6,42,117,7,125,27,27,55,937,431,1368
70203,31,23,58,49,31,75,105,71,174,45,76,122,150,91,244,132,43,172,207,52,265,205,50,255,227,80,309,204,68,268,139,60,202,134,57,194,223,83,305,135,5,145,85,8,95,55,17,71,97,7,104,334,16,346,104,75,174,2661,911,3569
70204,0,8,6,7,3,9,17,14,34,12,3,12,54,10,63,37,3,42,64,13,80,91,30,121,117,38,152,116,42,162,94,50,142,107,54,158,216,80,297,174,9,183,140,5,144,80,26,106,189,4,192,231,7,240,329,45,372,2071,439,2510
70205,27,32,61,31,14,47,62,53,113,38,83,112,133,85,213,77,58,134,163,65,228,191,85,271,191,91,279,211,105,321,177,77,251,162,72,239,360,93,452,312,17,328,167,9,172,99,25,123,177,5,186,512,28,543,92,79,173,3165,1076,4241
79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101,141,239,380,66,117,179,134,349,488,133,575,706,376,893,1272,380,672,1053,793,708,1501,874,817,1689,1411,1026,2434,1560,958,2518,1402,931,2336,1485,593,2080,3313,1145,4456,2964,175,3139,2163,99,2260,1781,275,2059,3242,74,3324,2073,357,2425,176,238,414,24478,10242,34722
80103,0,6,8,0,8,3,0,22,22,0,42,42,4,53,61,0,23,21,20,20,33,15,32,44,11,21,33,18,22,35,12,11,20,21,13,27,28,10,31,23,0,20,20,0,20,6,6,12,23,0,23,23,5,24,3,12,16,222,290,503
80104,85,124,204,41,50,94,79,106,182,75,147,227,146,282,431,226,257,484,430,243,674,513,401,913,833,549,1384,1000,553,1549,1024,559,1586,1095,353,1445,2741,714,3457,2278,92,2377,1851,63,1908,1529,214,1743,3024,73,3099,1541,179,1719,94,97,195,18606,5062,23668
80105,77,245,323,38,96,138,57,328,392,57,444,503,154,601,749,147,407,559,279,407,685,313,496,809,485,714,1198,541,704,1246,486,752,1240,470,530,1004,1185,1239,2422,1088,233,1319,985,132,1116,885,424,1310,2368,170,2535,1047,441,1492,69,207,275,10738,8579,19319
80106,23,59,87,10,38,48,27,126,155,25,184,210,75,256,335,42,172,218,124,158,279,123,207,327,199,293,496,259,350,606,213,388,601,283,325,604,663,777,1436,606,97,702,523,68,583,553,419,975,2117,68,2192,714,137,856,44,92,135,6624,4211,10835
80107,93,129,223,37,80,119,87,243,333,118,425,538,293,798,1094,385,453,838,746,487,1235,839,618,1461,1236,704,1939,1406,612,2016,1275,545,1822,1326,409,1732,3205,759,3959,2729,75,2797,2168,49,2216,1632,194,1825,3293,48,3337,2193,116,2311,174,193,367,23237,6924,30166
80108,24,33,57,17,18,31,25,83,109,18,153,177,75,253,325,78,204,278,209,188,397,224,200,425,295,210,505,332,183,513,309,151,463,318,116,433,734,267,1000,640,19,662,590,8,595,448,65,514,1200,13,1212,559,42,602,45,75,120,6138,2285,8419
80109,45,82,126,26,47,74,29,121,152,30,229,259,104,385,487,103,266,370,254,295,544,289,354,647,446,435,888,441,388,823,444,351,792,463,261,729,1121,477,1597,829,49,874,677,23,701,653,205,861,2070,40,2110,862,84,945,67,122,185,8941,4219,13158
80110,7,4,6,3,4,10,3,6,7,3,7,11,3,7,15,11,9,25,17,16,28,17,28,44,41,66,102,45,94,140,62,69,134,53,52,109,192,78,263,182,16,196,136,7,151,130,20,148,202,5,208,84,22,107,7,10,11,1196,518,1710
80111,3,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,0,4,0,3,3,0,3,3,4,6,4,3,0,4,5,5,8,10,5,16,14,3,20,15,0,13,20,0,20,8,0,8,29,0,29,14,0,14,0,3,4,139,25,166
89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90101,0,0,0,0,0,5,0,3,3,0,0,3,3,6,14,3,3,4,8,3,8,5,8,15,14,10,23,14,8,26,12,8,26,28,7,35,49,25,74,40,3,40,29,0,29,19,6,25,38,0,38,35,0,33,3,0,3,301,101,399
90102,0,0,0,3,0,3,0,0,0,0,0,0,6,0,9,0,0,0,3,0,5,3,0,8,12,0,12,7,0,7,10,0,9,6,0,5,14,3,15,13,0,17,5,0,5,3,0,6,8,0,8,19,0,19,0,0,0,122,8,131
90103,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,0,0,0,0,0,0,6,0,6,8,3,11,3,0,5,3,0,3,13,3,12,10,0,10,0,0,0,0,0,0,3,0,3,9,0,9,13,0,14,71,19,86
90104,3,7,8,3,6,12,7,16,21,3,22,30,12,52,60,17,35,52,33,36,67,48,26,70,68,10,80,64,4,70,43,12,51,32,4,34,52,6,52,17,0,17,4,0,4,4,0,9,7,0,7,53,6,55,8,16,29,488,252,743
99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
