SA3_CODE_2016,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
12103,..,6164,6164,10800,420,11218,6643,90,6733,9093,48,9135,3894,25,3916,1382,11,1399,31810,6759,38566
12104,..,13544,13544,13385,1681,15065,5221,476,5699,4140,73,4214,1283,24,1302,319,3,324,24356,15794,40152
12201,..,3680,3680,4760,630,5385,2306,236,2539,2668,56,2722,1005,17,1030,201,3,207,10941,4624,15559
12202,..,4123,4123,6229,322,6551,3118,66,3188,4201,24,4223,1782,9,1785,693,3,696,16015,4548,20562
12203,..,11326,11326,14231,1267,15496,8183,290,8475,10474,76,10548,4235,34,4266,1684,11,1698,38806,13008,51814
12301,..,2715,2715,5112,234,5345,3644,41,3681,4594,10,4606,2124,4,2130,1018,4,1016,16493,3007,19497
12302,..,9234,9234,13321,940,14268,9339,141,9475,9380,51,9431,4515,24,4538,3360,12,3369,39926,10403,50325
12303,..,2037,2037,3873,170,4038,2113,27,2135,2493,4,2501,1373,0,1371,811,0,808,10662,2233,12900
12401,..,7353,7353,9283,734,10021,4228,80,4301,4204,22,4229,1863,14,1874,780,8,782,20357,8204,28560
12402,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
12403,..,9064,9064,12918,957,13877,8244,150,8394,8626,45,8668,3993,15,4004,2280,6,2288,36064,10228,46294
12404,..,2927,2927,3300,288,3586,2041,49,2085,1878,16,1896,966,0,966,594,0,595,8778,3285,12063
12405,..,3196,3196,4573,402,4979,3175,57,3231,3193,11,3200,1567,4,1574,1072,4,1076,13574,3670,17247
12501,..,4450,4450,5947,837,6786,4619,401,5017,4593,271,4870,2400,214,2606,2243,278,2516,19808,6442,26251
12502,..,4015,4015,5434,421,5856,4161,113,4281,4570,40,4610,1981,13,1992,1049,0,1050,17192,4606,21804
12503,..,8976,8976,10081,897,10980,7597,271,7868,7871,190,8059,4811,90,4897,4497,106,4603,34847,10532,45380
12504,..,10038,10038,11892,1395,13284,9690,472,10163,8629,240,8865,3136,109,3242,1733,99,1833,35081,12349,47432
12601,..,2434,2434,4020,309,4330,2863,150,3018,3553,81,3639,1403,27,1433,667,18,691,12514,3030,15539
12602,..,10926,10926,12918,1512,14431,8081,527,8606,8129,222,8353,3175,127,3299,1517,99,1620,33816,13425,47236
12701,..,3550,3550,5780,304,6086,5109,47,5161,6563,12,6580,3921,5,3933,2988,4,2995,24369,3929,28295
12702,..,8074,8074,11665,850,12515,9806,190,9999,10541,70,10612,6410,30,6439,5746,29,5771,44170,9244,53414
12703,..,6207,6207,8053,577,8627,6556,94,6656,7432,31,7471,3729,17,3745,2478,3,2486,28251,6932,35183
12801,..,9801,9801,12180,938,13124,6065,144,6209,6800,40,6840,2976,3,2980,1075,4,1078,29096,10936,40030
12802,..,6215,6215,10256,512,10765,6428,63,6493,7986,20,8006,3470,3,3469,1181,3,1186,29319,6813,36132
19797,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101,..,11383,11383,11977,1311,13282,5353,314,5669,5352,148,5504,2278,35,2310,884,19,902,25847,13212,39056
20102,..,3014,3014,3774,237,4009,1365,14,1382,1291,6,1299,619,0,619,275,0,275,7328,3268,10591
20103,..,3288,3288,3587,263,3850,1166,22,1191,1029,4,1035,467,3,471,257,3,256,6512,3580,10096
20201,..,10265,10265,11234,1092,12326,5002,315,5321,4568,84,4652,2075,27,2103,871,15,888,23759,11809,35561
20202,..,4830,4830,6186,407,6592,2368,49,2416,2362,15,2376,988,7,993,367,11,375,12265,5312,17580
20203,..,1332,1332,1583,117,1696,520,3,516,444,0,442,254,0,254,119,0,119,2919,1452,4367
20301,..,1077,1077,2119,92,2213,942,7,949,1210,0,1217,591,3,595,248,0,248,5110,1185,6296
20302,..,19974,19974,21605,1828,23431,10367,526,10889,9962,234,10193,4060,94,4151,1566,86,1653,47555,22738,70291
20303,..,6392,6392,9246,508,9756,3437,87,3520,4057,32,4092,1745,11,1760,519,0,519,19006,7031,26043
20401,..,5986,5986,7140,443,7589,2524,32,2562,2405,13,2421,1089,12,1104,451,15,462,13606,6499,20110
20402,..,5575,5575,6479,421,6906,2208,34,2241,2096,11,2106,954,8,957,330,0,334,12066,6047,18116
20403,..,7003,7003,9093,602,9691,3522,72,3599,3429,31,3463,1520,11,1529,586,3,589,18149,7725,25872
20501,..,4467,4467,6220,348,6568,2423,26,2454,2381,10,2392,1230,6,1229,530,3,535,12781,4862,17641
20502,..,5437,5437,6818,371,7190,1991,43,2035,1808,7,1811,799,3,809,323,4,332,11745,5868,17614
20503,..,7513,7513,8800,515,9316,2791,45,2839,2571,10,2582,1289,3,1298,489,0,493,15942,8097,24037
20504,..,8774,8774,9164,673,9839,3889,96,3985,3524,23,3546,1406,0,1411,602,3,606,18585,9570,28158
20505,..,4752,4752,5587,355,5946,2053,48,2097,1906,11,1915,964,5,967,347,5,353,10857,5172,16030
20601,..,9513,9513,9612,2324,11934,4544,1179,5720,4295,531,4822,1314,167,1482,521,66,587,20285,13775,34058
20602,..,5936,5936,5472,1157,6629,2804,511,3314,2955,235,3189,865,64,931,265,20,284,12360,7918,20277
20603,..,7588,7588,7027,1152,8182,3560,411,3972,3832,116,3952,1418,24,1440,425,18,444,16273,9309,25578
20604,..,20644,20644,15744,7328,23075,5108,2906,8018,2522,1129,3652,717,382,1094,346,181,524,24441,32569,57012
20605,..,17806,17806,14105,3121,17225,4647,758,5407,3298,153,3451,913,33,950,258,16,271,23214,21896,45114
20606,..,10882,10882,8914,2364,11278,2617,667,3286,1887,143,2036,633,23,657,172,11,180,14222,14088,28314
20607,..,11823,11823,11352,2912,14265,4044,1500,5546,3015,558,3573,833,144,980,329,39,369,19572,16977,36553
20701,..,14473,14473,16546,2011,18558,8883,683,9564,11038,286,11325,4479,105,4579,1290,56,1345,42244,17609,59849
20702,..,6176,6176,9932,484,10417,5775,158,5938,5953,66,6017,2344,23,2371,892,13,905,24893,6930,31827
20703,..,8986,8986,9682,1153,10834,5942,609,6548,6432,343,6777,2369,165,2531,851,127,974,25273,11381,36658
20801,..,8561,8561,10462,613,11075,5231,92,5325,6875,21,6899,2570,11,2582,591,7,600,25736,9300,35037
20802,..,14360,14360,15081,1928,17003,8513,716,9231,9551,292,9841,3359,101,3458,1104,62,1166,37603,17459,55064
20803,..,12096,12096,13039,1025,14073,7015,141,7154,7515,39,7554,2591,23,2614,721,12,736,30881,13346,44224
20804,..,4131,4131,4280,597,4882,2063,254,2314,2571,92,2660,1096,46,1139,259,20,282,10274,5136,15406
20901,..,10581,10581,13398,960,14361,7309,288,7599,7950,115,8063,2828,46,2876,930,20,951,32420,12007,44431
20902,..,9396,9396,9562,1418,10983,5311,580,5893,4931,248,5178,1852,90,1942,975,92,1068,22630,11829,34457
20903,..,3101,3101,6148,219,6365,3771,30,3797,5018,9,5029,2097,7,2105,660,0,662,17686,3373,21059
20904,..,11196,11196,18364,1193,19559,13234,311,13545,14585,186,14774,6285,63,6350,3275,36,3306,55740,12987,68732
21001,..,4496,4496,6533,345,6882,3557,87,3640,3877,20,3902,1489,14,1495,514,0,513,15968,4963,20932
21002,..,1706,1706,3201,137,3338,1531,16,1542,1999,3,2002,889,0,889,340,0,340,7966,1858,9827
21003,..,6934,6934,7440,726,8166,4394,240,4633,4166,100,4268,1685,66,1754,1035,64,1098,18729,8137,26861
21004,..,2840,2840,4039,259,4300,2428,27,2451,2525,12,2534,1098,0,1098,424,0,424,10510,3138,13641
21005,..,7338,7338,10864,758,11624,8747,174,8928,9836,93,9930,5340,37,5377,4127,32,4164,38918,8446,47358
21101,..,10856,10856,15508,986,16497,9744,188,9931,10636,66,10709,3992,16,4009,1655,8,1667,41538,12132,53669
21102,..,1263,1263,2368,91,2454,1358,11,1374,1930,0,1933,940,3,946,295,0,295,6886,1373,8262
21103,..,9614,9614,11805,933,12740,6496,152,6647,6953,51,6999,2775,8,2782,1032,3,1041,29064,10750,39820
21104,..,5000,5000,6377,421,6798,3645,147,3795,4197,60,4261,1499,23,1518,528,14,538,16240,5670,21908
21105,..,10733,10733,16241,943,17185,8543,120,8662,9275,21,9303,4031,8,4037,1723,6,1730,39807,11837,51646
21201,..,5777,5777,9018,599,9616,5467,78,5541,5993,19,6013,2706,5,2708,1392,3,1397,24566,6491,31055
21202,..,7014,7014,11133,706,11843,7494,151,7648,8966,81,9040,3900,42,3941,2319,38,2360,33811,8024,41836
21203,..,7045,7045,12102,865,12961,9679,128,9809,11523,51,11576,5159,19,5177,3714,11,3728,42166,8123,50285
21204,..,12433,12433,15246,1442,16686,10992,520,11511,10266,338,10607,4919,196,5117,3826,192,4018,45260,15121,60375
21205,..,11638,11638,16573,1569,18142,10480,1042,11523,11352,723,12076,4013,259,4270,1633,178,1815,44047,15408,59458
21301,..,10746,10746,14809,1146,15957,10894,383,11275,10941,241,11182,5286,135,5429,3875,107,3979,45807,12759,58564
21302,..,7704,7704,9135,725,9863,5151,193,5342,5263,54,5314,1861,16,1876,757,10,764,22165,8698,30862
21303,..,8121,8121,8306,1622,9931,4692,680,5377,4354,308,4658,1437,110,1553,762,86,848,19553,10933,30481
21304,..,8113,8113,12141,886,13033,8758,116,8871,10610,31,10643,4661,8,4668,2594,7,2600,38766,9157,47926
21305,..,10515,10515,16541,1331,17878,14396,295,14691,14905,122,15033,6298,55,6349,4102,31,4129,56237,12346,68588
21401,..,13310,13310,14614,1359,15970,8107,200,8309,7745,39,7782,3056,15,3076,1235,4,1244,34757,14930,49687
21402,..,15561,15561,20054,1044,21094,7864,91,7956,8448,21,8472,3454,17,3468,1241,3,1242,41053,16738,57791
21501,..,7606,7606,8196,485,8681,2685,73,2760,2490,20,2514,1172,17,1192,455,10,465,15003,8210,23215
21502,..,5675,5675,6433,470,6904,2732,77,2808,2495,39,2534,1269,14,1279,596,13,610,13527,6292,19817
21503,..,4274,4274,4793,339,5136,1693,51,1742,1428,14,1440,869,10,879,396,4,404,9175,4696,13869
21601,..,3912,3912,4974,292,5265,1732,28,1761,1710,13,1724,851,0,854,378,0,377,9639,4254,13899
21602,..,3160,3160,3958,235,4191,1343,25,1365,1196,10,1203,650,0,649,324,3,328,7471,3428,10899
21603,..,6130,6130,7090,534,7628,3193,94,3287,3116,44,3159,1500,19,1514,797,10,804,15698,6825,22527
21701,..,4451,4451,4988,283,5270,1696,34,1729,1575,6,1577,702,0,703,267,0,267,9214,4778,13991
21703,..,4334,4334,4815,317,5136,1674,49,1728,1588,6,1598,831,8,838,400,9,402,9311,4724,14030
21704,..,5226,5226,6182,447,6626,2424,103,2526,2387,43,2428,1168,20,1184,509,16,520,12658,5862,18519
29797,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29999,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30101,..,4679,4679,7811,518,8328,4349,109,4456,4569,34,4602,1874,4,1879,908,5,913,19516,5343,24854
30102,..,6483,6483,10298,677,10967,4587,85,4671,4867,15,4887,1948,3,1953,922,4,929,22624,7265,29895
30103,..,5266,5266,7291,660,7951,4328,135,4463,4431,38,4468,1653,9,1659,672,3,677,18369,6109,24484
30201,..,2762,2762,4610,398,5009,2462,87,2554,2656,34,2687,1020,6,1029,411,3,412,11157,3293,14451
30202,..,7481,7481,8132,1038,9169,4056,288,4347,3801,86,3885,1456,18,1477,551,7,556,18002,8918,26918
30203,..,4213,4213,4511,774,5285,2263,171,2436,1891,55,1949,722,18,737,350,3,354,9738,5237,14971
30204,..,5587,5587,6477,673,7147,3675,142,3817,3276,27,3304,1231,7,1236,596,3,600,15254,6438,21695
30301,..,3896,3896,5307,538,5847,2924,234,3164,3209,75,3281,1216,23,1236,485,16,495,13143,4779,17923
30302,..,7995,7995,7819,1692,9512,3590,755,4341,3489,295,3781,1295,94,1382,455,42,499,16635,10876,27513
30303,..,4617,4617,6586,724,7307,4019,438,4457,4299,177,4471,1824,106,1928,1016,64,1084,17746,6122,23864
30304,..,3046,3046,3728,548,4279,2067,227,2294,2279,137,2418,900,68,965,426,40,460,9397,4060,13455
30305,..,2547,2547,4832,512,5340,3736,173,3908,3923,83,4002,1714,23,1734,1042,16,1051,15232,3350,18582
30306,..,2465,2465,3885,425,4308,2777,275,3048,2812,207,3020,1397,115,1509,1065,61,1129,11934,3547,15479
30401,..,1677,1677,3350,193,3548,2133,49,2179,2333,20,2351,894,3,895,327,7,333,9032,1950,10985
30402,..,1982,1982,4392,220,4609,2571,65,2631,3470,46,3510,1451,15,1465,501,3,504,12376,2328,14709
30403,..,4320,4320,4900,1219,6115,2406,785,3197,2513,346,2866,1011,145,1160,293,74,369,11124,6897,18023
30404,..,3652,3652,5253,415,5670,2916,119,3033,3318,44,3358,1313,9,1319,444,4,451,13239,4239,17485
30501,..,9871,9871,8244,2507,10753,2634,919,3557,1729,436,2167,573,169,742,232,97,326,13409,14003,27418
30502,..,3764,3764,4467,856,5329,2214,379,2593,2275,100,2379,806,35,839,240,16,258,10005,5152,15158
30503,..,10376,10376,9965,2363,12328,4171,806,4978,3928,291,4220,1495,95,1586,456,39,497,20020,13975,33995
30504,..,5062,5062,5649,1363,7007,2686,711,3394,3028,252,3283,1213,69,1287,355,30,383,12929,7487,20419
30601,..,4053,4053,6345,681,7029,3130,115,3246,2980,28,3012,1109,8,1120,438,3,435,13998,4891,18888
30602,..,10123,10123,10421,1388,11807,5280,301,5578,4542,101,4646,2072,14,2083,1323,20,1342,23633,11949,35584
30603,..,3452,3452,4352,320,4672,1583,59,1644,1401,12,1411,647,4,658,568,0,571,8556,3849,12407
30604,..,1206,1206,1482,208,1688,512,27,535,499,11,507,165,0,165,65,3,70,2716,1456,4175
30605,..,4137,4137,5504,387,5895,1805,51,1847,1760,16,1773,797,4,798,525,4,530,10387,4602,14985
30701,..,4169,4169,5146,374,5516,1961,54,2014,1980,16,1990,1064,3,1067,459,0,461,10605,4617,15218
30702,..,3613,3613,5133,368,5503,2022,40,2058,1898,17,1916,1030,3,1032,618,0,623,10702,4047,14742
30703,..,4167,4167,5569,312,5879,1939,37,1977,1736,13,1748,856,7,866,510,0,510,10613,4527,15144
30801,..,2229,2229,2681,213,2893,1296,32,1331,1517,6,1521,767,0,767,412,0,414,6666,2489,9155
30803,..,10479,10479,13404,1078,14485,6131,186,6312,5800,57,5860,2560,17,2577,1312,10,1321,29201,11824,41029
30804,..,1231,1231,1649,103,1757,661,26,686,746,8,749,328,3,333,206,4,213,3596,1375,4965
30805,..,4836,4836,6983,550,7539,3367,85,3457,3450,18,3469,1429,3,1428,651,0,650,15882,5492,21378
30901,..,6834,6834,7948,1411,9352,3337,370,3700,2861,99,2963,976,25,1000,354,18,367,15474,8746,24223
30902,..,5960,5960,6543,879,7424,2875,145,3016,2643,42,2688,1021,10,1026,411,4,419,13495,7038,20529
30903,..,7682,7682,9364,1101,10468,3661,210,3870,2858,58,2917,960,16,976,418,6,424,17258,9076,26336
30904,..,1303,1303,2326,167,2495,967,17,983,969,3,977,405,0,405,226,0,226,4894,1499,6390
30905,..,1307,1307,2979,263,3238,1979,44,2026,2353,12,2366,1005,5,1011,494,3,495,8812,1631,10445
30906,..,4212,4212,6764,674,7445,4059,147,4208,4135,35,4170,1715,10,1724,959,0,959,17640,5076,22716
30907,..,4846,4846,11266,1007,12272,7141,207,7343,8001,59,8061,3392,9,3400,1827,3,1830,31623,6134,37751
30908,..,3520,3520,5551,691,6248,3159,213,3371,2837,65,2901,975,17,993,408,0,410,12932,4511,17446
30909,..,6093,6093,6428,1243,7674,3238,415,3651,2669,167,2842,1019,67,1086,518,34,554,13882,8017,21900
30910,..,5164,5164,5273,955,6231,1870,271,2143,1446,107,1557,524,41,559,179,34,211,9296,6569,15868
31001,..,4568,4568,5710,676,6381,4000,163,4162,3922,34,3962,1743,18,1756,1410,4,1418,16785,5458,22243
31002,..,4598,4598,7492,593,8088,3121,76,3198,2936,23,2963,1542,11,1552,961,3,966,16060,5300,21359
31003,..,8468,8468,10786,1003,11792,6054,170,6220,5681,51,5727,2478,8,2482,1497,4,1499,26499,9693,36192
31004,..,3890,3890,6694,743,7437,4924,129,5051,4977,33,5012,2416,7,2424,1842,3,1845,20852,4813,25662
31101,..,1188,1188,1632,125,1758,733,8,737,664,4,667,291,0,297,218,0,218,3532,1327,4864
31102,..,3497,3497,4369,474,4843,2446,56,2502,1999,19,2014,970,0,969,653,0,658,10439,4042,14481
31103,..,3886,3886,6461,668,7128,4459,118,4579,4333,38,4367,2308,9,2322,1937,6,1942,19496,4731,24223
31104,..,1443,1443,3780,248,4020,2465,36,2500,2914,0,2915,1425,0,1426,1063,0,1067,11645,1725,13369
31105,..,3695,3695,5847,530,6376,3420,83,3505,3410,44,3452,1572,9,1585,1026,9,1032,15276,4365,19638
31106,..,5467,5467,6999,798,7802,4280,166,4447,4036,60,4101,1929,38,1968,1694,27,1718,18942,6562,25505
31201,..,2792,2792,3309,273,3576,1495,49,1543,1608,11,1618,801,14,814,366,10,376,7571,3145,10719
31202,..,9561,9561,13586,1045,14627,6304,160,6465,6086,38,6128,2746,5,2754,1129,3,1133,29853,10818,40669
31203,..,1702,1702,2286,261,2551,961,55,1021,900,26,923,403,0,399,122,0,122,4674,2049,6722
31301,..,3958,3958,5820,397,6211,1570,35,1612,1209,9,1222,498,0,498,270,4,272,9370,4403,13773
31302,..,4583,4583,6616,690,7306,3781,139,3918,3472,54,3519,1812,17,1835,1161,37,1195,16835,5514,22356
31303,..,909,909,1532,113,1648,615,15,627,607,8,615,270,11,277,169,3,173,3199,1049,4248
31304,..,3533,3533,6250,424,6675,3534,67,3605,3772,21,3799,1768,8,1777,1116,4,1119,16444,4061,20509
31305,..,7437,7437,7816,696,8511,3262,91,3355,2576,18,2591,1180,6,1180,594,0,592,15422,8254,23667
31401,..,3612,3612,8649,405,9054,4973,87,5062,6484,18,6500,2623,6,2629,1110,0,1111,23836,4132,27969
31402,..,4214,4214,7113,602,7722,4479,125,4609,4627,35,4656,1885,3,1893,936,0,936,19043,4983,24032
31403,..,2748,2748,4003,383,4389,2339,73,2413,2124,14,2137,911,3,917,506,0,508,9884,3217,13102
31501,..,2219,2219,2228,235,2464,1173,36,1212,1197,10,1203,735,0,738,1016,11,1028,6345,2516,8862
31502,..,2462,2462,2700,303,3001,1363,56,1426,1260,22,1279,695,7,700,555,0,560,6576,2852,9427
31503,..,2228,2228,2241,137,2378,829,23,852,722,3,724,351,0,352,183,0,186,4331,2395,6720
31601,..,3917,3917,6403,533,6938,2900,188,3091,3415,76,3486,1257,24,1278,513,5,518,14487,4738,19226
