SA3_CODE_2016,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot
10304,0,0,5,22,0,0,0,0,0,29,0,0,0,4,3,4,3,3,0,20,0,0,20,25,11,4,3,0,0,65,3,20,18,76,28,32,23,18,20,247,88,192,220,525,327,273,268,201,93,2182,1967,3945,3429,7350,3811,3499,2857,1690,807,29346,0,0,0,5,0,0,0,0,0,8,3900,7465,6096,11621,6044,5667,4327,2367,950,48435,0,0,3,13,0,0,0,0,0,16,0,0,0,0,0,3,0,0,0,3,0,3,0,4,0,0,0,0,0,5,0,3,5,28,11,0,0,0,0,53,0,0,0,0,0,3,0,0,0,8,0,3,7,64,26,24,28,11,0,157,0,0,0,0,5,9,6,9,6,34,0,8,3,3,0,0,3,0,0,18,3,33,35,134,185,214,222,143,55,1019,0,3,0,16,16,6,0,0,0,42,0,3,0,8,4,3,3,3,0,25,0,0,3,17,8,23,75,16,9,161
10401,0,0,3,11,3,0,0,0,0,15,0,0,0,0,0,3,4,3,0,15,0,0,0,4,3,0,4,0,0,7,3,5,6,46,23,29,26,12,4,155,74,161,166,392,297,379,362,223,105,2160,1151,2756,2380,4737,3439,4204,3628,2059,1009,25357,0,0,0,0,0,0,0,0,0,0,2282,5313,4507,7803,5468,6638,5669,3108,1300,42103,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,15,7,14,11,0,0,49,0,0,0,0,4,3,5,0,0,11,0,0,3,17,16,6,4,0,0,55,0,0,0,3,0,0,3,0,0,9,0,0,0,0,0,0,9,0,0,18,4,18,13,106,189,286,373,201,76,1267,0,0,0,13,3,7,7,0,0,31,0,0,0,0,3,8,6,5,0,28,0,3,0,6,18,39,52,29,8,153
10402,0,0,0,20,5,7,0,0,0,34,0,0,0,7,17,13,11,6,5,54,0,0,7,3,3,8,7,0,0,29,15,96,67,213,114,95,88,37,16,736,150,306,300,653,491,521,447,327,259,3465,2318,5412,4449,9493,6199,6679,5205,3079,1518,44344,0,16,51,38,21,4,3,0,0,137,4289,9647,7792,14074,8809,9994,7382,4036,1632,67664,0,0,0,18,3,0,0,0,0,23,0,0,0,3,3,5,0,3,0,10,0,3,3,8,0,0,0,0,0,8,0,4,3,58,25,39,30,8,6,159,0,0,0,11,0,3,5,0,0,21,0,9,19,43,21,22,12,7,0,137,0,0,0,0,0,3,10,10,0,25,0,11,0,13,0,7,15,3,0,55,9,99,83,340,507,618,776,472,190,3096,0,0,3,22,24,24,7,3,0,90,0,5,3,18,12,15,17,4,3,87,0,7,8,54,48,87,140,84,28,470
10501,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,4,9,25,12,12,8,8,3,78,121,181,138,396,266,208,188,120,44,1670,884,1655,1267,2900,1654,1429,1105,670,269,11834,0,0,0,0,0,0,0,0,0,0,1534,2891,2205,4475,2610,2518,1802,942,336,19316,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,15,0,0,0,4,0,0,0,0,0,5,0,0,0,16,7,0,0,0,0,23,0,0,0,0,0,0,8,12,0,29,0,0,0,3,0,0,0,0,0,6,0,0,6,32,42,44,51,21,3,205,0,3,0,10,3,4,0,0,0,19,0,0,0,0,3,0,0,0,0,7,0,0,3,6,4,10,27,13,3,70
10502,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,11,8,9,4,3,0,35,41,69,82,225,117,153,128,91,54,961,559,1139,1069,2348,1320,1510,1136,749,418,10251,0,0,0,0,0,0,0,0,0,0,1072,2079,2013,3926,2264,2577,1873,1070,510,17376,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,18,0,0,0,0,0,0,0,5,3,7,0,0,0,3,0,0,0,0,0,0,0,3,4,29,32,49,41,17,8,178,0,0,0,6,0,0,0,0,0,8,0,0,0,3,0,4,0,0,0,7,0,0,0,5,6,7,21,8,3,44
10503,0,0,0,28,4,0,0,0,0,31,0,0,0,3,0,0,3,0,0,8,0,3,10,22,3,0,4,0,0,43,0,9,7,44,22,25,24,15,5,155,129,293,307,755,467,502,422,268,130,3270,2324,4526,4009,8383,4561,4646,3526,2228,1016,35213,0,0,4,0,0,0,0,0,0,7,4349,8549,7265,13185,7376,7458,5530,3358,1354,58423,3,6,3,52,9,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,3,5,19,3,0,4,0,0,38,0,0,0,4,0,3,0,0,0,8,3,8,15,100,31,15,8,0,4,183,0,0,0,0,0,4,3,3,0,9,3,4,0,18,5,0,0,0,0,31,3,11,23,90,112,157,238,103,39,781,0,0,9,29,7,11,3,0,0,58,0,0,6,5,3,0,5,3,0,29,0,0,11,26,12,21,43,11,8,137
10601,0,0,4,9,5,0,0,0,0,22,0,0,0,0,6,6,8,3,0,24,0,0,0,5,10,0,0,0,0,17,0,7,6,58,30,37,45,18,15,204,168,365,310,862,517,562,455,244,137,3622,2887,5890,5269,10929,5819,5714,4105,2089,1052,43765,0,0,0,6,0,0,0,0,0,6,5454,11121,10050,18741,9572,9240,6301,3081,1235,74794,0,0,0,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,0,29,9,5,6,0,4,58,0,0,0,7,6,3,0,0,0,19,0,4,7,33,32,12,4,6,0,86,0,0,0,0,3,8,0,3,0,17,0,0,0,4,0,3,7,0,0,17,3,26,47,184,342,350,413,198,50,1615,0,3,8,27,8,11,3,0,0,65,0,3,0,10,5,4,4,0,0,27,0,0,0,15,25,47,111,23,19,235
10602,0,0,4,9,6,3,0,0,0,31,0,0,0,4,6,9,8,3,0,32,0,3,13,30,5,3,0,0,0,58,0,7,15,92,44,41,41,9,6,264,88,216,176,486,261,254,247,176,108,2007,2672,5189,4660,10272,5005,4334,3242,1754,819,37948,0,0,6,0,0,0,0,0,0,6,5300,9961,8625,17172,7922,7044,4884,2449,943,64305,0,0,0,31,0,3,0,0,0,36,0,0,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,3,3,8,3,34,16,8,8,3,0,83,0,4,0,7,4,7,0,0,3,25,3,3,9,50,35,28,12,8,3,162,0,0,0,0,8,9,6,3,0,18,0,3,3,9,4,4,10,0,3,31,7,62,53,230,257,262,299,137,48,1350,0,7,8,34,18,3,5,0,0,72,0,0,0,6,9,0,5,0,0,20,0,0,3,22,23,36,141,18,19,264
10603,0,0,3,11,0,7,0,0,0,27,0,0,3,11,17,7,15,9,0,63,0,0,3,9,3,0,7,0,0,19,0,7,8,70,42,56,74,39,18,314,100,202,233,549,363,426,481,331,192,2878,1884,4196,3795,7380,4827,5215,5061,2612,1115,36092,0,0,0,0,0,0,0,0,0,0,3550,7983,6973,11985,7494,7801,7093,3507,1214,57604,0,0,0,6,0,0,0,0,0,9,0,0,0,0,6,0,3,0,0,11,0,0,0,9,0,0,0,0,0,10,0,7,11,33,28,16,15,5,0,118,0,0,0,9,5,4,16,10,0,42,0,13,3,37,26,8,10,8,4,97,0,0,0,3,9,14,11,32,0,76,0,0,0,3,0,14,14,10,3,35,9,99,80,260,430,519,799,441,158,2805,0,0,6,15,7,3,9,9,3,44,0,5,0,10,0,9,12,8,0,48,3,7,0,25,21,57,154,65,13,348
10604,0,0,0,9,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,7,0,0,3,7,3,0,0,0,0,17,0,7,16,42,17,3,5,3,0,100,63,162,130,342,204,170,150,108,45,1363,1005,2184,1699,3848,2046,1744,1300,797,355,14984,0,0,0,6,0,0,0,0,0,6,1936,3991,3013,6233,3330,2939,2123,1144,446,25156,0,0,0,12,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,5,0,0,3,15,3,0,0,0,0,27,0,0,0,0,0,0,0,0,0,3,0,0,3,54,16,9,6,0,0,90,0,0,0,0,3,4,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,6,20,82,102,91,95,48,17,463,0,0,0,14,0,3,0,0,0,20,0,0,0,7,0,3,3,0,0,15,0,0,3,13,8,5,13,7,0,46
10701,0,4,3,48,20,41,6,7,3,128,0,3,0,9,15,21,17,13,8,88,0,0,0,8,3,4,0,0,0,17,21,64,68,228,215,224,186,181,91,1272,102,163,232,477,305,303,270,237,148,2241,2345,4660,4554,9318,5050,4752,3748,2700,1225,38356,0,0,0,0,0,0,0,0,0,0,4457,8868,8373,14777,6695,5632,3544,2056,851,55256,0,3,3,14,6,3,0,0,0,21,0,0,8,37,29,22,8,14,3,121,0,0,0,8,3,3,0,0,0,23,3,7,4,28,13,7,8,0,0,69,0,0,3,43,52,43,53,22,5,220,4,5,20,108,34,24,15,6,6,221,0,0,9,28,38,41,72,121,28,324,0,0,0,8,3,9,12,6,5,41,9,50,48,251,698,692,825,539,178,3301,0,0,0,18,9,12,6,0,0,47,0,0,0,6,18,15,20,3,4,62,0,0,9,21,31,101,148,108,39,458
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
