SA3_CODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
20801,953,850,1809,2537,2572,5104,912,956,1869,1034,1017,2048,4479,4546,9027,926,885,1812,661,776,1439,2259,1937,4195,3847,3605,7449,107,79,193,44,102,144,137,51,186,121,211,331,5,6,7,416,448,863,1590,1621,3216,245,325,567,178,154,329,385,639,1027,11,28,40,2412,2767,5179,58,54,113,141,339,482,3,6,6,197,399,596,2623,2951,5571,14922,15565,30488
20802,1475,1352,2828,3827,3424,7248,1093,1064,2154,1482,1486,2964,6398,5969,12362,2054,1783,3837,905,986,1898,1727,1765,3492,4691,4539,9231,291,225,517,223,314,538,209,85,296,318,427,743,7,4,14,1050,1060,2106,3245,3711,6956,1141,1256,2396,259,274,532,757,1099,1854,13,23,32,5413,6358,11773,233,248,479,310,531,845,7,11,15,550,790,1341,3737,3910,7642,23313,23969,47285
20803,1103,1016,2121,3207,3075,6286,1378,1169,2547,373,416,784,4956,4663,9616,1829,1919,3754,1026,929,1956,624,723,1340,3475,3575,7046,289,229,521,126,178,304,320,133,450,308,368,680,9,5,13,1053,911,1961,1197,1422,2611,283,465,747,137,203,339,414,793,1206,11,15,26,2039,2900,4939,138,138,277,225,421,641,5,15,15,371,573,937,3208,3633,6833,16199,17263,33461
20804,387,327,720,889,842,1736,386,363,750,429,470,902,1699,1679,3382,149,175,323,381,341,728,848,830,1676,1373,1349,2721,76,62,138,47,89,132,43,28,69,75,102,176,0,0,0,236,282,514,1225,1500,2722,394,414,806,86,97,183,227,324,551,3,10,14,1931,2343,4276,48,61,109,71,142,210,0,0,0,120,205,323,1051,1172,2219,6803,7355,14157
20901,1097,1115,2218,3461,3282,6745,1225,1139,2366,320,340,658,5010,4756,9767,2148,1865,4012,1030,1021,2049,635,705,1338,3812,3591,7399,228,215,445,116,196,314,291,115,399,302,324,621,8,5,17,952,853,1799,1813,2017,3829,627,722,1351,194,200,395,559,852,1412,14,12,26,3202,3805,7008,177,134,311,208,439,647,11,8,19,398,580,972,2980,3353,6335,17454,18044,35499
20902,652,627,1273,2113,1891,4005,803,761,1569,225,218,444,3143,2868,6011,1265,1124,2385,711,763,1477,212,222,430,2182,2111,4289,217,228,448,230,326,557,162,76,238,265,332,594,14,3,16,886,972,1859,2104,2458,4557,1273,1154,2430,143,170,314,454,641,1100,15,15,28,3991,4440,8435,266,253,521,240,419,656,0,5,3,503,681,1187,3716,3966,7683,15074,15664,30734
20903,604,574,1173,2449,2322,4770,494,461,954,224,246,473,3161,3035,6198,1656,1473,3132,605,709,1317,501,446,947,2761,2629,5389,130,105,229,30,58,91,349,95,447,150,177,324,5,4,4,657,438,1094,827,1044,1868,151,220,374,91,128,218,225,457,680,0,3,3,1300,1854,3151,56,60,110,103,185,289,0,0,0,159,238,401,1583,1599,3189,10223,10372,20594
20904,2128,1894,4022,6848,6152,13003,2413,2471,4884,562,607,1175,9818,9236,19056,4144,3994,8145,2052,1956,4010,585,603,1185,6785,6556,13342,527,517,1045,313,514,825,574,263,839,544,738,1286,22,10,35,1970,2055,4027,2610,3088,5702,927,1088,2013,234,305,540,582,962,1550,17,30,45,4375,5472,9845,388,478,868,439,842,1283,21,22,42,852,1344,2196,6261,6619,12878,32191,33168,65361
21001,453,415,861,1002,892,1896,1173,993,2168,239,245,487,2420,2130,4553,945,819,1764,618,679,1296,316,325,642,1885,1823,3706,84,61,140,37,49,89,144,41,188,98,111,211,8,7,10,372,272,644,766,859,1624,146,208,351,82,91,173,177,290,467,5,6,11,1174,1450,2623,55,71,119,124,186,305,7,3,14,182,254,438,1581,1763,3341,8051,8116,16164
21002,303,260,566,1084,968,2055,322,342,662,116,105,228,1524,1414,2941,513,508,1018,422,356,773,237,208,441,1166,1068,2237,34,35,69,9,22,26,108,51,153,57,78,137,3,6,7,204,185,388,190,295,493,36,69,105,24,38,62,69,187,259,0,0,3,320,599,915,17,27,39,41,123,165,0,3,3,57,145,210,990,998,1992,4573,4673,9246
21003,659,569,1227,1557,1417,2976,874,853,1727,385,434,818,2814,2704,5518,1028,1018,2045,618,545,1165,341,334,679,1989,1900,3890,222,132,353,143,164,315,155,72,225,202,223,425,10,8,18,734,607,1335,1092,1012,2110,619,491,1104,93,125,212,305,454,759,12,10,21,2120,2088,4210,256,186,445,227,328,558,8,14,20,495,530,1022,2781,2780,5561,11590,11163,22753
21004,329,318,648,1236,1120,2351,386,412,796,109,89,202,1732,1620,3356,871,857,1730,376,361,736,129,127,259,1382,1344,2724,74,74,148,29,59,90,173,83,258,96,128,221,0,3,3,376,346,720,321,451,764,72,138,211,51,72,127,114,242,359,0,3,8,563,911,1474,34,57,92,87,150,234,3,0,6,122,204,328,1072,1150,2224,5573,5894,11471
21005,1350,1253,2605,4815,4424,9239,1692,1654,3348,1107,1137,2241,7612,7219,14823,3439,3422,6866,1177,1231,2401,1164,1274,2434,5785,5921,11703,603,509,1113,340,523,862,395,198,596,400,524,916,27,15,44,1768,1765,3530,2011,2411,4425,613,662,1276,204,268,474,387,557,942,23,29,49,3236,3928,7166,516,639,1158,406,812,1219,21,16,35,947,1473,2415,5849,5787,11638,26545,27341,53885
21101,1248,1177,2424,4633,4233,8862,1035,990,2026,593,495,1096,6265,5718,11982,3127,3271,6399,1366,1195,2560,833,798,1633,5327,5262,10588,324,342,663,160,265,426,520,239,757,427,556,977,16,6,25,1442,1405,2850,2022,2218,4233,431,563,994,219,285,507,474,794,1263,7,13,16,3151,3871,7022,167,234,399,304,650,954,4,12,14,474,900,1370,3370,3525,6894,21274,21856,43127
21102,209,207,418,759,736,1497,240,196,442,223,184,413,1225,1122,2347,422,425,842,353,264,613,455,441,901,1227,1131,2361,43,41,82,9,16,25,82,30,109,44,52,95,0,0,0,185,135,320,479,502,985,70,96,166,58,55,118,63,141,201,3,8,9,670,800,1472,13,22,41,48,79,129,0,0,0,64,106,170,572,585,1159,4150,4092,8238
21103,1011,977,1990,3290,3109,6407,742,727,1467,543,533,1074,4575,4369,8947,2059,1930,3989,745,661,1403,873,834,1711,3681,3421,7105,235,240,474,153,195,351,416,139,553,306,396,704,7,6,11,1114,984,2096,1131,1314,2439,316,439,755,144,196,341,403,723,1124,6,16,24,1998,2693,4691,174,188,358,242,484,728,10,6,11,422,676,1104,2470,2838,5309,15280,15959,31240
21104,615,565,1178,1965,1892,3855,371,444,810,168,161,331,2501,2495,4995,1360,1172,2532,388,396,783,337,333,668,2083,1898,3978,136,112,245,88,132,218,130,44,166,135,215,349,3,7,9,490,505,992,937,991,1932,302,329,628,96,104,198,277,380,654,11,3,14,1622,1806,3424,80,99,178,135,279,410,3,3,8,213,379,596,1150,1391,2534,8665,9031,17696
21105,1432,1268,2697,4974,4570,9546,934,932,1869,728,665,1393,6631,6173,12808,3098,2975,6073,926,1043,1971,1017,1152,2168,5052,5168,10222,251,317,567,123,174,292,761,285,1047,450,534,985,9,11,21,1605,1322,2922,1006,1349,2353,229,464,695,139,208,345,373,901,1278,3,12,22,1753,2937,4686,120,160,281,266,565,830,5,9,19,394,736,1127,4048,4287,8331,20911,21885,42796
21201,1070,920,1992,3125,2962,6083,848,835,1678,725,772,1493,4695,4562,9257,1845,1753,3598,623,660,1279,846,828,1673,3313,3240,6557,210,242,444,73,153,228,393,185,579,243,378,621,9,13,24,931,968,1902,565,844,1405,148,310,460,74,156,226,225,481,712,4,3,9,1009,1797,2802,105,135,239,157,373,532,3,7,8,265,519,787,2997,3067,6061,14286,15068,29353
21202,1076,982,2057,4075,3759,7836,1067,1112,2177,901,854,1759,6043,5730,11776,2962,2676,5640,1026,1047,2071,1152,1168,2313,5135,4885,10022,369,350,721,171,299,473,456,209,664,353,465,816,12,10,18,1350,1338,2690,1558,1882,3441,339,473,812,182,247,426,344,562,906,5,19,27,2423,3181,5607,221,286,503,281,577,862,12,13,22,514,878,1390,3473,3511,6989,20016,20500,40517
21203,1628,1505,3133,6439,6041,12482,1541,1458,2998,943,950,1891,8924,8443,17370,4072,3892,7961,1201,1262,2461,853,939,1788,6127,6091,12213,457,550,1005,246,392,636,507,300,808,463,732,1196,25,10,32,1693,1983,3677,1550,1720,3273,411,589,1006,156,256,412,405,729,1128,7,15,25,2532,3310,5846,325,436,761,372,865,1240,15,19,33,707,1328,2032,5342,5376,10721,26951,28042,54989
21204,1280,1215,2498,4646,4285,8928,1506,1502,3005,583,558,1147,6738,6348,13085,3970,3589,7555,1153,1298,2448,627,600,1226,5744,5490,11231,864,676,1544,536,626,1155,350,190,542,526,583,1112,27,12,34,2301,2088,4389,3130,3007,6140,1204,1081,2282,269,313,584,481,614,1096,29,30,56,5109,5039,10155,674,735,1415,681,1069,1747,14,24,37,1378,1827,3205,6492,6085,12575,29046,28082,57128
21205,1362,1251,2618,4589,4286,8880,1279,1220,2502,530,583,1113,6396,6096,12489,3272,2829,6105,1127,1190,2313,1166,1161,2328,5568,5181,10747,572,399,967,373,466,832,296,108,411,413,589,998,16,10,27,1660,1577,3235,7091,7252,14342,2019,1866,3884,329,313,639,705,916,1615,45,31,76,10180,10381,20559,342,314,657,389,628,1018,3,14,17,735,957,1695,4349,4568,8912,30255,30005,60256
21301,1280,1184,2461,4504,4125,8624,1992,2055,4049,505,505,1006,7004,6684,13683,3896,3664,7565,1384,1881,3267,580,541,1117,5864,6086,11945,624,528,1156,384,574,963,395,204,597,401,475,878,29,26,52,1840,1803,3646,3003,3149,6150,962,1047,2011,315,288,604,473,572,1050,23,44,69,4773,5104,9882,685,815,1496,597,1081,1683,21,32,52,1302,1932,3235,7091,6973,14067,29151,29764,58915
21302,759,708,1463,2362,2183,4546,783,816,1595,240,301,547,3382,3297,6679,1278,1153,2424,717,792,1508,379,375,755,2370,2317,4690,133,109,237,85,104,188,158,79,239,189,255,446,9,5,15,570,554,1123,972,1049,2013,286,414,701,86,140,225,307,664,972,8,8,23,1664,2273,3932,104,145,252,182,348,528,5,4,13,290,499,794,2497,2630,5122,11531,12285,23814
21303,655,579,1230,1780,1690,3474,633,649,1284,139,164,302,2553,2505,5056,1103,1020,2122,456,511,973,200,183,381,1762,1717,3481,245,197,445,255,292,547,109,84,192,277,285,564,11,5,17,896,867,1765,1973,1759,3728,1085,895,1977,127,168,291,599,815,1413,15,13,31,3796,3643,7438,223,342,566,262,457,716,8,5,18,496,804,1301,3188,3111,6302,13345,13230,26578
21304,1522,1488,3008,5555,5329,10882,1679,1807,3488,950,949,1901,8181,8092,16269,3430,3222,6650,1257,1371,2626,890,888,1779,5573,5478,11056,277,263,538,149,251,400,409,179,584,328,454,778,8,6,9,1159,1157,2315,1283,1668,2951,300,548,851,158,262,418,391,691,1084,9,8,24,2141,3178,5318,290,337,627,337,704,1042,11,18,23,634,1059,1697,5700,5499,11197,24917,25943,50859
21305,2301,2199,4504,7422,6681,14107,2664,2570,5229,1439,1445,2887,11528,10696,22226,4217,4036,8256,1831,1984,3814,986,1027,2017,7031,7055,14085,492,453,941,319,587,905,503,219,723,511,799,1305,15,17,35,1842,2075,3913,2352,2508,4857,1044,1210,2254,230,322,548,776,1109,1884,19,31,52,4419,5173,9593,574,701,1283,590,1270,1867,18,27,39,1184,2001,3190,7790,6784,14573,36094,35985,72077
21401,1285,1097,2380,4352,4178,8525,690,657,1349,429,413,845,5470,5251,10720,2941,2813,5761,533,548,1083,529,598,1124,4006,3953,7962,217,322,546,146,262,405,499,259,758,413,596,1016,9,10,22,1288,1455,2740,849,1238,2088,228,463,691,101,195,295,331,768,1101,7,13,20,1524,2675,4195,161,189,351,237,523,765,9,9,19,412,721,1134,4546,4802,9351,18531,19953,38485
21402,1253,1181,2437,4764,4551,9317,944,923,1864,751,763,1516,6460,6234,12692,2582,2347,4935,1042,1059,2103,1227,1275,2499,4850,4685,9533,244,253,489,108,204,308,540,219,763,320,519,837,15,16,35,1220,1213,2432,781,1096,1881,146,340,488,99,132,226,334,749,1079,6,9,20,1367,2329,3694,160,132,290,218,519,736,8,16,23,385,662,1045,4888,5420,10302,20418,21718,42134
21501,398,366,766,1622,1532,3152,411,401,814,218,206,425,2260,2131,4390,1297,1276,2570,422,431,849,71,82,156,1786,1783,3573,41,43,82,23,39,56,117,54,173,78,129,206,3,3,6,259,263,524,78,180,258,49,104,152,23,74,98,97,242,339,0,3,4,248,602,855,46,56,107,72,158,226,4,7,8,120,222,346,2904,2331,5239,7986,7704,15692
21502,516,435,951,1708,1553,3259,371,363,736,178,176,354,2255,2090,4346,1304,1280,2587,334,388,726,87,89,179,1734,1752,3486,111,101,214,43,79,126,144,120,262,167,228,395,4,9,13,472,530,1001,105,252,359,49,129,177,29,58,85,93,226,322,0,10,8,273,671,948,55,62,113,64,145,205,4,7,10,117,212,330,2604,2581,5185,7973,8272,16239
21503,270,260,527,990,882,1868,412,422,835,61,69,134,1471,1369,2834,961,912,1869,209,213,425,47,63,111,1211,1188,2400,28,35,61,18,32,49,100,72,171,88,136,220,6,0,9,236,273,512,56,116,170,15,41,55,18,29,39,35,138,173,0,3,3,125,321,441,24,35,57,26,70,97,3,3,6,52,102,157,2199,2099,4297,5562,5608,11173
21601,260,250,510,999,874,1873,430,439,868,101,101,200,1530,1414,2945,706,610,1317,394,400,792,148,143,292,1244,1155,2397,35,36,71,11,41,49,125,73,202,63,131,199,3,9,11,235,284,519,70,123,191,17,63,79,11,23,33,30,131,165,0,0,3,126,337,470,22,36,54,24,98,123,0,0,3,48,129,179,1611,1712,3320,5063,5283,10349
21602,234,195,435,585,546,1129,480,499,976,68,82,153,1135,1121,2257,489,449,942,320,299,622,95,85,182,899,836,1742,20,41,57,10,39,54,104,76,174,64,138,198,4,5,7,204,293,493,50,84,140,9,38,48,5,41,53,19,85,105,0,0,0,90,254,342,40,29,70,33,84,113,3,0,3,73,112,183,1371,1349,2723,4012,4163,8176
21603,497,456,951,2007,1796,3809,690,661,1348,150,136,290,2852,2588,5437,1167,1174,2339,754,730,1486,305,259,559,2226,2168,4392,98,157,249,82,149,224,192,104,297,132,292,422,9,4,13,508,702,1215,168,300,468,64,144,210,30,72,102,129,284,415,4,8,12,387,810,1196,92,100,192,95,201,294,7,0,9,192,299,487,3177,3015,6191,9835,10041,19869
21701,248,240,487,1007,872,1876,210,194,404,184,157,339,1402,1223,2624,667,639,1311,262,302,567,224,211,433,1157,1148,2309,35,40,75,8,24,32,99,64,159,61,145,206,0,7,5,199,279,481,46,94,137,26,49,73,5,24,28,58,140,203,0,0,0,132,311,445,22,42,61,53,108,161,5,4,8,82,153,226,1512,1506,3021,4735,4860,9594
21703,301,276,583,1010,842,1853,553,534,1090,19,14,33,1580,1393,2977,667,563,1229,512,514,1025,17,27,46,1197,1106,2305,38,48,87,3,31,38,103,60,164,59,130,192,5,3,6,215,274,488,55,135,187,20,54,73,9,34,44,61,115,178,0,0,0,146,342,492,29,31,59,38,83,124,3,4,7,65,114,180,1643,1596,3240,5158,5103,10255
21704,396,322,717,1241,1147,2389,817,865,1681,107,93,195,2161,2105,4263,1001,969,1968,521,615,1136,101,106,201,1615,1686,3310,77,111,186,18,93,111,150,92,244,134,252,392,3,4,10,388,549,939,173,312,479,71,130,203,31,45,74,111,260,370,0,5,3,387,753,1134,25,34,64,65,131,196,3,6,12,93,172,265,2017,2140,4160,7061,7730,14792
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,6
29999,27,25,49,63,82,139,9,10,17,7,8,23,76,101,179,49,53,102,5,3,4,20,8,30,67,66,137,16,25,43,11,22,35,7,4,13,13,27,38,0,3,4,55,82,139,78,125,206,43,45,90,6,15,23,12,29,43,3,0,4,147,220,366,18,26,49,36,30,66,0,0,0,58,63,114,1310,734,2042,1743,1279,3025
30101,468,413,875,2083,1914,4000,706,684,1389,487,510,999,3274,3112,6389,1423,1327,2754,542,424,966,710,705,1419,2683,2455,5139,121,132,249,45,107,160,186,143,326,154,277,426,3,4,4,513,659,1170,663,838,1501,132,212,344,96,135,231,225,447,670,3,0,8,1117,1638,2750,45,68,116,94,210,302,0,4,3,139,284,419,1572,1613,3184,9756,10170,19928
30102,453,430,881,2399,2292,4692,510,479,985,725,735,1462,3633,3507,7140,1515,1379,2895,522,536,1060,999,935,1936,3041,2855,5892,142,156,290,41,116,161,197,112,308,165,339,502,13,0,12,548,721,1272,592,819,1416,115,225,332,82,113,195,221,440,667,3,10,14,1011,1608,2619,70,79,147,149,266,412,5,3,8,221,344,568,2201,2306,4508,11111,11766,22878
30103,561,447,1011,2052,2059,4117,814,695,1516,415,448,862,3282,3204,6487,1015,974,1982,797,525,1325,455,632,1090,2273,2128,4400,93,102,199,50,91,142,113,87,197,169,297,461,4,0,8,426,571,998,627,739,1367,126,259,384,72,122,195,294,526,821,3,7,12,1121,1654,2773,61,75,133,126,222,342,4,0,3,189,299,484,1834,1827,3661,9690,10133,19817
30201,273,267,537,1014,930,1944,481,492,969,206,212,417,1705,1631,3334,532,537,1064,477,520,997,300,329,625,1308,1387,2695,48,56,100,38,41,76,94,62,155,96,157,249,3,3,4,272,315,585,522,678,1202,141,187,325,67,74,147,226,365,586,0,3,6,959,1302,2264,28,44,72,71,109,178,0,0,0,97,152,254,824,868,1696,5441,5926,11366
30202,414,394,811,1647,1549,3204,965,947,1912,124,135,261,2745,2627,5376,981,935,1912,779,686,1461,221,247,468,1976,1867,3844,124,128,253,93,170,262,119,102,216,180,282,459,5,3,9,516,680,1197,757,1115,1867,314,441,757,104,147,253,409,648,1052,5,11,18,1589,2362,3954,77,97,170,119,211,333,0,10,7,197,312,511,1910,2138,4046,9345,10391,19733
30203,233,197,427,892,801,1695,396,388,791,44,62,111,1336,1257,2588,535,467,1002,444,301,740,61,115,177,1043,882,1920,79,80,158,61,104,169,57,45,102,106,170,274,3,0,3,302,401,705,485,558,1044,210,255,468,47,85,136,243,327,570,3,0,3,991,1230,2218,62,76,132,57,132,192,0,0,0,119,209,325,1190,1301,2492,5211,5473,10684
30204,399,345,741,1532,1510,3040,765,705,1469,84,86,169,2379,2298,4679,959,871,1833,616,569,1185,139,173,308,1718,1610,3326,87,92,180,86,117,201,112,80,190,153,291,444,4,0,4,433,584,1020,553,678,1235,201,315,515,71,100,167,277,477,752,4,4,9,1105,1572,2672,78,89,165,91,219,312,5,3,5,173,313,489,1538,1615,3153,7752,8332,16081
30301,317,344,661,1182,1071,2251,653,609,1262,272,278,549,2104,1958,4067,594,493,1081,641,640,1273,405,406,815,1637,1534,3175,79,86,166,36,97,131,78,68,149,113,173,288,7,3,8,320,428,749,858,1003,1863,244,252,500,110,157,269,285,442,732,3,11,13,1510,1862,3369,58,83,135,85,129,212,4,0,4,146,215,357,1203,1255,2466,7243,7598,14837
30302,364,392,760,1430,1340,2772,696,611,1309,171,159,329,2291,2117,4408,785,677,1462,638,626,1267,332,345,669,1753,1646,3406,159,154,320,147,232,376,94,77,172,184,280,465,0,9,12,592,748,1342,2005,2176,4179,992,985,1979,185,216,400,595,901,1494,12,16,24,3790,4288,8079,128,140,268,143,226,366,3,5,12,280,367,650,2402,2288,4690,11483,11848,23329
30303,392,416,804,1914,1866,3780,526,558,1084,336,306,647,2781,2737,5511,1398,1439,2842,493,445,938,428,391,816,2315,2277,4594,194,176,373,184,268,448,135,72,205,186,288,474,4,10,15,702,808,1507,1817,2237,4052,645,692,1340,147,155,302,382,514,893,5,16,22,3006,3612,6617,181,218,396,157,221,379,3,3,5,342,441,785,1718,1815,3536,11253,12097,23355
30304,282,250,533,1072,1028,2095,360,323,685,115,122,242,1547,1472,3019,513,478,985,371,309,678,152,192,344,1030,978,2008,99,94,194,91,114,206,62,39,97,97,137,233,3,4,6,350,389,737,1087,1195,2285,564,430,994,76,84,161,269,333,602,9,5,14,2003,2045,4046,94,95,183,79,128,204,0,3,3,169,219,387,1137,1116,2254,6523,6472,12994
30305,475,398,874,1997,1852,3852,406,422,830,268,262,530,2670,2540,5215,1288,1234,2525,360,349,714,272,292,571,1927,1883,3808,136,164,303,129,244,376,105,75,177,133,263,395,3,5,7,510,755,1263,1007,1085,2094,427,425,849,103,115,215,242,352,593,8,7,17,1785,1977,3766,130,114,242,119,183,301,5,4,9,246,301,548,1617,1512,3132,9235,9368,18604
30306,297,303,601,1405,1437,2847,200,191,392,226,229,462,1840,1862,3699,895,889,1785,268,252,519,239,281,522,1399,1420,2820,205,140,339,228,280,506,66,36,107,124,197,325,3,4,11,623,657,1282,1457,1365,2825,607,542,1148,74,86,158,190,240,429,4,11,11,2341,2242,4579,207,215,427,146,226,370,4,5,6,356,446,802,1273,1304,2573,8130,8232,16361
30401,259,216,476,1087,1028,2115,240,209,447,251,224,468,1575,1462,3034,676,619,1290,213,251,463,308,286,592,1192,1156,2350,36,43,79,31,47,79,39,25,71,76,128,201,0,0,0,182,248,427,556,653,1208,112,163,276,55,61,120,196,252,447,0,3,9,922,1134,2057,21,25,40,42,85,124,0,0,3,66,107,169,510,457,971,4706,4781,9481
30402,373,316,690,1832,1738,3570,298,283,578,313,231,548,2448,2249,4694,949,821,1774,404,472,881,742,519,1265,2103,1812,3917,51,47,101,29,66,96,59,38,97,79,127,206,0,0,0,224,283,506,1056,1081,2138,209,267,479,101,136,239,287,422,704,0,9,11,1656,1909,3568,32,34,68,63,123,189,4,3,8,102,160,260,906,982,1885,7796,7721,15520
30403,304,285,585,1283,1170,2452,302,286,591,216,193,415,1808,1654,3462,481,481,958,283,289,571,617,575,1193,1379,1348,2724,76,74,147,56,86,143,56,48,99,85,123,206,0,3,3,265,330,595,3818,4503,8315,1209,1121,2328,158,195,353,392,506,897,17,19,29,5594,6334,11931,77,81,154,97,142,241,3,0,6,176,221,399,1327,1418,2739,10840,11589,22430
30404,398,373,771,1641,1475,3118,751,686,1430,127,119,246,2520,2282,4799,1058,892,1951,515,561,1074,235,215,452,1807,1663,3473,58,92,148,44,76,124,82,68,154,137,202,348,6,0,4,332,446,775,664,780,1437,184,266,449,92,121,217,356,509,868,3,7,7,1299,1683,2983,49,82,122,62,127,188,4,3,6,115,208,319,1039,1140,2179,7501,7794,15295
30501,176,186,355,748,672,1422,211,220,426,61,96,160,1020,988,2007,639,568,1205,153,143,292,269,305,573,1063,1009,2071,193,199,394,329,420,743,93,72,166,267,291,558,0,3,3,876,994,1869,2001,2405,4402,1236,1132,2370,196,228,424,681,827,1502,7,14,17,4128,4596,8726,485,621,1106,382,518,901,5,3,4,872,1145,2019,4042,3541,7582,12175,12452,24629
30502,283,269,550,872,883,1757,430,486,917,247,187,439,1556,1558,3111,244,208,454,388,461,854,594,374,968,1232,1040,2270,63,55,115,54,109,164,62,50,113,114,151,266,4,3,7,296,372,669,721,764,1488,236,324,565,98,136,237,366,536,897,3,0,3,1423,1761,3189,52,74,128,80,146,224,3,3,8,131,224,357,1322,1294,2620,6246,6517,12760
30503,477,434,909,1766,1644,3410,717,752,1466,205,260,464,2682,2658,5343,615,540,1154,756,675,1435,689,909,1596,2058,2125,4180,159,141,300,138,235,373,107,109,214,225,305,526,0,7,6,635,792,1422,2247,2908,5158,1059,1118,2176,220,326,542,800,1047,1848,7,10,23,4334,5400,9737,148,187,334,179,308,484,0,3,5,328,496,828,3306,3302,6611,13818,15210,29027
30504,402,329,727,1415,1461,2877,558,518,1072,177,140,315,2156,2113,4264,358,356,717,690,780,1474,640,479,1122,1693,1620,3310,85,78,160,65,113,178,75,53,127,133,149,275,4,0,4,354,392,743,1851,2346,4205,684,694,1370,196,234,431,530,650,1174,5,8,19,3264,3932,7195,52,87,142,103,164,266,3,0,5,155,251,410,1768,1654,3417,9791,10291,20081
30601,344,292,635,1493,1402,2891,681,684,1362,379,321,699,2549,2403,4957,1120,1008,2127,568,538,1103,267,280,551,1956,1826,3783,42,38,81,40,114,158,75,87,164,140,254,394,0,4,8,302,495,802,372,496,869,196,361,555,45,75,121,246,534,780,6,8,12,859,1475,2330,28,60,89,78,179,260,4,0,6,116,237,353,2095,2027,4123,8214,8754,16970
30602,542,533,1078,2743,2507,5255,1331,1403,2735,318,256,567,4391,4172,8561,2125,2030,4153,932,852,1786,201,232,431,3256,3106,6368,103,134,244,166,319,484,158,172,331,250,501,751,12,13,26,691,1145,1834,329,583,908,253,446,701,78,164,242,314,698,1012,8,15,18,987,1901,2884,143,164,304,197,394,587,10,9,15,345,561,904,5560,5534,11091,15771,16942,32716
