SA3_CODE_2016,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1_or2_st_bl_NofB_0_ib,Flt_at_In_1_or2_s_b_NofB_1,Flt_at_In_1_or2_s_b_NofB_2,Flt_at_In_1_or2_s_b_NofB_3,Flt_at_In_1_or2_s_b_NofB_4,Flt_at_In_1_or2_s_b_NofB_5,Flt_at_In_1_or2_s_b_NoB_6_m,Flt_at_In_1_or2_s_b_NoB_NS,Flt_at_In_1_or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4_or_m_s_b_NofB_0_ib,Flt_apt_4_or_m_s_b_NofB_1,Flt_apt_4_or_m_s_b_NofB_2,Flt_apt_4_or_m_s_b_NofB_3,Flt_apt_4_or_m_s_b_NofB_4,Flt_apt_4_or_m_s_b_NofB_5,Flt_apt_4_or_m_s_b_NofB_6_m,Flt_apt_4_or_m_s_b_NofB_NS,Flt_apt_4_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
30703,37,258,1781,6442,4038,734,145,323,13764,0,65,465,112,12,0,0,38,693,0,8,19,17,4,4,0,0,43,0,76,479,133,16,4,0,38,740,0,42,213,52,3,0,0,26,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,42,219,52,3,0,0,26,344,41,69,28,25,11,4,3,16,206,0,3,20,33,18,0,7,5,93,83,452,2531,6685,4085,744,154,406,15144
30801,52,254,535,3205,2872,508,130,194,7734,0,0,132,127,12,0,0,12,278,0,3,18,42,4,0,0,3,71,0,3,151,167,16,0,0,12,351,3,62,263,141,21,3,0,18,514,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,62,263,146,21,6,0,21,516,49,95,32,21,14,3,3,21,238,11,37,64,95,76,13,3,22,311,120,444,1042,3634,2990,524,134,260,9155
30803,98,539,4145,16055,11807,1964,401,795,35801,11,231,1050,419,39,3,0,71,1825,12,166,234,163,23,3,0,30,634,19,391,1285,583,65,13,0,106,2465,14,308,910,315,17,4,0,68,1642,0,6,65,22,0,0,0,3,100,0,7,96,39,3,0,0,6,155,0,0,6,4,5,0,0,0,16,14,326,1078,383,25,4,0,83,1909,85,207,116,61,25,7,3,62,565,0,17,39,54,30,7,6,133,281,217,1484,6659,17128,11956,1991,416,1179,41029
30804,11,85,411,2275,1373,259,64,121,4602,0,11,20,4,0,0,0,7,45,0,0,3,6,4,0,0,0,15,0,11,21,12,4,0,0,7,64,4,27,127,13,0,0,0,12,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27,127,13,0,0,0,13,183,12,32,15,6,4,0,0,18,83,3,7,3,16,3,5,0,7,42,32,163,576,2310,1389,262,61,158,4965
30805,63,278,1161,7689,7823,1049,226,332,18624,0,54,192,155,11,3,0,7,431,3,17,205,297,24,0,0,11,561,3,78,397,456,37,0,0,20,989,8,114,566,204,8,0,0,45,947,10,24,78,45,0,0,0,4,156,3,5,188,26,0,0,0,4,231,0,0,0,0,0,0,0,0,0,14,147,833,271,13,0,0,53,1340,45,162,67,40,14,3,3,27,357,3,14,18,13,13,0,0,4,69,126,681,2481,8464,7895,1056,234,433,21378
30901,8,57,679,5053,4309,984,172,250,11520,7,72,1160,384,24,4,4,53,1708,6,57,1471,1378,148,18,8,75,3150,12,125,2632,1761,167,23,7,125,4856,27,251,1210,246,28,7,0,73,1838,8,381,2330,311,14,4,0,104,3158,15,476,1544,524,23,0,5,63,2648,0,5,3,0,0,0,0,0,5,43,1108,5086,1086,65,11,8,237,7643,16,61,16,11,6,0,0,7,116,5,18,29,23,5,0,0,9,85,85,1363,8448,7929,4550,1021,191,628,24223
30902,14,66,557,5219,3715,766,170,210,10718,41,92,750,409,14,3,3,55,1369,3,102,628,1408,149,11,8,65,2375,48,193,1379,1823,169,17,9,115,3746,42,301,1127,213,46,7,3,71,1814,3,287,1698,273,7,5,3,72,2335,13,154,1094,358,25,0,0,37,1688,0,5,3,0,0,0,0,0,8,59,750,3923,839,76,13,8,180,5841,21,37,47,16,3,0,0,14,141,0,14,25,18,8,5,0,12,85,143,1057,5928,7914,3967,799,190,526,20529
30903,7,84,1263,4930,3935,906,145,262,11536,4,79,2032,1833,49,5,9,100,4115,17,188,1032,2740,311,21,9,109,4421,19,262,3067,4570,359,31,16,208,8535,25,193,508,115,12,3,0,37,890,14,368,1478,307,10,0,3,67,2254,20,351,1463,728,58,0,3,58,2681,0,0,0,0,0,0,0,0,0,58,916,3454,1149,71,3,4,157,5825,20,125,119,19,0,0,0,16,304,0,36,65,20,5,0,0,20,139,104,1424,7964,10691,4381,939,169,663,26336
30904,24,144,809,2751,1779,412,150,111,6174,0,3,50,12,0,0,0,0,61,0,0,0,3,0,0,0,0,7,0,3,52,8,0,0,0,0,67,0,0,12,3,3,0,0,3,15,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,19,5,3,0,0,3,31,14,28,20,14,13,3,4,9,102,0,0,6,7,3,3,3,0,23,37,177,907,2781,1796,417,157,125,6390
30905,3,82,308,2765,4183,1077,287,150,8851,0,13,87,291,15,0,3,8,415,0,4,182,794,57,7,0,15,1058,0,17,268,1084,73,12,3,22,1476,0,3,11,28,0,0,0,9,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,14,28,0,0,0,10,53,8,16,5,6,4,0,0,0,44,0,3,0,0,12,3,3,0,22,14,118,597,3890,4266,1090,290,181,10445
30906,14,87,627,6172,7354,1501,447,285,16481,0,38,465,568,43,3,3,47,1170,4,79,670,2480,190,17,3,85,3523,6,113,1138,3048,230,23,7,137,4697,9,71,206,204,31,4,0,21,552,12,127,96,23,0,0,0,8,270,0,50,36,33,4,0,0,6,133,0,3,3,0,0,0,0,0,4,23,257,341,259,36,4,0,36,960,44,192,134,11,3,0,0,27,416,0,4,4,11,7,3,0,130,163,87,656,2247,9499,7634,1531,451,619,22716
30907,32,97,1163,7003,18441,2663,551,520,30472,5,16,953,1554,117,3,6,63,2717,3,7,385,2464,254,17,3,49,3184,15,26,1339,4018,378,23,8,115,5901,6,8,95,162,28,3,3,11,309,3,11,175,99,14,0,0,6,306,0,13,160,186,18,0,0,6,383,0,3,0,0,0,0,0,0,3,10,39,429,441,59,3,3,25,1002,22,99,70,38,9,4,3,15,261,0,12,13,32,46,3,0,6,118,73,265,3013,11529,18927,2696,563,679,37751
30908,10,15,130,4122,4251,784,120,157,9591,0,36,200,774,42,0,0,24,1076,3,22,559,3381,497,24,13,101,4596,3,52,761,4160,536,23,10,121,5666,18,156,128,32,0,0,0,38,374,0,168,507,208,11,0,0,15,907,24,243,457,121,9,0,0,21,871,0,0,0,0,0,0,0,0,0,42,565,1090,362,25,4,0,74,2156,0,0,0,3,0,0,0,0,9,0,3,9,7,0,0,0,0,24,55,637,1990,8648,4813,813,134,354,17446
30909,21,76,458,4818,3952,958,241,274,10794,16,124,1063,607,33,8,0,195,2046,0,139,557,1262,175,21,7,62,2233,16,268,1626,1869,213,27,4,262,4281,22,309,588,257,12,5,6,55,1258,9,524,1066,172,0,0,0,128,1909,39,963,1901,380,14,3,0,121,3426,0,3,0,0,0,0,0,0,6,73,1803,3560,816,33,7,4,309,6603,10,28,9,9,3,0,0,7,69,4,12,20,23,14,3,0,71,154,123,2188,5676,7537,4216,1001,251,912,21900
30910,0,18,103,1449,1968,645,130,79,4395,0,36,181,229,23,0,0,9,485,0,22,269,868,192,14,3,23,1387,4,56,451,1094,208,17,0,36,1868,21,266,535,93,17,3,8,45,999,11,540,1337,146,14,0,0,60,2109,126,1803,3281,816,43,7,8,199,6287,0,0,3,0,0,0,0,0,4,154,2614,5155,1067,75,12,13,301,9393,16,23,15,8,4,0,0,4,73,0,15,48,37,5,0,0,21,136,180,2728,5775,3656,2271,674,151,446,15868
31001,23,156,1152,9404,6373,1066,245,460,18875,15,109,222,104,20,0,0,26,493,11,43,248,1682,43,6,3,58,2085,19,151,471,1784,60,6,3,81,2579,13,142,155,33,0,0,0,30,373,0,10,74,25,0,0,0,12,115,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,15,150,228,60,0,0,0,43,495,12,67,48,49,14,3,0,10,207,0,11,11,47,8,0,0,12,83,76,534,1914,11339,6446,1077,249,608,22243
31002,56,343,2146,8747,7065,1258,336,463,20413,0,25,137,63,11,0,0,8,249,0,0,3,4,3,0,0,0,12,0,25,138,72,12,3,0,8,261,0,33,110,32,0,0,0,15,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,30,110,33,0,0,0,15,196,48,96,55,39,7,0,5,113,369,3,19,19,30,29,4,0,16,124,106,513,2466,8922,7118,1273,344,621,21359
31003,33,237,2641,15439,11073,1720,400,598,32146,48,387,875,556,39,0,0,104,2007,12,111,417,425,17,4,0,31,1016,67,491,1293,980,54,4,0,134,3027,5,239,287,65,16,0,3,38,664,3,34,53,0,0,0,0,0,93,4,12,12,7,0,0,0,0,39,0,0,0,0,0,0,0,0,3,14,283,359,82,19,3,3,46,799,4,40,23,28,11,4,0,4,122,0,19,18,29,18,3,0,16,98,118,1074,4328,16560,11171,1736,409,793,36192
31004,30,71,723,8655,11887,1208,198,456,23226,0,35,537,400,47,0,3,47,1070,0,5,232,666,185,10,0,34,1139,7,42,772,1065,233,6,3,81,2205,0,4,38,26,5,0,0,0,68,0,0,16,8,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,51,36,6,0,0,0,98,4,37,13,8,4,0,0,3,77,0,6,6,18,10,0,0,10,54,39,156,1566,9785,12150,1219,206,548,25662
31101,11,68,348,1828,1566,257,72,112,4253,21,68,122,87,5,0,0,17,318,0,5,70,8,0,0,0,0,80,18,74,191,89,5,0,0,17,403,0,8,76,4,0,0,0,0,87,8,11,12,0,0,0,0,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,87,4,0,0,0,4,123,15,34,3,4,0,0,0,6,74,0,7,3,3,3,0,0,0,16,51,199,639,1930,1578,261,73,145,4864
31102,9,46,716,5855,3892,578,116,254,11468,3,134,420,204,14,3,0,44,827,0,48,538,723,26,0,0,37,1381,6,187,962,924,42,3,3,85,2203,5,117,312,154,10,0,0,25,622,0,64,59,0,0,0,0,9,131,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,5,174,379,158,10,0,3,34,763,7,8,4,0,0,0,0,3,20,0,3,3,4,5,3,0,4,24,29,413,2064,6936,3946,584,124,377,14481
31103,20,90,617,9578,9446,1495,407,447,22097,4,28,239,208,41,6,0,27,544,0,27,153,890,41,0,0,35,1152,7,60,391,1097,78,6,3,59,1697,0,62,15,34,3,0,0,8,125,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,62,20,32,4,0,0,8,129,0,92,78,33,8,5,3,12,237,4,3,11,24,12,0,0,9,66,35,305,1107,10767,9558,1508,412,537,24223
31104,14,95,496,3431,6674,1641,554,237,13139,0,0,76,15,0,3,4,0,91,0,0,22,18,41,0,0,0,77,0,0,95,34,41,3,4,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,3,0,0,0,17,0,3,3,5,13,4,5,8,42,14,102,590,3476,6734,1654,562,243,13369
31105,16,137,1043,6561,7121,1400,320,344,16941,4,73,342,202,37,3,3,19,683,0,18,353,523,50,3,5,29,981,7,90,692,725,89,4,10,53,1661,8,108,302,269,38,3,0,26,756,0,3,0,29,14,0,0,4,53,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,0,8,8,121,308,298,52,3,0,30,816,17,78,26,12,0,0,0,18,147,0,11,9,13,12,5,0,13,71,47,428,2085,7610,7270,1418,328,452,19638
31106,26,111,502,11826,5428,1294,280,428,19890,7,79,610,330,24,0,0,30,1086,5,103,1695,1339,59,9,5,84,3312,15,178,2305,1675,86,9,10,112,4395,3,206,466,127,3,3,0,42,844,0,3,25,0,0,0,0,0,27,0,12,15,7,3,0,0,0,40,0,3,17,8,0,0,0,10,39,0,220,519,139,5,3,3,52,950,10,50,40,59,6,0,0,16,183,0,27,24,19,3,3,0,14,83,61,590,3387,13712,5530,1313,285,629,25505
31201,39,229,940,4405,2878,402,106,223,9216,13,46,164,91,10,0,0,18,349,0,7,101,140,7,3,0,7,268,13,58,266,232,16,3,0,34,619,9,58,233,126,21,4,0,19,473,0,8,15,4,0,0,0,3,33,0,4,3,0,0,0,0,0,8,0,4,3,0,0,0,0,0,9,14,76,256,135,21,4,0,24,526,53,117,28,27,12,4,8,22,268,3,10,14,27,8,8,0,21,94,118,483,1507,4815,2935,418,121,327,10719
31202,72,492,2930,15743,12630,1724,283,711,34580,12,302,1252,599,72,4,4,99,2350,9,169,441,362,50,7,0,39,1075,21,469,1700,962,127,11,3,134,3428,14,235,840,318,15,0,3,95,1528,0,3,29,14,6,0,0,7,51,0,48,62,163,17,3,0,8,295,0,3,0,3,0,0,0,0,4,17,283,926,493,40,3,3,104,1871,70,189,72,51,17,6,0,136,545,11,34,43,53,29,9,5,60,242,188,1474,5672,17301,12839,1748,294,1150,40669
31203,17,126,505,2356,1591,220,61,145,5024,4,31,71,89,14,0,0,16,221,0,32,221,142,17,0,0,11,428,7,65,292,226,28,0,0,26,652,4,71,304,121,6,3,0,59,569,3,7,107,19,0,0,0,3,147,0,9,22,10,0,0,0,0,41,0,0,0,0,0,0,0,0,3,8,87,442,147,8,4,3,66,758,30,36,22,15,7,3,0,27,134,6,16,41,40,13,3,0,35,154,63,343,1299,2787,1646,232,64,291,6722
31301,9,87,1030,4716,3725,523,103,245,10433,5,123,580,462,43,3,0,51,1266,5,154,426,256,20,9,0,20,894,8,277,1008,725,65,5,3,70,2158,0,46,148,77,6,0,0,16,298,0,15,150,37,0,0,0,3,209,0,3,72,27,0,0,0,0,109,0,0,3,11,0,0,0,0,14,0,72,371,159,10,0,0,22,636,57,268,117,14,3,0,0,33,494,0,3,11,19,5,3,0,4,50,83,700,2540,5624,3809,537,104,370,13773
31302,40,75,565,7114,9425,1030,307,354,18904,4,69,612,932,98,3,0,58,1774,8,106,357,191,27,0,0,41,725,11,175,967,1121,126,3,0,95,2502,6,348,184,62,0,0,0,59,672,6,24,27,6,0,0,0,0,62,0,10,33,0,0,0,0,3,52,0,0,0,0,0,0,0,0,0,15,386,244,73,0,0,0,69,791,12,29,20,7,10,5,0,6,97,3,7,17,22,10,3,4,14,67,82,670,1814,8332,9572,1038,312,536,22356
31303,14,92,505,1818,1280,233,67,95,4095,0,0,15,7,3,0,0,3,24,0,0,3,0,3,0,0,0,6,0,0,14,7,3,0,0,3,36,0,3,3,3,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,3,6,4,0,0,0,3,16,15,24,7,11,8,0,0,6,79,0,0,4,8,7,0,0,3,28,30,125,540,1854,1294,229,68,106,4248
31304,25,208,1293,6541,8463,1606,391,359,18871,0,5,141,199,45,0,0,10,411,0,6,155,621,13,0,0,29,827,0,17,299,823,59,4,3,41,1238,0,40,88,33,11,0,0,9,180,0,0,0,0,0,0,0,0,4,0,17,28,7,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,60,122,37,16,0,0,10,247,16,53,16,8,0,0,0,10,105,0,0,9,24,9,0,0,5,48,43,337,1735,7430,8535,1612,390,420,20509
31305,26,169,1890,8007,4743,969,176,317,16299,7,75,666,455,27,0,0,36,1267,10,100,355,695,37,0,0,41,1243,10,176,1023,1147,66,0,3,78,2506,32,523,1229,389,31,6,3,100,2318,16,73,372,241,9,0,0,25,733,33,99,607,735,13,0,3,25,1511,0,0,3,0,0,0,0,0,4,87,695,2211,1359,56,6,4,150,4564,32,96,41,22,8,3,0,10,220,3,15,15,16,9,3,0,13,78,161,1149,5182,10556,4884,982,185,565,23667
31401,28,137,630,8596,12833,3062,679,279,26245,0,17,258,223,30,0,0,11,547,0,3,270,507,32,3,0,14,834,0,13,530,738,59,4,3,28,1383,0,38,142,18,3,0,0,9,207,0,0,0,0,0,0,0,0,0,0,36,8,0,0,0,0,7,62,0,3,0,0,0,0,0,0,3,0,81,149,15,3,0,0,15,268,5,10,3,11,3,0,0,0,36,0,5,8,11,5,8,3,4,38,35,245,1320,9371,12906,3071,686,331,27969
31402,9,39,390,6671,10236,1184,151,267,18949,15,243,816,666,35,0,0,48,1824,0,35,325,2082,153,3,0,57,2650,16,277,1135,2752,182,5,3,104,4471,0,10,22,47,3,3,0,0,89,0,64,69,0,0,0,0,12,152,0,18,68,4,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,93,161,53,0,3,0,16,334,24,116,48,9,0,0,0,16,214,0,3,6,22,20,4,0,6,59,54,529,1742,9509,10445,1192,153,407,24032
31403,9,40,259,6187,3300,538,102,165,10604,7,156,642,184,5,0,0,24,1016,3,10,114,711,49,3,0,10,899,9,162,756,894,56,3,0,36,1915,7,110,265,128,7,0,0,21,543,0,6,3,7,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,121,267,134,8,0,0,22,560,0,0,0,4,3,0,0,0,12,0,0,5,4,0,0,0,0,10,21,328,1292,7225,3373,542,101,228,13102
31501,84,398,1403,3015,1658,308,169,319,7361,3,54,205,107,13,3,0,18,401,0,25,174,55,13,6,3,10,274,3,71,376,155,30,5,3,24,667,0,75,162,56,13,4,0,20,329,0,3,12,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,76,177,56,13,4,0,20,349,62,125,43,49,19,0,4,114,414,3,11,15,12,11,0,0,21,71,158,680,2017,3285,1723,323,182,492,8862
31502,14,156,804,4013,1705,285,111,221,7310,7,202,461,206,70,14,4,31,1005,0,17,76,39,4,0,0,18,161,13,226,538,240,76,14,4,55,1165,0,124,281,54,11,0,0,30,501,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,120,288,54,11,0,0,32,512,44,99,27,37,22,3,3,34,268,13,32,37,47,17,6,4,28,183,82,637,1693,4391,1825,304,124,365,9427
31503,20,215,1016,2729,1379,376,139,201,6080,0,62,63,5,0,0,0,8,140,0,0,0,4,0,0,0,0,4,0,67,63,8,0,0,0,8,148,0,48,105,10,0,0,0,17,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,105,10,0,0,0,17,180,54,60,20,30,19,4,8,26,221,4,7,13,34,12,9,3,12,92,78,398,1222,2808,1418,388,153,265,6720
31601,16,72,598,4756,7370,1316,225,229,14586,14,94,961,924,17,0,3,102,2110,7,28,255,419,47,0,3,27,778,18,123,1215,1349,63,0,3,126,2890,13,84,477,448,65,3,0,47,1134,0,3,77,76,0,0,0,5,166,0,15,150,76,53,0,0,0,289,0,3,0,0,0,0,0,0,3,16,102,712,597,112,3,0,49,1598,4,21,43,11,0,0,0,8,85,0,6,9,22,8,3,0,10,68,54,325,2570,6738,7560,1325,231,421,19226
31602,22,81,1218,9215,8921,1410,227,331,21433,4,99,1891,1044,31,0,3,97,3167,6,66,318,623,67,3,0,18,1104,14,161,2206,1663,97,9,3,118,4270,16,181,399,184,16,3,0,25,824,0,74,404,210,12,0,3,18,713,9,259,1345,947,36,4,0,76,2678,0,0,0,0,0,0,0,0,3,30,515,2146,1344,62,11,8,114,4219,44,202,150,30,5,3,0,21,456,0,69,27,23,12,0,3,17,151,104,1034,5738,12274,9103,1434,243,600,30529
31603,12,135,843,5588,4095,687,110,215,11682,3,69,806,384,7,4,0,44,1320,19,150,953,1492,122,8,3,67,2813,18,214,1763,1878,128,14,8,109,4130,32,314,1289,507,25,0,5,63,2236,12,154,885,452,13,0,0,40,1557,12,285,1271,725,38,0,3,106,2442,0,6,0,0,0,0,0,0,5,52,750,3452,1687,76,4,10,215,6235,46,119,108,34,16,0,0,27,352,4,27,36,44,5,0,0,25,143,133,1245,6200,9233,4325,707,122,590,22549
31605,5,70,678,5020,4752,679,63,195,11457,9,109,550,378,28,3,0,60,1136,7,92,742,678,84,11,0,40,1657,14,203,1293,1056,108,13,3,102,2790,28,137,486,163,13,0,0,41,865,0,35,267,84,0,0,0,3,399,0,0,35,46,3,0,0,0,83,0,16,0,0,0,0,0,0,17,27,187,786,298,11,3,0,46,1369,7,17,11,8,3,0,0,10,57,3,13,33,33,12,0,0,13,105,64,485,2796,6419,4882,697,65,370,15772
31606,73,403,1662,7036,5725,1100,282,293,16576,0,22,191,156,24,0,0,11,405,0,6,28,114,4,3,0,3,152,0,30,216,269,23,3,0,16,560,3,25,52,23,3,3,0,5,117,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,7,3,0,0,0,0,0,20,3,33,56,31,3,3,0,6,142,62,151,51,16,9,0,0,19,311,3,20,13,29,22,12,6,9,114,138,633,1995,7391,5785,1119,298,341,17701
31607,27,210,1063,5548,4414,945,256,248,12713,3,42,374,278,10,3,0,19,730,3,54,296,172,7,0,0,12,544,3,93,665,455,14,3,4,33,1266,20,213,337,35,10,0,0,29,643,0,11,30,3,0,0,0,0,45,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,3,5,17,226,369,43,8,5,0,35,696,57,127,154,10,3,0,0,27,379,7,8,12,28,21,5,6,11,98,107,671,2268,6077,4453,955,265,358,15155
31608,33,228,835,3097,2477,535,128,135,7482,0,0,11,9,9,3,0,3,31,0,0,3,3,3,0,0,0,18,0,3,17,13,13,3,0,3,45,0,18,57,29,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,57,32,0,0,0,0,108,9,43,11,7,7,0,0,7,93,12,9,9,15,4,0,3,16,67,57,306,933,3165,2507,544,133,159,7789
31701,47,272,2728,19612,16730,2982,613,822,43804,17,618,2790,1511,73,12,8,183,5204,9,176,677,419,45,5,7,47,1386,26,794,3468,1931,115,21,14,230,6595,7,197,1619,538,37,4,5,92,2494,6,14,34,0,0,0,0,3,58,0,0,37,19,6,0,0,6,73,0,4,0,0,0,0,0,0,5,15,215,1694,554,42,8,4,100,2635,12,75,50,154,100,24,3,23,439,0,39,51,86,62,9,7,111,359,107,1383,7993,22341,17050,3042,637,1279,53834
31801,39,358,2115,7203,3209,485,117,377,13899,3,16,89,25,5,0,5,5,146,0,12,20,5,0,0,0,3,37,3,24,111,26,6,0,5,13,185,11,125,613,88,10,0,0,44,899,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,3,11,131,610,91,10,0,0,44,909,55,130,43,42,12,3,4,31,327,0,8,15,17,17,3,4,38,104,118,654,2899,7374,3258,493,125,501,15422
31802,81,548,3634,23922,20271,3101,623,999,53181,52,416,2696,616,104,6,4,177,4072,9,316,1646,603,47,8,10,59,2701,63,739,4339,1220,150,10,14,241,6771,39,445,1085,314,20,5,4,103,2016,0,121,1000,208,4,0,0,36,1366,15,122,715,574,3,6,0,33,1465,0,8,0,5,0,0,0,0,8,54,687,2805,1095,34,7,3,164,4858,122,245,69,44,25,5,4,37,561,5,30,53,60,41,3,5,56,249,324,2245,10905,26347,20520,3135,646,1496,65617
31901,84,390,3110,14372,8241,1301,266,639,28410,27,227,1140,387,10,0,7,94,1896,3,137,128,135,8,3,0,18,437,26,370,1269,529,18,3,7,120,2329,17,293,981,236,45,4,4,66,1640,0,0,4,22,0,0,0,0,23,0,3,49,51,3,0,0,0,108,0,0,0,0,0,0,0,0,3,17,299,1033,307,51,4,4,70,1782,95,277,100,52,17,0,0,47,592,9,11,17,60,15,4,3,27,143,225,1343,5527,15318,8341,1312,280,907,33261
