SA3_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60101,13,11,13,4,7,3,0,51,35,29,19,5,20,4,3,104,31,17,9,3,5,0,0,69,736,751,420,238,331,113,23,2616,6,3,4,8,8,0,0,29,819,805,465,260,373,127,34,2876,3,3,0,0,0,0,0,6,9,9,6,7,8,0,0,34,0,3,0,6,5,0,0,12,379,448,242,127,158,42,7,1397,25,23,12,11,6,0,0,77,415,482,259,152,172,45,9,1531,1225,1289,724,405,543,170,41,4402
60102,107,126,65,32,60,35,18,438,164,155,69,52,85,25,17,576,142,159,66,37,48,30,11,487,1961,2031,1092,661,915,326,108,7094,11,18,10,7,7,3,0,51,2391,2481,1303,793,1108,417,153,8644,3,17,21,6,10,12,10,68,31,61,27,31,36,15,6,212,3,13,10,12,17,10,9,66,472,604,378,265,354,115,44,2234,24,17,9,12,6,6,0,69,539,701,437,325,426,154,68,2657,2924,3189,1744,1119,1535,570,227,11300
60103,289,249,145,89,146,65,37,1010,104,106,72,28,38,25,10,389,108,96,32,19,36,20,10,309,1708,1607,896,565,751,250,62,5831,10,7,7,3,3,0,0,33,2215,2066,1152,706,972,360,119,7580,32,74,38,35,65,22,14,280,39,60,33,28,23,13,9,200,13,25,13,16,23,13,0,98,648,887,497,335,448,106,38,2967,38,37,19,13,9,3,0,119,770,1078,601,427,565,154,65,3663,2985,3147,1747,1128,1541,512,180,11246
60104,158,146,102,74,107,45,17,659,124,158,92,67,86,40,11,573,134,135,94,52,72,35,10,533,1278,1355,779,491,610,200,89,4789,7,5,5,0,0,0,0,26,1698,1799,1068,688,880,314,128,6582,3,27,18,22,25,6,5,104,25,33,18,13,17,3,11,121,17,21,29,16,24,10,3,122,184,297,196,159,219,66,22,1151,10,7,4,6,8,4,0,40,242,387,269,216,294,87,44,1535,1937,2185,1334,903,1169,403,174,8117
60105,337,270,134,74,109,57,26,1007,200,226,125,102,114,44,29,848,208,218,98,70,101,30,22,742,1161,1344,741,464,630,303,150,4785,14,4,0,0,0,0,0,26,1914,2054,1105,710,959,434,226,7400,30,36,33,17,32,26,12,180,27,38,46,22,49,24,4,213,10,32,23,26,31,19,3,138,133,205,166,134,180,85,34,933,7,8,3,3,3,0,0,25,204,321,269,200,296,148,54,1493,2116,2380,1374,906,1253,577,283,8899
60106,21,8,14,6,13,8,3,73,38,50,27,19,16,5,0,159,37,39,21,13,20,7,0,147,628,603,331,207,267,84,34,2157,5,3,0,3,3,0,0,17,723,708,395,256,323,104,42,2542,3,0,0,0,3,3,0,13,16,21,20,11,13,0,0,79,3,9,5,7,6,3,0,37,143,193,125,89,102,23,3,679,6,5,0,0,4,0,0,21,171,228,155,104,132,26,7,827,893,937,549,360,452,133,47,3366
60201,398,358,204,133,172,78,35,1386,189,222,125,69,134,33,16,780,214,201,88,63,86,18,11,684,2609,2673,1519,981,1367,443,121,9709,16,19,3,8,5,0,0,56,3431,3476,1948,1259,1755,573,184,12622,34,46,33,29,53,13,12,222,29,64,47,45,49,15,9,253,30,57,40,27,32,9,5,195,772,993,565,382,558,158,51,3464,41,31,17,18,11,3,0,118,906,1192,697,490,706,205,71,4257,4331,4664,2639,1747,2458,777,254,16881
60202,32,45,24,26,20,3,3,153,36,45,28,11,31,10,3,163,42,56,37,34,35,5,3,214,742,876,507,310,461,109,19,3020,0,0,3,0,7,0,0,6,845,1016,607,381,554,130,32,3559,3,0,0,4,3,3,0,14,4,14,17,3,12,0,3,55,3,8,3,3,8,0,0,32,127,214,134,108,113,30,6,714,6,9,10,0,4,0,0,36,143,249,161,120,134,38,7,854,994,1262,764,498,691,160,42,4410
60203,29,36,15,13,30,13,0,134,71,54,31,16,35,10,7,224,83,79,32,23,25,3,0,247,1196,1415,855,510,630,131,33,4775,9,12,7,3,4,0,0,37,1384,1590,941,567,721,155,44,5414,3,7,0,0,4,3,0,12,14,20,11,12,11,0,0,74,4,11,10,14,12,3,0,53,302,366,243,177,197,32,10,1340,14,14,3,9,3,0,0,38,340,418,269,214,234,37,10,1520,1727,2007,1212,780,957,192,55,6937
60301,0,9,10,5,8,4,0,36,14,21,14,9,13,7,0,79,20,18,12,11,4,0,0,58,373,448,303,194,234,53,8,1621,3,3,0,0,0,0,0,9,413,498,340,218,260,65,8,1795,0,0,0,0,0,0,0,3,0,0,3,6,0,3,0,9,0,4,3,3,5,6,0,20,82,131,69,51,52,12,6,403,7,3,3,3,0,0,0,16,87,141,84,60,58,20,6,446,497,638,422,276,319,81,15,2243
60302,24,53,31,14,30,11,4,170,66,54,51,34,26,10,0,239,53,63,43,28,25,9,5,227,625,675,410,238,327,81,19,2384,3,6,0,6,0,3,0,15,772,851,536,327,405,114,28,3037,0,5,4,3,7,0,0,18,4,13,13,14,6,0,0,59,4,11,5,8,4,7,0,42,107,167,113,75,83,24,7,573,6,8,8,3,4,0,0,29,120,213,142,99,113,32,7,719,894,1059,678,423,517,146,35,3750
60303,9,7,0,3,0,0,0,23,4,9,6,0,3,0,0,27,21,13,3,0,0,0,0,34,127,174,111,76,43,3,3,537,6,0,3,0,0,0,0,8,165,200,129,77,52,4,4,632,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,11,0,0,0,0,0,0,0,3,40,64,38,23,20,0,0,185,0,4,0,0,0,0,0,10,45,68,38,27,21,0,0,208,208,269,166,107,75,4,3,836
60401,75,58,39,30,42,11,0,256,83,81,54,27,43,11,3,296,70,83,39,17,32,3,9,251,1702,1705,1068,649,914,191,45,6270,8,4,9,3,3,0,0,36,1936,1934,1201,733,1029,218,55,7103,5,5,7,3,6,4,0,38,30,27,22,17,25,11,0,126,6,17,12,12,25,4,5,90,461,630,373,277,398,62,16,2213,23,17,20,13,9,3,0,88,528,694,428,321,466,87,17,2549,2463,2633,1637,1059,1498,304,70,9656
60402,57,56,43,23,47,3,3,225,81,75,59,29,48,12,3,310,80,102,59,28,38,10,0,312,1414,1631,933,628,817,187,34,5644,10,12,7,4,0,0,0,42,1640,1871,1104,720,950,207,42,6533,3,4,3,3,6,0,0,18,22,44,16,14,11,12,0,122,13,28,13,9,16,9,0,87,472,626,362,207,339,70,7,2078,21,27,15,9,4,3,0,80,539,731,407,237,379,88,14,2381,2176,2601,1510,958,1325,298,55,8919
60403,44,35,33,25,21,5,0,169,37,65,15,15,15,0,0,147,44,15,10,9,13,0,0,90,650,774,417,232,274,45,11,2389,6,4,0,3,3,0,0,18,782,895,469,285,325,49,11,2814,0,0,0,0,7,0,0,10,5,8,9,5,3,0,0,32,3,7,5,10,0,0,0,25,126,188,103,78,69,9,0,572,17,16,3,5,3,0,0,44,156,215,121,103,83,6,0,690,934,1118,591,386,405,57,10,3501
69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70101,396,285,162,81,103,34,13,1068,60,66,37,28,36,6,4,239,154,97,43,33,33,7,3,359,491,453,241,138,166,39,12,1547,5,5,0,0,0,0,0,14,1102,901,487,283,339,78,39,3226,20,19,17,8,19,4,0,87,12,14,4,3,6,0,3,41,12,20,6,7,9,3,4,56,63,74,49,41,40,10,0,283,3,0,0,0,0,0,0,9,110,124,79,69,78,20,6,482,1210,1029,567,344,417,102,44,3710
70102,1100,920,510,336,430,181,70,3547,247,220,110,83,107,36,11,814,299,256,134,79,141,36,15,973,1436,1278,629,400,487,73,25,4318,26,26,12,5,4,0,0,77,3107,2703,1395,906,1171,323,133,9729,54,84,56,52,95,33,21,385,43,50,39,28,37,4,4,197,34,57,38,24,34,7,0,191,259,385,240,159,191,13,8,1263,27,25,18,11,6,0,0,92,407,594,393,272,364,67,36,2126,3517,3292,1784,1178,1529,388,167,11855
70103,58,50,41,23,36,8,5,229,46,46,26,20,31,5,3,178,97,85,41,32,41,4,5,299,804,903,532,307,363,44,11,2968,12,9,3,5,3,0,0,32,1012,1096,642,390,475,66,24,3710,3,12,3,0,8,3,0,31,15,12,3,3,6,0,0,36,3,19,8,7,10,0,0,51,87,156,94,66,90,0,0,493,3,5,7,3,4,0,0,22,107,206,118,88,120,3,0,637,1118,1298,762,476,595,65,25,4346
70104,524,427,233,162,197,53,16,1602,183,148,82,41,62,3,0,526,250,180,91,39,51,6,3,615,1688,1362,615,348,373,66,19,4468,6,12,9,3,5,0,0,35,2656,2130,1025,592,683,131,36,7252,37,41,26,26,31,10,3,174,37,31,14,7,20,0,3,112,23,31,26,21,22,5,0,125,338,394,205,158,165,16,5,1282,27,26,10,8,3,0,0,77,463,518,293,213,235,29,16,1772,3123,2648,1317,810,920,163,54,9023
70201,410,357,163,108,138,21,4,1208,118,91,32,30,32,3,0,297,128,104,33,40,39,5,0,344,1192,1234,668,354,315,36,3,3814,11,7,5,8,0,0,0,39,1863,1791,912,538,526,65,9,5701,10,23,27,16,18,0,0,101,14,24,20,6,7,0,0,73,15,21,15,11,21,0,0,73,377,536,303,173,140,17,3,1546,24,23,17,13,0,3,0,80,440,628,373,226,190,22,8,1879,2301,2425,1285,765,717,89,20,7582
70202,16,18,11,3,7,0,0,58,4,0,0,0,0,0,0,6,4,3,0,0,0,0,0,12,285,262,119,69,36,0,4,777,5,3,0,0,0,0,0,6,321,285,130,71,44,0,4,862,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,108,136,75,43,15,0,0,377,4,14,3,6,0,0,0,27,116,155,80,42,15,0,0,407,435,441,212,120,65,4,4,1271
70203,23,16,17,13,5,0,0,78,12,18,7,3,0,0,0,41,19,18,7,3,4,0,0,53,838,893,498,283,200,17,0,2727,17,14,10,10,0,0,0,46,909,959,532,306,208,17,3,2942,0,3,0,0,0,0,0,6,0,4,3,0,3,0,0,10,3,6,0,3,0,0,0,11,276,290,178,91,96,5,4,945,7,15,6,3,0,0,0,40,295,319,197,93,96,5,6,1014,1203,1282,728,401,310,25,10,3951
70204,53,43,23,15,5,3,0,140,33,25,12,5,3,0,0,84,36,27,11,7,5,0,0,88,608,757,417,294,207,32,9,2323,17,10,5,9,0,0,0,41,743,868,473,329,218,35,9,2677,0,0,0,0,7,0,0,6,0,3,5,3,0,0,0,7,7,3,0,4,0,0,0,12,235,292,180,164,87,4,9,969,13,8,7,9,0,0,0,33,248,312,196,171,92,4,7,1031,992,1179,663,500,315,36,17,3708
70205,67,53,25,15,26,10,0,196,21,23,6,3,6,3,0,68,42,25,17,11,7,7,0,102,987,976,475,298,205,19,4,2965,13,20,4,5,3,0,0,47,1135,1091,533,330,243,34,4,3379,0,3,4,6,0,0,0,16,5,3,0,0,0,0,0,10,4,0,4,3,0,0,0,14,252,315,205,140,72,5,0,993,12,14,6,4,0,0,0,31,274,336,217,155,80,5,0,1068,1408,1430,748,481,321,38,4,4441
79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101,1288,1062,466,294,374,227,118,3836,446,425,206,143,188,83,53,1539,493,460,218,128,198,63,41,1600,3286,3024,1504,884,1108,402,226,10432,14,15,3,9,6,3,0,54,5532,4987,2399,1467,1872,778,442,17468,151,152,97,84,122,60,37,710,83,99,70,30,61,29,12,387,26,72,48,32,50,13,11,253,398,603,420,279,367,94,43,2202,41,34,21,10,12,0,0,115,694,953,653,440,618,207,98,3660,6224,5933,3055,1902,2495,982,540,21133
80103,8,7,0,3,3,0,0,27,7,0,0,0,3,0,0,12,4,0,0,0,0,0,0,8,31,14,10,3,14,4,0,78,0,0,0,0,0,0,0,0,42,21,18,12,26,6,0,117,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,9,4,4,0,0,3,0,17,0,0,0,0,0,0,0,0,12,5,4,0,0,3,0,21,52,25,18,12,25,10,3,144
80104,2293,1870,859,476,636,411,191,6738,385,384,205,106,158,71,20,1331,476,414,171,111,132,73,33,1412,2788,2174,1129,685,856,302,78,8012,30,20,11,9,8,3,0,86,5982,4855,2379,1383,1789,856,325,17574,85,131,95,51,89,66,33,552,52,83,52,34,40,12,7,277,31,40,20,12,25,15,5,155,237,358,245,185,226,101,29,1381,10,11,7,7,3,7,0,42,414,629,415,289,392,194,74,2403,6397,5487,2800,1676,2182,1049,398,19979
80105,404,350,203,101,149,72,36,1317,214,187,114,63,75,36,17,709,265,198,120,87,99,35,26,839,1082,1026,517,336,422,170,88,3631,8,9,0,0,0,0,0,20,1974,1772,958,585,747,326,158,6516,37,70,41,29,41,37,13,276,26,38,39,16,20,11,7,155,19,28,18,16,23,4,4,107,95,160,108,72,111,44,38,616,7,8,8,0,0,0,0,24,174,303,210,130,198,96,58,1175,2154,2071,1171,714,943,424,217,7686
80106,228,238,145,95,154,62,32,945,128,112,83,33,60,26,14,462,109,129,77,54,79,31,12,496,540,506,334,223,308,146,65,2121,3,4,0,0,0,0,0,6,1007,989,635,406,607,258,122,4039,18,34,38,28,49,29,9,205,19,23,17,18,17,5,5,107,4,9,8,8,19,7,0,70,68,99,63,44,85,30,15,412,6,4,3,0,4,0,0,13,116,173,134,105,175,72,26,810,1126,1163,771,515,788,335,152,4842
80107,759,697,406,285,388,246,119,2910,397,395,235,141,239,95,44,1553,405,389,197,124,207,70,52,1446,3125,2892,1499,967,1431,541,263,10718,13,15,18,4,4,0,0,55,4697,4402,2358,1522,2272,954,479,16687,56,64,53,42,71,41,25,354,94,78,78,46,74,31,17,424,31,75,43,37,57,20,16,271,552,691,507,299,497,166,69,2787,35,32,15,7,8,0,3,95,764,937,697,435,711,257,128,3930,5463,5340,3050,1952,2984,1213,607,20616
80108,201,189,122,71,85,55,23,738,127,131,70,40,57,15,13,452,120,126,66,35,56,23,8,440,853,886,464,262,344,138,56,3011,0,7,4,4,0,0,0,11,1304,1347,734,414,538,230,101,4656,13,24,24,6,14,13,5,97,13,28,14,9,18,0,5,95,7,18,10,12,13,9,3,75,95,138,93,78,90,30,13,540,0,7,0,0,3,0,0,15,128,217,151,109,133,52,33,822,1431,1564,881,523,674,278,136,5479
80109,545,578,238,127,203,108,70,1871,130,159,106,61,107,44,33,645,184,192,101,64,97,49,25,713,760,989,555,340,492,222,105,3458,6,11,7,3,3,0,3,29,1622,1932,1015,595,899,430,231,6717,28,58,38,25,45,25,10,236,18,34,11,17,28,15,8,129,5,16,22,12,21,13,3,96,72,141,98,70,86,36,12,512,0,0,3,0,0,0,0,11,130,252,173,122,187,89,35,986,1748,2181,1189,715,1087,512,264,7697
80110,155,122,72,36,36,19,9,441,44,21,12,4,3,0,0,81,39,20,4,3,3,3,3,76,144,91,31,15,22,4,9,318,0,3,0,0,0,0,0,10,382,267,116,58,60,24,21,924,3,11,7,3,3,3,0,32,0,6,3,0,0,3,0,11,0,3,3,0,0,0,0,7,17,33,10,4,18,8,3,78,4,0,0,0,0,0,0,3,18,49,17,7,17,10,3,132,407,315,133,68,79,39,24,1063
80111,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,15,29,39,19,11,9,3,0,110,0,0,0,0,0,0,0,0,31,44,14,15,18,3,3,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,4,0,3,0,0,0,11,0,0,0,0,0,0,0,0,3,4,3,3,3,0,0,18,41,47,18,11,21,3,3,147
89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90101,31,25,15,12,15,0,0,98,11,13,4,0,0,0,0,30,19,27,6,7,8,0,0,67,30,26,15,5,0,0,0,80,0,0,0,0,0,0,0,3,83,94,40,27,25,4,0,272,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,4,0,3,0,0,9,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,11,4,10,3,0,27,84,98,49,28,35,6,0,298
90102,0,3,0,0,0,0,0,5,9,10,0,0,0,0,0,20,4,0,0,0,0,0,0,3,30,27,7,9,7,0,0,79,0,3,0,0,0,0,0,3,42,40,9,12,6,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,42,44,14,14,6,0,0,117
90103,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,4,0,0,0,0,3,0,0,3,17,5,0,0,3,0,0,21,0,0,0,0,0,0,0,0,15,3,3,3,6,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,13,4,5,0,0,49,3,0,0,0,0,0,0,3,9,19,13,12,5,0,0,55,31,20,14,14,12,3,0,87
90104,9,12,3,8,3,0,0,40,11,8,10,0,0,3,0,35,7,21,10,3,4,0,0,45,36,42,23,21,15,3,0,149,0,0,0,0,0,0,0,3,73,87,49,31,29,3,0,276,0,7,5,0,0,0,0,17,5,0,0,0,8,0,0,12,0,3,5,0,0,0,0,9,3,6,4,4,10,0,0,23,0,0,0,0,0,0,0,0,6,19,15,5,15,0,0,60,81,101,62,38,47,5,0,340
99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
