SA3_CODE_2016,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_hs_coop_com_ch_g,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_hs_coop_com_ch_g,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_hs_coop_com_ch_g,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_over_LT_Psn_not_Sme_hhd,R_950_ovr_LT_hs_coop_com_ch_g,R_950_over_LT_Other_Lld_type,R_650_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
10304,13,42,130,9,52,90,338,3,42,7,17,4,0,76,67,283,75,31,13,7,472,309,192,129,22,18,4,675,349,78,148,10,8,3,605,779,78,190,8,18,7,1082,1099,57,214,5,21,3,1398,854,14,128,3,17,0,1021,101,3,28,0,3,0,135,20,3,9,0,0,0,33,4,0,3,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,11,52,51,66,13,30,3,217,3660,853,1130,119,182,120,6065
10401,3,13,120,27,33,81,274,3,22,13,13,17,0,64,44,132,102,42,42,5,371,186,71,208,57,36,11,568,212,45,192,15,24,3,490,579,36,291,10,36,5,960,929,23,313,27,32,8,1336,471,3,93,8,6,6,588,69,0,16,3,3,0,86,13,0,6,0,3,0,23,11,0,3,0,0,0,15,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,10,24,34,51,11,17,8,145,2546,388,1409,205,248,133,4939
10402,13,42,150,19,28,109,356,3,31,15,8,4,0,58,24,459,129,42,63,6,727,149,230,164,65,62,12,677,209,102,211,21,39,5,586,747,92,315,25,57,8,1246,1427,124,538,21,57,16,2178,1943,36,504,7,45,14,2542,586,3,110,5,13,3,722,108,0,18,0,3,0,131,23,3,5,0,0,0,32,3,0,5,0,0,0,16,0,0,0,0,3,0,3,8,0,3,0,0,0,18,90,58,65,32,29,11,285,5334,1186,2233,236,401,184,9579
10501,11,61,153,36,342,152,761,4,44,24,91,51,7,222,51,119,130,109,87,13,512,142,161,155,139,139,6,748,102,82,99,31,20,3,342,101,34,73,23,20,4,253,65,10,45,4,10,0,139,18,3,4,3,3,0,37,0,0,0,0,6,0,4,0,0,0,0,0,0,3,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,4,24,58,21,60,10,178,501,554,761,451,748,195,3206
10502,3,18,66,14,120,56,278,3,20,19,9,39,4,89,44,64,95,38,39,7,288,194,48,182,12,27,4,470,118,16,110,4,18,4,274,136,14,91,3,21,3,263,107,12,53,0,10,0,174,33,0,16,0,3,0,54,0,0,3,0,0,0,6,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,18,8,36,3,19,5,87,658,202,664,89,297,95,1998
10503,22,60,170,28,126,173,581,9,45,29,30,12,3,135,163,350,214,82,42,10,859,569,239,280,49,63,14,1214,415,92,239,14,34,0,793,747,91,250,4,21,5,1126,969,61,293,5,25,3,1352,654,16,119,0,12,3,807,89,0,20,0,3,0,108,13,0,4,0,0,0,16,6,0,4,0,0,0,8,4,0,0,0,0,0,7,0,0,3,0,0,0,3,3,0,9,0,0,3,16,48,57,89,17,50,14,282,3708,1002,1729,236,390,237,7302
10601,11,53,176,11,38,136,415,10,42,19,12,6,0,83,47,365,92,10,24,8,539,268,224,155,15,44,8,719,261,86,158,6,19,3,536,942,75,252,8,85,8,1373,1998,62,354,3,56,10,2482,1335,0,157,3,10,4,1513,130,0,44,0,6,0,183,29,0,16,0,0,0,49,13,3,7,0,3,0,23,4,0,0,0,0,0,4,0,0,3,0,0,0,3,6,0,3,0,3,0,16,85,58,74,7,42,15,277,5129,967,1509,68,334,184,8201
10602,7,55,72,3,15,41,185,3,51,5,10,4,0,78,27,408,33,5,11,7,488,213,250,70,36,34,3,605,167,98,83,8,12,3,361,341,85,159,0,168,9,758,1535,138,298,5,39,10,2021,2341,16,240,0,18,10,2622,288,0,34,0,3,0,322,42,0,10,0,0,0,54,8,0,0,0,0,0,5,3,0,0,0,0,0,6,0,0,0,0,0,0,3,3,0,5,0,0,0,4,57,64,40,17,17,3,192,5026,1166,1038,83,317,81,7711
10603,7,30,91,7,17,66,213,0,28,10,13,4,0,55,21,261,63,33,37,4,425,93,142,78,52,26,3,398,156,65,129,8,42,3,398,481,115,171,5,314,10,1094,1282,42,307,7,85,10,1729,1545,8,240,0,33,3,1826,392,0,60,0,8,0,458,85,0,14,0,3,0,107,22,0,9,0,0,0,29,6,0,3,0,0,0,14,7,0,0,0,0,0,9,4,0,6,0,3,0,12,44,29,50,11,17,15,173,4141,715,1222,144,599,113,6939
10604,8,11,74,3,131,114,341,3,27,5,7,3,0,46,101,41,65,16,14,3,244,278,146,96,17,24,10,573,232,51,80,6,12,8,389,555,86,142,10,26,3,825,701,18,120,0,13,3,855,179,5,44,0,10,0,234,33,0,9,0,3,0,49,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,3,4,0,0,0,3,0,10,36,24,34,8,56,8,157,2124,411,692,78,299,137,3739
10701,12,118,96,13,7,40,288,0,93,12,3,0,0,105,32,811,48,24,18,12,943,135,425,98,20,19,11,703,155,184,78,9,16,7,449,330,110,151,14,25,0,630,616,217,255,14,26,3,1128,1287,130,358,7,24,10,1811,404,8,68,0,3,0,484,109,3,16,0,0,0,130,26,0,3,0,0,0,31,3,0,3,0,0,0,4,0,0,3,0,0,0,3,3,0,4,0,0,0,6,54,113,53,11,9,15,247,3164,2203,1236,115,158,103,6972
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,12,46,118,4,22,62,263,3,50,3,9,3,0,73,11,530,36,10,21,7,616,42,371,69,31,20,5,548,76,155,99,13,7,0,354,282,130,125,23,13,7,577,680,219,267,10,25,12,1207,1697,95,431,8,30,8,2272,985,6,130,0,4,0,1126,333,0,34,0,3,0,375,72,0,14,0,3,0,87,11,0,0,0,0,0,14,4,0,0,0,0,0,3,9,0,3,0,3,0,15,52,84,54,16,13,8,224,4268,1683,1382,129,168,113,7748
10704,19,172,136,10,26,129,492,7,126,8,27,0,4,175,48,1326,81,55,31,19,1564,219,506,165,56,17,4,970,231,228,154,31,19,10,661,783,159,275,18,34,8,1285,1975,181,422,20,34,10,2641,2776,179,548,17,38,5,3572,1823,32,299,6,15,4,2177,725,3,119,3,5,0,865,266,3,55,3,4,0,333,99,0,25,0,0,0,127,50,0,12,0,0,0,58,35,3,10,0,4,0,57,110,176,88,15,26,25,434,9171,3095,2402,269,255,225,15407
10801,3,10,67,5,23,57,167,0,8,3,6,0,0,28,30,93,55,15,20,4,207,146,59,88,68,27,5,387,164,16,98,19,12,0,311,377,21,116,8,11,4,544,540,11,136,4,8,3,709,472,0,114,0,4,3,597,90,0,22,0,0,0,113,7,0,0,0,0,0,6,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,38,17,30,4,15,4,100,1871,244,737,127,127,84,3184
10802,5,15,103,6,27,108,271,4,17,16,7,0,3,45,53,203,110,49,42,5,458,232,149,200,89,36,9,714,260,66,170,15,27,4,542,579,69,221,23,22,5,928,767,32,241,14,31,8,1093,379,10,85,0,10,4,483,47,0,15,3,0,0,67,4,0,3,0,0,3,8,0,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,9,3,3,0,5,0,13,33,29,45,8,18,10,149,2376,601,1218,213,213,158,4779
10803,0,0,0,0,3,7,9,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,3,0,0,0,4,0,0,3,0,3,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,10,0,0,3,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,17,0,19,7,42
10804,11,37,104,4,30,106,294,0,32,10,16,8,3,75,19,380,72,29,57,9,554,117,186,138,46,65,3,550,192,89,139,23,21,4,466,603,73,262,19,37,11,990,1272,96,369,18,35,10,1801,1865,20,338,9,31,7,2271,603,0,83,4,3,0,696,156,0,24,0,0,0,185,24,0,6,0,0,0,33,8,0,5,0,0,0,11,5,0,0,0,0,0,9,8,0,3,0,3,0,13,51,42,59,21,16,16,210,4934,957,1616,189,304,169,8161
10805,3,18,123,10,28,84,262,3,24,11,12,6,0,57,69,208,125,25,18,5,443,373,155,161,58,46,9,801,290,61,164,13,23,5,563,726,52,210,11,18,7,1032,1131,37,204,5,19,9,1403,452,10,99,12,9,3,584,63,0,14,0,0,0,75,3,0,3,0,3,5,12,3,0,4,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,6,0,3,0,16,41,33,45,23,16,15,178,3160,610,1167,172,186,137,5428
10901,15,28,112,5,27,76,264,18,42,20,29,9,3,112,329,290,141,26,21,5,819,934,142,230,32,39,14,1390,532,58,186,10,20,6,816,1033,79,242,10,33,4,1396,1099,23,196,4,19,5,1343,630,0,78,3,6,4,719,84,0,21,0,0,0,114,12,0,3,0,0,0,12,7,0,4,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,5,0,0,0,9,79,39,53,12,31,8,222,4775,713,1279,138,202,118,7225
10902,9,11,63,17,100,51,244,4,8,9,3,9,0,30,53,30,88,39,24,3,234,142,32,106,10,26,7,328,51,15,62,5,7,0,144,43,4,42,3,7,0,95,27,3,7,0,0,0,42,19,0,10,0,0,0,31,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,25,3,23,4,64,354,99,418,82,202,68,1224
10903,10,8,170,33,158,133,509,27,14,32,22,27,5,124,218,55,194,26,56,13,560,394,74,261,21,33,12,796,256,25,160,10,18,3,470,424,3,141,3,19,8,603,373,3,77,0,10,0,460,130,0,27,0,9,0,167,25,0,3,0,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,8,0,0,0,0,0,0,0,5,0,15,0,0,0,18,29,13,56,9,58,7,172,1894,190,1137,120,399,186,3919
11001,9,23,95,10,110,121,365,9,25,16,9,10,0,66,88,146,91,7,26,8,369,249,150,154,43,33,6,637,266,64,111,17,10,4,468,511,53,130,11,14,9,730,638,33,138,10,11,3,843,498,6,89,0,5,4,602,84,6,13,0,3,0,109,15,0,6,0,4,0,23,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,10,25,20,40,6,46,5,139,2400,525,888,115,264,163,4355
11002,9,15,171,63,98,171,533,20,18,28,12,4,0,77,163,101,182,44,40,5,531,366,84,218,45,34,11,759,271,42,183,6,26,4,531,497,54,127,10,24,12,721,373,12,90,3,0,0,487,74,3,22,0,3,0,101,4,0,4,0,0,0,8,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,12,27,12,53,12,40,9,157,1821,331,1085,202,271,220,3931
11003,8,24,119,18,232,144,552,9,34,7,14,33,4,96,80,117,116,62,62,4,439,265,150,140,74,49,10,686,121,61,81,9,17,3,300,149,43,107,10,16,0,334,184,10,106,0,24,7,318,188,6,61,0,12,0,265,44,0,9,0,3,0,56,7,0,3,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,18,47,45,7,78,7,196,1076,478,800,196,530,178,3262
11004,11,45,217,10,191,194,677,17,52,26,13,7,7,129,121,268,186,41,63,16,692,565,249,255,65,59,17,1214,432,77,270,21,36,12,843,985,126,307,24,46,4,1498,1649,47,404,3,50,19,2171,1031,16,175,3,23,7,1246,192,0,40,0,5,0,237,23,0,10,0,0,0,37,4,0,4,0,0,0,12,3,0,0,0,0,0,7,3,0,0,0,0,0,4,6,0,9,0,0,0,17,83,65,100,11,90,13,365,5123,953,2019,194,573,288,9141
11101,5,92,159,9,15,96,373,0,62,8,11,3,0,91,25,817,67,34,18,4,972,160,489,130,50,25,9,858,193,192,150,23,12,0,565,372,174,229,22,13,3,812,1462,262,477,10,22,12,2252,2385,65,529,3,26,7,3008,747,3,139,0,6,3,900,257,0,42,0,3,0,298,52,0,10,0,0,0,63,19,0,0,0,0,0,27,0,0,3,0,0,0,4,9,0,7,0,0,0,18,74,125,82,18,14,11,316,5764,2282,2024,182,167,144,10562
11102,4,28,92,3,20,51,195,0,30,8,20,10,0,64,21,286,50,50,30,3,446,75,201,95,60,46,10,494,88,77,105,37,41,7,348,214,78,150,20,28,3,504,869,121,323,13,37,7,1361,1325,22,328,0,15,8,1703,640,3,72,0,7,3,727,61,0,16,0,5,0,80,7,4,4,0,0,0,14,3,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,4,0,11,46,40,45,21,9,7,171,3362,892,1288,233,249,100,6126
11103,14,278,176,44,28,161,706,12,192,19,28,8,3,264,99,1656,169,53,32,18,2021,365,552,310,104,42,9,1389,371,236,279,48,28,6,960,922,227,398,34,87,9,1689,2766,219,926,40,117,21,4081,4987,71,1202,21,88,17,6383,2160,17,398,3,16,5,2600,591,0,113,0,5,0,713,198,8,61,0,5,3,266,90,0,30,3,4,0,129,36,0,13,0,0,0,50,51,0,29,0,3,0,88,156,212,143,50,30,14,608,12809,3677,4266,435,496,265,21946
11201,8,17,165,13,26,156,379,0,24,11,17,7,0,48,24,271,93,52,41,3,493,99,164,154,57,56,3,535,107,73,192,15,35,3,432,306,59,293,8,60,8,739,892,55,456,16,31,11,1459,1315,28,616,14,36,13,2028,858,6,330,4,13,5,1221,436,3,172,0,14,0,626,180,0,81,0,7,0,267,70,5,31,0,0,0,111,41,0,15,0,4,0,59,45,0,21,0,0,0,68,62,41,102,19,11,11,252,4447,746,2742,211,344,215,8705
11202,11,34,168,25,29,156,412,11,34,20,17,9,0,82,84,267,156,44,38,10,599,383,166,287,102,65,11,1014,314,77,257,42,24,5,726,847,62,426,23,39,5,1405,1216,35,559,11,39,9,1866,531,14,219,3,18,5,783,73,0,39,0,3,0,122,9,0,9,0,0,0,26,4,0,3,0,0,0,14,3,0,0,0,0,0,8,0,0,3,0,0,0,5,7,0,3,0,0,0,11,37,43,92,23,28,11,229,3533,727,2234,286,295,222,7294
