SED_CODE_2016,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_SE_Europe_nfd_0_4,P_SE_Europe_nfd_5_14,P_SE_Europe_nfd_15_24,P_SE_Europe_nfd_25_44,P_SE_Europe_nfd_45_54,P_SE_Europe_nfd_55_64,P_SE_Europe_nfd_65_74,P_SE_Europe_nfd_75_84,P_SE_Europe_nfd_85ov,P_SE_Europe_nfd_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_FYROM_0_4,P_FYROM_5_14,P_FYROM_15_24,P_FYROM_25_44,P_FYROM_45_54,P_FYROM_55_64,P_FYROM_65_74,P_FYROM_75_84,P_FYROM_85ov,P_FYROM_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SED53003,0,0,0,15,12,13,3,0,0,44,8,34,53,143,51,24,3,0,0,318,0,0,0,9,0,0,0,0,0,12,0,3,3,38,22,24,12,4,3,107,0,0,3,3,5,5,4,0,0,20,3,4,14,67,18,10,12,0,0,126,0,0,0,0,0,3,0,5,0,5,0,7,0,27,10,3,3,0,0,48,0,0,10,85,0,0,0,0,0,99,3,11,9,46,28,11,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,35,12,6,7,0,0,68,0,8,0,20,3,5,0,0,0,36,0,0,0,4,3,6,3,0,0,19,0,3,5,30,10,10,5,0,0,58,3,18,19,153,50,42,30,9,0,333,259,464,447,1392,612,503,228,76,25,3999,2957,5426,4309,11208,4551,3752,1579,461,117,34364
SED53104,0,0,0,12,4,4,0,0,0,26,0,18,10,42,15,25,7,0,0,126,0,7,5,24,6,36,7,4,3,86,0,24,56,101,134,124,103,54,22,619,0,4,10,28,27,32,13,10,4,125,3,103,146,277,184,73,44,16,6,855,0,0,0,3,0,5,3,7,0,20,0,3,0,8,11,4,10,0,4,47,0,0,3,8,0,0,3,0,0,14,0,6,14,39,14,8,0,0,0,78,0,0,0,4,12,10,13,3,0,40,0,0,0,0,0,0,0,3,0,3,3,11,12,29,18,15,13,4,0,104,4,0,8,20,11,19,3,0,0,66,0,9,22,25,34,30,24,17,4,162,0,3,23,70,66,31,19,4,3,221,4,45,71,261,157,143,72,38,23,814,47,118,112,319,195,187,136,80,37,1228,1895,4461,4069,7966,4878,5019,3358,1470,770,33886
SED53205,0,5,8,29,8,0,3,0,0,51,43,397,355,888,312,110,28,7,0,2134,0,3,4,43,11,21,10,3,3,91,5,44,39,167,139,130,100,73,21,716,4,27,34,95,62,28,14,8,0,272,5,111,204,437,214,102,37,14,10,1129,0,0,0,10,9,10,8,3,0,34,0,18,14,93,19,9,8,0,0,162,3,0,7,38,0,0,0,0,0,53,4,18,20,72,27,20,3,0,0,156,0,0,3,8,0,4,0,0,0,13,0,0,0,5,0,4,0,0,0,10,5,25,28,53,27,34,11,0,0,184,0,7,31,72,23,13,8,0,0,143,0,7,5,34,41,33,20,25,7,175,0,45,77,198,65,30,4,0,0,427,24,123,215,784,279,176,126,60,14,1796,376,588,660,1687,624,503,380,213,67,5095,5703,9382,8699,21689,7928,5669,3654,1805,542,65064
SED53306,0,3,6,18,8,0,0,0,0,33,12,86,102,201,113,40,8,3,0,567,0,3,0,13,3,7,8,10,3,47,0,32,35,80,84,86,92,79,23,521,3,11,4,16,15,15,3,4,4,71,6,64,133,179,149,46,31,23,4,637,0,0,0,0,0,0,6,3,0,9,8,28,0,57,7,0,4,0,0,101,0,0,0,14,3,0,3,0,0,14,0,21,20,59,31,22,5,3,0,159,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,9,15,25,19,19,15,4,3,111,0,0,7,21,4,4,3,0,0,33,0,12,10,34,21,12,33,27,4,154,0,7,24,61,33,28,8,6,0,172,4,62,53,222,116,79,75,42,17,672,124,249,295,721,418,414,364,345,179,3107,2604,5202,5025,10018,5352,4932,4434,3221,1249,42036
SED53402,0,0,0,19,9,3,0,0,0,30,11,46,47,180,57,31,15,3,0,377,0,4,6,71,23,55,20,27,26,230,0,3,11,127,64,62,58,40,10,375,3,4,6,88,40,45,19,8,0,216,0,10,32,148,43,40,17,4,4,297,0,0,0,20,15,26,25,8,5,92,0,16,23,83,26,11,19,7,8,187,7,3,17,101,7,0,0,0,0,139,5,13,29,90,26,25,0,3,0,187,0,0,0,5,8,10,7,3,4,42,0,0,0,16,3,0,0,0,0,27,5,15,7,62,28,17,15,7,3,163,6,13,63,260,140,134,53,23,9,696,0,3,4,32,14,10,10,5,0,86,0,6,23,65,18,9,4,0,0,128,25,84,154,824,214,145,98,66,45,1649,148,156,258,1003,348,332,231,201,160,2826,2557,3934,4385,14889,5296,4416,2864,1709,989,41038
SED53502,0,4,3,9,4,5,0,0,0,32,19,132,138,345,136,62,20,4,3,861,0,0,0,33,3,29,12,10,21,114,0,10,6,48,54,84,60,29,17,301,0,3,4,19,16,17,10,4,0,77,3,26,38,111,61,31,17,13,3,298,0,0,0,3,0,11,7,12,3,39,0,12,4,26,12,3,5,3,0,67,3,3,4,29,0,0,0,0,0,37,0,7,18,55,22,13,3,0,0,115,0,0,4,6,4,0,3,0,0,23,0,0,0,4,3,0,3,0,0,10,13,4,10,35,27,23,14,4,0,129,0,3,14,38,14,15,6,0,0,88,0,0,0,16,9,21,22,10,0,80,0,16,35,72,34,27,9,7,0,194,9,42,66,250,124,108,87,52,29,766,136,259,329,823,473,387,358,226,168,3155,2417,4772,5276,10744,5750,4843,3621,1955,831,40207
SED53602,0,0,0,9,6,6,0,0,0,16,10,81,111,298,116,59,29,3,0,718,0,3,0,51,15,63,45,20,4,196,0,6,5,32,42,60,48,30,8,227,0,16,18,37,31,45,26,8,6,181,3,12,53,114,70,54,31,11,0,359,0,0,8,27,20,27,9,13,3,111,0,14,17,69,27,33,17,9,0,189,0,0,7,70,3,3,0,0,0,83,12,118,97,112,26,16,11,3,0,389,0,5,39,175,122,141,104,34,7,624,0,0,11,31,7,0,0,0,0,57,0,16,9,35,9,12,4,0,0,85,14,56,195,817,518,390,139,57,25,2212,0,0,4,19,10,11,5,7,3,56,3,3,12,46,15,14,8,3,0,104,60,326,656,1639,451,289,139,66,31,3653,259,335,376,1068,394,359,258,163,37,3252,3327,5600,6429,14092,5662,4873,3060,1687,444,45176
SED53701,0,0,0,4,4,3,0,0,0,14,7,49,28,130,37,25,14,0,0,281,0,0,0,4,0,7,7,0,3,27,0,3,9,38,51,65,71,34,11,277,0,0,0,9,8,13,3,3,0,32,6,21,30,102,53,39,12,10,0,280,0,0,0,0,3,0,6,0,0,11,0,0,0,7,5,4,3,0,0,18,0,0,27,87,0,0,0,0,0,111,5,4,9,26,11,12,0,0,0,68,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,4,9,20,11,15,10,0,72,0,0,0,18,12,4,0,0,0,37,0,0,0,7,10,14,10,4,3,53,4,3,10,17,20,16,6,3,0,78,4,4,22,76,52,78,66,36,12,352,146,391,282,887,685,689,530,272,78,3958,1915,4479,3185,7586,5545,5965,4759,2026,493,35951
SED53802,0,5,0,9,4,3,0,0,0,22,14,97,86,254,89,53,21,3,0,608,0,6,4,55,20,50,24,14,25,199,0,0,12,44,43,45,59,41,10,255,3,10,11,75,44,49,14,16,3,227,0,35,107,187,130,158,84,30,7,739,0,0,3,21,20,24,12,10,7,96,0,9,14,38,24,14,21,12,7,141,0,0,10,125,3,0,0,0,0,137,6,13,28,66,24,12,13,3,0,154,0,4,4,52,41,54,58,33,10,245,7,0,12,35,8,0,3,0,0,71,0,4,13,30,21,16,8,3,0,87,12,45,115,506,293,265,110,58,14,1419,0,0,0,7,6,5,20,4,0,45,0,7,14,53,24,24,10,4,0,135,20,134,243,923,221,157,148,86,32,1970,141,214,257,851,279,254,212,168,65,2449,2295,3966,4604,12452,4603,4323,3492,2228,752,38713
SED53902,0,0,0,6,9,0,0,0,0,19,3,27,33,119,37,34,8,3,0,276,0,3,4,32,18,46,26,35,24,196,0,4,11,110,57,71,45,41,15,351,4,13,10,88,28,38,39,24,7,237,8,26,111,289,179,170,106,48,34,968,0,0,0,20,14,23,6,8,3,68,3,21,13,92,13,13,7,4,11,186,3,0,9,102,3,0,0,0,0,115,8,16,11,67,18,11,0,0,0,134,0,0,7,28,31,27,26,22,3,130,0,3,9,28,4,8,0,0,0,56,4,13,23,45,24,18,15,6,0,142,10,15,85,253,146,103,40,25,8,683,0,0,0,11,16,8,5,4,4,54,0,0,17,52,19,11,9,0,0,109,22,101,144,784,191,132,127,74,49,1628,103,201,283,880,323,274,226,264,264,2825,2106,3717,4650,12137,4989,4371,3148,2492,1445,39064
SED54006,0,0,0,3,8,0,0,0,0,12,16,90,55,240,64,23,7,0,0,488,0,0,0,5,3,3,0,0,3,17,0,5,17,39,68,59,69,45,6,306,0,8,3,7,7,7,6,3,0,53,3,54,66,143,82,54,18,14,0,439,0,0,0,3,0,0,3,0,0,9,0,3,0,11,0,3,0,0,0,14,0,0,16,68,0,0,0,0,0,84,3,3,3,28,10,4,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,22,16,30,12,7,0,100,0,3,3,7,0,0,0,0,0,19,0,0,3,6,17,19,12,13,3,76,0,7,21,34,24,33,13,0,0,141,3,24,26,74,62,53,52,22,9,330,148,400,385,852,521,517,460,316,79,3691,2634,6134,4664,9877,5763,5297,4276,2161,570,41365
SED54104,0,0,3,10,9,6,0,0,0,35,3,6,28,80,16,11,12,0,4,159,0,3,0,45,8,13,7,14,10,107,5,48,41,116,87,73,68,41,19,493,3,51,273,228,73,61,57,24,0,767,3,33,138,226,102,97,58,22,11,688,0,0,0,5,7,12,12,8,3,46,6,16,16,57,32,15,18,20,8,196,4,3,10,56,17,18,18,3,0,131,5,8,24,31,17,10,3,3,0,105,0,0,0,3,0,3,0,0,0,5,0,0,4,15,4,0,0,0,0,19,22,66,78,132,49,47,40,3,10,450,0,7,12,75,24,19,8,3,0,158,0,3,3,25,13,8,17,17,3,91,0,3,29,42,19,18,15,3,3,128,19,134,162,600,199,166,80,56,23,1453,110,159,293,738,272,287,265,167,102,2387,1962,4620,6510,10800,4957,4585,3735,1992,960,40118
SED54203,0,3,0,27,14,8,3,0,0,50,0,28,13,210,111,26,3,0,0,399,0,0,0,11,4,4,3,0,0,18,0,0,3,48,51,42,3,8,0,152,0,0,0,17,6,0,0,0,0,28,0,7,15,88,67,28,3,0,0,211,0,0,0,4,0,5,0,0,0,7,0,0,0,22,0,3,0,0,0,34,0,0,6,51,0,0,0,0,0,55,3,3,10,28,8,7,4,0,0,51,0,0,0,4,5,3,0,0,0,10,0,0,0,3,0,0,0,0,0,4,11,5,0,53,27,22,14,0,0,129,3,3,8,83,40,21,7,0,0,161,0,0,0,16,9,10,4,0,0,37,0,3,0,53,22,16,3,0,0,93,0,8,12,196,101,57,36,8,3,426,149,261,331,1938,786,537,206,64,31,4305,1509,2602,2039,10269,4283,3055,1332,389,112,25574
SED54304,0,0,0,8,12,5,0,0,0,22,0,22,20,60,31,36,17,3,0,191,0,3,5,43,27,53,21,3,3,166,8,131,153,266,345,254,122,42,12,1326,3,20,24,52,57,53,25,6,5,237,23,341,516,691,598,223,79,33,3,2507,0,0,0,3,0,7,4,6,0,18,0,0,0,12,3,7,5,0,0,23,0,0,0,22,7,4,0,0,0,30,7,14,18,44,13,3,3,0,0,102,0,0,0,5,13,7,6,0,0,34,0,0,0,3,3,0,0,0,0,12,13,16,21,37,39,32,18,4,0,184,0,3,0,43,19,18,7,0,0,95,5,42,38,80,75,55,29,16,0,339,0,11,60,121,114,84,27,6,0,419,7,93,122,339,266,182,119,58,7,1197,53,185,208,384,307,236,142,118,103,1737,2160,6338,6519,9714,7847,5113,2818,1234,375,42119
SED54404,0,0,5,8,11,4,0,0,0,23,5,26,40,266,52,34,9,0,0,437,0,0,0,98,14,44,22,13,20,211,4,13,23,273,116,78,46,21,5,572,16,12,75,276,47,56,24,7,8,518,0,3,62,323,73,54,28,5,4,548,0,0,0,17,7,12,7,21,9,75,0,4,6,77,14,7,8,4,5,131,0,0,59,334,7,3,3,0,0,408,3,9,44,163,31,24,4,3,0,280,0,0,4,17,17,21,33,34,12,138,0,0,5,32,7,4,5,4,4,68,17,31,75,237,53,39,22,8,3,490,0,8,82,233,98,130,71,35,12,676,0,0,10,72,17,12,13,3,0,130,0,0,22,79,18,17,4,0,0,148,43,63,363,1737,217,166,109,51,19,2777,234,235,831,3126,688,574,356,174,90,6301,2479,3305,6403,24502,6148,4974,3051,1559,780,53199
SED54503,0,12,3,37,18,3,0,0,0,83,29,157,143,482,199,69,13,0,0,1087,0,0,0,23,7,4,6,0,0,36,0,8,8,67,66,41,10,3,0,205,0,0,0,24,13,14,7,0,0,62,0,49,72,257,128,45,7,3,0,563,0,0,0,0,0,3,4,0,0,11,4,12,0,46,22,7,3,0,0,93,0,3,6,48,0,0,0,0,0,58,7,19,31,125,38,8,0,0,0,231,0,0,0,12,3,7,10,0,0,35,0,0,0,4,7,0,0,0,0,14,3,12,5,40,21,7,8,0,0,94,0,6,4,37,10,3,0,0,0,59,0,0,0,19,10,6,4,0,0,45,0,34,33,133,61,23,3,0,0,281,7,25,31,353,116,69,23,4,0,633,415,634,668,3284,1241,685,187,40,11,7155,4011,6330,4998,19388,6740,3808,988,215,57,46532
SED54605,0,7,8,9,7,3,0,0,0,27,3,52,42,97,42,17,6,3,0,265,0,0,5,15,16,14,11,8,5,68,0,6,16,57,53,78,64,41,19,347,5,131,184,221,184,170,91,36,4,1029,3,31,108,123,110,91,40,27,9,537,0,0,0,0,3,3,5,3,4,24,5,116,100,217,173,63,32,21,4,732,6,6,13,122,20,14,5,0,0,184,5,15,13,38,31,16,4,0,0,124,0,0,0,3,0,0,0,0,0,3,0,3,0,8,3,3,0,0,0,21,7,36,15,27,22,14,9,0,0,139,0,3,11,64,36,35,11,5,0,171,0,3,9,11,20,15,19,6,3,83,0,7,20,46,34,28,17,3,0,156,14,158,146,312,188,144,109,66,26,1162,30,108,121,251,178,164,144,117,113,1222,1735,5467,5524,8894,5392,4759,3519,1683,730,37699
SED54705,0,6,0,13,12,3,0,0,0,24,6,43,39,190,63,52,8,0,0,409,0,0,3,15,7,9,6,3,5,43,0,28,34,112,108,181,160,109,35,769,3,0,4,11,11,9,12,0,3,59,8,26,53,124,87,57,36,8,7,401,0,0,0,10,14,12,10,5,0,48,0,0,0,4,0,0,3,0,0,8,0,0,0,12,0,0,0,0,0,20,4,16,14,59,23,10,6,0,0,137,0,0,0,8,3,5,4,0,0,17,0,0,0,0,0,0,0,0,0,5,0,11,10,31,15,18,13,6,0,110,0,9,14,46,7,9,3,0,0,84,0,5,12,35,33,45,40,27,10,203,0,3,8,21,11,14,7,7,0,67,9,29,58,191,119,107,115,85,24,739,114,204,462,852,413,416,397,285,116,3257,1991,3945,4491,8797,5054,5186,4293,2737,1094,37594
SED54804,0,0,0,18,13,4,0,0,0,45,0,6,15,70,21,13,7,0,0,132,0,0,3,50,7,27,17,6,0,112,0,18,18,139,56,54,51,22,20,386,0,19,29,74,31,22,10,9,3,193,4,34,93,380,111,70,35,24,8,763,0,0,0,9,12,9,3,12,0,46,0,3,7,23,11,10,10,3,3,69,0,0,9,29,7,0,3,0,0,41,0,5,15,42,14,5,5,0,0,86,0,0,0,13,7,7,3,8,4,36,0,0,0,12,0,3,0,0,0,19,7,24,22,100,32,45,23,5,3,251,0,0,15,33,16,24,5,5,3,105,0,4,3,63,29,17,12,0,5,137,0,0,15,83,34,36,13,0,0,185,17,81,146,961,193,119,73,47,32,1668,143,188,256,1221,364,279,225,175,142,2994,2439,3967,4225,15110,5063,4031,2783,1810,1043,40461
SED54905,0,0,0,14,3,8,0,0,0,27,0,20,28,101,36,21,13,4,0,220,0,3,0,43,14,27,19,14,12,129,0,15,24,98,78,81,65,35,16,409,5,23,72,187,53,96,45,21,5,511,3,25,95,188,109,84,53,23,10,589,0,0,0,3,0,3,3,3,0,10,0,5,13,85,22,16,13,4,0,151,0,0,9,61,8,7,10,0,0,90,9,10,34,71,19,13,4,0,3,168,0,0,0,7,0,8,0,0,0,23,0,0,3,11,15,3,0,0,0,33,3,36,23,75,29,37,20,4,5,234,3,4,24,85,43,28,4,3,0,204,0,3,3,22,13,14,7,9,3,80,0,0,38,68,27,34,15,0,0,183,22,88,194,656,216,137,106,50,26,1500,111,177,328,853,336,320,257,181,161,2721,1809,3768,5892,11476,4854,4824,3475,1761,1092,38948
SED55005,0,17,9,20,10,4,0,0,0,56,13,73,91,279,128,60,7,3,0,661,0,3,3,30,11,23,3,4,5,85,3,32,38,106,104,99,82,22,7,491,15,128,229,406,234,230,83,28,3,1355,4,175,274,449,351,157,51,15,0,1479,0,0,0,13,3,9,5,0,0,26,3,63,61,272,109,56,27,13,0,605,0,0,20,157,7,6,0,0,0,203,0,12,14,83,21,11,0,0,0,143,0,0,0,0,4,0,4,0,0,5,3,0,3,11,9,4,0,0,0,31,3,26,10,46,27,20,3,0,0,144,0,0,8,77,50,27,0,0,3,175,0,3,0,19,21,20,19,3,0,90,0,21,49,109,67,27,0,0,0,286,25,215,271,636,311,163,94,30,10,1754,110,230,263,586,309,217,113,73,50,1966,3721,7889,7686,16210,7456,4993,2836,1015,294,52100
SED55102,0,0,0,17,11,8,0,0,0,28,4,37,33,114,32,25,9,3,0,256,0,0,0,28,4,20,10,5,0,69,4,27,43,105,118,137,84,27,11,556,6,19,18,57,23,34,14,9,0,180,12,96,114,292,184,72,43,15,4,826,0,0,0,4,10,8,9,3,0,33,0,12,4,35,9,0,9,0,0,66,0,0,0,8,0,3,0,0,0,13,0,11,12,38,9,3,3,0,0,75,0,0,3,7,3,6,4,0,0,14,0,0,0,6,0,0,0,0,0,6,0,12,10,39,34,46,34,9,0,191,0,5,7,53,30,11,0,0,0,104,0,8,7,27,41,25,24,4,0,133,0,20,38,117,49,47,8,0,0,278,11,76,114,410,226,141,124,48,18,1157,170,314,365,801,511,405,325,151,45,3085,2896,6821,6211,12890,7606,5894,4024,1533,453,48323
SED55206,0,0,0,10,6,4,0,0,0,20,3,28,23,65,21,11,11,0,0,163,0,0,0,9,0,3,11,0,3,29,0,8,10,35,44,56,62,27,8,259,0,0,0,15,7,8,3,0,0,33,0,27,34,138,88,47,43,15,3,388,0,0,0,0,3,4,0,0,0,10,3,9,0,13,11,0,3,0,0,38,0,0,8,42,0,0,0,0,0,55,0,9,13,29,16,5,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,3,7,11,45,16,25,15,4,3,130,0,7,3,28,3,3,0,0,0,52,0,0,0,9,13,14,13,13,0,62,0,0,3,24,21,25,7,3,0,94,3,30,20,139,76,72,57,37,20,454,144,324,223,772,437,456,400,233,116,3106,2501,5752,3764,9619,5359,5119,4485,2231,882,39713
SED55305,0,9,5,24,11,3,0,0,0,56,18,64,86,320,66,43,15,0,0,621,0,0,8,43,14,13,22,13,15,139,0,6,24,109,76,62,61,35,17,388,3,7,102,201,55,50,38,18,4,474,0,8,74,158,49,46,25,14,14,379,0,0,0,4,4,11,3,7,0,35,8,21,49,146,31,11,18,7,8,301,0,3,31,223,0,3,0,0,0,263,12,18,43,137,23,15,9,0,0,254,0,0,0,0,0,0,0,0,0,8,0,0,8,34,15,4,10,3,0,70,8,11,21,89,23,16,12,3,0,190,8,15,83,205,48,28,10,5,0,406,0,0,9,27,20,0,22,7,3,93,3,3,42,86,16,22,9,0,0,173,43,136,419,1306,207,137,81,44,41,2404,160,245,560,1663,462,401,294,205,221,4197,2703,3678,7740,18296,5207,4302,2835,1763,1313,47835
SED55401,0,0,0,4,8,0,0,0,0,8,7,41,26,129,43,26,5,0,0,283,0,0,0,4,0,0,8,3,7,21,0,4,0,30,23,35,39,21,5,156,0,0,0,9,4,7,6,3,0,28,0,28,28,79,48,28,16,3,4,227,0,0,0,0,0,0,5,0,0,4,0,0,0,6,3,6,3,0,0,19,0,0,3,18,0,0,0,0,0,19,0,28,34,19,13,6,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,21,11,22,16,4,0,80,0,0,0,11,3,0,0,0,0,12,0,0,0,10,11,9,3,3,0,34,0,0,0,18,14,9,4,0,0,52,0,15,14,83,55,70,48,21,8,322,204,419,325,879,569,623,449,256,95,3828,2191,4434,2975,7620,4867,5101,3610,1841,626,33266
SED55504,0,0,0,10,5,3,3,0,0,25,0,53,63,161,81,40,12,0,0,412,0,0,10,38,16,42,15,7,0,126,7,107,130,305,212,134,107,67,14,1089,3,8,21,70,34,20,18,5,3,186,8,204,235,569,284,121,53,19,9,1507,0,0,0,6,5,0,7,3,0,29,0,0,3,14,6,3,5,0,0,31,0,3,12,65,3,5,0,0,0,98,4,16,15,43,14,11,4,3,0,108,0,0,0,15,7,3,3,3,0,39,0,0,0,6,0,3,0,0,0,11,0,20,11,30,15,14,8,3,0,108,0,8,27,147,63,71,11,5,3,336,0,24,26,77,50,29,21,18,8,255,0,30,64,154,104,39,24,8,0,425,8,115,164,582,225,166,87,39,17,1404,107,212,259,622,352,269,221,112,60,2215,3585,6790,5901,13933,6201,4539,3176,1510,539,46181
SED55605,0,0,0,11,9,3,0,0,0,23,10,61,37,143,67,24,4,3,0,349,0,0,3,25,4,7,6,0,0,47,4,124,100,303,259,143,100,52,6,1104,0,6,4,42,17,17,12,6,0,108,15,158,234,492,274,109,53,22,3,1358,0,0,0,9,12,5,5,3,0,35,0,3,0,12,3,3,6,0,0,26,0,0,0,13,0,0,0,0,0,14,0,18,19,73,30,10,3,0,0,144,0,0,0,3,3,3,0,0,0,12,0,0,0,0,0,3,0,0,0,7,3,32,19,80,32,23,10,0,0,201,0,0,4,27,5,4,0,0,0,48,0,25,26,76,74,40,27,7,4,288,0,26,37,120,65,35,9,3,0,290,4,95,105,407,205,119,64,29,6,1033,285,535,594,1415,700,365,229,144,41,4304,5112,10465,8704,18473,8866,4871,3071,1410,399,61370
SED55706,0,0,0,6,9,7,0,0,0,24,5,23,31,81,24,15,5,0,0,189,0,0,0,8,7,14,10,0,0,32,0,3,11,42,48,71,77,43,14,308,3,0,3,6,9,5,6,3,0,36,0,16,15,83,55,53,51,12,0,296,0,0,0,0,0,8,0,0,0,7,0,0,0,3,3,3,3,3,0,19,3,0,8,68,0,0,0,0,0,84,0,13,3,19,11,3,0,0,0,55,0,0,0,0,0,0,7,15,3,30,0,0,0,0,0,0,0,0,0,4,0,11,14,45,38,28,27,7,0,172,3,0,6,19,6,3,0,0,0,37,0,0,0,9,17,25,28,10,3,93,0,0,4,25,16,22,28,0,0,96,4,24,13,142,92,95,80,32,21,502,184,419,282,856,635,654,487,326,112,3950,2213,5234,3541,8609,5832,6335,5022,2265,764,39813
SED55802,0,7,0,14,6,0,0,0,0,23,13,201,199,537,231,82,25,3,0,1286,0,3,4,58,19,46,20,5,4,169,3,12,29,116,100,81,78,43,13,490,0,19,30,102,55,55,29,8,3,310,5,92,135,364,200,98,46,23,3,962,0,0,0,19,11,10,9,4,0,54,3,29,8,97,39,40,19,8,0,246,0,0,3,24,4,0,0,0,0,29,4,24,44,104,35,7,4,0,0,226,0,0,10,64,30,15,9,3,0,137,0,0,0,8,0,0,0,0,0,9,0,9,12,41,22,19,5,0,0,114,10,40,99,590,317,185,67,30,5,1337,0,3,0,29,22,14,9,3,3,77,3,56,78,194,81,40,10,7,0,459,16,223,429,981,340,189,90,47,17,2339,253,433,426,1181,489,315,193,106,76,3472,4997,8871,8298,19324,7616,4903,2686,1260,424,58382
