SED_CODE_2016,Ireland_2011,Ireland_2012,Ireland_2013,Ireland_2014,Ireland_2015,Ireland_2016,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1946,Italy_1946_1955,Italy_1956_1965,Italy_1966_1975,Italy_1976_1985,Italy_1986_1995,Italy_1996_2005,Italy_2006_2010,Italy_2011,Italy_2012,Italy_2013,Italy_2014,Italy_2015,Italy_2016,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1946,Japan_1946_1955,Japan_1956_1965,Japan_1966_1975,Japan_1976_1985,Japan_1986_1995,Japan_1996_2005,Japan_2006_2010,Japan_2011,Japan_2012,Japan_2013,Japan_2014,Japan_2015,Japan_2016,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1946,Korea_Rep_Sth_1946_1955,Korea_Rep_Sth_1956_1965,Korea_Rep_Sth_1966_1975,Korea_Rep_Sth_1976_1985,Korea_Rep_Sth_1986_1995,Korea_Rep_Sth_1996_2005,Korea_Rep_Sth_2006_2010,Korea_Republic_South_2011,Korea_Republic_South_2012,Korea_Republic_South_2013,Korea_Republic_South_2014,Korea_Republic_South_2015,Korea_Republic_South_2016,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1946,Lebanon_1946_1955,Lebanon_1956_1965,Lebanon_1966_1975,Lebanon_1976_1985,Lebanon_1986_1995,Lebanon_1996_2005,Lebanon_2006_2010,Lebanon_2011,Lebanon_2012,Lebanon_2013,Lebanon_2014,Lebanon_2015,Lebanon_2016,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1946,Malaysia_1946_1955,Malaysia_1956_1965,Malaysia_1966_1975,Malaysia_1976_1985,Malaysia_1986_1995,Malaysia_1996_2005,Malaysia_2006_2010,Malaysia_2011,Malaysia_2012,Malaysia_2013,Malaysia_2014,Malaysia_2015,Malaysia_2016,Malaysia_Yr_arrival_ns,Malaysia_Tot,Malta_Before_1946,Malta_1946_1955,Malta_1956_1965,Malta_1966_1975,Malta_1976_1985,Malta_1986_1995,Malta_1996_2005,Malta_2006_2010,Malta_2011,Malta_2012,Malta_2013,Malta_2014,Malta_2015,Malta_2016,Malta_Yr_arrival_NS,Malta_Tot,Netherlands_Before_1946,Netherlands_1946_1955,Netherlands_1956_1965,Netherlands_1966_1975,Netherlands_1976_1985,Netherlands_1986_1995,Netherlands_1996_2005,Netherlands_2006_2010,Netherlands_2011,Netherlands_2012,Netherlands_2013,Netherlands_2014,Netherlands_2015,Netherlands_2016,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1946,New_Zealand_1946_1955,New_Zealand_1956_1965,New_Zealand_1966_1975,New_Zealand_1976_1985,New_Zealand_1986_1995,New_Zealand_1996_2005,New_Zealand_2006_2010,New_Zealand_2011,New_Zealand_2012,New_Zealand_2013,New_Zealand_2014,New_Zealand_2015,New_Zealand_2016,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,Pakistan_Before_1946,Pakistan_1946_1955,Pakistan_1956_1965,Pakistan_1966_1975,Pakistan_1976_1985,Pakistan_1986_1995,Pakistan_1996_2005,Pakistan_2006_2010,Pakistan_2011,Pakistan_2012,Pakistan_2013,Pakistan_2014,Pakistan_2015,Pakistan_2016,Pakistan_Yr_arrival_NS,Pakistan_Tot,Philippines_Before_1946,Philippines_1946_1955,Philippines_1956_1965,Philippines_1966_1975,Philippines_1976_1985,Philippines_1986_1995,Philippines_1996_2005,Philippines_2006_2010,Philippines_2011,Philippines_2012,Philippines_2013,Philippines_2014,Philippines_2015,Philippines_2016,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1946,Poland_1946_1955,Poland_1956_1965,Poland_1966_1975,Poland_1976_1985,Poland_1986_1995,Poland_1996_2005,Poland_2006_2010,Poland_2011,Poland_2012,Poland_2013,Poland_2014,Poland_2015,Poland_2016,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1946,Singapore_1946_1955,Singapore_1956_1965,Singapore_1966_1975,Singapore_1976_1985,Singapore_1986_1995,Singapore_1996_2005,Singapore_2006_2010,Singapore_2011,Singapore_2012,Singapore_2013,Singapore_2014,Singapore_2015,Singapore_2016,Singapore_Yr_arrival_ns,Singapore_Tot
SED51806,19,19,26,4,0,3,16,224,0,41,29,20,3,3,7,3,0,3,4,3,0,0,5,119,0,0,4,0,0,3,7,4,0,0,0,0,0,0,4,27,0,0,0,0,7,4,6,8,10,3,6,4,3,0,4,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,22,8,15,11,6,0,0,6,3,0,0,0,91,0,7,5,3,0,0,0,0,0,0,0,0,0,0,0,19,0,114,46,11,21,4,10,10,3,0,5,0,3,0,10,243,3,0,17,111,216,227,234,299,124,93,74,37,29,14,54,1537,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,4,12,25,29,90,17,23,10,27,13,11,10,276,0,7,0,0,15,4,7,10,0,0,0,3,0,0,0,49,0,0,7,10,16,10,4,3,0,0,0,0,3,0,4,66
SED51903,24,26,17,10,9,6,8,196,9,24,14,8,0,4,0,0,3,0,0,4,0,0,8,67,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,17,0,0,0,0,6,0,3,9,0,3,0,0,6,3,4,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,10,10,12,12,11,0,3,3,0,0,0,5,63,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,30,17,7,3,3,8,8,0,0,0,0,0,0,4,88,0,5,16,88,301,454,541,860,301,237,138,101,74,35,145,3293,0,0,0,0,0,0,6,3,3,12,4,6,0,3,0,38,0,0,0,0,29,71,52,259,68,90,61,47,52,24,22,776,0,7,0,0,6,4,0,6,3,0,0,0,0,0,0,29,0,0,0,3,3,4,10,10,0,0,0,0,0,0,3,42
SED52002,20,3,11,0,3,0,4,218,0,69,77,35,11,7,3,5,0,0,0,5,0,0,9,212,0,3,0,0,0,4,13,9,0,0,0,0,3,0,0,44,0,0,0,0,3,7,14,21,3,6,9,0,3,0,7,72,0,0,3,0,0,7,7,0,0,0,0,0,0,0,0,20,0,3,3,24,37,55,79,101,16,16,17,22,12,9,10,395,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,15,0,74,27,10,15,8,9,3,0,0,0,0,0,0,6,151,0,0,11,78,167,278,357,446,131,163,94,48,63,24,51,1924,0,0,0,0,3,4,7,31,4,7,7,3,8,3,3,91,0,0,0,5,32,64,68,379,89,93,61,39,63,23,22,936,0,4,9,0,18,25,3,5,8,0,0,0,0,0,0,67,0,0,0,26,34,47,55,24,9,14,5,8,0,0,3,227
SED52105,36,35,25,15,8,8,7,415,13,279,395,177,25,17,24,41,17,17,32,27,25,14,53,1166,0,0,3,0,0,18,24,15,3,0,5,4,7,6,3,90,0,0,0,0,6,4,3,13,0,6,3,6,0,0,3,50,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,9,0,0,11,25,22,21,26,5,0,8,0,3,4,3,4,127,0,7,0,4,3,0,0,0,0,0,0,0,0,0,0,16,0,46,13,7,17,16,18,16,3,12,3,8,3,7,3,173,0,0,13,61,191,200,151,174,41,52,35,18,15,4,23,985,0,0,0,4,0,0,0,0,3,3,0,0,0,6,0,18,0,0,0,0,13,18,22,64,13,18,22,12,21,13,18,235,0,7,0,3,33,20,10,5,0,0,0,0,3,3,5,96,0,3,12,14,5,24,29,7,0,5,3,3,3,0,0,111
SED52201,8,24,0,3,0,0,8,113,6,55,38,26,0,0,0,3,3,0,5,5,0,0,8,142,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,12,4,7,5,3,3,4,8,0,3,3,67,0,8,8,3,0,0,0,0,0,0,0,0,0,0,0,13,0,38,21,13,5,4,3,0,0,7,0,0,0,0,5,95,0,3,7,75,153,122,124,96,24,36,22,14,8,0,26,717,0,0,0,3,0,0,4,10,4,6,5,3,3,3,0,42,0,0,0,0,34,29,38,133,47,54,50,38,38,27,22,496,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,15,0,0,0,3,11,11,7,3,0,0,0,0,0,0,3,37
SED52304,15,22,11,7,3,0,5,214,3,95,122,124,23,9,9,13,0,3,6,6,0,0,68,473,0,0,0,0,0,8,13,9,0,0,0,0,0,0,0,36,0,0,0,0,7,0,15,23,4,3,0,0,0,0,3,54,0,0,0,8,3,16,4,0,3,0,0,3,0,3,3,52,0,0,7,22,61,132,90,85,17,11,19,15,8,12,18,483,0,9,5,3,0,0,0,0,3,0,0,0,0,0,0,23,0,51,17,11,10,3,6,12,3,0,3,0,0,0,3,112,0,3,5,41,147,248,213,254,77,81,52,23,22,12,42,1223,0,0,0,5,0,12,20,32,10,11,10,8,3,3,3,118,0,0,0,0,27,101,78,222,26,41,33,19,38,19,10,626,0,9,0,6,64,39,24,6,0,3,3,0,3,3,3,153,0,0,0,14,39,42,76,42,5,6,0,4,3,0,5,247
SED52402,4,10,6,3,0,0,7,182,0,53,48,37,12,0,4,4,0,0,4,0,0,0,9,181,0,4,0,0,0,8,22,11,0,0,3,0,0,0,0,48,0,0,0,0,0,4,22,57,14,11,8,3,0,3,0,120,0,0,0,4,8,23,5,4,0,4,0,0,0,0,0,56,0,0,9,43,130,269,125,171,15,35,31,26,21,22,14,918,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,23,0,110,34,22,10,17,6,7,4,0,0,0,0,4,4,204,0,3,7,53,170,249,354,319,116,97,67,48,30,12,51,1584,0,0,0,0,4,13,12,64,57,29,21,49,18,26,6,296,0,0,0,0,18,58,58,339,90,80,82,60,74,41,20,933,0,3,3,0,14,6,0,10,0,0,0,5,0,0,0,46,0,0,3,38,78,82,85,114,22,3,12,3,15,3,14,468
SED52504,28,58,26,14,9,3,7,503,0,54,65,33,22,3,6,13,0,7,0,6,7,4,5,217,0,0,0,3,3,12,23,7,3,3,0,0,0,0,3,63,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,7,0,0,0,3,3,6,3,0,0,0,0,0,0,0,0,13,0,0,8,16,33,33,12,19,0,0,0,0,0,0,5,129,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10,0,55,19,19,13,12,13,15,0,6,0,3,3,0,4,157,0,3,10,63,169,198,153,87,53,47,35,18,5,9,22,876,0,0,0,0,3,3,3,0,0,0,5,4,0,0,0,28,0,0,0,4,17,33,18,11,3,4,11,8,6,4,3,120,0,3,0,5,44,41,10,6,0,0,0,5,0,0,9,134,0,0,7,20,25,40,26,31,0,9,0,0,4,0,3,162
SED52605,18,40,20,8,0,3,5,260,3,41,54,34,12,3,6,10,0,4,11,0,0,3,4,187,0,0,0,3,0,11,26,13,0,3,0,0,0,0,3,69,0,0,0,0,6,16,48,48,21,6,15,12,15,5,8,199,0,0,0,8,4,5,0,8,0,3,0,0,0,0,0,37,0,0,3,40,110,325,194,214,27,41,28,17,27,17,20,1063,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,48,13,8,13,14,17,11,0,0,0,0,0,0,0,135,0,0,11,62,105,201,193,187,81,83,58,35,40,19,28,1104,0,0,0,0,3,3,12,19,5,7,8,4,4,0,0,62,0,0,0,10,21,30,28,128,37,36,51,22,12,12,7,396,0,0,0,0,43,36,8,15,0,3,5,6,7,0,5,126,0,3,7,22,54,106,168,106,30,21,8,16,15,7,18,579
SED52704,68,77,32,6,9,0,10,656,0,24,27,24,4,4,3,9,0,5,7,3,3,0,5,124,0,0,0,0,0,6,19,12,0,3,3,4,3,0,3,53,0,0,0,0,3,3,4,26,5,0,0,6,3,3,5,60,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,14,0,0,8,26,41,53,33,24,0,11,11,19,11,9,7,249,0,0,3,0,4,3,0,0,0,0,0,0,0,0,0,9,0,54,21,19,41,4,9,4,3,0,0,0,3,0,0,156,0,3,9,57,173,253,241,213,80,76,61,37,20,8,30,1260,0,0,0,0,0,0,3,3,0,7,0,0,4,11,0,30,0,0,0,0,35,34,24,35,13,17,17,12,21,5,3,212,0,6,6,4,92,34,9,6,3,3,12,7,0,3,0,191,0,0,8,28,23,31,40,21,0,0,0,5,12,10,4,193
SED52802,5,24,0,8,3,0,4,261,10,94,140,72,9,3,3,3,0,0,4,0,0,0,18,354,0,0,0,0,0,6,11,3,0,0,0,0,0,0,0,25,0,0,0,0,0,3,10,8,3,0,0,0,0,0,3,26,0,0,0,7,7,12,8,0,0,0,0,0,3,0,0,34,0,3,13,34,39,43,29,32,5,11,3,5,3,0,9,223,0,7,6,3,3,0,0,0,0,0,0,0,0,0,0,15,3,84,29,33,26,11,23,18,0,10,4,4,0,0,16,259,0,3,17,80,175,190,171,139,42,35,27,7,15,11,30,969,0,0,3,3,0,3,10,21,7,16,18,11,8,4,3,111,0,0,0,3,18,36,40,227,69,82,48,29,28,23,20,608,0,3,4,5,26,17,7,5,0,0,0,0,0,0,5,68,0,4,8,22,12,14,34,24,0,3,0,4,3,0,0,133
SED52903,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,34,40,41,48,21,22,15,10,4,6,17,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,0,8,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,6
SED53003,9,9,0,6,3,0,4,87,0,7,4,7,0,0,3,6,0,7,7,8,11,6,6,70,0,0,0,0,0,0,11,6,3,0,0,3,12,4,12,50,0,0,0,0,3,0,0,11,0,0,3,3,10,10,8,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,12,8,3,0,0,0,0,3,0,11,59,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,11,5,5,4,3,17,0,0,0,0,11,0,9,69,0,0,12,49,100,114,93,128,25,67,25,21,27,13,26,696,0,0,0,0,0,3,3,4,0,0,3,0,0,3,0,21,0,0,0,0,14,15,14,87,40,24,34,26,36,15,19,318,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,12,0,0,0,4,7,0,4,3,0,0,0,0,0,0,0,20
SED53104,44,53,13,3,12,0,3,424,0,55,72,39,9,0,7,0,3,9,0,0,3,3,7,216,0,0,0,0,3,11,17,15,5,5,0,0,0,0,3,67,0,0,0,0,5,3,8,13,0,0,0,0,0,0,0,32,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,12,3,0,12,41,34,49,13,32,12,3,3,3,0,0,5,213,0,5,6,3,0,0,0,0,0,0,0,0,0,0,0,9,0,51,18,14,11,5,18,14,0,3,4,0,0,0,3,152,0,3,8,75,173,210,168,129,37,65,24,11,22,6,22,961,0,0,0,4,3,0,3,3,0,0,4,0,0,0,0,17,0,0,0,0,22,28,19,25,0,5,7,8,5,0,4,126,0,5,0,5,30,12,3,12,0,6,5,0,0,0,0,86,0,0,6,21,24,28,18,20,3,5,3,0,0,0,3,125
SED53205,23,29,9,10,0,0,10,250,0,32,36,41,4,4,13,4,0,0,3,3,0,0,14,150,0,0,0,0,0,3,26,21,3,0,0,0,0,0,3,59,0,0,0,0,3,3,30,58,7,12,4,8,4,0,6,139,0,0,0,0,3,0,8,3,0,0,3,0,0,0,0,18,0,0,0,27,32,43,62,80,31,17,29,7,8,7,17,362,0,10,5,0,3,5,0,0,0,0,0,0,0,0,0,22,0,67,29,35,23,7,19,11,3,0,0,0,3,0,4,199,0,0,7,76,244,422,624,1009,335,392,212,134,87,42,144,3735,0,0,0,0,0,3,14,46,8,8,17,11,3,6,0,120,0,0,0,3,40,87,92,846,288,228,168,134,119,81,41,2134,0,5,0,0,29,14,17,16,3,6,8,0,0,0,4,91,0,3,3,17,25,14,55,90,5,19,15,10,13,0,8,272
SED53306,11,25,28,0,10,3,0,233,0,38,24,9,0,4,3,7,0,0,3,0,0,4,6,101,0,0,0,0,0,0,8,7,0,3,0,0,3,0,3,25,0,0,0,0,0,3,3,16,7,3,3,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,12,11,15,26,3,3,3,7,3,0,3,106,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,7,0,90,32,22,22,9,9,6,3,3,6,3,0,0,7,207,4,5,17,100,198,240,314,370,151,144,58,49,37,16,35,1733,0,0,0,4,0,0,3,13,6,5,10,7,6,9,0,60,0,0,0,0,21,37,35,196,58,40,57,47,26,27,14,567,0,9,4,0,9,3,0,6,0,4,3,0,3,0,4,47,0,0,6,7,6,10,8,16,0,3,6,5,0,3,6,71
SED53402,85,98,46,22,16,12,3,571,5,126,174,73,16,8,7,11,6,16,21,24,18,5,31,555,0,0,0,0,3,17,43,26,8,5,13,0,5,7,4,133,0,0,0,0,10,12,19,44,3,5,4,14,18,3,5,145,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,8,0,0,5,36,71,117,57,87,11,11,23,26,17,14,13,497,0,6,3,9,0,0,0,0,0,0,0,0,0,0,0,22,0,61,8,13,16,3,7,16,3,4,0,3,0,0,11,142,0,3,11,68,163,194,162,172,85,71,43,38,24,11,46,1080,0,0,0,5,3,0,12,39,16,10,25,42,37,9,9,214,0,0,0,3,23,45,33,91,46,35,39,26,26,10,6,377,0,19,12,14,70,56,15,16,5,0,7,9,5,0,6,230,0,0,11,23,34,51,45,19,4,4,0,0,6,3,10,216
SED53502,7,14,3,0,4,8,5,166,0,115,215,84,7,8,4,3,0,0,0,10,7,0,29,479,0,0,0,0,0,11,19,10,0,0,0,0,7,0,0,41,0,0,0,0,8,0,0,3,0,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,23,24,34,24,19,4,0,0,11,3,4,3,151,0,8,3,5,0,0,0,3,0,0,0,0,0,0,0,19,0,52,30,27,20,3,7,10,0,0,0,0,0,0,4,155,3,0,12,84,210,281,299,321,106,130,67,49,31,18,61,1674,0,3,0,3,3,4,3,8,0,0,3,0,0,0,0,30,0,0,0,11,15,52,68,293,79,71,73,63,82,45,9,861,0,21,10,6,24,31,6,8,0,3,0,0,0,0,3,114,4,3,3,12,14,10,16,11,3,4,0,0,0,0,0,77
SED53602,33,21,20,11,4,4,12,235,0,88,159,113,27,21,24,9,4,14,6,11,3,5,15,492,0,0,0,0,4,9,14,17,3,3,0,0,0,0,0,51,0,0,0,0,5,3,12,36,3,0,4,3,4,0,3,79,0,0,0,3,8,9,20,15,0,0,0,0,0,0,0,67,0,4,8,34,77,151,76,80,16,26,41,26,41,15,46,640,0,8,5,8,3,3,0,0,0,0,0,0,0,0,0,30,0,37,24,12,8,0,5,5,0,0,0,0,0,0,0,102,0,0,7,40,130,162,168,201,93,86,66,43,35,10,53,1088,0,0,0,3,3,5,27,67,17,29,32,38,22,14,17,273,0,0,0,0,47,87,46,207,59,76,70,32,54,17,17,718,0,4,5,11,86,48,18,10,5,0,3,0,7,0,3,196,0,0,3,21,26,37,35,27,0,8,0,4,9,0,5,181
SED53701,10,19,3,5,0,0,5,117,0,19,14,18,3,0,0,0,0,0,0,3,0,3,9,76,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,9,9,4,0,9,0,0,0,6,0,3,9,54,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,14,0,71,24,17,9,4,18,6,0,0,0,0,0,0,6,168,0,4,14,105,231,199,194,101,26,22,16,13,15,3,55,998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,7,66,25,36,45,18,22,14,22,281,0,3,0,3,9,3,0,0,0,0,0,0,0,0,3,27,0,0,0,8,3,3,10,0,0,0,0,0,0,0,0,32
SED53802,83,97,62,27,19,7,4,482,0,276,399,209,64,26,32,12,0,20,22,19,13,4,44,1132,0,0,0,3,8,18,32,14,0,8,0,6,5,4,3,98,0,0,0,0,5,12,22,42,9,15,6,4,7,14,8,148,0,0,0,7,5,13,10,9,0,0,0,0,0,0,4,46,0,6,10,52,97,183,95,98,10,28,21,32,30,22,19,700,0,15,4,6,0,0,0,0,0,0,0,0,0,0,0,22,0,69,18,8,9,4,5,0,0,0,0,0,0,0,0,117,0,3,9,48,100,156,159,195,42,92,79,31,20,12,32,992,0,0,3,7,8,8,11,43,8,38,36,29,27,8,4,242,0,0,0,6,33,57,47,130,42,82,43,54,55,47,21,608,0,25,18,14,47,38,17,12,6,12,10,5,3,0,3,199,0,0,7,26,42,42,53,33,0,0,0,4,4,0,3,227
SED53902,93,75,42,27,14,10,12,546,7,257,267,118,28,19,9,26,9,24,15,26,17,3,51,885,0,0,0,0,8,7,39,18,3,8,0,5,5,4,3,98,0,0,0,0,8,10,31,40,14,10,10,11,9,3,0,153,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,10,0,6,23,57,78,104,74,49,10,19,18,16,24,12,20,510,0,4,3,3,0,3,0,0,0,0,0,0,0,0,0,19,3,56,15,20,5,10,0,5,0,7,4,3,0,0,0,134,3,5,9,68,137,130,120,107,39,34,34,26,15,3,21,753,0,4,0,4,3,3,6,38,19,13,21,19,19,13,0,165,0,0,0,0,23,42,30,63,23,23,17,12,24,8,14,276,6,32,13,10,52,49,7,10,0,0,9,3,0,0,6,196,3,3,12,35,41,55,30,24,9,5,4,4,0,0,8,237
SED54006,3,8,0,0,0,3,3,125,9,114,66,28,7,3,3,5,0,0,0,0,0,0,20,262,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,13,0,0,0,0,0,0,6,6,0,3,0,0,3,3,8,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,10,7,8,0,0,0,7,0,0,0,58,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,72,30,17,17,13,5,12,0,0,3,0,0,0,3,177,0,3,22,94,184,213,229,277,76,67,51,20,28,10,61,1334,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,11,16,24,134,45,57,40,49,68,27,17,488,0,3,0,0,3,3,3,0,3,0,0,0,0,0,0,17,0,4,5,3,9,9,12,7,0,0,0,4,0,0,0,53
SED54104,35,45,20,13,21,5,4,360,3,48,29,19,8,5,12,18,3,11,10,23,12,3,14,224,0,0,3,4,3,22,44,33,13,14,28,38,22,15,12,248,0,0,0,0,8,15,26,29,10,9,21,8,15,6,15,150,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,15,0,24,141,212,187,94,93,33,24,50,47,69,54,15,1062,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,12,0,34,4,16,16,11,33,35,13,4,4,3,4,9,9,196,3,0,29,94,111,109,98,81,17,35,11,13,14,10,4,636,0,0,0,0,0,4,16,13,4,17,6,10,7,15,0,92,0,0,0,3,10,26,20,37,8,6,14,15,10,10,4,159,0,15,3,0,26,23,9,7,0,0,0,3,9,7,3,107,9,0,9,51,72,80,120,76,30,26,38,60,82,92,24,767
SED54203,39,37,10,3,4,0,4,209,0,9,9,11,0,0,0,10,3,8,0,5,3,0,10,70,0,0,0,0,0,0,3,6,0,0,3,0,3,3,8,27,0,0,0,0,0,0,16,12,0,0,3,0,3,0,7,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,16,9,12,12,3,3,3,0,0,6,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,8,5,3,7,7,13,0,3,0,0,3,0,3,65,0,4,11,53,133,205,263,350,102,128,68,25,22,13,44,1414,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,14,0,0,0,0,10,25,38,114,29,39,38,54,30,9,11,399,0,0,0,3,4,3,3,3,0,0,0,0,0,0,0,18,0,0,0,3,3,4,11,6,0,0,0,0,0,0,0,28
SED54304,55,64,27,24,11,0,11,644,0,26,30,28,16,3,15,4,0,8,0,0,3,0,3,149,0,0,0,0,0,10,13,3,6,0,0,0,0,0,0,32,0,0,0,0,5,3,13,5,0,0,3,4,0,0,0,29,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,11,0,0,9,27,37,63,48,26,3,8,3,3,3,9,3,235,0,4,10,3,0,0,3,0,0,0,0,0,0,0,0,25,0,34,16,5,13,10,10,10,8,0,0,0,0,0,3,116,0,0,4,55,187,266,224,179,80,50,28,9,10,12,25,1125,0,0,0,3,0,6,6,3,0,0,3,0,0,0,0,27,0,0,0,4,27,45,27,23,19,13,11,9,4,8,3,191,0,3,0,0,56,63,14,6,3,4,3,16,0,0,0,166,0,0,0,11,31,49,76,29,4,7,8,5,8,3,5,237
SED54404,147,114,55,58,34,22,29,840,9,268,328,142,20,17,17,34,30,42,65,80,57,35,61,1208,0,0,3,4,5,23,67,63,21,30,43,52,71,64,47,496,0,0,0,0,9,15,67,158,55,48,100,99,116,93,68,838,0,0,0,3,7,0,0,3,0,0,0,0,0,0,5,21,0,0,11,64,115,179,122,161,29,52,48,48,64,43,37,973,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,33,9,7,8,15,12,9,0,7,6,13,3,3,4,135,0,0,16,80,161,195,154,204,83,105,60,27,44,29,44,1210,0,0,0,0,5,4,7,23,16,5,10,21,18,14,10,146,0,0,0,0,19,48,47,74,20,45,51,40,51,24,17,437,0,16,8,5,68,31,13,19,3,6,10,15,13,3,8,211,0,0,8,30,45,71,117,102,20,24,17,29,13,24,11,518
SED54503,26,40,20,11,4,3,10,234,0,3,5,10,3,0,0,0,0,0,3,0,0,0,3,26,0,0,0,0,0,0,11,6,0,0,0,3,4,0,8,35,0,0,0,0,0,4,8,15,0,3,3,0,11,3,3,55,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,11,0,0,5,6,16,21,20,28,3,3,4,3,3,3,8,118,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,3,10,7,3,3,0,4,3,0,3,3,0,0,0,38,0,0,9,78,260,319,471,653,198,212,142,103,54,27,134,2668,0,0,0,0,0,0,3,21,0,5,7,0,7,0,0,45,0,0,0,3,24,49,56,332,83,124,126,97,112,60,22,1087,0,0,0,0,12,3,5,8,0,0,0,0,0,0,0,36,0,0,4,6,11,19,6,15,0,3,0,0,0,0,3,62
SED54605,16,28,11,14,10,0,3,220,0,40,46,22,0,8,0,3,0,3,3,5,0,0,8,141,0,0,3,0,0,13,33,20,3,3,4,3,0,0,3,91,0,0,0,4,8,29,139,140,36,45,31,11,35,5,16,501,0,0,0,0,6,17,3,0,0,0,0,0,0,0,0,26,0,0,22,118,323,667,423,557,138,124,158,105,124,55,56,2857,0,5,3,3,0,3,0,0,0,0,0,0,0,0,0,18,0,64,20,15,14,3,22,0,0,0,3,0,0,0,3,145,0,4,11,52,108,157,101,108,47,32,28,27,21,10,22,720,0,0,0,7,0,16,38,27,3,29,32,15,7,4,8,186,0,0,0,3,14,14,19,71,18,34,20,18,31,10,8,265,0,11,0,0,18,17,7,3,0,0,0,0,0,0,4,68,0,0,4,56,116,168,249,237,26,33,33,43,33,16,20,1029
