SED_CODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SED10001,22,52,110,142,252,539,868,833,507,3330,3,4,33,53,61,47,60,54,22,343,299,403,755,765,819,967,934,926,556,6428,2156,4617,8894,9033,10134,10620,8625,4885,2119,61076
SED10002,24,156,591,674,877,1068,899,600,267,5164,14,196,638,554,674,620,441,360,167,3658,361,920,2496,1557,1100,823,535,370,210,8372,2818,9150,23951,14528,11826,9693,5258,2759,1169,81168
SED10003,17,20,45,65,127,316,505,525,519,2136,7,3,12,19,21,24,23,23,11,148,311,286,733,926,1133,1327,994,744,533,6998,1505,2763,6961,9037,10629,11898,8862,4472,2440,58557
SED10004,16,31,33,58,98,202,374,418,202,1434,0,8,42,22,32,49,71,103,68,390,241,692,1710,1342,979,841,673,341,213,7038,1673,7408,16451,14628,11063,8427,5899,2383,968,68893
SED10005,14,56,205,435,706,1023,1031,911,550,4919,8,38,151,220,425,500,419,373,187,2320,339,512,1127,906,898,709,609,438,279,5813,2659,6244,13054,11006,10393,9011,5788,3428,1788,63369
SED10006,39,72,160,235,457,1131,1360,1011,439,4908,0,4,10,12,34,65,81,47,21,277,425,515,1118,1027,1356,1409,1379,1099,548,8876,2063,4048,8914,8323,10344,10923,8578,4943,1939,60057
SED10007,24,39,87,119,270,621,907,690,396,3161,0,0,14,21,26,37,48,31,4,183,454,739,1179,1043,1126,1059,1200,766,370,7941,2361,4997,8846,8949,10362,10318,8666,4373,1756,60629
SED10008,9,4,31,46,90,196,346,295,166,1193,5,3,30,33,53,65,64,69,44,369,106,121,281,292,317,333,334,285,212,2271,2075,4900,8631,11738,11037,9713,7461,3186,1046,59783
SED10009,19,14,81,143,245,589,926,760,409,3184,3,4,9,12,12,24,27,35,16,138,234,210,429,536,817,1149,1235,1054,661,6337,1527,2446,5052,6476,9240,12856,11589,5897,2376,57458
SED10010,9,47,175,237,408,756,874,696,389,3584,3,25,92,131,154,194,170,155,54,978,248,308,794,649,630,648,609,446,251,4589,2538,6120,15220,12668,10335,9298,5871,3219,1262,66537
SED10011,12,13,34,45,113,230,308,283,202,1250,3,3,9,19,19,20,23,22,12,128,164,139,322,413,541,655,707,487,268,3691,1796,3310,6550,8926,10148,10938,8677,3827,1541,55722
SED10012,27,60,272,621,1291,1532,1268,985,474,6527,17,60,261,441,1032,1298,751,607,346,4820,261,339,592,517,652,666,490,332,215,4055,2748,6503,11137,9919,11426,10504,5969,3208,1405,62822
SED10013,9,29,70,113,233,553,739,474,289,2501,0,7,19,38,41,70,95,106,56,432,252,315,708,683,617,490,553,429,384,4429,2772,5545,12992,13293,11226,8511,5901,2703,1203,64135
SED10014,25,43,135,193,347,681,730,400,159,2713,8,3,36,70,80,142,116,92,24,571,337,431,762,733,640,705,762,383,194,4948,2756,5995,11483,10169,9462,9082,6651,2658,799,59058
SED10015,8,27,102,174,482,936,1664,1539,548,5478,4,32,99,101,195,380,474,562,261,2105,260,373,937,837,780,663,588,465,233,5137,2291,5958,14269,12506,12043,9328,6703,4647,1857,69595
SED10016,6,10,18,31,84,165,324,288,183,1109,0,0,32,31,30,58,54,66,71,334,150,139,295,406,432,326,329,206,102,2380,2262,4912,8067,12120,11771,9119,6352,2664,974,58243
SED10017,33,57,129,162,318,762,885,633,377,3375,4,7,12,14,23,27,26,28,13,151,289,420,996,860,807,851,926,644,388,6183,2308,4608,10155,9897,9576,9465,7277,3328,1421,58047
SED10018,30,27,75,81,183,347,511,593,408,2245,5,4,12,19,26,29,27,31,31,190,127,142,357,419,496,476,571,576,422,3586,1819,4058,8417,9322,9625,8679,7110,4539,2027,55604
SED10019,37,43,131,178,338,717,1115,1048,658,4259,10,3,12,15,18,38,35,51,19,192,345,287,586,763,895,1119,1169,940,431,6536,2086,3159,6136,7620,9645,11649,10207,5663,2257,58426
SED10020,32,46,148,177,284,508,659,607,408,2858,4,22,48,57,70,53,41,30,24,347,249,313,613,592,742,929,828,845,629,5740,1910,3665,7643,8215,9625,10692,8510,4782,2070,57102
SED10021,6,21,27,30,49,117,238,344,273,1104,3,3,21,22,20,27,43,65,39,237,266,616,1920,1265,990,749,693,613,575,7697,1404,5281,18134,14396,10633,7460,5450,3234,2000,67989
SED10022,25,32,91,161,284,744,1107,947,638,4040,0,14,22,18,38,41,41,28,22,215,370,395,865,964,1005,1164,1188,975,460,7390,1963,3424,6734,7804,9291,10132,9095,5292,2265,55993
SED10023,9,0,33,49,63,176,282,313,281,1194,0,3,10,14,24,28,45,20,10,165,145,217,599,539,487,550,450,367,240,3595,1773,4251,9316,9985,10203,9502,6669,3892,1893,57481
SED10024,6,4,6,18,39,99,168,250,171,761,0,5,16,25,48,33,33,50,36,242,122,125,209,334,413,336,417,456,538,2940,1903,4154,5871,10290,12174,8771,7469,4876,2464,57985
SED10025,8,28,41,50,94,268,749,973,553,2757,3,12,71,30,44,91,138,217,113,722,157,278,959,755,593,579,544,388,304,4553,1601,5286,14124,12259,10461,8736,6593,3844,1944,64847
SED10026,30,36,114,123,294,650,834,686,400,3168,4,0,6,12,24,45,52,45,18,201,377,519,1157,924,1014,1088,1030,718,319,7143,2168,4403,9710,8901,9910,9601,7511,4220,1653,58082
SED10027,8,21,85,145,318,608,804,712,508,3218,11,12,55,69,138,201,213,202,81,983,214,265,508,498,528,526,507,504,492,4041,2186,5150,10020,10431,9994,9088,6230,3861,2122,59082
SED10028,9,6,22,25,54,148,204,248,212,930,0,8,45,40,57,81,54,57,51,396,91,144,292,310,300,277,325,517,816,3076,2138,5697,8538,10277,11607,10069,6464,4250,2743,61783
SED10029,48,129,533,921,1233,1454,1252,974,534,7086,21,84,374,540,944,1059,698,623,287,4633,257,346,804,649,758,728,594,565,371,5069,2841,6530,12369,10993,11482,9983,6248,3809,1721,65972
SED10030,19,22,61,101,226,490,639,532,445,2540,3,3,19,19,35,28,40,42,20,213,248,312,564,625,751,795,883,780,579,5531,1857,4036,8397,9128,10066,9821,8560,4962,2477,59297
SED10031,25,26,56,107,246,516,787,647,318,2723,0,9,17,23,26,53,42,47,19,238,292,347,735,848,964,947,1066,794,561,6545,1964,3560,7490,8920,10817,10720,9278,4568,1755,59074
SED10032,26,115,391,453,569,836,1030,788,384,4593,18,124,368,325,356,379,370,317,139,2396,264,491,1280,855,677,650,545,426,276,5466,2416,6833,18045,13225,10111,8330,5492,3157,1383,69008
SED10033,25,24,68,94,227,493,625,502,273,2326,0,4,10,16,24,35,48,55,32,221,297,311,551,537,785,630,630,410,212,4362,2639,4915,8822,9241,11025,9071,6577,3061,1128,56485
SED10034,7,9,26,49,73,194,344,310,254,1271,0,0,15,14,27,17,33,31,19,143,146,146,319,376,408,380,406,413,394,2985,2052,4425,9032,10914,10743,9248,6786,3172,1606,57988
SED10035,31,75,116,102,168,418,697,694,328,2615,9,27,80,54,89,125,187,263,102,936,443,1128,2451,1234,847,721,542,402,163,7927,4860,15163,28245,15648,10414,7430,4948,2984,1065,90760
SED10036,17,38,122,223,341,630,832,663,356,3221,8,14,89,99,182,241,214,191,63,1105,300,358,695,699,641,550,453,340,248,4288,2744,5792,11523,12335,11363,8448,5491,2716,1211,61613
SED10037,8,5,34,46,103,198,285,275,200,1163,0,11,34,50,62,55,62,84,46,400,133,153,357,440,443,390,344,338,223,2827,1936,4508,8533,11896,11775,9541,6871,3517,1400,59976
SED10038,21,27,56,81,171,429,623,795,573,2780,3,7,19,21,32,46,51,84,74,345,181,209,437,422,483,484,534,502,311,3578,2226,5104,8747,10457,10493,9502,7201,4564,2159,60436
SED10039,17,18,59,87,160,445,609,515,335,2246,4,4,13,13,18,24,39,27,14,154,238,332,711,660,722,761,840,688,597,5546,1989,3939,7419,8097,9263,10352,8429,4504,2044,56040
SED10040,16,23,90,123,269,670,1090,1081,472,3836,3,23,180,89,169,310,292,344,138,1532,215,373,1005,597,583,611,544,618,591,5143,2475,7678,18380,12119,11081,9660,6496,4196,2168,74254
SED10041,11,3,9,39,54,103,118,174,148,650,0,0,23,33,30,48,35,50,30,253,263,195,356,416,442,351,380,465,635,3511,1978,4331,7843,11135,11907,8716,6749,4556,2886,60096
SED10042,27,31,81,104,227,549,698,594,437,2752,0,6,11,14,27,37,43,25,12,177,138,178,350,308,478,593,755,732,671,4208,1967,3964,7441,7874,9308,9960,8840,4859,2271,56487
SED10043,25,101,336,472,714,1132,1162,972,445,5354,5,66,240,196,383,546,506,478,220,2634,338,421,1122,840,791,704,608,539,342,5700,2849,6851,15165,12094,10540,8950,5764,3674,1670,67563
SED10044,10,3,31,27,62,140,313,416,318,1316,0,5,23,29,28,66,62,103,52,370,151,236,822,698,552,485,446,410,491,4276,1522,4435,12233,12653,11187,8705,6539,3862,2405,63548
SED10045,31,24,85,148,271,598,793,767,548,3265,6,4,8,10,25,30,40,33,29,188,360,366,620,691,1000,1290,988,780,552,6646,1941,3580,6727,8310,10494,12317,8583,4349,2063,58360
SED10046,38,78,326,519,758,1128,1037,673,234,4797,11,50,206,289,459,564,412,316,122,2421,451,553,1331,1207,1113,1032,725,448,136,6996,3134,6720,13615,13004,12073,9468,5180,2833,801,66824
SED10047,38,61,196,241,470,980,1175,651,245,4051,3,7,56,84,86,111,126,116,34,623,471,683,1443,1249,1071,928,929,600,201,7587,3097,6914,14825,12483,10768,9356,6862,3067,819,68186
SED10048,19,36,115,182,366,706,745,451,187,2812,3,14,68,56,96,142,126,113,45,664,295,372,799,719,672,691,595,417,306,4868,2708,6036,13067,12068,11156,10265,5932,2336,944,64514
SED10049,37,32,85,126,224,543,632,507,330,2520,0,12,19,25,24,20,22,17,9,153,206,226,573,548,577,560,612,502,269,4076,2236,4791,10563,10150,9944,8829,6524,3235,1272,57543
SED10050,3,9,26,28,44,121,162,193,171,755,0,4,13,18,15,16,20,34,21,142,201,265,964,879,678,555,472,347,347,4702,1409,3865,12561,13823,11731,8166,5769,2906,1581,61821
SED10051,10,16,45,87,180,375,689,784,381,2567,3,3,27,34,60,96,119,163,93,605,247,624,1364,1270,995,866,900,678,493,7440,2149,6038,11904,12183,11089,8760,6847,4201,2025,65189
SED10052,10,5,39,64,96,273,434,458,451,1829,4,5,15,26,28,60,59,65,34,301,124,164,362,422,421,456,482,526,556,3510,1715,4160,8506,10267,10120,9141,6977,4212,2518,57622
SED10053,24,23,78,94,178,469,646,491,282,2278,6,5,11,12,26,36,54,74,28,241,298,376,909,856,1024,860,754,517,244,5837,2004,4295,9881,10306,11968,9821,6509,2997,1139,58915
SED10054,30,56,176,266,490,854,930,523,297,3619,8,16,97,134,138,196,191,149,63,983,354,359,791,769,756,662,567,286,116,4646,3221,6607,13073,12185,11421,8973,5352,2133,928,63900
SED10055,13,9,77,141,249,629,791,478,158,2548,5,12,59,56,117,162,138,144,42,734,251,278,604,596,583,556,419,235,97,3621,2788,5855,11749,11475,11359,9601,4905,1849,506,60078
SED10056,35,53,152,185,373,882,1394,1253,659,4988,0,10,46,37,64,65,96,101,57,480,412,438,960,927,1130,1378,1365,1083,594,8295,2244,4222,9239,9187,10781,11445,9123,5542,2188,63970
SED10057,37,42,107,142,294,680,1063,946,586,3897,6,0,5,10,20,27,29,43,21,163,235,211,424,488,769,979,1324,1096,715,6251,1673,2815,5540,6568,8883,11232,11512,6497,2815,57538
SED10058,33,21,81,80,175,364,474,499,343,2059,0,7,20,29,41,36,35,56,27,263,143,351,768,503,733,809,712,627,556,5198,1458,5797,12187,9237,9483,9236,6418,3502,1790,59113
SED10059,12,36,89,68,109,281,438,463,190,1692,9,12,56,38,44,75,133,207,74,645,358,1163,2801,1448,1042,855,650,455,152,8916,2679,10859,24666,13604,9678,6699,4192,2347,781,75506
SED10060,6,5,16,29,22,50,82,109,80,399,3,6,17,17,23,16,15,16,17,136,175,375,1427,1045,777,730,633,409,315,5893,1085,3882,15949,12892,10001,8522,7318,3559,1733,64945
SED10061,29,62,135,164,343,727,1140,912,466,3974,3,4,24,19,11,42,74,35,13,229,492,524,901,903,1107,1130,1169,871,390,7488,2770,5301,8526,8623,10245,10448,8741,4874,1784,61313
SED10062,9,12,40,69,173,439,639,641,455,2474,0,11,44,45,85,159,119,133,62,659,142,237,545,427,455,456,464,400,364,3481,1946,4981,9926,10180,10545,9214,6632,4107,2267,59804
SED10063,33,44,104,137,300,716,905,772,524,3524,0,6,16,29,28,46,53,39,11,236,367,340,689,730,934,871,980,834,354,6101,2297,4125,9079,9206,10006,9577,7811,4651,1915,58664
SED10064,30,38,100,132,303,758,1114,851,581,3912,5,0,4,13,24,26,50,35,21,175,312,349,718,737,1005,1181,1247,991,625,7170,1789,3048,6116,7261,9591,12095,10308,5300,2283,57781
SED10065,14,32,135,162,304,488,517,456,289,2395,3,38,148,112,192,268,230,220,134,1349,285,503,1799,1154,807,723,637,432,293,6633,2251,6815,22936,16260,11771,9768,6004,3423,1613,80839
SED10066,14,38,88,114,236,536,640,508,355,2531,3,10,21,31,37,39,49,57,12,258,272,346,793,695,686,594,645,461,261,4764,2348,5236,11710,10956,9698,8983,6723,3152,1383,60190
SED10067,3,10,11,41,43,120,215,244,231,918,7,4,4,13,15,14,8,24,11,104,136,194,340,482,532,531,628,551,660,4053,1463,3503,6374,9341,10623,9649,7969,4418,2603,55946
SED10068,11,19,59,80,220,496,799,756,477,2922,3,0,9,13,17,19,29,23,20,138,217,186,415,447,660,804,1217,1099,771,5821,1559,2726,5992,7420,9431,10800,11588,6733,2785,59033
SED10069,22,33,101,117,203,503,677,559,291,2502,3,3,5,14,32,47,42,32,13,186,262,277,538,582,722,848,1115,864,493,5705,1954,3556,6596,7884,9449,10073,10055,5123,1839,56531
SED10070,12,55,199,283,461,907,1348,1067,445,4785,3,30,98,153,218,335,334,332,184,1693,199,273,607,629,588,620,605,452,251,4217,2153,5194,11522,12052,10031,9321,7080,3509,1432,62286
SED10071,14,14,52,90,193,429,492,345,148,1774,4,10,23,53,80,105,82,90,38,476,200,313,939,939,592,477,334,156,70,4022,2602,5395,13513,16642,11611,7807,4468,1608,473,64124
SED10072,6,20,113,101,236,584,1076,1089,520,3755,8,13,71,46,100,164,265,285,122,1070,218,460,1316,875,718,646,659,641,548,6085,2012,6402,17590,12387,10451,8457,6660,4333,2109,70405
SED10073,11,49,56,75,153,394,568,608,388,2296,0,23,94,79,107,117,136,182,109,857,193,423,896,584,481,521,461,420,395,4365,2351,8394,18464,13628,10854,9589,6437,3992,2179,75888
SED10074,15,17,92,108,222,426,614,635,334,2451,4,16,49,67,82,90,101,119,41,569,188,246,838,712,541,523,530,524,385,4479,1939,4637,13873,13268,9979,8634,6910,3832,1636,64710
SED10075,19,25,83,106,269,729,1102,849,421,3592,4,6,7,19,19,46,93,120,58,377,206,213,454,536,642,653,813,733,361,4613,2462,4862,9393,10292,10772,9986,8227,4683,1576,62259
SED10076,32,30,95,118,248,640,981,801,411,3359,5,0,10,8,19,26,30,44,15,163,250,261,471,511,708,888,1165,1068,675,6010,1658,2970,6168,6898,8515,10759,10935,5983,2296,56170
SED10077,12,33,95,109,218,447,780,956,515,3157,8,61,194,89,136,203,230,285,165,1366,265,761,1564,833,646,600,487,422,253,5835,2580,9758,21162,12162,11050,9046,5783,3912,1971,77420
SED10078,10,25,68,106,250,513,1004,1209,602,3781,5,21,71,58,119,182,257,399,190,1297,179,459,1332,920,775,666,544,508,385,5761,1496,6121,16655,12770,10856,8234,5448,3734,1875,67186
SED10079,28,30,64,80,205,551,783,691,377,2812,0,5,3,10,18,22,28,30,13,129,161,192,299,393,493,574,809,850,461,4231,2054,3915,6724,7795,9602,9902,9204,5380,1930,56506
SED10080,17,78,194,77,96,155,158,158,125,1054,6,82,181,83,53,60,41,53,27,589,452,2077,5170,2478,1716,1248,910,516,369,14937,1898,10931,32955,16939,10730,8293,5822,2583,1212,91360
SED10081,33,49,126,139,310,683,878,837,495,3547,4,14,16,23,47,41,45,34,8,239,339,381,795,790,891,1029,1030,857,428,6548,2123,4078,9189,8822,9823,10050,8122,4763,1898,58867
SED10082,14,14,37,44,98,247,418,378,313,1556,3,3,8,11,19,22,21,22,12,119,154,149,330,392,488,547,606,707,576,3949,1828,3600,6844,8725,10019,9860,8453,4968,2385,56679
SED10083,21,33,75,120,206,438,602,544,433,2460,3,6,13,14,18,27,23,23,9,132,202,248,461,491,633,625,740,763,712,4883,1954,4134,8303,8871,9643,9394,7633,4433,2492,56845
SED10084,14,19,79,93,180,475,852,846,542,3097,3,5,12,16,22,22,25,30,14,150,239,231,500,619,743,917,1110,1112,842,6313,1745,3336,6938,8590,9734,11013,10230,6563,3070,61207
SED10085,28,38,103,147,303,683,902,751,390,3339,3,0,10,18,24,34,29,29,13,158,316,317,772,832,962,961,921,654,323,6042,2166,4031,8765,9245,10682,9911,7372,3872,1452,57500
SED10086,4,7,32,30,28,65,109,146,157,574,3,0,22,22,15,16,20,22,7,129,220,448,1940,1213,887,740,766,568,386,7167,1222,4404,16297,12647,9828,7802,6717,3647,1968,64533
SED10087,28,48,123,166,263,490,673,640,456,2883,3,16,44,48,32,34,46,20,17,254,330,373,643,621,753,817,763,637,350,5288,2511,5579,9938,9081,9436,9303,6839,3954,1818,58458
SED10088,5,11,67,85,150,266,393,414,283,1670,4,3,45,79,58,41,77,70,43,430,179,201,479,531,587,467,504,481,399,3833,1823,4180,9281,11980,11816,8454,6319,4208,2070,60138
SED10089,20,53,135,128,217,520,614,645,425,2755,8,17,41,42,38,44,29,44,31,297,173,295,448,427,444,495,569,701,713,4258,2750,7531,11380,10057,9609,8965,6923,4123,2223,63564
SED10090,14,18,44,45,76,142,295,302,207,1146,3,18,56,42,38,64,72,82,60,428,156,277,827,711,606,486,457,289,270,4082,1569,4842,13276,14344,11500,8758,6489,3356,1910,66048
SED10091,18,20,55,92,153,405,566,454,258,2015,0,6,9,18,25,29,38,37,18,174,247,228,464,560,707,705,740,617,402,4669,2240,3910,7793,9140,10190,9529,8031,4281,1594,56701
SED10092,32,62,127,197,306,815,1192,1382,677,4789,8,14,61,53,68,128,196,293,114,936,285,539,885,634,773,866,939,905,523,6348,2778,7943,12442,9622,10213,9711,7517,5234,2261,67726
SED10093,19,35,130,134,291,669,776,667,410,3133,3,9,9,14,31,63,88,41,24,277,261,290,511,560,726,820,1013,1028,811,6018,2361,4626,8625,9425,9973,9168,7773,4846,2202,59000
SED19494,10,29,53,41,61,90,94,33,8,419,0,4,8,8,21,12,7,7,0,62,125,302,779,674,631,459,269,90,30,3369,441,1357,2698,1900,1798,1714,1194,282,78,11461
SED19797,0,0,0,0,3,5,13,3,0,27,0,0,0,0,0,0,0,0,0,4,0,0,4,7,8,9,27,9,0,67,11,9,32,34,50,76,108,42,10,373
SED20106,5,10,67,47,99,177,416,434,216,1468,6,16,46,27,44,33,53,93,31,355,255,851,2577,1440,1082,966,737,402,172,8482,1347,6515,20428,12797,9619,7672,5448,2378,885,67088
SED20207,31,34,115,140,257,496,891,681,269,2911,11,17,66,70,99,135,138,116,49,707,220,303,882,858,682,539,498,356,189,4525,1926,5119,15484,16496,11901,8098,5033,2450,905,67419
SED20302,59,57,137,138,233,397,887,769,488,3158,4,6,32,46,48,37,42,34,16,269,238,215,540,628,717,794,915,743,407,5201,1749,3463,9160,9202,8984,8716,8110,4102,1699,55175
SED20401,23,30,94,113,177,249,529,509,333,2047,7,9,38,40,55,58,59,43,15,335,139,159,469,488,426,422,490,455,423,3471,1373,3710,9253,8845,8280,7227,5702,3054,1478,48910
SED20508,26,26,43,54,106,228,645,672,484,2280,7,8,14,15,8,13,24,31,12,130,140,133,281,362,416,637,833,590,327,3727,1260,2489,5462,6947,7501,8637,8214,4195,1729,46431
SED20604,26,42,91,107,159,360,733,680,396,2586,0,10,24,35,43,34,36,15,11,207,246,310,569,610,685,754,674,561,265,4670,1664,3574,7311,7693,8802,8914,6792,3250,1363,49368
SED20704,25,55,128,106,212,301,621,658,458,2563,3,12,40,35,55,39,27,12,5,226,272,281,507,497,647,651,611,594,416,4475,1916,4579,7670,7600,8270,8023,5931,3258,1570,48824
SED20804,36,52,127,138,190,393,770,751,461,2916,7,14,50,51,47,44,37,16,7,269,219,287,852,743,746,794,806,672,430,5546,1416,3539,7351,7188,7865,8245,6679,3709,1608,47593
SED20906,20,21,26,53,70,186,483,671,502,2026,0,15,15,30,42,50,66,76,46,331,136,177,358,452,420,333,367,366,218,2823,1344,3417,6689,9026,9434,6785,4511,3144,1874,46224
SED21001,15,25,53,63,101,190,338,526,439,1745,5,23,72,73,71,76,72,81,50,531,160,225,443,380,415,348,362,478,574,3384,1713,5476,9813,8965,9519,7577,5399,3892,2524,54883
SED21106,8,7,29,36,43,78,184,321,301,1006,3,3,25,21,25,29,23,36,21,188,164,201,632,629,635,501,437,367,342,3910,1174,3221,7557,8780,10019,7659,5522,3054,1946,48935
SED21203,87,113,509,734,951,1066,1496,1394,509,6854,18,49,202,239,372,491,450,401,176,2388,366,430,1054,797,831,653,636,593,256,5614,2387,5514,11617,9078,9074,6523,4643,3438,1240,53508
SED21303,11,21,52,55,119,337,936,1330,603,3455,3,11,36,27,56,114,198,334,162,951,150,421,1294,751,513,430,347,391,328,4623,1322,6826,18739,11596,7981,5845,3864,2992,1471,60643
SED21401,13,18,35,49,110,313,898,1261,626,3318,3,8,39,23,58,101,141,229,111,724,117,135,353,295,406,356,491,570,450,3180,1400,3775,7416,7335,8480,7386,6766,5374,2163,50103
SED21503,18,20,77,87,142,323,859,901,407,2829,5,15,44,46,117,106,112,131,53,619,198,367,559,408,383,350,464,424,273,3417,1936,6009,9728,8261,7532,6441,5231,3121,1204,49460
SED21608,40,53,104,99,166,375,767,583,289,2479,0,13,13,24,29,18,18,11,6,137,245,317,510,521,635,720,702,461,292,4407,1771,4318,6705,7414,8107,7716,5969,2680,1038,45722
SED21706,12,26,39,42,79,166,403,493,405,1674,11,20,61,44,59,66,74,103,37,470,193,334,561,418,441,397,343,372,321,3379,1992,6491,9256,8398,9125,7092,4881,3106,2013,52350
SED21805,40,43,85,102,172,322,608,507,304,2176,4,16,23,25,40,43,37,35,13,241,208,248,606,664,646,683,666,605,420,4749,1594,3848,9471,10326,9551,8035,5700,2938,1294,52758
SED21906,10,11,48,48,61,110,240,378,425,1323,0,10,33,28,22,34,44,68,58,298,130,289,923,571,476,452,408,342,329,3927,1212,4823,12720,9169,7790,6806,5148,2740,1969,52377
SED22005,16,54,175,233,433,708,1336,1371,658,4968,10,57,159,147,254,392,345,396,161,1926,195,363,792,525,469,465,491,507,431,4236,1952,6905,13095,9939,8613,7340,5796,4126,2107,59883
SED22105,59,93,279,303,378,526,691,515,294,3140,12,45,183,212,188,154,121,60,27,998,308,408,1013,911,714,625,494,382,234,5091,2450,6184,17891,15899,10878,7631,4826,2311,920,68995
SED22201,45,62,162,192,147,211,462,479,369,2117,5,16,50,58,72,54,36,34,16,337,121,154,389,358,376,380,399,468,388,3040,1335,3631,8317,7846,7765,6963,5363,3212,1545,45979
SED22305,60,194,620,722,619,847,1037,929,457,5492,23,276,644,687,464,343,286,237,90,3053,258,433,1107,852,704,719,709,638,250,5663,1843,5682,13459,10614,8315,7798,5618,3432,1357,58117
SED22404,35,25,74,96,155,302,687,565,350,2279,4,9,12,9,23,10,14,19,11,117,234,207,455,610,747,876,814,460,172,4562,1412,2746,5375,6930,8645,9043,7269,3084,1126,45625
SED22501,11,16,33,20,59,131,406,406,283,1358,3,8,16,11,18,17,21,22,9,130,87,102,218,270,340,353,309,222,142,2037,1322,3536,6042,8013,8791,8565,5764,2335,943,45315
SED22607,14,24,58,99,146,278,546,784,463,2422,4,14,49,62,75,94,113,184,113,711,205,341,995,732,602,561,420,371,270,4496,1437,5150,12494,9865,8909,7339,4372,2653,1457,53682
SED22704,29,42,128,124,209,515,1092,936,500,3570,5,3,14,15,15,24,38,26,4,145,300,267,612,685,893,1082,1078,777,391,6087,1648,3181,6047,6887,9026,9990,8291,4307,1706,51086
SED22802,26,25,96,101,133,244,525,468,246,1863,3,11,29,28,49,24,34,38,18,233,132,165,320,326,417,351,393,331,157,2598,1600,3612,7497,7433,8162,6918,5303,2455,851,43828
SED22901,13,14,53,56,146,275,520,499,321,1891,3,9,30,32,55,73,63,70,35,363,91,110,272,300,289,336,404,415,466,2702,1301,3671,7552,7451,7670,7876,5657,2889,1579,45647
SED23007,35,71,261,315,520,839,1200,1095,547,4887,4,50,187,200,293,381,311,317,129,1882,293,628,1481,996,772,722,665,506,292,6345,1914,7646,18439,12345,9252,7558,4943,2957,1340,66380
SED23101,13,16,42,47,114,257,600,785,449,2323,4,15,31,59,92,108,113,154,65,640,84,133,281,258,274,304,375,431,263,2393,1327,3867,6755,7892,7815,6792,6300,4379,1861,47000
SED23205,28,44,131,133,184,258,604,529,386,2301,6,9,25,34,28,24,42,41,18,219,250,321,698,592,684,671,641,625,389,4878,1515,3879,8112,7830,8207,7672,6125,3533,1695,48558
SED23308,34,38,87,98,181,328,659,777,649,2851,3,7,20,26,31,34,45,52,42,261,169,302,614,486,620,572,589,570,371,4291,1440,4613,9131,7890,8354,7776,5703,3558,1964,50433
SED23402,33,40,95,90,133,219,482,462,276,1840,3,4,30,23,31,14,29,28,7,163,235,264,486,481,573,494,433,361,231,3557,1951,4535,9067,9239,9653,7603,5171,2693,1102,51012
SED23502,36,44,103,105,226,417,1037,903,439,3308,3,8,12,16,24,24,34,27,3,154,230,255,470,529,768,905,1132,824,461,5584,1300,2516,5296,5837,7589,9410,9196,4652,1701,47496
SED23602,23,40,91,81,185,345,881,766,482,2890,0,7,16,15,24,28,31,25,16,162,208,289,804,752,806,909,902,645,300,5613,1251,2538,5842,6318,7779,8722,7371,3617,1528,44971
SED23702,42,33,134,118,194,345,714,561,238,2390,3,11,17,19,34,34,38,22,3,185,215,279,501,489,653,626,615,431,172,3978,2202,4747,8504,8501,10070,8823,6245,2884,911,52884
SED23806,14,17,33,23,33,64,182,271,208,846,3,5,38,9,35,21,29,57,21,226,173,342,767,466,412,347,329,303,209,3350,1672,6038,11880,8578,8248,6646,5164,2764,1424,52415
SED23901,9,19,57,81,132,210,563,785,542,2400,4,16,33,37,69,66,65,107,52,453,183,218,545,497,505,474,479,487,475,3855,1405,3906,8850,9026,8686,7453,5570,3466,2011,50379
SED24006,7,7,22,28,63,111,307,480,363,1378,4,7,26,29,69,64,63,80,48,384,153,198,414,368,501,482,401,330,270,3127,1624,4688,6869,7229,9792,7720,5508,3302,2013,48756
SED24105,24,54,293,430,664,790,956,713,379,4305,7,67,226,314,543,537,377,239,125,2442,161,264,522,422,427,430,476,346,220,3270,1838,5121,10536,9593,8980,7803,5941,2956,1267,54035
