SED_CODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
SED30067,4408,6756,1779,177,13119,1907,402,15433,184,95,140,13,444,615,41,1098,176,206,252,20,647,247,56,951,359,306,390,32,1093,862,97,2055,64,32,71,6,170,231,28,425,4,3,3,0,15,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,33,73,4,179,242,28,451,0,3,3,0,5,7,0,16,0,0,0,0,4,0,0,7,0,0,0,0,3,0,0,3,0,0,0,0,4,0,0,5,3,10,4,0,15,12,0,28,6,8,8,0,18,6,0,30,4854,7108,2251,216,14426,3025,535,17991
SED30068,5798,4263,2207,156,12424,3202,564,16193,630,135,201,17,980,916,67,1964,320,79,175,20,588,753,85,1429,948,208,375,32,1570,1672,153,3394,110,18,43,3,170,584,21,778,52,17,29,0,94,153,17,262,52,8,18,0,74,56,7,145,10,0,0,0,14,5,0,14,223,37,84,8,350,804,44,1204,71,3,6,3,89,229,9,329,53,3,3,0,60,145,8,213,0,0,0,0,3,0,0,6,3,0,0,0,5,7,0,14,130,14,14,7,163,376,17,556,23,7,0,0,28,32,4,66,7116,4537,2687,199,14536,6080,788,21408
SED30069,3934,4104,1976,169,10185,3105,510,13800,130,27,73,13,237,495,28,764,227,95,184,17,527,464,36,1026,361,122,257,29,763,961,67,1792,263,81,219,20,584,1374,74,2030,171,47,67,6,285,414,28,733,655,93,109,12,874,607,36,1507,0,0,0,0,0,3,0,4,1093,223,395,38,1742,2397,139,4274,34,9,0,0,40,40,0,81,26,4,3,0,35,78,5,108,0,0,0,0,0,3,0,3,6,5,4,0,11,12,0,24,66,15,4,0,87,128,3,214,20,9,9,0,38,33,0,71,5477,4466,2636,236,12821,6620,717,20158
SED30070,5323,6235,1729,128,13415,2785,475,16681,164,41,49,0,251,261,9,527,13,7,15,0,37,24,7,64,181,47,60,3,288,281,18,588,204,8,39,0,252,423,5,680,5,3,12,0,26,11,0,39,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,216,14,57,0,281,437,5,721,22,0,4,0,23,65,0,90,5,0,0,0,3,6,0,9,3,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,24,0,7,0,32,80,0,106,23,14,10,0,42,25,3,70,5765,6308,1857,129,14056,3604,508,18167
SED30071,3943,4678,2395,212,11229,3504,542,15266,178,58,99,17,350,681,39,1081,62,27,35,3,121,301,34,453,239,83,133,22,472,983,76,1533,80,42,71,8,201,480,50,730,7,0,4,0,13,20,4,35,27,4,0,3,42,39,3,81,0,0,0,0,3,8,0,10,112,50,78,8,258,549,60,860,6,0,0,0,11,44,0,58,3,0,0,0,3,9,0,16,0,0,0,0,0,3,0,3,9,3,5,0,17,6,0,17,21,3,6,0,29,62,3,94,25,16,7,3,55,51,5,112,4342,4844,2614,248,12044,5142,682,17867
SED30072,3950,5665,1701,197,11506,2690,455,14652,261,108,84,7,464,600,31,1098,302,335,229,29,892,438,76,1403,558,443,316,40,1353,1036,107,2500,123,61,77,4,264,504,28,806,36,8,12,0,61,117,4,184,19,3,5,3,32,50,4,79,0,0,0,0,0,0,0,0,174,71,98,13,352,676,34,1069,0,0,0,0,3,17,0,17,9,0,3,0,12,101,3,113,0,0,0,0,0,0,0,0,3,7,0,0,9,23,0,35,10,7,8,0,27,134,4,164,19,17,15,0,47,36,3,82,4707,6196,2133,250,13287,4575,601,18469
SED30073,1606,2195,618,145,4563,1143,1073,6780,22,22,13,3,59,57,15,138,218,177,67,20,486,241,186,915,239,204,78,24,544,299,209,1051,711,244,160,59,1175,1620,474,3271,1021,343,236,96,1694,1668,489,3851,2436,767,360,133,3694,2406,897,6997,0,0,0,0,4,5,9,20,4165,1347,759,289,6561,5708,1865,14139,0,0,0,0,0,0,0,0,3,4,0,0,10,3,3,13,0,0,0,0,0,0,0,0,15,12,7,0,42,21,16,68,17,15,13,0,48,26,14,90,33,18,3,0,59,85,24,165,6069,3784,1465,462,11774,7253,3188,22219
SED30074,5562,4658,1716,179,12106,4025,403,16539,137,39,60,12,241,445,21,703,15,11,12,0,34,40,3,81,146,47,73,12,276,491,21,782,72,34,56,3,160,396,30,585,0,0,0,0,0,3,0,3,0,0,0,0,3,5,0,6,0,0,0,0,3,3,0,3,74,33,56,3,159,403,34,595,27,12,0,0,38,85,5,126,18,8,3,0,25,34,3,58,12,3,0,0,17,14,3,32,16,8,0,0,27,20,3,50,67,30,6,0,109,155,12,267,53,31,24,0,105,42,3,153,5903,4792,1865,192,12755,5112,477,18345
SED30075,2859,3879,1478,127,8334,1688,687,10716,524,277,338,32,1170,1021,162,2354,516,526,524,38,1602,627,309,2546,1037,804,860,69,2775,1651,480,4904,162,97,105,10,379,504,92,972,425,154,157,29,765,858,287,1908,1091,325,244,40,1702,1304,418,3421,0,0,0,0,0,4,0,3,1673,581,510,80,2840,2672,799,6310,8,6,0,0,7,8,0,17,12,0,3,0,15,24,0,39,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,9,17,7,3,0,25,39,0,67,18,18,9,0,49,103,0,148,5601,5286,2861,281,14024,6152,1967,22145
SED30076,4292,6179,1649,139,12263,1802,389,14458,73,35,50,8,164,185,14,360,273,239,223,9,742,495,52,1292,345,272,265,16,903,676,67,1655,77,56,82,3,220,258,16,503,0,0,0,0,0,0,0,0,12,13,3,0,24,13,0,38,0,0,3,0,3,4,0,8,89,67,91,3,248,279,16,545,26,0,12,0,32,60,3,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,5,12,0,34,60,3,104,3,7,3,0,11,8,0,20,4764,6530,2017,162,13464,2827,481,16772
SED30077,3098,4600,1223,215,9135,2286,613,12031,76,24,16,7,125,165,13,298,362,214,151,41,761,606,185,1555,434,238,164,44,883,770,204,1855,400,145,108,47,704,784,175,1667,447,170,184,42,854,921,207,1976,270,33,24,13,343,368,56,770,0,0,0,0,0,0,0,0,1126,354,321,107,1902,2077,436,4415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,4,0,12,4,0,0,0,5,4,0,12,12,11,3,0,33,55,6,94,4671,5199,1717,362,11953,5192,1261,18403
SED30078,3414,6951,1487,228,12081,1391,560,14032,107,153,40,3,304,163,19,484,788,1087,422,86,2383,543,284,3207,897,1237,463,85,2689,701,304,3694,23,6,3,0,38,37,3,81,9,0,0,0,12,0,3,14,0,0,0,0,4,0,0,4,3,0,0,0,3,0,0,4,41,13,3,0,56,40,3,100,0,0,3,0,6,3,0,8,11,3,0,0,11,54,3,74,0,0,0,0,0,0,0,0,3,3,3,0,5,0,0,6,10,5,7,0,27,59,5,92,6,8,0,0,13,90,3,103,4372,8212,1963,316,14858,2284,877,18025
SED30079,3523,4860,1786,286,10459,2457,1110,14020,130,119,54,11,323,409,35,764,576,667,289,51,1584,421,311,2320,707,790,343,68,1909,833,347,3088,68,23,15,6,109,198,18,325,34,23,7,3,67,41,16,121,8,6,0,3,20,11,9,33,0,0,0,0,3,0,0,3,104,54,23,12,196,251,31,483,4,0,0,0,5,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,4,4,0,0,8,8,0,21,32,12,4,0,48,59,8,117,4369,5723,2160,369,12624,3601,1499,17724
SED30080,2129,3082,882,76,6167,1108,321,7593,222,149,143,14,524,451,46,1023,586,414,278,21,1291,484,146,1919,801,560,419,31,1815,938,189,2942,277,158,193,45,665,668,238,1570,784,209,213,55,1263,1209,366,2842,2643,629,403,78,3751,2878,718,7348,0,0,0,0,3,7,0,9,3713,996,808,171,5686,4764,1322,11765,8,0,0,0,8,10,0,19,16,3,0,0,15,29,7,52,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,24,4,0,0,26,44,6,75,54,16,14,0,84,61,11,157,6715,4655,2127,282,13779,6906,1848,22537
SED30081,4575,6197,2478,172,13424,2450,489,16365,105,58,103,11,274,278,33,588,51,27,40,12,132,69,16,214,153,82,145,17,404,347,48,798,15,17,26,5,69,46,6,125,7,0,0,0,9,20,3,29,0,0,4,0,4,4,0,6,3,0,0,0,3,4,0,5,29,18,34,6,80,75,14,165,27,3,0,0,34,29,0,68,3,0,0,0,3,4,0,3,3,0,0,0,5,0,0,3,0,0,0,0,3,0,0,6,36,5,0,0,41,34,3,77,7,10,3,0,25,20,0,42,4804,6316,2657,200,13968,2929,553,17452
SED30082,4560,4670,1891,193,11316,3288,485,15088,405,100,187,24,717,1181,101,2000,121,43,80,8,253,345,47,642,529,143,272,36,972,1525,146,2641,135,65,125,17,346,676,61,1085,5,0,5,0,13,44,3,60,21,3,8,0,31,40,0,65,0,0,0,0,0,0,0,0,163,70,136,17,381,762,66,1210,3,0,0,0,3,5,0,16,0,0,0,0,3,3,0,3,3,0,0,0,3,0,0,6,4,3,0,0,7,0,0,15,16,3,0,0,18,13,0,36,20,22,7,3,46,51,5,103,5281,4900,2299,254,12736,5647,695,19077
SED30083,4331,4663,1854,134,10973,3129,495,14600,567,196,237,31,1034,1623,134,2794,110,53,109,8,282,338,60,680,673,253,346,42,1318,1962,196,3477,245,101,83,18,450,560,79,1087,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,243,101,84,18,453,566,74,1095,11,0,4,0,16,32,3,48,3,0,3,0,6,3,0,9,0,0,0,0,0,0,0,0,10,25,10,3,48,20,7,72,26,25,13,0,68,53,7,128,23,14,4,3,42,105,5,150,5294,5056,2303,193,12853,5818,780,19447
SED30084,3292,3723,1428,146,8589,2456,557,11606,240,99,203,34,573,1215,102,1890,336,163,229,33,760,955,137,1852,569,266,432,64,1329,2168,241,3741,202,73,168,11,457,798,92,1347,201,61,87,14,356,448,87,889,440,137,80,25,685,573,168,1432,0,0,0,0,0,0,0,3,847,270,335,54,1505,1820,346,3664,25,3,3,0,32,77,3,115,32,6,9,0,41,56,0,99,3,3,3,0,9,5,0,20,10,3,0,0,10,8,0,23,71,12,10,0,96,147,5,247,32,14,4,0,49,69,15,127,4812,4294,2205,262,11567,6655,1162,19385
SED30085,4031,3981,1265,90,9368,3400,373,13140,76,50,44,3,172,246,22,438,4,5,3,0,17,15,0,32,87,50,47,3,190,263,22,469,68,25,30,4,134,192,19,339,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,3,3,0,8,70,25,34,4,139,192,19,348,34,7,0,0,44,79,3,124,3,0,0,0,3,12,0,15,7,3,3,0,8,16,0,23,14,13,3,0,29,21,0,53,60,22,5,0,89,124,4,219,35,25,16,0,75,64,0,146,4277,4110,1372,103,9865,4048,418,14329
SED30086,4312,6209,2966,244,13738,3048,706,17495,156,132,155,22,459,584,49,1087,288,302,395,38,1021,605,121,1744,439,431,545,60,1483,1182,164,2830,130,92,101,11,331,458,32,817,25,9,24,5,57,89,25,167,0,0,0,0,4,3,0,9,0,0,0,0,0,3,0,3,157,100,129,12,396,549,56,1000,9,0,4,0,13,36,0,46,3,0,0,0,4,16,0,22,0,3,0,0,4,0,0,4,0,0,0,0,3,0,0,3,18,5,7,0,27,51,0,78,13,17,8,0,37,38,0,81,4937,6763,3650,320,15679,4881,928,21480
SED30087,5412,6469,1708,115,13709,2804,497,16999,144,71,93,4,307,295,40,639,141,65,79,5,298,243,69,611,281,135,171,13,602,535,108,1244,146,67,85,10,313,404,44,756,46,8,10,0,67,78,11,160,14,3,3,0,26,16,10,49,0,3,0,0,0,0,0,4,207,83,106,16,408,501,63,975,52,4,3,0,60,94,4,158,13,4,0,0,16,27,0,46,26,14,3,0,40,26,0,72,9,0,3,0,14,10,3,29,101,23,6,0,131,166,5,302,60,33,18,3,116,134,17,261,6062,6740,2008,147,14959,4136,688,19785
SED30088,2992,5824,2977,260,12050,2353,657,15058,118,157,161,20,451,343,51,848,362,571,453,37,1420,744,158,2321,483,726,612,60,1871,1088,206,3165,67,106,86,17,275,348,44,663,8,9,3,0,17,7,4,32,0,0,0,0,0,0,0,0,4,9,6,0,18,14,3,41,79,126,101,16,316,366,52,733,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,32,37,0,87,25,4,117,16,32,39,0,85,29,10,118,18,12,7,0,42,49,3,89,3581,6719,3733,336,14361,3881,925,19172
SED30089,3153,4790,1209,234,9381,2217,883,12484,26,21,12,4,62,54,18,132,536,264,219,63,1075,604,327,2008,566,282,225,63,1138,661,345,2141,457,214,161,51,880,1089,249,2221,358,146,75,48,629,614,165,1412,196,48,21,6,270,184,38,489,0,0,0,0,0,5,0,6,1011,413,256,103,1778,1887,452,4120,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,7,6,0,15,5,5,0,0,10,6,0,15,18,11,6,3,40,28,4,76,4749,5504,1698,394,12343,4803,1692,18841
SED39494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED40001,1624,2147,475,62,4308,1262,349,5928,463,213,102,16,802,989,194,1982,748,336,173,52,1310,880,374,2566,1212,549,275,68,2106,1866,571,4543,297,225,62,23,606,776,152,1535,206,65,34,21,324,470,162,963,712,161,111,86,1068,1315,595,2983,0,5,0,0,8,3,0,9,1216,456,207,129,2008,2568,912,5490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,21,13,5,0,47,31,19,94,21,13,5,0,47,39,19,104,19,16,3,0,40,61,13,109,4091,3185,964,267,8511,5798,1861,16170
SED40002,2214,3193,814,118,6343,1730,446,8517,480,310,174,34,1002,1090,129,2214,83,65,53,10,206,145,41,397,562,372,226,41,1206,1237,171,2611,529,303,124,36,987,1250,171,2412,43,29,8,4,88,84,19,189,84,28,12,7,129,93,18,248,0,0,0,0,0,0,0,0,653,362,142,54,1209,1429,210,2853,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3,0,19,0,0,17,10,8,3,0,18,3,0,23,7,12,3,0,23,13,3,41,3447,3953,1185,212,8804,4413,828,14039
SED40003,2783,4080,693,61,7619,1523,166,9308,390,283,165,17,855,860,54,1764,241,172,79,11,504,299,34,833,640,453,239,31,1360,1157,86,2596,67,51,37,8,159,283,17,459,4,0,3,0,12,0,0,13,23,7,0,0,24,36,3,64,0,0,0,0,0,0,0,0,90,57,39,8,191,325,21,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,11,4,0,0,0,4,3,0,8,4,8,0,0,17,10,4,25,3512,4592,976,99,9186,3018,280,12477
SED40004,3172,3752,993,89,8001,1889,234,10128,392,115,144,11,668,864,60,1593,119,101,41,6,266,121,14,404,517,214,184,20,932,987,73,1995,85,24,23,9,138,330,27,493,31,6,0,0,42,82,5,129,4,0,0,0,10,5,0,15,0,4,0,0,4,0,0,3,123,33,28,6,187,421,33,645,3,0,0,0,3,4,0,5,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,4,0,0,4,6,0,9,4,4,0,0,8,9,0,19,17,8,3,0,24,16,0,39,3827,4011,1206,117,9154,3320,346,12828
SED40005,4094,3303,1292,108,8800,3048,289,12138,122,36,80,3,243,449,22,724,0,0,0,0,0,0,0,3,122,36,85,3,246,450,22,723,68,24,22,0,116,403,17,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,24,22,0,116,403,17,537,22,4,0,0,22,53,4,81,26,0,0,0,25,31,3,57,0,0,0,0,0,8,0,13,8,7,0,0,22,7,0,32,54,13,5,3,71,97,10,180,20,18,6,0,47,45,0,91,4361,3393,1416,119,9282,4038,343,13666
SED40006,2415,3265,1430,147,7254,2587,334,10175,516,424,322,41,1304,1367,108,2778,219,291,133,31,673,285,79,1034,734,711,461,75,1978,1650,185,3813,102,80,66,8,259,414,34,703,28,15,9,3,49,66,7,127,48,34,20,6,108,107,20,226,3,0,0,0,3,4,0,13,178,127,89,23,418,588,65,1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,5,11,3,0,20,5,7,35,5,11,3,0,20,11,7,42,24,17,4,3,44,18,0,63,3354,4129,1988,243,9710,4860,590,15168
SED40007,2700,3466,920,107,7188,1837,173,9197,456,275,146,20,897,833,66,1804,256,282,70,6,611,165,32,817,706,559,215,28,1514,1003,99,2617,227,115,121,21,490,813,63,1370,29,21,17,0,69,154,14,240,11,3,3,0,19,27,4,56,0,0,0,0,0,3,0,3,267,139,145,22,578,999,85,1663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,0,0,10,3,3,0,0,9,0,0,11,13,12,6,0,27,17,0,45,3693,4179,1288,156,9320,3856,362,13536
SED40008,2092,2940,1059,151,6247,2044,530,8821,487,441,321,47,1298,1337,154,2791,319,210,124,45,694,320,186,1204,809,650,442,96,1995,1650,344,3993,113,128,69,18,329,327,41,705,14,4,0,6,28,22,4,57,23,4,10,3,42,50,18,110,3,4,0,0,7,9,3,21,159,142,76,25,410,410,73,886,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,8,10,3,3,25,8,11,41,10,14,3,3,33,17,11,52,4,11,3,0,18,15,4,38,3072,3757,1594,277,8702,4132,960,13792
SED40009,3571,4473,991,95,9127,1739,289,11159,98,52,37,7,198,178,16,386,22,21,9,3,59,46,54,156,121,78,43,12,253,216,71,542,55,42,30,4,134,191,13,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,42,30,4,134,189,13,339,3,3,3,0,11,51,0,62,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,8,3,3,0,12,52,0,69,5,3,0,0,13,3,0,12,3762,4592,1069,110,9538,2203,381,12121
SED40010,2045,2859,761,112,5781,1745,391,7920,566,302,181,34,1085,1177,172,2430,439,288,163,42,927,646,151,1728,1004,588,343,72,2014,1823,324,4160,411,235,132,34,811,1124,179,2106,46,18,8,0,73,118,25,216,45,10,5,3,61,68,13,144,0,0,0,0,0,5,0,4,501,265,149,36,939,1318,214,2474,7,0,0,0,7,10,0,11,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,8,8,7,0,22,10,9,35,16,8,7,0,30,17,9,56,16,15,6,0,39,12,0,55,3580,3736,1265,222,8799,4916,939,14655
SED40011,2104,2573,939,129,5749,2125,444,8322,680,518,410,63,1662,1719,200,3590,201,194,128,30,545,262,114,928,876,706,531,96,2214,1985,320,4517,256,182,140,25,606,1099,111,1820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,182,140,25,606,1102,111,1823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,10,0,0,0,0,5,6,0,9,14,20,9,0,47,19,0,63,3256,3484,1625,254,8618,5235,877,14735
SED40012,2046,3404,1223,192,6866,2232,565,9670,515,618,414,60,1606,1318,170,3095,65,87,63,9,225,125,41,389,577,705,474,69,1831,1435,217,3484,247,212,56,14,530,530,77,1140,3,3,0,0,3,32,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,218,56,15,537,556,78,1173,0,6,0,0,6,0,0,6,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,3,10,6,0,14,8,3,27,4,16,5,0,27,9,3,39,11,9,10,3,33,19,3,53,2893,4354,1767,279,9296,4257,866,14416
SED40013,4853,2789,1046,58,8744,3403,246,12399,160,22,31,3,215,422,10,651,37,13,18,0,66,42,10,122,202,38,48,3,286,461,18,769,27,6,10,0,42,125,0,169,11,0,0,0,14,23,0,32,3,0,0,0,3,8,0,13,0,0,0,0,3,0,0,3,37,5,13,0,59,149,0,214,9,3,0,0,14,33,0,51,13,0,3,0,15,15,0,33,3,0,0,0,3,0,0,8,5,5,0,0,18,12,0,28,30,12,6,0,51,70,3,120,23,5,8,0,41,23,4,69,5147,2849,1121,57,9174,4111,277,13564
SED40014,3462,4513,1289,83,9347,2065,201,11612,273,15,34,3,321,524,9,859,27,3,4,0,37,24,3,67,298,24,39,3,355,551,11,920,131,3,0,0,136,153,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,131,3,0,0,136,151,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,0,0,3,0,8,0,0,8,3,0,10,3,0,0,0,6,12,0,19,3896,4551,1322,87,9852,2782,221,12852
SED40015,3702,3139,1014,84,7939,2814,242,10996,121,61,95,9,290,429,38,750,25,20,3,0,49,28,0,80,150,82,100,9,337,458,38,835,52,11,17,3,79,297,13,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,11,17,3,79,300,13,393,39,0,0,0,43,75,0,123,7,3,0,0,12,16,0,31,3,6,0,0,14,37,0,49,20,10,4,0,35,19,0,57,79,20,6,0,103,148,3,261,17,19,8,0,45,42,5,85,3998,3272,1140,99,8507,3758,304,12566
SED40016,3120,3406,1341,95,7964,2231,298,10493,271,73,77,6,434,667,29,1129,39,27,20,3,83,43,9,138,311,101,94,8,521,711,35,1265,68,48,37,6,159,277,11,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,48,37,6,157,277,11,451,0,10,0,0,15,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,7,0,13,0,8,3,0,19,8,0,31,8,5,5,0,20,3,0,21,3511,3574,1480,116,8676,3238,343,12259
SED40017,4109,3228,1317,77,8727,3543,238,12507,147,57,113,13,332,621,26,984,4,7,3,0,8,5,0,17,155,63,112,13,341,627,26,995,24,7,0,0,35,168,6,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,7,0,0,36,169,6,203,17,3,0,0,22,38,4,59,3,0,0,0,3,10,0,12,3,0,0,0,3,0,0,3,21,10,5,0,38,21,0,59,47,13,8,0,67,67,7,142,27,24,13,0,69,37,0,108,4362,3333,1451,93,9239,4443,274,13958
