SED_CODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
SED20508,6609,6370,2006,135,15121,4629,378,20127,216,61,80,0,356,633,36,1024,117,60,39,3,213,135,8,361,331,119,115,4,571,771,43,1389,58,17,18,0,94,147,12,255,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,22,18,0,102,147,12,258,3,3,0,0,6,3,0,14,19,0,0,0,17,68,3,92,0,0,0,0,0,0,0,0,9,11,4,0,19,10,3,30,29,11,5,0,39,84,6,134,29,26,9,0,66,30,0,100,7053,6551,2158,136,15906,5665,439,22012
SED20604,6653,6537,2407,155,15764,4871,547,21172,249,89,174,15,531,900,70,1504,26,10,24,0,63,34,8,108,274,99,194,17,593,938,79,1608,89,22,59,4,172,380,36,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,24,59,4,169,380,36,583,12,3,0,0,20,25,0,43,3,3,3,0,8,20,0,34,0,0,0,0,0,3,0,3,11,13,5,0,28,26,3,60,31,20,7,0,60,80,3,143,57,44,15,3,116,46,0,163,7103,6727,2688,184,16700,6314,663,23681
SED20704,5991,6762,2596,206,15551,4742,811,21105,255,82,190,27,554,1064,112,1728,60,17,38,7,120,70,31,221,315,105,226,30,670,1127,145,1949,23,13,17,0,56,93,11,159,5,0,0,0,9,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,17,21,0,68,94,9,174,3,0,3,0,9,26,0,31,6,3,0,0,10,14,0,20,0,0,0,0,0,0,0,3,6,7,4,0,18,11,0,26,20,7,9,0,39,50,0,88,19,13,11,0,39,36,3,83,6365,6906,2855,242,16367,6052,975,23396
SED20804,5883,5695,2568,240,14388,5887,750,21030,198,58,123,17,396,858,85,1345,42,18,15,5,79,96,12,186,237,72,139,26,478,955,97,1526,49,23,42,3,111,240,16,369,5,4,0,0,10,35,3,44,0,0,0,0,0,17,0,17,0,0,0,0,0,0,0,0,53,22,42,3,123,291,20,429,4,0,5,0,9,51,0,61,15,0,0,0,13,34,0,45,0,0,0,0,3,3,0,9,20,9,0,0,27,13,3,43,36,8,5,0,51,98,4,158,45,32,8,0,88,46,9,148,6253,5835,2767,272,15125,7285,879,23289
SED20906,3217,6779,1593,166,11756,2684,376,14816,462,509,252,29,1250,806,82,2130,350,836,202,16,1399,274,44,1714,804,1345,455,41,2648,1080,121,3847,466,487,286,32,1264,859,105,2229,100,27,34,8,167,125,26,322,98,25,34,13,163,278,25,470,0,0,0,0,0,0,0,0,662,538,346,46,1600,1261,154,3018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,11,0,26,19,3,53,12,12,11,0,31,22,3,58,7,22,10,0,40,23,8,63,4702,8698,2409,262,16075,5070,666,21805
SED21001,3293,6810,1424,211,11743,2595,525,14860,1102,978,479,58,2617,1852,232,4701,541,669,282,50,1543,416,202,2157,1647,1645,764,108,4164,2268,430,6855,367,226,121,39,758,578,171,1503,256,104,77,28,464,375,110,957,228,59,47,14,351,472,95,915,0,0,0,0,0,3,0,3,849,392,244,88,1577,1424,373,3369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,0,21,11,4,35,11,11,0,0,24,12,4,39,18,8,7,0,34,19,14,67,5808,8870,2440,411,17533,6312,1346,25197
SED21106,2655,5742,1009,97,9497,1741,191,11425,666,619,236,32,1545,930,95,2569,682,781,215,17,1697,601,62,2359,1349,1396,443,46,3243,1533,153,4928,760,328,203,33,1325,1253,262,2841,905,243,189,48,1381,1660,335,3384,293,81,63,8,447,397,40,882,5,0,0,0,5,0,0,4,1956,649,449,93,3152,3314,635,7102,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,10,11,0,52,21,5,83,24,11,11,0,50,23,5,85,26,40,8,0,72,32,6,108,6011,7841,1925,242,16020,6636,986,23651
SED21203,3038,7539,2933,318,13832,3283,559,17674,231,548,226,24,1031,442,63,1529,262,427,148,21,861,187,60,1109,486,976,373,49,1887,631,119,2636,161,332,128,19,642,259,62,967,0,0,3,0,3,0,0,3,9,22,19,0,53,49,0,100,0,0,0,0,0,3,0,9,171,353,156,23,702,316,62,1078,0,0,0,0,0,9,0,8,5,0,3,0,6,87,3,95,0,0,0,0,0,0,0,0,8,45,47,3,103,32,10,139,17,45,47,3,112,125,10,248,12,27,15,3,52,46,6,108,3723,8956,3516,387,16587,4401,755,21741
SED21303,2738,4251,1105,203,8295,2277,1253,11824,961,665,256,79,1962,1126,570,3653,1077,764,233,101,2179,825,788,3784,2044,1429,486,180,4141,1950,1358,7446,872,283,182,81,1422,1796,514,3736,446,92,63,32,632,721,259,1613,1217,231,111,65,1630,1663,552,3844,0,0,0,0,3,0,3,5,2539,605,360,172,3678,4182,1333,9194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,22,6,7,78,54,44,176,49,22,6,7,82,52,44,177,33,19,11,0,61,40,13,114,7395,6331,1969,562,16254,8502,3993,28750
SED21401,4720,6834,1563,194,13318,2814,336,16466,332,282,163,19,794,539,40,1377,607,949,281,47,1885,373,85,2334,939,1232,446,60,2680,911,125,3711,102,68,55,9,231,132,26,391,78,37,27,5,146,134,16,296,329,126,96,17,561,380,56,995,0,0,0,0,0,0,0,0,501,233,177,34,943,642,96,1679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,10,3,0,10,3,5,4,0,11,3,0,17,12,6,4,0,22,43,0,64,6180,8315,2190,286,16968,4414,560,21938
SED21503,4235,6867,1902,250,13248,2889,696,16830,334,266,153,22,776,693,90,1558,363,373,169,40,950,291,214,1458,696,642,325,64,1725,984,302,3015,172,84,44,11,306,203,62,573,100,25,15,14,153,233,76,463,60,7,10,9,85,164,66,319,0,0,0,0,0,0,0,3,333,123,67,29,547,606,200,1355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9,9,0,12,4,3,0,0,9,9,0,12,6,8,0,0,16,14,4,34,5280,7642,2296,334,15549,4499,1200,21255
SED21608,5326,6047,2124,171,13672,4292,690,18653,427,313,258,28,1022,1098,164,2287,23,12,15,3,51,28,16,95,446,322,268,34,1073,1128,178,2384,54,24,41,3,123,208,30,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,24,41,3,123,212,30,362,3,0,3,0,3,11,0,17,4,0,0,0,7,4,0,10,0,5,4,0,9,0,0,12,20,27,12,3,56,14,0,71,24,32,18,3,77,27,0,107,23,27,8,8,61,51,7,119,5880,6451,2464,215,15004,5715,905,21621
SED21706,3274,6932,1510,250,11969,2613,898,15477,750,528,242,40,1566,1365,161,3090,511,646,251,36,1438,304,199,1940,1260,1177,492,78,3002,1664,367,5028,321,272,205,25,819,621,136,1574,116,34,21,12,183,285,68,538,57,21,33,3,114,139,19,276,0,0,0,0,0,0,0,0,488,323,262,37,1111,1052,225,2384,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,7,0,33,7,7,46,14,7,3,0,31,10,7,47,9,22,4,0,45,36,7,83,5051,8468,2274,364,16160,5368,1495,23027
SED21805,4200,6870,2353,194,13617,3384,552,17553,856,595,445,40,1933,1969,121,4029,690,557,317,31,1592,599,93,2283,1545,1153,767,72,3533,2576,214,6313,131,73,68,9,281,365,38,683,47,15,21,0,82,97,3,181,17,4,11,0,34,33,3,65,0,0,0,0,0,0,0,0,197,95,102,12,395,490,43,927,11,0,0,0,10,7,0,18,51,12,20,3,82,274,5,363,0,0,0,0,0,0,0,0,7,9,5,0,20,7,0,29,62,24,21,3,109,286,9,411,7,0,0,0,9,28,4,37,6007,8141,3243,279,17670,6764,815,25244
SED21906,2320,4372,733,105,7532,1510,398,9434,1025,1019,322,40,2403,1305,249,3951,732,883,212,35,1867,563,218,2642,1761,1901,536,71,4267,1864,466,6597,1425,692,279,104,2497,2446,651,5594,757,265,111,45,1177,1094,304,2572,207,31,8,12,260,230,106,605,3,4,0,0,9,13,0,20,2388,989,408,160,3946,3782,1065,8790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,21,10,3,78,66,25,170,45,21,10,3,82,67,25,175,36,13,6,4,58,56,6,112,6552,7297,1690,343,15883,7276,1958,25117
SED22005,3847,6871,2121,325,13163,2925,765,16856,839,1078,403,77,2395,1124,293,3809,529,660,196,67,1455,295,430,2178,1370,1740,600,135,3847,1415,725,5986,356,293,129,33,813,642,120,1577,132,61,26,16,229,137,81,445,39,10,11,0,63,54,12,122,0,3,0,0,3,0,0,3,530,362,164,51,1100,831,209,2142,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,4,3,19,3,3,6,0,13,10,3,26,11,10,5,3,32,47,11,90,5761,8991,2893,512,18156,5232,1709,25095
SED22105,5561,13145,3282,305,22288,3209,558,26058,652,754,336,34,1776,941,67,2786,97,156,52,8,315,93,21,422,749,905,394,40,2089,1037,83,3209,68,56,52,9,185,181,8,374,0,3,3,0,10,11,0,21,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,69,60,56,9,196,190,8,396,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,3,0,8,0,0,8,11,15,5,0,28,12,0,43,6389,14127,3736,359,24614,4441,657,29711
SED22201,4958,7050,2281,208,14491,4519,468,19485,237,142,139,12,535,594,36,1159,149,132,114,6,401,139,26,571,393,272,258,15,933,736,64,1730,15,15,24,4,50,61,5,123,36,18,20,0,78,83,12,171,21,5,12,0,31,45,8,84,0,0,0,0,0,0,0,0,63,38,53,4,163,188,26,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,0,0,5,3,3,0,0,10,0,0,6,12,8,5,0,30,21,4,57,5430,7370,2591,226,15625,5467,564,21658
SED22305,3495,6342,2320,332,12487,2800,795,16083,716,1148,492,56,2415,1271,202,3888,264,447,154,29,890,204,99,1195,980,1592,647,86,3312,1474,304,5084,421,508,249,50,1229,799,164,2184,56,51,23,3,134,83,21,241,73,39,25,4,133,98,27,260,0,0,0,0,0,0,0,0,547,597,296,59,1498,979,209,2686,6,4,0,0,7,48,0,52,6,5,0,0,10,22,3,35,0,0,0,0,0,0,0,3,39,78,44,6,168,73,8,247,44,88,46,6,182,144,9,338,12,14,3,3,35,34,10,73,5076,8626,3312,490,17505,5425,1331,24267
SED22404,6147,6162,2062,124,14501,4957,460,19912,109,44,65,0,219,323,13,550,4,6,8,0,13,16,0,29,113,48,71,0,234,334,13,579,18,10,10,0,35,95,4,137,0,0,0,0,3,0,0,3,0,4,0,0,8,5,0,10,0,0,3,0,4,3,0,3,20,17,9,0,44,100,3,152,22,4,8,0,35,118,5,159,24,0,0,0,29,88,9,123,10,6,5,0,24,19,0,40,16,12,5,0,36,11,0,47,67,29,22,0,116,235,8,363,39,24,13,3,78,51,5,140,6393,6284,2171,128,14974,5674,500,21144
SED22501,4864,8478,1737,136,15216,2471,239,17930,171,113,119,10,418,584,31,1027,152,163,111,9,439,186,26,657,326,276,234,19,856,769,57,1682,120,64,68,5,257,299,10,565,3,0,5,0,11,13,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,71,71,5,271,311,10,589,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,6,5,0,10,3,5,3,0,15,3,0,19,12,12,0,0,22,12,0,30,5336,8844,2038,165,16379,3569,310,20255
SED22607,2725,5580,988,177,9468,2022,494,11986,633,551,172,52,1407,776,210,2400,724,735,236,57,1746,686,204,2638,1358,1284,406,106,3153,1467,416,5040,638,301,192,71,1195,1330,216,2742,592,240,255,68,1163,1513,257,2928,590,314,344,93,1343,1038,293,2672,0,0,0,0,0,0,0,0,1821,856,793,236,3698,3876,765,8341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,14,5,0,56,36,13,99,31,14,5,0,56,36,13,105,21,19,5,3,48,42,7,100,5959,7749,2196,520,16425,7441,1708,25571
SED22704,7187,6149,2490,200,16023,5820,588,22429,107,10,36,3,153,334,11,501,10,11,4,0,24,16,0,40,116,17,43,4,178,353,11,541,95,26,55,3,178,537,23,746,5,0,7,0,16,18,0,38,3,3,3,0,9,31,0,43,0,0,0,0,0,0,0,0,110,24,64,3,207,591,26,817,13,4,0,0,24,76,0,98,13,3,3,0,26,64,0,91,5,3,3,0,9,10,0,22,19,14,8,0,38,12,0,52,52,28,14,0,90,165,3,255,48,28,11,0,94,40,6,141,7512,6250,2624,207,16594,6962,633,24191
SED22802,4909,7544,2110,174,14743,2912,330,17986,236,65,110,7,417,594,17,1022,79,46,51,0,179,87,13,279,311,110,157,13,590,677,28,1300,3,5,0,0,11,7,0,21,34,0,0,0,34,14,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,4,3,0,42,26,0,75,4,0,0,0,8,27,0,40,6,0,0,0,4,18,0,29,0,3,0,0,3,0,0,3,0,3,3,0,7,6,0,10,15,7,5,0,26,54,0,80,9,21,11,4,42,24,3,69,5278,7693,2283,186,15449,3693,366,19510
SED22901,4563,7227,1992,172,13955,2875,406,17240,404,204,149,12,771,857,39,1669,203,286,102,11,606,158,27,789,607,496,255,17,1375,1018,65,2454,24,6,3,0,34,116,3,149,13,0,18,0,38,42,4,83,34,8,8,0,47,62,3,112,0,0,0,0,0,0,0,0,65,15,32,3,116,212,12,342,7,0,0,0,7,14,0,20,16,0,8,0,25,80,0,102,0,0,0,0,0,0,0,0,4,3,3,0,9,8,0,15,24,3,5,0,34,107,0,142,10,7,0,0,20,16,0,42,5270,7747,2283,198,15494,4230,485,20211
SED23007,3386,5505,2185,369,11444,2967,1062,15477,500,542,324,66,1436,933,168,2542,1167,1413,498,143,3225,769,509,4498,1671,1956,820,204,4655,1705,676,7036,569,449,202,62,1279,1089,278,2643,341,148,61,37,589,515,173,1275,654,179,84,58,965,1024,280,2278,8,7,3,0,17,14,3,32,1573,776,350,151,2855,2643,733,6228,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,13,0,0,0,0,0,3,0,3,15,17,9,0,44,34,11,82,18,16,14,0,44,41,15,98,30,15,5,0,43,51,15,112,6672,8275,3380,726,19048,7417,2492,28953
SED23101,4366,7419,1779,204,13770,2768,555,17101,568,433,228,23,1255,1013,79,2344,204,358,108,10,681,148,33,869,774,796,333,37,1937,1161,118,3213,73,27,22,5,130,283,14,420,15,3,4,0,20,41,0,62,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,8,90,35,31,5,150,324,13,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,0,15,3,0,16,4,9,3,0,12,6,0,17,10,9,4,0,22,10,0,31,5236,8265,2145,246,15895,4270,687,20852
SED23205,4687,5800,2927,242,13649,4237,657,18553,554,221,340,37,1155,1938,118,3206,192,120,145,5,470,302,46,815,755,339,485,47,1622,2238,166,4026,100,46,77,14,243,518,47,809,6,0,3,0,20,37,3,56,16,0,3,0,19,39,9,66,0,0,0,0,0,8,0,8,123,53,89,15,280,603,61,938,3,0,0,0,8,6,0,15,8,0,0,0,6,26,0,36,0,0,0,0,0,0,0,0,6,11,3,0,19,3,3,21,9,8,4,0,30,38,7,74,10,12,4,0,24,24,0,49,5581,6208,3519,304,15607,7142,888,23637
SED23308,4990,5763,2389,225,13375,5285,853,19510,631,219,253,35,1135,1920,162,3213,262,128,101,20,513,299,98,908,892,344,359,59,1649,2217,258,4120,216,96,74,7,389,823,85,1295,15,3,6,0,25,71,14,107,41,12,8,0,58,110,16,186,0,0,0,0,0,0,0,4,277,109,80,7,479,1007,116,1597,11,4,0,0,11,27,0,43,14,0,11,0,23,98,8,130,0,0,0,0,0,0,0,0,15,7,3,0,25,26,6,57,34,15,16,0,61,151,16,230,18,10,8,0,32,27,8,73,6210,6242,2853,298,15598,8686,1248,25531
SED23402,5201,8907,2261,160,16531,3050,430,20010,543,246,221,20,1030,900,39,1969,154,138,129,9,424,131,18,573,700,387,349,26,1458,1029,57,2546,40,7,5,0,54,125,0,180,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,43,7,5,0,57,125,0,186,3,0,0,0,3,3,0,3,11,3,0,0,11,35,0,49,0,0,0,0,0,0,0,4,3,4,3,0,10,0,0,10,17,6,6,0,30,41,0,74,14,18,11,0,37,21,3,61,5966,9323,2636,184,18110,4263,494,22868
SED23502,7440,5214,2067,170,14887,5865,489,21243,90,33,27,6,162,425,22,613,10,9,8,0,27,33,6,62,103,40,40,9,189,459,27,674,64,15,39,0,117,241,8,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,64,15,39,0,117,237,8,365,21,9,4,0,34,81,4,116,38,3,8,0,51,76,5,132,5,8,0,0,13,8,0,15,13,15,4,0,31,26,6,64,76,30,12,0,128,199,13,334,53,44,26,0,124,124,8,251,7736,5347,2186,177,15442,6889,542,22866
SED23602,6422,5492,1879,142,13935,5320,473,19727,89,23,43,5,168,485,20,674,9,4,7,0,26,65,0,89,97,31,51,5,193,553,25,763,96,26,29,11,166,377,20,563,8,5,0,0,15,10,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,103,35,29,11,179,386,28,597,17,3,3,0,24,51,0,79,12,3,0,0,17,32,0,45,4,3,0,0,4,7,0,11,16,7,3,0,34,25,0,61,51,19,6,0,79,111,3,193,26,13,11,0,48,42,4,93,6704,5580,1982,154,14429,6413,531,21368
SED23702,5498,8093,2550,192,16331,3539,418,20293,579,264,423,29,1295,1445,73,2811,65,53,76,8,196,126,4,333,647,309,493,36,1494,1571,79,3141,20,14,33,3,74,49,6,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,20,14,33,3,75,55,7,131,8,0,0,0,11,23,3,40,19,3,4,0,34,145,0,178,0,3,0,0,3,5,0,6,3,3,0,0,4,0,0,7,38,9,6,0,53,171,5,230,7,10,0,0,22,19,0,35,6221,8439,3084,227,17966,5357,509,23837
SED23806,2384,5258,790,111,8541,1382,283,10204,836,883,274,50,2042,1045,216,3303,420,533,155,26,1137,308,105,1546,1259,1419,425,71,3176,1357,316,4846,887,398,166,77,1529,1470,427,3427,960,300,116,100,1467,1445,536,3449,881,211,108,82,1288,1435,261,2980,0,0,0,0,0,0,0,0,2723,913,381,259,4281,4353,1221,9850,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,14,9,0,44,16,19,78,21,16,9,0,42,15,19,78,28,16,4,0,56,35,7,106,6423,7628,1607,448,16103,7140,1844,25086
SED23901,3955,6779,1715,232,12681,3245,492,16426,580,490,299,57,1423,1249,148,2820,461,525,214,30,1226,404,84,1718,1047,1014,509,84,2654,1657,230,4535,445,285,185,43,955,873,122,1950,64,17,13,6,99,87,20,209,95,29,26,7,157,146,12,318,0,0,0,0,0,0,0,4,612,326,226,53,1213,1107,161,2474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,6,0,17,11,0,31,6,8,6,0,20,12,0,34,24,14,3,0,49,40,6,94,5638,8148,2468,366,16614,6062,888,23564
SED24006,3086,7134,1444,199,11859,2115,346,14321,564,516,234,32,1347,829,105,2285,510,747,256,34,1552,392,83,2027,1073,1270,492,68,2900,1221,192,4315,366,185,133,28,710,640,184,1527,220,107,62,22,408,277,116,805,148,40,31,9,227,197,41,465,0,0,0,0,0,0,0,0,732,331,225,55,1345,1114,339,2799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,4,4,3,25,13,3,41,17,9,4,3,29,17,3,47,15,20,6,0,36,23,0,66,4918,8754,2167,322,16168,4489,879,21535
SED24105,3942,8417,2449,310,15124,2451,487,18062,406,415,204,18,1044,695,61,1800,216,386,107,16,723,145,37,910,620,803,317,36,1772,839,103,2712,200,229,104,16,545,358,37,944,10,13,14,0,31,45,4,84,15,12,4,3,32,20,0,53,0,0,0,0,5,0,0,3,225,252,124,14,615,426,44,1076,0,0,0,0,3,60,0,65,0,0,0,0,0,16,0,14,0,0,0,0,0,3,0,3,0,3,0,3,7,3,0,14,3,4,3,3,11,77,4,91,13,14,7,0,29,22,3,53,4800,9485,2893,363,17547,3810,636,21997
SED24207,4220,10940,3248,320,18725,2813,481,22026,187,305,141,6,643,322,35,1000,214,422,186,21,837,182,44,1065,397,727,334,23,1483,503,79,2063,17,25,20,5,62,67,0,131,11,3,8,0,18,4,4,27,25,19,7,4,57,31,7,88,3,0,0,0,4,3,0,8,52,47,31,5,138,104,7,252,9,0,0,0,12,28,0,41,3,0,0,0,4,54,0,59,0,0,0,0,0,0,0,0,4,8,3,0,15,5,0,19,21,8,3,0,30,92,3,122,6,7,10,0,21,3,0,25,4686,11737,3627,357,20404,3513,574,24491
SED24308,5058,6449,3257,253,15010,4968,637,20621,352,223,275,25,871,1123,93,2095,73,42,29,4,154,122,17,296,428,266,304,27,1028,1244,110,2382,90,50,67,6,213,262,18,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,89,50,67,6,217,262,18,499,0,3,4,0,5,8,0,17,0,0,0,0,0,26,0,28,0,0,0,0,0,0,0,0,11,28,6,0,41,23,0,62,12,32,3,0,52,56,0,110,18,14,10,0,40,28,3,71,5599,6820,3642,290,16348,6570,775,23684
SED24408,6583,5438,1877,157,14058,6089,489,20633,140,46,45,3,239,513,3,762,8,0,0,0,8,16,0,28,147,51,48,3,250,533,9,782,74,26,33,6,142,479,27,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,26,39,6,139,479,27,652,3,3,0,0,8,21,0,25,0,0,3,0,3,4,0,8,3,3,0,0,8,7,0,17,35,16,4,0,55,24,3,84,42,23,14,0,75,61,3,138,65,40,8,3,112,77,10,202,6905,5574,1983,172,14636,7239,531,22404
SED24504,5946,7027,1710,118,14799,3895,386,19073,135,68,77,3,285,410,19,723,9,3,3,0,14,11,0,21,139,70,85,3,302,424,23,744,17,13,18,3,52,130,3,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,21,18,21,3,57,135,3,198,8,0,0,0,13,12,0,23,4,3,0,0,10,17,0,29,9,0,0,0,5,7,0,14,19,15,6,0,38,32,7,80,40,16,9,0,64,66,7,141,37,27,3,0,62,58,8,130,6178,7156,1822,126,15282,4579,422,20288
