SED_CODE_2016,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_0_4,P_Hong_Kong_5_14,P_Hong_Kong_15_24,P_Hong_Kong_25_44,P_Hong_Kong_45_54,P_Hong_Kong_55_64,P_Hong_Kong_65_74,P_Hong_Kong_75_84,P_Hong_Kong_85ov,P_Hong_Kong_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_Nthern_Ireland_0_4,P_Nthern_Ireland_5_14,P_Nthern_Ireland_15_24,P_Nthern_Ireland_25_44,P_Nthern_Ireland_45_54,P_Nthern_Ireland_55_64,P_Nthern_Ireland_65_74,P_Nthern_Ireland_75_84,P_Nthern_Ireland_85ov,P_Nthern_Ireland_Tot,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot
SED53502,0,0,0,3,7,3,0,5,0,14,0,3,0,18,3,3,0,0,0,31,22,60,42,384,77,62,63,20,16,733,4,3,10,17,11,3,3,0,0,54,0,0,3,13,0,3,0,0,0,21,0,3,9,10,0,0,0,0,0,20,12,12,4,49,19,33,27,9,6,166,0,4,5,12,30,81,142,131,74,479,0,5,5,22,9,3,0,0,0,41,0,0,0,14,3,4,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,7,10,45,27,37,19,9,3,151,0,0,0,3,0,8,3,7,0,19,0,0,3,14,5,10,3,0,0,40,0,0,0,8,16,9,5,3,0,45,0,0,6,21,3,0,0,0,0,31,0,0,0,14,12,28,49,34,8,155,25,116,205,543,362,275,120,25,3,1674,0,0,0,8,15,3,9,3,0,38,0,4,3,12,7,6,0,0,0,30
SED53602,0,3,0,10,10,20,31,60,26,162,0,4,11,65,19,17,8,0,0,127,32,97,228,957,114,136,129,62,22,1773,4,11,20,74,25,11,6,3,0,150,0,22,47,116,34,27,8,3,3,260,4,57,101,273,128,42,11,0,0,625,0,3,16,138,5,22,28,19,3,235,0,8,7,68,48,81,128,121,29,492,0,0,4,32,9,3,6,0,0,51,0,3,4,59,5,4,0,0,0,79,0,4,13,22,9,18,3,0,0,67,31,69,49,192,94,95,71,18,9,640,0,0,0,0,3,8,12,8,0,30,0,3,11,61,27,31,29,12,8,186,7,72,176,589,188,152,106,53,23,1363,0,0,3,25,0,0,0,0,0,32,0,0,3,9,3,15,26,27,10,102,18,135,132,405,176,152,54,8,6,1088,0,0,0,24,5,10,15,0,0,56,8,26,44,155,21,8,7,3,0,273
SED53701,0,0,0,0,0,3,3,3,0,11,0,0,3,7,0,3,0,0,0,14,0,0,0,18,6,18,12,4,0,64,0,0,0,12,4,9,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,6,6,48,13,15,16,8,0,117,0,0,3,8,10,15,26,12,3,76,0,0,0,8,0,0,0,0,0,15,0,0,5,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,4,23,9,7,3,3,0,54,0,0,0,0,0,4,11,4,0,14,0,0,0,3,4,3,0,0,0,15,0,0,0,3,0,6,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,15,15,28,73,27,10,168,5,19,54,282,239,230,148,23,0,998,0,0,0,3,5,12,9,3,3,39,0,0,0,3,0,0,0,0,0,0
SED53802,0,16,3,18,14,28,78,80,26,256,0,6,27,124,25,29,13,0,0,232,28,66,175,807,140,131,142,65,26,1580,3,3,11,88,23,13,11,0,3,158,5,17,33,115,41,24,8,0,0,241,3,18,35,80,42,10,5,0,0,195,0,15,28,348,14,24,35,11,3,482,3,4,27,100,67,181,355,296,105,1132,3,3,9,58,14,0,10,3,0,98,0,12,14,97,10,11,3,3,0,148,0,3,5,15,8,6,10,4,0,46,4,28,46,305,70,112,80,38,7,700,0,0,0,4,0,4,7,9,0,22,0,3,14,79,23,11,14,12,3,169,0,6,14,52,63,71,28,25,10,266,0,4,3,41,3,0,0,0,0,55,0,0,0,11,6,14,41,27,15,117,11,99,113,372,152,141,85,15,3,992,0,0,9,24,8,13,12,11,3,79,9,19,41,149,6,7,5,0,0,242
SED53902,0,0,0,11,14,31,44,65,19,185,0,6,19,88,16,19,4,4,0,156,24,59,114,559,86,69,62,43,29,1035,0,14,6,62,16,8,4,0,4,110,0,14,16,119,19,8,5,0,0,185,0,3,7,20,16,4,3,3,0,65,7,10,22,375,43,30,41,15,5,546,0,23,15,97,51,101,219,241,140,885,0,5,4,59,13,5,3,0,0,98,0,3,15,108,15,5,3,0,0,153,0,0,0,9,0,3,0,0,0,10,4,10,49,193,57,88,57,39,8,510,0,0,0,3,0,0,7,3,0,19,0,5,11,42,17,13,8,9,0,105,0,3,12,45,37,48,26,15,9,195,3,5,10,52,0,0,0,0,0,76,0,3,3,16,14,21,36,25,14,134,7,34,78,277,115,144,57,25,5,753,0,0,0,25,12,5,12,10,7,65,4,11,28,104,9,4,3,6,0,165
SED54006,0,0,0,0,0,0,0,0,0,3,0,0,6,4,3,3,0,0,0,20,6,4,3,44,14,18,12,6,0,102,3,0,7,19,4,3,3,0,0,43,0,0,0,3,0,0,0,0,0,6,0,0,0,3,3,0,0,0,0,10,0,9,8,34,23,25,24,17,0,125,0,0,3,5,12,31,86,93,37,262,0,6,0,7,3,0,0,0,0,13,0,5,11,16,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,8,5,11,12,19,10,3,0,58,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,5,0,0,5,0,0,3,3,0,3,3,0,3,19,0,0,0,0,0,0,0,0,0,0,0,3,0,11,22,30,78,13,14,177,12,139,112,439,268,197,119,41,3,1334,0,0,3,10,12,5,9,6,0,53,0,3,0,3,0,0,0,0,0,3
SED54104,0,3,0,7,3,10,9,5,8,38,11,27,60,80,32,21,31,9,3,277,19,47,79,272,82,63,47,30,11,642,7,32,48,125,25,27,17,13,0,291,0,10,10,80,18,9,13,3,4,150,6,10,0,25,6,0,0,0,0,58,4,18,21,165,38,58,34,22,4,360,4,12,13,57,26,18,44,33,21,224,13,31,22,117,33,15,4,5,0,248,5,16,24,77,16,3,0,0,0,150,3,0,0,11,0,0,0,0,0,13,12,35,185,329,128,133,152,72,22,1062,0,0,0,0,0,3,3,0,0,12,0,0,6,22,5,8,6,0,3,54,0,0,3,8,20,10,9,4,3,58,0,3,11,29,3,0,0,0,0,50,7,20,21,42,22,22,31,17,13,196,4,31,51,186,121,119,82,25,3,636,0,3,3,19,13,6,8,0,0,53,0,10,17,47,4,3,0,0,0,92
SED54203,0,0,0,0,4,3,0,3,0,9,0,0,3,13,0,0,0,0,0,13,5,3,4,116,33,5,4,0,0,163,4,3,0,24,12,0,3,0,0,52,0,0,0,18,0,0,0,0,0,16,0,0,0,0,3,0,0,0,0,3,0,3,7,167,11,11,7,0,0,209,0,0,4,25,10,11,14,6,3,70,0,0,0,23,0,0,0,0,0,27,0,0,4,28,15,6,0,0,0,45,0,0,0,3,0,0,0,0,0,9,0,0,5,41,9,8,3,0,0,74,0,0,0,0,0,3,0,0,0,3,0,0,0,3,7,0,0,0,0,8,0,0,0,3,7,0,0,0,0,9,0,0,0,9,0,0,0,0,0,9,0,0,3,19,13,12,14,4,0,65,7,35,86,660,325,253,40,7,3,1414,0,0,0,13,8,3,9,0,0,32,0,0,0,4,3,0,0,0,0,14
SED54304,0,0,0,4,3,3,3,5,0,20,0,5,9,12,14,6,0,0,0,48,4,5,11,90,61,42,39,20,8,278,3,4,15,24,12,10,9,0,0,82,0,0,5,29,16,14,14,4,3,79,0,0,3,0,3,0,0,0,0,10,8,65,66,207,123,103,34,33,0,644,0,0,7,19,20,25,49,16,12,149,0,4,0,9,11,5,5,0,0,32,0,6,0,14,0,3,0,5,0,29,0,0,0,0,3,0,0,0,0,11,3,9,22,47,46,63,35,8,0,235,0,0,0,5,0,9,9,3,0,25,3,0,0,14,5,19,11,4,0,54,0,0,0,8,19,17,14,3,0,55,0,0,0,8,0,0,0,0,0,11,0,3,4,13,17,24,33,17,3,116,3,89,112,368,255,202,62,24,4,1125,3,5,7,45,37,21,24,15,3,149,3,3,3,14,3,0,0,0,0,27
SED54404,0,3,0,13,12,15,43,84,50,227,0,14,102,222,23,31,9,4,0,404,58,54,61,696,65,39,54,26,8,1062,3,15,78,210,25,17,18,3,3,372,4,12,19,251,34,16,12,3,3,348,0,0,4,25,15,6,0,0,0,48,4,9,38,657,45,41,34,10,7,840,0,4,56,306,56,76,208,312,190,1208,17,13,40,346,48,23,9,0,0,496,9,20,140,612,34,18,7,0,0,838,0,0,0,8,8,0,0,0,0,21,11,15,143,490,110,98,73,25,8,973,0,0,0,0,0,3,3,5,0,10,0,3,12,74,15,14,6,13,4,143,0,4,7,34,24,38,22,22,5,154,3,5,69,131,0,3,0,0,0,210,0,0,7,47,9,23,35,9,10,135,0,21,97,569,243,169,81,25,3,1210,0,0,7,56,23,5,10,10,0,103,9,8,20,81,9,4,6,0,0,146
SED54503,0,0,0,3,3,5,3,0,0,14,0,0,0,12,7,3,0,0,0,29,13,33,29,288,65,17,10,0,0,444,8,24,15,80,29,11,0,0,0,163,0,0,0,10,6,0,0,0,0,15,0,0,0,3,3,0,0,0,0,7,0,5,13,165,18,18,4,3,0,234,0,0,0,11,0,8,7,0,0,26,0,3,3,23,3,0,0,0,0,35,0,0,6,43,4,0,0,0,0,55,0,0,0,6,4,0,0,0,0,11,0,5,11,68,22,11,3,3,0,118,0,0,0,3,0,3,0,0,0,5,0,0,0,17,0,3,0,0,0,23,0,3,0,12,5,3,0,0,0,28,0,0,0,26,0,0,3,0,0,30,0,0,0,14,9,3,3,3,0,38,29,184,227,1214,509,442,56,9,0,2668,0,0,4,14,5,4,0,0,0,36,3,8,0,32,4,0,0,0,0,45
SED54605,0,0,0,3,0,3,3,4,0,18,4,14,29,102,32,50,19,10,0,270,21,281,323,748,453,155,113,57,27,2173,4,55,100,148,85,38,31,17,0,479,0,15,13,72,22,16,10,3,0,157,3,17,5,28,16,3,0,0,0,80,3,42,10,69,22,26,18,12,5,220,0,3,7,10,6,31,48,24,12,141,0,15,10,47,15,3,3,0,0,91,14,56,89,201,100,22,10,3,0,501,0,4,0,3,10,7,3,3,0,26,17,265,453,709,505,457,319,107,26,2857,0,0,0,0,0,7,7,3,0,18,3,13,13,25,17,9,7,3,3,86,0,3,6,23,33,29,17,17,5,137,0,0,3,10,3,0,0,0,0,17,0,0,10,11,10,19,55,25,13,145,3,103,84,163,153,114,73,23,7,720,0,4,0,11,13,20,11,5,4,70,6,39,30,73,22,16,3,0,0,186
SED54705,0,0,0,0,0,3,0,0,0,12,0,0,3,3,3,0,0,0,0,11,0,10,13,80,22,14,30,27,8,195,0,5,8,27,3,5,3,3,3,64,0,5,3,10,4,0,0,0,0,23,0,0,0,3,0,0,0,0,0,0,0,13,6,50,26,28,41,37,7,208,0,0,3,18,9,25,36,27,6,126,0,3,3,17,5,6,0,0,0,35,0,0,0,4,6,0,0,0,0,16,0,0,0,3,0,3,0,0,0,8,0,7,3,35,19,15,13,8,4,98,0,0,0,0,3,7,9,4,0,18,0,3,0,4,6,12,7,3,3,43,0,0,3,17,11,5,0,3,0,42,0,0,3,9,0,0,0,0,0,9,0,0,0,11,10,41,67,39,21,186,24,149,197,512,315,301,120,61,11,1686,0,12,9,17,16,10,37,21,7,122,0,3,0,14,0,3,0,0,0,21
SED54804,0,0,0,0,8,6,9,20,13,55,0,4,9,39,18,10,0,0,0,74,3,21,38,164,38,27,25,22,15,363,0,7,21,48,17,3,8,0,3,105,0,12,0,69,20,12,9,3,0,122,0,5,0,8,3,3,0,0,0,25,5,18,33,540,59,34,36,15,9,741,0,11,16,123,31,42,74,79,46,427,0,19,12,91,34,4,0,0,0,162,0,3,4,46,5,0,0,0,0,59,0,0,0,0,0,3,3,0,0,5,0,12,20,102,50,42,24,8,3,260,0,0,0,0,0,0,3,0,0,5,0,0,0,8,10,4,5,0,0,35,0,0,0,4,3,5,11,3,4,37,0,0,7,9,0,0,0,0,0,23,0,0,5,39,10,12,33,20,4,123,11,36,122,811,160,185,78,23,8,1426,0,6,0,34,12,8,4,9,3,81,0,0,3,13,3,0,0,0,0,22
SED54905,0,4,0,15,0,6,16,14,4,62,0,3,44,70,27,45,14,6,3,208,20,41,74,418,93,65,65,27,16,808,7,38,118,206,75,57,29,15,3,546,5,23,20,224,51,27,11,4,3,370,8,17,9,41,13,12,7,0,0,105,4,5,6,226,29,44,26,13,8,376,3,4,6,59,21,48,74,32,22,278,9,20,12,77,30,15,5,8,0,175,3,18,51,124,35,16,3,7,0,259,0,3,3,3,5,3,8,4,0,30,3,13,202,420,134,162,103,56,8,1101,0,0,0,0,4,3,4,0,0,13,0,4,24,55,5,14,9,7,0,111,0,3,14,27,11,29,15,13,6,115,0,0,6,28,0,0,0,0,0,39,0,0,0,21,11,17,36,17,6,117,14,23,60,255,140,144,85,19,3,748,0,0,7,17,17,17,9,9,3,72,5,3,15,47,4,3,0,0,0,82
SED55005,0,0,0,0,0,0,3,0,0,3,3,5,38,119,26,25,14,4,0,236,40,289,303,1514,416,195,135,57,7,2954,6,47,81,334,90,56,40,8,3,668,0,15,24,81,24,13,3,0,0,166,0,5,26,93,39,12,4,0,0,185,0,20,16,78,29,29,26,16,0,209,0,3,3,24,32,30,54,27,11,174,0,3,8,22,15,9,3,3,0,63,14,34,28,173,25,7,5,0,0,285,0,0,5,21,17,14,3,0,0,68,13,154,426,1027,467,383,175,45,9,2702,0,0,0,0,5,10,0,0,0,15,0,12,14,76,25,22,14,4,0,171,0,3,13,79,51,68,25,9,7,262,0,3,3,38,0,3,0,0,0,49,0,0,0,17,5,18,55,23,3,126,20,214,211,531,303,175,63,11,3,1538,0,0,3,14,18,16,18,7,0,79,9,47,38,176,48,20,4,0,0,334
SED55102,0,0,0,3,0,5,6,0,0,17,0,0,12,13,4,10,0,0,0,40,8,28,32,318,50,46,46,21,4,552,0,3,11,33,7,5,6,3,0,68,0,0,0,9,8,0,3,0,0,22,0,0,5,10,4,0,0,0,0,18,0,3,10,86,34,27,23,13,0,205,0,0,0,12,12,47,76,34,23,208,0,3,6,17,13,0,0,4,0,43,0,0,5,20,0,0,0,0,0,25,0,0,0,4,3,0,0,3,0,14,0,11,11,67,47,20,17,5,0,172,0,0,0,0,3,7,3,5,0,23,0,3,4,37,8,13,9,0,3,77,0,0,5,11,10,12,9,4,0,48,0,0,0,3,3,0,0,0,0,3,0,3,4,22,30,31,99,25,9,223,14,122,140,588,341,308,113,27,3,1659,0,0,0,10,12,12,11,12,0,66,0,0,0,11,3,0,4,0,0,15
SED55206,0,0,0,0,0,0,0,0,0,3,0,0,0,11,5,0,0,3,0,20,3,0,3,63,7,13,15,15,0,127,5,8,11,41,4,3,0,0,0,77,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,5,50,18,17,29,10,4,149,0,9,4,30,7,7,20,11,11,95,3,0,0,20,7,0,0,0,0,34,3,0,7,16,3,3,0,0,0,34,0,0,0,0,0,0,0,0,0,4,0,3,0,12,10,5,3,4,0,37,0,0,0,0,4,0,5,0,0,13,0,0,0,0,3,0,0,0,0,11,0,0,0,5,3,0,0,0,0,10,0,0,0,7,0,0,0,0,0,7,0,7,7,19,12,34,56,21,6,164,9,62,62,328,204,192,92,36,10,990,0,0,3,9,18,11,20,7,6,71,0,0,3,6,0,0,0,0,0,12
SED55305,0,0,0,6,8,3,7,11,4,31,3,0,130,153,19,14,7,5,3,338,51,103,308,1071,106,86,67,54,31,1868,10,53,182,346,60,34,18,6,5,710,0,11,14,198,15,14,11,6,0,270,9,4,16,54,29,11,0,3,0,121,4,4,15,413,37,38,25,16,12,561,3,3,5,109,28,54,112,171,85,581,3,0,12,105,23,3,5,7,0,161,3,14,84,421,44,20,3,3,0,595,0,0,3,12,7,3,5,0,0,29,3,20,477,594,113,100,72,38,10,1423,0,0,0,4,0,0,10,0,0,19,3,4,51,115,17,12,6,3,5,211,0,0,30,74,40,49,27,25,16,258,0,4,106,221,11,0,0,0,0,344,0,0,4,22,5,18,52,21,20,152,9,42,124,461,227,197,69,24,3,1159,0,0,3,24,11,13,9,6,0,63,15,34,70,184,11,13,8,0,0,335
SED55401,0,0,0,0,0,3,5,0,0,6,0,0,0,0,0,0,0,0,0,5,4,10,3,54,12,14,14,5,0,113,0,6,3,21,10,5,0,0,0,58,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,36,8,3,13,8,0,72,0,0,0,9,7,15,24,20,4,71,0,0,0,0,3,0,0,0,0,7,3,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,17,12,9,5,0,0,47,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,25,73,31,16,7,3,0,160,0,0,0,5,0,0,0,0,0,5,0,0,0,8,7,19,53,21,4,117,15,40,83,295,197,201,78,25,4,940,0,0,0,3,4,4,3,3,0,20,0,8,4,15,0,0,0,0,0,28
SED55504,0,0,0,5,3,5,5,8,0,31,0,0,7,37,10,4,0,0,0,67,8,67,54,483,91,58,48,16,8,836,3,4,12,36,19,5,4,3,0,92,0,3,3,40,20,17,0,7,0,90,0,0,0,10,4,3,0,0,0,23,4,97,48,201,76,44,46,20,0,546,0,4,0,20,18,37,67,39,13,209,0,0,7,14,3,0,3,0,0,29,0,5,3,29,3,0,0,0,0,41,0,0,0,3,0,4,0,0,0,9,0,11,35,97,39,32,15,8,0,239,0,0,0,0,0,9,10,5,0,20,5,5,15,42,15,19,3,0,0,105,0,0,3,7,14,7,7,5,7,49,0,0,3,8,0,0,0,0,0,9,0,3,0,21,20,20,55,28,18,165,24,147,185,614,327,229,108,35,12,1681,0,11,18,43,32,20,16,9,0,148,0,3,5,18,5,3,3,0,0,46
SED55605,0,3,0,4,0,0,0,0,0,9,0,0,3,16,3,6,0,0,0,32,8,12,23,143,44,25,24,9,7,293,3,17,14,67,20,8,3,0,0,134,0,0,0,11,4,0,0,0,0,22,0,0,3,3,0,0,0,0,0,6,8,69,22,148,41,25,16,14,7,342,0,8,0,7,11,14,20,16,9,88,0,3,3,21,5,3,5,0,0,42,0,3,3,23,0,0,0,0,0,25,0,0,3,0,5,0,0,0,0,3,0,9,5,30,23,13,8,3,0,93,0,0,0,0,0,0,9,0,0,9,0,9,3,17,5,3,3,3,0,41,0,0,0,10,7,4,3,4,0,32,0,0,0,8,0,0,0,0,0,8,0,6,4,41,30,33,64,23,4,200,62,498,447,1343,563,308,111,26,3,3366,0,8,11,27,28,15,23,6,3,127,0,5,0,7,3,0,8,0,0,26
SED55706,0,0,0,0,0,4,7,11,0,25,0,0,0,17,8,7,0,0,0,33,0,3,3,35,7,10,14,16,3,93,0,0,3,14,3,3,7,3,4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,5,3,38,17,16,29,10,3,123,0,0,13,53,5,24,54,49,27,231,0,4,6,27,4,0,0,0,0,39,0,0,5,40,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,5,0,0,3,13,13,24,5,6,0,62,0,0,0,0,3,3,3,0,0,8,0,3,0,4,3,0,0,0,0,12,0,0,0,0,4,7,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,32,23,35,63,29,11,196,5,34,44,291,255,208,105,28,8,972,0,3,0,10,4,13,11,6,3,45,0,0,0,3,0,0,0,0,0,5
SED55802,0,0,0,7,4,3,3,4,0,25,0,6,8,62,18,19,3,0,0,120,34,145,198,1537,244,174,103,46,12,2508,9,19,22,98,16,18,0,3,0,191,0,10,30,75,18,13,7,3,0,158,0,26,43,178,65,32,10,3,0,358,4,21,15,145,36,20,17,7,0,262,0,4,6,24,34,58,53,39,11,236,0,6,0,29,8,4,0,4,0,52,0,3,8,37,3,0,0,0,0,55,0,0,8,18,7,3,0,0,0,37,6,36,38,174,101,99,60,13,4,543,0,0,3,4,3,15,8,4,3,40,0,32,45,138,60,40,18,5,3,337,3,8,50,190,85,68,40,15,7,480,0,8,11,50,3,0,0,0,0,69,0,3,0,21,13,15,31,28,4,130,26,269,340,926,452,254,85,18,0,2367,0,3,0,22,11,11,18,6,0,65,4,13,24,51,17,10,0,0,0,126
SED55905,0,4,0,5,4,3,5,8,4,33,0,3,11,31,14,19,7,3,0,83,4,14,31,156,34,35,48,30,13,366,0,14,18,69,16,23,14,13,3,166,0,5,16,45,19,7,4,3,0,93,5,6,0,21,0,0,0,0,0,35,3,10,5,100,35,17,22,17,6,222,3,10,14,78,50,120,232,217,94,822,0,4,8,35,15,6,6,0,0,81,0,3,11,37,16,13,3,0,0,75,0,0,0,5,0,4,7,0,0,19,0,11,28,93,50,55,33,14,0,288,0,0,0,0,0,3,7,0,0,14,0,0,4,14,4,4,0,0,0,29,0,0,0,8,8,9,14,5,3,43,3,0,0,22,0,0,0,0,0,23,0,6,5,19,12,20,38,27,16,142,3,45,76,380,196,148,48,20,12,928,0,0,0,16,12,9,16,6,3,70,0,0,3,18,0,3,0,0,0,25
SED59494,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,14,0,0,0,23,3,0,3,0,0,31,3,0,0,5,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,30,7,4,0,0,4,49,0,0,6,23,0,0,7,0,0,33,0,0,5,10,0,0,0,0,0,18,0,0,0,13,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,12,19,9,0,0,0,0,33,0,0,0,0,0,0,3,0,0,4,0,0,3,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,13,0,0,34,0,3,23,90,50,72,31,6,0,267,0,0,0,3,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,6
SED59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,7,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED60101,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,7,6,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,30,16,0,60,0,8,6,20,15,28,22,5,0,109,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3
