SED_CODE_2016,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_spoken_home_Eng_only_M,Lang_spoken_home_Eng_only_F,Lang_spoken_home_Eng_only_P,Lang_spoken_home_Oth_Lang_M,Lang_spoken_home_Oth_Lang_F,Lang_spoken_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
SED54605,18509,19192,37699,872,860,1735,2799,2668,5467,1649,1446,3094,1311,1116,2425,1863,1832,3699,2413,2781,5196,2614,2780,5392,2253,2512,4759,1742,1775,3519,733,949,1683,264,467,730,17734,18599,36334,771,592,1367,87,96,191,0,0,0,0,4,4,90,108,198,8929,9101,18039,8992,9446,18436,11472,11569,23039,6487,7057,13541,14166,14563,28728,193,209,404,2694,2543,5240,1446,1309,2752,672,607,1279,609,830,1434,9614,10017,19624,1193,1211,2408,2354,2480,4841,619,643,1256,363,460,828,75,109,181,17688,18399,36093,369,526,895
SED54705,18830,18768,37594,1014,978,1991,2106,1841,3945,1066,977,2050,1330,1114,2445,2357,2091,4451,2154,2193,4352,2504,2546,5054,2527,2660,5186,2106,2191,4293,1236,1498,2737,420,672,1094,17258,17825,35084,1573,940,2510,338,393,734,11,13,22,10,6,13,358,406,768,11256,11055,22306,5791,6238,12026,15881,15928,31803,1339,1537,2874,15043,15169,30211,203,178,385,1944,1685,3633,668,659,1327,195,261,449,290,652,940,5859,6465,12323,1926,1911,3834,4474,4280,8754,1006,910,1916,582,621,1201,31,50,81,16219,16955,33176,2524,1576,4096
SED54804,19439,21022,40461,1284,1152,2439,2006,1955,3967,855,996,1851,1143,1229,2371,4349,4557,8905,3108,3087,6200,2512,2550,5063,1929,2105,4031,1229,1553,2783,692,1118,1810,326,714,1043,18064,20071,38134,1376,953,2327,163,189,353,5,0,9,0,0,0,168,193,363,11965,13004,24967,6015,6493,12505,15492,16544,32037,2514,2993,5502,15123,16606,31729,253,253,508,1875,1816,3692,689,833,1514,440,502,939,762,1082,1843,10373,11481,21849,1361,1281,2637,2141,2375,4517,480,636,1120,308,435,746,37,51,95,17349,18861,36209,1461,1853,3314
SED54905,19037,19908,38948,959,848,1809,1995,1778,3768,1351,1145,2501,1699,1688,3389,3302,3187,6491,2477,2504,4984,2291,2561,4854,2195,2627,4824,1685,1787,3475,724,1036,1761,342,746,1092,17970,19006,36973,1066,908,1977,262,217,474,3,3,6,10,3,10,271,224,498,10858,11269,22128,6843,7250,14097,13613,14036,27648,4135,4536,8670,14536,15289,29823,214,172,392,1841,1651,3499,1151,964,2113,971,964,1931,994,1139,2134,11114,11476,22587,1055,1083,2135,1812,2212,4024,486,507,992,235,350,590,45,86,125,16723,17713,34437,2024,1998,4020
SED55005,26415,25687,52100,1860,1861,3721,4142,3739,7889,2073,1915,3988,1977,1718,3701,3969,3822,7792,4191,4225,8412,3704,3754,7456,2458,2533,4993,1428,1402,2836,486,530,1015,118,177,294,25262,24995,50257,1150,691,1841,499,197,692,9,0,6,11,3,16,515,204,715,13315,12482,25794,12073,12269,24340,15878,15656,31528,8617,9152,17771,19256,19259,38515,427,432,856,3873,3521,7394,1617,1602,3225,770,780,1552,678,1098,1782,11540,12240,23778,1896,1869,3758,3632,3625,7259,860,757,1619,449,526,977,126,178,300,24094,24752,48844,1731,673,2405
SED55102,25047,23275,48323,1503,1394,2896,3544,3274,6821,1724,1559,3281,1625,1306,2926,3254,2748,6004,3477,3415,6887,3809,3800,7606,2996,2900,5894,2098,1921,4024,818,711,1533,196,258,453,23522,22351,45874,1525,924,2448,852,329,1180,19,9,28,31,11,42,904,345,1249,16922,15322,32245,6524,6465,12989,19833,19832,39660,1886,2114,3999,19511,19629,39142,313,289,602,3251,3045,6293,1203,1166,2371,306,364,670,336,825,1159,8216,9782,17999,2145,2081,4231,4823,4233,9057,951,736,1691,458,390,852,46,44,96,21005,21700,42710,3152,1276,4423
SED55206,19445,20274,39713,1305,1203,2501,2947,2809,5752,1167,1087,2249,748,768,1514,1951,2134,4089,2627,2903,5528,2636,2722,5359,2432,2689,5119,2238,2247,4485,1047,1181,2231,352,530,882,17360,18765,36126,2082,1502,3588,305,320,625,8,8,19,3,0,3,316,335,648,14420,14981,29403,3435,3775,7206,17162,17854,35019,812,1023,1838,16693,17425,34109,251,245,498,2682,2539,5218,809,764,1579,78,143,224,244,680,924,6276,7561,13841,1792,1921,3719,4140,3984,8126,876,773,1648,507,454,961,62,27,92,16702,17942,34647,1902,2118,4018
SED55305,24241,23593,47835,1349,1360,2703,1850,1827,3678,1202,1163,2365,2919,2458,5369,5939,5481,11425,3599,3272,6875,2667,2539,5207,2174,2125,4302,1412,1425,2835,740,1018,1763,395,919,1313,22880,22636,45518,1360,954,2316,328,373,697,9,3,9,3,3,12,338,384,717,11539,11590,23124,10528,9984,20512,14632,14222,28853,7468,7312,14778,15682,15706,31385,221,236,458,1650,1655,3301,931,937,1868,1660,1369,3027,1740,1765,3503,13618,13005,26620,1395,1203,2598,2443,2350,4790,542,588,1133,499,657,1162,171,170,335,21096,20660,41755,2846,2788,5643
SED55401,17094,16172,33266,1147,1047,2191,2254,2183,4434,825,726,1558,780,640,1419,1829,1833,3655,1991,1976,3966,2506,2365,4867,2657,2444,5101,1948,1660,3610,914,931,1841,255,370,626,15657,15004,30668,1436,1169,2601,774,795,1569,16,16,30,19,11,31,810,822,1630,12701,11846,24545,2386,2513,4900,14236,13576,27811,990,946,1944,14063,13445,27503,206,169,380,1919,1884,3805,431,444,875,57,83,139,124,394,521,4867,5260,10125,1322,1447,2767,3758,3214,6976,956,706,1659,740,545,1284,140,96,238,14443,13940,28384,2723,1865,4591
SED55504,22712,23470,46181,1828,1754,3585,3407,3382,6790,1516,1487,2999,1486,1413,2898,3364,3546,6911,3465,3552,7016,3043,3156,6201,2200,2344,4539,1541,1632,3176,656,856,1510,202,342,539,21483,22687,44177,1223,783,2009,217,189,409,14,6,19,6,4,7,235,199,432,12564,12761,25327,8995,9654,18642,18577,19097,37679,3110,3460,6578,18325,19029,37356,366,349,718,3217,3198,6415,1094,1141,2242,376,456,828,484,911,1393,8840,10179,19022,2087,2096,4184,4131,3775,7903,845,705,1551,392,472,867,81,88,162,21147,22242,43387,741,836,1581
SED55605,30376,30993,61370,2574,2539,5112,5271,5197,10465,2326,2223,4545,2105,2052,4164,4423,4808,9222,4469,4776,9244,4424,4446,8866,2420,2454,4871,1510,1561,3071,687,725,1410,176,218,399,27853,29794,57646,2523,1202,3722,603,592,1198,9,13,26,10,4,20,631,607,1235,18634,19085,37722,9454,9890,19345,26438,26890,53323,1808,2254,4066,23751,24433,48177,530,478,1006,4859,4756,9613,1599,1622,3213,365,518,881,488,1221,1711,9855,11403,21264,3148,3091,6236,5894,5554,11450,1125,955,2080,440,437,879,35,50,86,26997,28793,55784,1527,1673,3197
SED55706,19828,19991,39813,1140,1066,2213,2683,2557,5234,1205,1017,2221,681,633,1315,1730,1968,3703,2371,2536,4911,2847,2985,5832,3135,3209,6335,2599,2424,5022,1131,1129,2265,296,473,764,17973,18523,36494,1855,1473,3319,363,344,708,13,16,24,0,11,13,380,369,744,14129,13959,28081,3719,4066,7781,17204,17227,34428,960,1098,2053,16893,16948,33843,218,210,427,2341,2267,4605,765,676,1438,78,95,176,211,559,777,6301,7515,13815,1660,1798,3457,4565,3987,8549,1022,762,1783,602,474,1072,65,52,119,17086,17541,34626,2330,2292,4621
SED55802,28730,29654,58382,2533,2467,4997,4557,4314,8871,2090,1929,4018,2068,2208,4277,5066,5439,10501,4281,4541,8821,3728,3888,7616,2386,2514,4903,1273,1420,2686,582,679,1260,174,248,424,27296,28791,56084,1430,862,2297,645,781,1431,15,11,23,9,31,40,667,823,1492,16650,17174,33826,10315,10764,21082,19429,19634,39057,7601,7967,15570,23032,23285,46310,462,467,934,4162,3906,8066,1512,1510,3016,551,692,1246,739,1238,1976,10845,12072,22922,2563,2417,4982,4789,4452,9246,981,955,1936,621,699,1317,222,281,498,26632,27592,54225,1328,1811,3138
SED55905,17795,18929,36718,1106,1135,2246,2111,1980,4091,1025,988,2015,1049,1124,2173,2648,2639,5286,2614,2557,5173,2425,2526,4952,2044,2256,4305,1468,1759,3227,959,1262,2225,338,701,1036,16804,18197,35000,991,729,1720,354,372,733,11,10,15,3,12,18,374,389,763,11134,11888,23024,5390,5761,11154,13389,14144,27538,3214,3551,6766,14563,15704,30269,225,225,451,1929,1835,3768,748,759,1505,374,455,830,550,824,1376,7496,8322,15820,1286,1271,2557,2953,3050,5998,740,792,1528,724,847,1570,100,120,223,16220,17411,33638,1088,1260,2343
SED59494,3532,2415,5950,81,79,161,120,120,237,84,65,151,254,242,503,773,534,1306,606,305,910,638,325,957,540,442,977,375,254,633,58,37,98,12,11,23,0,0,0,3532,2415,5950,324,237,563,6,6,11,7,3,12,341,247,587,2138,1378,3512,851,634,1484,2258,1559,3819,305,281,585,2133,1447,3584,9,9,17,93,88,186,26,23,53,28,37,67,71,72,145,1035,875,1909,312,183,488,715,434,1144,179,85,262,100,46,142,25,12,33,0,0,0,0,0,0
SED59797,408,26,434,0,0,0,0,0,0,0,0,0,17,3,20,124,6,127,120,3,127,94,8,105,43,7,43,8,0,8,3,0,3,3,0,3,397,27,418,8,5,15,3,0,3,0,0,0,0,0,0,10,0,10,177,16,193,164,9,168,288,14,309,51,3,53,250,20,272,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,199,14,215,45,0,44,84,5,84,13,0,13,8,0,8,0,0,0,0,0,0,3004,668,3668
SED60101,5185,4970,10155,266,228,489,647,611,1254,287,232,514,257,203,461,459,475,933,527,555,1086,695,728,1425,917,848,1764,723,657,1381,316,326,638,83,124,208,4784,4611,9400,401,358,759,194,176,374,14,13,21,3,8,9,209,195,405,4266,4093,8360,431,434,866,4689,4518,9208,101,105,207,4662,4484,9141,45,23,75,566,539,1104,191,173,360,32,34,66,52,147,200,955,1314,2266,290,382,672,1758,1423,3187,508,402,914,293,200,491,21,5,24,4610,4427,9035,387,355,741
SED60106,15595,17269,32871,915,906,1820,1957,1878,3836,1031,970,1995,1041,1000,2038,1905,2006,3911,1910,2100,4012,2114,2320,4435,1873,2167,4046,1590,1865,3447,899,1243,2149,364,820,1183,14556,16210,30761,1042,1065,2106,357,353,715,17,15,38,3,9,10,380,384,765,12810,14094,26902,1732,1902,3639,13818,15245,29060,786,891,1681,13877,15325,29200,171,143,309,1829,1753,3585,770,696,1470,267,301,574,428,674,1103,5017,5894,10916,1087,1229,2312,3945,4138,8084,939,1042,1986,580,792,1374,72,92,156,13976,15311,29289,1705,1876,3580
SED60112,11573,12267,23838,753,661,1415,1536,1477,3014,826,797,1623,779,727,1505,1389,1400,2786,1362,1575,2936,1539,1733,3266,1524,1673,3192,1146,1249,2397,522,690,1214,196,288,485,10808,11550,22363,766,711,1480,265,284,549,8,8,19,6,10,12,282,303,587,9449,10035,19485,1417,1524,2940,10393,11011,21401,545,605,1149,10451,11109,21561,135,108,242,1437,1400,2829,603,611,1218,224,244,469,342,595,939,3882,4526,8406,843,989,1831,2870,2845,5716,645,647,1288,345,340,687,29,36,68,10620,11287,21910,562,647,1210
SED60115,16929,17594,34525,1014,1035,2046,2115,2083,4195,1266,1167,2436,1584,1418,3004,2055,2126,4180,1849,2025,3870,2242,2295,4535,2035,2230,4260,1721,1810,3526,807,976,1785,248,434,682,15918,16742,32659,1010,857,1863,742,805,1543,36,33,64,29,40,64,802,872,1676,13095,13788,26883,2353,2257,4612,14151,14901,29044,1463,1350,2812,14364,15112,29473,151,150,306,1860,1839,3700,843,814,1658,603,546,1148,569,746,1315,4359,4960,9317,1134,1253,2387,4595,4496,9088,1255,1233,2492,859,864,1717,148,177,324,15023,15742,30768,1726,1663,3393
SED60207,15484,16952,32439,882,950,1834,2030,1987,4021,1009,985,1997,820,834,1648,1662,1774,3441,1757,1955,3713,2054,2300,4357,2161,2321,4481,1857,2140,4002,958,1148,2107,300,558,855,14353,15893,30245,1134,1059,2194,861,938,1802,51,57,105,40,33,73,948,1029,1977,13176,14322,27499,1270,1467,2735,14183,15470,29656,402,528,932,14148,15491,29642,149,136,281,1868,1820,3690,694,693,1388,115,160,273,258,520,781,3337,4129,7460,1101,1324,2424,4926,5068,9991,1315,1447,2763,752,751,1505,36,42,75,14089,15461,29549,938,1015,1958
SED60208,15275,16288,31561,866,882,1749,1912,1826,3742,1011,1002,2017,915,908,1822,1589,1727,3315,1667,1804,3469,2076,2294,4377,2216,2397,4608,1805,1914,3718,940,1098,2042,277,435,711,14183,15322,29511,1087,963,2051,999,1055,2051,52,46,98,30,45,72,1079,1142,2226,12903,13736,26643,1243,1375,2617,14062,14987,29049,281,357,634,13929,14885,28821,129,125,258,1716,1659,3374,636,699,1337,119,184,302,242,502,748,3092,3951,7045,1153,1391,2546,4856,4747,9601,1389,1412,2800,856,796,1658,38,38,69,13895,14975,28874,934,904,1830
SED60209,16374,16460,32837,979,892,1870,2183,2006,4186,1044,938,1986,898,811,1711,1609,1714,3323,1738,1875,3618,2362,2434,4791,2425,2412,4836,1886,1821,3705,969,1112,2084,276,447,726,15176,15397,30569,1198,1063,2267,1382,1432,2815,55,48,103,52,66,121,1494,1545,3039,13571,13628,27195,1446,1510,2952,14889,14958,29848,371,415,788,14708,14798,29503,160,127,287,1957,1802,3757,673,651,1327,100,151,254,228,463,693,3091,3970,7062,1199,1384,2582,5108,4785,9889,1508,1309,2813,900,743,1644,65,34,101,14648,14761,29408,1691,1400,3084
SED60214,112,102,215,11,4,9,24,9,34,4,4,6,4,6,11,7,10,14,14,15,27,15,16,33,19,27,44,15,9,28,4,0,10,0,0,0,104,85,192,13,19,27,17,11,35,0,0,0,0,0,0,19,12,34,96,86,187,5,3,11,106,95,207,0,0,0,103,99,202,0,3,3,23,12,30,0,5,4,0,0,0,3,3,7,13,19,31,10,9,11,35,48,87,16,10,21,7,3,9,0,0,0,95,86,183,9,5,15
SED60302,4694,4936,9629,335,303,637,645,652,1296,348,300,647,322,287,610,607,669,1275,613,656,1273,630,694,1326,554,570,1121,358,471,827,230,268,499,65,61,127,4429,4701,9131,265,232,497,223,236,461,8,19,29,10,8,26,249,264,514,4111,4281,8397,313,358,679,4313,4506,8814,143,191,337,4345,4548,8897,37,42,81,597,598,1195,256,218,475,49,62,111,75,151,229,1193,1287,2482,387,427,811,1327,1447,2770,349,339,690,184,187,374,16,6,23,4426,4651,9080,165,179,339
SED60303,17489,18757,36250,1113,1055,2172,2158,2094,4249,1100,1146,2251,1131,1101,2230,2409,2455,4867,2078,2262,4339,2351,2391,4744,2274,2417,4689,1542,1922,3466,957,1263,2219,367,648,1024,16537,17817,34362,947,935,1888,752,842,1592,44,36,77,34,37,66,827,910,1734,13675,14531,28205,2407,2666,5074,14329,15309,29638,1916,2107,4030,15208,16361,31568,153,163,312,1962,1880,3839,764,809,1573,289,319,607,554,827,1378,5154,5615,10767,1235,1320,2557,4224,4447,8676,1208,1384,2590,834,1037,1872,155,218,377,16053,17152,33210,1169,1260,2432
SED60304,16296,17244,33537,812,726,1535,1713,1616,3330,936,983,1917,1342,1386,2725,2691,2633,5324,2183,2341,4527,2175,2316,4491,2079,2204,4286,1417,1510,2928,671,888,1559,284,637,920,15255,16146,31397,1043,1093,2137,268,261,528,7,10,21,14,9,21,294,281,573,12046,12856,24905,3101,3294,6398,13285,14125,27408,1901,2083,3986,13800,14754,28561,149,152,299,1605,1526,3126,744,794,1541,664,707,1374,912,1198,2106,8787,9587,18375,885,895,1774,2019,2166,4182,535,536,1074,369,509,881,52,70,122,14316,15104,29419,2777,2694,5468
SED60305,217,211,429,10,15,23,20,28,53,10,14,21,13,16,28,27,20,45,21,38,55,38,29,71,50,44,95,23,8,34,7,3,9,0,0,3,202,192,390,16,23,34,3,3,8,0,0,0,0,0,0,3,3,8,164,173,340,33,20,59,192,192,389,5,0,9,193,191,383,0,4,4,14,30,39,5,11,14,7,5,11,7,6,17,99,98,193,18,23,37,40,27,70,10,5,16,4,3,7,0,0,0,188,187,382,12,12,24
SED60310,10978,11468,22440,486,499,987,1310,1154,2459,711,723,1438,1079,1006,2087,1520,1430,2953,1128,1336,2463,1394,1479,2879,1388,1603,2994,1164,1188,2354,556,651,1208,235,394,622,10276,10787,21068,697,678,1380,106,104,216,8,0,10,9,4,8,119,109,233,7414,7729,15148,3000,3170,6169,8528,8863,17393,1908,2061,3970,8818,9253,18069,89,92,182,1241,1095,2338,616,626,1244,743,726,1470,778,888,1668,6458,6813,13273,499,566,1061,1172,1304,2476,289,296,590,176,235,407,27,25,56,9864,10274,20133,858,985,1847
SED60402,1860,1922,3779,144,130,277,241,208,453,109,120,229,82,100,182,252,279,526,257,262,518,274,267,544,254,290,540,151,141,288,74,74,151,27,45,72,1743,1819,3559,118,103,222,61,65,126,7,3,11,0,0,0,67,70,135,1613,1678,3294,162,151,317,1719,1775,3493,71,80,152,1721,1807,3533,13,21,37,225,197,428,90,91,181,17,21,41,38,69,110,556,642,1198,138,162,302,525,538,1063,98,98,202,42,27,75,3,0,8,1713,1776,3487,92,91,180
SED60405,17390,17876,35266,958,1032,1988,2501,2297,4798,1066,983,2050,755,714,1466,1609,1755,3360,2032,2271,4307,2437,2646,5089,2722,2826,5547,2159,2076,4241,942,934,1875,217,329,543,16275,16857,33131,1115,1019,2135,1066,1093,2158,37,38,81,28,29,59,1133,1163,2295,13674,14007,27675,2550,2698,5241,15788,16152,31932,631,763,1400,15675,16135,31814,129,157,290,2281,2103,4381,798,760,1559,184,217,400,359,745,1106,5796,6860,12657,1315,1337,2650,4081,3836,7920,1012,922,1936,605,474,1077,25,18,44,15915,16455,32368,979,1042,2018
SED60410,5150,5757,10910,400,384,787,704,606,1306,358,313,676,322,292,610,686,764,1452,637,710,1344,571,738,1307,565,692,1259,487,661,1155,299,414,713,117,182,294,4868,5479,10342,287,282,567,189,170,359,3,4,4,11,7,19,200,186,387,3978,4434,8411,909,1053,1958,4478,4974,9452,426,545,975,4568,5157,9725,65,55,114,655,579,1231,282,249,524,104,106,213,168,274,438,2082,2429,4515,326,397,724,965,1187,2148,254,278,535,135,176,310,10,11,16,4813,5389,10201,211,241,454
SED60411,16564,17885,34453,931,864,1796,1895,1887,3780,1015,889,1905,928,800,1724,1923,1964,3889,2039,2126,4166,2169,2320,4490,2172,2469,4634,1905,2252,4157,1136,1490,2627,452,822,1276,15508,16835,32344,1052,1050,2104,513,466,979,34,31,64,32,13,51,575,511,1091,13931,14935,28869,1769,1946,3714,14549,16079,30631,774,894,1669,14709,16352,31056,148,151,296,1791,1758,3545,757,700,1455,275,267,545,411,706,1116,5922,6668,12592,1155,1312,2470,3706,4220,7923,957,1043,2000,555,729,1282,44,50,100,14801,16307,31104,1293,1023,2313
SED60413,10001,10326,20326,723,674,1401,1491,1380,2868,641,615,1260,547,555,1101,1092,1221,2304,1224,1388,2615,1379,1518,2894,1432,1509,2944,1000,945,1939,381,398,779,99,126,222,9422,9803,19233,575,523,1094,367,392,764,25,16,45,15,25,38,410,439,846,8486,8844,17326,944,934,1871,9248,9554,18798,258,305,563,9180,9521,18704,109,114,217,1400,1299,2701,480,465,948,155,149,308,207,379,585,3223,3721,6945,802,857,1661,2414,2405,4813,549,513,1070,264,237,496,20,3,26,9312,9733,19048,513,528,1041
SED60501,10306,9931,20237,470,437,907,1119,1082,2206,577,467,1046,381,340,725,758,818,1577,945,1065,2013,1489,1468,2950,1926,1832,3760,1749,1521,3270,698,655,1355,187,235,421,9438,9099,18538,862,835,1698,372,399,775,17,24,45,23,12,35,413,442,855,8383,7947,16330,898,987,1888,9342,8977,18311,153,213,364,9250,8856,18100,65,68,133,987,940,1926,349,321,670,41,53,95,101,254,350,2191,2675,4864,694,798,1495,3140,2683,5828,1041,833,1880,587,414,1003,31,25,59,9027,8746,17770,1018,942,1963
SED60502,12165,12396,24564,855,836,1689,1902,1750,3649,851,783,1627,687,751,1435,1315,1534,2852,1483,1551,3033,1600,1655,3256,1612,1658,3268,1261,1188,2442,525,533,1054,91,153,245,11519,11827,23343,651,574,1219,833,902,1732,76,72,147,38,57,101,948,1029,1983,10417,10574,20994,675,659,1340,11154,11292,22447,154,202,353,11077,11257,22338,113,121,230,1676,1517,3194,536,515,1058,85,107,185,127,301,425,2229,2740,4974,867,1037,1902,3574,3433,7006,1060,1024,2077,624,477,1102,59,30,89,11227,11470,22697,851,808,1661
SED60512,4840,4927,9765,226,210,434,570,541,1108,288,294,587,165,171,340,340,384,724,433,488,921,708,748,1455,903,930,1833,794,741,1537,334,319,653,77,97,173,4459,4590,9048,380,332,712,108,133,245,3,3,5,3,3,6,115,144,256,3758,3803,7557,654,680,1332,4405,4458,8862,103,120,228,4337,4388,8724,38,38,72,527,491,1015,204,214,418,28,34,62,67,175,241,1193,1512,2703,292,405,695,1470,1303,2780,422,382,804,236,148,381,7,8,19,4336,4455,8792,315,314,628
SED60513,8374,8464,16836,512,481,996,1040,986,2020,458,468,920,393,395,786,891,939,1830,929,992,1923,1164,1248,2407,1350,1338,2685,1068,982,2049,423,466,895,142,184,326,7735,7868,15602,642,588,1230,331,299,627,26,22,49,22,23,45,377,344,723,6983,6991,13973,725,765,1490,7678,7667,15347,137,197,339,7557,7605,15160,71,68,137,941,884,1826,294,325,622,87,86,172,115,274,388,2068,2522,4595,628,650,1272,2451,2282,4738,666,595,1263,349,264,615,16,8,28,7542,7594,15132,525,615,1134
SED60514,16037,16074,32109,860,713,1573,1962,1865,3828,974,884,1858,799,719,1526,1409,1532,2939,1657,1790,3447,2339,2436,4780,2571,2578,5154,2198,2182,4383,998,970,1966,256,402,661,14833,15068,29898,1207,1005,2210,529,530,1063,50,32,78,19,28,49,599,590,1189,13127,13075,26203,1545,1642,3183,14632,14646,29278,300,353,652,14451,14511,28957,144,123,268,1748,1671,3424,649,598,1245,101,141,239,196,477,672,3357,4460,7813,1107,1279,2379,5099,4554,9651,1531,1231,2759,800,661,1458,44,25,70,14345,14525,28873,1206,1275,2484
SED69494,524,393,912,27,20,40,16,22,36,34,33,62,56,29,90,120,69,183,93,54,147,77,59,135,52,56,113,48,38,84,8,5,12,0,0,3,0,0,0,524,393,912,34,22,54,4,0,4,3,0,3,34,22,55,376,286,659,72,66,139,378,300,680,31,31,67,363,301,666,3,9,11,12,18,33,10,21,28,4,6,9,15,15,28,141,149,296,32,24,62,121,85,209,37,23,51,19,13,34,0,0,3,0,0,0,0,0,0
SED69797,49,21,68,0,0,0,0,0,0,0,0,0,6,4,8,15,3,23,5,0,5,10,3,15,8,4,12,4,3,7,0,0,0,0,0,0,46,18,65,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,28,16,49,15,3,18,37,18,60,9,0,10,34,19,51,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,18,11,25,8,4,10,16,4,22,0,0,0,0,0,0,0,0,0,0,0,0,471,218,691
SED70001,3631,3598,7230,329,329,663,676,591,1268,299,308,607,324,329,653,634,651,1286,578,546,1127,425,454,877,251,280,526,85,71,159,17,33,52,6,9,14,3459,3448,6903,171,151,321,3185,3233,6418,7,9,17,41,34,76,3229,3281,6513,3401,3414,6813,76,66,145,317,299,615,2982,2994,5974,3431,3428,6855,67,68,141,539,503,1040,118,104,218,5,3,6,23,40,59,514,598,1112,455,455,913,627,636,1263,238,219,462,268,277,544,86,72,152,3280,3303,6582,479,354,833
SED70002,5604,5814,11412,440,449,888,775,793,1569,364,268,632,321,336,651,990,1168,2162,842,882,1727,848,880,1732,631,633,1267,265,265,534,102,99,203,18,36,54,5241,5490,10730,364,317,683,709,833,1545,9,9,18,14,12,31,738,857,1592,3324,3452,6772,1601,1652,3252,3786,3866,7648,1115,1225,2339,3949,4087,8043,74,94,171,670,685,1356,219,177,391,39,52,91,201,397,596,2070,2478,4546,559,474,1037,709,582,1284,209,185,398,166,154,318,37,32,68,4689,4938,9632,1436,1585,3020
SED70003,4202,4087,8293,404,391,793,777,747,1526,399,348,745,345,312,655,760,801,1561,611,596,1199,505,496,1001,292,265,565,94,102,197,18,27,44,5,4,8,3943,3820,7768,260,271,525,2867,2982,5856,10,4,19,116,120,234,2994,3106,6102,3710,3620,7324,194,205,400,1024,838,1860,2786,2888,5670,3821,3713,7531,85,84,170,616,625,1245,132,131,260,23,18,39,77,111,185,768,845,1610,336,383,716,506,462,968,278,266,550,390,316,705,63,63,125,3716,3730,7440,1494,975,2471
