SED_CODE_2016,A25_34_SOLSE_T_06_10,A25_34_SOLSE_T_11,A25_34_SOLSE_T_12,A25_34_SOLSE_T_13,A25_34_SOLSE_T_14,A25_34_SOLSE_T_15,A25_34_SOLSE_T_16,A25_34_SOLSE_T_YNS,A25_34_SOLSE_T_T,A25_34_L_PinE_NS_B00,A25_34_L_PinE_NS_00_05,A25_34_L_PinE_NS_06_10,A25_34_L_PinE_NS_11,A25_34_L_PinE_NS_12,A25_34_L_PinE_NS_13,A25_34_L_PinE_NS_14,A25_34_L_PinE_NS_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B00,A25_34_T_00_05,A25_34_T_06_10,A25_34_T_11,A25_34_T_12,A25_34_T_13,A25_34_T_14,A25_34_T_15,A25_34_T_16,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B00,A35_44_SEO_00_05,A35_44_SEO_06_10,A35_44_SEO_11,A35_44_SEO_12,A35_44_SEO_13,A35_44_SEO_14,A35_44_SEO_15,A35_44_SEO_16,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_SOLSE_VWW_B00,A35_44_SOLSE_VWW_00_05,A35_44_SOLSE_VWW_06_10,A35_44_SOLSE_VWW_11,A35_44_SOLSE_VWW_12,A35_44_SOLSE_VWW_13,A35_44_SOLSE_VWW_14,A35_44_SOLSE_VWW_15,A35_44_SOLSE_VWW_16,A35_44_SOLSE_VWW_YNS,A35_44_SOLSE_VWW_T,A35_44_SOLSE_NWNAA_B00,A35_44_SOLSE_NWNAA_00_05,A35_44_SOLSE_NWNAA_06_10,A35_44_SOLSE_NWNAA_11,A35_44_SOLSE_NWNAA_12,A35_44_SOLSE_NWNAA_13,A35_44_SOLSE_NWNAA_14,A35_44_SOLSE_NWNAA_15,A35_44_SOLSE_NWNAA_16,A35_44_SOLSE_NWNAA_YNS,A35_44_SOLSE_NWNAA_T,A35_44_SOLSE_PinE_NS_B00,A35_44_SOLSE_PinE_NS_00_05,A35_44_SOLSE_PinE_NS_06_10,A35_44_SOLSE_PinE_NS_11,A35_44_SOLSE_PinE_NS_12,A35_44_SOLSE_PinE_NS_13,A35_44_SOLSE_PinE_NS_14,A35_44_SOLSE_PinE_NS_15,A35_44_SOLSE_PinE_NS_16,A35_44_SOLSE_PinE_NS_YNS,A35_44_SOLSE_PinE_NS_T,A35_44_SOLSE_T_B00,A35_44_SOLSE_T_00_05,A35_44_SOLSE_T_06_10,A35_44_SOLSE_T_11,A35_44_SOLSE_T_12,A35_44_SOLSE_T_13,A35_44_SOLSE_T_14,A35_44_SOLSE_T_15,A35_44_SOLSE_T_16,A35_44_SOLSE_T_YNS,A35_44_SOLSE_T_T,A35_44_L_PinE_NS_B00,A35_44_L_PinE_NS_00_05,A35_44_L_PinE_NS_06_10,A35_44_L_PinE_NS_11,A35_44_L_PinE_NS_12,A35_44_L_PinE_NS_13,A35_44_L_PinE_NS_14,A35_44_L_PinE_NS_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B00,A35_44_T_00_05,A35_44_T_06_10,A35_44_T_11,A35_44_T_12,A35_44_T_13,A35_44_T_14,A35_44_T_15,A35_44_T_16,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B00,A45_54_SEO_00_05,A45_54_SEO_06_10,A45_54_SEO_11,A45_54_SEO_12,A45_54_SEO_13,A45_54_SEO_14,A45_54_SEO_15,A45_54_SEO_16,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_SOLSE_VWW_B00,A45_54_SOLSE_VWW_00_05,A45_54_SOLSE_VWW_06_10,A45_54_SOLSE_VWW_11,A45_54_SOLSE_VWW_12,A45_54_SOLSE_VWW_13,A45_54_SOLSE_VWW_14,A45_54_SOLSE_VWW_15,A45_54_SOLSE_VWW_16,A45_54_SOLSE_VWW_YNS,A45_54_SOLSE_VWW_T,A45_54_SOLSE_NWNAA_B00,A45_54_SOLSE_NWNAA_00_05,A45_54_SOLSE_NWNAA_06_10,A45_54_SOLSE_NWNAA_11,A45_54_SOLSE_NWNAA_12,A45_54_SOLSE_NWNAA_13,A45_54_SOLSE_NWNAA_14,A45_54_SOLSE_NWNAA_15,A45_54_SOLSE_NWNAA_16,A45_54_SOLSE_NWNAA_YNS,A45_54_SOLSE_NWNAA_T,A45_54_SOLSE_PinE_NS_B00,A45_54_SOLSE_PinE_NS_00_05,A45_54_SOLSE_PinE_NS_06_10,A45_54_SOLSE_PinE_NS_11,A45_54_SOLSE_PinE_NS_12,A45_54_SOLSE_PinE_NS_13,A45_54_SOLSE_PinE_NS_14,A45_54_SOLSE_PinE_NS_15,A45_54_SOLSE_PinE_NS_16,A45_54_SOLSE_PinE_NS_YNS,A45_54_SOLSE_PinE_NS_T,A45_54_SOLSE_T_B00,A45_54_SOLSE_T_00_05,A45_54_SOLSE_T_06_10,A45_54_SOLSE_T_11,A45_54_SOLSE_T_12,A45_54_SOLSE_T_13,A45_54_SOLSE_T_14,A45_54_SOLSE_T_15,A45_54_SOLSE_T_16,A45_54_SOLSE_T_YNS,A45_54_SOLSE_T_T,A45_54_L_PinE_NS_B00,A45_54_L_PinE_NS_00_05,A45_54_L_PinE_NS_06_10,A45_54_L_PinE_NS_11,A45_54_L_PinE_NS_12,A45_54_L_PinE_NS_13,A45_54_L_PinE_NS_14,A45_54_L_PinE_NS_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B00,A45_54_T_00_05,A45_54_T_06_10,A45_54_T_11,A45_54_T_12,A45_54_T_13,A45_54_T_14,A45_54_T_15,A45_54_T_16,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B00,A55_64_SEO_00_05,A55_64_SEO_06_10,A55_64_SEO_11,A55_64_SEO_12,A55_64_SEO_13,A55_64_SEO_14,A55_64_SEO_15,A55_64_SEO_16,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_SOLSE_VWW_B00,A55_64_SOLSE_VWW_00_05,A55_64_SOLSE_VWW_06_10,A55_64_SOLSE_VWW_11
SED10011,73,14,16,19,44,41,23,8,322,0,0,0,0,0,0,0,0,0,0,0,223,78,120,28,29,27,57,56,23,21,657,636,188,100,14,15,11,3,7,3,20,999,166,104,109,12,13,13,15,15,3,15,462,3,0,3,0,3,3,0,0,0,4,27,0,0,0,0,0,0,0,0,0,0,0,169,110,115,13,15,17,19,10,5,16,488,0,0,0,0,0,0,0,0,0,0,3,805,297,213,31,29,25,20,15,7,35,1490,1556,128,69,7,11,4,0,3,4,30,1814,312,55,31,3,12,3,3,0,0,5,426,11,3,7,0,0,0,3,3,0,4,31,0,0,0,0,0,0,0,0,0,0,0,329,59,42,3,12,3,5,7,0,11,463,0,0,0,0,0,0,0,0,0,5,7,1882,182,109,9,15,5,11,4,3,46,2278,2001,37,19,14,3,6,3,0,0,47,2132,350,14,7,3
SED10012,1386,243,312,361,284,239,107,162,5672,0,0,0,0,0,0,0,0,0,6,11,1988,885,1439,260,332,385,287,260,116,188,6143,362,42,27,10,4,6,3,9,0,16,480,3281,577,395,46,76,67,51,51,19,114,4668,797,451,424,79,91,104,81,74,38,87,2224,32,7,4,0,0,0,0,0,0,9,55,4110,1035,826,124,173,174,131,127,55,205,6951,0,0,0,0,0,0,0,0,0,4,6,4472,1074,849,136,173,178,136,136,55,225,7438,416,31,23,6,4,3,0,0,0,23,509,4147,310,169,15,25,12,23,27,7,143,4870,2541,342,311,52,56,98,58,68,55,142,3722,38,4,3,0,0,0,0,0,0,9,60,6733,655,477,74,83,113,80,95,62,288,8655,3,4,0,0,0,0,0,0,0,9,11,7148,688,500,74,86,113,80,95,60,322,9178,432,12,8,4,0,0,0,3,0,12,473,3394,117,60,3
SED10013,368,60,62,52,59,39,15,29,1345,0,0,0,0,0,0,0,0,0,5,5,821,321,456,96,106,78,80,56,22,51,2087,751,149,119,25,15,18,16,19,5,35,1150,770,361,278,36,27,33,22,19,9,29,1581,45,25,38,3,0,7,3,5,0,9,147,6,4,3,0,0,0,0,0,0,0,15,820,388,316,47,34,39,28,24,12,40,1743,0,0,0,0,0,0,0,0,0,0,0,1574,536,441,69,44,53,44,44,18,70,2892,1261,126,100,16,9,10,7,11,3,38,1573,931,133,107,19,13,7,12,8,3,26,1251,109,22,25,0,3,5,3,0,0,7,179,9,0,0,0,0,0,0,0,0,3,14,1051,154,135,19,14,10,15,10,5,39,1445,0,0,0,0,0,0,0,0,0,0,0,2310,278,227,31,29,19,19,15,3,73,3016,1290,44,28,0,0,0,6,3,0,46,1417,911,50,25,8
SED10014,596,118,126,136,116,125,82,68,2261,0,0,0,0,0,0,0,0,0,0,3,1072,411,696,134,145,167,143,141,90,105,3101,653,109,88,14,18,14,11,11,6,31,951,990,436,463,69,73,70,53,37,21,45,2261,46,47,44,12,5,11,9,13,0,11,203,18,5,8,0,0,0,0,0,0,0,29,1050,487,516,87,75,81,66,54,22,53,2488,3,0,0,0,0,0,0,0,0,0,7,1708,596,604,101,95,96,71,60,29,87,3444,1122,91,43,9,11,5,7,10,3,60,1363,1423,271,172,21,17,27,8,11,5,38,2009,192,35,37,7,4,7,4,0,6,13,308,12,3,0,0,0,0,0,0,0,0,19,1625,308,212,31,20,34,16,11,11,56,2334,3,0,0,0,0,0,0,0,0,3,4,2757,400,257,42,33,41,21,19,10,115,3698,1316,42,18,0,0,3,3,0,0,45,1439,1350,78,38,5
SED10015,2508,329,430,521,607,601,299,193,7140,0,0,3,0,4,0,0,0,0,7,20,1170,882,2693,373,483,563,651,635,320,238,8018,525,193,144,21,26,16,6,10,7,18,975,1548,980,1009,102,99,117,99,96,46,82,4174,169,232,262,41,52,70,83,76,39,46,1063,12,20,7,0,3,0,0,0,0,3,49,1733,1228,1281,140,151,185,180,169,87,130,5283,0,0,0,0,0,0,0,0,0,3,7,2257,1417,1421,165,177,206,193,182,96,159,6266,905,104,41,6,6,10,3,6,7,42,1116,2930,385,241,39,33,29,33,20,4,86,3801,815,267,289,55,73,72,61,66,40,77,1806,25,0,3,0,0,0,0,0,0,3,33,3772,652,527,92,107,98,95,92,47,167,5641,3,0,0,0,0,0,0,0,0,5,6,4677,755,565,100,110,105,93,95,47,208,6766,750,22,18,3,3,4,0,0,0,10,807,3038,96,29,9
SED10016,665,90,108,84,72,88,54,47,2300,0,0,3,0,0,0,0,0,0,0,7,1025,609,772,112,144,102,103,119,68,70,3124,787,252,230,44,51,21,35,30,10,24,1493,1141,1027,784,100,127,80,86,93,36,32,3509,39,49,64,19,19,17,17,23,14,4,256,5,10,3,0,0,0,0,0,0,0,18,1185,1080,854,120,151,93,102,112,51,33,3780,0,5,0,0,0,0,0,0,0,0,3,1970,1344,1087,165,197,120,134,143,65,61,5282,1391,294,212,39,32,25,22,14,14,32,2077,2036,501,327,42,29,29,23,26,13,48,3071,134,70,70,7,12,15,13,9,0,16,341,14,0,0,0,0,0,0,0,0,0,20,2182,566,395,51,41,40,38,32,18,65,3425,0,0,0,0,0,0,0,0,0,0,5,3575,865,604,88,80,66,58,49,25,95,5510,1400,101,42,6,7,7,5,4,0,26,1597,1950,147,65,3
SED10017,135,13,26,15,27,16,12,13,322,0,0,0,0,0,0,0,0,0,33,33,145,60,210,31,38,22,44,26,16,54,634,217,66,66,14,10,10,6,0,0,19,404,58,68,117,14,18,15,3,0,0,0,293,0,0,8,0,0,0,3,3,0,0,19,0,0,0,0,0,0,0,0,0,0,4,61,65,131,14,18,11,7,4,0,0,315,0,0,0,0,0,0,0,0,0,37,37,277,134,193,25,26,21,12,3,0,55,757,492,48,40,8,8,3,4,0,0,28,628,94,37,31,5,3,0,0,0,0,3,181,4,4,3,0,0,0,0,0,0,3,17,4,0,0,0,0,0,0,0,0,0,4,101,39,34,6,3,0,0,0,0,10,198,0,0,0,0,0,0,0,0,0,18,18,595,84,70,11,14,3,4,0,3,53,840,673,33,11,0,3,0,3,4,0,28,752,119,11,5,0
SED10018,123,17,32,46,32,39,19,16,407,0,0,0,0,0,0,0,0,0,0,0,182,86,228,38,58,57,50,48,24,34,793,337,131,139,20,19,12,13,8,7,12,693,95,114,131,24,17,25,11,9,4,15,436,0,0,8,0,0,4,3,0,3,0,29,0,0,0,0,0,0,0,0,0,0,0,94,114,144,22,18,24,20,10,9,15,465,0,0,0,0,0,0,0,0,0,4,4,430,244,280,40,32,34,29,19,13,28,1161,617,93,63,10,15,8,9,7,4,19,846,207,49,43,5,6,0,0,0,0,3,331,16,5,10,0,3,0,0,0,0,0,45,0,4,0,0,0,0,0,0,0,0,4,227,60,60,12,11,4,0,3,0,3,376,0,0,0,0,0,0,0,0,0,0,3,846,150,125,15,28,10,10,7,4,24,1225,686,38,8,5,8,0,0,0,0,22,763,302,13,10,3
SED10019,52,9,12,12,13,13,8,6,156,0,0,0,0,0,0,0,0,0,12,12,65,37,88,17,23,19,21,27,9,21,322,180,53,44,7,6,12,7,6,4,21,346,29,31,60,6,15,8,6,12,4,11,182,3,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,33,31,64,9,15,8,9,8,4,11,194,0,0,0,0,0,0,0,0,0,10,10,213,88,114,12,21,17,13,17,5,45,550,476,43,30,6,9,4,3,7,0,28,600,84,21,28,3,3,3,3,3,3,4,154,4,0,11,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,3,86,28,37,3,3,3,3,3,3,5,177,3,0,0,0,0,0,0,0,0,6,10,565,64,61,9,13,6,3,8,3,44,787,861,22,27,3,7,0,3,0,4,36,966,105,5,5,0
SED10020,321,35,67,64,107,101,43,40,867,0,0,3,0,0,0,0,0,0,5,4,153,88,423,60,92,84,119,130,51,58,1259,309,100,107,26,14,17,8,13,9,21,622,111,90,177,19,37,26,26,16,15,19,533,10,7,43,10,18,22,10,8,15,3,142,0,0,3,0,0,0,0,0,0,0,10,129,104,217,22,49,46,40,27,28,20,684,0,0,0,0,0,0,0,0,0,0,0,436,202,326,47,67,66,45,39,40,41,1308,728,89,84,9,13,7,3,4,3,36,977,196,67,71,12,10,3,4,10,0,19,396,15,13,29,10,18,23,11,8,13,8,132,4,3,0,0,3,0,0,0,0,0,12,216,77,101,22,27,28,16,20,15,20,542,0,0,0,0,0,0,0,0,0,0,0,943,169,186,30,42,35,19,25,14,55,1515,1070,55,41,4,9,3,3,0,0,30,1211,242,18,14,3
SED10021,698,180,274,366,416,527,306,115,3422,0,0,3,0,0,0,0,3,0,0,12,873,447,1887,730,867,1047,967,1020,569,219,8626,1091,1055,975,185,149,124,83,92,38,72,3859,633,538,636,99,124,111,102,104,61,44,2452,4,12,22,9,3,7,6,9,11,10,93,3,3,3,0,0,0,0,0,0,0,14,640,555,665,105,128,115,106,107,69,56,2552,3,0,0,0,0,0,0,0,0,3,7,1735,1604,1637,294,272,240,189,200,112,128,6416,1921,385,173,34,27,17,28,25,11,59,2670,878,199,112,21,29,21,12,18,12,31,1338,34,12,14,7,5,3,6,3,5,4,99,3,0,0,0,0,0,0,0,0,0,0,923,214,130,23,35,28,19,19,16,33,1439,5,0,0,0,0,0,0,0,0,0,6,2843,592,300,61,54,43,42,43,26,96,4115,1456,70,40,9,3,6,11,10,3,30,1639,919,45,23,3
SED10022,81,13,20,29,37,37,31,21,309,0,0,0,0,0,0,0,0,0,37,37,70,39,115,13,31,30,41,49,31,68,498,133,23,20,4,3,7,3,4,0,13,212,43,28,52,10,23,15,5,8,3,9,195,3,4,3,4,4,0,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,45,32,57,12,31,14,8,7,3,5,212,0,0,0,0,0,0,0,0,0,36,36,176,51,80,11,37,17,9,16,4,53,460,315,29,24,3,3,4,3,0,0,26,406,63,18,34,3,3,5,4,0,0,3,134,10,0,3,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,73,18,39,3,3,10,3,0,0,7,159,0,0,0,0,0,0,0,0,0,21,21,384,51,62,7,7,11,9,0,4,50,589,481,30,11,5,3,0,5,0,0,27,559,91,12,8,0
SED10023,175,34,64,68,83,56,26,7,666,0,0,0,0,0,0,0,0,0,0,0,302,148,346,79,107,124,138,86,41,20,1394,550,260,195,35,33,31,24,24,5,26,1190,236,167,169,31,22,25,32,19,14,9,736,3,4,12,0,5,5,7,8,3,0,40,0,0,0,0,0,0,0,0,0,0,6,241,172,183,31,29,32,36,31,14,11,783,0,0,0,0,0,0,0,0,0,0,3,796,433,375,70,62,61,59,57,21,42,1972,1060,123,99,17,15,9,14,7,7,30,1363,428,98,49,15,11,7,4,0,0,14,625,25,8,12,0,0,0,9,3,4,0,73,0,0,0,0,0,0,0,0,0,0,5,455,109,63,20,13,5,9,3,9,11,701,0,0,0,0,0,0,0,0,0,0,4,1516,234,161,30,20,13,22,11,10,46,2066,1058,42,15,5,8,9,0,0,0,27,1166,503,20,14,3
SED10024,567,87,79,98,100,109,68,46,2069,0,0,0,0,0,0,0,0,0,0,3,775,581,698,113,96,117,122,127,79,69,2777,873,480,386,69,64,59,46,57,31,29,2100,1058,753,538,90,75,79,85,90,75,38,2882,18,36,56,12,28,27,23,27,21,22,270,6,4,3,0,0,0,0,0,0,0,11,1079,789,595,105,103,111,107,119,92,61,3160,0,0,0,0,0,0,0,0,0,0,0,1954,1267,984,179,167,168,160,179,117,90,5262,2040,533,363,58,52,37,29,19,11,43,3183,1651,309,222,45,49,38,24,34,12,33,2417,127,52,69,16,13,15,17,21,14,23,374,8,0,0,0,0,0,0,0,0,0,8,1793,362,292,64,57,53,45,53,23,57,2798,0,0,0,0,0,0,0,0,0,0,0,3833,897,654,122,111,83,67,79,39,101,5981,1817,172,67,9,8,8,8,3,0,33,2114,1480,84,30,5
SED10025,1953,370,461,458,424,377,193,151,6014,0,0,0,0,0,0,0,0,0,7,7,1126,1029,2266,471,555,562,478,445,221,187,7340,817,391,316,51,53,51,34,29,10,42,1803,1071,746,603,105,102,109,108,106,53,41,3047,31,41,95,18,21,27,32,28,6,23,321,9,7,3,0,3,0,0,0,0,3,25,1116,796,704,127,123,131,144,126,63,70,3398,0,0,0,0,0,0,0,0,0,0,0,1932,1183,1017,181,176,185,178,158,76,109,5200,1162,156,109,25,28,14,17,13,3,25,1547,1448,256,135,32,26,27,29,23,10,40,2025,155,62,81,18,17,20,30,34,16,34,464,13,3,0,0,0,0,0,0,0,0,22,1613,319,221,44,45,45,64,56,24,75,2500,0,0,0,0,0,0,0,0,0,4,4,2773,469,325,73,66,65,73,70,29,100,4048,1141,40,35,8,12,3,3,12,0,18,1267,1694,59,29,7
SED10026,323,52,73,57,53,59,40,19,731,0,0,0,0,0,0,0,0,0,35,37,96,63,388,66,89,63,70,82,46,58,1018,171,54,38,6,10,8,9,3,4,11,315,46,60,211,30,29,21,8,22,19,13,465,4,3,9,0,3,5,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,3,51,62,222,27,36,31,8,23,19,18,504,0,0,0,0,0,0,0,0,0,23,23,221,118,263,40,44,37,21,32,25,49,834,354,34,25,9,5,7,0,0,0,17,453,88,45,52,14,11,3,10,3,0,6,234,6,3,4,3,3,3,0,3,0,0,35,0,0,0,0,0,0,0,0,0,0,3,101,49,58,16,10,7,8,5,0,11,267,0,0,0,0,0,0,0,0,0,10,16,463,83,86,23,23,9,12,9,0,33,734,491,15,20,0,3,3,0,0,0,20,553,103,17,13,0
SED10027,927,125,113,147,136,131,70,70,3003,0,0,0,0,0,0,0,0,0,0,4,997,616,1033,157,128,179,142,148,84,94,3581,463,143,90,14,14,14,13,3,5,18,778,1566,638,481,53,51,61,34,32,20,66,2995,166,100,119,14,20,18,21,23,6,22,505,4,3,5,0,0,0,3,0,0,0,21,1740,735,602,62,80,84,55,56,26,87,3521,0,0,0,0,0,0,0,0,0,0,3,2197,881,696,81,90,93,66,55,30,112,4305,706,72,40,6,5,3,9,3,3,28,884,2441,303,151,21,15,15,9,9,0,54,3024,528,101,104,6,18,20,23,23,12,34,862,17,3,0,0,3,0,0,0,0,3,24,2982,404,254,28,32,39,33,29,13,92,3906,3,0,0,0,0,0,0,0,0,0,3,3697,470,302,31,41,39,43,28,10,125,4788,761,22,13,3,0,3,3,3,0,20,829,2128,94,46,7
SED10028,1268,215,227,258,265,326,166,99,4567,0,0,0,0,0,0,0,0,0,0,0,1266,894,1371,234,245,283,282,352,181,125,5232,578,204,200,36,30,33,26,30,16,32,1177,1520,1503,998,142,137,168,166,203,101,59,4995,53,135,165,30,35,33,48,42,23,25,595,11,8,4,3,0,0,0,0,0,0,30,1582,1646,1169,179,176,205,213,243,127,88,5621,0,0,0,0,0,0,0,0,0,4,4,2164,1854,1369,206,201,233,239,271,142,120,6798,1141,256,167,21,23,22,16,8,6,13,1670,2918,796,425,59,64,50,43,37,23,42,4457,357,154,178,23,25,27,28,27,19,38,878,16,5,3,0,0,0,0,0,0,3,28,3293,957,606,80,91,72,69,65,47,77,5360,0,0,0,0,0,0,0,0,0,0,0,4431,1214,766,105,114,95,84,73,51,95,7031,1191,77,30,6,6,6,0,4,0,30,1357,2914,206,81,9
SED10029,1683,342,382,589,416,364,232,216,6886,0,0,0,0,0,0,0,0,0,0,8,1946,1058,1745,349,393,615,428,383,248,236,7410,326,73,65,14,12,7,3,3,6,18,526,2886,862,684,94,91,129,89,88,31,104,5059,641,435,474,120,137,227,162,135,143,85,2557,34,11,6,3,0,0,4,3,3,10,66,3561,1307,1166,213,230,363,257,223,175,192,7683,0,0,0,0,0,0,0,0,0,5,5,3888,1378,1228,231,244,365,259,226,180,213,8217,470,42,29,0,6,3,4,0,3,18,572,3874,426,315,54,50,61,47,35,17,116,4991,1751,376,401,96,89,196,129,144,91,120,3383,40,5,0,0,0,0,5,0,3,0,61,5668,804,716,148,130,264,175,180,113,240,8434,4,0,0,0,0,0,0,0,0,3,12,6146,847,743,149,138,262,181,180,118,258,9015,499,21,11,3,0,0,0,0,5,19,564,2954,203,109,15
SED10030,276,60,86,69,73,60,38,27,862,0,0,0,0,0,0,0,0,0,6,12,313,150,407,83,111,113,101,82,43,50,1452,509,224,199,36,25,19,16,18,7,31,1079,204,193,279,49,48,41,31,24,12,17,899,7,15,28,0,3,7,3,7,3,3,70,0,0,3,0,0,0,0,0,0,0,7,210,212,311,53,54,41,33,25,17,17,969,0,0,0,0,0,0,0,0,0,4,4,725,432,510,83,77,60,45,43,22,54,2056,1153,181,101,18,9,12,8,6,4,44,1537,367,129,67,15,9,18,4,7,0,15,624,29,17,28,5,0,0,0,3,0,6,89,3,0,0,0,0,0,0,0,0,0,3,394,142,98,21,9,16,7,10,5,19,720,0,0,0,0,0,0,0,0,0,7,7,1543,329,200,39,16,25,15,15,9,70,2263,1453,72,39,3,13,5,4,0,0,52,1636,441,25,19,0
SED10031,152,27,28,33,47,57,33,13,471,0,0,0,0,0,0,0,0,0,33,36,149,77,199,49,42,51,63,74,45,60,793,321,94,84,13,6,8,9,7,0,21,563,73,63,111,12,4,10,7,12,9,11,314,0,5,7,0,0,0,0,0,4,0,23,0,0,0,0,0,0,0,0,0,0,4,73,70,120,12,7,10,10,15,7,16,342,0,0,0,0,0,0,0,0,0,33,31,392,164,210,20,16,10,14,18,7,72,936,794,56,55,18,11,8,6,3,0,40,987,145,33,33,6,0,5,3,4,0,0,231,12,10,0,0,0,0,0,0,0,11,35,0,0,0,0,0,0,0,0,0,0,0,164,39,39,6,4,4,3,3,4,13,272,0,0,0,0,0,0,0,0,0,24,24,956,93,91,22,9,15,9,8,4,77,1290,1164,41,14,3,3,3,3,3,0,50,1286,204,16,8,5
SED10032,3404,521,793,1140,926,817,466,252,10667,3,0,0,0,0,0,3,0,0,14,25,1368,1440,3605,553,856,1217,965,847,495,307,11654,380,130,112,25,18,19,17,15,9,26,750,1842,1617,1701,184,290,273,214,171,107,93,6499,155,249,320,71,151,179,56,34,36,42,1289,9,8,22,4,7,6,3,0,0,5,63,2009,1876,2040,263,444,458,278,199,143,140,7855,3,0,0,0,0,0,0,0,0,3,9,2388,2011,2157,289,462,480,292,217,153,168,8617,667,80,35,11,7,5,12,8,4,28,847,3137,635,346,45,54,39,26,29,19,78,4409,593,258,257,46,74,92,41,49,30,51,1486,22,3,8,0,3,0,0,0,0,3,44,3752,906,612,86,131,133,61,77,51,134,5936,4,0,0,0,0,0,0,0,0,3,14,4432,978,648,96,139,135,72,84,51,164,6794,639,27,16,0,0,0,3,3,0,23,718,2645,177,98,14
SED10033,80,31,20,30,23,28,14,14,354,0,0,0,0,0,0,0,0,0,0,0,261,119,166,38,42,44,34,45,26,26,813,450,117,79,13,17,6,8,5,5,24,730,164,81,79,9,10,11,4,9,0,3,372,14,13,11,0,0,0,3,4,0,0,47,0,0,0,0,0,0,0,0,0,0,3,184,94,87,15,12,11,7,14,0,4,418,3,0,0,0,0,0,0,0,0,0,3,631,213,168,23,34,18,13,19,9,26,1150,1149,113,68,5,14,3,8,8,3,43,1409,336,43,42,0,3,4,4,4,0,11,447,28,14,10,0,0,3,3,0,3,0,65,4,0,0,0,0,0,0,0,0,0,6,365,54,54,3,3,11,4,4,3,10,515,3,0,0,0,0,0,0,0,0,0,3,1518,169,116,12,14,13,14,7,3,58,1931,1303,44,20,3,0,0,0,0,0,33,1400,442,16,7,0
SED10034,251,34,56,65,47,33,22,17,775,0,0,0,0,0,0,0,0,0,0,0,357,215,366,70,86,102,64,50,31,47,1389,567,273,195,34,12,20,13,10,4,18,1146,284,282,232,47,36,20,25,18,4,12,966,10,6,16,0,8,5,3,0,0,0,47,4,0,0,0,0,0,0,0,0,0,3,292,293,253,47,42,24,26,16,3,13,1015,0,0,0,0,0,0,0,0,0,0,0,856,567,441,82,52,50,44,24,13,34,2166,1292,192,109,13,9,15,3,0,3,41,1672,489,118,64,6,5,12,3,12,3,12,728,24,11,16,0,3,0,0,3,0,7,66,3,0,0,0,0,0,0,0,0,0,6,523,134,77,6,9,12,3,13,3,15,798,0,0,0,0,0,0,0,0,0,0,0,1816,327,186,23,16,26,4,15,3,60,2469,1157,47,22,3,3,3,4,0,0,28,1268,564,24,19,0
SED10035,2818,612,786,913,1169,1340,698,330,10841,0,0,3,3,0,3,0,0,4,9,23,1846,1534,3839,997,1271,1372,1588,1703,891,457,15498,1081,643,577,132,102,62,77,56,25,57,2811,1538,1089,985,141,161,177,176,167,87,62,4588,41,82,87,15,16,25,26,43,30,22,378,11,9,7,0,0,0,0,0,0,0,25,1581,1178,1074,156,173,209,205,208,117,89,4993,0,0,3,0,0,0,0,0,0,3,6,2664,1821,1653,284,274,272,286,264,146,147,7811,1342,222,123,17,20,12,12,17,9,35,1810,1737,329,196,18,27,28,39,25,20,44,2464,234,61,54,10,11,19,22,38,12,45,514,11,3,0,0,0,0,0,0,0,3,14,1983,388,251,26,47,44,65,67,31,88,2995,0,0,0,0,0,0,0,0,0,0,3,3325,617,374,44,59,57,77,81,40,117,4801,983,52,33,9,7,6,5,3,3,18,1115,1773,104,52,6
