SED_CODE_2016,A25_34_SOLSE_T_06_10,A25_34_SOLSE_T_11,A25_34_SOLSE_T_12,A25_34_SOLSE_T_13,A25_34_SOLSE_T_14,A25_34_SOLSE_T_15,A25_34_SOLSE_T_16,A25_34_SOLSE_T_YNS,A25_34_SOLSE_T_T,A25_34_L_PinE_NS_B00,A25_34_L_PinE_NS_00_05,A25_34_L_PinE_NS_06_10,A25_34_L_PinE_NS_11,A25_34_L_PinE_NS_12,A25_34_L_PinE_NS_13,A25_34_L_PinE_NS_14,A25_34_L_PinE_NS_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B00,A25_34_T_00_05,A25_34_T_06_10,A25_34_T_11,A25_34_T_12,A25_34_T_13,A25_34_T_14,A25_34_T_15,A25_34_T_16,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B00,A35_44_SEO_00_05,A35_44_SEO_06_10,A35_44_SEO_11,A35_44_SEO_12,A35_44_SEO_13,A35_44_SEO_14,A35_44_SEO_15,A35_44_SEO_16,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_SOLSE_VWW_B00,A35_44_SOLSE_VWW_00_05,A35_44_SOLSE_VWW_06_10,A35_44_SOLSE_VWW_11,A35_44_SOLSE_VWW_12,A35_44_SOLSE_VWW_13,A35_44_SOLSE_VWW_14,A35_44_SOLSE_VWW_15,A35_44_SOLSE_VWW_16,A35_44_SOLSE_VWW_YNS,A35_44_SOLSE_VWW_T,A35_44_SOLSE_NWNAA_B00,A35_44_SOLSE_NWNAA_00_05,A35_44_SOLSE_NWNAA_06_10,A35_44_SOLSE_NWNAA_11,A35_44_SOLSE_NWNAA_12,A35_44_SOLSE_NWNAA_13,A35_44_SOLSE_NWNAA_14,A35_44_SOLSE_NWNAA_15,A35_44_SOLSE_NWNAA_16,A35_44_SOLSE_NWNAA_YNS,A35_44_SOLSE_NWNAA_T,A35_44_SOLSE_PinE_NS_B00,A35_44_SOLSE_PinE_NS_00_05,A35_44_SOLSE_PinE_NS_06_10,A35_44_SOLSE_PinE_NS_11,A35_44_SOLSE_PinE_NS_12,A35_44_SOLSE_PinE_NS_13,A35_44_SOLSE_PinE_NS_14,A35_44_SOLSE_PinE_NS_15,A35_44_SOLSE_PinE_NS_16,A35_44_SOLSE_PinE_NS_YNS,A35_44_SOLSE_PinE_NS_T,A35_44_SOLSE_T_B00,A35_44_SOLSE_T_00_05,A35_44_SOLSE_T_06_10,A35_44_SOLSE_T_11,A35_44_SOLSE_T_12,A35_44_SOLSE_T_13,A35_44_SOLSE_T_14,A35_44_SOLSE_T_15,A35_44_SOLSE_T_16,A35_44_SOLSE_T_YNS,A35_44_SOLSE_T_T,A35_44_L_PinE_NS_B00,A35_44_L_PinE_NS_00_05,A35_44_L_PinE_NS_06_10,A35_44_L_PinE_NS_11,A35_44_L_PinE_NS_12,A35_44_L_PinE_NS_13,A35_44_L_PinE_NS_14,A35_44_L_PinE_NS_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B00,A35_44_T_00_05,A35_44_T_06_10,A35_44_T_11,A35_44_T_12,A35_44_T_13,A35_44_T_14,A35_44_T_15,A35_44_T_16,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B00,A45_54_SEO_00_05,A45_54_SEO_06_10,A45_54_SEO_11,A45_54_SEO_12,A45_54_SEO_13,A45_54_SEO_14,A45_54_SEO_15,A45_54_SEO_16,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_SOLSE_VWW_B00,A45_54_SOLSE_VWW_00_05,A45_54_SOLSE_VWW_06_10,A45_54_SOLSE_VWW_11,A45_54_SOLSE_VWW_12,A45_54_SOLSE_VWW_13,A45_54_SOLSE_VWW_14,A45_54_SOLSE_VWW_15,A45_54_SOLSE_VWW_16,A45_54_SOLSE_VWW_YNS,A45_54_SOLSE_VWW_T,A45_54_SOLSE_NWNAA_B00,A45_54_SOLSE_NWNAA_00_05,A45_54_SOLSE_NWNAA_06_10,A45_54_SOLSE_NWNAA_11,A45_54_SOLSE_NWNAA_12,A45_54_SOLSE_NWNAA_13,A45_54_SOLSE_NWNAA_14,A45_54_SOLSE_NWNAA_15,A45_54_SOLSE_NWNAA_16,A45_54_SOLSE_NWNAA_YNS,A45_54_SOLSE_NWNAA_T,A45_54_SOLSE_PinE_NS_B00,A45_54_SOLSE_PinE_NS_00_05,A45_54_SOLSE_PinE_NS_06_10,A45_54_SOLSE_PinE_NS_11,A45_54_SOLSE_PinE_NS_12,A45_54_SOLSE_PinE_NS_13,A45_54_SOLSE_PinE_NS_14,A45_54_SOLSE_PinE_NS_15,A45_54_SOLSE_PinE_NS_16,A45_54_SOLSE_PinE_NS_YNS,A45_54_SOLSE_PinE_NS_T,A45_54_SOLSE_T_B00,A45_54_SOLSE_T_00_05,A45_54_SOLSE_T_06_10,A45_54_SOLSE_T_11,A45_54_SOLSE_T_12,A45_54_SOLSE_T_13,A45_54_SOLSE_T_14,A45_54_SOLSE_T_15,A45_54_SOLSE_T_16,A45_54_SOLSE_T_YNS,A45_54_SOLSE_T_T,A45_54_L_PinE_NS_B00,A45_54_L_PinE_NS_00_05,A45_54_L_PinE_NS_06_10,A45_54_L_PinE_NS_11,A45_54_L_PinE_NS_12,A45_54_L_PinE_NS_13,A45_54_L_PinE_NS_14,A45_54_L_PinE_NS_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B00,A45_54_T_00_05,A45_54_T_06_10,A45_54_T_11,A45_54_T_12,A45_54_T_13,A45_54_T_14,A45_54_T_15,A45_54_T_16,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B00,A55_64_SEO_00_05,A55_64_SEO_06_10,A55_64_SEO_11,A55_64_SEO_12,A55_64_SEO_13,A55_64_SEO_14,A55_64_SEO_15,A55_64_SEO_16,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_SOLSE_VWW_B00,A55_64_SOLSE_VWW_00_05,A55_64_SOLSE_VWW_06_10,A55_64_SOLSE_VWW_11
SED10087,247,74,127,87,104,128,56,37,971,0,0,0,0,0,0,0,0,0,0,0,155,103,319,92,153,94,131,145,64,45,1299,188,67,50,3,3,10,4,8,0,11,349,63,104,226,46,114,85,45,34,15,18,753,4,3,42,14,15,14,18,11,8,4,129,0,0,3,0,0,0,0,0,0,0,7,64,109,272,59,135,100,60,44,24,24,881,0,0,0,0,0,0,0,0,0,0,0,252,179,320,62,137,109,61,58,22,33,1232,405,51,47,9,9,8,5,3,0,12,552,124,78,80,17,20,18,9,14,3,11,368,6,12,16,0,4,8,6,0,0,4,57,0,0,0,0,0,0,0,0,0,0,3,135,91,99,14,27,26,11,12,7,13,433,0,0,0,0,0,0,0,0,0,0,0,534,144,146,20,35,37,18,13,7,24,985,511,23,19,5,3,0,4,0,0,25,599,110,25,19,0
SED10088,775,131,162,194,226,213,90,36,2366,3,0,0,0,0,0,0,0,0,0,3,626,411,1053,213,246,273,288,266,114,76,3564,844,670,487,74,59,65,36,31,12,42,2319,503,572,560,78,82,85,86,76,29,39,2103,27,31,55,0,4,8,39,18,19,20,233,3,7,3,0,0,0,0,0,0,0,15,531,611,616,75,87,101,118,94,47,60,2356,0,0,0,0,0,0,0,0,0,3,3,1378,1282,1108,157,147,164,154,125,62,101,4678,1830,403,240,34,36,32,3,8,4,48,2644,1234,287,173,17,21,26,15,20,3,23,1822,110,40,45,6,5,7,20,15,13,11,277,9,3,0,0,0,0,0,0,0,0,15,1353,334,224,24,27,31,34,29,24,30,2113,0,0,0,0,0,0,0,0,0,3,3,3186,731,465,62,65,67,44,44,30,82,4760,1534,96,42,5,7,3,5,3,3,35,1738,1143,61,26,4
SED10089,441,109,157,196,273,251,134,60,1862,0,0,0,0,0,0,0,0,0,0,6,289,203,548,144,187,227,299,285,155,77,2419,295,72,90,13,23,9,4,3,6,16,539,157,190,325,49,89,69,54,44,31,18,1028,10,11,28,5,5,9,12,13,23,13,131,0,0,5,0,0,0,0,0,0,0,3,170,203,355,60,95,86,61,55,48,36,1167,0,0,0,0,0,0,0,0,0,0,3,464,279,452,75,116,98,66,62,57,48,1709,603,49,46,15,10,6,7,9,0,16,753,345,98,79,12,22,9,13,3,7,12,593,28,21,28,9,10,4,9,0,10,6,124,0,0,0,0,0,0,0,0,0,0,5,376,117,110,16,35,11,20,8,19,15,714,0,0,0,0,0,0,0,0,0,3,3,975,162,150,33,45,17,22,16,19,37,1471,669,14,11,0,0,3,7,0,0,25,735,379,24,8,0
SED10090,1320,262,363,395,437,543,329,174,5431,0,0,0,0,0,0,0,0,0,3,5,1308,957,1630,364,452,515,544,664,410,223,7063,1046,575,497,102,56,66,65,36,36,43,2526,1360,1111,911,173,151,192,201,251,142,60,4564,38,85,137,25,28,32,59,66,53,29,542,0,3,5,4,3,0,0,0,0,3,17,1404,1205,1056,203,181,223,253,313,197,89,5117,0,0,0,0,0,0,0,0,0,0,3,2444,1774,1552,305,243,287,319,353,233,135,7646,1691,333,170,40,37,14,21,23,11,43,2378,1596,381,237,38,42,54,53,42,26,36,2507,218,109,158,26,32,35,40,31,17,28,702,7,4,0,0,0,0,0,0,0,3,19,1823,489,403,70,81,83,85,78,44,69,3224,3,0,0,0,0,0,0,0,0,0,0,3516,823,569,110,111,97,109,96,55,108,5602,1554,66,33,5,9,3,12,0,11,22,1723,1498,99,43,8
SED10091,147,19,21,28,28,26,12,10,386,0,0,0,0,0,0,0,0,0,0,3,215,67,198,40,37,35,41,36,19,28,723,445,123,75,7,8,10,4,3,6,32,703,133,63,81,11,13,15,14,17,7,7,364,6,0,4,7,0,3,0,3,0,0,23,3,0,0,0,0,0,0,0,0,0,3,141,67,83,16,18,18,14,20,9,10,393,0,0,0,0,0,0,0,0,0,0,0,584,185,156,25,28,19,23,20,11,37,1093,1173,87,61,9,6,4,12,3,3,48,1396,266,50,29,3,3,4,7,3,0,7,368,26,6,5,0,0,0,0,0,0,0,40,4,0,0,0,0,0,0,0,0,0,4,289,53,39,3,4,4,6,3,0,9,409,0,0,0,0,0,0,0,0,0,0,3,1466,138,95,13,10,14,12,6,7,59,1813,1458,33,13,0,0,5,0,7,3,44,1563,327,14,7,0
SED10092,536,143,231,251,352,334,173,81,2495,0,0,0,0,0,0,0,0,0,6,8,435,234,657,186,271,283,396,381,197,108,3153,386,111,91,25,14,20,8,16,11,21,695,432,236,329,49,96,102,73,59,22,30,1435,18,30,54,8,15,18,41,20,25,12,238,7,0,0,0,0,0,0,0,0,0,7,455,264,384,55,112,119,113,78,54,44,1679,0,0,0,0,0,0,0,0,0,0,0,838,376,474,79,124,145,119,91,59,68,2373,1092,58,56,5,10,9,8,3,6,41,1290,1010,138,95,12,17,22,16,11,13,40,1373,101,41,47,9,12,15,23,3,9,11,282,16,3,0,0,0,0,0,0,0,0,20,1127,182,147,22,35,34,43,14,19,50,1672,3,0,0,0,0,0,0,0,0,0,10,2223,245,205,26,38,42,50,20,26,95,2961,1370,22,17,0,0,3,0,0,0,36,1459,1255,36,16,7
SED10093,130,35,41,34,18,20,25,13,450,0,0,0,0,0,0,0,0,0,0,0,277,115,209,49,51,41,39,25,24,36,879,450,95,90,9,21,6,10,7,0,15,710,151,114,156,25,32,21,15,13,0,15,539,5,12,13,4,0,3,4,0,0,6,44,0,0,0,0,0,0,0,0,0,0,5,161,122,166,28,36,23,21,15,3,18,596,0,0,0,0,0,0,0,0,0,0,0,611,215,261,40,59,26,30,24,5,32,1305,994,106,69,11,4,6,3,3,0,41,1227,292,65,59,3,11,5,7,5,0,9,455,28,14,15,6,0,4,0,3,3,4,70,3,0,0,0,0,0,0,0,0,0,3,318,75,69,6,8,10,5,9,3,15,524,0,0,0,0,0,0,0,0,0,0,4,1313,183,137,14,14,12,9,11,3,53,1754,1186,55,24,4,7,7,3,3,0,47,1331,342,21,17,6
SED19494,73,22,27,23,69,113,137,50,573,0,0,0,0,0,0,0,0,0,38,38,80,25,85,23,34,29,90,160,188,109,829,63,14,17,7,3,4,0,6,17,10,142,52,19,27,3,3,4,3,13,37,12,171,4,5,4,0,0,0,0,0,8,3,25,0,0,0,0,0,0,0,0,0,0,4,58,23,31,3,6,3,7,9,45,13,201,0,0,0,0,0,0,0,0,0,37,39,122,40,52,11,7,4,13,15,63,61,382,135,13,12,3,3,3,0,0,6,9,184,63,8,8,0,0,4,0,3,9,5,97,4,5,0,3,0,0,3,0,6,3,31,0,0,0,0,0,0,0,0,0,0,0,68,11,11,3,0,4,3,3,14,13,124,0,0,0,0,0,0,0,0,0,57,57,207,27,23,9,6,3,3,4,15,79,367,175,10,10,0,0,0,0,3,3,12,220,61,4,4,0
SED19797,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,9,4,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,3,11,10,0,0,0,0,0,0,0,0,3,10,5,0,0,0
SED20106,1481,351,444,510,667,775,503,188,6066,0,0,0,0,0,0,3,0,0,5,11,1043,951,2247,678,802,881,1057,1202,736,293,9889,757,423,549,143,134,116,108,109,39,60,2421,575,463,538,90,138,109,147,135,91,37,2320,17,8,34,12,24,15,14,13,17,13,162,3,4,9,0,0,0,0,0,0,3,19,595,475,572,105,159,125,167,149,102,55,2499,0,0,4,0,0,0,0,0,0,3,6,1347,895,1124,249,292,235,271,265,147,111,4926,1053,216,201,40,48,32,19,32,38,39,1717,599,140,132,20,16,33,25,41,12,30,1051,33,8,41,10,13,17,18,15,17,21,194,3,0,0,0,0,0,0,0,0,3,5,628,156,171,26,36,53,35,58,33,56,1249,0,0,0,0,0,0,0,0,0,0,3,1686,371,376,68,81,82,57,89,71,95,2972,1060,59,49,20,21,24,20,21,10,28,1305,572,41,28,11
SED20207,2719,390,454,430,445,423,243,151,6988,0,0,0,0,0,0,0,0,0,3,5,836,1441,3123,518,590,563,537,512,294,200,8601,764,411,500,134,103,92,73,54,31,45,2207,1284,1685,1761,261,245,250,209,188,79,69,6036,61,70,166,37,36,43,35,33,23,19,516,6,13,9,0,0,3,0,0,0,5,34,1348,1768,1934,291,281,299,244,220,104,92,6584,3,3,6,0,0,0,0,0,0,0,10,2122,2189,2441,425,383,390,315,280,129,136,8805,1162,239,334,61,70,33,39,26,8,36,2003,1523,482,439,58,76,56,32,36,14,38,2753,196,81,121,29,36,32,24,24,12,32,587,6,3,3,0,0,0,0,0,0,0,16,1730,569,559,85,107,85,60,61,25,72,3353,0,0,0,0,0,0,0,0,0,0,3,2890,803,896,147,183,124,94,86,29,109,5357,1229,74,71,22,12,21,12,10,3,21,1479,1408,124,114,25
SED20302,645,65,92,98,71,82,40,36,1475,0,0,0,0,0,0,0,0,0,3,3,393,285,771,97,126,120,92,99,52,50,2082,481,120,137,33,26,15,19,8,0,24,867,221,308,530,55,68,55,27,25,12,20,1318,7,20,25,11,7,9,0,10,0,5,87,0,0,0,0,0,0,0,0,0,0,8,234,324,560,64,77,58,26,29,17,19,1415,0,0,0,0,0,0,0,0,0,0,7,724,450,700,97,98,73,45,38,13,43,2282,876,112,138,17,17,11,10,3,0,47,1221,265,150,172,26,16,23,17,5,3,14,686,25,17,23,3,0,3,3,5,5,6,85,0,0,0,0,0,0,0,0,0,0,3,291,166,194,28,15,23,18,13,11,21,773,0,0,0,0,0,0,0,0,0,0,3,1169,281,330,44,27,33,26,13,9,68,2002,1257,46,28,6,4,3,3,6,3,37,1404,317,30,26,3
SED20401,795,108,143,116,116,94,34,23,1966,0,0,0,0,0,0,0,0,0,0,4,462,416,904,138,172,134,131,113,37,45,2548,483,117,132,25,8,13,13,10,0,20,817,370,385,535,74,72,51,28,30,18,20,1590,19,29,72,11,8,16,13,10,3,7,191,0,0,4,0,0,0,0,0,0,0,4,398,417,606,89,84,65,42,41,28,21,1787,0,0,0,0,0,0,0,0,0,3,3,880,533,737,105,93,80,52,50,28,40,2606,873,93,53,10,7,6,5,4,0,26,1073,486,156,169,17,12,10,15,8,4,10,886,73,36,71,11,12,3,5,6,4,14,247,7,3,0,0,0,0,0,0,0,0,8,564,194,238,29,25,12,23,19,8,26,1141,0,0,0,0,0,0,0,0,0,0,3,1441,285,290,37,35,18,23,22,8,52,2212,1175,50,14,3,0,0,0,3,0,23,1281,504,59,29,7
SED20508,68,10,6,12,14,15,4,5,185,0,0,0,0,0,0,0,0,0,0,4,121,62,134,26,24,28,17,19,12,13,437,269,104,106,34,15,12,9,12,3,16,578,54,48,69,9,9,9,0,8,0,3,211,0,4,3,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,3,53,47,73,9,11,9,0,8,0,3,215,3,0,0,0,0,0,0,0,0,0,3,319,151,182,41,24,20,4,19,6,18,800,662,75,74,11,7,5,5,0,3,30,877,95,20,42,0,3,3,7,0,0,4,183,3,0,7,0,0,0,0,3,0,3,19,0,0,0,0,0,0,0,0,0,0,0,101,25,51,5,3,3,3,3,0,6,205,0,0,0,0,0,0,0,0,0,0,0,766,104,116,16,13,8,9,3,4,41,1087,1045,24,11,3,0,7,4,0,0,39,1137,177,7,12,0
SED20604,177,21,43,35,24,25,20,8,386,0,0,0,0,0,0,0,0,0,3,3,110,63,215,31,58,36,36,29,20,25,620,215,53,50,15,9,3,4,4,0,13,370,59,54,161,18,34,19,13,14,11,5,390,0,0,7,8,4,3,3,0,3,3,35,0,0,4,0,0,0,0,0,0,0,7,63,55,176,30,37,18,16,15,9,8,425,0,0,0,0,0,0,0,0,0,10,9,281,107,229,41,45,19,23,19,11,30,803,502,56,48,6,8,4,9,0,0,30,667,93,29,41,4,5,10,3,3,0,8,204,6,3,11,3,3,0,0,0,0,3,29,0,0,0,0,0,0,0,0,0,0,4,101,36,53,11,12,9,3,3,3,10,234,0,0,0,0,0,0,0,0,0,14,17,605,91,100,19,15,15,13,3,3,53,917,731,19,19,0,4,0,0,0,0,26,800,150,13,15,3
SED20704,203,31,19,35,38,41,27,11,480,0,0,0,0,0,0,0,0,0,0,0,93,69,245,40,33,45,43,47,32,19,663,170,74,56,9,5,7,4,8,0,16,343,30,66,151,31,16,15,12,7,6,6,344,0,5,22,9,0,8,3,3,3,3,62,0,0,0,0,0,0,0,0,0,0,0,32,70,175,35,21,19,16,10,7,14,402,0,0,0,0,0,0,0,0,0,0,0,204,147,229,42,26,24,23,15,10,24,746,354,46,41,3,7,4,0,3,3,13,473,59,44,42,5,7,7,4,3,3,3,182,6,8,28,0,3,9,0,9,0,3,58,0,0,0,0,0,0,0,0,0,0,4,67,54,67,5,10,11,4,8,3,3,242,0,0,0,0,0,0,0,0,0,0,0,421,98,114,9,19,16,9,11,4,17,714,451,16,23,0,0,5,3,0,3,11,514,79,17,3,0
SED20804,218,36,36,49,46,65,29,25,558,0,0,0,0,0,0,0,0,0,75,75,100,52,255,45,43,67,54,76,35,105,829,179,63,76,11,5,7,3,6,0,16,362,49,50,126,15,15,17,16,11,4,6,318,0,3,19,3,3,9,9,7,3,0,61,0,0,0,0,0,0,0,0,0,0,0,49,56,149,17,21,26,24,20,12,6,377,0,0,0,0,0,0,0,0,0,51,52,225,111,224,32,29,32,25,24,12,79,791,428,35,25,0,3,3,3,3,0,26,522,65,39,45,4,3,5,7,0,7,3,174,9,0,19,0,3,11,8,0,3,0,62,0,0,0,0,0,0,0,0,0,0,5,74,42,62,10,9,12,15,3,11,3,239,0,0,0,0,0,0,0,0,0,50,50,499,76,90,13,9,18,17,8,11,80,807,622,19,8,0,7,0,4,0,0,24,690,76,9,5,0
SED20906,744,119,111,132,143,119,73,41,2064,0,0,0,0,0,0,0,0,0,4,3,491,426,917,168,169,169,185,147,83,51,2809,598,300,222,40,41,35,35,30,5,25,1320,685,488,515,92,89,78,84,70,26,28,2162,12,26,48,11,15,28,31,27,19,10,225,3,0,0,0,0,0,0,3,0,0,14,706,520,561,106,108,106,114,92,39,38,2393,0,0,0,0,0,0,0,0,0,0,0,1302,815,780,150,146,143,153,127,49,67,3715,1079,211,125,24,16,6,14,14,8,25,1520,1086,233,182,27,26,23,20,26,11,24,1660,65,26,83,15,17,16,29,24,8,9,304,5,5,0,0,0,0,0,0,0,3,13,1160,264,261,46,47,39,46,52,21,39,1975,0,0,0,0,0,0,0,0,0,0,0,2236,475,383,75,61,47,56,58,26,65,3492,987,51,28,4,9,0,3,0,0,12,1097,1091,43,18,6
SED21001,1617,268,326,416,461,457,238,155,5156,0,0,0,0,0,0,0,0,0,0,0,677,873,1744,309,372,451,482,480,253,171,5807,557,145,132,25,27,17,15,16,16,26,969,842,598,657,111,116,119,127,116,50,34,2773,23,54,111,33,35,56,76,84,61,31,557,3,3,3,0,0,0,0,0,0,0,10,873,655,772,144,148,177,199,200,106,63,3349,0,0,0,0,0,0,0,0,0,0,0,1430,798,902,174,170,193,219,217,122,88,4317,839,150,81,9,11,9,9,5,0,13,1123,1044,269,223,30,36,35,37,28,13,23,1749,157,103,185,30,46,49,67,65,28,54,784,7,0,6,0,0,3,0,0,0,0,16,1211,370,412,64,88,80,106,92,40,78,2545,0,0,0,0,0,0,0,0,0,3,0,2046,521,492,74,99,94,111,99,39,98,3664,843,37,32,3,7,9,0,6,0,26,954,1002,99,35,3
SED21106,268,71,69,91,108,63,47,37,1059,0,0,0,0,0,0,0,0,0,0,3,414,218,538,172,194,197,204,150,93,68,2243,577,332,339,87,76,70,73,76,49,36,1711,371,214,195,52,44,48,63,53,33,23,1085,0,3,22,6,9,15,13,24,11,6,118,0,0,0,0,0,0,0,0,0,0,0,374,218,215,59,50,71,74,79,40,32,1202,3,0,0,0,0,0,0,0,0,0,7,950,549,554,144,124,137,153,153,87,60,2919,1192,277,183,33,45,37,31,37,19,33,1878,574,120,98,19,16,24,21,30,14,15,924,27,8,37,3,14,9,9,17,11,7,131,4,0,0,0,0,0,0,0,0,0,5,603,128,132,17,30,33,31,44,22,23,1064,0,0,0,0,0,0,0,0,0,0,0,1791,401,311,50,77,73,66,75,43,57,2941,1219,66,41,8,5,12,13,11,7,20,1392,623,28,12,8
SED21203,1728,373,386,584,493,420,259,142,5834,0,0,6,0,0,0,0,0,0,101,100,918,737,1830,394,416,608,519,437,263,264,6395,188,72,71,13,15,7,5,8,0,22,410,1307,808,858,120,109,139,103,80,34,79,3638,251,216,233,66,68,126,69,65,57,37,1186,14,13,11,3,0,4,0,0,0,0,45,1573,1035,1098,191,185,269,176,145,94,112,4874,0,0,3,0,0,0,0,0,0,38,39,1765,1106,1173,205,199,277,183,156,96,174,5318,440,40,26,0,3,4,0,3,0,30,549,2549,313,231,44,32,40,26,25,12,84,3362,674,181,158,59,36,90,41,55,42,44,1389,26,6,0,0,0,0,3,0,0,5,49,3247,501,398,101,73,138,69,77,57,137,4802,0,0,0,0,0,0,0,0,0,30,33,3688,539,426,103,76,134,70,79,64,195,5378,511,12,12,0,0,0,0,0,0,27,559,1898,103,63,17
SED21303,926,173,273,400,417,477,295,101,3627,0,0,0,0,0,0,0,0,0,5,5,897,488,1460,374,485,650,653,666,416,183,6268,730,345,333,72,57,52,40,40,9,38,1714,411,269,406,81,83,75,83,101,45,28,1581,22,16,35,3,11,4,14,4,5,7,127,3,0,4,0,0,0,0,0,0,0,9,433,290,447,85,91,81,96,111,47,40,1714,0,0,0,0,0,0,0,0,0,3,3,1171,634,777,154,148,136,130,149,63,79,3431,777,114,59,15,19,7,8,6,3,22,1029,768,106,61,3,14,14,9,4,0,17,999,89,11,18,0,0,5,3,6,8,5,152,3,0,0,0,0,0,0,0,0,0,3,864,118,78,10,18,19,10,11,12,26,1152,3,0,0,0,0,0,0,0,0,0,3,1644,226,144,20,31,23,18,20,8,51,2186,666,18,16,0,3,3,3,3,0,22,735,948,24,15,0
SED21401,1006,167,196,198,184,148,80,92,3341,0,0,3,0,0,0,0,0,0,0,3,760,795,1088,183,215,214,199,156,90,106,3807,362,108,78,16,23,10,12,8,8,20,629,986,514,512,72,81,81,98,58,49,30,2485,20,54,83,21,25,37,39,50,21,27,383,3,6,3,0,3,0,0,0,0,0,22,1006,572,592,94,104,125,143,108,72,56,2885,0,0,0,0,0,0,0,0,0,4,4,1369,681,667,113,127,132,148,122,80,80,3522,604,114,85,6,10,6,4,10,3,13,850,1557,328,246,41,38,38,13,14,20,28,2312,196,97,138,29,50,30,51,29,11,31,675,11,0,0,0,0,0,0,0,0,0,15,1766,431,377,71,91,64,66,46,33,66,3009,0,0,0,0,0,0,0,0,0,3,0,2373,542,459,81,100,71,68,52,34,76,3856,791,63,21,0,3,0,0,5,3,27,917,2094,129,57,14
SED21503,1162,204,299,358,402,359,245,57,3836,0,0,0,0,0,0,0,0,0,0,3,505,493,1286,231,330,406,437,394,273,76,4431,345,113,100,25,18,9,17,17,6,24,670,509,427,453,76,90,77,66,75,45,25,1832,20,41,82,12,15,24,16,21,10,9,256,3,3,3,0,0,0,0,0,0,0,12,533,471,535,94,101,100,81,100,50,34,2100,0,0,0,0,0,0,0,0,0,0,3,882,583,639,113,119,111,102,111,60,60,2774,539,66,50,8,3,5,4,7,0,13,707,957,184,154,15,21,22,19,10,4,33,1416,114,36,72,10,15,11,30,14,13,16,321,8,0,0,0,0,0,0,0,0,0,15,1077,216,225,24,36,33,46,23,21,48,1746,0,0,0,0,0,0,0,0,0,0,3,1625,287,270,36,41,35,51,30,19,65,2457,676,19,24,0,4,0,0,3,0,23,751,1230,88,24,12
SED21608,152,25,44,36,30,25,13,11,388,0,0,0,0,0,0,0,0,0,0,0,93,47,201,38,61,50,41,39,20,21,603,222,78,53,10,10,14,8,3,0,10,406,50,61,86,12,16,13,5,12,3,7,261,0,3,14,3,7,3,0,4,0,0,30,0,0,0,0,0,0,0,0,0,0,3,47,70,100,11,20,14,7,13,6,7,295,0,0,0,0,0,0,0,0,0,0,0,273,144,145,24,31,28,16,20,6,17,702,578,57,58,4,3,3,3,3,0,29,747,95,24,30,5,3,3,5,0,4,8,178,0,3,14,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0,3,100,27,44,9,3,3,3,0,3,4,203,0,0,0,0,0,0,0,0,0,0,0,682,86,97,11,5,5,3,4,5,37,948,788,29,17,4,0,4,0,0,0,42,888,148,9,15,0
SED21706,1294,209,228,297,353,380,239,117,4074,0,0,0,0,0,0,0,0,0,3,6,615,704,1461,245,269,356,399,434,272,138,4903,528,198,124,23,23,17,25,12,13,16,972,727,577,446,63,81,83,74,65,56,32,2203,14,39,61,22,22,26,40,41,22,18,306,0,4,3,0,0,0,0,0,0,0,11,741,620,513,79,99,113,111,109,78,47,2520,0,0,0,0,0,0,0,0,0,0,0,1271,816,638,102,124,127,137,128,92,69,3494,852,130,75,14,12,7,8,7,5,29,1133,1009,218,154,21,37,23,24,19,18,29,1562,86,61,100,17,27,32,25,32,14,26,416,3,0,0,0,0,0,0,0,0,0,7,1102,280,258,41,66,53,49,47,28,56,1984,0,0,0,0,0,0,0,0,0,4,4,1954,408,329,51,74,63,62,55,36,83,3123,913,41,24,5,5,5,3,0,0,17,1007,1014,73,40,5
