CED_NAME16	Age	Sex	Volunteer	adults
Grey	65-74	F	0	4661
Grey	65-74	F	1	2913
Grey	65-74	M		919
Grey	65-74	M	0	5401
Grey	65-74	M	1	2487
Grey	75-84	F		640
Grey	75-84	F	0	2802
Grey	75-84	F	1	1180
Grey	75-84	M		603
Grey	75-84	M	0	2712
Grey	75-84	M	1	1009
Grey	85+	F		420
Grey	85+	F	0	1593
Grey	85+	F	1	237
Grey	85+	M		235
Grey	85+	M	0	961
Grey	85+	M	1	177
Hindmarsh	15-19	F		194
Hindmarsh	15-19	F	0	2885
Hindmarsh	15-19	F	1	882
Hindmarsh	15-19	M		233
Hindmarsh	15-19	M	0	3074
Hindmarsh	15-19	M	1	749
Hindmarsh	20-24	F		272
Hindmarsh	20-24	F	0	3925
Hindmarsh	20-24	F	1	1129
Hindmarsh	20-24	M		264
Hindmarsh	20-24	M	0	4183
Hindmarsh	20-24	M	1	884
Hindmarsh	25-34	F		595
Hindmarsh	25-34	F	0	8595
Hindmarsh	25-34	F	1	1968
Hindmarsh	25-34	M		632
Hindmarsh	25-34	M	0	8634
Hindmarsh	25-34	M	1	1591
Hindmarsh	35-44	F		473
Hindmarsh	35-44	F	0	6789
Hindmarsh	35-44	F	1	2304
Hindmarsh	35-44	M		516
Hindmarsh	35-44	M	0	7330
Hindmarsh	35-44	M	1	1720
Hindmarsh	45-54	F		466
Hindmarsh	45-54	F	0	7249
Hindmarsh	45-54	F	1	2268
Hindmarsh	45-54	M		525
Hindmarsh	45-54	M	0	7443
Hindmarsh	45-54	M	1	1924
Hindmarsh	55-64	F		518
Hindmarsh	55-64	F	0	7362
Hindmarsh	55-64	F	1	1970
Hindmarsh	55-64	M		481
Hindmarsh	55-64	M	0	6728
Hindmarsh	55-64	M	1	1613
Hindmarsh	65-74	F		522
Hindmarsh	65-74	F	0	5644
Hindmarsh	65-74	F	1	1923
Hindmarsh	65-74	M		465
Hindmarsh	65-74	M	0	4985
Hindmarsh	65-74	M	1	1574
Hindmarsh	75-84	F		593
Hindmarsh	75-84	F	0	4140
Hindmarsh	75-84	F	1	929
Hindmarsh	75-84	M		389
Hindmarsh	75-84	M	0	3103
Hindmarsh	75-84	M	1	809
Hindmarsh	85+	F		610
Hindmarsh	85+	F	0	2883
Hindmarsh	85+	F	1	202
Hindmarsh	85+	M		298
Hindmarsh	85+	M	0	1532
Hindmarsh	85+	M	1	165
Kingston	15-19	F		309
Kingston	15-19	F	0	3212
Kingston	15-19	F	1	901
Kingston	15-19	M		315
Kingston	15-19	M	0	3575
Kingston	15-19	M	1	657
Kingston	20-24	F		228
Kingston	20-24	F	0	3492
Kingston	20-24	F	1	777
Kingston	20-24	M		251
Kingston	20-24	M	0	3697
Kingston	20-24	M	1	613
Kingston	25-34	F		507
Kingston	25-34	F	0	7845
Kingston	25-34	F	1	1609
Kingston	25-34	M		526
Kingston	25-34	M	0	8000
Kingston	25-34	M	1	1122
Kingston	35-44	F		488
Kingston	35-44	F	0	6974
Kingston	35-44	F	1	2405
Kingston	35-44	M		521
Kingston	35-44	M	0	7326
Kingston	35-44	M	1	1603
Kingston	45-54	F		503
Kingston	45-54	F	0	7534
Kingston	45-54	F	1	2042
Kingston	45-54	M		526
Kingston	45-54	M	0	7374
Kingston	45-54	M	1	1603
Kingston	55-64	F		507
Kingston	55-64	F	0	7575
Kingston	55-64	F	1	1811
Kingston	55-64	M		518
Kingston	55-64	M	0	6811
Kingston	55-64	M	1	1477
Kingston	65-74	F		564
Kingston	65-74	F	0	5430
Kingston	65-74	F	1	1730
Kingston	65-74	M		471
Kingston	65-74	M	0	5081
Kingston	65-74	M	1	1442
Kingston	75-84	F		485
Kingston	75-84	F	0	2606
Kingston	75-84	F	1	572
Kingston	75-84	M		382
Kingston	75-84	M	0	2321
Kingston	75-84	M	1	504
Kingston	85+	F		345
Kingston	85+	F	0	1391
Kingston	85+	F	1	81
Kingston	85+	M		192
Kingston	85+	M	0	834
Kingston	85+	M	1	79
Makin	15-19	F		256
Makin	15-19	F	0	3345
Makin	15-19	F	1	847
Makin	15-19	M		258
Makin	15-19	M	0	3800
Makin	15-19	M	1	733
Makin	20-24	F		186
Makin	20-24	F	0	3454
Makin	20-24	F	1	884
Makin	20-24	M		270
Makin	20-24	M	0	4107
Makin	20-24	M	1	781
Makin	25-34	F		501
Makin	25-34	F	0	8070
Makin	25-34	F	1	1657
Makin	25-34	M		720
Makin	25-34	M	0	8183
Makin	25-34	M	1	1206
Makin	35-44	F		426
Makin	35-44	F	0	7163
Makin	35-44	F	1	2427
Makin	35-44	M		669
Makin	35-44	M	0	7776
Makin	35-44	M	1	1739
Makin	45-54	F		414
Makin	45-54	F	0	7871
Makin	45-54	F	1	1947
Makin	45-54	M		554
Makin	45-54	M	0	7639
Makin	45-54	M	1	1714
Makin	55-64	F		418
Makin	55-64	F	0	7385
Makin	55-64	F	1	1611
Makin	55-64	M		362
Makin	55-64	M	0	6672
Makin	55-64	M	1	1304
Makin	65-74	F		462
Makin	65-74	F	0	5636
Makin	65-74	F	1	1733
Makin	65-74	M		384
Makin	65-74	M	0	5029
Makin	65-74	M	1	1503
Makin	75-84	F		406
Makin	75-84	F	0	3083
Makin	75-84	F	1	598
Makin	75-84	M		337
Makin	75-84	M	0	2623
Makin	75-84	M	1	569
Makin	85+	F		248
Makin	85+	F	0	1525
Makin	85+	F	1	94
Makin	85+	M		157
Makin	85+	M	0	917
Makin	85+	M	1	77
Mayo	15-19	F		352
Mayo	15-19	F	0	2545
Mayo	15-19	F	1	1217
Mayo	15-19	M		391
Mayo	15-19	M	0	2927
Mayo	15-19	M	1	1081
Mayo	20-24	F		154
Mayo	20-24	F	0	2090
Mayo	20-24	F	1	863
Mayo	20-24	M		214
Mayo	20-24	M	0	2493
Mayo	20-24	M	1	670
Mayo	25-34	F		328
Mayo	25-34	F	0	4293
Mayo	25-34	F	1	1545
Mayo	25-34	M		360
Mayo	25-34	M	0	4251
Mayo	25-34	M	1	1164
Mayo	35-44	F		425
Mayo	35-44	F	0	4855
Mayo	35-44	F	1	3234
Mayo	35-44	M		483
Mayo	35-44	M	0	5050
Mayo	35-44	M	1	2189
Mayo	45-54	F		525
Mayo	45-54	F	0	6276
Mayo	45-54	F	1	3536
Mayo	45-54	M		568
Mayo	45-54	M	0	6307
Mayo	45-54	M	1	2845
Mayo	55-64	F		657
Mayo	55-64	F	0	6954
Mayo	55-64	F	1	3337
Mayo	55-64	M		659
Mayo	55-64	M	0	6854
Mayo	55-64	M	1	2766
Mayo	65-74	F		666
Mayo	65-74	F	0	5529
Mayo	65-74	F	1	3457
Mayo	65-74	M		619
Mayo	65-74	M	0	5632
Mayo	65-74	M	1	3009
Mayo	75-84	F		532
Mayo	75-84	F	0	2758
Mayo	75-84	F	1	1232
Mayo	75-84	M		437
Mayo	75-84	M	0	2726
Mayo	75-84	M	1	1171
Mayo	85+	F		317
Mayo	85+	F	0	1623
Mayo	85+	F	1	202
Mayo	85+	M		207
Mayo	85+	M	0	1051
Mayo	85+	M	1	180
Port Adelaide	15-19	F		330
Port Adelaide	15-19	F	0	3864
Port Adelaide	15-19	F	1	755
Port Adelaide	15-19	M		413
Port Adelaide	15-19	M	0	4169
Port Adelaide	15-19	M	1	633
Port Adelaide	20-24	F		302
Port Adelaide	20-24	F	0	4443
Port Adelaide	20-24	F	1	880
Port Adelaide	20-24	M		341
Port Adelaide	20-24	M	0	4621
Port Adelaide	20-24	M	1	704
Port Adelaide	25-34	F		642
Port Adelaide	25-34	F	0	10072
Port Adelaide	25-34	F	1	1719
Port Adelaide	25-34	M		690
Port Adelaide	25-34	M	0	10022
Port Adelaide	25-34	M	1	1381
Port Adelaide	35-44	F		546
Port Adelaide	35-44	F	0	8311
Port Adelaide	35-44	F	1	2064
Port Adelaide	35-44	M		648
Port Adelaide	35-44	M	0	8680
Port Adelaide	35-44	M	1	1569
Port Adelaide	45-54	F		599
Port Adelaide	45-54	F	0	9180
Port Adelaide	45-54	F	1	1926
Port Adelaide	45-54	M		681
Port Adelaide	45-54	M	0	9110
Port Adelaide	45-54	M	1	1568
Port Adelaide	55-64	F		605
Port Adelaide	55-64	F	0	7997
Port Adelaide	55-64	F	1	1620
Port Adelaide	55-64	M		598
Port Adelaide	55-64	M	0	7907
Port Adelaide	55-64	M	1	1310
Port Adelaide	65-74	F		551
Port Adelaide	65-74	F	0	4994
Port Adelaide	65-74	F	1	1093
Port Adelaide	65-74	M		514
Port Adelaide	65-74	M	0	4729
Port Adelaide	65-74	M	1	951
Port Adelaide	75-84	F		437
Port Adelaide	75-84	F	0	3481
Port Adelaide	75-84	F	1	427
Port Adelaide	75-84	M		363
Port Adelaide	75-84	M	0	2528
Port Adelaide	75-84	M	1	337
Port Adelaide	85+	F		311
Port Adelaide	85+	F	0	1921
Port Adelaide	85+	F	1	90
Port Adelaide	85+	M		159
Port Adelaide	85+	M	0	1089
Port Adelaide	85+	M	1	53
Sturt	15-19	F		206
Sturt	15-19	F	0	3247
Sturt	15-19	F	1	1168
Sturt	15-19	M		227
Sturt	15-19	M	0	3410
Sturt	15-19	M	1	929
Sturt	20-24	F		148
Sturt	20-24	F	0	3312
Sturt	20-24	F	1	1071
Sturt	20-24	M		179
Sturt	20-24	M	0	3794
Sturt	20-24	M	1	784
Sturt	25-34	F		382
Sturt	25-34	F	0	7457
Sturt	25-34	F	1	1752
Sturt	25-34	M		403
Sturt	25-34	M	0	7381
Sturt	25-34	M	1	1437
Sturt	35-44	F		371
Sturt	35-44	F	0	6905
Sturt	35-44	F	1	2606
Sturt	35-44	M		418
Sturt	35-44	M	0	7027
Sturt	35-44	M	1	1870
Sturt	45-54	F		360
Sturt	45-54	F	0	7300
Sturt	45-54	F	1	2556
Sturt	45-54	M		463
Sturt	45-54	M	0	7119
Sturt	45-54	M	1	2169
Sturt	55-64	F		373
Sturt	55-64	F	0	6725
Sturt	55-64	F	1	2120
Sturt	55-64	M		355
Sturt	55-64	M	0	5968
Sturt	55-64	M	1	1602
Sturt	65-74	F		472
Sturt	65-74	F	0	5521
Sturt	65-74	F	1	2404
Sturt	65-74	M		347
Sturt	65-74	M	0	4568
Sturt	65-74	M	1	1820
Sturt	75-84	F		539
Sturt	75-84	F	0	4169
Sturt	75-84	F	1	1117
Sturt	75-84	M		394
Sturt	75-84	M	0	3194
Sturt	75-84	M	1	979
Sturt	85+	F		385
Sturt	85+	F	0	2948
Sturt	85+	F	1	270
Sturt	85+	M		215
Sturt	85+	M	0	1547
Sturt	85+	M	1	194
Wakefield	15-19	F		443
Wakefield	15-19	F	0	3892
Wakefield	15-19	F	1	998
Wakefield	15-19	M		548
Wakefield	15-19	M	0	4299
Wakefield	15-19	M	1	837
Wakefield	20-24	F		401
Wakefield	20-24	F	0	4354
Wakefield	20-24	F	1	919
Wakefield	20-24	M		401
Wakefield	20-24	M	0	4638
Wakefield	20-24	M	1	776
Wakefield	25-34	F		744
Wakefield	25-34	F	0	9031
Wakefield	25-34	F	1	1813
Wakefield	25-34	M		818
Wakefield	25-34	M	0	8830
Wakefield	25-34	M	1	1353
Wakefield	35-44	F		601
Wakefield	35-44	F	0	6927
Wakefield	35-44	F	1	2537
Wakefield	35-44	M		746
Wakefield	35-44	M	0	7524
Wakefield	35-44	M	1	1703
Wakefield	45-54	F		702
Wakefield	45-54	F	0	8386
Wakefield	45-54	F	1	2417
Wakefield	45-54	M		764
Wakefield	45-54	M	0	8505
Wakefield	45-54	M	1	1991
Wakefield	55-64	F		661
Wakefield	55-64	F	0	7179
Wakefield	55-64	F	1	2008
Wakefield	55-64	M		780
Wakefield	55-64	M	0	7537
Wakefield	55-64	M	1	1756
Wakefield	65-74	F		631
Wakefield	65-74	F	0	4722
Wakefield	65-74	F	1	1724
Wakefield	65-74	M		625
Wakefield	65-74	M	0	4711
Wakefield	65-74	M	1	1434
Wakefield	75-84	F		615
Wakefield	75-84	F	0	3002
Wakefield	75-84	F	1	679
Wakefield	75-84	M		451
Wakefield	75-84	M	0	2585
Wakefield	75-84	M	1	559
Wakefield	85+	F		296
Wakefield	85+	F	0	1537
Wakefield	85+	F	1	134
Wakefield	85+	M		213
Wakefield	85+	M	0	938
Wakefield	85+	M	1	91
No usual address (SA)	15-19	F		14
No usual address (SA)	15-19	F	0	47
No usual address (SA)	15-19	F	1	15
No usual address (SA)	15-19	M		16
No usual address (SA)	15-19	M	0	62
No usual address (SA)	15-19	M	1	15
No usual address (SA)	20-24	F		13
No usual address (SA)	20-24	F	0	70
No usual address (SA)	20-24	F	1	12
No usual address (SA)	20-24	M		36
No usual address (SA)	20-24	M	0	105
No usual address (SA)	20-24	M	1	26
No usual address (SA)	25-34	F		41
No usual address (SA)	25-34	F	0	136
No usual address (SA)	25-34	F	1	35
No usual address (SA)	25-34	M		73
No usual address (SA)	25-34	M	0	243
No usual address (SA)	25-34	M	1	39
No usual address (SA)	35-44	F		38
No usual address (SA)	35-44	F	0	77
No usual address (SA)	35-44	F	1	22
No usual address (SA)	35-44	M		80
No usual address (SA)	35-44	M	0	165
No usual address (SA)	35-44	M	1	29
No usual address (SA)	45-54	F		49
No usual address (SA)	45-54	F	0	133
No usual address (SA)	45-54	F	1	17
No usual address (SA)	45-54	M		102
No usual address (SA)	45-54	M	0	152
No usual address (SA)	45-54	M	1	26
No usual address (SA)	55-64	F		28
No usual address (SA)	55-64	F	0	116
No usual address (SA)	55-64	F	1	28
No usual address (SA)	55-64	M		63
No usual address (SA)	55-64	M	0	143
No usual address (SA)	55-64	M	1	33
No usual address (SA)	65-74	F		15
No usual address (SA)	65-74	F	0	67
No usual address (SA)	65-74	F	1	18
No usual address (SA)	65-74	M		36
No usual address (SA)	65-74	M	0	121
No usual address (SA)	65-74	M	1	13
No usual address (SA)	75-84	F	0	18
No usual address (SA)	75-84	M		3
No usual address (SA)	75-84	M	0	36
No usual address (SA)	75-84	M	1	3
No usual address (SA)	85+	F	0	5
No usual address (SA)	85+	M	0	9
Brand	15-19	F		416
Brand	15-19	F	0	3779
Brand	15-19	F	1	927
Brand	15-19	M		516
Brand	15-19	M	0	4086
Brand	15-19	M	1	778
Brand	20-24	F		473
Brand	20-24	F	0	4310
Brand	20-24	F	1	757
Brand	20-24	M		748
Brand	20-24	M	0	4525
Brand	20-24	M	1	569
Brand	25-34	F		998
Brand	25-34	F	0	10102
Brand	25-34	F	1	1952
Brand	25-34	M		1582
Brand	25-34	M	0	9905
Brand	25-34	M	1	1269
Brand	35-44	F		746
Brand	35-44	F	0	8381
Brand	35-44	F	1	2436
Brand	35-44	M		1264
Brand	35-44	M	0	8791
Brand	35-44	M	1	1544
Brand	45-54	F		745
Brand	45-54	F	0	8246
Brand	45-54	F	1	1882
Brand	45-54	M		1075
Brand	45-54	M	0	8517
Brand	45-54	M	1	1387
Brand	55-64	F		576
Brand	55-64	F	0	6164
Brand	55-64	F	1	1220
Brand	55-64	M		658
Brand	55-64	M	0	6183
Brand	55-64	M	1	920
Brand	65-74	F		520
Brand	65-74	F	0	4188
Brand	65-74	F	1	924
Brand	65-74	M		542
Brand	65-74	M	0	4074
Brand	65-74	M	1	765
Brand	75-84	F		505
Brand	75-84	F	0	2254
Brand	75-84	F	1	407
Brand	75-84	M		389
Brand	75-84	M	0	2097
Brand	75-84	M	1	303
Brand	85+	F		259
Brand	85+	F	0	905
Brand	85+	F	1	62
Brand	85+	M		170
Brand	85+	M	0	596
Brand	85+	M	1	44
Burt	15-19	F		349
Burt	15-19	F	0	3902
Burt	15-19	F	1	1060
Burt	15-19	M		405
Burt	15-19	M	0	4321
Burt	15-19	M	1	869
Burt	20-24	F		331
Burt	20-24	F	0	4326
Burt	20-24	F	1	969
Burt	20-24	M		541
Burt	20-24	M	0	4724
Burt	20-24	M	1	748
Burt	25-34	F		756
Burt	25-34	F	0	11199
Burt	25-34	F	1	2104
Burt	25-34	M		1281
Burt	25-34	M	0	11188
Burt	25-34	M	1	1568
Burt	35-44	F		643
Burt	35-44	F	0	9025
Burt	35-44	F	1	2594
Burt	35-44	M		1081
Burt	35-44	M	0	9643
Burt	35-44	M	1	1881
Burt	45-54	F		537
Burt	45-54	F	0	8127
Burt	45-54	F	1	1999
Burt	45-54	M		788
Burt	45-54	M	0	8229
Burt	45-54	M	1	1642
Burt	55-64	F		521
Burt	55-64	F	0	6900
Burt	55-64	F	1	1314
Burt	55-64	M		546
Burt	55-64	M	0	6487
Burt	55-64	M	1	1087
Burt	65-74	F		460
Burt	65-74	F	0	4291
Burt	65-74	F	1	938
Burt	65-74	M		427
Burt	65-74	M	0	4229
Burt	65-74	M	1	784
Burt	75-84	F		415
Burt	75-84	F	0	2108
Burt	75-84	F	1	368
Burt	75-84	M		306
Burt	75-84	M	0	1833
Burt	75-84	M	1	304
Burt	85+	F		277
Burt	85+	F	0	791
Burt	85+	F	1	42
Burt	85+	M		156
Burt	85+	M	0	532
Burt	85+	M	1	40
Canning	15-19	F		333
Canning	15-19	F	0	3115
Canning	15-19	F	1	942
Canning	15-19	M		381
Canning	15-19	M	0	3316
Canning	15-19	M	1	788
Canning	20-24	F		253
Canning	20-24	F	0	3073
Canning	20-24	F	1	672
Canning	20-24	M		312
Canning	20-24	M	0	3276
Canning	20-24	M	1	474
Canning	25-34	F		561
Canning	25-34	F	0	6664
Canning	25-34	F	1	1475
Canning	25-34	M		763
Canning	25-34	M	0	6555
Canning	25-34	M	1	963
Canning	35-44	F		574
Canning	35-44	F	0	6044
Canning	35-44	F	1	2425
Canning	35-44	M		810
Canning	35-44	M	0	6307
Canning	35-44	M	1	1437
Canning	45-54	F		644
Canning	45-54	F	0	7166
Canning	45-54	F	1	2182
Canning	45-54	M		848
Canning	45-54	M	0	7297
Canning	45-54	M	1	1624
Canning	55-64	F		655
Canning	55-64	F	0	7204
Canning	55-64	F	1	1701
Canning	55-64	M		752
Canning	55-64	M	0	6774
Canning	55-64	M	1	1268
Canning	65-74	F		724
Canning	65-74	F	0	5796
Canning	65-74	F	1	1679
Canning	65-74	M		744
Canning	65-74	M	0	5970
Canning	65-74	M	1	1424
Canning	75-84	F		673
Canning	75-84	F	0	3275
Canning	75-84	F	1	670
Canning	75-84	M		565
Canning	75-84	M	0	3166
Canning	75-84	M	1	627
Canning	85+	F		321
Canning	85+	F	0	1305
Canning	85+	F	1	89
Canning	85+	M		237
Canning	85+	M	0	932
Canning	85+	M	1	97
Cowan	15-19	F		270
Cowan	15-19	F	0	3634
Cowan	15-19	F	1	1014
Cowan	15-19	M		371
Cowan	15-19	M	0	4155
Cowan	15-19	M	1	839
Cowan	20-24	F		259
Cowan	20-24	F	0	3536
Cowan	20-24	F	1	844
Cowan	20-24	M		321
Cowan	20-24	M	0	4107
Cowan	20-24	M	1	656
Cowan	25-34	F		573
Cowan	25-34	F	0	8711
Cowan	25-34	F	1	1521
Cowan	25-34	M		641
Cowan	25-34	M	0	8875
Cowan	25-34	M	1	1051
Cowan	35-44	F		454
Cowan	35-44	F	0	7960
Cowan	35-44	F	1	2348
Cowan	35-44	M		603
Cowan	35-44	M	0	8459
Cowan	35-44	M	1	1580
Cowan	45-54	F		515
Cowan	45-54	F	0	7858
Cowan	45-54	F	1	1847
Cowan	45-54	M		625
Cowan	45-54	M	0	7886
Cowan	45-54	M	1	1528
Cowan	55-64	F		414
Cowan	55-64	F	0	6568
Cowan	55-64	F	1	1082
Cowan	55-64	M		462
Cowan	55-64	M	0	6313
Cowan	55-64	M	1	903
Cowan	65-74	F		383
Cowan	65-74	F	0	4244
Cowan	65-74	F	1	820
Cowan	65-74	M		355
Cowan	65-74	M	0	4091
Cowan	65-74	M	1	677
Cowan	75-84	F		310
Cowan	75-84	F	0	2196
Cowan	75-84	F	1	270
Cowan	75-84	M		229
Cowan	75-84	M	0	1721
Cowan	75-84	M	1	264
Cowan	85+	F		126
Cowan	85+	F	0	998
Cowan	85+	F	1	45
Cowan	85+	M		88
Cowan	85+	M	0	554
Cowan	85+	M	1	36
Curtin	15-19	F		243
Curtin	15-19	F	0	2319
Curtin	15-19	F	1	1929
Curtin	15-19	M		256
Curtin	15-19	M	0	2738
Curtin	15-19	M	1	1576
Curtin	20-24	F		300
Curtin	20-24	F	0	3007
Curtin	20-24	F	1	1550
Curtin	20-24	M		312
Curtin	20-24	M	0	3470
Curtin	20-24	M	1	1289
Curtin	25-34	F		942
Curtin	25-34	F	0	7679
Curtin	25-34	F	1	2350
Curtin	25-34	M		962
Curtin	25-34	M	0	7678
Curtin	25-34	M	1	1842
Curtin	35-44	F		558
Curtin	35-44	F	0	6059
Curtin	35-44	F	1	3064
Curtin	35-44	M		692
Curtin	35-44	M	0	6319
Curtin	35-44	M	1	2050
Curtin	45-54	F		561
Curtin	45-54	F	0	5794
Curtin	45-54	F	1	3590
Curtin	45-54	M		621
Curtin	45-54	M	0	5772
Curtin	45-54	M	1	2732
Curtin	55-64	F		555
Curtin	55-64	F	0	5565
Curtin	55-64	F	1	2254
Curtin	55-64	M		552
Curtin	55-64	M	0	5309
Curtin	55-64	M	1	1923
Curtin	65-74	F		472
Curtin	65-74	F	0	4169
Curtin	65-74	F	1	1835
Curtin	65-74	M		473
Curtin	65-74	M	0	3848
Curtin	65-74	M	1	1477
Curtin	75-84	F		495
Curtin	75-84	F	0	2817
Curtin	75-84	F	1	949
Curtin	75-84	M		320
Curtin	75-84	M	0	2178
Curtin	75-84	M	1	759
Curtin	85+	F		434
Curtin	85+	F	0	1880
Curtin	85+	F	1	197
Curtin	85+	M		184
Curtin	85+	M	0	997
Curtin	85+	M	1	130
Durack	15-19	F		710
Durack	15-19	F	0	2777
Durack	15-19	F	1	856
Durack	15-19	M		851
Durack	15-19	M	0	3237
Durack	15-19	M	1	863
Durack	20-24	F		638
Durack	20-24	F	0	3331
Durack	20-24	F	1	829
Durack	20-24	M		893
Durack	20-24	M	0	3766
Durack	20-24	M	1	724
Durack	25-34	F		1852
Durack	25-34	F	0	8908
Durack	25-34	F	1	3186
Durack	25-34	M		3120
Durack	25-34	M	0	11370
Durack	25-34	M	1	2547
Durack	35-44	F		1421
Durack	35-44	F	0	6747
Durack	35-44	F	1	3940
Durack	35-44	M		2672
Durack	35-44	M	0	9795
Durack	35-44	M	1	3192
Durack	45-54	F		1452
Durack	45-54	F	0	6908
Durack	45-54	F	1	3272
Durack	45-54	M		2331
Durack	45-54	M	0	9416
Durack	45-54	M	1	3167
Durack	55-64	F		1078
Durack	55-64	F	0	5987
Durack	55-64	F	1	2320
Durack	55-64	M		1671
Durack	55-64	M	0	7861
Durack	55-64	M	1	2276
Durack	65-74	F		654
Durack	65-74	F	0	3116
Durack	65-74	F	1	1456
Durack	65-74	M		843
Durack	65-74	M	0	4177
Durack	65-74	M	1	1325
Durack	75-84	F		429
Durack	75-84	F	0	1403
Durack	75-84	F	1	607
Durack	75-84	M		436
Durack	75-84	M	0	1598
Durack	75-84	M	1	499
Durack	85+	F		184
Durack	85+	F	0	626
Durack	85+	F	1	98
Durack	85+	M		163
Durack	85+	M	0	478
Durack	85+	M	1	101
Forrest	15-19	F		443
Forrest	15-19	F	0	2789
Forrest	15-19	F	1	1157
Forrest	15-19	M		514
Forrest	15-19	M	0	3244
Forrest	15-19	M	1	1010
Forrest	20-24	F		275
Forrest	20-24	F	0	2490
Forrest	20-24	F	1	560
Forrest	20-24	M		295
Forrest	20-24	M	0	2683
Forrest	20-24	M	1	439
Forrest	25-34	F		634
Forrest	25-34	F	0	6609
Forrest	25-34	F	1	1697
Forrest	25-34	M		814
Forrest	25-34	M	0	6375
Forrest	25-34	M	1	1075
Forrest	35-44	F		670
Forrest	35-44	F	0	6262
Forrest	35-44	F	1	3238
Forrest	35-44	M		909
Forrest	35-44	M	0	6756
Forrest	35-44	M	1	2048
Forrest	45-54	F		719
Forrest	45-54	F	0	6745
Forrest	45-54	F	1	3022
Forrest	45-54	M		947
Forrest	45-54	M	0	6869
Forrest	45-54	M	1	2304
Forrest	55-64	F		773
Forrest	55-64	F	0	6674
Forrest	55-64	F	1	2472
Forrest	55-64	M		804
Forrest	55-64	M	0	6509
Forrest	55-64	M	1	1924
Forrest	65-74	F		689
Forrest	65-74	F	0	4467
Forrest	65-74	F	1	2157
Forrest	65-74	M		717
Forrest	65-74	M	0	4774
Forrest	65-74	M	1	1876
Forrest	75-84	F		585
Forrest	75-84	F	0	2409
Forrest	75-84	F	1	840
Forrest	75-84	M		456
Forrest	75-84	M	0	2165
Forrest	75-84	M	1	696
Forrest	85+	F		308
Forrest	85+	F	0	1253
Forrest	85+	F	1	134
Forrest	85+	M		179
Forrest	85+	M	0	767
Forrest	85+	M	1	101
Fremantle	15-19	F		272
Fremantle	15-19	F	0	2895
Fremantle	15-19	F	1	1023
Fremantle	15-19	M		358
Fremantle	15-19	M	0	3136
Fremantle	15-19	M	1	774
Fremantle	20-24	F		325
Fremantle	20-24	F	0	3313
Fremantle	20-24	F	1	988
Fremantle	20-24	M		321
Fremantle	20-24	M	0	3576
Fremantle	20-24	M	1	603
Fremantle	25-34	F		899
Fremantle	25-34	F	0	9197
Fremantle	25-34	F	1	1974
Fremantle	25-34	M		972
Fremantle	25-34	M	0	8971
Fremantle	25-34	M	1	1411
Fremantle	35-44	F		688
Fremantle	35-44	F	0	7872
Fremantle	35-44	F	1	2773
Fremantle	35-44	M		849
Fremantle	35-44	M	0	8578
Fremantle	35-44	M	1	1880
Fremantle	45-54	F		666
Fremantle	45-54	F	0	7380
Fremantle	45-54	F	1	2412
Fremantle	45-54	M		800
Fremantle	45-54	M	0	7604
Fremantle	45-54	M	1	1865
Fremantle	55-64	F		587
Fremantle	55-64	F	0	6528
Fremantle	55-64	F	1	1526
Fremantle	55-64	M		578
Fremantle	55-64	M	0	6217
Fremantle	55-64	M	1	1226
Fremantle	65-74	F		487
Fremantle	65-74	F	0	4299
Fremantle	65-74	F	1	1025
Fremantle	65-74	M		444
Fremantle	65-74	M	0	4040
Fremantle	65-74	M	1	859
Fremantle	75-84	F		523
Fremantle	75-84	F	0	2481
Fremantle	75-84	F	1	398
Fremantle	75-84	M		399
Fremantle	75-84	M	0	2130
Fremantle	75-84	M	1	325
Fremantle	85+	F		409
Fremantle	85+	F	0	1165
Fremantle	85+	F	1	86
Fremantle	85+	M		192
Fremantle	85+	M	0	655
Fremantle	85+	M	1	35
Hasluck	15-19	F		336
Hasluck	15-19	F	0	3093
Hasluck	15-19	F	1	999
Hasluck	15-19	M		373
Hasluck	15-19	M	0	3514
Hasluck	15-19	M	1	972
Hasluck	20-24	F		299
Hasluck	20-24	F	0	3187
Hasluck	20-24	F	1	737
Hasluck	20-24	M		532
Hasluck	20-24	M	0	3684
Hasluck	20-24	M	1	580
Hasluck	25-34	F		584
Hasluck	25-34	F	0	7289
Hasluck	25-34	F	1	1493
Hasluck	25-34	M		1393
Hasluck	25-34	M	0	7523
Hasluck	25-34	M	1	1134
Hasluck	35-44	F		553
Hasluck	35-44	F	0	6501
Hasluck	35-44	F	1	2539
Hasluck	35-44	M		1166
Hasluck	35-44	M	0	7129
Hasluck	35-44	M	1	1610
Hasluck	45-54	F		583
Hasluck	45-54	F	0	7056
Hasluck	45-54	F	1	2366
Hasluck	45-54	M		958
Hasluck	45-54	M	0	7469
Hasluck	45-54	M	1	1788
Hasluck	55-64	F		532
Hasluck	55-64	F	0	6458
Hasluck	55-64	F	1	1630
Hasluck	55-64	M		753
Hasluck	55-64	M	0	6483
Hasluck	55-64	M	1	1364
Hasluck	65-74	F		562
Hasluck	65-74	F	0	4550
Hasluck	65-74	F	1	1481
Hasluck	65-74	M		541
Hasluck	65-74	M	0	4695
Hasluck	65-74	M	1	1198
Hasluck	75-84	F		445
Hasluck	75-84	F	0	2403
Hasluck	75-84	F	1	594
Hasluck	75-84	M		391
Hasluck	75-84	M	0	2187
