CED_NAME16	Age	UsualResidence	persons
Wakefield	65-74	Visitor from SA	398
Wakefield	65-74	Visitor from TAS	12
Wakefield	65-74	Visitor from VIC	55
Wakefield	65-74	Visitor from WA	4
Wakefield	65-74	Visitor same SA2	38
Wakefield	75-84	Home	7475
Wakefield	75-84	Visitor from NSW	7
Wakefield	75-84	Visitor from QLD	3
Wakefield	75-84	Visitor from SA	267
Wakefield	75-84	Visitor from VIC	8
Wakefield	75-84	Visitor same SA2	29
Wakefield	85+	Home	3034
Wakefield	85+	Visitor from SA	161
Wakefield	85+	Visitor from VIC	9
Wakefield	85+	Visitor same SA2	21
Migratory - Offshore - Shipping (SA)	0-14	Visitor from NT	5
Migratory - Offshore - Shipping (SA)	15-24	Visitor from NT	4
Migratory - Offshore - Shipping (SA)	15-24	Visitor from SA	11
Migratory - Offshore - Shipping (SA)	15-24	Visitor from VIC	5
Migratory - Offshore - Shipping (SA)	25-34	Visitor from NSW	4
Migratory - Offshore - Shipping (SA)	25-34	Visitor from NT	3
Migratory - Offshore - Shipping (SA)	25-34	Visitor from SA	20
Migratory - Offshore - Shipping (SA)	25-34	Visitor from VIC	7
Migratory - Offshore - Shipping (SA)	35-44	Visitor from NT	3
Migratory - Offshore - Shipping (SA)	35-44	Visitor from SA	3
Migratory - Offshore - Shipping (SA)	45-54	Visitor from NSW	5
Migratory - Offshore - Shipping (SA)	45-54	Visitor from SA	7
Migratory - Offshore - Shipping (SA)	45-54	Visitor from WA	4
Migratory - Offshore - Shipping (SA)	55-64	Home	3
Migratory - Offshore - Shipping (SA)	55-64	Visitor from NSW	13
Migratory - Offshore - Shipping (SA)	55-64	Visitor from NT	6
Migratory - Offshore - Shipping (SA)	55-64	Visitor from QLD	3
Migratory - Offshore - Shipping (SA)	55-64	Visitor from SA	7
Migratory - Offshore - Shipping (SA)	55-64	Visitor from VIC	3
Migratory - Offshore - Shipping (SA)	55-64	Visitor from WA	3
Migratory - Offshore - Shipping (SA)	65-74	Visitor from NSW	13
Migratory - Offshore - Shipping (SA)	65-74	Visitor from QLD	10
Migratory - Offshore - Shipping (SA)	65-74	Visitor from SA	3
Migratory - Offshore - Shipping (SA)	65-74	Visitor from VIC	10
Migratory - Offshore - Shipping (SA)	65-74	Visitor from WA	3
Migratory - Offshore - Shipping (SA)	75-84	Visitor from NSW	14
Migratory - Offshore - Shipping (SA)	75-84	Visitor from QLD	4
Migratory - Offshore - Shipping (SA)	75-84	Visitor from SA	4
Migratory - Offshore - Shipping (SA)	75-84	Visitor from TAS	3
Migratory - Offshore - Shipping (SA)	75-84	Visitor from VIC	10
Migratory - Offshore - Shipping (SA)	85+	Visitor from NSW	3
Brand	0-14	Home	35843
Brand	0-14	Visitor from NSW	24
Brand	0-14	Visitor from NT	9
Brand	0-14	Visitor from QLD	6
Brand	0-14	Visitor from WA	557
Brand	0-14	Visitor same SA2	33
Brand	15-24	Home	20631
Brand	15-24	Visitor from NSW	74
Brand	15-24	Visitor from QLD	25
Brand	15-24	Visitor from SA	5
Brand	15-24	Visitor from VIC	8
Brand	15-24	Visitor from WA	855
Brand	15-24	Visitor same SA2	63
Brand	25-34	Home	23671
Brand	25-34	Visitor from ACT	6
Brand	25-34	Visitor from NSW	127
Brand	25-34	Visitor from NT	3
Brand	25-34	Visitor from QLD	22
Brand	25-34	Visitor from SA	12
Brand	25-34	Visitor from TAS	7
Brand	25-34	Visitor from VIC	24
Brand	25-34	Visitor from WA	985
Brand	25-34	Visitor same SA2	56
Brand	35-44	Home	21569
Brand	35-44	Visitor from ACT	10
Brand	35-44	Visitor from NSW	74
Brand	35-44	Visitor from NT	6
Brand	35-44	Visitor from QLD	13
Brand	35-44	Visitor from SA	7
Brand	35-44	Visitor from TAS	3
Brand	35-44	Visitor from VIC	16
Brand	35-44	Visitor from WA	536
Brand	35-44	Visitor same SA2	32
Brand	45-54	Home	20306
Brand	45-54	Visitor from ACT	10
Brand	45-54	Visitor from NSW	35
Brand	45-54	Visitor from NT	6
Brand	45-54	Visitor from QLD	15
Brand	45-54	Visitor from SA	8
Brand	45-54	Visitor from TAS	4
Brand	45-54	Visitor from VIC	17
Brand	45-54	Visitor from WA	437
Brand	45-54	Visitor same SA2	19
Brand	55-64	Home	14654
Brand	55-64	Visitor from ACT	6
Brand	55-64	Visitor from NSW	52
Brand	55-64	Visitor from NT	13
Brand	55-64	Visitor from QLD	29
Brand	55-64	Visitor from SA	23
Brand	55-64	Visitor from TAS	12
Brand	55-64	Visitor from VIC	25
Brand	55-64	Visitor from WA	328
Brand	55-64	Visitor same SA2	15
Brand	65-74	Home	10210
Brand	65-74	Visitor from ACT	3
Brand	65-74	Visitor from NSW	29
Brand	65-74	Visitor from QLD	24
Brand	65-74	Visitor from SA	12
Brand	65-74	Visitor from TAS	4
Brand	65-74	Visitor from VIC	29
Brand	65-74	Visitor from WA	251
Brand	65-74	Visitor same SA2	18
Brand	75-84	Home	5626
Brand	75-84	Visitor from NSW	14
Brand	75-84	Visitor from QLD	3
Brand	75-84	Visitor from SA	7
Brand	75-84	Visitor from TAS	4
Brand	75-84	Visitor from VIC	6
Brand	75-84	Visitor from WA	149
Brand	75-84	Visitor same SA2	23
Brand	85+	Home	1936
Brand	85+	Visitor from NSW	3
Brand	85+	Visitor from QLD	4
Brand	85+	Visitor from VIC	4
Brand	85+	Visitor from WA	67
Brand	85+	Visitor same SA2	8
Burt	0-14	Home	36218
Burt	0-14	Visitor from NSW	11
Burt	0-14	Visitor from NT	3
Burt	0-14	Visitor from QLD	3
Burt	0-14	Visitor from VIC	8
Burt	0-14	Visitor from WA	479
Burt	0-14	Visitor same SA2	31
Burt	15-24	Home	21681
Burt	15-24	Visitor from NSW	18
Burt	15-24	Visitor from QLD	12
Burt	15-24	Visitor from SA	3
Burt	15-24	Visitor from TAS	3
Burt	15-24	Visitor from VIC	10
Burt	15-24	Visitor from WA	749
Burt	15-24	Visitor same SA2	27
Burt	25-34	Home	26635
Burt	25-34	Visitor from NSW	16
Burt	25-34	Visitor from OT	3
Burt	25-34	Visitor from QLD	5
Burt	25-34	Visitor from SA	3
Burt	25-34	Visitor from VIC	13
Burt	25-34	Visitor from WA	709
Burt	25-34	Visitor same SA2	15
Burt	35-44	Home	23817
Burt	35-44	Visitor from ACT	3
Burt	35-44	Visitor from NSW	4
Burt	35-44	Visitor from NT	4
Burt	35-44	Visitor from QLD	6
Burt	35-44	Visitor from SA	7
Burt	35-44	Visitor from VIC	7
Burt	35-44	Visitor from WA	380
Burt	35-44	Visitor same SA2	26
Burt	45-54	Home	20302
Burt	45-54	Visitor from NSW	10
Burt	45-54	Visitor from NT	5
Burt	45-54	Visitor from OT	3
Burt	45-54	Visitor from QLD	9
Burt	45-54	Visitor from SA	3
Burt	45-54	Visitor from TAS	4
Burt	45-54	Visitor from VIC	10
Burt	45-54	Visitor from WA	348
Burt	45-54	Visitor same SA2	13
Burt	55-64	Home	16060
Burt	55-64	Visitor from NSW	9
Burt	55-64	Visitor from NT	3
Burt	55-64	Visitor from OT	8
Burt	55-64	Visitor from QLD	12
Burt	55-64	Visitor from SA	8
Burt	55-64	Visitor from TAS	9
Burt	55-64	Visitor from VIC	17
Burt	55-64	Visitor from WA	293
Burt	55-64	Visitor same SA2	27
Burt	65-74	Home	10587
Burt	65-74	Visitor from NSW	15
Burt	65-74	Visitor from OT	3
Burt	65-74	Visitor from QLD	11
Burt	65-74	Visitor from SA	11
Burt	65-74	Visitor from TAS	7
Burt	65-74	Visitor from VIC	13
Burt	65-74	Visitor from WA	208
Burt	65-74	Visitor same SA2	19
Burt	75-84	Home	5101
Burt	75-84	Visitor from QLD	4
Burt	75-84	Visitor from VIC	5
Burt	75-84	Visitor from WA	123
Burt	75-84	Visitor same SA2	16
Burt	85+	Home	1748
Burt	85+	Visitor from WA	98
Burt	85+	Visitor same SA2	4
Canning	0-14	Home	27491
Canning	0-14	Visitor from NSW	17
Canning	0-14	Visitor from NT	3
Canning	0-14	Visitor from QLD	12
Canning	0-14	Visitor from TAS	4
Canning	0-14	Visitor from VIC	7
Canning	0-14	Visitor from WA	589
Canning	0-14	Visitor same SA2	23
Canning	15-24	Home	15922
Canning	15-24	Visitor from NSW	7
Canning	15-24	Visitor from NT	4
Canning	15-24	Visitor from QLD	13
Canning	15-24	Visitor from SA	9
Canning	15-24	Visitor from VIC	11
Canning	15-24	Visitor from WA	828
Canning	15-24	Visitor same SA2	20
Canning	25-34	Home	15478
Canning	25-34	Visitor from NSW	12
Canning	25-34	Visitor from NT	8
Canning	25-34	Visitor from QLD	8
Canning	25-34	Visitor from SA	3
Canning	25-34	Visitor from TAS	5
Canning	25-34	Visitor from VIC	14
Canning	25-34	Visitor from WA	841
Canning	25-34	Visitor same SA2	19
Canning	35-44	Home	16359
Canning	35-44	Visitor from NSW	12
Canning	35-44	Visitor from QLD	9
Canning	35-44	Visitor from TAS	5
Canning	35-44	Visitor from VIC	8
Canning	35-44	Visitor from WA	579
Canning	35-44	Visitor same SA2	18
Canning	45-54	Home	18297
Canning	45-54	Visitor from ACT	6
Canning	45-54	Visitor from NSW	10
Canning	45-54	Visitor from NT	8
Canning	45-54	Visitor from QLD	20
Canning	45-54	Visitor from SA	8
Canning	45-54	Visitor from TAS	7
Canning	45-54	Visitor from VIC	14
Canning	45-54	Visitor from WA	547
Canning	45-54	Visitor same SA2	12
Canning	55-64	Home	16739
Canning	55-64	Visitor from ACT	3
Canning	55-64	Visitor from NSW	24
Canning	55-64	Visitor from NT	4
Canning	55-64	Visitor from QLD	26
Canning	55-64	Visitor from SA	19
Canning	55-64	Visitor from TAS	16
Canning	55-64	Visitor from VIC	27
Canning	55-64	Visitor from WA	555
Canning	55-64	Visitor same SA2	20
Canning	65-74	Home	14705
Canning	65-74	Visitor from ACT	4
Canning	65-74	Visitor from NSW	25
Canning	65-74	Visitor from QLD	36
Canning	65-74	Visitor from SA	35
Canning	65-74	Visitor from TAS	10
Canning	65-74	Visitor from VIC	40
Canning	65-74	Visitor from WA	372
Canning	65-74	Visitor same SA2	41
Canning	75-84	Home	8371
Canning	75-84	Visitor from NSW	10
Canning	75-84	Visitor from QLD	5
Canning	75-84	Visitor from SA	16
Canning	75-84	Visitor from TAS	5
Canning	75-84	Visitor from VIC	15
Canning	75-84	Visitor from WA	201
Canning	75-84	Visitor same SA2	23
Canning	85+	Home	2830
Canning	85+	Visitor from NSW	3
Canning	85+	Visitor from SA	3
Canning	85+	Visitor from VIC	7
Canning	85+	Visitor from WA	90
Canning	85+	Visitor same SA2	11
Cowan	0-14	Home	30795
Cowan	0-14	Visitor from NSW	6
Cowan	0-14	Visitor from QLD	7
Cowan	0-14	Visitor from TAS	4
Cowan	0-14	Visitor from VIC	3
Cowan	0-14	Visitor from WA	414
Cowan	0-14	Visitor same SA2	23
Cowan	15-24	Home	19273
Cowan	15-24	Visitor from NSW	3
Cowan	15-24	Visitor from VIC	6
Cowan	15-24	Visitor from WA	509
Cowan	15-24	Visitor same SA2	15
Cowan	25-34	Home	20260
Cowan	25-34	Visitor from NSW	14
Cowan	25-34	Visitor from NT	4
Cowan	25-34	Visitor from QLD	5
Cowan	25-34	Visitor from VIC	5
Cowan	25-34	Visitor from WA	544
Cowan	25-34	Visitor same SA2	20
Cowan	35-44	Home	20472
Cowan	35-44	Visitor from NSW	11
Cowan	35-44	Visitor from QLD	9
Cowan	35-44	Visitor from TAS	3
Cowan	35-44	Visitor from VIC	4
Cowan	35-44	Visitor from WA	350
Cowan	35-44	Visitor same SA2	14
Cowan	45-54	Home	19426
Cowan	45-54	Visitor from NSW	12
Cowan	45-54	Visitor from QLD	4
Cowan	45-54	Visitor from WA	233
Cowan	45-54	Visitor same SA2	17
Cowan	55-64	Home	15060
Cowan	55-64	Visitor from NSW	11
Cowan	55-64	Visitor from NT	6
Cowan	55-64	Visitor from QLD	23
Cowan	55-64	Visitor from TAS	5
Cowan	55-64	Visitor from VIC	27
Cowan	55-64	Visitor from WA	226
Cowan	55-64	Visitor same SA2	7
Cowan	65-74	Home	10051
Cowan	65-74	Visitor from NSW	17
Cowan	65-74	Visitor from NT	7
Cowan	65-74	Visitor from QLD	10
Cowan	65-74	Visitor from SA	4
Cowan	65-74	Visitor from TAS	12
Cowan	65-74	Visitor from VIC	10
Cowan	65-74	Visitor from WA	166
Cowan	65-74	Visitor same SA2	18
Cowan	75-84	Home	4771
Cowan	75-84	Visitor from NSW	9
Cowan	75-84	Visitor from QLD	3
Cowan	75-84	Visitor from SA	4
Cowan	75-84	Visitor from TAS	3
Cowan	75-84	Visitor from VIC	6
Cowan	75-84	Visitor from WA	93
Cowan	75-84	Visitor same SA2	10
Cowan	85+	Home	1761
Cowan	85+	Visitor from VIC	3
Cowan	85+	Visitor from WA	35
Cowan	85+	Visitor same SA2	5
Curtin	0-14	Home	24632
Curtin	0-14	Visitor from NSW	14
Curtin	0-14	Visitor from QLD	10
Curtin	0-14	Visitor from SA	3
Curtin	0-14	Visitor from VIC	9
Curtin	0-14	Visitor from WA	523
Curtin	0-14	Visitor same SA2	12
Curtin	15-24	Home	18151
Curtin	15-24	Visitor from NSW	19
Curtin	15-24	Visitor from NT	3
Curtin	15-24	Visitor from QLD	17
Curtin	15-24	Visitor from SA	3
Curtin	15-24	Visitor from VIC	17
Curtin	15-24	Visitor from WA	815
Curtin	15-24	Visitor same SA2	28
Curtin	25-34	Home	19832
Curtin	25-34	Visitor from ACT	5
Curtin	25-34	Visitor from NSW	35
Curtin	25-34	Visitor from NT	4
Curtin	25-34	Visitor from QLD	21
Curtin	25-34	Visitor from SA	9
Curtin	25-34	Visitor from VIC	39
Curtin	25-34	Visitor from WA	764
Curtin	25-34	Visitor same SA2	15
Curtin	35-44	Home	17793
Curtin	35-44	Visitor from NSW	31
Curtin	35-44	Visitor from QLD	7
Curtin	35-44	Visitor from SA	10
Curtin	35-44	Visitor from VIC	26
Curtin	35-44	Visitor from WA	488
Curtin	35-44	Visitor same SA2	15
Curtin	45-54	Home	18118
Curtin	45-54	Visitor from ACT	8
Curtin	45-54	Visitor from NSW	24
Curtin	45-54	Visitor from NT	8
Curtin	45-54	Visitor from QLD	12
Curtin	45-54	Visitor from SA	6
Curtin	45-54	Visitor from TAS	5
Curtin	45-54	Visitor from VIC	29
Curtin	45-54	Visitor from WA	565
Curtin	45-54	Visitor same SA2	12
Curtin	55-64	Home	15153
Curtin	55-64	Visitor from ACT	3
Curtin	55-64	Visitor from NSW	41
Curtin	55-64	Visitor from NT	3
Curtin	55-64	Visitor from QLD	23
Curtin	55-64	Visitor from SA	5
Curtin	55-64	Visitor from TAS	3
Curtin	55-64	Visitor from VIC	34
Curtin	55-64	Visitor from WA	498
Curtin	55-64	Visitor same SA2	23
Curtin	65-74	Home	11461
Curtin	65-74	Visitor from ACT	6
Curtin	65-74	Visitor from NSW	41
Curtin	65-74	Visitor from NT	3
Curtin	65-74	Visitor from QLD	21
Curtin	65-74	Visitor from SA	9
Curtin	65-74	Visitor from TAS	9
Curtin	65-74	Visitor from VIC	29
Curtin	65-74	Visitor from WA	585
Curtin	65-74	Visitor same SA2	24
Curtin	75-84	Home	7131
Curtin	75-84	Visitor from ACT	3
Curtin	75-84	Visitor from NSW	22
Curtin	75-84	Visitor from QLD	7
Curtin	75-84	Visitor from SA	3
Curtin	75-84	Visitor from VIC	20
Curtin	75-84	Visitor from WA	421
Curtin	75-84	Visitor same SA2	17
Curtin	85+	Home	3637
Curtin	85+	Visitor from NSW	5
Curtin	85+	Visitor from WA	296
Curtin	85+	Visitor same SA2	15
Durack	0-14	Home	36236
Durack	0-14	Visitor from ACT	10
Durack	0-14	Visitor from NSW	155
Durack	0-14	Visitor from NT	25
Durack	0-14	Visitor from QLD	95
Durack	0-14	Visitor from SA	45
Durack	0-14	Visitor from TAS	26
Durack	0-14	Visitor from VIC	359
Durack	0-14	Visitor from WA	1482
Durack	0-14	Visitor same SA2	105
Durack	15-24	Home	17911
Durack	15-24	Visitor from ACT	7
Durack	15-24	Visitor from NSW	137
Durack	15-24	Visitor from NT	28
Durack	15-24	Visitor from QLD	163
Durack	15-24	Visitor from SA	46
Durack	15-24	Visitor from TAS	14
Durack	15-24	Visitor from VIC	148
Durack	15-24	Visitor from WA	2420
Durack	15-24	Visitor same SA2	101
Durack	25-34	Home	28713
Durack	25-34	Visitor from ACT	7
Durack	25-34	Visitor from NSW	534
Durack	25-34	Visitor from NT	60
Durack	25-34	Visitor from QLD	858
Durack	25-34	Visitor from SA	217
Durack	25-34	Visitor from TAS	89
Durack	25-34	Visitor from VIC	561
Durack	25-34	Visitor from WA	8452
Durack	25-34	Visitor same SA2	161
Durack	35-44	Home	25819
Durack	35-44	Visitor from ACT	19
Durack	35-44	Visitor from NSW	517
Durack	35-44	Visitor from NT	64
Durack	35-44	Visitor from QLD	911
Durack	35-44	Visitor from SA	240
Durack	35-44	Visitor from TAS	87
Durack	35-44	Visitor from VIC	654
Durack	35-44	Visitor from WA	7196
Durack	35-44	Visitor same SA2	104
Durack	45-54	Home	24289
Durack	45-54	Visitor from ACT	30
Durack	45-54	Visitor from NSW	692
Durack	45-54	Visitor from NT	60
Durack	45-54	Visitor from QLD	1066
Durack	45-54	Visitor from SA	366
Durack	45-54	Visitor from TAS	122
Durack	45-54	Visitor from VIC	754
Durack	45-54	Visitor from WA	7623
Durack	45-54	Visitor same SA2	86
Durack	55-64	Home	19186
Durack	55-64	Visitor from ACT	92
Durack	55-64	Visitor from NSW	1067
Durack	55-64	Visitor from NT	61
Durack	55-64	Visitor from QLD	1123
Durack	55-64	Visitor from SA	544
Durack	55-64	Visitor from TAS	208
Durack	55-64	Visitor from VIC	1475
Durack	55-64	Visitor from WA	6998
Durack	55-64	Visitor same SA2	71
Durack	65-74	Home	10481
Durack	65-74	Visitor from ACT	86
Durack	65-74	Visitor from NSW	1156
Durack	65-74	Visitor from NT	32
Durack	65-74	Visitor from OT	3
Durack	65-74	Visitor from QLD	886
Durack	65-74	Visitor from SA	694
Durack	65-74	Visitor from TAS	189
Durack	65-74	Visitor from VIC	1712
Durack	65-74	Visitor from WA	5136
Durack	65-74	Visitor same SA2	38
Durack	75-84	Home	4635
Durack	75-84	Visitor from ACT	8
Durack	75-84	Visitor from NSW	203
Durack	75-84	Visitor from NT	7
Durack	75-84	Visitor from QLD	113
Durack	75-84	Visitor from SA	118
Durack	75-84	Visitor from TAS	20
Durack	75-84	Visitor from VIC	288
Durack	75-84	Visitor from WA	1664
Durack	75-84	Visitor same SA2	24
Durack	85+	Home	1520
Durack	85+	Visitor from NSW	9
Durack	85+	Visitor from QLD	7
Durack	85+	Visitor from SA	15
Durack	85+	Visitor from VIC	18
Durack	85+	Visitor from WA	249
Durack	85+	Visitor same SA2	6
Forrest	0-14	Home	29580
Forrest	0-14	Visitor from ACT	6
Forrest	0-14	Visitor from NSW	20
Forrest	0-14	Visitor from QLD	8
Forrest	0-14	Visitor from SA	7
Forrest	0-14	Visitor from VIC	11
Forrest	0-14	Visitor from WA	697
Forrest	0-14	Visitor same SA2	24
Forrest	15-24	Home	14786
Forrest	15-24	Visitor from NSW	12
Forrest	15-24	Visitor from QLD	14
Forrest	15-24	Visitor from SA	3
Forrest	15-24	Visitor from TAS	3
Forrest	15-24	Visitor from VIC	17
Forrest	15-24	Visitor from WA	896
Forrest	15-24	Visitor same SA2	19
Forrest	25-34	Home	15734
Forrest	25-34	Visitor from NSW	24
Forrest	25-34	Visitor from NT	4
Forrest	25-34	Visitor from QLD	34
Forrest	25-34	Visitor from SA	3
Forrest	25-34	Visitor from VIC	40
Forrest	25-34	Visitor from WA	1009
Forrest	25-34	Visitor same SA2	19
Forrest	35-44	Home	18417
Forrest	35-44	Visitor from ACT	8
Forrest	35-44	Visitor from NSW	33
Forrest	35-44	Visitor from QLD	26
Forrest	35-44	Visitor from SA	7
Forrest	35-44	Visitor from TAS	3
Forrest	35-44	Visitor from VIC	25
Forrest	35-44	Visitor from WA	679
Forrest	35-44	Visitor same SA2	19
Forrest	45-54	Home	18901
Forrest	45-54	Visitor from NSW	38
Forrest	45-54	Visitor from QLD	47
Forrest	45-54	Visitor from SA	27
Forrest	45-54	Visitor from TAS	9
Forrest	45-54	Visitor from VIC	42
Forrest	45-54	Visitor from WA	721
Forrest	45-54	Visitor same SA2	17
Forrest	55-64	Home	17113
Forrest	55-64	Visitor from ACT	6
Forrest	55-64	Visitor from NSW	81
Forrest	55-64	Visitor from QLD	72
Forrest	55-64	Visitor from SA	25
Forrest	55-64	Visitor from TAS	22
Forrest	55-64	Visitor from VIC	71
Forrest	55-64	Visitor from WA	873
Forrest	55-64	Visitor same SA2	33
Forrest	65-74	Home	12928
Forrest	65-74	Visitor from ACT	4
Forrest	65-74	Visitor from NSW	85
Forrest	65-74	Visitor from NT	3
Forrest	65-74	Visitor from QLD	47
Forrest	65-74	Visitor from SA	24
Forrest	65-74	Visitor from TAS	4
Forrest	65-74	Visitor from VIC	64
Forrest	65-74	Visitor from WA	705
Forrest	65-74	Visitor same SA2	35
Forrest	75-84	Home	6499
Forrest	75-84	Visitor from NSW	13
Forrest	75-84	Visitor from QLD	7
Forrest	75-84	Visitor from SA	7
Forrest	75-84	Visitor from TAS	4
Forrest	75-84	Visitor from VIC	7
Forrest	75-84	Visitor from WA	285
Forrest	75-84	Visitor same SA2	14
Forrest	85+	Home	2595
Forrest	85+	Visitor from NSW	7
Forrest	85+	Visitor from QLD	3
Forrest	85+	Visitor from VIC	5
Forrest	85+	Visitor from WA	102
Forrest	85+	Visitor same SA2	10
Fremantle	0-14	Home	27265
Fremantle	0-14	Visitor from NSW	13
Fremantle	0-14	Visitor from QLD	13
Fremantle	0-14	Visitor from TAS	5
Fremantle	0-14	Visitor from VIC	8
Fremantle	0-14	Visitor from WA	408
Fremantle	0-14	Visitor same SA2	12
Fremantle	15-24	Home	16772
Fremantle	15-24	Visitor from ACT	3
Fremantle	15-24	Visitor from NSW	12
Fremantle	15-24	Visitor from NT	7
Fremantle	15-24	Visitor from QLD	20
Fremantle	15-24	Visitor from SA	3
Fremantle	15-24	Visitor from TAS	5
Fremantle	15-24	Visitor from VIC	18
Fremantle	15-24	Visitor from WA	573
Fremantle	15-24	Visitor same SA2	19
Fremantle	25-34	Home	21752
Fremantle	25-34	Visitor from ACT	7
Fremantle	25-34	Visitor from NSW	64
Fremantle	25-34	Visitor from NT	14
Fremantle	25-34	Visitor from QLD	36
Fremantle	25-34	Visitor from SA	14
Fremantle	25-34	Visitor from TAS	6
Fremantle	25-34	Visitor from VIC	55
Fremantle	25-34	Visitor from WA	756
Fremantle	25-34	Visitor same SA2	25
Fremantle	35-44	Home	21389
Fremantle	35-44	Visitor from ACT	9
Fremantle	35-44	Visitor from NSW	44
Fremantle	35-44	Visitor from NT	7
Fremantle	35-44	Visitor from QLD	33
Fremantle	35-44	Visitor from SA	12
Fremantle	35-44	Visitor from TAS	12
Fremantle	35-44	Visitor from VIC	42
Fremantle	35-44	Visitor from WA	484
Fremantle	35-44	Visitor same SA2	20
Fremantle	45-54	Home	19614
Fremantle	45-54	Visitor from ACT	7
Fremantle	45-54	Visitor from NSW	62
Fremantle	45-54	Visitor from NT	13
Fremantle	45-54	Visitor from OT	3
Fremantle	45-54	Visitor from QLD	48
Fremantle	45-54	Visitor from SA	11
Fremantle	45-54	Visitor from TAS	8
Fremantle	45-54	Visitor from VIC	37
Fremantle	45-54	Visitor from WA	414
Fremantle	45-54	Visitor same SA2	16
Fremantle	55-64	Home	15718
Fremantle	55-64	Visitor from ACT	4
Fremantle	55-64	Visitor from NSW	60
Fremantle	55-64	Visitor from NT	3
Fremantle	55-64	Visitor from QLD	52
Fremantle	55-64	Visitor from SA	23
Fremantle	55-64	Visitor from TAS	12
Fremantle	55-64	Visitor from VIC	68
Fremantle	55-64	Visitor from WA	395
Fremantle	55-64	Visitor same SA2	20
Fremantle	65-74	Home	10587
Fremantle	65-74	Visitor from ACT	3
Fremantle	65-74	Visitor from NSW	31
Fremantle	65-74	Visitor from NT	5
Fremantle	65-74	Visitor from QLD	30
Fremantle	65-74	Visitor from SA	20
Fremantle	65-74	Visitor from TAS	10
Fremantle	65-74	Visitor from VIC	59
Fremantle	65-74	Visitor from WA	288
Fremantle	65-74	Visitor same SA2	22
Fremantle	75-84	Home	5956
Fremantle	75-84	Visitor from NSW	13
Fremantle	75-84	Visitor from QLD	3
Fremantle	75-84	Visitor from SA	5
Fremantle	75-84	Visitor from TAS	5
Fremantle	75-84	Visitor from VIC	20
Fremantle	75-84	Visitor from WA	172
Fremantle	75-84	Visitor same SA2	12
Fremantle	85+	Home	2404
Fremantle	85+	Visitor from WA	105
Fremantle	85+	Visitor same SA2	3
Hasluck	0-14	Home	26425
Hasluck	0-14	Visitor from NSW	10
Hasluck	0-14	Visitor from OT	4
Hasluck	0-14	Visitor from QLD	11
Hasluck	0-14	Visitor from TAS	4
Hasluck	0-14	Visitor from VIC	9
Hasluck	0-14	Visitor from WA	476
Hasluck	0-14	Visitor same SA2	27
Hasluck	15-24	Home	17464
Hasluck	15-24	Visitor from NSW	7
Hasluck	15-24	Visitor from SA	3
Hasluck	15-24	Visitor from VIC	11
Hasluck	15-24	Visitor from WA	642
Hasluck	15-24	Visitor same SA2	26
Hasluck	25-34	Home	18169
Hasluck	25-34	Visitor from ACT	3
Hasluck	25-34	Visitor from NSW	11
Hasluck	25-34	Visitor from QLD	16
Hasluck	25-34	Visitor from SA	3
Hasluck	25-34	Visitor from TAS	3
Hasluck	25-34	Visitor from VIC	21
Hasluck	25-34	Visitor from WA	618
Hasluck	25-34	Visitor same SA2	14
Hasluck	35-44	Home	18451
Hasluck	35-44	Visitor from NSW	13
Hasluck	35-44	Visitor from QLD	10
Hasluck	35-44	Visitor from SA	8
Hasluck	35-44	Visitor from TAS	3
Hasluck	35-44	Visitor from VIC	13
Hasluck	35-44	Visitor from WA	456
Hasluck	35-44	Visitor same SA2	12
Hasluck	45-54	Home	19100
Hasluck	45-54	Visitor from ACT	3
Hasluck	45-54	Visitor from NSW	12
Hasluck	45-54	Visitor from QLD	7
Hasluck	45-54	Visitor from SA	9
Hasluck	45-54	Visitor from TAS	8
Hasluck	45-54	Visitor from VIC	10
Hasluck	45-54	Visitor from WA	393
Hasluck	45-54	Visitor same SA2	17
Hasluck	55-64	Home	16206
Hasluck	55-64	Visitor from ACT	4
Hasluck	55-64	Visitor from NSW	16
Hasluck	55-64	Visitor from QLD	31
Hasluck	55-64	Visitor from SA	30
Hasluck	55-64	Visitor from TAS	10
Hasluck	55-64	Visitor from VIC	43
Hasluck	55-64	Visitor from WA	353
Hasluck	55-64	Visitor same SA2	20
Hasluck	65-74	Home	12292
Hasluck	65-74	Visitor from NSW	20
Hasluck	65-74	Visitor from NT	4
Hasluck	65-74	Visitor from QLD	34
Hasluck	65-74	Visitor from SA	19
Hasluck	65-74	Visitor from TAS	10
Hasluck	65-74	Visitor from VIC	40
Hasluck	65-74	Visitor from WA	278
Hasluck	65-74	Visitor same SA2	21
Hasluck	75-84	Home	6173
Hasluck	75-84	Visitor from NSW	3
Hasluck	75-84	Visitor from QLD	4
Hasluck	75-84	Visitor from TAS	5
Hasluck	75-84	Visitor from VIC	15
Hasluck	75-84	Visitor from WA	186
Hasluck	75-84	Visitor same SA2	18
Hasluck	85+	Home	2191
Hasluck	85+	Visitor from WA	126
Hasluck	85+	Visitor same SA2	3
Moore	0-14	Home	26506
Moore	0-14	Visitor from NSW	18
Moore	0-14	Visitor from SA	3
Moore	0-14	Visitor from VIC	3
Moore	0-14	Visitor from WA	453
Moore	0-14	Visitor same SA2	5
Moore	15-24	Home	18483
Moore	15-24	Visitor from NSW	15
Moore	15-24	Visitor from QLD	3
Moore	15-24	Visitor from VIC	20
