CED_NAME16	Ancestry	FatherBornAus	MotherBornAus	responses
Banks	Maori	1	0	69
Banks	Maori	1	1	29
Banks	NZ			16
Banks	NZ	0	0	570
Banks	NZ	0	1	193
Banks	NZ	1	0	104
Banks	NZ	1	1	83
Banks	(Other)			203
Banks	(Other)	0	0	18829
Banks	(Other)	0	1	1409
Banks	(Other)	1	0	1132
Banks	(Other)	1	1	1337
Banks	Polish			3
Banks	Polish	0	0	551
Banks	Polish	0	1	79
Banks	Polish	1	0	55
Banks	Polish	1	1	135
Banks	Russian			6
Banks	Russian	0	0	483
Banks	Russian	0	1	31
Banks	Russian	1	0	23
Banks	Russian	1	1	62
Banks	Scottish			88
Banks	Scottish	0	0	1337
Banks	Scottish	0	1	770
Banks	Scottish	1	0	519
Banks	Scottish	1	1	5167
Banks	Serbian			4
Banks	Serbian	0	0	444
Banks	Serbian	0	1	47
Banks	Serbian	1	0	24
Banks	Serbian	1	1	41
Banks	South African			4
Banks	South African	0	0	308
Banks	South African	0	1	46
Banks	South African	1	0	34
Banks	South African	1	1	24
Banks	Spanish			13
Banks	Spanish	0	0	931
Banks	Spanish	0	1	73
Banks	Spanish	1	0	57
Banks	Spanish	1	1	69
Banks	Sri Lankan	0	0	269
Banks	Sri Lankan	0	1	25
Banks	Sri Lankan	1	0	16
Banks	Sri Lankan	1	1	15
Banks	Turkish	0	0	289
Banks	Turkish	0	1	44
Banks	Turkish	1	0	21
Banks	Turkish	1	1	39
Banks	Vietnamese			27
Banks	Vietnamese	0	0	3143
Banks	Vietnamese	0	1	46
Banks	Vietnamese	1	0	107
Banks	Vietnamese	1	1	37
Banks	Welsh			8
Banks	Welsh	0	0	184
Banks	Welsh	0	1	94
Banks	Welsh	1	0	32
Banks	Welsh	1	1	218
Barton				9513
Barton		0	0	1120
Barton		0	1	106
Barton		1	0	59
Barton		1	1	312
Barton	Australian			321
Barton	Australian		1	12663
Barton	Australian	0	0	2587
Barton	Australian	0	1	3219
Barton	Australian	1	0	2387
Barton	Australian Aboriginal			12
Barton	Australian Aboriginal	0	0	13
Barton	Australian Aboriginal	0	1	53
Barton	Australian Aboriginal	1	0	12
Barton	Australian Aboriginal	1	1	233
Barton	Chinese			271
Barton	Chinese	0	0	33082
Barton	Chinese	0	1	254
Barton	Chinese	1	0	477
Barton	Chinese	1	1	337
Barton	Croatian			9
Barton	Croatian	0	0	895
Barton	Croatian	0	1	90
Barton	Croatian	1	0	56
Barton	Croatian	1	1	137
Barton	Dutch			4
Barton	Dutch	0	0	336
Barton	Dutch	0	1	109
Barton	Dutch	1	0	60
Barton	Dutch	1	1	155
Barton	English			386
Barton	English	0	0	6597
Barton	English	0	1	2314
Barton	English	1	0	1693
Barton	English	1	1	11042
Barton	Filipino			49
Barton	Filipino	0	0	3620
Barton	Filipino	0	1	72
Barton	Filipino	1	0	285
Barton	Filipino	1	1	46
Barton	French			8
Barton	French	0	0	427
Barton	French	0	1	67
Barton	French	1	0	48
Barton	French	1	1	136
Barton	German			37
Barton	German	0	0	1039
Barton	German	0	1	240
Barton	German	1	0	127
Barton	German	1	1	1047
Barton	Greek			170
Barton	Greek	0	0	11458
Barton	Greek	0	1	1298
Barton	Greek	1	0	701
Barton	Greek	1	1	3619
Barton	Hungarian			11
Barton	Hungarian	0	0	412
Barton	Hungarian	0	1	50
Barton	Hungarian	1	0	34
Barton	Hungarian	1	1	67
Barton	Indian			31
Barton	Indian	0	0	4144
Barton	Indian	0	1	86
Barton	Indian	1	0	37
Barton	Indian	1	1	39
Barton	Irish			106
Barton	Irish	0	0	1655
Barton	Irish	0	1	847
Barton	Irish	1	0	555
Barton	Irish	1	1	5645
Barton	Italian			132
Barton	Italian	0	0	4710
Barton	Italian	0	1	833
Barton	Italian	1	0	402
Barton	Italian	1	1	1988
Barton	Korean			8
Barton	Korean	0	0	843
Barton	Korean	0	1	6
Barton	Korean	1	0	25
Barton	Korean	1	1	3
Barton	Lebanese			135
Barton	Lebanese	0	0	7871
Barton	Lebanese	0	1	1181
Barton	Lebanese	1	0	561
Barton	Lebanese	1	1	1105
Barton	Macedonian			53
Barton	Macedonian	0	0	4887
Barton	Macedonian	0	1	345
Barton	Macedonian	1	0	229
Barton	Macedonian	1	1	550
Barton	Maltese			15
Barton	Maltese	0	0	722
Barton	Maltese	0	1	159
Barton	Maltese	1	0	89
Barton	Maltese	1	1	275
Barton	Maori			5
Barton	Maori	0	0	923
Barton	Maori	0	1	96
Barton	Maori	1	0	59
Barton	Maori	1	1	37
Barton	NZ			15
Barton	NZ	0	0	564
Barton	NZ	0	1	174
Barton	NZ	1	0	114
Barton	NZ	1	1	41
Barton	(Other)			296
Barton	(Other)	0	0	29586
Barton	(Other)	0	1	1472
Barton	(Other)	1	0	1208
Barton	(Other)	1	1	1319
Barton	Polish			4
Barton	Polish	0	0	579
Barton	Polish	0	1	68
Barton	Polish	1	0	58
Barton	Polish	1	1	120
Barton	Russian			9
Barton	Russian	0	0	726
Barton	Russian	0	1	32
Barton	Russian	1	0	47
Barton	Russian	1	1	41
Barton	Scottish			60
Barton	Scottish	0	0	1334
Barton	Scottish	0	1	564
Barton	Scottish	1	0	431
Barton	Scottish	1	1	3116
Barton	Serbian			7
Barton	Serbian	0	0	789
Barton	Serbian	0	1	58
Barton	Serbian	1	0	38
Barton	Serbian	1	1	48
Barton	South African			9
Barton	South African	0	0	230
Barton	South African	0	1	24
Barton	South African	1	0	27
Barton	South African	1	1	12
Barton	Spanish			18
Barton	Spanish	0	0	1424
Barton	Spanish	0	1	50
Barton	Spanish	1	0	56
Barton	Spanish	1	1	104
Barton	Sri Lankan	0	0	222
Barton	Sri Lankan	0	1	12
Barton	Sri Lankan	1	0	4
Barton	Sri Lankan	1	1	11
Barton	Turkish			13
Barton	Turkish	0	0	638
Barton	Turkish	0	1	75
Barton	Turkish	1	0	31
Barton	Turkish	1	1	63
Barton	Vietnamese			44
Barton	Vietnamese	0	0	3687
Barton	Vietnamese	0	1	45
Barton	Vietnamese	1	0	102
Barton	Vietnamese	1	1	30
Barton	Welsh			4
Barton	Welsh	0	0	143
Barton	Welsh	0	1	56
Barton	Welsh	1	0	30
Barton	Welsh	1	1	175
Bennelong				6107
Bennelong		0	0	633
Bennelong		0	1	46
Bennelong		1	0	49
Bennelong		1	1	277
Bennelong	Australian			388
Bennelong	Australian		1	20234
Bennelong	Australian	0	0	1532
Bennelong	Australian	0	1	4140
Bennelong	Australian	1	0	3382
Bennelong	Australian Aboriginal	0	0	5
Bennelong	Australian Aboriginal	0	1	10
Bennelong	Australian Aboriginal	1	0	3
Bennelong	Australian Aboriginal	1	1	93
Bennelong	Chinese			301
Bennelong	Chinese	0	0	42171
Bennelong	Chinese	0	1	514
Bennelong	Chinese	1	0	818
Bennelong	Chinese	1	1	542
Bennelong	Croatian			8
Bennelong	Croatian	0	0	679
Bennelong	Croatian	0	1	83
Bennelong	Croatian	1	0	62
Bennelong	Croatian	1	1	166
Bennelong	Dutch			8
Bennelong	Dutch	0	0	578
Bennelong	Dutch	0	1	181
Bennelong	Dutch	1	0	91
Bennelong	Dutch	1	1	227
Bennelong	English			380
Bennelong	English	0	0	7583
Bennelong	English	0	1	3463
Bennelong	English	1	0	2419
Bennelong	English	1	1	18149
Bennelong	Filipino			20
Bennelong	Filipino	0	0	2864
Bennelong	Filipino	0	1	47
Bennelong	Filipino	1	0	211
Bennelong	Filipino	1	1	47
Bennelong	French			7
Bennelong	French	0	0	451
Bennelong	French	0	1	71
Bennelong	French	1	0	60
Bennelong	French	1	1	186
Bennelong	German			39
Bennelong	German	0	0	1171
Bennelong	German	0	1	292
Bennelong	German	1	0	243
Bennelong	German	1	1	1566
Bennelong	Greek			22
Bennelong	Greek	0	0	1360
Bennelong	Greek	0	1	230
Bennelong	Greek	1	0	145
Bennelong	Greek	1	1	789
Bennelong	Hungarian			5
Bennelong	Hungarian	0	0	356
Bennelong	Hungarian	0	1	68
Bennelong	Hungarian	1	0	24
Bennelong	Hungarian	1	1	78
Bennelong	Indian			30
Bennelong	Indian	0	0	8279
Bennelong	Indian	0	1	98
Bennelong	Indian	1	0	120
Bennelong	Indian	1	1	67
Bennelong	Irish			133
Bennelong	Irish	0	0	1899
Bennelong	Irish	0	1	1013
Bennelong	Irish	1	0	698
Bennelong	Irish	1	1	8247
Bennelong	Italian			100
Bennelong	Italian	0	0	4487
Bennelong	Italian	0	1	1079
Bennelong	Italian	1	0	492
Bennelong	Italian	1	1	2701
Bennelong	Korean			50
Bennelong	Korean	0	0	9639
Bennelong	Korean	0	1	65
Bennelong	Korean	1	0	103
Bennelong	Korean	1	1	33
Bennelong	Lebanese			17
Bennelong	Lebanese	0	0	1929
Bennelong	Lebanese	0	1	346
Bennelong	Lebanese	1	0	236
Bennelong	Lebanese	1	1	634
Bennelong	Macedonian			7
Bennelong	Macedonian	0	0	213
Bennelong	Macedonian	0	1	22
Bennelong	Macedonian	1	0	19
Bennelong	Macedonian	1	1	50
Bennelong	Maltese			5
Bennelong	Maltese	0	0	351
Bennelong	Maltese	0	1	73
Bennelong	Maltese	1	0	82
Bennelong	Maltese	1	1	248
Bennelong	Maori			3
Bennelong	Maori	0	0	239
Bennelong	Maori	0	1	50
Bennelong	Maori	1	0	28
Bennelong	Maori	1	1	18
Bennelong	NZ			9
Bennelong	NZ	0	0	575
Bennelong	NZ	0	1	198
Bennelong	NZ	1	0	157
Bennelong	NZ	1	1	79
Bennelong	(Other)			177
Bennelong	(Other)	0	0	18674
Bennelong	(Other)	0	1	1225
Bennelong	(Other)	1	0	1151
Bennelong	(Other)	1	1	1265
Bennelong	Polish			8
Bennelong	Polish	0	0	679
Bennelong	Polish	0	1	99
Bennelong	Polish	1	0	63
Bennelong	Polish	1	1	154
Bennelong	Russian			3
Bennelong	Russian	0	0	669
Bennelong	Russian	0	1	32
Bennelong	Russian	1	0	64
Bennelong	Russian	1	1	62
Bennelong	Scottish			89
Bennelong	Scottish	0	0	1669
Bennelong	Scottish	0	1	948
Bennelong	Scottish	1	0	614
Bennelong	Scottish	1	1	5616
Bennelong	Serbian	0	0	418
Bennelong	Serbian	0	1	33
Bennelong	Serbian	1	0	12
Bennelong	Serbian	1	1	30
Bennelong	South African			3
Bennelong	South African	0	0	450
Bennelong	South African	0	1	76
Bennelong	South African	1	0	36
Bennelong	South African	1	1	23
Bennelong	Spanish			9
Bennelong	Spanish	0	0	851
Bennelong	Spanish	0	1	41
Bennelong	Spanish	1	0	38
Bennelong	Spanish	1	1	59
Bennelong	Sri Lankan			9
Bennelong	Sri Lankan	0	0	1503
Bennelong	Sri Lankan	0	1	38
Bennelong	Sri Lankan	1	0	19
Bennelong	Sri Lankan	1	1	18
Bennelong	Turkish			3
Bennelong	Turkish	0	0	341
Bennelong	Turkish	0	1	22
Bennelong	Turkish	1	0	22
Bennelong	Turkish	1	1	12
Bennelong	Vietnamese			8
Bennelong	Vietnamese	0	0	1341
Bennelong	Vietnamese	0	1	37
Bennelong	Vietnamese	1	0	47
Bennelong	Vietnamese	1	1	19
Bennelong	Welsh			6
Bennelong	Welsh	0	0	238
Bennelong	Welsh	0	1	89
Bennelong	Welsh	1	0	51
Bennelong	Welsh	1	1	314
Berowra				4908
Berowra		0	0	374
Berowra		0	1	47
Berowra		1	0	43
Berowra		1	1	371
Berowra	Australian			359
Berowra	Australian		1	29488
Berowra	Australian	0	0	1244
Berowra	Australian	0	1	5740
Berowra	Australian	1	0	4259
Berowra	Australian Aboriginal	0	0	6
Berowra	Australian Aboriginal	0	1	6
Berowra	Australian Aboriginal	1	0	9
Berowra	Australian Aboriginal	1	1	85
Berowra	Chinese			148
Berowra	Chinese	0	0	16547
Berowra	Chinese	0	1	254
Berowra	Chinese	1	0	544
Berowra	Chinese	1	1	358
Berowra	Croatian			9
Berowra	Croatian	0	0	426
Berowra	Croatian	0	1	79
Berowra	Croatian	1	0	57
Berowra	Croatian	1	1	160
Berowra	Dutch			9
Berowra	Dutch	0	0	1103
Berowra	Dutch	0	1	332
Berowra	Dutch	1	0	168
Berowra	Dutch	1	1	422
Berowra	English			467
Berowra	English	0	0	11230
Berowra	English	0	1	4883
Berowra	English	1	0	3501
Berowra	English	1	1	26820
Berowra	Filipino			17
Berowra	Filipino	0	0	1501
Berowra	Filipino	0	1	48
Berowra	Filipino	1	0	137
Berowra	Filipino	1	1	36
Berowra	French			13
Berowra	French	0	0	427
Berowra	French	0	1	90
Berowra	French	1	0	58
Berowra	French	1	1	347
Berowra	German			39
Berowra	German	0	0	1510
Berowra	German	0	1	424
Berowra	German	1	0	314
Berowra	German	1	1	2234
Berowra	Greek			6
Berowra	Greek	0	0	638
Berowra	Greek	0	1	138
Berowra	Greek	1	0	86
Berowra	Greek	1	1	415
Berowra	Hungarian			3
Berowra	Hungarian	0	0	343
Berowra	Hungarian	0	1	71
Berowra	Hungarian	1	0	40
Berowra	Hungarian	1	1	88
Berowra	Indian			31
Berowra	Indian	0	0	6084
Berowra	Indian	0	1	130
Berowra	Indian	1	0	103
Berowra	Indian	1	1	53
Berowra	Irish			109
Berowra	Irish	0	0	2362
Berowra	Irish	0	1	1210
Berowra	Irish	1	0	849
Berowra	Irish	1	1	10311
Berowra	Italian			55
Berowra	Italian	0	0	2619
Berowra	Italian	0	1	700
Berowra	Italian	1	0	317
Berowra	Italian	1	1	2120
Berowra	Korean			15
Berowra	Korean	0	0	2610
Berowra	Korean	0	1	9
Berowra	Korean	1	0	59
Berowra	Korean	1	1	9
Berowra	Lebanese			25
Berowra	Lebanese	0	0	1670
Berowra	Lebanese	0	1	309
Berowra	Lebanese	1	0	222
Berowra	Lebanese	1	1	629
Berowra	Macedonian	0	0	47
Berowra	Macedonian	0	1	7
Berowra	Macedonian	1	0	13
Berowra	Macedonian	1	1	19
Berowra	Maltese			7
Berowra	Maltese	0	0	510
Berowra	Maltese	0	1	164
Berowra	Maltese	1	0	82
Berowra	Maltese	1	1	380
Berowra	Maori			3
Berowra	Maori	0	0	171
Berowra	Maori	0	1	46
Berowra	Maori	1	0	22
Berowra	Maori	1	1	19
Berowra	NZ			3
Berowra	NZ	0	0	729
Berowra	NZ	0	1	325
Berowra	NZ	1	0	232
Berowra	NZ	1	1	126
Berowra	(Other)			94
Berowra	(Other)	0	0	11387
Berowra	(Other)	0	1	1225
Berowra	(Other)	1	0	1110
Berowra	(Other)	1	1	1338
Berowra	Polish			7
Berowra	Polish	0	0	786
Berowra	Polish	0	1	97
Berowra	Polish	1	0	90
Berowra	Polish	1	1	186
Berowra	Russian			5
Berowra	Russian	0	0	642
Berowra	Russian	0	1	44
Berowra	Russian	1	0	59
Berowra	Russian	1	1	115
Berowra	Scottish			115
Berowra	Scottish	0	0	2410
Berowra	Scottish	0	1	1234
Berowra	Scottish	1	0	890
Berowra	Scottish	1	1	7962
Berowra	Serbian	0	0	180
Berowra	Serbian	0	1	27
Berowra	Serbian	1	0	13
Berowra	Serbian	1	1	37
Berowra	South African			5
Berowra	South African	0	0	1180
Berowra	South African	0	1	121
Berowra	South African	1	0	85
Berowra	South African	1	1	17
Berowra	Spanish	0	0	642
Berowra	Spanish	0	1	45
Berowra	Spanish	1	0	43
Berowra	Spanish	1	1	82
Berowra	Sri Lankan			4
Berowra	Sri Lankan	0	0	1576
Berowra	Sri Lankan	0	1	64
Berowra	Sri Lankan	1	0	37
Berowra	Sri Lankan	1	1	18
Berowra	Turkish	0	0	181
Berowra	Turkish	0	1	17
Berowra	Turkish	1	0	4
Berowra	Turkish	1	1	10
Berowra	Vietnamese	0	0	598
Berowra	Vietnamese	0	1	14
Berowra	Vietnamese	1	0	43
Berowra	Vietnamese	1	1	11
Berowra	Welsh			5
Berowra	Welsh	0	0	465
Berowra	Welsh	0	1	105
Berowra	Welsh	1	0	69
Berowra	Welsh	1	1	391
Blaxland				9622
Blaxland		0	0	2067
Blaxland		0	1	201
Blaxland		1	0	99
Blaxland		1	1	348
Blaxland	Australian			496
Blaxland	Australian		1	10013
Blaxland	Australian	0	0	4679
Blaxland	Australian	0	1	3102
Blaxland	Australian	1	0	1568
Blaxland	Australian Aboriginal			3
Blaxland	Australian Aboriginal	0	1	13
Blaxland	Australian Aboriginal	1	0	5
Blaxland	Australian Aboriginal	1	1	132
Blaxland	Chinese			207
Blaxland	Chinese	0	0	22374
Blaxland	Chinese	0	1	104
Blaxland	Chinese	1	0	244
Blaxland	Chinese	1	1	170
Blaxland	Croatian			14
Blaxland	Croatian	0	0	850
Blaxland	Croatian	0	1	61
Blaxland	Croatian	1	0	30
Blaxland	Croatian	1	1	147
Blaxland	Dutch			5
Blaxland	Dutch	0	0	160
Blaxland	Dutch	0	1	31
Blaxland	Dutch	1	0	18
Blaxland	Dutch	1	1	45
Blaxland	English			377
Blaxland	English	0	0	5721
Blaxland	English	0	1	1604
Blaxland	English	1	0	936
Blaxland	English	1	1	8006
Blaxland	Filipino			38
Blaxland	Filipino	0	0	2323
Blaxland	Filipino	0	1	40
Blaxland	Filipino	1	0	134
Blaxland	Filipino	1	1	25
Blaxland	French			13
Blaxland	French	0	0	287
Blaxland	French	0	1	17
Blaxland	French	1	0	12
Blaxland	French	1	1	89
Blaxland	German			29
Blaxland	German	0	0	732
Blaxland	German	0	1	123
Blaxland	German	1	0	59
Blaxland	German	1	1	627
Blaxland	Greek			40
Blaxland	Greek	0	0	2611
Blaxland	Greek	0	1	370
Blaxland	Greek	1	0	202
Blaxland	Greek	1	1	720
Blaxland	Hungarian			4
Blaxland	Hungarian	0	0	188
Blaxland	Hungarian	0	1	26
Blaxland	Hungarian	1	0	13
Blaxland	Hungarian	1	1	29
Blaxland	Indian			40
Blaxland	Indian	0	0	4907
Blaxland	Indian	0	1	35
Blaxland	Indian	1	0	34
Blaxland	Indian	1	1	28
Blaxland	Irish			58
Blaxland	Irish	0	0	673
Blaxland	Irish	0	1	361
Blaxland	Irish	1	0	223
Blaxland	Irish	1	1	2953
Blaxland	Italian			66
Blaxland	Italian	0	0	2441
Blaxland	Italian	0	1	467
Blaxland	Italian	1	0	185
Blaxland	Italian	1	1	940
Blaxland	Korean			15
Blaxland	Korean	0	0	2361
Blaxland	Korean	0	1	3
Blaxland	Korean	1	0	27
Blaxland	Korean	1	1	3
Blaxland	Lebanese			340
Blaxland	Lebanese	0	0	19977
Blaxland	Lebanese	0	1	4178
Blaxland	Lebanese	1	0	1548
Blaxland	Lebanese	1	1	2723
Blaxland	Macedonian			31
Blaxland	Macedonian	0	0	1934
Blaxland	Macedonian	0	1	181
Blaxland	Macedonian	1	0	76
Blaxland	Macedonian	1	1	174
Blaxland	Maltese			9
Blaxland	Maltese	0	0	448
Blaxland	Maltese	0	1	71
Blaxland	Maltese	1	0	41
Blaxland	Maltese	1	1	161
Blaxland	Maori			19
Blaxland	Maori	0	0	604
Blaxland	Maori	0	1	50
Blaxland	Maori	1	0	41
Blaxland	Maori	1	1	29
Blaxland	NZ			6
Blaxland	NZ	0	0	291
Blaxland	NZ	0	1	66
Blaxland	NZ	1	0	49
Blaxland	NZ	1	1	38
Blaxland	(Other)			423
Blaxland	(Other)	0	0	38574
Blaxland	(Other)	0	1	1554
Blaxland	(Other)	1	0	924
Blaxland	(Other)	1	1	912
Blaxland	Polish			16
Blaxland	Polish	0	0	725
Blaxland	Polish	0	1	66
Blaxland	Polish	1	0	28
Blaxland	Polish	1	1	106
Blaxland	Russian			9
Blaxland	Russian	0	0	424
Blaxland	Russian	0	1	25
Blaxland	Russian	1	0	20
Blaxland	Russian	1	1	41
Blaxland	Scottish			46
Blaxland	Scottish	0	0	655
Blaxland	Scottish	0	1	300
Blaxland	Scottish	1	0	173
Blaxland	Scottish	1	1	1761
Blaxland	Serbian	0	0	315
Blaxland	Serbian	0	1	20
Blaxland	Serbian	1	0	21
Blaxland	Serbian	1	1	14
Blaxland	South African	0	0	113
Blaxland	South African	0	1	15
Blaxland	South African	1	0	16
Blaxland	South African	1	1	5
Blaxland	Spanish			6
Blaxland	Spanish	0	0	648
Blaxland	Spanish	0	1	27
Blaxland	Spanish	1	0	29
Blaxland	Spanish	1	1	38
Blaxland	Sri Lankan			4
Blaxland	Sri Lankan	0	0	810
Blaxland	Sri Lankan	0	1	10
Blaxland	Sri Lankan	1	0	11
Blaxland	Sri Lankan	1	1	4
Blaxland	Turkish			71
Blaxland	Turkish	0	0	3938
Blaxland	Turkish	0	1	346
Blaxland	Turkish	1	0	209
Blaxland	Turkish	1	1	225
Blaxland	Vietnamese			162
Blaxland	Vietnamese	0	0	16586
Blaxland	Vietnamese	0	1	88
Blaxland	Vietnamese	1	0	190
Blaxland	Vietnamese	1	1	101
Blaxland	Welsh			3
Blaxland	Welsh	0	0	73
Blaxland	Welsh	0	1	20
Blaxland	Welsh	1	0	16
Blaxland	Welsh	1	1	81
Bradfield				5786
Bradfield		0	0	518
Bradfield		0	1	61
Bradfield		1	0	44
Bradfield		1	1	247
Bradfield	Australian			314
Bradfield	Australian		1	24092
Bradfield	Australian	0	0	1440
Bradfield	Australian	0	1	5838
Bradfield	Australian	1	0	4718
Bradfield	Australian Aboriginal	1	1	63
Bradfield	Chinese			210
Bradfield	Chinese	0	0	29613
Bradfield	Chinese	0	1	453
Bradfield	Chinese	1	0	910
Bradfield	Chinese	1	1	647
Bradfield	Croatian			5
Bradfield	Croatian	0	0	370
Bradfield	Croatian	0	1	75
Bradfield	Croatian	1	0	38
Bradfield	Croatian	1	1	180
Bradfield	Dutch			13
Bradfield	Dutch	0	0	1135
Bradfield	Dutch	0	1	252
Bradfield	Dutch	1	0	156
Bradfield	Dutch	1	1	358
Bradfield	English			454
Bradfield	English	0	0	14387
Bradfield	English	0	1	5018
Bradfield	English	1	0	3685
Bradfield	English	1	1	23026
Bradfield	Filipino			10
Bradfield	Filipino	0	0	1689
Bradfield	Filipino	0	1	36
Bradfield	Filipino	1	0	144
Bradfield	Filipino	1	1	24
Bradfield	French			7
Bradfield	French	0	0	609
Bradfield	French	0	1	93
Bradfield	French	1	0	83
Bradfield	French	1	1	318
Bradfield	German			32
Bradfield	German	0	0	1994
Bradfield	German	0	1	437
Bradfield	German	1	0	344
Bradfield	German	1	1	1855
Bradfield	Greek			9
Bradfield	Greek	0	0	669
Bradfield	Greek	0	1	196
Bradfield	Greek	1	0	95
Bradfield	Greek	1	1	433
Bradfield	Hungarian			7
Bradfield	Hungarian	0	0	525
Bradfield	Hungarian	0	1	67
Bradfield	Hungarian	1	0	65
Bradfield	Hungarian	1	1	92
Bradfield	Indian			29
Bradfield	Indian	0	0	5939
Bradfield	Indian	0	1	126
Bradfield	Indian	1	0	89
Bradfield	Indian	1	1	53
Bradfield	Irish			105
Bradfield	Irish	0	0	2888
Bradfield	Irish	0	1	1341
Bradfield	Irish	1	0	1008
Bradfield	Irish	1	1	9709
Bradfield	Italian			39
Bradfield	Italian	0	0	1796
Bradfield	Italian	0	1	527
Bradfield	Italian	1	0	302
Bradfield	Italian	1	1	1261
Bradfield	Korean			12
Bradfield	Korean	0	0	5395
Bradfield	Korean	0	1	21
Bradfield	Korean	1	0	139
Bradfield	Korean	1	1	27
Bradfield	Lebanese			11
Bradfield	Lebanese	0	0	404
Bradfield	Lebanese	0	1	111
Bradfield	Lebanese	1	0	40
Bradfield	Lebanese	1	1	217
Bradfield	Macedonian	0	0	80
Bradfield	Macedonian	0	1	11
Bradfield	Macedonian	1	0	5
Bradfield	Macedonian	1	1	25
Bradfield	Maltese			8
Bradfield	Maltese	0	0	183
Bradfield	Maltese	0	1	71
Bradfield	Maltese	1	0	48
Bradfield	Maltese	1	1	135
Bradfield	Maori	0	0	126
Bradfield	Maori	0	1	31
Bradfield	Maori	1	0	12
Bradfield	Maori	1	1	12
Bradfield	NZ	0	0	929
Bradfield	NZ	0	1	281
Bradfield	NZ	1	0	224
Bradfield	NZ	1	1	87
Bradfield	(Other)			133
Bradfield	(Other)	0	0	16189
Bradfield	(Other)	0	1	1270
Bradfield	(Other)	1	0	1412
Bradfield	(Other)	1	1	1331
Bradfield	Polish			4
Bradfield	Polish	0	0	817
Bradfield	Polish	0	1	97
Bradfield	Polish	1	0	93
Bradfield	Polish	1	1	135
Bradfield	Russian			9
Bradfield	Russian	0	0	902
Bradfield	Russian	0	1	71
Bradfield	Russian	1	0	73
Bradfield	Russian	1	1	124
Bradfield	Scottish			100
Bradfield	Scottish	0	0	3087
Bradfield	Scottish	0	1	1197
Bradfield	Scottish	1	0	948
Bradfield	Scottish	1	1	7828
Bradfield	Serbian			3
Bradfield	Serbian	0	0	199
Bradfield	Serbian	0	1	17
Bradfield	Serbian	1	0	24
Bradfield	Serbian	1	1	39
Bradfield	South African			14
Bradfield	South African	0	0	2665
Bradfield	South African	0	1	165
Bradfield	South African	1	0	140
Bradfield	South African	1	1	40
Bradfield	Spanish			7
Bradfield	Spanish	0	0	691
Bradfield	Spanish	0	1	47
Bradfield	Spanish	1	0	56
Bradfield	Spanish	1	1	64
Bradfield	Sri Lankan			9
Bradfield	Sri Lankan	0	0	946
Bradfield	Sri Lankan	0	1	56
