CED_NAME16	CoupleFamily	HasChild	HasDependentStudent	HasNonDependentChild	families
Fowler	1	0	0	1	5347
Fowler	1	0	1	0	1855
Fowler	1	0	1	1	1634
Fowler	1	1	0	0	9024
Fowler	1	1	0	1	635
Fowler	1	1	1	0	2178
Fowler	1	1	1	1	513
Gilmore					436
Gilmore	0	0	0	1	2380
Gilmore	0	0	1	0	568
Gilmore	0	0	1	1	234
Gilmore	0	1	0	0	2597
Gilmore	0	1	0	1	262
Gilmore	0	1	1	0	434
Gilmore	0	1	1	1	83
Gilmore	1	0	0	1	2951
Gilmore	1	0	1	0	1084
Gilmore	1	0	1	1	583
Gilmore	1	1	0	0	7045
Gilmore	1	1	0	1	479
Gilmore	1	1	1	0	1337
Gilmore	1	1	1	1	256
Grayndler					881
Grayndler	0	0	0	1	2060
Grayndler	0	0	1	0	670
Grayndler	0	0	1	1	185
Grayndler	0	1	0	0	1664
Grayndler	0	1	0	1	82
Grayndler	0	1	1	0	252
Grayndler	0	1	1	1	16
Grayndler	1	0	0	1	2111
Grayndler	1	0	1	0	1227
Grayndler	1	0	1	1	527
Grayndler	1	1	0	0	10401
Grayndler	1	1	0	1	153
Grayndler	1	1	1	0	1047
Grayndler	1	1	1	1	81
Greenway					650
Greenway	0	0	0	1	2547
Greenway	0	0	1	0	658
Greenway	0	0	1	1	337
Greenway	0	1	0	0	2096
Greenway	0	1	0	1	224
Greenway	0	1	1	0	485
Greenway	0	1	1	1	81
Greenway	1	0	0	1	4306
Greenway	1	0	1	0	2102
Greenway	1	0	1	1	1438
Greenway	1	1	0	0	15303
Greenway	1	1	0	1	632
Greenway	1	1	1	0	2516
Greenway	1	1	1	1	387
Hughes					442
Hughes	0	0	0	1	2053
Hughes	0	0	1	0	553
Hughes	0	0	1	1	333
Hughes	0	1	0	0	1595
Hughes	0	1	0	1	128
Hughes	0	1	1	0	327
Hughes	0	1	1	1	62
Hughes	1	0	0	1	4628
Hughes	1	0	1	0	1830
Hughes	1	0	1	1	1511
Hughes	1	1	0	0	11354
Hughes	1	1	0	1	473
Hughes	1	1	1	0	2076
Hughes	1	1	1	1	324
Hume					421
Hume	0	0	0	1	2124
Hume	0	0	1	0	516
Hume	0	0	1	1	231
Hume	0	1	0	0	2241
Hume	0	1	0	1	256
Hume	0	1	1	0	453
Hume	0	1	1	1	99
Hume	1	0	0	1	4065
Hume	1	0	1	0	1285
Hume	1	0	1	1	1043
Hume	1	1	0	0	10077
Hume	1	1	0	1	864
Hume	1	1	1	0	1824
Hume	1	1	1	1	439
Hunter					510
Hunter	0	0	0	1	2572
Hunter	0	0	1	0	576
Hunter	0	0	1	1	254
Hunter	0	1	0	0	3304
Hunter	0	1	0	1	320
Hunter	0	1	1	0	488
Hunter	0	1	1	1	96
Hunter	1	0	0	1	3696
Hunter	1	0	1	0	1152
Hunter	1	0	1	1	883
Hunter	1	1	0	0	9079
Hunter	1	1	0	1	683
Hunter	1	1	1	0	1686
Hunter	1	1	1	1	306
Kingsford Smith					1284
Kingsford Smith	0	0	0	1	2680
Kingsford Smith	0	0	1	0	769
Kingsford Smith	0	0	1	1	261
Kingsford Smith	0	1	0	0	1913
Kingsford Smith	0	1	0	1	157
Kingsford Smith	0	1	1	0	293
Kingsford Smith	0	1	1	1	58
Kingsford Smith	1	0	0	1	3295
Kingsford Smith	1	0	1	0	1641
Kingsford Smith	1	0	1	1	959
Kingsford Smith	1	1	0	0	10887
Kingsford Smith	1	1	0	1	300
Kingsford Smith	1	1	1	0	1554
Kingsford Smith	1	1	1	1	171
Lindsay					692
Lindsay	0	0	0	1	3237
Lindsay	0	0	1	0	664
Lindsay	0	0	1	1	337
Lindsay	0	1	0	0	3463
Lindsay	0	1	0	1	360
Lindsay	0	1	1	0	542
Lindsay	0	1	1	1	137
Lindsay	1	0	0	1	4362
Lindsay	1	0	1	0	1294
Lindsay	1	0	1	1	1171
Lindsay	1	1	0	0	11027
Lindsay	1	1	0	1	813
Lindsay	1	1	1	0	1862
Lindsay	1	1	1	1	452
Lyne					445
Lyne	0	0	0	1	2334
Lyne	0	0	1	0	543
Lyne	0	0	1	1	198
Lyne	0	1	0	0	2608
Lyne	0	1	0	1	260
Lyne	0	1	1	0	489
Lyne	0	1	1	1	80
Lyne	1	0	0	1	2925
Lyne	1	0	1	0	1069
Lyne	1	0	1	1	577
Lyne	1	1	0	0	6550
Lyne	1	1	0	1	478
Lyne	1	1	1	0	1455
Lyne	1	1	1	1	244
Macarthur					646
Macarthur	0	0	0	1	3173
Macarthur	0	0	1	0	614
Macarthur	0	0	1	1	388
Macarthur	0	1	0	0	3354
Macarthur	0	1	0	1	403
Macarthur	0	1	1	0	603
Macarthur	0	1	1	1	183
Macarthur	1	0	0	1	4794
Macarthur	1	0	1	0	1423
Macarthur	1	0	1	1	1220
Macarthur	1	1	0	0	10796
Macarthur	1	1	0	1	867
Macarthur	1	1	1	0	2003
Macarthur	1	1	1	1	533
Mackellar					410
Mackellar	0	0	0	1	2027
Mackellar	0	0	1	0	575
Mackellar	0	0	1	1	290
Mackellar	0	1	0	0	1414
Mackellar	0	1	0	1	110
Mackellar	0	1	1	0	311
Mackellar	0	1	1	1	38
Mackellar	1	0	0	1	3666
Mackellar	1	0	1	0	1896
Mackellar	1	0	1	1	1285
Mackellar	1	1	0	0	11246
Mackellar	1	1	0	1	382
Mackellar	1	1	1	0	1987
Mackellar	1	1	1	1	260
Macquarie					406
Macquarie	0	0	0	1	2286
Macquarie	0	0	1	0	607
Macquarie	0	0	1	1	267
Macquarie	0	1	0	0	2133
Macquarie	0	1	0	1	220
Macquarie	0	1	1	0	428
Macquarie	0	1	1	1	69
Macquarie	1	0	0	1	3699
Macquarie	1	0	1	0	1419
Macquarie	1	0	1	1	983
Macquarie	1	1	0	0	8756
Macquarie	1	1	0	1	594
Macquarie	1	1	1	0	1732
Macquarie	1	1	1	1	364
McMahon					862
McMahon	0	0	0	1	3536
McMahon	0	0	1	0	681
McMahon	0	0	1	1	406
McMahon	0	1	0	0	2545
McMahon	0	1	0	1	299
McMahon	0	1	1	0	520
McMahon	0	1	1	1	167
McMahon	1	0	0	1	5479
McMahon	1	0	1	0	1580
McMahon	1	0	1	1	1562
McMahon	1	1	0	0	10760
McMahon	1	1	0	1	768
McMahon	1	1	1	0	2146
McMahon	1	1	1	1	617
Mitchell					392
Mitchell	0	0	0	1	1835
Mitchell	0	0	1	0	580
Mitchell	0	0	1	1	264
Mitchell	0	1	0	0	1341
Mitchell	0	1	0	1	115
Mitchell	0	1	1	0	342
Mitchell	0	1	1	1	56
Mitchell	1	0	0	1	4697
Mitchell	1	0	1	0	2484
Mitchell	1	0	1	1	1712
Mitchell	1	1	0	0	13210
Mitchell	1	1	0	1	460
Mitchell	1	1	1	0	2650
Mitchell	1	1	1	1	340
New England					580
New England	0	0	0	1	2197
New England	0	0	1	0	530
New England	0	0	1	1	174
New England	0	1	0	0	3155
New England	0	1	0	1	259
New England	0	1	1	0	502
New England	0	1	1	1	99
New England	1	0	0	1	2592
New England	1	0	1	0	1078
New England	1	0	1	1	541
New England	1	1	0	0	8188
New England	1	1	0	1	492
New England	1	1	1	0	1544
New England	1	1	1	1	275
Newcastle					793
Newcastle	0	0	0	1	2618
Newcastle	0	0	1	0	774
Newcastle	0	0	1	1	247
Newcastle	0	1	0	0	2596
Newcastle	0	1	0	1	211
Newcastle	0	1	1	0	450
Newcastle	0	1	1	1	82
Newcastle	1	0	0	1	2771
Newcastle	1	0	1	0	1351
Newcastle	1	0	1	1	727
Newcastle	1	1	0	0	9107
Newcastle	1	1	0	1	378
Newcastle	1	1	1	0	1475
Newcastle	1	1	1	1	173
North Sydney					816
North Sydney	0	0	0	1	1681
North Sydney	0	0	1	0	839
North Sydney	0	0	1	1	201
North Sydney	0	1	0	0	1552
North Sydney	0	1	0	1	48
North Sydney	0	1	1	0	251
North Sydney	0	1	1	1	15
North Sydney	1	0	0	1	2315
North Sydney	1	0	1	0	2165
North Sydney	1	0	1	1	859
North Sydney	1	1	0	0	12170
North Sydney	1	1	0	1	143
North Sydney	1	1	1	0	1536
North Sydney	1	1	1	1	89
Page					608
Page	0	0	0	1	2623
Page	0	0	1	0	712
Page	0	0	1	1	272
Page	0	1	0	0	3334
Page	0	1	0	1	288
Page	0	1	1	0	565
Page	0	1	1	1	111
Page	1	0	0	1	3096
Page	1	0	1	0	1175
Page	1	0	1	1	592
Page	1	1	0	0	7554
Page	1	1	0	1	533
Page	1	1	1	0	1609
Page	1	1	1	1	267
Parkes					684
Parkes	0	0	0	1	2372
Parkes	0	0	1	0	471
Parkes	0	0	1	1	181
Parkes	0	1	0	0	3565
Parkes	0	1	0	1	348
Parkes	0	1	1	0	499
Parkes	0	1	1	1	100
Parkes	1	0	0	1	2707
Parkes	1	0	1	0	917
Parkes	1	0	1	1	517
Parkes	1	1	0	0	8289
Parkes	1	1	0	1	485
Parkes	1	1	1	0	1421
Parkes	1	1	1	1	252
Parramatta					1127
Parramatta	0	0	0	1	2854
Parramatta	0	0	1	0	827
Parramatta	0	0	1	1	338
Parramatta	0	1	0	0	2083
Parramatta	0	1	0	1	167
Parramatta	0	1	1	0	397
Parramatta	0	1	1	1	80
Parramatta	1	0	0	1	3678
Parramatta	1	0	1	0	1916
Parramatta	1	0	1	1	1195
Parramatta	1	1	0	0	15722
Parramatta	1	1	0	1	413
Parramatta	1	1	1	0	1886
Parramatta	1	1	1	1	329
Paterson					582
Paterson	0	0	0	1	2660
Paterson	0	0	1	0	583
Paterson	0	0	1	1	286
Paterson	0	1	0	0	3342
Paterson	0	1	0	1	314
Paterson	0	1	1	0	528
Paterson	0	1	1	1	119
Paterson	1	0	0	1	3532
Paterson	1	0	1	0	1175
Paterson	1	0	1	1	811
Paterson	1	1	0	0	9158
Paterson	1	1	0	1	621
Paterson	1	1	1	0	1674
Paterson	1	1	1	1	319
Reid					1196
Reid	0	0	0	1	2533
Reid	0	0	1	0	944
Reid	0	0	1	1	260
Reid	0	1	0	0	1718
Reid	0	1	0	1	102
Reid	0	1	1	0	316
Reid	0	1	1	1	28
Reid	1	0	0	1	3810
Reid	1	0	1	0	2161
Reid	1	0	1	1	1258
Reid	1	1	0	0	12035
Reid	1	1	0	1	239
Reid	1	1	1	0	1728
Reid	1	1	1	1	201
Richmond					498
Richmond	0	0	0	1	2634
Richmond	0	0	1	0	790
Richmond	0	0	1	1	263
Richmond	0	1	0	0	2844
Richmond	0	1	0	1	236
Richmond	0	1	1	0	518
Richmond	0	1	1	1	75
Richmond	1	0	0	1	2721
Richmond	1	0	1	0	1175
Richmond	1	0	1	1	588
Richmond	1	1	0	0	7938
Richmond	1	1	0	1	410
Richmond	1	1	1	0	1415
Richmond	1	1	1	1	218
Riverina					599
Riverina	0	0	0	1	2192
Riverina	0	0	1	0	521
Riverina	0	0	1	1	201
Riverina	0	1	0	0	2884
Riverina	0	1	0	1	255
Riverina	0	1	1	0	513
Riverina	0	1	1	1	93
Riverina	1	0	0	1	2802
Riverina	1	0	1	0	1073
Riverina	1	0	1	1	615
Riverina	1	1	0	0	8531
Riverina	1	1	0	1	541
Riverina	1	1	1	0	1691
Riverina	1	1	1	1	322
Robertson					520
Robertson	0	0	0	1	2725
Robertson	0	0	1	0	675
Robertson	0	0	1	1	317
Robertson	0	1	0	0	2342
Robertson	0	1	0	1	239
Robertson	0	1	1	0	443
Robertson	0	1	1	1	66
Robertson	1	0	0	1	3321
Robertson	1	0	1	0	1360
Robertson	1	0	1	1	927
Robertson	1	1	0	0	8328
Robertson	1	1	0	1	444
Robertson	1	1	1	0	1500
Robertson	1	1	1	1	239
Shortland					491
Shortland	0	0	0	1	2771
Shortland	0	0	1	0	664
Shortland	0	0	1	1	285
Shortland	0	1	0	0	2665
Shortland	0	1	0	1	274
Shortland	0	1	1	0	479
Shortland	0	1	1	1	112
Shortland	1	0	0	1	3546
Shortland	1	0	1	0	1342
Shortland	1	0	1	1	905
Shortland	1	1	0	0	8349
Shortland	1	1	0	1	549
Shortland	1	1	1	0	1594
Shortland	1	1	1	1	281
Sydney					1650
Sydney	0	0	0	1	1586
Sydney	0	0	1	0	674
Sydney	0	0	1	1	114
Sydney	0	1	0	0	1343
Sydney	0	1	0	1	75
Sydney	0	1	1	0	152
Sydney	0	1	1	1	17
Sydney	1	0	0	1	1122
Sydney	1	0	1	0	761
Sydney	1	0	1	1	234
Sydney	1	1	0	0	6528
Sydney	1	1	0	1	71
Sydney	1	1	1	0	427
Sydney	1	1	1	1	19
Warringah					511
Warringah	0	0	0	1	1626
Warringah	0	0	1	0	637
Warringah	0	0	1	1	233
Warringah	0	1	0	0	1450
Warringah	0	1	0	1	70
Warringah	0	1	1	0	302
Warringah	0	1	1	1	23
Warringah	1	0	0	1	2422
Warringah	1	0	1	0	1929
Warringah	1	0	1	1	905
Warringah	1	1	0	0	11473
Warringah	1	1	0	1	192
Warringah	1	1	1	0	1798
Warringah	1	1	1	1	165
Watson					1033
Watson	0	0	0	1	3293
Watson	0	0	1	0	864
Watson	0	0	1	1	384
Watson	0	1	0	0	2214
Watson	0	1	0	1	198
Watson	0	1	1	0	492
Watson	0	1	1	1	136
Watson	1	0	0	1	4724
Watson	1	0	1	0	1885
Watson	1	0	1	1	1410
Watson	1	1	0	0	11944
Watson	1	1	0	1	550
Watson	1	1	1	0	2281
Watson	1	1	1	1	542
Wentworth					672
Wentworth	0	0	0	1	1395
Wentworth	0	0	1	0	624
Wentworth	0	0	1	1	165
Wentworth	0	1	0	0	1420
Wentworth	0	1	0	1	44
Wentworth	0	1	1	0	221
Wentworth	0	1	1	1	15
Wentworth	1	0	0	1	1680
Wentworth	1	0	1	0	1498
Wentworth	1	0	1	1	667
Wentworth	1	1	0	0	9104
Wentworth	1	1	0	1	93
Wentworth	1	1	1	0	1264
Wentworth	1	1	1	1	102
Werriwa					628
Werriwa	0	0	0	1	3136
Werriwa	0	0	1	0	675
Werriwa	0	0	1	1	471
Werriwa	0	1	0	0	2773
Werriwa	0	1	0	1	406
Werriwa	0	1	1	0	659
Werriwa	0	1	1	1	171
Werriwa	1	0	0	1	5426
Werriwa	1	0	1	0	1923
Werriwa	1	0	1	1	1843
Werriwa	1	1	0	0	11221
Werriwa	1	1	0	1	940
Werriwa	1	1	1	0	3021
Werriwa	1	1	1	1	684
Whitlam					500
Whitlam	0	0	0	1	2772
Whitlam	0	0	1	0	667
Whitlam	0	0	1	1	308
Whitlam	0	1	0	0	2838
Whitlam	0	1	0	1	317
Whitlam	0	1	1	0	543
Whitlam	0	1	1	1	116
Whitlam	1	0	0	1	4060
Whitlam	1	0	1	0	1341
Whitlam	1	0	1	1	1023
Whitlam	1	1	0	0	8874
Whitlam	1	1	0	1	637
Whitlam	1	1	1	0	1659
Whitlam	1	1	1	1	350
Aston					510
Aston	0	0	0	1	2286
Aston	0	0	1	0	705
Aston	0	0	1	1	384
Aston	0	1	0	0	1602
Aston	0	1	0	1	152
Aston	0	1	1	0	371
Aston	0	1	1	1	60
Aston	1	0	0	1	4325
Aston	1	0	1	0	2112
Aston	1	0	1	1	1467
Aston	1	1	0	0	9042
Aston	1	1	0	1	357
Aston	1	1	1	0	1856
Aston	1	1	1	1	275
Ballarat					520
Ballarat	0	0	0	1	2255
Ballarat	0	0	1	0	700
Ballarat	0	0	1	1	287
Ballarat	0	1	0	0	2782
Ballarat	0	1	0	1	249
Ballarat	0	1	1	0	487
Ballarat	0	1	1	1	85
Ballarat	1	0	0	1	2876
Ballarat	1	0	1	0	1357
Ballarat	1	0	1	1	850
Ballarat	1	1	0	0	9189
Ballarat	1	1	0	1	432
Ballarat	1	1	1	0	1706
Ballarat	1	1	1	1	247
Batman					1085
Batman	0	0	0	1	2701
Batman	0	0	1	0	724
Batman	0	0	1	1	262
Batman	0	1	0	0	1840
Batman	0	1	0	1	135
Batman	0	1	1	0	290
Batman	0	1	1	1	54
Batman	1	0	0	1	2946
Batman	1	0	1	0	1447
Batman	1	0	1	1	857
Batman	1	1	0	0	10413
Batman	1	1	0	1	261
Batman	1	1	1	0	1477
Batman	1	1	1	1	157
Bendigo					589
Bendigo	0	0	0	1	2187
Bendigo	0	0	1	0	710
Bendigo	0	0	1	1	277
Bendigo	0	1	0	0	2684
Bendigo	0	1	0	1	213
Bendigo	0	1	1	0	539
Bendigo	0	1	1	1	79
Bendigo	1	0	0	1	2691
Bendigo	1	0	1	0	1377
Bendigo	1	0	1	1	684
Bendigo	1	1	0	0	8694
Bendigo	1	1	0	1	393
Bendigo	1	1	1	0	1596
Bendigo	1	1	1	1	279
Bruce					978
Bruce	0	0	0	1	2686
Bruce	0	0	1	0	882
Bruce	0	0	1	1	357
Bruce	0	1	0	0	1858
Bruce	0	1	0	1	178
Bruce	0	1	1	0	487
Bruce	0	1	1	1	83
Bruce	1	0	0	1	3974
Bruce	1	0	1	0	2357
Bruce	1	0	1	1	1284
Bruce	1	1	0	0	10114
Bruce	1	1	0	1	338
Bruce	1	1	1	0	2046
Bruce	1	1	1	1	253
Calwell					698
Calwell	0	0	0	1	3197
Calwell	0	0	1	0	718
Calwell	0	0	1	1	525
Calwell	0	1	0	0	2192
Calwell	0	1	0	1	284
Calwell	0	1	1	0	593
Calwell	0	1	1	1	168
Calwell	1	0	0	1	5354
Calwell	1	0	1	0	2080
Calwell	1	0	1	1	1904
Calwell	1	1	0	0	10093
Calwell	1	1	0	1	701
Calwell	1	1	1	0	2600
Calwell	1	1	1	1	661
Casey					451
Casey	0	0	0	1	2392
Casey	0	0	1	0	688
Casey	0	0	1	1	356
Casey	0	1	0	0	2029
Casey	0	1	0	1	197
Casey	0	1	1	0	434
Casey	0	1	1	1	85
Casey	1	0	0	1	3933
Casey	1	0	1	0	1395
Casey	1	0	1	1	1240
Casey	1	1	0	0	9370
Casey	1	1	0	1	482
Casey	1	1	1	0	1710
Casey	1	1	1	1	314
Chisholm					1017
Chisholm	0	0	0	1	2498
Chisholm	0	0	1	0	1037
Chisholm	0	0	1	1	334
Chisholm	0	1	0	0	1510
Chisholm	0	1	0	1	102
Chisholm	0	1	1	0	389
Chisholm	0	1	1	1	46
Chisholm	1	0	0	1	3275
Chisholm	1	0	1	0	2364
Chisholm	1	0	1	1	1099
Chisholm	1	1	0	0	10599
Chisholm	1	1	0	1	199
Chisholm	1	1	1	0	1830
Chisholm	1	1	1	1	140
Corangamite					463
Corangamite	0	0	0	1	1786
Corangamite	0	0	1	0	651
Corangamite	0	0	1	1	251
Corangamite	0	1	0	0	1951
Corangamite	0	1	0	1	133
Corangamite	0	1	1	0	415
Corangamite	0	1	1	1	69
Corangamite	1	0	0	1	2776
Corangamite	1	0	1	0	1600
Corangamite	1	0	1	1	932
Corangamite	1	1	0	0	10381
Corangamite	1	1	0	1	343
Corangamite	1	1	1	0	1860
Corangamite	1	1	1	1	250
Corio					617
Corio	0	0	0	1	2655
Corio	0	0	1	0	775
Corio	0	0	1	1	313
Corio	0	1	0	0	2829
Corio	0	1	0	1	252
Corio	0	1	1	0	524
Corio	0	1	1	1	110
Corio	1	0	0	1	3079
Corio	1	0	1	0	1350
Corio	1	0	1	1	843
Corio	1	1	0	0	8289
Corio	1	1	0	1	340
Corio	1	1	1	0	1430
Corio	1	1	1	1	225
Deakin					634
Deakin	0	0	0	1	2430
Deakin	0	0	1	0	837
Deakin	0	0	1	1	316
Deakin	0	1	0	0	1677
Deakin	0	1	0	1	101
Deakin	0	1	1	0	388
Deakin	0	1	1	1	49
Deakin	1	0	0	1	3101
Deakin	1	0	1	0	1893
Deakin	1	0	1	1	1059
Deakin	1	1	0	0	10812
Deakin	1	1	0	1	228
Deakin	1	1	1	0	1823
Deakin	1	1	1	1	183
Dunkley					586
Dunkley	0	0	0	1	2839
Dunkley	0	0	1	0	790
Dunkley	0	0	1	1	384
Dunkley	0	1	0	0	2565
Dunkley	0	1	0	1	219
Dunkley	0	1	1	0	496
Dunkley	0	1	1	1	81
Dunkley	1	0	0	1	3300
Dunkley	1	0	1	0	1404
Dunkley	1	0	1	1	953
Dunkley	1	1	0	0	8867
Dunkley	1	1	0	1	417
Dunkley	1	1	1	0	1506
Dunkley	1	1	1	1	237
Flinders					409
Flinders	0	0	0	1	2282
Flinders	0	0	1	0	625
Flinders	0	0	1	1	251
Flinders	0	1	0	0	2442
Flinders	0	1	0	1	212
Flinders	0	1	1	0	418
Flinders	0	1	1	1	69
Flinders	1	0	0	1	3397
Flinders	1	0	1	0	1281
Flinders	1	0	1	1	900
Flinders	1	1	0	0	8741
Flinders	1	1	0	1	489
Flinders	1	1	1	0	1582
Flinders	1	1	1	1	277
Gellibrand					1151
Gellibrand	0	0	0	1	2932
Gellibrand	0	0	1	0	780
Gellibrand	0	0	1	1	346
Gellibrand	0	1	0	0	2199
Gellibrand	0	1	0	1	153
Gellibrand	0	1	1	0	438
Gellibrand	0	1	1	1	65
Gellibrand	1	0	0	1	3187
Gellibrand	1	0	1	0	1542
Gellibrand	1	0	1	1	954
Gellibrand	1	1	0	0	11477
Gellibrand	1	1	0	1	278
Gellibrand	1	1	1	0	1470
Gellibrand	1	1	1	1	231
Gippsland					439
