CED_NAME16	Religion	Denomination	Sex	persons
Barton	(Other)	Other spiritual beliefs	M	114
Barton	(Other)	Secular beliefs	F	179
Barton	(Other)	Secular beliefs	M	203
Barton	(Other)	Sikhism	F	139
Barton	(Other)	Sikhism	M	144
Barton	Buddhism		F	5078
Barton	Buddhism		M	3764
Barton	Christianity		F	2291
Barton	Christianity		M	2118
Barton	Christianity	(Other)	F	50
Barton	Christianity	(Other)	M	45
Barton	Christianity	Anglican	F	4329
Barton	Christianity	Anglican	M	3815
Barton	Christianity	Assyrian Apostolic	F	20
Barton	Christianity	Assyrian Apostolic	M	22
Barton	Christianity	Baptist	F	678
Barton	Christianity	Baptist	M	604
Barton	Christianity	Brethren	F	10
Barton	Christianity	Brethren	M	7
Barton	Christianity	Catholic	F	18459
Barton	Christianity	Catholic	M	17038
Barton	Christianity	Churches Of Christ	F	92
Barton	Christianity	Churches Of Christ	M	76
Barton	Christianity	Eastern Orthodox	F	11739
Barton	Christianity	Eastern Orthodox	M	11248
Barton	Christianity	Jehovah's Witnesses	F	208
Barton	Christianity	Jehovah's Witnesses	M	184
Barton	Christianity	Latter Day Saints	F	124
Barton	Christianity	Latter Day Saints	M	100
Barton	Christianity	Lutheran	F	102
Barton	Christianity	Lutheran	M	91
Barton	Christianity	Oriental Orthodox	F	787
Barton	Christianity	Oriental Orthodox	M	757
Barton	Christianity	Pentecostal	F	622
Barton	Christianity	Pentecostal	M	510
Barton	Christianity	Presbyterian Reformed	F	1033
Barton	Christianity	Presbyterian Reformed	M	934
Barton	Christianity	Protestant (Other)	F	385
Barton	Christianity	Protestant (Other)	M	344
Barton	Christianity	Salvation Army	F	159
Barton	Christianity	Salvation Army	M	117
Barton	Christianity	Seventh Day Adventist	F	117
Barton	Christianity	Seventh Day Adventist	M	93
Barton	Christianity	Uniting Church	F	976
Barton	Christianity	Uniting Church	M	729
Barton	Hinduism		F	3883
Barton	Hinduism		M	4868
Barton	Islam		F	6145
Barton	Islam		M	7032
Barton	Judaism		F	129
Barton	Judaism		M	139
Barton	No religion		F	21103
Barton	No religion		M	22417
Bennelong	(Other)		F	6382
Bennelong	(Other)		M	6450
Bennelong	(Other)	(Other)	F	328
Bennelong	(Other)	(Other)	M	321
Bennelong	(Other)	Australian Aboriginal Traditional	M	3
Bennelong	(Other)	Other spiritual beliefs	F	128
Bennelong	(Other)	Other spiritual beliefs	M	81
Bennelong	(Other)	Secular beliefs	F	173
Bennelong	(Other)	Secular beliefs	M	246
Bennelong	(Other)	Sikhism	F	331
Bennelong	(Other)	Sikhism	M	341
Bennelong	Buddhism		F	4200
Bennelong	Buddhism		M	3136
Bennelong	Christianity		F	2224
Bennelong	Christianity		M	1955
Bennelong	Christianity	(Other)	F	60
Bennelong	Christianity	(Other)	M	48
Bennelong	Christianity	Anglican	F	8077
Bennelong	Christianity	Anglican	M	7010
Bennelong	Christianity	Assyrian Apostolic	F	12
Bennelong	Christianity	Assyrian Apostolic	M	15
Bennelong	Christianity	Baptist	F	1978
Bennelong	Christianity	Baptist	M	1632
Bennelong	Christianity	Brethren	F	192
Bennelong	Christianity	Brethren	M	146
Bennelong	Christianity	Catholic	F	20878
Bennelong	Christianity	Catholic	M	18542
Bennelong	Christianity	Churches Of Christ	F	100
Bennelong	Christianity	Churches Of Christ	M	84
Bennelong	Christianity	Eastern Orthodox	F	1790
Bennelong	Christianity	Eastern Orthodox	M	1719
Bennelong	Christianity	Jehovah's Witnesses	F	154
Bennelong	Christianity	Jehovah's Witnesses	M	95
Bennelong	Christianity	Latter Day Saints	F	102
Bennelong	Christianity	Latter Day Saints	M	121
Bennelong	Christianity	Lutheran	F	185
Bennelong	Christianity	Lutheran	M	160
Bennelong	Christianity	Oriental Orthodox	F	1025
Bennelong	Christianity	Oriental Orthodox	M	974
Bennelong	Christianity	Pentecostal	F	985
Bennelong	Christianity	Pentecostal	M	880
Bennelong	Christianity	Presbyterian Reformed	F	3629
Bennelong	Christianity	Presbyterian Reformed	M	3181
Bennelong	Christianity	Protestant (Other)	F	547
Bennelong	Christianity	Protestant (Other)	M	478
Bennelong	Christianity	Salvation Army	F	93
Bennelong	Christianity	Salvation Army	M	62
Bennelong	Christianity	Seventh Day Adventist	F	138
Bennelong	Christianity	Seventh Day Adventist	M	117
Bennelong	Christianity	Uniting Church	F	2214
Bennelong	Christianity	Uniting Church	M	1772
Bennelong	Hinduism		F	3304
Bennelong	Hinduism		M	3641
Bennelong	Islam		F	1847
Bennelong	Islam		M	2042
Bennelong	Judaism		F	218
Bennelong	Judaism		M	205
Bennelong	No religion		F	25286
Bennelong	No religion		M	26894
Berowra	(Other)		F	5169
Berowra	(Other)		M	5082
Berowra	(Other)	(Other)	F	327
Berowra	(Other)	(Other)	M	266
Berowra	(Other)	Australian Aboriginal Traditional	F	3
Berowra	(Other)	Other spiritual beliefs	F	130
Berowra	(Other)	Other spiritual beliefs	M	87
Berowra	(Other)	Secular beliefs	F	207
Berowra	(Other)	Secular beliefs	M	263
Berowra	(Other)	Sikhism	F	266
Berowra	(Other)	Sikhism	M	296
Berowra	Buddhism		F	2240
Berowra	Buddhism		M	1718
Berowra	Christianity		F	1790
Berowra	Christianity		M	1596
Berowra	Christianity	(Other)	F	90
Berowra	Christianity	(Other)	M	83
Berowra	Christianity	Anglican	F	13117
Berowra	Christianity	Anglican	M	11514
Berowra	Christianity	Assyrian Apostolic	F	8
Berowra	Christianity	Baptist	F	1857
Berowra	Christianity	Baptist	M	1664
Berowra	Christianity	Brethren	F	128
Berowra	Christianity	Brethren	M	110
Berowra	Christianity	Catholic	F	17813
Berowra	Christianity	Catholic	M	16516
Berowra	Christianity	Churches Of Christ	F	89
Berowra	Christianity	Churches Of Christ	M	96
Berowra	Christianity	Eastern Orthodox	F	861
Berowra	Christianity	Eastern Orthodox	M	844
Berowra	Christianity	Jehovah's Witnesses	F	127
Berowra	Christianity	Jehovah's Witnesses	M	106
Berowra	Christianity	Latter Day Saints	F	139
Berowra	Christianity	Latter Day Saints	M	135
Berowra	Christianity	Lutheran	F	262
Berowra	Christianity	Lutheran	M	217
Berowra	Christianity	Oriental Orthodox	F	193
Berowra	Christianity	Oriental Orthodox	M	170
Berowra	Christianity	Pentecostal	F	1082
Berowra	Christianity	Pentecostal	M	984
Berowra	Christianity	Presbyterian Reformed	F	2076
Berowra	Christianity	Presbyterian Reformed	M	1920
Berowra	Christianity	Protestant (Other)	F	428
Berowra	Christianity	Protestant (Other)	M	386
Berowra	Christianity	Salvation Army	F	80
Berowra	Christianity	Salvation Army	M	69
Berowra	Christianity	Seventh Day Adventist	F	480
Berowra	Christianity	Seventh Day Adventist	M	375
Berowra	Christianity	Uniting Church	F	3333
Berowra	Christianity	Uniting Church	M	2707
Berowra	Hinduism		F	2317
Berowra	Hinduism		M	2315
Berowra	Islam		F	858
Berowra	Islam		M	883
Berowra	Judaism		F	156
Berowra	Judaism		M	130
Berowra	No religion		F	18218
Berowra	No religion		M	20766
Blaxland	(Other)		F	7783
Blaxland	(Other)		M	8353
Blaxland	(Other)	(Other)	F	261
Blaxland	(Other)	(Other)	M	251
Blaxland	(Other)	Australian Aboriginal Traditional	F	3
Blaxland	(Other)	Other spiritual beliefs	F	53
Blaxland	(Other)	Other spiritual beliefs	M	57
Blaxland	(Other)	Secular beliefs	F	59
Blaxland	(Other)	Secular beliefs	M	81
Blaxland	(Other)	Sikhism	F	265
Blaxland	(Other)	Sikhism	M	369
Blaxland	Buddhism		F	7815
Blaxland	Buddhism		M	6508
Blaxland	Christianity		F	1887
Blaxland	Christianity		M	1834
Blaxland	Christianity	(Other)	F	73
Blaxland	Christianity	(Other)	M	85
Blaxland	Christianity	Anglican	F	4055
Blaxland	Christianity	Anglican	M	3593
Blaxland	Christianity	Assyrian Apostolic	F	37
Blaxland	Christianity	Assyrian Apostolic	M	39
Blaxland	Christianity	Baptist	F	1011
Blaxland	Christianity	Baptist	M	882
Blaxland	Christianity	Brethren	F	12
Blaxland	Christianity	Brethren	M	6
Blaxland	Christianity	Catholic	F	17268
Blaxland	Christianity	Catholic	M	16270
Blaxland	Christianity	Churches Of Christ	F	36
Blaxland	Christianity	Churches Of Christ	M	34
Blaxland	Christianity	Eastern Orthodox	F	3885
Blaxland	Christianity	Eastern Orthodox	M	3938
Blaxland	Christianity	Jehovah's Witnesses	F	214
Blaxland	Christianity	Jehovah's Witnesses	M	141
Blaxland	Christianity	Latter Day Saints	F	225
Blaxland	Christianity	Latter Day Saints	M	220
Blaxland	Christianity	Lutheran	F	108
Blaxland	Christianity	Lutheran	M	83
Blaxland	Christianity	Oriental Orthodox	F	388
Blaxland	Christianity	Oriental Orthodox	M	371
Blaxland	Christianity	Pentecostal	F	713
Blaxland	Christianity	Pentecostal	M	663
Blaxland	Christianity	Presbyterian Reformed	F	1106
Blaxland	Christianity	Presbyterian Reformed	M	995
Blaxland	Christianity	Protestant (Other)	F	347
Blaxland	Christianity	Protestant (Other)	M	314
Blaxland	Christianity	Salvation Army	F	117
Blaxland	Christianity	Salvation Army	M	65
Blaxland	Christianity	Seventh Day Adventist	F	120
Blaxland	Christianity	Seventh Day Adventist	M	126
Blaxland	Christianity	Uniting Church	F	1018
Blaxland	Christianity	Uniting Church	M	921
Blaxland	Hinduism		F	2269
Blaxland	Hinduism		M	2894
Blaxland	Islam		F	23786
Blaxland	Islam		M	27204
Blaxland	Judaism		F	20
Blaxland	Judaism		M	18
Blaxland	No religion		F	10608
Blaxland	No religion		M	12751
Bradfield	(Other)		F	6461
Bradfield	(Other)		M	6159
Bradfield	(Other)	(Other)	F	387
Bradfield	(Other)	(Other)	M	345
Bradfield	(Other)	Other spiritual beliefs	F	121
Bradfield	(Other)	Other spiritual beliefs	M	88
Bradfield	(Other)	Secular beliefs	F	205
Bradfield	(Other)	Secular beliefs	M	258
Bradfield	(Other)	Sikhism	F	303
Bradfield	(Other)	Sikhism	M	338
Bradfield	Buddhism		F	3012
Bradfield	Buddhism		M	2043
Bradfield	Christianity		F	1741
Bradfield	Christianity		M	1454
Bradfield	Christianity	(Other)	F	100
Bradfield	Christianity	(Other)	M	70
Bradfield	Christianity	Anglican	F	14410
Bradfield	Christianity	Anglican	M	12031
Bradfield	Christianity	Assyrian Apostolic	F	3
Bradfield	Christianity	Assyrian Apostolic	M	4
Bradfield	Christianity	Baptist	F	1014
Bradfield	Christianity	Baptist	M	830
Bradfield	Christianity	Brethren	F	9
Bradfield	Christianity	Brethren	M	11
Bradfield	Christianity	Catholic	F	16280
Bradfield	Christianity	Catholic	M	14050
Bradfield	Christianity	Churches Of Christ	F	71
Bradfield	Christianity	Churches Of Christ	M	69
Bradfield	Christianity	Eastern Orthodox	F	855
Bradfield	Christianity	Eastern Orthodox	M	788
Bradfield	Christianity	Jehovah's Witnesses	F	85
Bradfield	Christianity	Jehovah's Witnesses	M	61
Bradfield	Christianity	Latter Day Saints	F	73
Bradfield	Christianity	Latter Day Saints	M	59
Bradfield	Christianity	Lutheran	F	266
Bradfield	Christianity	Lutheran	M	196
Bradfield	Christianity	Oriental Orthodox	F	297
Bradfield	Christianity	Oriental Orthodox	M	295
Bradfield	Christianity	Pentecostal	F	774
Bradfield	Christianity	Pentecostal	M	640
Bradfield	Christianity	Presbyterian Reformed	F	2486
Bradfield	Christianity	Presbyterian Reformed	M	2135
Bradfield	Christianity	Protestant (Other)	F	370
Bradfield	Christianity	Protestant (Other)	M	335
Bradfield	Christianity	Salvation Army	F	50
Bradfield	Christianity	Salvation Army	M	50
Bradfield	Christianity	Seventh Day Adventist	F	348
Bradfield	Christianity	Seventh Day Adventist	M	263
Bradfield	Christianity	Uniting Church	F	3808
Bradfield	Christianity	Uniting Church	M	2797
Bradfield	Hinduism		F	2477
Bradfield	Hinduism		M	2496
Bradfield	Islam		F	873
Bradfield	Islam		M	869
Bradfield	Judaism		F	1714
Bradfield	Judaism		M	1710
Bradfield	No religion		F	24697
Bradfield	No religion		M	26492
Calare	(Other)		F	7869
Calare	(Other)		M	10194
Calare	(Other)	(Other)	F	232
Calare	(Other)	(Other)	M	155
Calare	(Other)	Australian Aboriginal Traditional	F	27
Calare	(Other)	Australian Aboriginal Traditional	M	32
Calare	(Other)	Other spiritual beliefs	F	96
Calare	(Other)	Other spiritual beliefs	M	72
Calare	(Other)	Secular beliefs	F	129
Calare	(Other)	Secular beliefs	M	169
Calare	(Other)	Sikhism	F	90
Calare	(Other)	Sikhism	M	88
Calare	Buddhism		F	573
Calare	Buddhism		M	399
Calare	Christianity		F	1589
Calare	Christianity		M	1423
Calare	Christianity	(Other)	F	34
Calare	Christianity	(Other)	M	38
Calare	Christianity	Anglican	F	18680
Calare	Christianity	Anglican	M	16859
Calare	Christianity	Baptist	F	1150
Calare	Christianity	Baptist	M	1060
Calare	Christianity	Brethren	F	322
Calare	Christianity	Brethren	M	323
Calare	Christianity	Catholic	F	23604
Calare	Christianity	Catholic	M	21892
Calare	Christianity	Churches Of Christ	F	63
Calare	Christianity	Churches Of Christ	M	48
Calare	Christianity	Eastern Orthodox	F	240
Calare	Christianity	Eastern Orthodox	M	288
Calare	Christianity	Jehovah's Witnesses	F	260
Calare	Christianity	Jehovah's Witnesses	M	206
Calare	Christianity	Latter Day Saints	F	92
Calare	Christianity	Latter Day Saints	M	87
Calare	Christianity	Lutheran	F	194
Calare	Christianity	Lutheran	M	132
Calare	Christianity	Oriental Orthodox	F	26
Calare	Christianity	Oriental Orthodox	M	30
Calare	Christianity	Pentecostal	F	722
Calare	Christianity	Pentecostal	M	599
Calare	Christianity	Presbyterian Reformed	F	2922
Calare	Christianity	Presbyterian Reformed	M	2690
Calare	Christianity	Protestant (Other)	F	433
Calare	Christianity	Protestant (Other)	M	418
Calare	Christianity	Salvation Army	F	224
Calare	Christianity	Salvation Army	M	206
Calare	Christianity	Seventh Day Adventist	F	189
Calare	Christianity	Seventh Day Adventist	M	143
Calare	Christianity	Uniting Church	F	4520
Calare	Christianity	Uniting Church	M	3878
Calare	Hinduism		F	283
Calare	Hinduism		M	306
Calare	Islam		F	198
Calare	Islam		M	241
Calare	Judaism		F	29
Calare	Judaism		M	29
Calare	No religion		F	15849
Calare	No religion		M	18615
Chifley	(Other)		F	6630
Chifley	(Other)		M	6724
Chifley	(Other)	(Other)	F	320
Chifley	(Other)	(Other)	M	266
Chifley	(Other)	Australian Aboriginal Traditional	F	14
Chifley	(Other)	Australian Aboriginal Traditional	M	3
Chifley	(Other)	Other spiritual beliefs	F	55
Chifley	(Other)	Other spiritual beliefs	M	52
Chifley	(Other)	Secular beliefs	F	89
Chifley	(Other)	Secular beliefs	M	136
Chifley	(Other)	Sikhism	F	1751
Chifley	(Other)	Sikhism	M	2143
Chifley	Buddhism		F	1222
Chifley	Buddhism		M	1092
Chifley	Christianity		F	3373
Chifley	Christianity		M	3017
Chifley	Christianity	(Other)	F	106
Chifley	Christianity	(Other)	M	112
Chifley	Christianity	Anglican	F	9420
Chifley	Christianity	Anglican	M	8253
Chifley	Christianity	Assyrian Apostolic	F	63
Chifley	Christianity	Assyrian Apostolic	M	73
Chifley	Christianity	Baptist	F	1013
Chifley	Christianity	Baptist	M	938
Chifley	Christianity	Brethren	F	11
Chifley	Christianity	Brethren	M	8
Chifley	Christianity	Catholic	F	27412
Chifley	Christianity	Catholic	M	25265
Chifley	Christianity	Churches Of Christ	F	289
Chifley	Christianity	Churches Of Christ	M	262
Chifley	Christianity	Eastern Orthodox	F	1394
Chifley	Christianity	Eastern Orthodox	M	1340
Chifley	Christianity	Jehovah's Witnesses	F	378
Chifley	Christianity	Jehovah's Witnesses	M	292
Chifley	Christianity	Latter Day Saints	F	839
Chifley	Christianity	Latter Day Saints	M	762
Chifley	Christianity	Lutheran	F	101
Chifley	Christianity	Lutheran	M	104
Chifley	Christianity	Oriental Orthodox	F	1126
Chifley	Christianity	Oriental Orthodox	M	1109
Chifley	Christianity	Pentecostal	F	1786
Chifley	Christianity	Pentecostal	M	1543
Chifley	Christianity	Presbyterian Reformed	F	1701
Chifley	Christianity	Presbyterian Reformed	M	1434
Chifley	Christianity	Protestant (Other)	F	1054
Chifley	Christianity	Protestant (Other)	M	1054
Chifley	Christianity	Salvation Army	F	129
Chifley	Christianity	Salvation Army	M	98
Chifley	Christianity	Seventh Day Adventist	F	547
Chifley	Christianity	Seventh Day Adventist	M	476
Chifley	Christianity	Uniting Church	F	1567
Chifley	Christianity	Uniting Church	M	1420
Chifley	Hinduism		F	5892
Chifley	Hinduism		M	6080
Chifley	Islam		F	6942
Chifley	Islam		M	7229
Chifley	Judaism		F	24
Chifley	Judaism		M	16
Chifley	No religion		F	11494
Chifley	No religion		M	13215
Cook	(Other)		F	5239
Cook	(Other)		M	5202
Cook	(Other)	(Other)	F	110
Cook	(Other)	(Other)	M	109
Cook	(Other)	Australian Aboriginal Traditional	F	8
Cook	(Other)	Australian Aboriginal Traditional	M	12
Cook	(Other)	Other spiritual beliefs	F	102
Cook	(Other)	Other spiritual beliefs	M	46
Cook	(Other)	Secular beliefs	F	131
Cook	(Other)	Secular beliefs	M	160
Cook	(Other)	Sikhism	F	71
Cook	(Other)	Sikhism	M	81
Cook	Buddhism		F	1224
Cook	Buddhism		M	789
Cook	Christianity		F	1477
Cook	Christianity		M	1301
Cook	Christianity	(Other)	F	55
Cook	Christianity	(Other)	M	50
Cook	Christianity	Anglican	F	13441
Cook	Christianity	Anglican	M	11285
Cook	Christianity	Assyrian Apostolic	F	9
Cook	Christianity	Assyrian Apostolic	M	7
Cook	Christianity	Baptist	F	893
Cook	Christianity	Baptist	M	805
Cook	Christianity	Brethren	M	4
Cook	Christianity	Catholic	F	20934
Cook	Christianity	Catholic	M	18590
Cook	Christianity	Churches Of Christ	F	62
Cook	Christianity	Churches Of Christ	M	50
Cook	Christianity	Eastern Orthodox	F	6597
Cook	Christianity	Eastern Orthodox	M	6386
Cook	Christianity	Jehovah's Witnesses	F	149
Cook	Christianity	Jehovah's Witnesses	M	103
Cook	Christianity	Latter Day Saints	F	74
Cook	Christianity	Latter Day Saints	M	77
Cook	Christianity	Lutheran	F	169
Cook	Christianity	Lutheran	M	121
Cook	Christianity	Oriental Orthodox	F	668
Cook	Christianity	Oriental Orthodox	M	684
Cook	Christianity	Pentecostal	F	598
Cook	Christianity	Pentecostal	M	511
Cook	Christianity	Presbyterian Reformed	F	1528
Cook	Christianity	Presbyterian Reformed	M	1296
Cook	Christianity	Protestant (Other)	F	277
Cook	Christianity	Protestant (Other)	M	253
Cook	Christianity	Salvation Army	F	141
Cook	Christianity	Salvation Army	M	93
Cook	Christianity	Seventh Day Adventist	F	41
Cook	Christianity	Seventh Day Adventist	M	38
Cook	Christianity	Uniting Church	F	2094
Cook	Christianity	Uniting Church	M	1541
Cook	Hinduism		F	449
Cook	Hinduism		M	472
Cook	Islam		F	980
Cook	Islam		M	1024
Cook	Judaism		F	137
Cook	Judaism		M	98
Cook	No religion		F	13893
Cook	No religion		M	16325
Cowper	(Other)		F	7919
Cowper	(Other)		M	8496
Cowper	(Other)	(Other)	F	322
Cowper	(Other)	(Other)	M	182
Cowper	(Other)	Australian Aboriginal Traditional	F	56
Cowper	(Other)	Australian Aboriginal Traditional	M	45
Cowper	(Other)	Other spiritual beliefs	F	242
Cowper	(Other)	Other spiritual beliefs	M	134
Cowper	(Other)	Secular beliefs	F	197
Cowper	(Other)	Secular beliefs	M	226
Cowper	(Other)	Sikhism	F	183
Cowper	(Other)	Sikhism	M	204
Cowper	Buddhism		F	878
Cowper	Buddhism		M	611
Cowper	Christianity		F	2169
Cowper	Christianity		M	1760
Cowper	Christianity	(Other)	F	91
Cowper	Christianity	(Other)	M	72
Cowper	Christianity	Anglican	F	18264
Cowper	Christianity	Anglican	M	15464
Cowper	Christianity	Assyrian Apostolic	M	3
Cowper	Christianity	Baptist	F	965
Cowper	Christianity	Baptist	M	862
Cowper	Christianity	Brethren	F	4
Cowper	Christianity	Catholic	F	18089
Cowper	Christianity	Catholic	M	15845
Cowper	Christianity	Churches Of Christ	F	68
Cowper	Christianity	Churches Of Christ	M	56
Cowper	Christianity	Eastern Orthodox	F	219
Cowper	Christianity	Eastern Orthodox	M	181
Cowper	Christianity	Jehovah's Witnesses	F	523
Cowper	Christianity	Jehovah's Witnesses	M	394
Cowper	Christianity	Latter Day Saints	F	120
Cowper	Christianity	Latter Day Saints	M	102
Cowper	Christianity	Lutheran	F	219
Cowper	Christianity	Lutheran	M	160
Cowper	Christianity	Oriental Orthodox	F	26
Cowper	Christianity	Oriental Orthodox	M	24
Cowper	Christianity	Pentecostal	F	1190
Cowper	Christianity	Pentecostal	M	947
Cowper	Christianity	Presbyterian Reformed	F	3114
Cowper	Christianity	Presbyterian Reformed	M	2648
Cowper	Christianity	Protestant (Other)	F	310
Cowper	Christianity	Protestant (Other)	M	251
Cowper	Christianity	Salvation Army	F	439
Cowper	Christianity	Salvation Army	M	323
Cowper	Christianity	Seventh Day Adventist	F	684
Cowper	Christianity	Seventh Day Adventist	M	537
Cowper	Christianity	Uniting Church	F	3825
Cowper	Christianity	Uniting Church	M	2999
Cowper	Hinduism		F	203
Cowper	Hinduism		M	222
Cowper	Islam		F	259
Cowper	Islam		M	243
Cowper	Judaism		F	68
Cowper	Judaism		M	68
Cowper	No religion		F	21628
Cowper	No religion		M	23977
Cunningham	(Other)		F	6094
Cunningham	(Other)		M	6511
Cunningham	(Other)	(Other)	F	277
Cunningham	(Other)	(Other)	M	193
Cunningham	(Other)	Australian Aboriginal Traditional	F	14
Cunningham	(Other)	Australian Aboriginal Traditional	M	14
Cunningham	(Other)	Other spiritual beliefs	F	183
Cunningham	(Other)	Other spiritual beliefs	M	122
Cunningham	(Other)	Secular beliefs	F	238
Cunningham	(Other)	Secular beliefs	M	305
Cunningham	(Other)	Sikhism	F	35
Cunningham	(Other)	Sikhism	M	52
Cunningham	Buddhism		F	1233
Cunningham	Buddhism		M	930
Cunningham	Christianity		F	2316
Cunningham	Christianity		M	2196
Cunningham	Christianity	(Other)	F	75
Cunningham	Christianity	(Other)	M	52
Cunningham	Christianity	Anglican	F	12782
Cunningham	Christianity	Anglican	M	10817
Cunningham	Christianity	Assyrian Apostolic	F	6
Cunningham	Christianity	Assyrian Apostolic	M	9
Cunningham	Christianity	Baptist	F	750
Cunningham	Christianity	Baptist	M	689
Cunningham	Christianity	Brethren	F	134
Cunningham	Christianity	Brethren	M	146
Cunningham	Christianity	Catholic	F	20656
Cunningham	Christianity	Catholic	M	18487
Cunningham	Christianity	Churches Of Christ	F	93
Cunningham	Christianity	Churches Of Christ	M	82
Cunningham	Christianity	Eastern Orthodox	F	3511
Cunningham	Christianity	Eastern Orthodox	M	3472
Cunningham	Christianity	Jehovah's Witnesses	F	356
Cunningham	Christianity	Jehovah's Witnesses	M	232
Cunningham	Christianity	Latter Day Saints	F	110
Cunningham	Christianity	Latter Day Saints	M	105
Cunningham	Christianity	Lutheran	F	311
Cunningham	Christianity	Lutheran	M	231
Cunningham	Christianity	Oriental Orthodox	F	97
Cunningham	Christianity	Oriental Orthodox	M	99
Cunningham	Christianity	Pentecostal	F	931
Cunningham	Christianity	Pentecostal	M	710
Cunningham	Christianity	Presbyterian Reformed	F	2004
Cunningham	Christianity	Presbyterian Reformed	M	1690
Cunningham	Christianity	Protestant (Other)	F	266
Cunningham	Christianity	Protestant (Other)	M	206
Cunningham	Christianity	Salvation Army	F	231
Cunningham	Christianity	Salvation Army	M	193
Cunningham	Christianity	Seventh Day Adventist	F	116
Cunningham	Christianity	Seventh Day Adventist	M	89
Cunningham	Christianity	Uniting Church	F	2917
Cunningham	Christianity	Uniting Church	M	2326
Cunningham	Hinduism		F	488
Cunningham	Hinduism		M	667
Cunningham	Islam		F	1605
Cunningham	Islam		M	1819
Cunningham	Judaism		F	46
Cunningham	Judaism		M	57
Cunningham	No religion		F	20626
Cunningham	No religion		M	24373
Dobell	(Other)		F	6569
Dobell	(Other)		M	6310
Dobell	(Other)	(Other)	F	267
Dobell	(Other)	(Other)	M	175
Dobell	(Other)	Australian Aboriginal Traditional	F	25
Dobell	(Other)	Australian Aboriginal Traditional	M	33
Dobell	(Other)	Other spiritual beliefs	F	153
Dobell	(Other)	Other spiritual beliefs	M	98
Dobell	(Other)	Secular beliefs	F	159
Dobell	(Other)	Secular beliefs	M	225
Dobell	(Other)	Sikhism	F	53
Dobell	(Other)	Sikhism	M	67
Dobell	Buddhism		F	772
Dobell	Buddhism		M	514
Dobell	Christianity		F	1764
Dobell	Christianity		M	1512
Dobell	Christianity	(Other)	F	77
Dobell	Christianity	(Other)	M	67
Dobell	Christianity	Anglican	F	19183
Dobell	Christianity	Anglican	M	16267
Dobell	Christianity	Assyrian Apostolic	F	8
Dobell	Christianity	Assyrian Apostolic	M	9
Dobell	Christianity	Baptist	F	1484
Dobell	Christianity	Baptist	M	1234
Dobell	Christianity	Brethren	F	76
Dobell	Christianity	Brethren	M	64
Dobell	Christianity	Catholic	F	20801
Dobell	Christianity	Catholic	M	18163
Dobell	Christianity	Churches Of Christ	F	86
Dobell	Christianity	Churches Of Christ	M	59
