CED_NAME16	Age	NeedsAssistance	Sex	persons
Barton	55-64	1	F	647
Barton	55-64	1	M	462
Barton	65-74		F	400
Barton	65-74		M	395
Barton	65-74	0	F	5088
Barton	65-74	0	M	4817
Barton	65-74	1	F	905
Barton	65-74	1	M	709
Barton	75-84		F	353
Barton	75-84		M	294
Barton	75-84	0	F	2630
Barton	75-84	0	M	2501
Barton	75-84	1	F	1556
Barton	75-84	1	M	1061
Barton	85+		F	353
Barton	85+		M	208
Barton	85+	0	F	667
Barton	85+	0	M	600
Barton	85+	1	F	1396
Barton	85+	1	M	771
Bennelong	0-4		F	221
Bennelong	0-4		M	215
Bennelong	0-4	0	F	4827
Bennelong	0-4	0	M	4866
Bennelong	0-4	1	F	30
Bennelong	0-4	1	M	66
Bennelong	5-14		F	261
Bennelong	5-14		M	301
Bennelong	5-14	0	F	8380
Bennelong	5-14	0	M	8882
Bennelong	5-14	1	F	106
Bennelong	5-14	1	M	250
Bennelong	15-19		F	157
Bennelong	15-19		M	192
Bennelong	15-19	0	F	4364
Bennelong	15-19	0	M	4751
Bennelong	15-19	1	F	41
Bennelong	15-19	1	M	105
Bennelong	20-24		F	316
Bennelong	20-24		M	279
Bennelong	20-24	0	F	6439
Bennelong	20-24	0	M	6337
Bennelong	20-24	1	F	62
Bennelong	20-24	1	M	77
Bennelong	25-34		F	682
Bennelong	25-34		M	660
Bennelong	25-34	0	F	13859
Bennelong	25-34	0	M	13229
Bennelong	25-34	1	F	109
Bennelong	25-34	1	M	126
Bennelong	35-44		F	507
Bennelong	35-44		M	558
Bennelong	35-44	0	F	11754
Bennelong	35-44	0	M	11280
Bennelong	35-44	1	F	179
Bennelong	35-44	1	M	155
Bennelong	45-54		F	415
Bennelong	45-54		M	446
Bennelong	45-54	0	F	10516
Bennelong	45-54	0	M	9656
Bennelong	45-54	1	F	282
Bennelong	45-54	1	M	265
Bennelong	55-64		F	397
Bennelong	55-64		M	375
Bennelong	55-64	0	F	8825
Bennelong	55-64	0	M	8102
Bennelong	55-64	1	F	475
Bennelong	55-64	1	M	344
Bennelong	65-74		F	311
Bennelong	65-74		M	284
Bennelong	65-74	0	F	5470
Bennelong	65-74	0	M	5200
Bennelong	65-74	1	F	541
Bennelong	65-74	1	M	418
Bennelong	75-84		F	245
Bennelong	75-84		M	183
Bennelong	75-84	0	F	3007
Bennelong	75-84	0	M	2589
Bennelong	75-84	1	F	1114
Bennelong	75-84	1	M	634
Bennelong	85+		F	192
Bennelong	85+		M	100
Bennelong	85+	0	F	1105
Bennelong	85+	0	M	783
Bennelong	85+	1	F	1379
Bennelong	85+	1	M	662
Berowra	0-4		F	116
Berowra	0-4		M	130
Berowra	0-4	0	F	3514
Berowra	0-4	0	M	3912
Berowra	0-4	1	F	24
Berowra	0-4	1	M	50
Berowra	5-14		F	278
Berowra	5-14		M	270
Berowra	5-14	0	F	9432
Berowra	5-14	0	M	9840
Berowra	5-14	1	F	136
Berowra	5-14	1	M	297
Berowra	15-19		F	152
Berowra	15-19		M	164
Berowra	15-19	0	F	4837
Berowra	15-19	0	M	5216
Berowra	15-19	1	F	81
Berowra	15-19	1	M	116
Berowra	20-24		F	164
Berowra	20-24		M	159
Berowra	20-24	0	F	4021
Berowra	20-24	0	M	4413
Berowra	20-24	1	F	55
Berowra	20-24	1	M	94
Berowra	25-34		F	254
Berowra	25-34		M	286
Berowra	25-34	0	F	5976
Berowra	25-34	0	M	5966
Berowra	25-34	1	F	111
Berowra	25-34	1	M	136
Berowra	35-44		F	346
Berowra	35-44		M	390
Berowra	35-44	0	F	9652
Berowra	35-44	0	M	8518
Berowra	35-44	1	F	139
Berowra	35-44	1	M	133
Berowra	45-54		F	404
Berowra	45-54		M	395
Berowra	45-54	0	F	10964
Berowra	45-54	0	M	9990
Berowra	45-54	1	F	198
Berowra	45-54	1	M	171
Berowra	55-64		F	370
Berowra	55-64		M	371
Berowra	55-64	0	F	9130
Berowra	55-64	0	M	8669
Berowra	55-64	1	F	224
Berowra	55-64	1	M	222
Berowra	65-74		F	314
Berowra	65-74		M	263
Berowra	65-74	0	F	6367
Berowra	65-74	0	M	6134
Berowra	65-74	1	F	391
Berowra	65-74	1	M	306
Berowra	75-84		F	203
Berowra	75-84		M	185
Berowra	75-84	0	F	2852
Berowra	75-84	0	M	2689
Berowra	75-84	1	F	798
Berowra	75-84	1	M	514
Berowra	85+		F	127
Berowra	85+		M	61
Berowra	85+	0	F	883
Berowra	85+	0	M	709
Berowra	85+	1	F	1333
Berowra	85+	1	M	523
Blaxland	0-4		F	548
Blaxland	0-4		M	506
Blaxland	0-4	0	F	6022
Blaxland	0-4	0	M	6193
Blaxland	0-4	1	F	64
Blaxland	0-4	1	M	96
Blaxland	5-14		F	742
Blaxland	5-14		M	794
Blaxland	5-14	0	F	10400
Blaxland	5-14	0	M	10930
Blaxland	5-14	1	F	186
Blaxland	5-14	1	M	410
Blaxland	15-19		F	324
Blaxland	15-19		M	341
Blaxland	15-19	0	F	5107
Blaxland	15-19	0	M	5318
Blaxland	15-19	1	F	77
Blaxland	15-19	1	M	145
Blaxland	20-24		F	469
Blaxland	20-24		M	523
Blaxland	20-24	0	F	6041
Blaxland	20-24	0	M	6875
Blaxland	20-24	1	F	76
Blaxland	20-24	1	M	151
Blaxland	25-34		F	907
Blaxland	25-34		M	1240
Blaxland	25-34	0	F	13151
Blaxland	25-34	0	M	14692
Blaxland	25-34	1	F	220
Blaxland	25-34	1	M	283
Blaxland	35-44		F	745
Blaxland	35-44		M	884
Blaxland	35-44	0	F	9811
Blaxland	35-44	0	M	10294
Blaxland	35-44	1	F	342
Blaxland	35-44	1	M	375
Blaxland	45-54		F	665
Blaxland	45-54		M	771
Blaxland	45-54	0	F	8927
Blaxland	45-54	0	M	8996
Blaxland	45-54	1	F	673
Blaxland	45-54	1	M	561
Blaxland	55-64		F	538
Blaxland	55-64		M	595
Blaxland	55-64	0	F	7245
Blaxland	55-64	0	M	7386
Blaxland	55-64	1	F	1071
Blaxland	55-64	1	M	846
Blaxland	65-74		F	379
Blaxland	65-74		M	420
Blaxland	65-74	0	F	4211
Blaxland	65-74	0	M	4333
Blaxland	65-74	1	F	1019
Blaxland	65-74	1	M	985
Blaxland	75-84		F	261
Blaxland	75-84		M	220
Blaxland	75-84	0	F	1913
Blaxland	75-84	0	M	1843
Blaxland	75-84	1	F	1358
Blaxland	75-84	1	M	874
Blaxland	85+		F	152
Blaxland	85+		M	94
Blaxland	85+	0	F	631
Blaxland	85+	0	M	488
Blaxland	85+	1	F	1286
Blaxland	85+	1	M	617
Bradfield	0-4		F	136
Bradfield	0-4		M	174
Bradfield	0-4	0	F	4229
Bradfield	0-4	0	M	4418
Bradfield	0-4	1	F	24
Bradfield	0-4	1	M	48
Bradfield	5-14		F	322
Bradfield	5-14		M	339
Bradfield	5-14	0	F	10601
Bradfield	5-14	0	M	11222
Bradfield	5-14	1	F	122
Bradfield	5-14	1	M	248
Bradfield	15-19		F	215
Bradfield	15-19		M	245
Bradfield	15-19	0	F	5389
Bradfield	15-19	0	M	5424
Bradfield	15-19	1	F	61
Bradfield	15-19	1	M	109
Bradfield	20-24		F	202
Bradfield	20-24		M	159
Bradfield	20-24	0	F	4329
Bradfield	20-24	0	M	4269
Bradfield	20-24	1	F	47
Bradfield	20-24	1	M	71
Bradfield	25-34		F	382
Bradfield	25-34		M	399
Bradfield	25-34	0	F	8448
Bradfield	25-34	0	M	7528
Bradfield	25-34	1	F	80
Bradfield	25-34	1	M	96
Bradfield	35-44		F	457
Bradfield	35-44		M	413
Bradfield	35-44	0	F	11301
Bradfield	35-44	0	M	10001
Bradfield	35-44	1	F	118
Bradfield	35-44	1	M	87
Bradfield	45-54		F	494
Bradfield	45-54		M	465
Bradfield	45-54	0	F	11825
Bradfield	45-54	0	M	10567
Bradfield	45-54	1	F	173
Bradfield	45-54	1	M	127
Bradfield	55-64		F	336
Bradfield	55-64		M	350
Bradfield	55-64	0	F	8602
Bradfield	55-64	0	M	7894
Bradfield	55-64	1	F	260
Bradfield	55-64	1	M	162
Bradfield	65-74		F	363
Bradfield	65-74		M	281
Bradfield	65-74	0	F	6392
Bradfield	65-74	0	M	5741
Bradfield	65-74	1	F	382
Bradfield	65-74	1	M	258
Bradfield	75-84		F	273
Bradfield	75-84		M	185
Bradfield	75-84	0	F	3732
Bradfield	75-84	0	M	3236
Bradfield	75-84	1	F	817
Bradfield	75-84	1	M	523
Bradfield	85+		F	264
Bradfield	85+		M	146
Bradfield	85+	0	F	1329
Bradfield	85+	0	M	1038
Bradfield	85+	1	F	1608
Bradfield	85+	1	M	725
Calare	0-4		F	402
Calare	0-4		M	432
Calare	0-4	0	F	4635
Calare	0-4	0	M	4951
Calare	0-4	1	F	27
Calare	0-4	1	M	61
Calare	5-14		F	770
Calare	5-14		M	769
Calare	5-14	0	F	9357
Calare	5-14	0	M	9888
Calare	5-14	1	F	233
Calare	5-14	1	M	524
Calare	15-19		F	418
Calare	15-19		M	466
Calare	15-19	0	F	4470
Calare	15-19	0	M	4680
Calare	15-19	1	F	113
Calare	15-19	1	M	208
Calare	20-24		F	446
Calare	20-24		M	819
Calare	20-24	0	F	3962
Calare	20-24	0	M	3877
Calare	20-24	1	F	96
Calare	20-24	1	M	125
Calare	25-34		F	766
Calare	25-34		M	1558
Calare	25-34	0	F	8261
Calare	25-34	0	M	7863
Calare	25-34	1	F	194
Calare	25-34	1	M	210
Calare	35-44		F	832
Calare	35-44		M	1239
Calare	35-44	0	F	8510
Calare	35-44	0	M	7862
Calare	35-44	1	F	266
Calare	35-44	1	M	259
Calare	45-54		F	940
Calare	45-54		M	1190
Calare	45-54	0	F	9372
Calare	45-54	0	M	8912
Calare	45-54	1	F	421
Calare	45-54	1	M	432
Calare	55-64		F	865
Calare	55-64		M	995
Calare	55-64	0	F	8905
Calare	55-64	0	M	8664
Calare	55-64	1	F	552
Calare	55-64	1	M	623
Calare	65-74		F	820
Calare	65-74		M	872
Calare	65-74	0	F	7179
Calare	65-74	0	M	6985
Calare	65-74	1	F	615
Calare	65-74	1	M	700
Calare	75-84		F	524
Calare	75-84		M	428
Calare	75-84	0	F	3442
Calare	75-84	0	M	3114
Calare	75-84	1	F	930
Calare	75-84	1	M	664
Calare	85+		F	296
Calare	85+		M	142
Calare	85+	0	F	940
Calare	85+	0	M	702
Calare	85+	1	F	1090
Calare	85+	1	M	440
Chifley	0-4		F	483
Chifley	0-4		M	523
Chifley	0-4	0	F	6099
Chifley	0-4	0	M	6301
Chifley	0-4	1	F	68
Chifley	0-4	1	M	131
Chifley	5-14		F	797
Chifley	5-14		M	838
Chifley	5-14	0	F	11240
Chifley	5-14	0	M	11733
Chifley	5-14	1	F	308
Chifley	5-14	1	M	702
Chifley	15-19		F	353
Chifley	15-19		M	398
Chifley	15-19	0	F	5577
Chifley	15-19	0	M	5835
Chifley	15-19	1	F	137
Chifley	15-19	1	M	238
Chifley	20-24		F	342
Chifley	20-24		M	410
Chifley	20-24	0	F	5741
Chifley	20-24	0	M	5816
Chifley	20-24	1	F	106
Chifley	20-24	1	M	166
Chifley	25-34		F	817
Chifley	25-34		M	728
Chifley	25-34	0	F	12546
Chifley	25-34	0	M	11470
Chifley	25-34	1	F	233
Chifley	25-34	1	M	282
Chifley	35-44		F	723
Chifley	35-44		M	705
Chifley	35-44	0	F	10849
Chifley	35-44	0	M	10610
Chifley	35-44	1	F	328
Chifley	35-44	1	M	294
Chifley	45-54		F	637
Chifley	45-54		M	688
Chifley	45-54	0	F	9431
Chifley	45-54	0	M	9236
Chifley	45-54	1	F	632
Chifley	45-54	1	M	506
Chifley	55-64		F	577
Chifley	55-64		M	532
Chifley	55-64	0	F	7587
Chifley	55-64	0	M	7259
Chifley	55-64	1	F	875
Chifley	55-64	1	M	682
Chifley	65-74		F	484
Chifley	65-74		M	383
Chifley	65-74	0	F	4479
Chifley	65-74	0	M	4234
Chifley	65-74	1	F	1007
Chifley	65-74	1	M	870
Chifley	75-84		F	242
Chifley	75-84		M	176
Chifley	75-84	0	F	1661
Chifley	75-84	0	M	1482
Chifley	75-84	1	F	1031
Chifley	75-84	1	M	630
Chifley	85+		F	91
Chifley	85+		M	58
Chifley	85+	0	F	311
Chifley	85+	0	M	253
Chifley	85+	1	F	928
Chifley	85+	1	M	338
Cook	0-4		F	210
Cook	0-4		M	195
Cook	0-4	0	F	3728
Cook	0-4	0	M	4054
Cook	0-4	1	F	22
Cook	0-4	1	M	44
Cook	5-14		F	346
Cook	5-14		M	368
Cook	5-14	0	F	7619
Cook	5-14	0	M	7966
Cook	5-14	1	F	97
Cook	5-14	1	M	234
Cook	15-19		F	165
Cook	15-19		M	198
Cook	15-19	0	F	3665
Cook	15-19	0	M	3721
Cook	15-19	1	F	57
Cook	15-19	1	M	99
Cook	20-24		F	182
Cook	20-24		M	213
Cook	20-24	0	F	3524
Cook	20-24	0	M	3649
Cook	20-24	1	F	43
Cook	20-24	1	M	62
Cook	25-34		F	573
Cook	25-34		M	544
Cook	25-34	0	F	8238
Cook	25-34	0	M	7628
Cook	25-34	1	F	82
Cook	25-34	1	M	96
Cook	35-44		F	520
Cook	35-44		M	573
Cook	35-44	0	F	9064
Cook	35-44	0	M	8463
Cook	35-44	1	F	142
Cook	35-44	1	M	136
Cook	45-54		F	526
Cook	45-54		M	514
Cook	45-54	0	F	9181
Cook	45-54	0	M	8682
Cook	45-54	1	F	212
Cook	45-54	1	M	191
Cook	55-64		F	495
Cook	55-64		M	486
Cook	55-64	0	F	8004
Cook	55-64	0	M	7469
Cook	55-64	1	F	309
Cook	55-64	1	M	246
Cook	65-74		F	386
Cook	65-74		M	372
Cook	65-74	0	F	6103
Cook	65-74	0	M	5492
Cook	65-74	1	F	451
Cook	65-74	1	M	406
Cook	75-84		F	268
Cook	75-84		M	213
Cook	75-84	0	F	3531
Cook	75-84	0	M	2970
Cook	75-84	1	F	904
Cook	75-84	1	M	549
Cook	85+		F	207
Cook	85+		M	127
Cook	85+	0	F	1302
Cook	85+	0	M	960
Cook	85+	1	F	1405
Cook	85+	1	M	585
Cowper	0-4		F	300
Cowper	0-4		M	311
Cowper	0-4	0	F	3719
Cowper	0-4	0	M	3743
Cowper	0-4	1	F	51
Cowper	0-4	1	M	63
Cowper	5-14		F	618
Cowper	5-14		M	632
Cowper	5-14	0	F	8550
Cowper	5-14	0	M	8587
Cowper	5-14	1	F	268
Cowper	5-14	1	M	563
Cowper	15-19		F	290
Cowper	15-19		M	313
Cowper	15-19	0	F	4027
Cowper	15-19	0	M	4162
Cowper	15-19	1	F	115
Cowper	15-19	1	M	224
Cowper	20-24		F	274
Cowper	20-24		M	356
Cowper	20-24	0	F	3168
Cowper	20-24	0	M	3159
Cowper	20-24	1	F	92
Cowper	20-24	1	M	171
Cowper	25-34		F	608
Cowper	25-34		M	779
Cowper	25-34	0	F	6830
Cowper	25-34	0	M	6165
Cowper	25-34	1	F	221
Cowper	25-34	1	M	268
Cowper	35-44		F	581
Cowper	35-44		M	681
Cowper	35-44	0	F	7846
Cowper	35-44	0	M	6929
Cowper	35-44	1	F	313
Cowper	35-44	1	M	340
Cowper	45-54		F	823
Cowper	45-54		M	836
Cowper	45-54	0	F	9548
Cowper	45-54	0	M	8300
Cowper	45-54	1	F	548
Cowper	45-54	1	M	566
Cowper	55-64		F	889
Cowper	55-64		M	955
Cowper	55-64	0	F	10681
Cowper	55-64	0	M	9709
Cowper	55-64	1	F	815
Cowper	55-64	1	M	855
Cowper	65-74		F	886
Cowper	65-74		M	871
Cowper	65-74	0	F	9206
Cowper	65-74	0	M	8636
Cowper	65-74	1	F	880
Cowper	65-74	1	M	1032
Cowper	75-84		F	702
Cowper	75-84		M	596
Cowper	75-84	0	F	4746
Cowper	75-84	0	M	4323
Cowper	75-84	1	F	1181
Cowper	75-84	1	M	831
Cowper	85+		F	524
Cowper	85+		M	284
Cowper	85+	0	F	1377
Cowper	85+	0	M	1085
Cowper	85+	1	F	1601
Cowper	85+	1	M	723
Cunningham	0-4		F	208
Cunningham	0-4		M	252
Cunningham	0-4	0	F	4096
Cunningham	0-4	0	M	4250
Cunningham	0-4	1	F	30
Cunningham	0-4	1	M	65
Cunningham	5-14		F	353
Cunningham	5-14		M	397
Cunningham	5-14	0	F	8401
Cunningham	5-14	0	M	8581
Cunningham	5-14	1	F	154
Cunningham	5-14	1	M	372
Cunningham	15-19		F	236
Cunningham	15-19		M	237
Cunningham	15-19	0	F	4500
Cunningham	15-19	0	M	4670
Cunningham	15-19	1	F	98
Cunningham	15-19	1	M	148
Cunningham	20-24		F	356
Cunningham	20-24		M	374
Cunningham	20-24	0	F	5570
Cunningham	20-24	0	M	6161
Cunningham	20-24	1	F	87
Cunningham	20-24	1	M	136
Cunningham	25-34		F	603
Cunningham	25-34		M	650
Cunningham	25-34	0	F	9199
Cunningham	25-34	0	M	9390
Cunningham	25-34	1	F	187
Cunningham	25-34	1	M	230
Cunningham	35-44		F	503
Cunningham	35-44		M	527
Cunningham	35-44	0	F	9269
Cunningham	35-44	0	M	8996
Cunningham	35-44	1	F	261
Cunningham	35-44	1	M	261
Cunningham	45-54		F	523
Cunningham	45-54		M	588
Cunningham	45-54	0	F	9260
Cunningham	45-54	0	M	9048
Cunningham	45-54	1	F	385
Cunningham	45-54	1	M	394
Cunningham	55-64		F	565
Cunningham	55-64		M	552
Cunningham	55-64	0	F	8310
Cunningham	55-64	0	M	7831
Cunningham	55-64	1	F	604
Cunningham	55-64	1	M	539
Cunningham	65-74		F	512
Cunningham	65-74		M	473
Cunningham	65-74	0	F	5973
Cunningham	65-74	0	M	5533
Cunningham	65-74	1	F	702
Cunningham	65-74	1	M	701
Cunningham	75-84		F	391
Cunningham	75-84		M	333
Cunningham	75-84	0	F	3258
Cunningham	75-84	0	M	2825
Cunningham	75-84	1	F	1247
Cunningham	75-84	1	M	847
Cunningham	85+		F	283
Cunningham	85+		M	142
Cunningham	85+	0	F	929
Cunningham	85+	0	M	712
Cunningham	85+	1	F	1470
Cunningham	85+	1	M	677
Dobell	0-4		F	253
Dobell	0-4		M	278
Dobell	0-4	0	F	4303
Dobell	0-4	0	M	4401
Dobell	0-4	1	F	55
Dobell	0-4	1	M	126
Dobell	5-14		F	494
Dobell	5-14		M	536
Dobell	5-14	0	F	9124
Dobell	5-14	0	M	9405
Dobell	5-14	1	F	287
Dobell	5-14	1	M	697
Dobell	15-19		F	235
Dobell	15-19		M	265
Dobell	15-19	0	F	4415
Dobell	15-19	0	M	4450
Dobell	15-19	1	F	134
Dobell	15-19	1	M	250
Dobell	20-24		F	285
Dobell	20-24		M	272
Dobell	20-24	0	F	4088
Dobell	20-24	0	M	3993
Dobell	20-24	1	F	110
Dobell	20-24	1	M	178
Dobell	25-34		F	492
Dobell	25-34		M	511
Dobell	25-34	0	F	8132
Dobell	25-34	0	M	7598
Dobell	25-34	1	F	206
Dobell	25-34	1	M	231
Dobell	35-44		F	564
Dobell	35-44		M	540
Dobell	35-44	0	F	8893
Dobell	35-44	0	M	8142
Dobell	35-44	1	F	294
Dobell	35-44	1	M	277
Dobell	45-54		F	619
Dobell	45-54		M	623
Dobell	45-54	0	F	9286
Dobell	45-54	0	M	8753
Dobell	45-54	1	F	479
Dobell	45-54	1	M	402
Dobell	55-64		F	672
Dobell	55-64		M	588
Dobell	55-64	0	F	8752
Dobell	55-64	0	M	7805
Dobell	55-64	1	F	663
Dobell	55-64	1	M	607
Dobell	65-74		F	634
Dobell	65-74		M	545
Dobell	65-74	0	F	7036
Dobell	65-74	0	M	6131
Dobell	65-74	1	F	752
Dobell	65-74	1	M	806
Dobell	75-84		F	489
Dobell	75-84		M	359
Dobell	75-84	0	F	3690
Dobell	75-84	0	M	3116
Dobell	75-84	1	F	1160
Dobell	75-84	1	M	787
Dobell	85+		F	406
Dobell	85+		M	229
Dobell	85+	0	F	1157
Dobell	85+	0	M	881
Dobell	85+	1	F	1486
Dobell	85+	1	M	655
Eden-Monaro	0-4		F	283
Eden-Monaro	0-4		M	329
Eden-Monaro	0-4	0	F	3553
Eden-Monaro	0-4	0	M	3926
Eden-Monaro	0-4	1	F	30
Eden-Monaro	0-4	1	M	61
Eden-Monaro	5-14		F	624
Eden-Monaro	5-14		M	618
Eden-Monaro	5-14	0	F	8159
Eden-Monaro	5-14	0	M	8567
Eden-Monaro	5-14	1	F	181
Eden-Monaro	5-14	1	M	299
Eden-Monaro	15-19		F	296
Eden-Monaro	15-19		M	298
Eden-Monaro	15-19	0	F	3804
Eden-Monaro	15-19	0	M	3978
Eden-Monaro	15-19	1	F	78
Eden-Monaro	15-19	1	M	141
Eden-Monaro	20-24		F	292
Eden-Monaro	20-24		M	325
Eden-Monaro	20-24	0	F	3122
Eden-Monaro	20-24	0	M	3190
Eden-Monaro	20-24	1	F	73
Eden-Monaro	20-24	1	M	93
Eden-Monaro	25-34		F	679
Eden-Monaro	25-34		M	803
Eden-Monaro	25-34	0	F	7087
Eden-Monaro	25-34	0	M	6866
Eden-Monaro	25-34	1	F	159
Eden-Monaro	25-34	1	M	147
Eden-Monaro	35-44		F	719
Eden-Monaro	35-44		M	871
Eden-Monaro	35-44	0	F	8166
Eden-Monaro	35-44	0	M	7724
Eden-Monaro	35-44	1	F	210
Eden-Monaro	35-44	1	M	198
Eden-Monaro	45-54		F	879
Eden-Monaro	45-54		M	1027
Eden-Monaro	45-54	0	F	9860
Eden-Monaro	45-54	0	M	9476
Eden-Monaro	45-54	1	F	388
Eden-Monaro	45-54	1	M	348
Eden-Monaro	55-64		F	883
Eden-Monaro	55-64		M	935
Eden-Monaro	55-64	0	F	9617
Eden-Monaro	55-64	0	M	9462
Eden-Monaro	55-64	1	F	517
Eden-Monaro	55-64	1	M	554
Eden-Monaro	65-74		F	681
Eden-Monaro	65-74		M	725
Eden-Monaro	65-74	0	F	6854
Eden-Monaro	65-74	0	M	7137
Eden-Monaro	65-74	1	F	501
Eden-Monaro	65-74	1	M	576
Eden-Monaro	75-84		F	390
Eden-Monaro	75-84		M	379
Eden-Monaro	75-84	0	F	2977
Eden-Monaro	75-84	0	M	2994
Eden-Monaro	75-84	1	F	673
Eden-Monaro	75-84	1	M	547
Eden-Monaro	85+		F	283
Eden-Monaro	85+		M	157
Eden-Monaro	85+	0	F	821
Eden-Monaro	85+	0	M	644
Eden-Monaro	85+	1	F	918
Eden-Monaro	85+	1	M	387
Farrer	0-4		F	428
Farrer	0-4		M	433
Farrer	0-4	0	F	4447
Farrer	0-4	0	M	4721
Farrer	0-4	1	F	29
Farrer	0-4	1	M	69
Farrer	5-14		F	869
Farrer	5-14		M	855
Farrer	5-14	0	F	9425
Farrer	5-14	0	M	9427
Farrer	5-14	1	F	228
Farrer	5-14	1	M	460
Farrer	15-19		F	374
Farrer	15-19		M	406
Farrer	15-19	0	F	4490
Farrer	15-19	0	M	4631
Farrer	15-19	1	F	92
Farrer	15-19	1	M	163
Farrer	20-24		F	396
Farrer	20-24		M	456
Farrer	20-24	0	F	3937
Farrer	20-24	0	M	4015
Farrer	20-24	1	F	85
Farrer	20-24	1	M	135
Farrer	25-34		F	852
Farrer	25-34		M	888
Farrer	25-34	0	F	8293
Farrer	25-34	0	M	7922
Farrer	25-34	1	F	173
Farrer	25-34	1	M	204
Farrer	35-44		F	809
Farrer	35-44		M	831
Farrer	35-44	0	F	8412
Farrer	35-44	0	M	7923
Farrer	35-44	1	F	240
Farrer	35-44	1	M	265
Farrer	45-54		F	883
Farrer	45-54		M	957
Farrer	45-54	0	F	9431
Farrer	45-54	0	M	9134
Farrer	45-54	1	F	415
Farrer	45-54	1	M	370
Farrer	55-64		F	1032
Farrer	55-64		M	1039
Farrer	55-64	0	F	9589
Farrer	55-64	0	M	9544
Farrer	55-64	1	F	543
Farrer	55-64	1	M	629
Farrer	65-74		F	854
Farrer	65-74		M	881
Farrer	65-74	0	F	7452
Farrer	65-74	0	M	7370
Farrer	65-74	1	F	690
Farrer	65-74	1	M	772
Farrer	75-84		F	641
Farrer	75-84		M	515
Farrer	75-84	0	F	3972
Farrer	75-84	0	M	3654
Farrer	75-84	1	F	1003
Farrer	75-84	1	M	812
Farrer	85+		F	356
Farrer	85+		M	205
Farrer	85+	0	F	1049
Farrer	85+	0	M	882
Farrer	85+	1	F	1320
Farrer	85+	1	M	608
Fowler	0-4		F	457
Fowler	0-4		M	488
Fowler	0-4	0	F	4604
Fowler	0-4	0	M	4871
Fowler	0-4	1	F	47
Fowler	0-4	1	M	75
Fowler	5-14		F	661
Fowler	5-14		M	750
Fowler	5-14	0	F	9245
Fowler	5-14	0	M	9606
Fowler	5-14	1	F	157
Fowler	5-14	1	M	352
Fowler	15-19		F	299
