CED_NAME16	Age	ProvidedUnpaidDisabilityAssistance	Sex	adults
Barton	55-64		F	573
Barton	55-64		M	603
Barton	55-64	0	F	6583
Barton	55-64	0	M	6558
Barton	55-64	1	F	1763
Barton	55-64	1	M	1114
Barton	65-74		F	552
Barton	65-74		M	488
Barton	65-74	0	F	4829
Barton	65-74	0	M	4739
Barton	65-74	1	F	1018
Barton	65-74	1	M	689
Barton	75-84		F	524
Barton	75-84		M	445
Barton	75-84	0	F	3455
Barton	75-84	0	M	2958
Barton	75-84	1	F	563
Barton	75-84	1	M	450
Barton	85+		F	549
Barton	85+		M	303
Barton	85+	0	F	1785
Barton	85+	0	M	1147
Barton	85+	1	F	79
Barton	85+	1	M	133
Bennelong	15-19		F	250
Bennelong	15-19		M	279
Bennelong	15-19	0	F	4097
Bennelong	15-19	0	M	4575
Bennelong	15-19	1	F	220
Bennelong	15-19	1	M	201
Bennelong	20-24		F	355
Bennelong	20-24		M	333
Bennelong	20-24	0	F	6125
Bennelong	20-24	0	M	6042
Bennelong	20-24	1	F	334
Bennelong	20-24	1	M	320
Bennelong	25-34		F	784
Bennelong	25-34		M	789
Bennelong	25-34	0	F	12812
Bennelong	25-34	0	M	12460
Bennelong	25-34	1	F	1059
Bennelong	25-34	1	M	766
Bennelong	35-44		F	551
Bennelong	35-44		M	618
Bennelong	35-44	0	F	10269
Bennelong	35-44	0	M	10284
Bennelong	35-44	1	F	1620
Bennelong	35-44	1	M	1088
Bennelong	45-54		F	468
Bennelong	45-54		M	510
Bennelong	45-54	0	F	8696
Bennelong	45-54	0	M	8423
Bennelong	45-54	1	F	2047
Bennelong	45-54	1	M	1427
Bennelong	55-64		F	458
Bennelong	55-64		M	440
Bennelong	55-64	0	F	7153
Bennelong	55-64	0	M	7070
Bennelong	55-64	1	F	2092
Bennelong	55-64	1	M	1309
Bennelong	65-74		F	390
Bennelong	65-74		M	351
Bennelong	65-74	0	F	4844
Bennelong	65-74	0	M	4844
Bennelong	65-74	1	F	1085
Bennelong	65-74	1	M	706
Bennelong	75-84		F	438
Bennelong	75-84		M	270
Bennelong	75-84	0	F	3459
Bennelong	75-84	0	M	2719
Bennelong	75-84	1	F	474
Bennelong	75-84	1	M	413
Bennelong	85+		F	407
Bennelong	85+		M	172
Bennelong	85+	0	F	2136
Bennelong	85+	0	M	1234
Bennelong	85+	1	F	130
Bennelong	85+	1	M	148
Berowra	15-19		F	244
Berowra	15-19		M	277
Berowra	15-19	0	F	4578
Berowra	15-19	0	M	4991
Berowra	15-19	1	F	242
Berowra	15-19	1	M	229
Berowra	20-24		F	174
Berowra	20-24		M	196
Berowra	20-24	0	F	3818
Berowra	20-24	0	M	4259
Berowra	20-24	1	F	248
Berowra	20-24	1	M	211
Berowra	25-34		F	282
Berowra	25-34		M	335
Berowra	25-34	0	F	5499
Berowra	25-34	0	M	5661
Berowra	25-34	1	F	556
Berowra	25-34	1	M	389
Berowra	35-44		F	377
Berowra	35-44		M	436
Berowra	35-44	0	F	8414
Berowra	35-44	0	M	7771
Berowra	35-44	1	F	1344
Berowra	35-44	1	M	835
Berowra	45-54		F	420
Berowra	45-54		M	416
Berowra	45-54	0	F	8927
Berowra	45-54	0	M	8870
Berowra	45-54	1	F	2213
Berowra	45-54	1	M	1276
Berowra	55-64		F	366
Berowra	55-64		M	368
Berowra	55-64	0	F	6996
Berowra	55-64	0	M	7423
Berowra	55-64	1	F	2365
Berowra	55-64	1	M	1473
Berowra	65-74		F	370
Berowra	65-74		M	328
Berowra	65-74	0	F	5479
Berowra	65-74	0	M	5505
Berowra	65-74	1	F	1224
Berowra	65-74	1	M	874
Berowra	75-84		F	379
Berowra	75-84		M	304
Berowra	75-84	0	F	2983
Berowra	75-84	0	M	2678
Berowra	75-84	1	F	487
Berowra	75-84	1	M	404
Berowra	85+		F	511
Berowra	85+		M	215
Berowra	85+	0	F	1751
Berowra	85+	0	M	963
Berowra	85+	1	F	79
Berowra	85+	1	M	120
Blaxland	15-19		F	528
Blaxland	15-19		M	525
Blaxland	15-19	0	F	4635
Blaxland	15-19	0	M	4958
Blaxland	15-19	1	F	349
Blaxland	15-19	1	M	307
Blaxland	20-24		F	601
Blaxland	20-24		M	693
Blaxland	20-24	0	F	5433
Blaxland	20-24	0	M	6361
Blaxland	20-24	1	F	565
Blaxland	20-24	1	M	492
Blaxland	25-34		F	1111
Blaxland	25-34		M	1595
Blaxland	25-34	0	F	11330
Blaxland	25-34	0	M	13385
Blaxland	25-34	1	F	1832
Blaxland	25-34	1	M	1237
Blaxland	35-44		F	888
Blaxland	35-44		M	1084
Blaxland	35-44	0	F	8131
Blaxland	35-44	0	M	9221
Blaxland	35-44	1	F	1882
Blaxland	35-44	1	M	1248
Blaxland	45-54		F	823
Blaxland	45-54		M	975
Blaxland	45-54	0	F	7489
Blaxland	45-54	0	M	8075
Blaxland	45-54	1	F	1950
Blaxland	45-54	1	M	1279
Blaxland	55-64		F	674
Blaxland	55-64		M	765
Blaxland	55-64	0	F	6491
Blaxland	55-64	0	M	6963
Blaxland	55-64	1	F	1681
Blaxland	55-64	1	M	1098
Blaxland	65-74		F	503
Blaxland	65-74		M	580
Blaxland	65-74	0	F	4276
Blaxland	65-74	0	M	4508
Blaxland	65-74	1	F	823
Blaxland	65-74	1	M	661
Blaxland	75-84		F	421
Blaxland	75-84		M	345
Blaxland	75-84	0	F	2825
Blaxland	75-84	0	M	2274
Blaxland	75-84	1	F	292
Blaxland	75-84	1	M	318
Blaxland	85+		F	294
Blaxland	85+		M	183
Blaxland	85+	0	F	1718
Blaxland	85+	0	M	931
Blaxland	85+	1	F	56
Blaxland	85+	1	M	82
Bradfield	15-19		F	304
Bradfield	15-19		M	342
Bradfield	15-19	0	F	5127
Bradfield	15-19	0	M	5191
Bradfield	15-19	1	F	228
Bradfield	15-19	1	M	250
Bradfield	20-24		F	222
Bradfield	20-24		M	181
Bradfield	20-24	0	F	4095
Bradfield	20-24	0	M	4124
Bradfield	20-24	1	F	256
Bradfield	20-24	1	M	192
Bradfield	25-34		F	424
Bradfield	25-34		M	448
Bradfield	25-34	0	F	7835
Bradfield	25-34	0	M	7104
Bradfield	25-34	1	F	660
Bradfield	25-34	1	M	476
Bradfield	35-44		F	479
Bradfield	35-44		M	429
Bradfield	35-44	0	F	9984
Bradfield	35-44	0	M	9197
Bradfield	35-44	1	F	1416
Bradfield	35-44	1	M	873
Bradfield	45-54		F	511
Bradfield	45-54		M	503
Bradfield	45-54	0	F	9819
Bradfield	45-54	0	M	9304
Bradfield	45-54	1	F	2163
Bradfield	45-54	1	M	1350
Bradfield	55-64		F	368
Bradfield	55-64		M	348
Bradfield	55-64	0	F	6731
Bradfield	55-64	0	M	6737
Bradfield	55-64	1	F	2095
Bradfield	55-64	1	M	1321
Bradfield	65-74		F	404
Bradfield	65-74		M	308
Bradfield	65-74	0	F	5376
Bradfield	65-74	0	M	5092
Bradfield	65-74	1	F	1357
Bradfield	65-74	1	M	873
Bradfield	75-84		F	473
Bradfield	75-84		M	275
Bradfield	75-84	0	F	3712
Bradfield	75-84	0	M	3194
Bradfield	75-84	1	F	639
Bradfield	75-84	1	M	476
Bradfield	85+		F	583
Bradfield	85+		M	254
Bradfield	85+	0	F	2464
Bradfield	85+	0	M	1440
Bradfield	85+	1	F	161
Bradfield	85+	1	M	215
Calare	15-19		F	696
Calare	15-19		M	794
Calare	15-19	0	F	4019
Calare	15-19	0	M	4306
Calare	15-19	1	F	292
Calare	15-19	1	M	255
Calare	20-24		F	464
Calare	20-24		M	840
Calare	20-24	0	F	3713
Calare	20-24	0	M	3765
Calare	20-24	1	F	335
Calare	20-24	1	M	214
Calare	25-34		F	774
Calare	25-34		M	1612
Calare	25-34	0	F	7398
Calare	25-34	0	M	7373
Calare	25-34	1	F	1052
Calare	25-34	1	M	643
Calare	35-44		F	824
Calare	35-44		M	1291
Calare	35-44	0	F	7369
Calare	35-44	0	M	7207
Calare	35-44	1	F	1414
Calare	35-44	1	M	857
Calare	45-54		F	934
Calare	45-54		M	1286
Calare	45-54	0	F	7689
Calare	45-54	0	M	7936
Calare	45-54	1	F	2110
Calare	45-54	1	M	1318
Calare	55-64		F	986
Calare	55-64		M	1123
Calare	55-64	0	F	7151
Calare	55-64	0	M	7785
Calare	55-64	1	F	2191
Calare	55-64	1	M	1374
Calare	65-74		F	1073
Calare	65-74		M	1121
Calare	65-74	0	F	6275
Calare	65-74	0	M	6578
Calare	65-74	1	F	1270
Calare	65-74	1	M	853
Calare	75-84		F	932
Calare	75-84		M	728
Calare	75-84	0	F	3504
Calare	75-84	0	M	3092
Calare	75-84	1	F	458
Calare	75-84	1	M	377
Calare	85+		F	465
Calare	85+		M	267
Calare	85+	0	F	1787
Calare	85+	0	M	926
Calare	85+	1	F	78
Calare	85+	1	M	96
Chifley	15-19		F	565
Chifley	15-19		M	644
Chifley	15-19	0	F	5116
Chifley	15-19	0	M	5483
Chifley	15-19	1	F	398
Chifley	15-19	1	M	349
Chifley	20-24		F	434
Chifley	20-24		M	533
Chifley	20-24	0	F	5189
Chifley	20-24	0	M	5468
Chifley	20-24	1	F	563
Chifley	20-24	1	M	388
Chifley	25-34		F	980
Chifley	25-34		M	894
Chifley	25-34	0	F	10886
Chifley	25-34	0	M	10620
Chifley	25-34	1	F	1736
Chifley	25-34	1	M	968
Chifley	35-44		F	856
Chifley	35-44		M	841
Chifley	35-44	0	F	9117
Chifley	35-44	0	M	9505
Chifley	35-44	1	F	1936
Chifley	35-44	1	M	1266
Chifley	45-54		F	748
Chifley	45-54		M	809
Chifley	45-54	0	F	8012
Chifley	45-54	0	M	8400
Chifley	45-54	1	F	1935
Chifley	45-54	1	M	1212
Chifley	55-64		F	706
Chifley	55-64		M	675
Chifley	55-64	0	F	6750
Chifley	55-64	0	M	6818
Chifley	55-64	1	F	1584
Chifley	55-64	1	M	977
Chifley	65-74		F	706
Chifley	65-74		M	590
Chifley	65-74	0	F	4461
Chifley	65-74	0	M	4303
Chifley	65-74	1	F	795
Chifley	65-74	1	M	599
Chifley	75-84		F	428
Chifley	75-84		M	320
Chifley	75-84	0	F	2279
Chifley	75-84	0	M	1718
Chifley	75-84	1	F	232
Chifley	75-84	1	M	245
Chifley	85+		F	161
Chifley	85+		M	91
Chifley	85+	0	F	1123
Chifley	85+	0	M	505
Chifley	85+	1	F	46
Chifley	85+	1	M	54
Cook	15-19		F	270
Cook	15-19		M	289
Cook	15-19	0	F	3446
Cook	15-19	0	M	3608
Cook	15-19	1	F	175
Cook	15-19	1	M	120
Cook	20-24		F	205
Cook	20-24		M	228
Cook	20-24	0	F	3313
Cook	20-24	0	M	3517
Cook	20-24	1	F	227
Cook	20-24	1	M	177
Cook	25-34		F	606
Cook	25-34		M	604
Cook	25-34	0	F	7549
Cook	25-34	0	M	7156
Cook	25-34	1	F	745
Cook	25-34	1	M	505
Cook	35-44		F	544
Cook	35-44		M	580
Cook	35-44	0	F	7880
Cook	35-44	0	M	7813
Cook	35-44	1	F	1311
Cook	35-44	1	M	774
Cook	45-54		F	540
Cook	45-54		M	531
Cook	45-54	0	F	7417
Cook	45-54	0	M	7646
Cook	45-54	1	F	1959
Cook	45-54	1	M	1215
Cook	55-64		F	521
Cook	55-64		M	511
Cook	55-64	0	F	6183
Cook	55-64	0	M	6366
Cook	55-64	1	F	2104
Cook	55-64	1	M	1320
Cook	65-74		F	515
Cook	65-74		M	467
Cook	65-74	0	F	5251
Cook	65-74	0	M	5002
Cook	65-74	1	F	1178
Cook	65-74	1	M	809
Cook	75-84		F	480
Cook	75-84		M	348
Cook	75-84	0	F	3720
Cook	75-84	0	M	2972
Cook	75-84	1	F	504
Cook	75-84	1	M	418
Cook	85+		F	402
Cook	85+		M	210
Cook	85+	0	F	2366
Cook	85+	0	M	1287
Cook	85+	1	F	145
Cook	85+	1	M	171
Cowper	15-19		F	527
Cowper	15-19		M	595
Cowper	15-19	0	F	3648
Cowper	15-19	0	M	3864
Cowper	15-19	1	F	256
Cowper	15-19	1	M	239
Cowper	20-24		F	311
Cowper	20-24		M	417
Cowper	20-24	0	F	2955
Cowper	20-24	0	M	3068
Cowper	20-24	1	F	261
Cowper	20-24	1	M	205
Cowper	25-34		F	621
Cowper	25-34		M	858
Cowper	25-34	0	F	6102
Cowper	25-34	0	M	5782
Cowper	25-34	1	F	932
Cowper	25-34	1	M	581
Cowper	35-44		F	607
Cowper	35-44		M	709
Cowper	35-44	0	F	6673
Cowper	35-44	0	M	6424
Cowper	35-44	1	F	1460
Cowper	35-44	1	M	823
Cowper	45-54		F	868
Cowper	45-54		M	944
Cowper	45-54	0	F	7898
Cowper	45-54	0	M	7503
Cowper	45-54	1	F	2157
Cowper	45-54	1	M	1248
Cowper	55-64		F	964
Cowper	55-64		M	1120
Cowper	55-64	0	F	8655
Cowper	55-64	0	M	8783
Cowper	55-64	1	F	2761
Cowper	55-64	1	M	1611
Cowper	65-74		F	1252
Cowper	65-74		M	1159
Cowper	65-74	0	F	8038
Cowper	65-74	0	M	8145
Cowper	65-74	1	F	1693
Cowper	65-74	1	M	1233
Cowper	75-84		F	1249
Cowper	75-84		M	955
Cowper	75-84	0	F	4693
Cowper	75-84	0	M	4172
Cowper	75-84	1	F	695
Cowper	75-84	1	M	611
Cowper	85+		F	888
Cowper	85+		M	520
Cowper	85+	0	F	2476
Cowper	85+	0	M	1395
Cowper	85+	1	F	135
Cowper	85+	1	M	180
Cunningham	15-19		F	359
Cunningham	15-19		M	364
Cunningham	15-19	0	F	4214
Cunningham	15-19	0	M	4442
Cunningham	15-19	1	F	261
Cunningham	15-19	1	M	241
Cunningham	20-24		F	384
Cunningham	20-24		M	431
Cunningham	20-24	0	F	5240
Cunningham	20-24	0	M	5904
Cunningham	20-24	1	F	388
Cunningham	20-24	1	M	340
Cunningham	25-34		F	629
Cunningham	25-34		M	737
Cunningham	25-34	0	F	8370
Cunningham	25-34	0	M	8888
Cunningham	25-34	1	F	985
Cunningham	25-34	1	M	649
Cunningham	35-44		F	489
Cunningham	35-44		M	594
Cunningham	35-44	0	F	7983
Cunningham	35-44	0	M	8171
Cunningham	35-44	1	F	1553
Cunningham	35-44	1	M	1021
Cunningham	45-54		F	563
Cunningham	45-54		M	623
Cunningham	45-54	0	F	7274
Cunningham	45-54	0	M	7818
Cunningham	45-54	1	F	2330
Cunningham	45-54	1	M	1583
Cunningham	55-64		F	597
Cunningham	55-64		M	619
Cunningham	55-64	0	F	6388
Cunningham	55-64	0	M	6773
Cunningham	55-64	1	F	2497
Cunningham	55-64	1	M	1536
Cunningham	65-74		F	699
Cunningham	65-74		M	621
Cunningham	65-74	0	F	5192
Cunningham	65-74	0	M	5137
Cunningham	65-74	1	F	1293
Cunningham	65-74	1	M	942
Cunningham	75-84		F	673
Cunningham	75-84		M	520
Cunningham	75-84	0	F	3698
Cunningham	75-84	0	M	3039
Cunningham	75-84	1	F	519
Cunningham	75-84	1	M	440
Cunningham	85+		F	446
Cunningham	85+		M	241
Cunningham	85+	0	F	2123
Cunningham	85+	0	M	1151
Cunningham	85+	1	F	105
Cunningham	85+	1	M	143
Dobell	15-19		F	417
Dobell	15-19		M	442
Dobell	15-19	0	F	4149
Dobell	15-19	0	M	4284
Dobell	15-19	1	F	218
Dobell	15-19	1	M	237
Dobell	20-24		F	316
Dobell	20-24		M	333
Dobell	20-24	0	F	3861
Dobell	20-24	0	M	3882
Dobell	20-24	1	F	306
Dobell	20-24	1	M	231
Dobell	25-34		F	506
Dobell	25-34		M	595
Dobell	25-34	0	F	7241
Dobell	25-34	0	M	7132
Dobell	25-34	1	F	1085
Dobell	25-34	1	M	620
Dobell	35-44		F	574
Dobell	35-44		M	575
Dobell	35-44	0	F	7459
Dobell	35-44	0	M	7496
Dobell	35-44	1	F	1715
Dobell	35-44	1	M	891
Dobell	45-54		F	677
Dobell	45-54		M	705
Dobell	45-54	0	F	7568
Dobell	45-54	0	M	7802
Dobell	45-54	1	F	2145
Dobell	45-54	1	M	1265
Dobell	55-64		F	740
Dobell	55-64		M	716
Dobell	55-64	0	F	7099
Dobell	55-64	0	M	6966
Dobell	55-64	1	F	2246
Dobell	55-64	1	M	1319
Dobell	65-74		F	898
Dobell	65-74		M	765
Dobell	65-74	0	F	6250
Dobell	65-74	0	M	5822
Dobell	65-74	1	F	1268
Dobell	65-74	1	M	890
Dobell	75-84		F	1015
Dobell	75-84		M	716
Dobell	75-84	0	F	3823
Dobell	75-84	0	M	3128
Dobell	75-84	1	F	497
Dobell	75-84	1	M	412
Dobell	85+		F	843
Dobell	85+		M	440
Dobell	85+	0	F	2098
Dobell	85+	0	M	1161
Dobell	85+	1	F	108
Dobell	85+	1	M	161
Eden-Monaro	15-19		F	513
Eden-Monaro	15-19		M	590
Eden-Monaro	15-19	0	F	3449
Eden-Monaro	15-19	0	M	3626
Eden-Monaro	15-19	1	F	209
Eden-Monaro	15-19	1	M	203
Eden-Monaro	20-24		F	319
Eden-Monaro	20-24		M	396
Eden-Monaro	20-24	0	F	2939
Eden-Monaro	20-24	0	M	3039
Eden-Monaro	20-24	1	F	230
Eden-Monaro	20-24	1	M	172
Eden-Monaro	25-34		F	701
Eden-Monaro	25-34		M	849
Eden-Monaro	25-34	0	F	6387
Eden-Monaro	25-34	0	M	6448
Eden-Monaro	25-34	1	F	833
Eden-Monaro	25-34	1	M	522
Eden-Monaro	35-44		F	691
Eden-Monaro	35-44		M	876
Eden-Monaro	35-44	0	F	7115
Eden-Monaro	35-44	0	M	7094
Eden-Monaro	35-44	1	F	1286
Eden-Monaro	35-44	1	M	824
Eden-Monaro	45-54		F	937
Eden-Monaro	45-54		M	1070
Eden-Monaro	45-54	0	F	8204
Eden-Monaro	45-54	0	M	8482
Eden-Monaro	45-54	1	F	1989
Eden-Monaro	45-54	1	M	1292
Eden-Monaro	55-64		F	947
Eden-Monaro	55-64		M	1029
Eden-Monaro	55-64	0	F	7804
Eden-Monaro	55-64	0	M	8454
Eden-Monaro	55-64	1	F	2268
Eden-Monaro	55-64	1	M	1464
Eden-Monaro	65-74		F	902
Eden-Monaro	65-74		M	966
Eden-Monaro	65-74	0	F	5984
Eden-Monaro	65-74	0	M	6571
Eden-Monaro	65-74	1	F	1154
Eden-Monaro	65-74	1	M	897
Eden-Monaro	75-84		F	778
Eden-Monaro	75-84		M	661
Eden-Monaro	75-84	0	F	2854
Eden-Monaro	75-84	0	M	2879
Eden-Monaro	75-84	1	F	411
Eden-Monaro	75-84	1	M	381
Eden-Monaro	85+		F	512
Eden-Monaro	85+		M	283
Eden-Monaro	85+	0	F	1424
Eden-Monaro	85+	0	M	806
Eden-Monaro	85+	1	F	86
Eden-Monaro	85+	1	M	96
Farrer	15-19		F	595
Farrer	15-19		M	682
Farrer	15-19	0	F	4068
Farrer	15-19	0	M	4256
Farrer	15-19	1	F	290
Farrer	15-19	1	M	249
Farrer	20-24		F	445
Farrer	20-24		M	516
Farrer	20-24	0	F	3619
Farrer	20-24	0	M	3847
Farrer	20-24	1	F	358
Farrer	20-24	1	M	234
Farrer	25-34		F	860
Farrer	25-34		M	942
Farrer	25-34	0	F	7424
Farrer	25-34	0	M	7431
Farrer	25-34	1	F	1035
Farrer	25-34	1	M	642
Farrer	35-44		F	848
Farrer	35-44		M	901
Farrer	35-44	0	F	7153
Farrer	35-44	0	M	7235
Farrer	35-44	1	F	1458
Farrer	35-44	1	M	886
Farrer	45-54		F	935
Farrer	45-54		M	1034
Farrer	45-54	0	F	7621
Farrer	45-54	0	M	8060
Farrer	45-54	1	F	2170
Farrer	45-54	1	M	1378
Farrer	55-64		F	1143
Farrer	55-64		M	1190
Farrer	55-64	0	F	7635
Farrer	55-64	0	M	8600
Farrer	55-64	1	F	2385
Farrer	55-64	1	M	1415
Farrer	65-74		F	1226
Farrer	65-74		M	1230
Farrer	65-74	0	F	6482
Farrer	65-74	0	M	6887
Farrer	65-74	1	F	1281
Farrer	65-74	1	M	919
Farrer	75-84		F	1210
Farrer	75-84		M	955
Farrer	75-84	0	F	3843
Farrer	75-84	0	M	3570
Farrer	75-84	1	F	559
Farrer	75-84	1	M	461
Farrer	85+		F	655
Farrer	85+		M	433
Farrer	85+	0	F	1952
Farrer	85+	0	M	1135
Farrer	85+	1	F	111
Farrer	85+	1	M	130
Fowler	15-19		F	474
Fowler	15-19		M	505
Fowler	15-19	0	F	4647
Fowler	15-19	0	M	4914
Fowler	15-19	1	F	360
Fowler	15-19	1	M	300
Fowler	20-24		F	483
Fowler	20-24		M	551
Fowler	20-24	0	F	5162
Fowler	20-24	0	M	5405
Fowler	20-24	1	F	573
Fowler	20-24	1	M	458
Fowler	25-34		F	1089
Fowler	25-34		M	1059
Fowler	25-34	0	F	9600
Fowler	25-34	0	M	9532
Fowler	25-34	1	F	1472
Fowler	25-34	1	M	1004
Fowler	35-44		F	983
Fowler	35-44		M	926
Fowler	35-44	0	F	8137
Fowler	35-44	0	M	8082
Fowler	35-44	1	F	1838
Fowler	35-44	1	M	1122
Fowler	45-54		F	877
Fowler	45-54		M	955
Fowler	45-54	0	F	8172
Fowler	45-54	0	M	8545
Fowler	45-54	1	F	2097
Fowler	45-54	1	M	1367
Fowler	55-64		F	780
Fowler	55-64		M	834
Fowler	55-64	0	F	7641
Fowler	55-64	0	M	7755
Fowler	55-64	1	F	2053
Fowler	55-64	1	M	1162
Fowler	65-74		F	575
Fowler	65-74		M	565
Fowler	65-74	0	F	4677
Fowler	65-74	0	M	4952
Fowler	65-74	1	F	940
Fowler	65-74	1	M	643
Fowler	75-84		F	401
Fowler	75-84		M	323
Fowler	75-84	0	F	2898
Fowler	75-84	0	M	2406
Fowler	75-84	1	F	357
Fowler	75-84	1	M	318
Fowler	85+		F	181
Fowler	85+		M	142
Fowler	85+	0	F	1585
Fowler	85+	0	M	908
Fowler	85+	1	F	62
Fowler	85+	1	M	65
Gilmore	15-19		F	465
Gilmore	15-19		M	534
Gilmore	15-19	0	F	3247
Gilmore	15-19	0	M	3407
Gilmore	15-19	1	F	219
Gilmore	15-19	1	M	175
Gilmore	20-24		F	283
Gilmore	20-24		M	432
Gilmore	20-24	0	F	2598
Gilmore	20-24	0	M	2953
Gilmore	20-24	1	F	248
Gilmore	20-24	1	M	224
Gilmore	25-34		F	510
Gilmore	25-34		M	819
Gilmore	25-34	0	F	5279
Gilmore	25-34	0	M	5325
Gilmore	25-34	1	F	830
Gilmore	25-34	1	M	537
Gilmore	35-44		F	549
Gilmore	35-44		M	817
Gilmore	35-44	0	F	5919
Gilmore	35-44	0	M	5801
Gilmore	35-44	1	F	1301
Gilmore	35-44	1	M	819
Gilmore	45-54		F	724
Gilmore	45-54		M	888
Gilmore	45-54	0	F	7010
Gilmore	45-54	0	M	7005
Gilmore	45-54	1	F	2002
Gilmore	45-54	1	M	1203
Gilmore	55-64		F	944
Gilmore	55-64		M	989
Gilmore	55-64	0	F	8580
Gilmore	55-64	0	M	8736
Gilmore	55-64	1	F	2893
Gilmore	55-64	1	M	1793
Gilmore	65-74		F	1240
Gilmore	65-74		M	1178
Gilmore	65-74	0	F	8599
Gilmore	65-74	0	M	8847
Gilmore	65-74	1	F	1707
Gilmore	65-74	1	M	1305
Gilmore	75-84		F	1162
Gilmore	75-84		M	891
Gilmore	75-84	0	F	4577
Gilmore	75-84	0	M	4423
Gilmore	75-84	1	F	690
Gilmore	75-84	1	M	623
Gilmore	85+		F	763
Gilmore	85+		M	454
Gilmore	85+	0	F	2044
Gilmore	85+	0	M	1342
Gilmore	85+	1	F	115
Gilmore	85+	1	M	167
Grayndler	15-19		F	228
Grayndler	15-19		M	245
Grayndler	15-19	0	F	2233
Grayndler	15-19	0	M	2387
Grayndler	15-19	1	F	114
Grayndler	15-19	1	M	116
Grayndler	20-24		F	484
Grayndler	20-24		M	441
Grayndler	20-24	0	F	4581
Grayndler	20-24	0	M	4174
Grayndler	20-24	1	F	233
Grayndler	20-24	1	M	212
Grayndler	25-34		F	1504
Grayndler	25-34		M	1471
Grayndler	25-34	0	F	13240
Grayndler	25-34	0	M	12405
Grayndler	25-34	1	F	897
Grayndler	25-34	1	M	668
Grayndler	35-44		F	1090
Grayndler	35-44		M	1136
Grayndler	35-44	0	F	11132
Grayndler	35-44	0	M	10889
Grayndler	35-44	1	F	1452
Grayndler	35-44	1	M	950
Grayndler	45-54		F	784
Grayndler	45-54		M	914
Grayndler	45-54	0	F	7813
Grayndler	45-54	0	M	8210
Grayndler	45-54	1	F	1967
Grayndler	45-54	1	M	1227
Grayndler	55-64		F	626
Grayndler	55-64		M	665
Grayndler	55-64	0	F	5577
Grayndler	55-64	0	M	5530
Grayndler	55-64	1	F	1706
Grayndler	55-64	1	M	1034
Grayndler	65-74		F	451
Grayndler	65-74		M	468
Grayndler	65-74	0	F	3963
Grayndler	65-74	0	M	3783
Grayndler	65-74	1	F	885
Grayndler	65-74	1	M	546
Grayndler	75-84		F	312
Grayndler	75-84		M	294
Grayndler	75-84	0	F	2286
Grayndler	75-84	0	M	1918
Grayndler	75-84	1	F	330
Grayndler	75-84	1	M	234
Grayndler	85+		F	177
Grayndler	85+		M	104
Grayndler	85+	0	F	1260
Grayndler	85+	0	M	710
Grayndler	85+	1	F	49
Grayndler	85+	1	M	89
Greenway	15-19		F	342
Greenway	15-19		M	400
Greenway	15-19	0	F	4586
Greenway	15-19	0	M	4974
Greenway	15-19	1	F	255
Greenway	15-19	1	M	275
