CED_NAME16	CoupleFamily	HasChild	HasChildUnder15	MortgageRepayment.min	families_in_occupied_private_dwellings_being_purchased
Barton	0	1	0	21600	48
Barton	0	1	0	24000	120
Barton	0	1	0	26400	41
Barton	0	1	0	28800	28
Barton	0	1	0	31200	75
Barton	0	1	0	36000	78
Barton	0	1	0	48000	46
Barton	0	1	0	60000	21
Barton	0	1	1	0	43
Barton	0	1	1	1800	9
Barton	0	1	1	3600	14
Barton	0	1	1	5400	11
Barton	0	1	1	7200	21
Barton	0	1	1	9600	19
Barton	0	1	1	12000	21
Barton	0	1	1	14400	42
Barton	0	1	1	16800	38
Barton	0	1	1	19200	50
Barton	0	1	1	21600	42
Barton	0	1	1	24000	86
Barton	0	1	1	26400	18
Barton	0	1	1	28800	27
Barton	0	1	1	31200	69
Barton	0	1	1	36000	85
Barton	0	1	1	48000	35
Barton	0	1	1	60000	28
Barton	1	0	0	0	186
Barton	1	0	0	1800	27
Barton	1	0	0	3600	63
Barton	1	0	0	5400	39
Barton	1	0	0	7200	86
Barton	1	0	0	9600	92
Barton	1	0	0	12000	162
Barton	1	0	0	14400	173
Barton	1	0	0	16800	177
Barton	1	0	0	19200	192
Barton	1	0	0	21600	140
Barton	1	0	0	24000	446
Barton	1	0	0	26400	146
Barton	1	0	0	28800	195
Barton	1	0	0	31200	333
Barton	1	0	0	36000	594
Barton	1	0	0	48000	268
Barton	1	0	0	60000	168
Barton	1	1	0	0	171
Barton	1	1	0	1800	31
Barton	1	1	0	3600	58
Barton	1	1	0	5400	52
Barton	1	1	0	7200	75
Barton	1	1	0	9600	90
Barton	1	1	0	12000	135
Barton	1	1	0	14400	139
Barton	1	1	0	16800	135
Barton	1	1	0	19200	137
Barton	1	1	0	21600	114
Barton	1	1	0	24000	312
Barton	1	1	0	26400	83
Barton	1	1	0	28800	96
Barton	1	1	0	31200	223
Barton	1	1	0	36000	391
Barton	1	1	0	48000	172
Barton	1	1	0	60000	115
Barton	1	1	1	0	192
Barton	1	1	1	1800	32
Barton	1	1	1	3600	72
Barton	1	1	1	5400	47
Barton	1	1	1	7200	99
Barton	1	1	1	9600	122
Barton	1	1	1	12000	216
Barton	1	1	1	14400	262
Barton	1	1	1	16800	257
Barton	1	1	1	19200	350
Barton	1	1	1	21600	289
Barton	1	1	1	24000	782
Barton	1	1	1	26400	279
Barton	1	1	1	28800	328
Barton	1	1	1	31200	641
Barton	1	1	1	36000	1319
Barton	1	1	1	48000	634
Barton	1	1	1	60000	397
Bennelong		1	1	0	20
Bennelong		1	1	1800	3
Bennelong		1	1	7200	3
Bennelong		1	1	9600	4
Bennelong		1	1	12000	3
Bennelong		1	1	14400	9
Bennelong		1	1	16800	7
Bennelong		1	1	19200	6
Bennelong		1	1	21600	6
Bennelong		1	1	24000	16
Bennelong		1	1	26400	5
Bennelong		1	1	31200	6
Bennelong		1	1	36000	21
Bennelong		1	1	48000	19
Bennelong		1	1	60000	12
Bennelong	0	1	0	0	74
Bennelong	0	1	0	1800	10
Bennelong	0	1	0	3600	31
Bennelong	0	1	0	5400	19
Bennelong	0	1	0	7200	23
Bennelong	0	1	0	9600	45
Bennelong	0	1	0	12000	55
Bennelong	0	1	0	14400	56
Bennelong	0	1	0	16800	57
Bennelong	0	1	0	19200	51
Bennelong	0	1	0	21600	30
Bennelong	0	1	0	24000	81
Bennelong	0	1	0	26400	21
Bennelong	0	1	0	28800	31
Bennelong	0	1	0	31200	54
Bennelong	0	1	0	36000	97
Bennelong	0	1	0	48000	37
Bennelong	0	1	0	60000	41
Bennelong	0	1	1	0	36
Bennelong	0	1	1	1800	5
Bennelong	0	1	1	3600	10
Bennelong	0	1	1	5400	9
Bennelong	0	1	1	7200	18
Bennelong	0	1	1	9600	31
Bennelong	0	1	1	12000	27
Bennelong	0	1	1	14400	23
Bennelong	0	1	1	16800	35
Bennelong	0	1	1	19200	29
Bennelong	0	1	1	21600	20
Bennelong	0	1	1	24000	68
Bennelong	0	1	1	26400	31
Bennelong	0	1	1	28800	24
Bennelong	0	1	1	31200	42
Bennelong	0	1	1	36000	88
Bennelong	0	1	1	48000	49
Bennelong	0	1	1	60000	41
Bennelong	1	0	0	0	285
Bennelong	1	0	0	1800	49
Bennelong	1	0	0	3600	51
Bennelong	1	0	0	5400	60
Bennelong	1	0	0	7200	73
Bennelong	1	0	0	9600	124
Bennelong	1	0	0	12000	134
Bennelong	1	0	0	14400	148
Bennelong	1	0	0	16800	156
Bennelong	1	0	0	19200	143
Bennelong	1	0	0	21600	167
Bennelong	1	0	0	24000	407
Bennelong	1	0	0	26400	150
Bennelong	1	0	0	28800	189
Bennelong	1	0	0	31200	315
Bennelong	1	0	0	36000	613
Bennelong	1	0	0	48000	313
Bennelong	1	0	0	60000	240
Bennelong	1	1	0	0	241
Bennelong	1	1	0	1800	50
Bennelong	1	1	0	3600	82
Bennelong	1	1	0	5400	63
Bennelong	1	1	0	7200	80
Bennelong	1	1	0	9600	121
Bennelong	1	1	0	12000	163
Bennelong	1	1	0	14400	182
Bennelong	1	1	0	16800	147
Bennelong	1	1	0	19200	126
Bennelong	1	1	0	21600	92
Bennelong	1	1	0	24000	337
Bennelong	1	1	0	26400	94
Bennelong	1	1	0	28800	101
Bennelong	1	1	0	31200	207
Bennelong	1	1	0	36000	458
Bennelong	1	1	0	48000	282
Bennelong	1	1	0	60000	249
Bennelong	1	1	1	0	297
Bennelong	1	1	1	1800	31
Bennelong	1	1	1	3600	77
Bennelong	1	1	1	5400	82
Bennelong	1	1	1	7200	88
Bennelong	1	1	1	9600	142
Bennelong	1	1	1	12000	233
Bennelong	1	1	1	14400	234
Bennelong	1	1	1	16800	227
Bennelong	1	1	1	19200	266
Bennelong	1	1	1	21600	214
Bennelong	1	1	1	24000	776
Bennelong	1	1	1	26400	261
Bennelong	1	1	1	28800	385
Bennelong	1	1	1	31200	615
Bennelong	1	1	1	36000	1567
Bennelong	1	1	1	48000	915
Bennelong	1	1	1	60000	785
Berowra		1	1	0	6
Berowra		1	1	3600	3
Berowra		1	1	12000	6
Berowra		1	1	14400	4
Berowra		1	1	16800	4
Berowra		1	1	19200	8
Berowra		1	1	21600	6
Berowra		1	1	24000	9
Berowra		1	1	26400	3
Berowra		1	1	28800	6
Berowra		1	1	31200	5
Berowra		1	1	36000	16
Berowra		1	1	48000	11
Berowra		1	1	60000	6
Berowra	0	1	0	0	56
Berowra	0	1	0	1800	14
Berowra	0	1	0	3600	35
Berowra	0	1	0	5400	18
Berowra	0	1	0	7200	20
Berowra	0	1	0	9600	39
Berowra	0	1	0	12000	50
Berowra	0	1	0	14400	57
Berowra	0	1	0	16800	51
Berowra	0	1	0	19200	80
Berowra	0	1	0	21600	36
Berowra	0	1	0	24000	100
Berowra	0	1	0	26400	33
Berowra	0	1	0	28800	22
Berowra	0	1	0	31200	63
Berowra	0	1	0	36000	99
Berowra	0	1	0	48000	48
Berowra	0	1	0	60000	40
Berowra	0	1	1	0	25
Berowra	0	1	1	1800	9
Berowra	0	1	1	3600	15
Berowra	0	1	1	5400	10
Berowra	0	1	1	7200	13
Berowra	0	1	1	9600	19
Berowra	0	1	1	12000	32
Berowra	0	1	1	14400	26
Berowra	0	1	1	16800	30
Berowra	0	1	1	19200	46
Berowra	0	1	1	21600	30
Berowra	0	1	1	24000	69
Berowra	0	1	1	26400	31
Berowra	0	1	1	28800	27
Berowra	0	1	1	31200	57
Berowra	0	1	1	36000	109
Berowra	0	1	1	48000	35
Berowra	0	1	1	60000	44
Berowra	1	0	0	0	288
Berowra	1	0	0	1800	48
Berowra	1	0	0	3600	68
Berowra	1	0	0	5400	64
Berowra	1	0	0	7200	76
Berowra	1	0	0	9600	105
Berowra	1	0	0	12000	155
Berowra	1	0	0	14400	112
Berowra	1	0	0	16800	134
Berowra	1	0	0	19200	120
Berowra	1	0	0	21600	100
Berowra	1	0	0	24000	304
Berowra	1	0	0	26400	117
Berowra	1	0	0	28800	145
Berowra	1	0	0	31200	232
Berowra	1	0	0	36000	622
Berowra	1	0	0	48000	307
Berowra	1	0	0	60000	267
Berowra	1	1	0	0	258
Berowra	1	1	0	1800	48
Berowra	1	1	0	3600	98
Berowra	1	1	0	5400	80
Berowra	1	1	0	7200	130
Berowra	1	1	0	9600	150
Berowra	1	1	0	12000	218
Berowra	1	1	0	14400	194
Berowra	1	1	0	16800	202
Berowra	1	1	0	19200	200
Berowra	1	1	0	21600	134
Berowra	1	1	0	24000	445
Berowra	1	1	0	26400	131
Berowra	1	1	0	28800	170
Berowra	1	1	0	31200	315
Berowra	1	1	0	36000	710
Berowra	1	1	0	48000	393
Berowra	1	1	0	60000	298
Berowra	1	1	1	0	270
Berowra	1	1	1	1800	52
Berowra	1	1	1	3600	78
Berowra	1	1	1	5400	73
Berowra	1	1	1	7200	105
Berowra	1	1	1	9600	130
Berowra	1	1	1	12000	259
Berowra	1	1	1	14400	269
Berowra	1	1	1	16800	303
Berowra	1	1	1	19200	309
Berowra	1	1	1	21600	269
Berowra	1	1	1	24000	819
Berowra	1	1	1	26400	356
Berowra	1	1	1	28800	541
Berowra	1	1	1	31200	913
Berowra	1	1	1	36000	2278
Berowra	1	1	1	48000	1149
Berowra	1	1	1	60000	886
Blaxland		1	1	0	10
Blaxland		1	1	1800	3
Blaxland		1	1	3600	3
Blaxland		1	1	5400	3
Blaxland		1	1	7200	3
Blaxland		1	1	9600	5
Blaxland		1	1	12000	12
Blaxland		1	1	14400	16
Blaxland		1	1	16800	8
Blaxland		1	1	19200	13
Blaxland		1	1	21600	14
Blaxland		1	1	24000	27
Blaxland		1	1	26400	9
Blaxland		1	1	28800	5
Blaxland		1	1	31200	19
Blaxland		1	1	36000	29
Blaxland		1	1	48000	3
Blaxland		1	1	60000	3
Blaxland	0	1	0	0	80
Blaxland	0	1	0	1800	12
Blaxland	0	1	0	3600	35
Blaxland	0	1	0	5400	24
Blaxland	0	1	0	7200	40
Blaxland	0	1	0	9600	64
Blaxland	0	1	0	12000	78
Blaxland	0	1	0	14400	97
Blaxland	0	1	0	16800	73
Blaxland	0	1	0	19200	103
Blaxland	0	1	0	21600	61
Blaxland	0	1	0	24000	133
Blaxland	0	1	0	26400	35
Blaxland	0	1	0	28800	40
Blaxland	0	1	0	31200	73
Blaxland	0	1	0	36000	78
Blaxland	0	1	0	48000	21
Blaxland	0	1	0	60000	22
Blaxland	0	1	1	0	40
Blaxland	0	1	1	1800	4
Blaxland	0	1	1	3600	14
Blaxland	0	1	1	5400	21
Blaxland	0	1	1	7200	16
Blaxland	0	1	1	9600	34
Blaxland	0	1	1	12000	64
Blaxland	0	1	1	14400	71
Blaxland	0	1	1	16800	62
Blaxland	0	1	1	19200	67
Blaxland	0	1	1	21600	52
Blaxland	0	1	1	24000	108
Blaxland	0	1	1	26400	34
Blaxland	0	1	1	28800	32
Blaxland	0	1	1	31200	65
Blaxland	0	1	1	36000	84
Blaxland	0	1	1	48000	23
Blaxland	0	1	1	60000	12
Blaxland	1	0	0	0	133
Blaxland	1	0	0	1800	27
Blaxland	1	0	0	3600	64
Blaxland	1	0	0	5400	49
Blaxland	1	0	0	7200	77
Blaxland	1	0	0	9600	105
Blaxland	1	0	0	12000	146
Blaxland	1	0	0	14400	174
Blaxland	1	0	0	16800	186
Blaxland	1	0	0	19200	180
Blaxland	1	0	0	21600	143
Blaxland	1	0	0	24000	305
Blaxland	1	0	0	26400	119
Blaxland	1	0	0	28800	110
Blaxland	1	0	0	31200	204
Blaxland	1	0	0	36000	302
Blaxland	1	0	0	48000	92
Blaxland	1	0	0	60000	59
Blaxland	1	1	0	0	166
Blaxland	1	1	0	1800	33
Blaxland	1	1	0	3600	58
Blaxland	1	1	0	5400	57
Blaxland	1	1	0	7200	86
Blaxland	1	1	0	9600	122
Blaxland	1	1	0	12000	197
Blaxland	1	1	0	14400	204
Blaxland	1	1	0	16800	195
Blaxland	1	1	0	19200	193
Blaxland	1	1	0	21600	127
Blaxland	1	1	0	24000	363
Blaxland	1	1	0	26400	107
Blaxland	1	1	0	28800	126
Blaxland	1	1	0	31200	214
Blaxland	1	1	0	36000	330
Blaxland	1	1	0	48000	88
Blaxland	1	1	0	60000	71
Blaxland	1	1	1	0	230
Blaxland	1	1	1	1800	36
Blaxland	1	1	1	3600	73
Blaxland	1	1	1	5400	71
Blaxland	1	1	1	7200	133
Blaxland	1	1	1	9600	155
Blaxland	1	1	1	12000	291
Blaxland	1	1	1	14400	368
Blaxland	1	1	1	16800	431
Blaxland	1	1	1	19200	466
Blaxland	1	1	1	21600	358
Blaxland	1	1	1	24000	927
Blaxland	1	1	1	26400	337
Blaxland	1	1	1	28800	307
Blaxland	1	1	1	31200	586
Blaxland	1	1	1	36000	924
Blaxland	1	1	1	48000	256
Blaxland	1	1	1	60000	164
Bradfield		1	1	0	12
Bradfield		1	1	1800	3
Bradfield		1	1	9600	4
Bradfield		1	1	12000	3
Bradfield		1	1	14400	6
Bradfield		1	1	16800	8
Bradfield		1	1	21600	6
Bradfield		1	1	24000	12
Bradfield		1	1	28800	3
Bradfield		1	1	31200	4
Bradfield		1	1	36000	13
Bradfield		1	1	48000	9
Bradfield		1	1	60000	23
Bradfield	0	1	0	0	65
Bradfield	0	1	0	1800	9
Bradfield	0	1	0	3600	19
Bradfield	0	1	0	5400	19
Bradfield	0	1	0	7200	27
Bradfield	0	1	0	9600	34
Bradfield	0	1	0	12000	57
Bradfield	0	1	0	14400	43
Bradfield	0	1	0	16800	25
Bradfield	0	1	0	19200	48
Bradfield	0	1	0	21600	33
Bradfield	0	1	0	24000	74
Bradfield	0	1	0	26400	22
Bradfield	0	1	0	28800	23
Bradfield	0	1	0	31200	51
Bradfield	0	1	0	36000	82
Bradfield	0	1	0	48000	49
Bradfield	0	1	0	60000	81
Bradfield	0	1	1	0	53
Bradfield	0	1	1	1800	3
Bradfield	0	1	1	3600	4
Bradfield	0	1	1	5400	9
Bradfield	0	1	1	7200	11
Bradfield	0	1	1	9600	12
Bradfield	0	1	1	12000	28
Bradfield	0	1	1	14400	14
Bradfield	0	1	1	16800	19
Bradfield	0	1	1	19200	22
Bradfield	0	1	1	21600	12
Bradfield	0	1	1	24000	64
Bradfield	0	1	1	26400	15
Bradfield	0	1	1	28800	30
Bradfield	0	1	1	31200	43
Bradfield	0	1	1	36000	92
Bradfield	0	1	1	48000	72
Bradfield	0	1	1	60000	101
Bradfield	1	0	0	0	276
Bradfield	1	0	0	1800	42
Bradfield	1	0	0	3600	51
Bradfield	1	0	0	5400	54
Bradfield	1	0	0	7200	64
Bradfield	1	0	0	9600	67
Bradfield	1	0	0	12000	118
Bradfield	1	0	0	14400	100
Bradfield	1	0	0	16800	132
Bradfield	1	0	0	19200	133
Bradfield	1	0	0	21600	113
Bradfield	1	0	0	24000	311
Bradfield	1	0	0	26400	94
Bradfield	1	0	0	28800	169
Bradfield	1	0	0	31200	217
Bradfield	1	0	0	36000	559
Bradfield	1	0	0	48000	346
Bradfield	1	0	0	60000	395
Bradfield	1	1	0	0	266
Bradfield	1	1	0	1800	43
Bradfield	1	1	0	3600	58
Bradfield	1	1	0	5400	49
Bradfield	1	1	0	7200	59
Bradfield	1	1	0	9600	78
Bradfield	1	1	0	12000	128
Bradfield	1	1	0	14400	115
Bradfield	1	1	0	16800	135
Bradfield	1	1	0	19200	124
Bradfield	1	1	0	21600	74
Bradfield	1	1	0	24000	338
Bradfield	1	1	0	26400	75
Bradfield	1	1	0	28800	122
Bradfield	1	1	0	31200	190
Bradfield	1	1	0	36000	533
Bradfield	1	1	0	48000	415
Bradfield	1	1	0	60000	588
Bradfield	1	1	1	0	355
Bradfield	1	1	1	1800	39
Bradfield	1	1	1	3600	70
Bradfield	1	1	1	5400	59
Bradfield	1	1	1	7200	71
Bradfield	1	1	1	9600	113
Bradfield	1	1	1	12000	222
Bradfield	1	1	1	14400	181
Bradfield	1	1	1	16800	240
Bradfield	1	1	1	19200	220
Bradfield	1	1	1	21600	198
Bradfield	1	1	1	24000	694
Bradfield	1	1	1	26400	239
Bradfield	1	1	1	28800	381
Bradfield	1	1	1	31200	535
Bradfield	1	1	1	36000	1803
Bradfield	1	1	1	48000	1431
Bradfield	1	1	1	60000	2157
Calare		1	1	0	5
Calare		1	1	3600	6
Calare		1	1	5400	3
Calare		1	1	7200	6
Calare		1	1	9600	5
Calare		1	1	12000	12
Calare		1	1	14400	6
Calare		1	1	16800	10
Calare		1	1	19200	8
Calare		1	1	21600	4
Calare		1	1	24000	9
Calare		1	1	31200	4
Calare	0	1	0	0	28
Calare	0	1	0	1800	15
Calare	0	1	0	3600	32
Calare	0	1	0	5400	29
Calare	0	1	0	7200	61
Calare	0	1	0	9600	101
Calare	0	1	0	12000	83
Calare	0	1	0	14400	110
Calare	0	1	0	16800	69
Calare	0	1	0	19200	67
Calare	0	1	0	21600	27
Calare	0	1	0	24000	55
Calare	0	1	0	26400	14
Calare	0	1	0	28800	11
Calare	0	1	0	31200	25
Calare	0	1	0	36000	20
Calare	0	1	0	48000	7
Calare	0	1	1	0	18
Calare	0	1	1	1800	8
Calare	0	1	1	3600	23
Calare	0	1	1	5400	31
Calare	0	1	1	7200	72
Calare	0	1	1	9600	91
Calare	0	1	1	12000	108
Calare	0	1	1	14400	134
Calare	0	1	1	16800	89
Calare	0	1	1	19200	116
Calare	0	1	1	21600	47
Calare	0	1	1	24000	67
Calare	0	1	1	26400	13
Calare	0	1	1	28800	5
Calare	0	1	1	31200	18
Calare	0	1	1	36000	32
Calare	0	1	1	48000	13
Calare	0	1	1	60000	12
Calare	1	0	0	0	238
Calare	1	0	0	1800	56
Calare	1	0	0	3600	152
Calare	1	0	0	5400	124
Calare	1	0	0	7200	235
Calare	1	0	0	9600	324
Calare	1	0	0	12000	403
Calare	1	0	0	14400	464
Calare	1	0	0	16800	374
Calare	1	0	0	19200	438
Calare	1	0	0	21600	273
Calare	1	0	0	24000	393
Calare	1	0	0	26400	137
Calare	1	0	0	28800	94
Calare	1	0	0	31200	244
Calare	1	0	0	36000	226
Calare	1	0	0	48000	80
Calare	1	0	0	60000	57
Calare	1	1	0	0	68
Calare	1	1	0	1800	25
Calare	1	1	0	3600	55
Calare	1	1	0	5400	58
Calare	1	1	0	7200	130
Calare	1	1	0	9600	179
Calare	1	1	0	12000	180
Calare	1	1	0	14400	236
Calare	1	1	0	16800	204
Calare	1	1	0	19200	213
Calare	1	1	0	21600	135
Calare	1	1	0	24000	246
Calare	1	1	0	26400	77
Calare	1	1	0	28800	43
Calare	1	1	0	31200	177
Calare	1	1	0	36000	160
Calare	1	1	0	48000	55
Calare	1	1	0	60000	28
Calare	1	1	1	0	116
Calare	1	1	1	1800	22
Calare	1	1	1	3600	67
Calare	1	1	1	5400	81
Calare	1	1	1	7200	179
Calare	1	1	1	9600	328
Calare	1	1	1	12000	467
Calare	1	1	1	14400	657
Calare	1	1	1	16800	685
Calare	1	1	1	19200	854
Calare	1	1	1	21600	615
Calare	1	1	1	24000	873
Calare	1	1	1	26400	398
Calare	1	1	1	28800	247
Calare	1	1	1	31200	597
Calare	1	1	1	36000	527
Calare	1	1	1	48000	172
Calare	1	1	1	60000	113
Chifley		1	1	0	16
Chifley		1	1	1800	4
Chifley		1	1	3600	8
Chifley		1	1	5400	6
Chifley		1	1	7200	8
Chifley		1	1	9600	9
Chifley		1	1	12000	7
Chifley		1	1	14400	12
Chifley		1	1	16800	13
Chifley		1	1	19200	12
Chifley		1	1	21600	10
Chifley		1	1	24000	21
Chifley		1	1	26400	5
Chifley		1	1	28800	3
Chifley		1	1	31200	22
Chifley		1	1	36000	12
Chifley	0	1	0	0	45
Chifley	0	1	0	1800	9
Chifley	0	1	0	3600	29
Chifley	0	1	0	5400	32
Chifley	0	1	0	7200	48
Chifley	0	1	0	9600	89
Chifley	0	1	0	12000	104
Chifley	0	1	0	14400	117
Chifley	0	1	0	16800	103
Chifley	0	1	0	19200	112
Chifley	0	1	0	21600	71
Chifley	0	1	0	24000	139
Chifley	0	1	0	26400	40
Chifley	0	1	0	28800	26
Chifley	0	1	0	31200	55
Chifley	0	1	0	36000	45
Chifley	0	1	0	48000	13
Chifley	0	1	0	60000	14
Chifley	0	1	1	0	29
Chifley	0	1	1	1800	4
Chifley	0	1	1	3600	10
Chifley	0	1	1	5400	13
Chifley	0	1	1	7200	24
Chifley	0	1	1	9600	46
Chifley	0	1	1	12000	47
Chifley	0	1	1	14400	79
Chifley	0	1	1	16800	89
Chifley	0	1	1	19200	91
Chifley	0	1	1	21600	81
Chifley	0	1	1	24000	115
Chifley	0	1	1	26400	44
Chifley	0	1	1	28800	34
Chifley	0	1	1	31200	71
Chifley	0	1	1	36000	62
Chifley	0	1	1	48000	12
Chifley	0	1	1	60000	10
Chifley	1	0	0	0	142
Chifley	1	0	0	1800	39
Chifley	1	0	0	3600	54
Chifley	1	0	0	5400	43
Chifley	1	0	0	7200	82
Chifley	1	0	0	9600	147
Chifley	1	0	0	12000	176
Chifley	1	0	0	14400	204
Chifley	1	0	0	16800	254
Chifley	1	0	0	19200	312
Chifley	1	0	0	21600	273
Chifley	1	0	0	24000	436
Chifley	1	0	0	26400	241
Chifley	1	0	0	28800	187
Chifley	1	0	0	31200	416
Chifley	1	0	0	36000	382
Chifley	1	0	0	48000	100
Chifley	1	0	0	60000	68
Chifley	1	1	0	0	126
Chifley	1	1	0	1800	38
Chifley	1	1	0	3600	72
Chifley	1	1	0	5400	63
Chifley	1	1	0	7200	126
Chifley	1	1	0	9600	151
Chifley	1	1	0	12000	229
Chifley	1	1	0	14400	269
Chifley	1	1	0	16800	298
Chifley	1	1	0	19200	360
Chifley	1	1	0	21600	264
Chifley	1	1	0	24000	519
Chifley	1	1	0	26400	222
Chifley	1	1	0	28800	147
Chifley	1	1	0	31200	339
Chifley	1	1	0	36000	445
Chifley	1	1	0	48000	99
Chifley	1	1	0	60000	65
Chifley	1	1	1	0	160
Chifley	1	1	1	1800	31
Chifley	1	1	1	3600	55
Chifley	1	1	1	5400	49
Chifley	1	1	1	7200	108
Chifley	1	1	1	9600	173
Chifley	1	1	1	12000	301
Chifley	1	1	1	14400	474
Chifley	1	1	1	16800	590
Chifley	1	1	1	19200	843
Chifley	1	1	1	21600	702
Chifley	1	1	1	24000	1292
Chifley	1	1	1	26400	660
Chifley	1	1	1	28800	544
Chifley	1	1	1	31200	961
Chifley	1	1	1	36000	1019
Chifley	1	1	1	48000	235
Chifley	1	1	1	60000	135
Cook		1	1	0	17
Cook		1	1	3600	3
Cook		1	1	5400	3
Cook		1	1	7200	4
Cook		1	1	9600	3
Cook		1	1	12000	4
Cook		1	1	14400	12
Cook		1	1	16800	7
Cook		1	1	19200	10
Cook		1	1	21600	4
Cook		1	1	24000	11
Cook		1	1	26400	3
Cook		1	1	28800	3
Cook		1	1	31200	10
Cook		1	1	36000	19
Cook		1	1	48000	3
Cook		1	1	60000	14
Cook	0	1	0	0	43
Cook	0	1	0	1800	12
Cook	0	1	0	3600	19
Cook	0	1	0	5400	9
Cook	0	1	0	7200	26
Cook	0	1	0	9600	49
Cook	0	1	0	12000	41
Cook	0	1	0	14400	50
Cook	0	1	0	16800	51
Cook	0	1	0	19200	61
Cook	0	1	0	21600	31
Cook	0	1	0	24000	79
Cook	0	1	0	26400	32
Cook	0	1	0	28800	23
Cook	0	1	0	31200	59
Cook	0	1	0	36000	83
Cook	0	1	0	48000	43
Cook	0	1	0	60000	42
Cook	0	1	1	0	26
Cook	0	1	1	1800	4
Cook	0	1	1	3600	6
Cook	0	1	1	5400	5
Cook	0	1	1	7200	8
Cook	0	1	1	9600	24
Cook	0	1	1	12000	30
Cook	0	1	1	14400	37
Cook	0	1	1	16800	41
Cook	0	1	1	19200	38
Cook	0	1	1	21600	29
Cook	0	1	1	24000	64
Cook	0	1	1	26400	26
Cook	0	1	1	28800	14
Cook	0	1	1	31200	50
