CED_NAME16	CoupleFamily	HasChild	HasDependentStudent	HasNonDependentChild	persons_in_families
Chifley	1	1	1	1	3786
Cook					1188
Cook	0	0	0	1	5185
Cook	0	0	1	0	1304
Cook	0	0	1	1	887
Cook	0	1	0	0	4191
Cook	0	1	0	1	439
Cook	0	1	1	0	1054
Cook	0	1	1	1	141
Cook	1	0	0	1	12209
Cook	1	0	1	0	5766
Cook	1	0	1	1	5182
Cook	1	1	0	0	36068
Cook	1	1	0	1	1488
Cook	1	1	1	0	7643
Cook	1	1	1	1	1477
Cowper					1083
Cowper	0	0	0	1	5870
Cowper	0	0	1	0	1534
Cowper	0	0	1	1	766
Cowper	0	1	0	0	9592
Cowper	0	1	0	1	1183
Cowper	0	1	1	0	2329
Cowper	0	1	1	1	473
Cowper	1	0	0	1	8514
Cowper	1	0	1	0	3535
Cowper	1	0	1	1	2193
Cowper	1	1	0	0	29668
Cowper	1	1	0	1	2030
Cowper	1	1	1	0	7067
Cowper	1	1	1	1	1298
Cunningham					1397
Cunningham	0	0	0	1	5754
Cunningham	0	0	1	0	1620
Cunningham	0	0	1	1	974
Cunningham	0	1	0	0	5830
Cunningham	0	1	0	1	719
Cunningham	0	1	1	0	1659
Cunningham	0	1	1	1	305
Cunningham	1	0	0	1	11087
Cunningham	1	0	1	0	5533
Cunningham	1	0	1	1	4465
Cunningham	1	1	0	0	36722
Cunningham	1	1	0	1	1769
Cunningham	1	1	1	0	7460
Cunningham	1	1	1	1	1548
Dobell					1198
Dobell	0	0	0	1	6623
Dobell	0	0	1	0	1507
Dobell	0	0	1	1	1017
Dobell	0	1	0	0	9032
Dobell	0	1	0	1	1323
Dobell	0	1	1	0	2053
Dobell	0	1	1	1	598
Dobell	1	0	0	1	11300
Dobell	1	0	1	0	4111
Dobell	1	0	1	1	3984
Dobell	1	1	0	0	35085
Dobell	1	1	0	1	3019
Dobell	1	1	1	0	7709
Dobell	1	1	1	1	1940
Eden-Monaro					853
Eden-Monaro	0	0	0	1	3967
Eden-Monaro	0	0	1	0	1083
Eden-Monaro	0	0	1	1	551
Eden-Monaro	0	1	0	0	5938
Eden-Monaro	0	1	0	1	600
Eden-Monaro	0	1	1	0	1176
Eden-Monaro	0	1	1	1	273
Eden-Monaro	1	0	0	1	8801
Eden-Monaro	1	0	1	0	4296
Eden-Monaro	1	0	1	1	2846
Eden-Monaro	1	1	0	0	33892
Eden-Monaro	1	1	0	1	1992
Eden-Monaro	1	1	1	0	7700
Eden-Monaro	1	1	1	1	1380
Farrer					1101
Farrer	0	0	0	1	4431
Farrer	0	0	1	0	1091
Farrer	0	0	1	1	551
Farrer	0	1	0	0	7723
Farrer	0	1	0	1	902
Farrer	0	1	1	0	1637
Farrer	0	1	1	1	370
Farrer	1	0	0	1	9089
Farrer	1	0	1	0	3722
Farrer	1	0	1	1	2967
Farrer	1	1	0	0	36786
Farrer	1	1	0	1	2408
Farrer	1	1	1	0	7942
Farrer	1	1	1	1	1762
Fowler					2242
Fowler	0	0	0	1	9061
Fowler	0	0	1	0	2475
Fowler	0	0	1	1	1877
Fowler	0	1	0	0	8998
Fowler	0	1	0	1	1404
Fowler	0	1	1	0	2647
Fowler	0	1	1	1	717
Fowler	1	0	0	1	18159
Fowler	1	0	1	0	6769
Fowler	1	0	1	1	7369
Fowler	1	1	0	0	36402
Fowler	1	1	0	1	3145
Fowler	1	1	1	0	10721
Fowler	1	1	1	1	3099
Gilmore					913
Gilmore	0	0	0	1	4994
Gilmore	0	0	1	0	1205
Gilmore	0	0	1	1	700
Gilmore	0	1	0	0	7196
Gilmore	0	1	0	1	944
Gilmore	0	1	1	0	1532
Gilmore	0	1	1	1	367
Gilmore	1	0	0	1	9117
Gilmore	1	0	1	0	3494
Gilmore	1	0	1	1	2356
Gilmore	1	1	0	0	27864
Gilmore	1	1	0	1	2152
Gilmore	1	1	1	0	6175
Gilmore	1	1	1	1	1411
Grayndler					1855
Grayndler	0	0	0	1	4420
Grayndler	0	0	1	0	1471
Grayndler	0	0	1	1	591
Grayndler	0	1	0	0	3955
Grayndler	0	1	0	1	284
Grayndler	0	1	1	0	802
Grayndler	0	1	1	1	74
Grayndler	1	0	0	1	6671
Grayndler	1	0	1	0	4126
Grayndler	1	0	1	1	2129
Grayndler	1	1	0	0	38180
Grayndler	1	1	0	1	639
Grayndler	1	1	1	0	4638
Grayndler	1	1	1	1	403
Greenway					1411
Greenway	0	0	0	1	5746
Greenway	0	0	1	0	1557
Greenway	0	0	1	1	1101
Greenway	0	1	0	0	5746
Greenway	0	1	0	1	798
Greenway	0	1	1	0	1788
Greenway	0	1	1	1	400
Greenway	1	0	0	1	14245
Greenway	1	0	1	0	7435
Greenway	1	0	1	1	6171
Greenway	1	1	0	0	59189
Greenway	1	1	0	1	2900
Greenway	1	1	1	0	11774
Greenway	1	1	1	1	2204
Hughes					922
Hughes	0	0	0	1	4524
Hughes	0	0	1	0	1283
Hughes	0	0	1	1	1078
Hughes	0	1	0	0	4225
Hughes	0	1	0	1	450
Hughes	0	1	1	0	1117
Hughes	0	1	1	1	261
Hughes	1	0	0	1	15017
Hughes	1	0	1	0	6504
Hughes	1	0	1	1	6399
Hughes	1	1	0	0	44655
Hughes	1	1	0	1	2127
Hughes	1	1	1	0	9397
Hughes	1	1	1	1	1784
Hume					900
Hume	0	0	0	1	4569
Hume	0	0	1	0	1160
Hume	0	0	1	1	713
Hume	0	1	0	0	6199
Hume	0	1	0	1	941
Hume	0	1	1	0	1642
Hume	0	1	1	1	454
Hume	1	0	0	1	13060
Hume	1	0	1	0	4328
Hume	1	0	1	1	4390
Hume	1	1	0	0	40325
Hume	1	1	0	1	4035
Hume	1	1	1	0	8621
Hume	1	1	1	1	2451
Hunter					1065
Hunter	0	0	0	1	5553
Hunter	0	0	1	0	1261
Hunter	0	0	1	1	792
Hunter	0	1	0	0	9281
Hunter	0	1	0	1	1131
Hunter	0	1	1	0	1785
Hunter	0	1	1	1	421
Hunter	1	0	0	1	11649
Hunter	1	0	1	0	3856
Hunter	1	0	1	1	3628
Hunter	1	1	0	0	35794
Hunter	1	1	0	1	3064
Hunter	1	1	1	0	7766
Hunter	1	1	1	1	1702
Kingsford Smith					2718
Kingsford Smith	0	0	0	1	5806
Kingsford Smith	0	0	1	0	1752
Kingsford Smith	0	0	1	1	798
Kingsford Smith	0	1	0	0	4851
Kingsford Smith	0	1	0	1	522
Kingsford Smith	0	1	1	0	981
Kingsford Smith	0	1	1	1	256
Kingsford Smith	1	0	0	1	10509
Kingsford Smith	1	0	1	0	5705
Kingsford Smith	1	0	1	1	3956
Kingsford Smith	1	1	0	0	40722
Kingsford Smith	1	1	0	1	1326
Kingsford Smith	1	1	1	0	6948
Kingsford Smith	1	1	1	1	921
Lindsay					1478
Lindsay	0	0	0	1	7205
Lindsay	0	0	1	0	1523
Lindsay	0	0	1	1	1104
Lindsay	0	1	0	0	9727
Lindsay	0	1	0	1	1266
Lindsay	0	1	1	0	1979
Lindsay	0	1	1	1	676
Lindsay	1	0	0	1	14373
Lindsay	1	0	1	0	4516
Lindsay	1	0	1	1	5113
Lindsay	1	1	0	0	43518
Lindsay	1	1	0	1	3863
Lindsay	1	1	1	0	9031
Lindsay	1	1	1	1	2657
Lyne					930
Lyne	0	0	0	1	4958
Lyne	0	0	1	0	1164
Lyne	0	0	1	1	616
Lyne	0	1	0	0	7389
Lyne	0	1	0	1	933
Lyne	0	1	1	0	1770
Lyne	0	1	1	1	390
Lyne	1	0	0	1	9010
Lyne	1	0	1	0	3488
Lyne	1	0	1	1	2328
Lyne	1	1	0	0	26188
Lyne	1	1	0	1	2195
Lyne	1	1	1	0	6759
Lyne	1	1	1	1	1360
Macarthur					1379
Macarthur	0	0	0	1	7057
Macarthur	0	0	1	0	1419
Macarthur	0	0	1	1	1294
Macarthur	0	1	0	0	9685
Macarthur	0	1	0	1	1564
Macarthur	0	1	1	0	2308
Macarthur	0	1	1	1	870
Macarthur	1	0	0	1	15822
Macarthur	1	0	1	0	4933
Macarthur	1	0	1	1	5368
Macarthur	1	1	0	0	42990
Macarthur	1	1	0	1	4235
Macarthur	1	1	1	0	9777
Macarthur	1	1	1	1	3159
Mackellar					867
Mackellar	0	0	0	1	4352
Mackellar	0	0	1	0	1297
Mackellar	0	0	1	1	920
Mackellar	0	1	0	0	3650
Mackellar	0	1	0	1	355
Mackellar	0	1	1	0	1025
Mackellar	0	1	1	1	166
Mackellar	1	0	0	1	11586
Mackellar	1	0	1	0	6591
Mackellar	1	0	1	1	5260
Mackellar	1	1	0	0	43765
Mackellar	1	1	0	1	1628
Mackellar	1	1	1	0	9006
Mackellar	1	1	1	1	1353
Macquarie					852
Macquarie	0	0	0	1	4886
Macquarie	0	0	1	0	1344
Macquarie	0	0	1	1	824
Macquarie	0	1	0	0	5702
Macquarie	0	1	0	1	733
Macquarie	0	1	1	0	1527
Macquarie	0	1	1	1	298
Macquarie	1	0	0	1	11888
Macquarie	1	0	1	0	4782
Macquarie	1	0	1	1	4112
Macquarie	1	1	0	0	34577
Macquarie	1	1	0	1	2760
Macquarie	1	1	1	0	8101
Macquarie	1	1	1	1	2053
McMahon					1896
McMahon	0	0	0	1	8343
McMahon	0	0	1	0	1656
McMahon	0	0	1	1	1431
McMahon	0	1	0	0	7349
McMahon	0	1	0	1	1122
McMahon	0	1	1	0	2059
McMahon	0	1	1	1	870
McMahon	1	0	0	1	18658
McMahon	1	0	1	0	5692
McMahon	1	0	1	1	7055
McMahon	1	1	0	0	43707
McMahon	1	1	0	1	3759
McMahon	1	1	1	0	10800
McMahon	1	1	1	1	3711
Mitchell					825
Mitchell	0	0	0	1	4066
Mitchell	0	0	1	0	1381
Mitchell	0	0	1	1	860
Mitchell	0	1	0	0	3577
Mitchell	0	1	0	1	381
Mitchell	0	1	1	0	1191
Mitchell	0	1	1	1	233
Mitchell	1	0	0	1	15301
Mitchell	1	0	1	0	8810
Mitchell	1	0	1	1	7239
Mitchell	1	1	0	0	52075
Mitchell	1	1	0	1	2142
Mitchell	1	1	1	0	12042
Mitchell	1	1	1	1	1922
New England					1203
New England	0	0	0	1	4676
New England	0	0	1	0	1109
New England	0	0	1	1	529
New England	0	1	0	0	8880
New England	0	1	0	1	974
New England	0	1	1	0	1873
New England	0	1	1	1	464
New England	1	0	0	1	7888
New England	1	0	1	0	3363
New England	1	0	1	1	2113
New England	1	1	0	0	32702
New England	1	1	0	1	2246
New England	1	1	1	0	7005
New England	1	1	1	1	1524
Newcastle					1633
Newcastle	0	0	0	1	5541
Newcastle	0	0	1	0	1690
Newcastle	0	0	1	1	790
Newcastle	0	1	0	0	6789
Newcastle	0	1	0	1	772
Newcastle	0	1	1	0	1546
Newcastle	0	1	1	1	361
Newcastle	1	0	0	1	8601
Newcastle	1	0	1	0	4482
Newcastle	1	0	1	1	2960
Newcastle	1	1	0	0	34968
Newcastle	1	1	0	1	1683
Newcastle	1	1	1	0	6702
Newcastle	1	1	1	1	970
North Sydney					1701
North Sydney	0	0	0	1	3545
North Sydney	0	0	1	0	1837
North Sydney	0	0	1	1	597
North Sydney	0	1	0	0	3736
North Sydney	0	1	0	1	152
North Sydney	0	1	1	0	812
North Sydney	0	1	1	1	63
North Sydney	1	0	0	1	7079
North Sydney	1	0	1	0	7339
North Sydney	1	0	1	1	3454
North Sydney	1	1	0	0	45107
North Sydney	1	1	0	1	616
North Sydney	1	1	1	0	6840
North Sydney	1	1	1	1	461
Page					1277
Page	0	0	0	1	5539
Page	0	0	1	0	1536
Page	0	0	1	1	854
Page	0	1	0	0	9237
Page	0	1	0	1	1082
Page	0	1	1	0	2021
Page	0	1	1	1	522
Page	1	0	0	1	9554
Page	1	0	1	0	3772
Page	1	0	1	1	2396
Page	1	1	0	0	30261
Page	1	1	0	1	2425
Page	1	1	1	0	7597
Page	1	1	1	1	1494
Parkes					1450
Parkes	0	0	0	1	5146
Parkes	0	0	1	0	988
Parkes	0	0	1	1	552
Parkes	0	1	0	0	10464
Parkes	0	1	0	1	1353
Parkes	0	1	1	0	1839
Parkes	0	1	1	1	505
Parkes	1	0	0	1	8441
Parkes	1	0	1	0	2690
Parkes	1	0	1	1	2008
Parkes	1	1	0	0	33220
Parkes	1	1	0	1	2203
Parkes	1	1	1	0	6382
Parkes	1	1	1	1	1332
Parramatta					2478
Parramatta	0	0	0	1	6341
Parramatta	0	0	1	0	1881
Parramatta	0	0	1	1	1143
Parramatta	0	1	0	0	5605
Parramatta	0	1	0	1	590
Parramatta	0	1	1	0	1456
Parramatta	0	1	1	1	398
Parramatta	1	0	0	1	12149
Parramatta	1	0	1	0	6702
Parramatta	1	0	1	1	5277
Parramatta	1	1	0	0	58532
Parramatta	1	1	0	1	1976
Parramatta	1	1	1	0	8841
Parramatta	1	1	1	1	1942
Paterson					1194
Paterson	0	0	0	1	5668
Paterson	0	0	1	0	1243
Paterson	0	0	1	1	894
Paterson	0	1	0	0	9428
Paterson	0	1	0	1	1098
Paterson	0	1	1	0	1920
Paterson	0	1	1	1	556
Paterson	1	0	0	1	11049
Paterson	1	0	1	0	3872
Paterson	1	0	1	1	3386
Paterson	1	1	0	0	35941
Paterson	1	1	0	1	2819
Paterson	1	1	1	0	7828
Paterson	1	1	1	1	1793
Reid					2577
Reid	0	0	0	1	5504
Reid	0	0	1	0	2173
Reid	0	0	1	1	846
Reid	0	1	0	0	4300
Reid	0	1	0	1	311
Reid	0	1	1	0	1078
Reid	0	1	1	1	123
Reid	1	0	0	1	12313
Reid	1	0	1	0	7557
Reid	1	0	1	1	5347
Reid	1	1	0	0	44452
Reid	1	1	0	1	1058
Reid	1	1	1	0	7781
Reid	1	1	1	1	1092
Richmond					1039
Richmond	0	0	0	1	5537
Richmond	0	0	1	0	1725
Richmond	0	0	1	1	807
Richmond	0	1	0	0	7334
Richmond	0	1	0	1	831
Richmond	0	1	1	0	1766
Richmond	0	1	1	1	335
Richmond	1	0	0	1	8415
Richmond	1	0	1	0	3796
Richmond	1	0	1	1	2397
Richmond	1	1	0	0	30779
Richmond	1	1	0	1	1798
Richmond	1	1	1	0	6453
Richmond	1	1	1	1	1151
Riverina					1244
Riverina	0	0	0	1	4642
Riverina	0	0	1	0	1136
Riverina	0	0	1	1	609
Riverina	0	1	0	0	8226
Riverina	0	1	0	1	943
Riverina	0	1	1	0	1874
Riverina	0	1	1	1	414
Riverina	1	0	0	1	8670
Riverina	1	0	1	0	3354
Riverina	1	0	1	1	2459
Riverina	1	1	0	0	34673
Riverina	1	1	0	1	2524
Riverina	1	1	1	0	7960
Riverina	1	1	1	1	1782
Robertson					1067
Robertson	0	0	0	1	5803
Robertson	0	0	1	0	1477
Robertson	0	0	1	1	971
Robertson	0	1	0	0	6275
Robertson	0	1	0	1	841
Robertson	0	1	1	0	1520
Robertson	0	1	1	1	308
Robertson	1	0	0	1	10370
Robertson	1	0	1	0	4594
Robertson	1	0	1	1	3859
Robertson	1	1	0	0	32461
Robertson	1	1	0	1	2015
Robertson	1	1	1	0	6913
Robertson	1	1	1	1	1295
Shortland					1005
Shortland	0	0	0	1	5897
Shortland	0	0	1	0	1474
Shortland	0	0	1	1	897
Shortland	0	1	0	0	7264
Shortland	0	1	0	1	957
Shortland	0	1	1	0	1657
Shortland	0	1	1	1	513
Shortland	1	0	0	1	11116
Shortland	1	0	1	0	4551
Shortland	1	0	1	1	3704
Shortland	1	1	0	0	32560
Shortland	1	1	0	1	2440
Shortland	1	1	1	0	7309
Shortland	1	1	1	1	1546
Sydney					3498
Sydney	0	0	0	1	3283
Sydney	0	0	1	0	1451
Sydney	0	0	1	1	334
Sydney	0	1	0	0	3216
Sydney	0	1	0	1	258
Sydney	0	1	1	0	508
Sydney	0	1	1	1	93
Sydney	1	0	0	1	3437
Sydney	1	0	1	0	2419
Sydney	1	0	1	1	941
Sydney	1	1	0	0	22418
Sydney	1	1	0	1	317
Sydney	1	1	1	0	1824
Sydney	1	1	1	1	103
Warringah					1071
Warringah	0	0	0	1	3390
Warringah	0	0	1	0	1438
Warringah	0	0	1	1	725
Warringah	0	1	0	0	3572
Warringah	0	1	0	1	209
Warringah	0	1	1	0	972
Warringah	0	1	1	1	97
Warringah	1	0	0	1	7532
Warringah	1	0	1	0	6590
Warringah	1	0	1	1	3620
Warringah	1	1	0	0	43625
Warringah	1	1	0	1	815
Warringah	1	1	1	0	8091
Warringah	1	1	1	1	815
Watson					2285
Watson	0	0	0	1	7432
Watson	0	0	1	0	2024
Watson	0	0	1	1	1295
Watson	0	1	0	0	6292
Watson	0	1	0	1	729
Watson	0	1	1	0	1898
Watson	0	1	1	1	688
Watson	1	0	0	1	15875
Watson	1	0	1	0	6711
Watson	1	0	1	1	6326
Watson	1	1	0	0	47794
Watson	1	1	0	1	2643
Watson	1	1	1	0	11493
Watson	1	1	1	1	3254
Wentworth					1389
Wentworth	0	0	0	1	2865
Wentworth	0	0	1	0	1363
Wentworth	0	0	1	1	494
Wentworth	0	1	0	0	3353
Wentworth	0	1	0	1	132
Wentworth	0	1	1	0	693
Wentworth	0	1	1	1	50
Wentworth	1	0	0	1	5109
Wentworth	1	0	1	0	5013
Wentworth	1	0	1	1	2607
Wentworth	1	1	0	0	33963
Wentworth	1	1	0	1	378
Wentworth	1	1	1	0	5647
Wentworth	1	1	1	1	495
Werriwa					1386
Werriwa	0	0	0	1	7350
Werriwa	0	0	1	0	1633
Werriwa	0	0	1	1	1651
Werriwa	0	1	0	0	8356
Werriwa	0	1	0	1	1542
Werriwa	0	1	1	0	2568
Werriwa	0	1	1	1	841
Werriwa	1	0	0	1	18623
Werriwa	1	0	1	0	6926
Werriwa	1	0	1	1	8149
Werriwa	1	1	0	0	46158
Werriwa	1	1	0	1	4668
Werriwa	1	1	1	0	14992
Werriwa	1	1	1	1	4088
Whitlam					1037
Whitlam	0	0	0	1	6001
Whitlam	0	0	1	0	1510
Whitlam	0	0	1	1	960
Whitlam	0	1	0	0	7818
Whitlam	0	1	0	1	1175
Whitlam	0	1	1	0	1947
Whitlam	0	1	1	1	548
Whitlam	1	0	0	1	13002
Whitlam	1	0	1	0	4484
Whitlam	1	0	1	1	4271
Whitlam	1	1	0	0	35132
Whitlam	1	1	0	1	2916
Whitlam	1	1	1	0	7708
Whitlam	1	1	1	1	1986
Aston					1077
Aston	0	0	0	1	5069
Aston	0	0	1	0	1648
Aston	0	0	1	1	1224
Aston	0	1	0	0	4276
Aston	0	1	0	1	523
Aston	0	1	1	0	1279
Aston	0	1	1	1	261
Aston	1	0	0	1	14022
Aston	1	0	1	0	7479
Aston	1	0	1	1	6202
Aston	1	1	0	0	34675
Aston	1	1	0	1	1575
Aston	1	1	1	0	8465
Aston	1	1	1	1	1495
Ballarat					1079
Ballarat	0	0	0	1	4777
Ballarat	0	0	1	0	1543
Ballarat	0	0	1	1	914
Ballarat	0	1	0	0	7561
Ballarat	0	1	0	1	897
Ballarat	0	1	1	0	1784
Ballarat	0	1	1	1	396
Ballarat	1	0	0	1	9054
Ballarat	1	0	1	0	4487
Ballarat	1	0	1	1	3565
Ballarat	1	1	0	0	36304
Ballarat	1	1	0	1	1971
Ballarat	1	1	1	0	7926
Ballarat	1	1	1	1	1406
Batman					2284
Batman	0	0	0	1	5927
Batman	0	0	1	0	1647
Batman	0	0	1	1	842
Batman	0	1	0	0	4658
Batman	0	1	0	1	459
Batman	0	1	1	0	963
Batman	0	1	1	1	262
Batman	1	0	0	1	9524
Batman	1	0	1	0	5152
Batman	1	0	1	1	3615
Batman	1	1	0	0	39082
Batman	1	1	0	1	1185
Batman	1	1	1	0	6724
Batman	1	1	1	1	883
Bendigo					1214
Bendigo	0	0	0	1	4594
Bendigo	0	0	1	0	1547
Bendigo	0	0	1	1	842
Bendigo	0	1	0	0	7171
Bendigo	0	1	0	1	748
Bendigo	0	1	1	0	1913
Bendigo	0	1	1	1	364
Bendigo	1	0	0	1	8354
Bendigo	1	0	1	0	4556
Bendigo	1	0	1	1	2798
Bendigo	1	1	0	0	34301
Bendigo	1	1	0	1	1788
Bendigo	1	1	1	0	7418
Bendigo	1	1	1	1	1526
Bruce					2109
Bruce	0	0	0	1	5937
Bruce	0	0	1	0	2080
Bruce	0	0	1	1	1190
Bruce	0	1	0	0	4993
Bruce	0	1	0	1	635
Bruce	0	1	1	0	1753
Bruce	0	1	1	1	406
Bruce	1	0	0	1	12745
Bruce	1	0	1	0	8237
Bruce	1	0	1	1	5438
Bruce	1	1	0	0	38578
Bruce	1	1	0	1	1580
Bruce	1	1	1	0	9510
Bruce	1	1	1	1	1486
Calwell					1508
Calwell	0	0	0	1	7342
Calwell	0	0	1	0	1714
Calwell	0	0	1	1	1758
Calwell	0	1	0	0	6349
Calwell	0	1	0	1	1085
Calwell	0	1	1	0	2271
Calwell	0	1	1	1	807
Calwell	1	0	0	1	17962
Calwell	1	0	1	0	7498
Calwell	1	0	1	1	8437
Calwell	1	1	0	0	40972
Calwell	1	1	0	1	3440
Calwell	1	1	1	0	12871
Calwell	1	1	1	1	3896
Casey					951
Casey	0	0	0	1	5147
Casey	0	0	1	0	1549
Casey	0	0	1	1	1152
Casey	0	1	0	0	5420
Casey	0	1	0	1	666
Casey	0	1	1	0	1482
Casey	0	1	1	1	387
Casey	1	0	0	1	12699
Casey	1	0	1	0	4817
Casey	1	0	1	1	5228
Casey	1	1	0	0	36772
Casey	1	1	0	1	2210
Casey	1	1	1	0	8073
Casey	1	1	1	1	1770
Chisholm					2205
Chisholm	0	0	0	1	5363
Chisholm	0	0	1	0	2391
Chisholm	0	0	1	1	1021
Chisholm	0	1	0	0	3791
Chisholm	0	1	0	1	336
Chisholm	0	1	1	0	1287
Chisholm	0	1	1	1	225
Chisholm	1	0	0	1	10291
Chisholm	1	0	1	0	8268
Chisholm	1	0	1	1	4583
Chisholm	1	1	0	0	39720
Chisholm	1	1	0	1	878
Chisholm	1	1	1	0	8155
Chisholm	1	1	1	1	716
Corangamite					951
Corangamite	0	0	0	1	3695
Corangamite	0	0	1	0	1404
Corangamite	0	0	1	1	771
Corangamite	0	1	0	0	5184
Corangamite	0	1	0	1	460
Corangamite	0	1	1	0	1418
Corangamite	0	1	1	1	311
Corangamite	1	0	0	1	8550
Corangamite	1	0	1	0	5329
Corangamite	1	0	1	1	3794
Corangamite	1	1	0	0	41041
Corangamite	1	1	0	1	1541
Corangamite	1	1	1	0	8500
Corangamite	1	1	1	1	1350
Corio					1275
Corio	0	0	0	1	5718
Corio	0	0	1	0	1690
Corio	0	0	1	1	1039
Corio	0	1	0	0	7608
Corio	0	1	0	1	891
Corio	0	1	1	0	1916
Corio	0	1	1	1	488
Corio	1	0	0	1	9661
Corio	1	0	1	0	4593
Corio	1	0	1	1	3507
Corio	1	1	0	0	32115
Corio	1	1	0	1	1569
Corio	1	1	1	0	6660
Corio	1	1	1	1	1279
Deakin					1343
Deakin	0	0	0	1	5180
Deakin	0	0	1	0	1929
Deakin	0	0	1	1	994
Deakin	0	1	0	0	4261
Deakin	0	1	0	1	338
Deakin	0	1	1	0	1306
Deakin	0	1	1	1	227
Deakin	1	0	0	1	9861
Deakin	1	0	1	0	6730
Deakin	1	0	1	1	4413
Deakin	1	1	0	0	41354
Deakin	1	1	0	1	999
Deakin	1	1	1	0	8385
Deakin	1	1	1	1	1044
Dunkley					1218
Dunkley	0	0	0	1	6036
Dunkley	0	0	1	0	1763
Dunkley	0	0	1	1	1180
Dunkley	0	1	0	0	6704
Dunkley	0	1	0	1	747
Dunkley	0	1	1	0	1697
Dunkley	0	1	1	1	372
Dunkley	1	0	0	1	10546
Dunkley	1	0	1	0	4777
Dunkley	1	0	1	1	3918
Dunkley	1	1	0	0	34371
Dunkley	1	1	0	1	1859
Dunkley	1	1	1	0	6839
Dunkley	1	1	1	1	1263
Flinders					841
Flinders	0	0	0	1	4809
Flinders	0	0	1	0	1370
Flinders	0	0	1	1	769
Flinders	0	1	0	0	6441
Flinders	0	1	0	1	714
Flinders	0	1	1	0	1444
Flinders	0	1	1	1	294
Flinders	1	0	0	1	10757
Flinders	1	0	1	0	4239
Flinders	1	0	1	1	3634
