CED_NAME16	CoupleFamily	HasChild	HasDependentStudent	HasNonDependentChild	persons_in_families
Kingston	0	0	1	1	1045
Kingston	0	1	0	0	8812
Kingston	0	1	0	1	926
Kingston	0	1	1	0	2068
Kingston	0	1	1	1	366
Kingston	1	0	0	1	10406
Kingston	1	0	1	0	4658
Kingston	1	0	1	1	3791
Kingston	1	1	0	0	34857
Kingston	1	1	0	1	2075
Kingston	1	1	1	0	6927
Kingston	1	1	1	1	1355
Makin					1247
Makin	0	0	0	1	5110
Makin	0	0	1	0	1679
Makin	0	0	1	1	1193
Makin	0	1	0	0	6430
Makin	0	1	0	1	654
Makin	0	1	1	0	1715
Makin	0	1	1	1	395
Makin	1	0	0	1	11420
Makin	1	0	1	0	5401
Makin	1	0	1	1	4684
Makin	1	1	0	0	35952
Makin	1	1	0	1	2194
Makin	1	1	1	0	8085
Makin	1	1	1	1	1452
Mayo					657
Mayo	0	0	0	1	3199
Mayo	0	0	1	0	1323
Mayo	0	0	1	1	698
Mayo	0	1	0	0	4741
Mayo	0	1	0	1	476
Mayo	0	1	1	0	1328
Mayo	0	1	1	1	248
Mayo	1	0	0	1	9020
Mayo	1	0	1	0	5398
Mayo	1	0	1	1	3698
Mayo	1	1	0	0	32659
Mayo	1	1	0	1	1551
Mayo	1	1	1	0	7484
Mayo	1	1	1	1	1564
Port Adelaide					1967
Port Adelaide	0	0	0	1	7707
Port Adelaide	0	0	1	0	2141
Port Adelaide	0	0	1	1	1391
Port Adelaide	0	1	0	0	9181
Port Adelaide	0	1	0	1	1231
Port Adelaide	0	1	1	0	2486
Port Adelaide	0	1	1	1	627
Port Adelaide	1	0	0	1	11925
Port Adelaide	1	0	1	0	5351
Port Adelaide	1	0	1	1	4346
Port Adelaide	1	1	0	0	37643
Port Adelaide	1	1	0	1	2294
Port Adelaide	1	1	1	0	8311
Port Adelaide	1	1	1	1	1786
Sturt					1473
Sturt	0	0	0	1	4598
Sturt	0	0	1	0	2121
Sturt	0	0	1	1	1016
Sturt	0	1	0	0	4748
Sturt	0	1	0	1	356
Sturt	0	1	1	0	1244
Sturt	0	1	1	1	169
Sturt	1	0	0	1	9678
Sturt	1	0	1	0	7405
Sturt	1	0	1	1	4632
Sturt	1	1	0	0	36152
Sturt	1	1	0	1	1041
Sturt	1	1	1	0	8388
Sturt	1	1	1	1	864
Wakefield					1383
Wakefield	0	0	0	1	5998
Wakefield	0	0	1	0	1794
Wakefield	0	0	1	1	1052
Wakefield	0	1	0	0	11756
Wakefield	0	1	0	1	1417
Wakefield	0	1	1	0	2793
Wakefield	0	1	1	1	786
Wakefield	1	0	0	1	10878
Wakefield	1	0	1	0	4348
Wakefield	1	0	1	1	3904
Wakefield	1	1	0	0	38643
Wakefield	1	1	0	1	2768
Wakefield	1	1	1	0	8913
Wakefield	1	1	1	1	2187
Brand					1169
Brand	0	0	0	1	4459
Brand	0	0	1	0	1230
Brand	0	0	1	1	947
Brand	0	1	0	0	9265
Brand	0	1	0	1	1074
Brand	0	1	1	0	1918
Brand	0	1	1	1	491
Brand	1	0	0	1	9858
Brand	1	0	1	0	4383
Brand	1	0	1	1	3721
Brand	1	1	0	0	45709
Brand	1	1	0	1	3434
Brand	1	1	1	0	8824
Brand	1	1	1	1	2011
Burt					1801
Burt	0	0	0	1	5224
Burt	0	0	1	0	1497
Burt	0	0	1	1	1175
Burt	0	1	0	0	8497
Burt	0	1	0	1	923
Burt	0	1	1	0	1890
Burt	0	1	1	1	536
Burt	1	0	0	1	11728
Burt	1	0	1	0	5654
Burt	1	0	1	1	4739
Burt	1	1	0	0	49959
Burt	1	1	0	1	2818
Burt	1	1	1	0	10092
Burt	1	1	1	1	2560
Canning					838
Canning	0	0	0	1	3748
Canning	0	0	1	0	1045
Canning	0	0	1	1	706
Canning	0	1	0	0	7054
Canning	0	1	0	1	833
Canning	0	1	1	0	1548
Canning	0	1	1	1	290
Canning	1	0	0	1	9373
Canning	1	0	1	0	3782
Canning	1	0	1	1	3480
Canning	1	1	0	0	34335
Canning	1	1	0	1	2578
Canning	1	1	1	0	7045
Canning	1	1	1	1	1980
Cowan					1326
Cowan	0	0	0	1	4914
Cowan	0	0	1	0	1489
Cowan	0	0	1	1	1222
Cowan	0	1	0	0	6122
Cowan	0	1	0	1	823
Cowan	0	1	1	0	1738
Cowan	0	1	1	1	526
Cowan	1	0	0	1	11766
Cowan	1	0	1	0	5557
Cowan	1	0	1	1	5111
Cowan	1	1	0	0	42126
Cowan	1	1	0	1	3021
Cowan	1	1	1	0	9912
Cowan	1	1	1	1	2439
Curtin					1382
Curtin	0	0	0	1	2975
Curtin	0	0	1	0	1607
Curtin	0	0	1	1	739
Curtin	0	1	0	0	3565
Curtin	0	1	0	1	139
Curtin	0	1	1	0	1108
Curtin	0	1	1	1	151
Curtin	1	0	0	1	6196
Curtin	1	0	1	0	7399
Curtin	1	0	1	1	3698
Curtin	1	1	0	0	36444
Curtin	1	1	0	1	609
Curtin	1	1	1	0	8356
Curtin	1	1	1	1	683
Durack					1607
Durack	0	0	0	1	3690
Durack	0	0	1	0	739
Durack	0	0	1	1	349
Durack	0	1	0	0	9025
Durack	0	1	0	1	1698
Durack	0	1	1	0	1565
Durack	0	1	1	1	516
Durack	1	0	0	1	6950
Durack	1	0	1	0	2443
Durack	1	0	1	1	1808
Durack	1	1	0	0	45008
Durack	1	1	0	1	3138
Durack	1	1	1	0	6421
Durack	1	1	1	1	1643
Forrest					756
Forrest	0	0	0	1	3450
Forrest	0	0	1	0	1199
Forrest	0	0	1	1	555
Forrest	0	1	0	0	7048
Forrest	0	1	0	1	767
Forrest	0	1	1	0	1634
Forrest	0	1	1	1	320
Forrest	1	0	0	1	7693
Forrest	1	0	1	0	3582
Forrest	1	0	1	1	2465
Forrest	1	1	0	0	38046
Forrest	1	1	0	1	2325
Forrest	1	1	1	0	7430
Forrest	1	1	1	1	1422
Fremantle					1327
Fremantle	0	0	0	1	4607
Fremantle	0	0	1	0	1544
Fremantle	0	0	1	1	774
Fremantle	0	1	0	0	5670
Fremantle	0	1	0	1	538
Fremantle	0	1	1	0	1389
Fremantle	0	1	1	1	279
Fremantle	1	0	0	1	9526
Fremantle	1	0	1	0	5134
Fremantle	1	0	1	1	3948
Fremantle	1	1	0	0	39562
Fremantle	1	1	0	1	1792
Fremantle	1	1	1	0	7305
Fremantle	1	1	1	1	1208
Hasluck					1310
Hasluck	0	0	0	1	4753
Hasluck	0	0	1	0	1289
Hasluck	0	0	1	1	873
Hasluck	0	1	0	0	5871
Hasluck	0	1	0	1	801
Hasluck	0	1	1	0	1495
Hasluck	0	1	1	1	467
Hasluck	1	0	0	1	10406
Hasluck	1	0	1	0	4488
Hasluck	1	0	1	1	3804
Hasluck	1	1	0	0	35252
Hasluck	1	1	0	1	2507
Hasluck	1	1	1	0	7804
Hasluck	1	1	1	1	2021
Moore					1004
Moore	0	0	0	1	3669
Moore	0	0	1	0	1356
Moore	0	0	1	1	966
Moore	0	1	0	0	4142
Moore	0	1	0	1	376
Moore	0	1	1	0	1218
Moore	0	1	1	1	280
Moore	1	0	0	1	12626
Moore	1	0	1	0	7559
Moore	1	0	1	1	5934
Moore	1	1	0	0	38479
Moore	1	1	0	1	1936
Moore	1	1	1	0	9127
Moore	1	1	1	1	1548
O'Connor					1086
O'Connor	0	0	0	1	3686
O'Connor	0	0	1	0	880
O'Connor	0	0	1	1	452
O'Connor	0	1	0	0	7123
O'Connor	0	1	0	1	1002
O'Connor	0	1	1	0	1314
O'Connor	0	1	1	1	297
O'Connor	1	0	0	1	7907
O'Connor	1	0	1	0	2760
O'Connor	1	0	1	1	2162
O'Connor	1	1	0	0	37280
O'Connor	1	1	0	1	2942
O'Connor	1	1	1	0	6773
O'Connor	1	1	1	1	1608
Pearce					1123
Pearce	0	0	0	1	4220
Pearce	0	0	1	0	1593
Pearce	0	0	1	1	1078
Pearce	0	1	0	0	9597
Pearce	0	1	0	1	1099
Pearce	0	1	1	0	2200
Pearce	0	1	1	1	686
Pearce	1	0	0	1	10245
Pearce	1	0	1	0	5454
Pearce	1	0	1	1	4570
Pearce	1	1	0	0	52625
Pearce	1	1	0	1	3897
Pearce	1	1	1	0	11107
Pearce	1	1	1	1	2442
Perth					1944
Perth	0	0	0	1	4019
Perth	0	0	1	0	1337
Perth	0	0	1	1	618
Perth	0	1	0	0	4147
Perth	0	1	0	1	337
Perth	0	1	1	0	901
Perth	0	1	1	1	193
Perth	1	0	0	1	7339
Perth	1	0	1	0	4747
Perth	1	0	1	1	2923
Perth	1	1	0	0	32638
Perth	1	1	0	1	852
Perth	1	1	1	0	5193
Perth	1	1	1	1	810
Stirling					1968
Stirling	0	0	0	1	4745
Stirling	0	0	1	0	1534
Stirling	0	0	1	1	802
Stirling	0	1	0	0	5308
Stirling	0	1	0	1	517
Stirling	0	1	1	0	1094
Stirling	0	1	1	1	294
Stirling	1	0	0	1	8267
Stirling	1	0	1	0	5080
Stirling	1	0	1	1	3566
Stirling	1	1	0	0	36750
Stirling	1	1	0	1	1238
Stirling	1	1	1	0	6787
Stirling	1	1	1	1	1043
Swan					3081
Swan	0	0	0	1	4416
Swan	0	0	1	0	1533
Swan	0	0	1	1	806
Swan	0	1	0	0	5170
Swan	0	1	0	1	488
Swan	0	1	1	0	1123
Swan	0	1	1	1	289
Swan	1	0	0	1	7063
Swan	1	0	1	0	4400
Swan	1	0	1	1	2673
Swan	1	1	0	0	36344
Swan	1	1	0	1	1389
Swan	1	1	1	0	5688
Swan	1	1	1	1	1064
Tangney					1463
Tangney	0	0	0	1	3693
Tangney	0	0	1	0	1594
Tangney	0	0	1	1	897
Tangney	0	1	0	0	3797
Tangney	0	1	0	1	339
Tangney	0	1	1	0	1366
Tangney	0	1	1	1	164
Tangney	1	0	0	1	10651
Tangney	1	0	1	0	8073
Tangney	1	0	1	1	5449
Tangney	1	1	0	0	33962
Tangney	1	1	0	1	1186
Tangney	1	1	1	0	9684
Tangney	1	1	1	1	1149
Bass					876
Bass	0	0	0	1	3150
Bass	0	0	1	0	1061
Bass	0	0	1	1	474
Bass	0	1	0	0	5292
Bass	0	1	0	1	532
Bass	0	1	1	0	1290
Bass	0	1	1	1	248
Bass	1	0	0	1	5439
Bass	1	0	1	0	2811
Bass	1	0	1	1	1904
Bass	1	1	0	0	21417
Bass	1	1	0	1	1200
Bass	1	1	1	0	4882
Bass	1	1	1	1	938
Braddon					556
Braddon	0	0	0	1	2946
Braddon	0	0	1	0	926
Braddon	0	0	1	1	464
Braddon	0	1	0	0	5550
Braddon	0	1	0	1	493
Braddon	0	1	1	0	1240
Braddon	0	1	1	1	278
Braddon	1	0	0	1	5512
Braddon	1	0	1	0	2332
Braddon	1	0	1	1	1631
Braddon	1	1	0	0	19837
Braddon	1	1	0	1	1388
Braddon	1	1	1	0	4650
Braddon	1	1	1	1	865
Denison					1019
Denison	0	0	0	1	3077
Denison	0	0	1	0	1259
Denison	0	0	1	1	581
Denison	0	1	0	0	5015
Denison	0	1	0	1	430
Denison	0	1	1	0	1245
Denison	0	1	1	1	255
Denison	1	0	0	1	4862
Denison	1	0	1	0	3445
Denison	1	0	1	1	1690
Denison	1	1	0	0	20973
Denison	1	1	0	1	958
Denison	1	1	1	0	4550
Denison	1	1	1	1	737
Franklin					666
Franklin	0	0	0	1	3119
Franklin	0	0	1	0	1153
Franklin	0	0	1	1	546
Franklin	0	1	0	0	5048
Franklin	0	1	0	1	503
Franklin	0	1	1	0	1283
Franklin	0	1	1	1	188
Franklin	1	0	0	1	6114
Franklin	1	0	1	0	3529
Franklin	1	0	1	1	2068
Franklin	1	1	0	0	24904
Franklin	1	1	0	1	1286
Franklin	1	1	1	0	5295
Franklin	1	1	1	1	1017
Lyons					590
Lyons	0	0	0	1	3028
Lyons	0	0	1	0	792
Lyons	0	0	1	1	374
Lyons	0	1	0	0	5704
Lyons	0	1	0	1	655
Lyons	0	1	1	0	1216
Lyons	0	1	1	1	226
Lyons	1	0	0	1	6367
Lyons	1	0	1	0	2543
Lyons	1	0	1	1	1828
Lyons	1	1	0	0	20578
Lyons	1	1	0	1	1761
Lyons	1	1	1	0	4829
Lyons	1	1	1	1	1054
Lingiari					1427
Lingiari	0	0	0	1	3096
Lingiari	0	0	1	0	482
Lingiari	0	0	1	1	261
Lingiari	0	1	0	0	6914
Lingiari	0	1	0	1	2715
Lingiari	0	1	1	0	962
Lingiari	0	1	1	1	499
Lingiari	1	0	0	1	4740
Lingiari	1	0	1	0	1393
Lingiari	1	0	1	1	1204
Lingiari	1	1	0	0	28882
Lingiari	1	1	0	1	5398
Lingiari	1	1	1	0	4370
Lingiari	1	1	1	1	1719
Solomon					1013
Solomon	0	0	0	1	2682
Solomon	0	0	1	0	757
Solomon	0	0	1	1	373
Solomon	0	1	0	0	4859
Solomon	0	1	0	1	616
Solomon	0	1	1	0	1031
Solomon	0	1	1	1	224
Solomon	1	0	0	1	5036
Solomon	1	0	1	0	2546
Solomon	1	0	1	1	1772
Solomon	1	1	0	0	31189
Solomon	1	1	0	1	1714
Solomon	1	1	1	0	5285
Solomon	1	1	1	1	1143
Canberra					1351
Canberra	0	0	0	1	5432
Canberra	0	0	1	0	2054
Canberra	0	0	1	1	1084
Canberra	0	1	0	0	6719
Canberra	0	1	0	1	675
Canberra	0	1	1	0	1707
Canberra	0	1	1	1	348
Canberra	1	0	0	1	11429
Canberra	1	0	1	0	8121
Canberra	1	0	1	1	5102
Canberra	1	1	0	0	48367
Canberra	1	1	0	1	1868
Canberra	1	1	1	0	9769
Canberra	1	1	1	1	1586
Fenner					1720
Fenner	0	0	0	1	4797
Fenner	0	0	1	0	1795
Fenner	0	0	1	1	982
Fenner	0	1	0	0	7272
Fenner	0	1	0	1	616
Fenner	0	1	1	0	1775
Fenner	0	1	1	1	458
Fenner	1	0	0	1	9053
Fenner	1	0	1	0	7213
Fenner	1	0	1	1	4027
Fenner	1	1	0	0	61931
Fenner	1	1	0	1	1961
Fenner	1	1	1	0	10317
Fenner	1	1	1	1	1506
