CED_NAME16	Age	MaritalStatus	Registered	adults
Blaxland	65-74	Never married		3462
Blaxland	75-84	Married	0	75
Blaxland	75-84	Married	1	3027
Blaxland	75-84	Never married		2493
Blaxland	85+	Married	0	16
Blaxland	85+	Married	1	678
Blaxland	85+	Never married		1506
Bradfield	15-19	Married	0	21
Bradfield	15-19	Married	1	5
Bradfield	15-19	Never married		10463
Bradfield	20-24	Married	0	374
Bradfield	20-24	Married	1	206
Bradfield	20-24	Never married		7805
Bradfield	25-34	Married	0	1672
Bradfield	25-34	Married	1	7380
Bradfield	25-34	Never married		6648
Bradfield	35-44	Married	0	1202
Bradfield	35-44	Married	1	16686
Bradfield	35-44	Never married		3312
Bradfield	45-54	Married	0	1132
Bradfield	45-54	Married	1	17390
Bradfield	45-54	Never married		3828
Bradfield	55-64	Married	0	664
Bradfield	55-64	Married	1	12404
Bradfield	55-64	Never married		3422
Bradfield	65-74	Married	0	304
Bradfield	65-74	Married	1	9121
Bradfield	65-74	Never married		2840
Bradfield	75-84	Married	0	112
Bradfield	75-84	Married	1	4971
Bradfield	75-84	Never married		2628
Bradfield	85+	Married	0	33
Bradfield	85+	Married	1	1364
Bradfield	85+	Never married		2031
Calare	15-19	Married	0	211
Calare	15-19	Married	1	7
Calare	15-19	Never married		8418
Calare	20-24	Married	0	1599
Calare	20-24	Married	1	384
Calare	20-24	Never married		5102
Calare	25-34	Married	0	3582
Calare	25-34	Married	1	6397
Calare	25-34	Never married		5771
Calare	35-44	Married	0	2261
Calare	35-44	Married	1	9723
Calare	35-44	Never married		4368
Calare	45-54	Married	0	2135
Calare	45-54	Married	1	10932
Calare	45-54	Never married		5456
Calare	55-64	Married	0	1357
Calare	55-64	Married	1	11060
Calare	55-64	Never married		5408
Calare	65-74	Married	0	689
Calare	65-74	Married	1	8956
Calare	65-74	Never married		4837
Calare	75-84	Married	0	156
Calare	75-84	Married	1	3920
Calare	75-84	Never married		3480
Calare	85+	Married	0	27
Calare	85+	Married	1	747
Calare	85+	Never married		1625
Chifley	15-19	Married	0	85
Chifley	15-19	Married	1	19
Chifley	15-19	Never married		11656
Chifley	20-24	Married	0	878
Chifley	20-24	Married	1	669
Chifley	20-24	Never married		9996
Chifley	25-34	Married	0	2617
Chifley	25-34	Married	1	11010
Chifley	25-34	Never married		10515
Chifley	35-44	Married	0	1875
Chifley	35-44	Married	1	14282
Chifley	35-44	Never married		5780
Chifley	45-54	Married	0	1522
Chifley	45-54	Married	1	12451
Chifley	45-54	Never married		5726
Chifley	55-64	Married	0	927
Chifley	55-64	Married	1	10383
Chifley	55-64	Never married		4990
Chifley	65-74	Married	0	389
Chifley	65-74	Married	1	6354
Chifley	65-74	Never married		3729
Chifley	75-84	Married	0	89
Chifley	75-84	Married	1	2217
Chifley	75-84	Never married		2160
Chifley	85+	Married	0	14
Chifley	85+	Married	1	375
Chifley	85+	Never married		853
Cook	15-19	Married	0	34
Cook	15-19	Married	1	8
Cook	15-19	Never married		7450
Cook	20-24	Married	0	565
Cook	20-24	Married	1	161
Cook	20-24	Never married		6296
Cook	25-34	Married	0	3135
Cook	25-34	Married	1	5960
Cook	25-34	Never married		6332
Cook	35-44	Married	0	1836
Cook	35-44	Married	1	11551
Cook	35-44	Never married		4077
Cook	45-54	Married	0	1559
Cook	45-54	Married	1	11778
Cook	45-54	Never married		4623
Cook	55-64	Married	0	994
Cook	55-64	Married	1	10220
Cook	55-64	Never married		4461
Cook	65-74	Married	0	445
Cook	65-74	Married	1	7968
Cook	65-74	Never married		3642
Cook	75-84	Married	0	150
Cook	75-84	Married	1	4402
Cook	75-84	Never married		2940
Cook	85+	Married	0	42
Cook	85+	Married	1	1210
Cook	85+	Never married		2239
Cowper	15-19	Married	0	164
Cowper	15-19	Married	1	6
Cowper	15-19	Never married		8034
Cowper	20-24	Married	0	1147
Cowper	20-24	Married	1	285
Cowper	20-24	Never married		4607
Cowper	25-34	Married	0	2886
Cowper	25-34	Married	1	4527
Cowper	25-34	Never married		5431
Cowper	35-44	Married	0	2398
Cowper	35-44	Married	1	7884
Cowper	35-44	Never married		4717
Cowper	45-54	Married	0	2407
Cowper	45-54	Married	1	9620
Cowper	45-54	Never married		6296
Cowper	55-64	Married	0	2148
Cowper	55-64	Married	1	11497
Cowper	55-64	Never married		7331
Cowper	65-74	Married	0	1087
Cowper	65-74	Married	1	11471
Cowper	65-74	Never married		6008
Cowper	75-84	Married	0	320
Cowper	75-84	Married	1	5852
Cowper	75-84	Never married		4342
Cowper	85+	Married	0	51
Cowper	85+	Married	1	1336
Cowper	85+	Never married		2435
Cunningham	15-19	Married	0	133
Cunningham	15-19	Married	1	4
Cunningham	15-19	Never married		8571
Cunningham	20-24	Married	0	1165
Cunningham	20-24	Married	1	319
Cunningham	20-24	Never married		9410
Cunningham	25-34	Married	0	3502
Cunningham	25-34	Married	1	6594
Cunningham	25-34	Never married		7951
Cunningham	35-44	Married	0	2203
Cunningham	35-44	Married	1	11421
Cunningham	35-44	Never married		4685
Cunningham	45-54	Married	0	1823
Cunningham	45-54	Married	1	11249
Cunningham	45-54	Never married		5506
Cunningham	55-64	Married	0	1158
Cunningham	55-64	Married	1	10185
Cunningham	55-64	Never married		5285
Cunningham	65-74	Married	0	424
Cunningham	65-74	Married	1	7912
Cunningham	65-74	Never married		3820
Cunningham	75-84	Married	0	137
Cunningham	75-84	Married	1	4281
Cunningham	75-84	Never married		3197
Cunningham	85+	Married	0	26
Cunningham	85+	Married	1	995
Cunningham	85+	Never married		1986
Dobell	15-19	Married	0	102
Dobell	15-19	Married	1	9
Dobell	15-19	Never married		8911
Dobell	20-24	Married	0	1173
Dobell	20-24	Married	1	344
Dobell	20-24	Never married		6371
Dobell	25-34	Married	0	3387
Dobell	25-34	Married	1	6045
Dobell	25-34	Never married		6103
Dobell	35-44	Married	0	2517
Dobell	35-44	Married	1	9833
Dobell	35-44	Never married		4917
Dobell	45-54	Married	0	2215
Dobell	45-54	Married	1	10411
Dobell	45-54	Never married		5828
Dobell	55-64	Married	0	1335
Dobell	55-64	Married	1	10214
Dobell	55-64	Never married		5634
Dobell	65-74	Married	0	689
Dobell	65-74	Married	1	8449
Dobell	65-74	Never married		4832
Dobell	75-84	Married	0	219
Dobell	75-84	Married	1	4337
Dobell	75-84	Never married		3603
Dobell	85+	Married	0	33
Dobell	85+	Married	1	1000
Dobell	85+	Never married		2131
Eden-Monaro	15-19	Married	0	148
Eden-Monaro	15-19	Married	1	7
Eden-Monaro	15-19	Never married		7443
Eden-Monaro	20-24	Married	0	1180
Eden-Monaro	20-24	Married	1	277
Eden-Monaro	20-24	Never married		4444
Eden-Monaro	25-34	Married	0	3192
Eden-Monaro	25-34	Married	1	5398
Eden-Monaro	25-34	Never married		4952
Eden-Monaro	35-44	Married	0	2557
Eden-Monaro	35-44	Married	1	9543
Eden-Monaro	35-44	Never married		3697
Eden-Monaro	45-54	Married	0	2634
Eden-Monaro	45-54	Married	1	11559
Eden-Monaro	45-54	Never married		5128
Eden-Monaro	55-64	Married	0	1963
Eden-Monaro	55-64	Married	1	11558
Eden-Monaro	55-64	Never married		5347
Eden-Monaro	65-74	Married	0	883
Eden-Monaro	65-74	Married	1	8989
Eden-Monaro	65-74	Never married		4049
Eden-Monaro	75-84	Married	0	201
Eden-Monaro	75-84	Married	1	3714
Eden-Monaro	75-84	Never married		2672
Eden-Monaro	85+	Married	0	28
Eden-Monaro	85+	Married	1	681
Eden-Monaro	85+	Never married		1438
Farrer	15-19	Married	0	206
Farrer	15-19	Married	1	12
Farrer	15-19	Never married		8300
Farrer	20-24	Married	0	1541
Farrer	20-24	Married	1	356
Farrer	20-24	Never married		5466
Farrer	25-34	Married	0	3441
Farrer	25-34	Married	1	6412
Farrer	25-34	Never married		5911
Farrer	35-44	Married	0	2174
Farrer	35-44	Married	1	9884
Farrer	35-44	Never married		4313
Farrer	45-54	Married	0	1990
Farrer	45-54	Married	1	11369
Farrer	45-54	Never married		5313
Farrer	55-64	Married	0	1460
Farrer	55-64	Married	1	12266
Farrer	55-64	Never married		5477
Farrer	65-74	Married	0	657
Farrer	65-74	Married	1	9808
Farrer	65-74	Never married		4446
Farrer	75-84	Married	0	185
Farrer	75-84	Married	1	4681
Farrer	75-84	Never married		3670
Farrer	85+	Married	0	24
Farrer	85+	Married	1	957
Farrer	85+	Never married		1840
Fowler	15-19	Married	0	57
Fowler	15-19	Married	1	52
Fowler	15-19	Never married		10439
Fowler	20-24	Married	0	446
Fowler	20-24	Married	1	1011
Fowler	20-24	Never married		10167
Fowler	25-34	Married	0	1402
Fowler	25-34	Married	1	8472
Fowler	25-34	Never married		11597
Fowler	35-44	Married	0	1307
Fowler	35-44	Married	1	11108
Fowler	35-44	Never married		6845
Fowler	45-54	Married	0	1196
Fowler	45-54	Married	1	12433
Fowler	45-54	Never married		6732
Fowler	55-64	Married	0	855
Fowler	55-64	Married	1	11718
Fowler	55-64	Never married		6091
Fowler	65-74	Married	0	353
Fowler	65-74	Married	1	7224
Fowler	65-74	Never married		3676
Fowler	75-84	Married	0	81
Fowler	75-84	Married	1	3066
Fowler	75-84	Never married		2574
Fowler	85+	Married	0	15
Fowler	85+	Married	1	636
Fowler	85+	Never married		1311
Gilmore	15-19	Married	0	133
Gilmore	15-19	Married	1	11
Gilmore	15-19	Never married		7072
Gilmore	20-24	Married	0	1060
Gilmore	20-24	Married	1	282
Gilmore	20-24	Never married		4185
Gilmore	25-34	Married	0	2631
Gilmore	25-34	Married	1	4224
Gilmore	25-34	Never married		4431
Gilmore	35-44	Married	0	2090
Gilmore	35-44	Married	1	7381
Gilmore	35-44	Never married		3871
Gilmore	45-54	Married	0	2166
Gilmore	45-54	Married	1	9325
Gilmore	45-54	Never married		5128
Gilmore	55-64	Married	0	1834
Gilmore	55-64	Married	1	12958
Gilmore	55-64	Never married		5972
Gilmore	65-74	Married	0	1047
Gilmore	65-74	Married	1	13133
Gilmore	65-74	Never married		5392
Gilmore	75-84	Married	0	283
Gilmore	75-84	Married	1	6239
Gilmore	75-84	Never married		3925
Gilmore	85+	Married	0	53
Gilmore	85+	Married	1	1211
Gilmore	85+	Never married		2141
Grayndler	15-19	Married	0	42
Grayndler	15-19	Married	1	14
Grayndler	15-19	Never married		4747
Grayndler	20-24	Married	0	911
Grayndler	20-24	Married	1	286
Grayndler	20-24	Never married		7558
Grayndler	25-34	Married	0	6466
Grayndler	25-34	Married	1	7308
Grayndler	25-34	Never married		12548
Grayndler	35-44	Married	0	4636
Grayndler	35-44	Married	1	12364
Grayndler	35-44	Never married		6695
Grayndler	45-54	Married	0	3117
Grayndler	45-54	Married	1	9105
Grayndler	45-54	Never married		6254
Grayndler	55-64	Married	0	1728
Grayndler	55-64	Married	1	6163
Grayndler	55-64	Never married		5268
Grayndler	65-74	Married	0	653
Grayndler	65-74	Married	1	4309
Grayndler	65-74	Never married		3680
Grayndler	75-84	Married	0	129
Grayndler	75-84	Married	1	2118
Grayndler	75-84	Never married		2098
Grayndler	85+	Married	0	25
Grayndler	85+	Married	1	497
Grayndler	85+	Never married		1051
Greenway	15-19	Married	0	70
Greenway	15-19	Married	1	8
Greenway	15-19	Never married		10245
Greenway	20-24	Married	0	612
Greenway	20-24	Married	1	503
Greenway	20-24	Never married		8385
Greenway	25-34	Married	0	2431
Greenway	25-34	Married	1	13751
Greenway	25-34	Never married		8659
Greenway	35-44	Married	0	1834
Greenway	35-44	Married	1	20684
Greenway	35-44	Never married		4681
Greenway	45-54	Married	0	1430
Greenway	45-54	Married	1	13853
Greenway	45-54	Never married		4572
Greenway	55-64	Married	0	728
Greenway	55-64	Married	1	10344
Greenway	55-64	Never married		4238
Greenway	65-74	Married	0	276
Greenway	65-74	Married	1	6305
Greenway	65-74	Never married		3008
Greenway	75-84	Married	0	52
Greenway	75-84	Married	1	2194
Greenway	75-84	Never married		1979
Greenway	85+	Married	0	9
Greenway	85+	Married	1	388
Greenway	85+	Never married		868
Hughes	15-19	Married	0	41
Hughes	15-19	Never married		8840
Hughes	20-24	Married	0	505
Hughes	20-24	Married	1	266
Hughes	20-24	Never married		7301
Hughes	25-34	Married	0	2556
Hughes	25-34	Married	1	7505
Hughes	25-34	Never married		5916
Hughes	35-44	Married	0	1965
Hughes	35-44	Married	1	14412
Hughes	35-44	Never married		3298
Hughes	45-54	Married	0	1647
Hughes	45-54	Married	1	13676
Hughes	45-54	Never married		3825
Hughes	55-64	Married	0	939
Hughes	55-64	Married	1	11966
Hughes	55-64	Never married		3258
Hughes	65-74	Married	0	354
Hughes	65-74	Married	1	8150
Hughes	65-74	Never married		2704
Hughes	75-84	Married	0	95
Hughes	75-84	Married	1	3001
Hughes	75-84	Never married		1846
Hughes	85+	Married	0	16
Hughes	85+	Married	1	608
Hughes	85+	Never married		1115
Hume	15-19	Married	0	97
Hume	15-19	Married	1	4
Hume	15-19	Never married		9054
Hume	20-24	Married	0	1128
Hume	20-24	Married	1	378
Hume	20-24	Never married		6033
Hume	25-34	Married	0	3181
Hume	25-34	Married	1	7739
Hume	25-34	Never married		5323
Hume	35-44	Married	0	2233
Hume	35-44	Married	1	12229
Hume	35-44	Never married		3631
Hume	45-54	Married	0	2105
Hume	45-54	Married	1	12546
Hume	45-54	Never married		4345
Hume	55-64	Married	0	1271
Hume	55-64	Married	1	11409
Hume	55-64	Never married		4041
Hume	65-74	Married	0	573
Hume	65-74	Married	1	8378
Hume	65-74	Never married		3578
Hume	75-84	Married	0	159
Hume	75-84	Married	1	3238
Hume	75-84	Never married		2377
Hume	85+	Married	0	32
Hume	85+	Married	1	539
Hume	85+	Never married		1217
Hunter	15-19	Married	0	163
Hunter	15-19	Married	1	3
Hunter	15-19	Never married		8712
Hunter	20-24	Married	0	1549
Hunter	20-24	Married	1	400
Hunter	20-24	Never married		5854
Hunter	25-34	Married	0	3806
Hunter	25-34	Married	1	6891
Hunter	25-34	Never married		5867
Hunter	35-44	Married	0	2535
Hunter	35-44	Married	1	9975
Hunter	35-44	Never married		4693
Hunter	45-54	Married	0	2202
Hunter	45-54	Married	1	10834
Hunter	45-54	Never married		5349
Hunter	55-64	Married	0	1392
Hunter	55-64	Married	1	11332
Hunter	55-64	Never married		5049
Hunter	65-74	Married	0	655
Hunter	65-74	Married	1	9190
Hunter	65-74	Never married		4136
Hunter	75-84	Married	0	175
Hunter	75-84	Married	1	4022
Hunter	75-84	Never married		2993
Hunter	85+	Married	0	30
Hunter	85+	Married	1	780
Hunter	85+	Never married		1556
Kingsford Smith	15-19	Married	0	76
Kingsford Smith	15-19	Married	1	6
Kingsford Smith	15-19	Never married		8491
Kingsford Smith	20-24	Married	0	1192
Kingsford Smith	20-24	Married	1	298
Kingsford Smith	20-24	Never married		13270
Kingsford Smith	25-34	Married	0	6510
Kingsford Smith	25-34	Married	1	8078
Kingsford Smith	25-34	Never married		14521
Kingsford Smith	35-44	Married	0	3294
Kingsford Smith	35-44	Married	1	13578
Kingsford Smith	35-44	Never married		6361
Kingsford Smith	45-54	Married	0	2048
Kingsford Smith	45-54	Married	1	11090
Kingsford Smith	45-54	Never married		5997
Kingsford Smith	55-64	Married	0	1105
Kingsford Smith	55-64	Married	1	8212
Kingsford Smith	55-64	Never married		5339
Kingsford Smith	65-74	Married	0	478
Kingsford Smith	65-74	Married	1	6076
Kingsford Smith	65-74	Never married		4299
Kingsford Smith	75-84	Married	0	141
Kingsford Smith	75-84	Married	1	3343
Kingsford Smith	75-84	Never married		3116
Kingsford Smith	85+	Married	0	27
Kingsford Smith	85+	Married	1	794
Kingsford Smith	85+	Never married		1814
Lindsay	15-19	Married	0	148
Lindsay	15-19	Married	1	12
Lindsay	15-19	Never married		9847
Lindsay	20-24	Married	0	1585
Lindsay	20-24	Married	1	591
Lindsay	20-24	Never married		8296
Lindsay	25-34	Married	0	4548
Lindsay	25-34	Married	1	9990
Lindsay	25-34	Never married		8778
Lindsay	35-44	Married	0	2706
Lindsay	35-44	Married	1	13025
Lindsay	35-44	Never married		5785
Lindsay	45-54	Married	0	1962
Lindsay	45-54	Married	1	11204
Lindsay	45-54	Never married		5726
Lindsay	55-64	Married	0	1089
Lindsay	55-64	Married	1	10447
Lindsay	55-64	Never married		5085
Lindsay	65-74	Married	0	429
Lindsay	65-74	Married	1	7179
Lindsay	65-74	Never married		3725
Lindsay	75-84	Married	0	103
Lindsay	75-84	Married	1	2472
Lindsay	75-84	Never married		2198
Lindsay	85+	Married	0	9
Lindsay	85+	Married	1	374
Lindsay	85+	Never married		1075
Lyne	15-19	Married	0	103
Lyne	15-19	Married	1	3
Lyne	15-19	Never married		7278
Lyne	20-24	Married	0	857
Lyne	20-24	Married	1	227
Lyne	20-24	Never married		3733
Lyne	25-34	Married	0	2137
Lyne	25-34	Married	1	3682
Lyne	25-34	Never married		4019
Lyne	35-44	Married	0	1916
Lyne	35-44	Married	1	7185
Lyne	35-44	Never married		3686
Lyne	45-54	Married	0	2249
Lyne	45-54	Married	1	9766
Lyne	45-54	Never married		5222
Lyne	55-64	Married	0	1840
Lyne	55-64	Married	1	12610
Lyne	55-64	Never married		5823
Lyne	65-74	Married	0	1138
Lyne	65-74	Married	1	13376
Lyne	65-74	Never married		5446
Lyne	75-84	Married	0	315
Lyne	75-84	Married	1	6294
Lyne	75-84	Never married		4100
Lyne	85+	Married	0	45
Lyne	85+	Married	1	1235
Lyne	85+	Never married		2124
Macarthur	15-19	Married	0	112
Macarthur	15-19	Married	1	19
Macarthur	15-19	Never married		10132
Macarthur	20-24	Married	0	1234
Macarthur	20-24	Married	1	566
Macarthur	20-24	Never married		8636
Macarthur	25-34	Married	0	3449
Macarthur	25-34	Married	1	10295
Macarthur	25-34	Never married		8934
Macarthur	35-44	Married	0	2369
Macarthur	35-44	Married	1	12775
Macarthur	35-44	Never married		5550
Macarthur	45-54	Married	0	1778
Macarthur	45-54	Married	1	11802
Macarthur	45-54	Never married		5017
Macarthur	55-64	Married	0	1135
Macarthur	55-64	Married	1	11255
Macarthur	55-64	Never married		4674
Macarthur	65-74	Married	0	430
Macarthur	65-74	Married	1	6911
Macarthur	65-74	Never married		3424
Macarthur	75-84	Married	0	96
Macarthur	75-84	Married	1	2262
Macarthur	75-84	Never married		1832
Macarthur	85+	Married	0	9
Macarthur	85+	Married	1	343
Macarthur	85+	Never married		784
Mackellar	15-19	Married	0	32
Mackellar	15-19	Married	1	3
Mackellar	15-19	Never married		8344
Mackellar	20-24	Married	0	515
Mackellar	20-24	Married	1	186
Mackellar	20-24	Never married		6132
Mackellar	25-34	Married	0	2649
Mackellar	25-34	Married	1	5433
Mackellar	25-34	Never married		5366
Mackellar	35-44	Married	0	2322
Mackellar	35-44	Married	1	13621
Mackellar	35-44	Never married		3331
Mackellar	45-54	Married	0	2136
Mackellar	45-54	Married	1	13995
Mackellar	45-54	Never married		4251
Mackellar	55-64	Married	0	1277
Mackellar	55-64	Married	1	10844
Mackellar	55-64	Never married		4046
Mackellar	65-74	Married	0	557
Mackellar	65-74	Married	1	8944
Mackellar	65-74	Never married		3567
Mackellar	75-84	Married	0	142
Mackellar	75-84	Married	1	4417
Mackellar	75-84	Never married		2874
Mackellar	85+	Married	0	23
Mackellar	85+	Married	1	1011
Mackellar	85+	Never married		2049
Macquarie	15-19	Married	0	89
Macquarie	15-19	Never married		8453
Macquarie	20-24	Married	0	838
Macquarie	20-24	Married	1	350
Macquarie	20-24	Never married		5758
Macquarie	25-34	Married	0	2736
Macquarie	25-34	Married	1	5713
Macquarie	25-34	Never married		5073
Macquarie	35-44	Married	0	2418
Macquarie	35-44	Married	1	10190
Macquarie	35-44	Never married		3836
Macquarie	45-54	Married	0	2293
Macquarie	45-54	Married	1	11697
Macquarie	45-54	Never married		4829
Macquarie	55-64	Married	0	1515
Macquarie	55-64	Married	1	11202
Macquarie	55-64	Never married		5038
Macquarie	65-74	Married	0	727
Macquarie	65-74	Married	1	8090
Macquarie	65-74	Never married		4299
Macquarie	75-84	Married	0	173
Macquarie	75-84	Married	1	3073
Macquarie	75-84	Never married		2556
Macquarie	85+	Married	0	22
Macquarie	85+	Married	1	549
Macquarie	85+	Never married		1209
McMahon	15-19	Married	0	65
McMahon	15-19	Married	1	18
McMahon	15-19	Never married		10185
McMahon	20-24	Married	0	509
McMahon	20-24	Married	1	847
McMahon	20-24	Never married		9933
McMahon	25-34	Married	0	1832
McMahon	25-34	Married	1	10367
McMahon	25-34	Never married		10914
McMahon	35-44	Married	0	1556
McMahon	35-44	Married	1	13447
McMahon	35-44	Never married		5973
McMahon	45-54	Married	0	1308
McMahon	45-54	Married	1	12733
McMahon	45-54	Never married		5664
McMahon	55-64	Married	0	937
McMahon	55-64	Married	1	11458
McMahon	55-64	Never married		4894
McMahon	65-74	Married	0	382
McMahon	65-74	Married	1	7503
McMahon	65-74	Never married		3503
McMahon	75-84	Married	0	99
McMahon	75-84	Married	1	3123
McMahon	75-84	Never married		2499
McMahon	85+	Married	0	25
McMahon	85+	Married	1	592
McMahon	85+	Never married		1218
Mitchell	15-19	Married	0	22
Mitchell	15-19	Never married		10008
Mitchell	20-24	Married	0	332
Mitchell	20-24	Married	1	175
Mitchell	20-24	Never married		7976
Mitchell	25-34	Married	0	1423
Mitchell	25-34	Married	1	7926
Mitchell	25-34	Never married		6529
Mitchell	35-44	Married	0	1414
Mitchell	35-44	Married	1	18514
Mitchell	35-44	Never married		3230
Mitchell	45-54	Married	0	1204
Mitchell	45-54	Married	1	16223
Mitchell	45-54	Never married		3168
Mitchell	55-64	Married	0	734
Mitchell	55-64	Married	1	12499
Mitchell	55-64	Never married		2913
Mitchell	65-74	Married	0	312
Mitchell	65-74	Married	1	9067
Mitchell	65-74	Never married		2703
Mitchell	75-84	Married	0	79
Mitchell	75-84	Married	1	3327
Mitchell	75-84	Never married		1841
Mitchell	85+	Married	0	14
Mitchell	85+	Married	1	567
Mitchell	85+	Never married		1076
New England	15-19	Married	0	211
New England	15-19	Married	1	21
New England	15-19	Never married		7635
New England	20-24	Married	0	1607
New England	20-24	Married	1	324
New England	20-24	Never married		4859
New England	25-34	Married	0	3246
New England	25-34	Married	1	5526
New England	25-34	Never married		5664
New England	35-44	Married	0	2111
New England	35-44	Married	1	8687
New England	35-44	Never married		4321
New England	45-54	Married	0	1979
New England	45-54	Married	1	10184
New England	45-54	Never married		5220
New England	55-64	Married	0	1405
New England	55-64	Married	1	11027
New England	55-64	Never married		5559
New England	65-74	Married	0	655
New England	65-74	Married	1	9228
New England	65-74	Never married		4742
New England	75-84	Married	0	164
New England	75-84	Married	1	4454
New England	75-84	Never married		3491
New England	85+	Married	0	21
New England	85+	Married	1	767
New England	85+	Never married		1740
Newcastle	15-19	Married	0	120
Newcastle	15-19	Married	1	7
Newcastle	15-19	Never married		7591
Newcastle	20-24	Married	0	1545
Newcastle	20-24	Married	1	326
Newcastle	20-24	Never married		9455
Newcastle	25-34	Married	0	4929
Newcastle	25-34	Married	1	6779
Newcastle	25-34	Never married		9215
Newcastle	35-44	Married	0	2606
Newcastle	35-44	Married	1	10268
Newcastle	35-44	Never married		5391
Newcastle	45-54	Married	0	1929
Newcastle	45-54	Married	1	9681
Newcastle	45-54	Never married		6138
Newcastle	55-64	Married	0	1273
Newcastle	55-64	Married	1	9097
Newcastle	55-64	Never married		5829
Newcastle	65-74	Married	0	495
Newcastle	65-74	Married	1	6579
Newcastle	65-74	Never married		4149
Newcastle	75-84	Married	0	118
Newcastle	75-84	Married	1	3137
Newcastle	75-84	Never married		2942
Newcastle	85+	Married	0	17
Newcastle	85+	Married	1	787
Newcastle	85+	Never married		1903
North Sydney	15-19	Married	0	32
