CED_NAME16	FamilyHousehold	UsualResidents.min	occupied_private_dwellings
Lindsay	0	3	196
Lindsay	0	4	50
Lindsay	0	5	18
Lindsay	0	6	7
Lindsay	1	2	15163
Lindsay	1	3	9690
Lindsay	1	4	9767
Lindsay	1	5	4626
Lindsay	1	6	2867
Lyne	0	1	15508
Lyne	0	2	1312
Lyne	0	3	109
Lyne	0	4	30
Lyne	0	5	6
Lyne	1	2	21806
Lyne	1	3	6975
Lyne	1	4	6275
Lyne	1	5	2941
Lyne	1	6	1446
Macarthur	0	1	8699
Macarthur	0	2	862
Macarthur	0	3	132
Macarthur	0	4	49
Macarthur	0	5	18
Macarthur	0	6	9
Macarthur	1	2	13581
Macarthur	1	3	9409
Macarthur	1	4	9803
Macarthur	1	5	4896
Macarthur	1	6	3441
Mackellar	0	1	10839
Mackellar	0	2	951
Mackellar	0	3	215
Mackellar	0	4	64
Mackellar	0	5	20
Mackellar	0	6	7
Mackellar	1	2	14579
Mackellar	1	3	7924
Mackellar	1	4	10278
Mackellar	1	5	4253
Mackellar	1	6	1703
Macquarie	0	1	11771
Macquarie	0	2	1143
Macquarie	0	3	146
Macquarie	0	4	45
Macquarie	0	5	14
Macquarie	0	6	5
Macquarie	1	2	15388
Macquarie	1	3	7831
Macquarie	1	4	7952
Macquarie	1	5	3776
Macquarie	1	6	1843
McMahon	0	1	8479
McMahon	0	2	808
McMahon	0	3	192
McMahon	0	4	110
McMahon	0	5	30
McMahon	0	6	43
McMahon	1	2	11901
McMahon	1	3	8977
McMahon	1	4	9623
McMahon	1	5	5474
McMahon	1	6	4380
Mitchell	0	1	6228
Mitchell	0	2	504
Mitchell	0	3	157
Mitchell	0	4	58
Mitchell	0	5	36
Mitchell	0	6	45
Mitchell	1	2	12065
Mitchell	1	3	8971
Mitchell	1	4	12087
Mitchell	1	5	5331
Mitchell	1	6	2380
New England	0	1	16363
New England	0	2	1438
New England	0	3	229
New England	0	4	84
New England	0	5	33
New England	0	6	18
New England	1	2	19293
New England	1	3	7439
New England	1	4	6809
New England	1	5	3413
New England	1	6	1531
Newcastle	0	1	16982
Newcastle	0	2	2495
Newcastle	0	3	996
Newcastle	0	4	357
Newcastle	0	5	113
Newcastle	0	6	81
Newcastle	1	2	17328
Newcastle	1	3	8371
Newcastle	1	4	7946
Newcastle	1	5	3043
Newcastle	1	6	1120
North Sydney	0	1	17303
North Sydney	0	2	2411
North Sydney	0	3	720
North Sydney	0	4	174
North Sydney	0	5	57
North Sydney	0	6	21
North Sydney	1	2	19237
North Sydney	1	3	9507
North Sydney	1	4	8965
North Sydney	1	5	3122
North Sydney	1	6	952
Page	0	1	16999
Page	0	2	1802
Page	0	3	200
Page	0	4	64
Page	0	5	17
Page	0	6	18
Page	1	2	20925
Page	1	3	7963
Page	1	4	6895
Page	1	5	3396
Page	1	6	1767
Parkes	0	1	16438
Parkes	0	2	1286
Parkes	0	3	166
Parkes	0	4	24
Parkes	0	5	9
Parkes	1	2	18104
Parkes	1	3	7607
Parkes	1	4	6675
Parkes	1	5	3466
Parkes	1	6	1915
Parramatta	0	1	12615
Parramatta	0	2	1816
Parramatta	0	3	633
Parramatta	0	4	335
Parramatta	0	5	161
Parramatta	0	6	141
Parramatta	1	2	14558
Parramatta	1	3	12129
Parramatta	1	4	10765
Parramatta	1	5	4647
Parramatta	1	6	3103
Paterson	0	1	13715
Paterson	0	2	1232
Paterson	0	3	161
Paterson	0	4	34
Paterson	0	5	17
Paterson	0	6	9
Paterson	1	2	18900
Paterson	1	3	8623
Paterson	1	4	8274
Paterson	1	5	3694
Paterson	1	6	1794
Reid	0	1	12874
Reid	0	2	2628
Reid	0	3	1198
Reid	0	4	573
Reid	0	5	234
Reid	0	6	192
Reid	1	2	17223
Reid	1	3	10923
Reid	1	4	10354
Reid	1	5	3864
Reid	1	6	1997
Richmond	0	1	16680
Richmond	0	2	2101
Richmond	0	3	403
Richmond	0	4	128
Richmond	0	5	47
Richmond	0	6	17
Richmond	1	2	19597
Richmond	1	3	7725
Richmond	1	4	7172
Richmond	1	5	3019
Richmond	1	6	1333
Riverina	0	1	16189
Riverina	0	2	1317
Riverina	0	3	255
Riverina	0	4	84
Riverina	0	5	19
Riverina	0	6	14
Riverina	1	2	19306
Riverina	1	3	7465
Riverina	1	4	6813
Riverina	1	5	3714
Riverina	1	6	1825
Robertson	0	1	14986
Robertson	0	2	1373
Robertson	0	3	226
Robertson	0	4	54
Robertson	0	5	27
Robertson	0	6	12
Robertson	1	2	17105
Robertson	1	3	7873
Robertson	1	4	7985
Robertson	1	5	3209
Robertson	1	6	1424
Shortland	0	1	13747
Shortland	0	2	1184
Shortland	0	3	153
Shortland	0	4	47
Shortland	0	5	5
Shortland	0	6	11
Shortland	1	2	18225
Shortland	1	3	8262
Shortland	1	4	8374
Shortland	1	5	3292
Shortland	1	6	1325
Sydney	0	1	29228
Sydney	0	2	6976
Sydney	0	3	3122
Sydney	0	4	1826
Sydney	0	5	622
Sydney	0	6	492
Sydney	1	2	24348
Sydney	1	3	7674
Sydney	1	4	4822
Sydney	1	5	1311
Sydney	1	6	677
Warringah	0	1	13859
Warringah	0	2	1844
Warringah	0	3	495
Warringah	0	4	100
Warringah	0	5	40
Warringah	0	6	10
Warringah	1	2	16231
Warringah	1	3	8020
Warringah	1	4	9273
Warringah	1	5	3575
Warringah	1	6	1075
Watson	0	1	10222
Watson	0	2	1447
Watson	0	3	451
Watson	0	4	271
Watson	0	5	144
Watson	0	6	132
Watson	1	2	12454
Watson	1	3	9733
Watson	1	4	9718
Watson	1	5	5292
Watson	1	6	4253
Wentworth	0	1	17424
Wentworth	0	2	3553
Wentworth	0	3	1160
Wentworth	0	4	407
Wentworth	0	5	87
Wentworth	0	6	45
Wentworth	1	2	16885
Wentworth	1	3	7302
Wentworth	1	4	6726
Wentworth	1	5	2498
Wentworth	1	6	721
Werriwa	0	1	6753
Werriwa	0	2	582
Werriwa	0	3	96
Werriwa	0	4	28
Werriwa	0	5	14
Werriwa	0	6	4
Werriwa	1	2	9525
Werriwa	1	3	8763
Werriwa	1	4	10951
Werriwa	1	5	6271
Werriwa	1	6	4935
Whitlam	0	1	12545
Whitlam	0	2	947
Whitlam	0	3	105
Whitlam	0	4	38
Whitlam	0	5	10
Whitlam	0	6	5
Whitlam	1	2	17669
Whitlam	1	3	8455
Whitlam	1	4	8709
Whitlam	1	5	3829
Whitlam	1	6	1911
Aston	0	1	9074
Aston	0	2	815
Aston	0	3	171
Aston	0	4	65
Aston	0	5	14
Aston	0	6	5
Aston	1	2	13470
Aston	1	3	8675
Aston	1	4	9573
Aston	1	5	3578
Aston	1	6	1504
Ballarat	0	1	16141
Ballarat	0	2	1668
Ballarat	0	3	343
Ballarat	0	4	158
Ballarat	0	5	39
Ballarat	0	6	19
Ballarat	1	2	18120
Ballarat	1	3	7921
Ballarat	1	4	8073
Ballarat	1	5	3548
Ballarat	1	6	1411
Batman	0	1	16820
Batman	0	2	2830
Batman	0	3	1247
Batman	0	4	552
Batman	0	5	171
Batman	0	6	126
Batman	1	2	16743
Batman	1	3	8956
Batman	1	4	8683
Batman	1	5	2944
Batman	1	6	1339
Bendigo	0	1	15818
Bendigo	0	2	1555
Bendigo	0	3	364
Bendigo	0	4	99
Bendigo	0	5	40
Bendigo	0	6	26
Bendigo	1	2	18544
Bendigo	1	3	7809
Bendigo	1	4	7413
Bendigo	1	5	3292
Bendigo	1	6	1330
Bruce	0	1	10512
Bruce	0	2	1232
Bruce	0	3	470
Bruce	0	4	303
Bruce	0	5	154
Bruce	0	6	149
Bruce	1	2	14595
Bruce	1	3	9559
Bruce	1	4	9616
Bruce	1	5	3816
Bruce	1	6	2255
Calwell	0	1	8165
Calwell	0	2	740
Calwell	0	3	184
Calwell	0	4	92
Calwell	0	5	51
Calwell	0	6	37
Calwell	1	2	12348
Calwell	1	3	9031
Calwell	1	4	10299
Calwell	1	5	5409
Calwell	1	6	3828
Casey	0	1	10594
Casey	0	2	913
Casey	0	3	117
Casey	0	4	18
Casey	0	5	6
Casey	0	6	6
Casey	1	2	15557
Casey	1	3	8244
Casey	1	4	8806
Casey	1	5	3815
Casey	1	6	1691
Chisholm	0	1	13579
Chisholm	0	2	1938
Chisholm	0	3	1266
Chisholm	0	4	837
Chisholm	0	5	339
Chisholm	0	6	248
Chisholm	1	2	15266
Chisholm	1	3	9531
Chisholm	1	4	9836
Chisholm	1	5	3515
Chisholm	1	6	1363
Corangamite	0	1	13492
Corangamite	0	2	1108
Corangamite	0	3	349
Corangamite	0	4	160
Corangamite	0	5	88
Corangamite	0	6	75
Corangamite	1	2	18004
Corangamite	1	3	7638
Corangamite	1	4	8796
Corangamite	1	5	3760
Corangamite	1	6	1284
Corio	0	1	16788
Corio	0	2	1541
Corio	0	3	315
Corio	0	4	114
Corio	0	5	29
Corio	0	6	22
Corio	1	2	18029
Corio	1	3	8190
Corio	1	4	7500
Corio	1	5	3149
Corio	1	6	1285
Deakin	0	1	13484
Deakin	0	2	1283
Deakin	0	3	310
Deakin	0	4	135
Deakin	0	5	34
Deakin	0	6	16
Deakin	1	2	15745
Deakin	1	3	8609
Deakin	1	4	9378
Deakin	1	5	3543
Deakin	1	6	1307
Dunkley	0	1	15122
Dunkley	0	2	1346
Dunkley	0	3	188
Dunkley	0	4	42
Dunkley	0	5	24
Dunkley	0	6	4
Dunkley	1	2	17115
Dunkley	1	3	8328
Dunkley	1	4	8390
Dunkley	1	5	3265
Dunkley	1	6	1196
Flinders	0	1	15215
Flinders	0	2	1108
Flinders	0	3	82
Flinders	0	4	23
Flinders	0	5	6
Flinders	0	6	7
Flinders	1	2	19756
Flinders	1	3	7845
Flinders	1	4	7983
Flinders	1	5	3434
Flinders	1	6	1361
Gellibrand	0	1	15836
Gellibrand	0	2	2216
Gellibrand	0	3	791
Gellibrand	0	4	332
Gellibrand	0	5	148
Gellibrand	0	6	128
Gellibrand	1	2	17344
Gellibrand	1	3	9797
Gellibrand	1	4	9301
Gellibrand	1	5	3328
Gellibrand	1	6	1682
Gippsland	0	1	16385
Gippsland	0	2	1212
Gippsland	0	3	169
Gippsland	0	4	39
Gippsland	0	5	12
Gippsland	0	6	15
Gippsland	1	2	19221
Gippsland	1	3	6968
Gippsland	1	4	6418
Gippsland	1	5	2867
Gippsland	1	6	1136
Goldstein	0	1	13410
Goldstein	0	2	1156
Goldstein	0	3	294
Goldstein	0	4	94
Goldstein	0	5	47
Goldstein	0	6	28
Goldstein	1	2	15399
Goldstein	1	3	8165
Goldstein	1	4	10465
Goldstein	1	5	3778
Goldstein	1	6	896
Gorton	0	1	9450
Gorton	0	2	1110
Gorton	0	3	179
Gorton	0	4	54
Gorton	0	5	22
Gorton	0	6	14
Gorton	1	2	14467
Gorton	1	3	11295
Gorton	1	4	13154
Gorton	1	5	5959
Gorton	1	6	3813
Higgins	0	1	19805
Higgins	0	2	3627
Higgins	0	3	1161
Higgins	0	4	347
Higgins	0	5	107
Higgins	0	6	49
Higgins	1	2	18168
Higgins	1	3	7511
Higgins	1	4	7916
Higgins	1	5	2920
Higgins	1	6	727
Holt	0	1	9314
Holt	0	2	1114
Holt	0	3	209
Holt	0	4	102
Holt	0	5	55
Holt	0	6	41
Holt	1	2	14998
Holt	1	3	11614
Holt	1	4	13066
Holt	1	5	5880
Holt	1	6	4451
Hotham	0	1	11276
Hotham	0	2	1173
Hotham	0	3	454
Hotham	0	4	223
Hotham	0	5	96
Hotham	0	6	76
Hotham	1	2	14172
Hotham	1	3	9364
Hotham	1	4	9738
Hotham	1	5	3795
Hotham	1	6	1920
Indi	0	1	15298
Indi	0	2	1221
Indi	0	3	124
Indi	0	4	48
Indi	0	5	19
Indi	0	6	5
Indi	1	2	18911
Indi	1	3	6758
Indi	1	4	6562
Indi	1	5	2883
Indi	1	6	1112
Isaacs	0	1	13562
Isaacs	0	2	1259
Isaacs	0	3	216
Isaacs	0	4	93
Isaacs	0	5	59
Isaacs	0	6	39
Isaacs	1	2	15376
Isaacs	1	3	9288
Isaacs	1	4	9965
Isaacs	1	5	4025
Isaacs	1	6	1971
Jagajaga	0	1	11484
Jagajaga	0	2	999
Jagajaga	0	3	277
Jagajaga	0	4	105
Jagajaga	0	5	39
Jagajaga	0	6	19
Jagajaga	1	2	15215
Jagajaga	1	3	8363
Jagajaga	1	4	9616
Jagajaga	1	5	3521
Jagajaga	1	6	1083
Kooyong	0	1	13082
Kooyong	0	2	1880
Kooyong	0	3	639
Kooyong	0	4	262
Kooyong	0	5	92
Kooyong	0	6	46
Kooyong	1	2	14607
Kooyong	1	3	7732
Kooyong	1	4	9200
Kooyong	1	5	3781
Kooyong	1	6	1147
La Trobe	0	1	8807
La Trobe	0	2	895
La Trobe	0	3	121
La Trobe	0	4	47
La Trobe	0	5	5
La Trobe	0	6	11
La Trobe	1	2	14280
La Trobe	1	3	9010
La Trobe	1	4	11270
La Trobe	1	5	4771
La Trobe	1	6	2088
Lalor	0	1	11177
Lalor	0	2	1410
Lalor	0	3	318
Lalor	0	4	133
Lalor	0	5	53
Lalor	0	6	33
Lalor	1	2	17475
Lalor	1	3	15102
Lalor	1	4	15558
Lalor	1	5	6551
Lalor	1	6	4211
Mallee	0	1	16218
Mallee	0	2	1193
Mallee	0	3	192
Mallee	0	4	71
Mallee	0	5	35
Mallee	0	6	24
Mallee	1	2	17899
Mallee	1	3	6615
Mallee	1	4	5964
Mallee	1	5	3124
Mallee	1	6	1345
Maribyrnong	0	1	13851
Maribyrnong	0	2	1641
Maribyrnong	0	3	584
Maribyrnong	0	4	283
Maribyrnong	0	5	110
Maribyrnong	0	6	74
Maribyrnong	1	2	16030
Maribyrnong	1	3	9504
Maribyrnong	1	4	9709
Maribyrnong	1	5	4156
Maribyrnong	1	6	2228
McEwen	0	1	11448
McEwen	0	2	1092
McEwen	0	3	139
McEwen	0	4	52
McEwen	0	5	15
McEwen	0	6	17
McEwen	1	2	18782
McEwen	1	3	12382
McEwen	1	4	14346
McEwen	1	5	6403
McEwen	1	6	2973
McMillan	0	1	15995
McMillan	0	2	1245
McMillan	0	3	135
McMillan	0	4	38
McMillan	0	5	19
McMillan	0	6	7
McMillan	1	2	20090
McMillan	1	3	8621
McMillan	1	4	8560
McMillan	1	5	4044
McMillan	1	6	1983
Melbourne	0	1	29756
Melbourne	0	2	9328
Melbourne	0	3	4086
Melbourne	0	4	1568
Melbourne	0	5	488
Melbourne	0	6	206
Melbourne	1	2	24309
Melbourne	1	3	8685
Melbourne	1	4	5649
Melbourne	1	5	1656
Melbourne	1	6	757
Melbourne Ports	0	1	25394
Melbourne Ports	0	2	4890
Melbourne Ports	0	3	1397
Melbourne Ports	0	4	362
Melbourne Ports	0	5	90
Melbourne Ports	0	6	56
Melbourne Ports	1	2	21715
Melbourne Ports	1	3	7392
Melbourne Ports	1	4	5320
Melbourne Ports	1	5	1784
Melbourne Ports	1	6	707
Menzies	0	1	8368
Menzies	0	2	654
Menzies	0	3	189
Menzies	0	4	71
Menzies	0	5	27
Menzies	0	6	15
Menzies	1	2	14243
Menzies	1	3	8394
Menzies	1	4	9549
Menzies	1	5	3987
Menzies	1	6	1385
Murray	0	1	15307
Murray	0	2	1216
Murray	0	3	153
Murray	0	4	68
Murray	0	5	19
Murray	0	6	20
Murray	1	2	18345
Murray	1	3	6952
Murray	1	4	6548
Murray	1	5	3270
Murray	1	6	1625
Scullin	0	1	8926
Scullin	0	2	907
Scullin	0	3	246
Scullin	0	4	159
Scullin	0	5	60
Scullin	0	6	25
Scullin	1	2	14807
Scullin	1	3	10390
Scullin	1	4	11361
Scullin	1	5	4881
Scullin	1	6	2589
Wannon	0	1	15658
Wannon	0	2	1192
Wannon	0	3	181
Wannon	0	4	63
Wannon	0	5	27
Wannon	0	6	26
Wannon	1	2	17796
Wannon	1	3	6284
Wannon	1	4	5827
Wannon	1	5	2778
Wannon	1	6	1270
Wills	0	1	17221
Wills	0	2	3190
Wills	0	3	1467
Wills	0	4	660
Wills	0	5	245
Wills	0	6	131
Wills	1	2	17872
Wills	1	3	9346
Wills	1	4	8963
Wills	1	5	3170
Wills	1	6	1617
Blair	0	1	11743
Blair	0	2	1539
Blair	0	3	245
Blair	0	4	70
Blair	0	5	19
Blair	0	6	6
Blair	1	2	16029
Blair	1	3	8786
Blair	1	4	8187
Blair	1	5	3841
Blair	1	6	2510
Bonner	0	1	10798
Bonner	0	2	1388
Bonner	0	3	502
Bonner	0	4	151
Bonner	0	5	55
Bonner	0	6	24
Bonner	1	2	15418
Bonner	1	3	8932
Bonner	1	4	9528
Bonner	1	5	3722
Bonner	1	6	1680
Bowman	0	1	10890
Bowman	0	2	1156
Bowman	0	3	172
Bowman	0	4	47
Bowman	0	5	7
Bowman	0	6	9
Bowman	1	2	17433
Bowman	1	3	8508
Bowman	1	4	8944
Bowman	1	5	3605
Bowman	1	6	1690
Brisbane	0	1	20444
Brisbane	0	2	4625
Brisbane	0	3	1765
Brisbane	0	4	722
Brisbane	0	5	237
Brisbane	0	6	127
Brisbane	1	2	18731
Brisbane	1	3	7560
Brisbane	1	4	6955
Brisbane	1	5	2582
Brisbane	1	6	835
Capricornia	0	1	12732
Capricornia	0	2	1289
Capricornia	0	3	220
Capricornia	0	4	68
Capricornia	0	5	16
Capricornia	0	6	10
Capricornia	1	2	16980
Capricornia	1	3	7704
Capricornia	1	4	7692
Capricornia	1	5	3477
Capricornia	1	6	1642
Dawson	0	1	13747
Dawson	0	2	1587
Dawson	0	3	304
Dawson	0	4	92
Dawson	0	5	23
Dawson	0	6	12
Dawson	1	2	18230
Dawson	1	3	8314
Dawson	1	4	7873
Dawson	1	5	3525
Dawson	1	6	1415
Dickson	0	1	8268
Dickson	0	2	999
Dickson	0	3	214
Dickson	0	4	44
Dickson	0	5	8
Dickson	0	6	3
Dickson	1	2	15240
Dickson	1	3	8715
Dickson	1	4	9844
Dickson	1	5	4089
Dickson	1	6	1898
Fadden	0	1	12377
Fadden	0	2	2017
Fadden	0	3	436
Fadden	0	4	162
Fadden	0	5	47
Fadden	0	6	29
Fadden	1	2	19420
Fadden	1	3	9858
Fadden	1	4	9588
Fadden	1	5	3643
Fadden	1	6	1878
Fairfax	0	1	13160
Fairfax	0	2	1849
Fairfax	0	3	389
Fairfax	0	4	118
Fairfax	0	5	23
Fairfax	0	6	15
Fairfax	1	2	19528
Fairfax	1	3	8225
Fairfax	1	4	8407
Fairfax	1	5	3316
Fairfax	1	6	1418
Fisher	0	1	12306
Fisher	0	2	1555
Fisher	0	3	365
Fisher	0	4	99
Fisher	0	5	31
Fisher	0	6	12
Fisher	1	2	18639
Fisher	1	3	7325
Fisher	1	4	7284
Fisher	1	5	2958
Fisher	1	6	1337
Flynn	0	1	12773
Flynn	0	2	1331
Flynn	0	3	203
Flynn	0	4	51
Flynn	0	5	16
Flynn	0	6	15
Flynn	1	2	17944
Flynn	1	3	7828
Flynn	1	4	7905
Flynn	1	5	3671
Flynn	1	6	1885
Forde	0	1	9746
Forde	0	2	1511
Forde	0	3	219
Forde	0	4	86
Forde	0	5	14
Forde	0	6	13
Forde	1	2	15602
Forde	1	3	9603
Forde	1	4	9579
Forde	1	5	4553
Forde	1	6	2915
Griffith	0	1	16589
Griffith	0	2	3643
Griffith	0	3	1467
Griffith	0	4	528
Griffith	0	5	182
Griffith	0	6	78
Griffith	1	2	17444
Griffith	1	3	8129
Griffith	1	4	7925
Griffith	1	5	2945
Griffith	1	6	1023
Groom	0	1	14032
Groom	0	2	1442
Groom	0	3	288
Groom	0	4	88
Groom	0	5	22
Groom	0	6	9
Groom	1	2	17841
Groom	1	3	7500
Groom	1	4	7117
Groom	1	5	3518
Groom	1	6	1881
Herbert	0	1	13921
Herbert	0	2	2149
Herbert	0	3	472
Herbert	0	4	170
Herbert	0	5	55
Herbert	0	6	18
Herbert	1	2	17406
Herbert	1	3	8799
Herbert	1	4	7937
Herbert	1	5	3455
Herbert	1	6	1911
Hinkler	0	1	14605
Hinkler	0	2	1639
Hinkler	0	3	206
Hinkler	0	4	51
Hinkler	0	5	13
Hinkler	0	6	9
Hinkler	1	2	21024
Hinkler	1	3	7011
Hinkler	1	4	5925
Hinkler	1	5	2679
Hinkler	1	6	1433
Kennedy	0	1	14486
Kennedy	0	2	1362
Kennedy	0	3	210
Kennedy	0	4	56
Kennedy	0	5	16
Kennedy	0	6	16
Kennedy	1	2	18326
Kennedy	1	3	7180
Kennedy	1	4	6883
Kennedy	1	5	3298
Kennedy	1	6	2321
Leichhardt	0	1	16014
Leichhardt	0	2	2379
Leichhardt	0	3	459
Leichhardt	0	4	153
Leichhardt	0	5	27
Leichhardt	0	6	34
Leichhardt	1	2	18470
Leichhardt	1	3	8971
Leichhardt	1	4	8057
Leichhardt	1	5	3501
Leichhardt	1	6	2491
Lilley	0	1	15772
Lilley	0	2	2346
Lilley	0	3	558
Lilley	0	4	163
Lilley	0	5	39
Lilley	0	6	12
Lilley	1	2	17872
Lilley	1	3	9231
Lilley	1	4	8638
Lilley	1	5	3312
Lilley	1	6	1357
Longman	0	1	11270
Longman	0	2	1480
Longman	0	3	234
Longman	0	4	80
Longman	0	5	24
Longman	0	6	35
Longman	1	2	18297
Longman	1	3	8739
Longman	1	4	8493
Longman	1	5	3985
Longman	1	6	2430
Maranoa	0	1	15276
Maranoa	0	2	1338
Maranoa	0	3	180
Maranoa	0	4	41
Maranoa	0	5	16
Maranoa	0	6	3
Maranoa	1	2	19204
Maranoa	1	3	7008
Maranoa	1	4	6455
Maranoa	1	5	3353
Maranoa	1	6	1752
McPherson	0	1	12827
McPherson	0	2	2191
McPherson	0	3	488
McPherson	0	4	136
McPherson	0	5	29
McPherson	0	6	10
McPherson	1	2	17404
McPherson	1	3	8894
McPherson	1	4	8501
McPherson	1	5	3164
McPherson	1	6	1332
Moncrieff	0	1	18340
Moncrieff	0	2	3516
Moncrieff	0	3	989
