CED_NAME16	Age	ProvidedUnpaidChildcare	ForOwnChild	ForOtherChild	Sex	adults
Bennelong	85+	0			M	1356
Bennelong	85+	1	0	1	F	25
Bennelong	85+	1	0	1	M	27
Bennelong	85+	1	1	0	F	7
Bennelong	85+	1	1	0	M	5
Berowra	15-19				F	216
Berowra	15-19				M	244
Berowra	15-19	0			F	4506
Berowra	15-19	0			M	5009
Berowra	15-19	1	0	1	F	336
Berowra	15-19	1	0	1	M	217
Berowra	15-19	1	1	0	F	7
Berowra	15-19	1	1	0	M	21
Berowra	15-19	1	1	1	F	4
Berowra	15-19	1	1	1	M	5
Berowra	20-24				F	161
Berowra	20-24				M	177
Berowra	20-24	0			F	3735
Berowra	20-24	0			M	4324
Berowra	20-24	1	0	1	F	250
Berowra	20-24	1	0	1	M	128
Berowra	20-24	1	1	0	F	86
Berowra	20-24	1	1	0	M	31
Berowra	20-24	1	1	1	F	3
Berowra	25-34				F	264
Berowra	25-34				M	323
Berowra	25-34	0			F	3447
Berowra	25-34	0			M	4462
Berowra	25-34	1	0	1	F	275
Berowra	25-34	1	0	1	M	186
Berowra	25-34	1	1	0	F	2243
Berowra	25-34	1	1	0	M	1389
Berowra	25-34	1	1	1	F	109
Berowra	25-34	1	1	1	M	29
Berowra	35-44				F	336
Berowra	35-44				M	389
Berowra	35-44	0			F	2038
Berowra	35-44	0			M	2843
Berowra	35-44	1	0	1	F	213
Berowra	35-44	1	0	1	M	118
Berowra	35-44	1	1	0	F	7226
Berowra	35-44	1	1	0	M	5584
Berowra	35-44	1	1	1	F	323
Berowra	35-44	1	1	1	M	104
Berowra	45-54				F	382
Berowra	45-54				M	404
Berowra	45-54	0			F	6265
Berowra	45-54	0			M	5738
Berowra	45-54	1	0	1	F	434
Berowra	45-54	1	0	1	M	176
Berowra	45-54	1	1	0	F	4354
Berowra	45-54	1	1	0	M	4165
Berowra	45-54	1	1	1	F	131
Berowra	45-54	1	1	1	M	68
Berowra	55-64				F	357
Berowra	55-64				M	332
Berowra	55-64	0			F	6951
Berowra	55-64	0			M	7371
Berowra	55-64	1	0	1	F	1967
Berowra	55-64	1	0	1	M	778
Berowra	55-64	1	1	0	F	425
Berowra	55-64	1	1	0	M	777
Berowra	55-64	1	1	1	F	26
Berowra	55-64	1	1	1	M	12
Berowra	65-74				F	361
Berowra	65-74				M	321
Berowra	65-74	0			F	4376
Berowra	65-74	0			M	4778
Berowra	65-74	1	0	1	F	2214
Berowra	65-74	1	0	1	M	1467
Berowra	65-74	1	1	0	F	98
Berowra	65-74	1	1	0	M	142
Berowra	65-74	1	1	1	F	17
Berowra	65-74	1	1	1	M	5
Berowra	75-84				F	368
Berowra	75-84				M	283
Berowra	75-84	0			F	3052
Berowra	75-84	0			M	2754
Berowra	75-84	1	0	1	F	395
Berowra	75-84	1	0	1	M	326
Berowra	75-84	1	1	0	F	33
Berowra	75-84	1	1	0	M	23
Berowra	75-84	1	1	1	F	4
Berowra	85+				F	476
Berowra	85+				M	196
Berowra	85+	0			F	1841
Berowra	85+	0			M	1079
Berowra	85+	1	0	1	F	29
Berowra	85+	1	0	1	M	23
Berowra	85+	1	1	0	F	3
Blaxland	15-19				F	469
Blaxland	15-19				M	487
Blaxland	15-19	0			F	4643
Blaxland	15-19	0			M	5127
Blaxland	15-19	1	0	1	F	329
Blaxland	15-19	1	0	1	M	146
Blaxland	15-19	1	1	0	F	59
Blaxland	15-19	1	1	0	M	24
Blaxland	15-19	1	1	1	F	11
Blaxland	15-19	1	1	1	M	7
Blaxland	20-24				F	551
Blaxland	20-24				M	639
Blaxland	20-24	0			F	4990
Blaxland	20-24	0			M	6565
Blaxland	20-24	1	0	1	F	389
Blaxland	20-24	1	0	1	M	211
Blaxland	20-24	1	1	0	F	641
Blaxland	20-24	1	1	0	M	136
Blaxland	20-24	1	1	1	F	21
Blaxland	20-24	1	1	1	M	4
Blaxland	25-34				F	1003
Blaxland	25-34				M	1486
Blaxland	25-34	0			F	7057
Blaxland	25-34	0			M	11484
Blaxland	25-34	1	0	1	F	438
Blaxland	25-34	1	0	1	M	300
Blaxland	25-34	1	1	0	F	5652
Blaxland	25-34	1	1	0	M	2899
Blaxland	25-34	1	1	1	F	119
Blaxland	25-34	1	1	1	M	46
Blaxland	35-44				F	792
Blaxland	35-44				M	987
Blaxland	35-44	0			F	3813
Blaxland	35-44	0			M	5815
Blaxland	35-44	1	0	1	F	287
Blaxland	35-44	1	0	1	M	146
Blaxland	35-44	1	1	0	F	5865
Blaxland	35-44	1	1	0	M	4562
Blaxland	35-44	1	1	1	F	128
Blaxland	35-44	1	1	1	M	45
Blaxland	45-54				F	740
Blaxland	45-54				M	882
Blaxland	45-54	0			F	6418
Blaxland	45-54	0			M	6569
Blaxland	45-54	1	0	1	F	579
Blaxland	45-54	1	0	1	M	151
Blaxland	45-54	1	1	0	F	2453
Blaxland	45-54	1	1	0	M	2694
Blaxland	45-54	1	1	1	F	78
Blaxland	45-54	1	1	1	M	33
Blaxland	55-64				F	608
Blaxland	55-64				M	685
Blaxland	55-64	0			F	6481
Blaxland	55-64	0			M	6956
Blaxland	55-64	1	0	1	F	1367
Blaxland	55-64	1	0	1	M	510
Blaxland	55-64	1	1	0	F	358
Blaxland	55-64	1	1	0	M	666
Blaxland	55-64	1	1	1	F	34
Blaxland	55-64	1	1	1	M	10
Blaxland	65-74				F	458
Blaxland	65-74				M	533
Blaxland	65-74	0			F	4062
Blaxland	65-74	0			M	4444
Blaxland	65-74	1	0	1	F	984
Blaxland	65-74	1	0	1	M	627
Blaxland	65-74	1	1	0	F	96
Blaxland	65-74	1	1	0	M	137
Blaxland	65-74	1	1	1	F	9
Blaxland	65-74	1	1	1	M	6
Blaxland	75-84				F	394
Blaxland	75-84				M	311
Blaxland	75-84	0			F	2911
Blaxland	75-84	0			M	2446
Blaxland	75-84	1	0	1	F	199
Blaxland	75-84	1	0	1	M	152
Blaxland	75-84	1	1	0	F	24
Blaxland	75-84	1	1	0	M	19
Blaxland	75-84	1	1	1	M	3
Blaxland	85+				F	254
Blaxland	85+				M	170
Blaxland	85+	0			F	1796
Blaxland	85+	0			M	1001
Blaxland	85+	1	0	1	F	15
Blaxland	85+	1	0	1	M	21
Blaxland	85+	1	1	0	F	5
Blaxland	85+	1	1	0	M	3
Bradfield	15-19				F	272
Bradfield	15-19				M	328
Bradfield	15-19	0			F	5047
Bradfield	15-19	0			M	5213
Bradfield	15-19	1	0	1	F	320
Bradfield	15-19	1	0	1	M	224
Bradfield	15-19	1	1	0	F	20
Bradfield	15-19	1	1	0	M	16
Bradfield	15-19	1	1	1	F	3
Bradfield	15-19	1	1	1	M	3
Bradfield	20-24				F	220
Bradfield	20-24				M	186
Bradfield	20-24	0			F	4031
Bradfield	20-24	0			M	4190
Bradfield	20-24	1	0	1	F	255
Bradfield	20-24	1	0	1	M	100
Bradfield	20-24	1	1	0	F	66
Bradfield	20-24	1	1	0	M	31
Bradfield	25-34				F	389
Bradfield	25-34				M	421
Bradfield	25-34	0			F	5393
Bradfield	25-34	0			M	5842
Bradfield	25-34	1	0	1	F	269
Bradfield	25-34	1	0	1	M	150
Bradfield	25-34	1	1	0	F	2810
Bradfield	25-34	1	1	0	M	1588
Bradfield	25-34	1	1	1	F	48
Bradfield	25-34	1	1	1	M	18
Bradfield	35-44				F	422
Bradfield	35-44				M	405
Bradfield	35-44	0			F	2687
Bradfield	35-44	0			M	3589
Bradfield	35-44	1	0	1	F	243
Bradfield	35-44	1	0	1	M	100
Bradfield	35-44	1	1	0	F	8245
Bradfield	35-44	1	1	0	M	6341
Bradfield	35-44	1	1	1	F	281
Bradfield	35-44	1	1	1	M	73
Bradfield	45-54				F	474
Bradfield	45-54				M	460
Bradfield	45-54	0			F	6118
Bradfield	45-54	0			M	5421
Bradfield	45-54	1	0	1	F	316
Bradfield	45-54	1	0	1	M	121
Bradfield	45-54	1	1	0	F	5418
Bradfield	45-54	1	1	0	M	5072
Bradfield	45-54	1	1	1	F	166
Bradfield	45-54	1	1	1	M	82
Bradfield	55-64				F	346
Bradfield	55-64				M	335
Bradfield	55-64	0			F	6816
Bradfield	55-64	0			M	6531
Bradfield	55-64	1	0	1	F	1447
Bradfield	55-64	1	0	1	M	534
Bradfield	55-64	1	1	0	F	562
Bradfield	55-64	1	1	0	M	995
Bradfield	55-64	1	1	1	F	29
Bradfield	55-64	1	1	1	M	13
Bradfield	65-74				F	370
Bradfield	65-74				M	305
Bradfield	65-74	0			F	4277
Bradfield	65-74	0			M	4465
Bradfield	65-74	1	0	1	F	2340
Bradfield	65-74	1	0	1	M	1325
Bradfield	65-74	1	1	0	F	136
Bradfield	65-74	1	1	0	M	173
Bradfield	65-74	1	1	1	F	12
Bradfield	65-74	1	1	1	M	10
Bradfield	75-84				F	423
Bradfield	75-84				M	246
Bradfield	75-84	0			F	3764
Bradfield	75-84	0			M	3130
Bradfield	75-84	1	0	1	F	584
Bradfield	75-84	1	0	1	M	517
Bradfield	75-84	1	1	0	F	43
Bradfield	75-84	1	1	0	M	45
Bradfield	75-84	1	1	1	F	4
Bradfield	75-84	1	1	1	M	8
Bradfield	85+				F	529
Bradfield	85+				M	233
Bradfield	85+	0			F	2636
Bradfield	85+	0			M	1621
Bradfield	85+	1	0	1	F	29
Bradfield	85+	1	0	1	M	45
Bradfield	85+	1	1	0	F	11
Bradfield	85+	1	1	0	M	9
Bradfield	85+	1	1	1	M	4
Calare	15-19				F	665
Calare	15-19				M	749
Calare	15-19	0			F	3826
Calare	15-19	0			M	4304
Calare	15-19	1	0	1	F	428
Calare	15-19	1	0	1	M	256
Calare	15-19	1	1	0	F	80
Calare	15-19	1	1	0	M	42
Calare	15-19	1	1	1	F	3
Calare	15-19	1	1	1	M	3
Calare	20-24				F	442
Calare	20-24				M	825
Calare	20-24	0			F	2948
Calare	20-24	0			M	3471
Calare	20-24	1	0	1	F	364
Calare	20-24	1	0	1	M	196
Calare	20-24	1	1	0	F	709
Calare	20-24	1	1	0	M	321
Calare	20-24	1	1	1	F	46
Calare	20-24	1	1	1	M	10
Calare	25-34				F	727
Calare	25-34				M	1579
Calare	25-34	0			F	3200
Calare	25-34	0			M	4522
Calare	25-34	1	0	1	F	512
Calare	25-34	1	0	1	M	343
Calare	25-34	1	1	0	F	4497
Calare	25-34	1	1	0	M	3093
Calare	25-34	1	1	1	F	285
Calare	25-34	1	1	1	M	88
Calare	35-44				F	746
Calare	35-44				M	1209
Calare	35-44	0			F	2505
Calare	35-44	0			M	3140
Calare	35-44	1	0	1	F	357
Calare	35-44	1	0	1	M	210
Calare	35-44	1	1	0	F	5693
Calare	35-44	1	1	0	M	4641
Calare	35-44	1	1	1	F	304
Calare	35-44	1	1	1	M	160
Calare	45-54				F	887
Calare	45-54				M	1239
Calare	45-54	0			F	6160
Calare	45-54	0			M	6147
Calare	45-54	1	0	1	F	1145
Calare	45-54	1	0	1	M	459
Calare	45-54	1	1	0	F	2439
Calare	45-54	1	1	0	M	2606
Calare	45-54	1	1	1	F	109
Calare	45-54	1	1	1	M	86
Calare	55-64				F	903
Calare	55-64				M	1065
Calare	55-64	0			F	6944
Calare	55-64	0			M	7692
Calare	55-64	1	0	1	F	2270
Calare	55-64	1	0	1	M	1019
Calare	55-64	1	1	0	F	193
Calare	55-64	1	1	0	M	496
Calare	55-64	1	1	1	F	15
Calare	55-64	1	1	1	M	10
Calare	65-74				F	959
Calare	65-74				M	1052
Calare	65-74	0			F	6199
Calare	65-74	0			M	6568
Calare	65-74	1	0	1	F	1386
Calare	65-74	1	0	1	M	849
Calare	65-74	1	1	0	F	69
Calare	65-74	1	1	0	M	82
Calare	65-74	1	1	1	F	8
Calare	65-74	1	1	1	M	5
Calare	75-84				F	832
Calare	75-84				M	646
Calare	75-84	0			F	3820
Calare	75-84	0			M	3357
Calare	75-84	1	0	1	F	217
Calare	75-84	1	0	1	M	175
Calare	75-84	1	1	0	F	18
Calare	75-84	1	1	0	M	16
Calare	75-84	1	1	1	F	5
Calare	75-84	1	1	1	M	3
Calare	85+				F	404
Calare	85+				M	235
Calare	85+	0			F	1894
Calare	85+	0			M	1028
Calare	85+	1	0	1	F	24
Calare	85+	1	0	1	M	10
Calare	85+	1	1	0	F	9
Calare	85+	1	1	0	M	15
Chifley	15-19				F	515
Chifley	15-19				M	595
Chifley	15-19	0			F	4971
Chifley	15-19	0			M	5559
Chifley	15-19	1	0	1	F	464
Chifley	15-19	1	0	1	M	286
Chifley	15-19	1	1	0	F	119
Chifley	15-19	1	1	0	M	36
Chifley	15-19	1	1	1	F	6
Chifley	15-19	1	1	1	M	3
Chifley	20-24				F	403
Chifley	20-24				M	479
Chifley	20-24	0			F	4485
Chifley	20-24	0			M	5310
Chifley	20-24	1	0	1	F	482
Chifley	20-24	1	0	1	M	255
Chifley	20-24	1	1	0	F	796
Chifley	20-24	1	1	0	M	327
Chifley	20-24	1	1	1	F	29
Chifley	20-24	1	1	1	M	12
Chifley	25-34				F	877
Chifley	25-34				M	816
Chifley	25-34	0			F	5770
Chifley	25-34	0			M	7774
Chifley	25-34	1	0	1	F	598
Chifley	25-34	1	0	1	M	333
Chifley	25-34	1	1	0	F	6148
Chifley	25-34	1	1	0	M	3467
Chifley	25-34	1	1	1	F	207
Chifley	25-34	1	1	1	M	96
Chifley	35-44				F	744
Chifley	35-44				M	765
Chifley	35-44	0			F	3948
Chifley	35-44	0			M	5157
Chifley	35-44	1	0	1	F	406
Chifley	35-44	1	0	1	M	208
Chifley	35-44	1	1	0	F	6586
Chifley	35-44	1	1	0	M	5389
Chifley	35-44	1	1	1	F	226
Chifley	35-44	1	1	1	M	91
Chifley	45-54				F	682
Chifley	45-54				M	749
Chifley	45-54	0			F	6718
Chifley	45-54	0			M	6826
Chifley	45-54	1	0	1	F	956
Chifley	45-54	1	0	1	M	302
Chifley	45-54	1	1	0	F	2238
Chifley	45-54	1	1	0	M	2518
Chifley	45-54	1	1	1	F	105
Chifley	45-54	1	1	1	M	29
Chifley	55-64				F	645
Chifley	55-64				M	590
Chifley	55-64	0			F	6307
Chifley	55-64	0			M	6632
Chifley	55-64	1	0	1	F	1762
Chifley	55-64	1	0	1	M	710
Chifley	55-64	1	1	0	F	301
Chifley	55-64	1	1	0	M	514
Chifley	55-64	1	1	1	F	27
Chifley	55-64	1	1	1	M	23
Chifley	65-74				F	631
Chifley	65-74				M	524
Chifley	65-74	0			F	4257
Chifley	65-74	0			M	4201
Chifley	65-74	1	0	1	F	978
Chifley	65-74	1	0	1	M	650
Chifley	65-74	1	1	0	F	81
Chifley	65-74	1	1	0	M	99
Chifley	65-74	1	1	1	F	14
Chifley	65-74	1	1	1	M	10
Chifley	75-84				F	379
Chifley	75-84				M	305
Chifley	75-84	0			F	2384
Chifley	75-84	0			M	1838
Chifley	75-84	1	0	1	F	153
Chifley	75-84	1	0	1	M	129
Chifley	75-84	1	1	0	F	18
Chifley	75-84	1	1	0	M	19
Chifley	75-84	1	1	1	F	3
Chifley	75-84	1	1	1	M	3
Chifley	85+				F	139
Chifley	85+				M	87
Chifley	85+	0			F	1175
Chifley	85+	0			M	557
Chifley	85+	1	0	1	F	12
Chifley	85+	1	1	0	F	7
Chifley	85+	1	1	0	M	4
Cook	15-19				F	239
Cook	15-19				M	266
Cook	15-19	0			F	3404
Cook	15-19	0			M	3592
Cook	15-19	1	0	1	F	230
Cook	15-19	1	0	1	M	143
Cook	15-19	1	1	0	F	14
Cook	15-19	1	1	0	M	10
Cook	15-19	1	1	1	M	3
Cook	20-24				F	191
Cook	20-24				M	219
Cook	20-24	0			F	3202
Cook	20-24	0			M	3550
Cook	20-24	1	0	1	F	238
Cook	20-24	1	0	1	M	115
Cook	20-24	1	1	0	F	115
Cook	20-24	1	1	0	M	39
Cook	20-24	1	1	1	F	4
Cook	25-34				F	573
Cook	25-34				M	563
Cook	25-34	0			F	5019
Cook	25-34	0			M	5784
Cook	25-34	1	0	1	F	421
Cook	25-34	1	0	1	M	223
Cook	25-34	1	1	0	F	2794
Cook	25-34	1	1	0	M	1671
Cook	25-34	1	1	1	F	90
Cook	25-34	1	1	1	M	28
Cook	35-44				F	494
Cook	35-44				M	543
Cook	35-44	0			F	2464
Cook	35-44	0			M	3435
Cook	35-44	1	0	1	F	278
Cook	35-44	1	0	1	M	152
Cook	35-44	1	1	0	F	6237
Cook	35-44	1	1	0	M	4947
Cook	35-44	1	1	1	F	252
Cook	35-44	1	1	1	M	91
Cook	45-54				F	495
Cook	45-54				M	470
Cook	45-54	0			F	5608
Cook	45-54	0			M	5326
Cook	45-54	1	0	1	F	472
Cook	45-54	1	0	1	M	166
Cook	45-54	1	1	0	F	3260
Cook	45-54	1	1	0	M	3367
Cook	45-54	1	1	1	F	92
Cook	45-54	1	1	1	M	55
Cook	55-64				F	479
Cook	55-64				M	492
Cook	55-64	0			F	6019
Cook	55-64	0			M	6357
Cook	55-64	1	0	1	F	1992
Cook	55-64	1	0	1	M	746
Cook	55-64	1	1	0	F	290
Cook	55-64	1	1	0	M	584
Cook	55-64	1	1	1	F	19
Cook	55-64	1	1	1	M	11
Cook	65-74				F	464
Cook	65-74				M	436
Cook	65-74	0			F	4316
Cook	65-74	0			M	4468
Cook	65-74	1	0	1	F	2098
Cook	65-74	1	0	1	M	1258
Cook	65-74	1	1	0	F	58
Cook	65-74	1	1	0	M	101
Cook	65-74	1	1	1	F	6
Cook	65-74	1	1	1	M	8
Cook	75-84				F	418
Cook	75-84				M	310
Cook	75-84	0			F	3837
Cook	75-84	0			M	3024
Cook	75-84	1	0	1	F	433
Cook	75-84	1	0	1	M	368
Cook	75-84	1	1	0	F	26
Cook	75-84	1	1	0	M	28
Cook	85+				F	367
Cook	85+				M	185
Cook	85+	0			F	2513
Cook	85+	0			M	1458
Cook	85+	1	0	1	F	30
Cook	85+	1	0	1	M	24
Cook	85+	1	1	0	F	3
Cowper	15-19				F	484
Cowper	15-19				M	574
Cowper	15-19	0			F	3507
Cowper	15-19	0			M	3880
Cowper	15-19	1	0	1	F	376
Cowper	15-19	1	0	1	M	215
Cowper	15-19	1	1	0	F	58
Cowper	15-19	1	1	0	M	28
Cowper	15-19	1	1	1	F	8
Cowper	15-19	1	1	1	M	4
Cowper	20-24				F	278
Cowper	20-24				M	387
Cowper	20-24	0			F	2377
Cowper	20-24	0			M	2912
Cowper	20-24	1	0	1	F	278
Cowper	20-24	1	0	1	M	145
Cowper	20-24	1	1	0	F	568
Cowper	20-24	1	1	0	M	237
Cowper	20-24	1	1	1	F	24
Cowper	20-24	1	1	1	M	3
Cowper	25-34				F	572
Cowper	25-34				M	799
Cowper	25-34	0			F	2840
Cowper	25-34	0			M	3822
Cowper	25-34	1	0	1	F	367
Cowper	25-34	1	0	1	M	235
Cowper	25-34	1	1	0	F	3631
Cowper	25-34	1	1	0	M	2286
Cowper	25-34	1	1	1	F	244
Cowper	25-34	1	1	1	M	73
Cowper	35-44				F	542
Cowper	35-44				M	676
Cowper	35-44	0			F	2370
Cowper	35-44	0			M	2965
Cowper	35-44	1	0	1	F	328
Cowper	35-44	1	0	1	M	209
Cowper	35-44	1	1	0	F	5196
