CED_NAME16	MaxSchoolingCompleted	Sex	persons
Cunningham	Year 8	F	3850
Cunningham	Year 8	M	3104
Cunningham	Year 9	F	4496
Cunningham	Year 9	M	4034
Cunningham	Year 10	F	15385
Cunningham	Year 10	M	15376
Cunningham	Year 11	F	3413
Cunningham	Year 11	M	4019
Cunningham	Year 12	F	32680
Cunningham	Year 12	M	31388
Dobell	Did not go to school	F	176
Dobell	Did not go to school	M	243
Dobell	Year 8	F	3146
Dobell	Year 8	M	2950
Dobell	Year 9	F	6111
Dobell	Year 9	M	5243
Dobell	Year 10	F	20321
Dobell	Year 10	M	18853
Dobell	Year 11	F	4387
Dobell	Year 11	M	4655
Dobell	Year 12	F	24837
Dobell	Year 12	M	21864
Eden-Monaro	Did not go to school	F	190
Eden-Monaro	Did not go to school	M	211
Eden-Monaro	Year 8	F	2578
Eden-Monaro	Year 8	M	3022
Eden-Monaro	Year 9	F	3927
Eden-Monaro	Year 9	M	4380
Eden-Monaro	Year 10	F	14572
Eden-Monaro	Year 10	M	15439
Eden-Monaro	Year 11	F	4406
Eden-Monaro	Year 11	M	4528
Eden-Monaro	Year 12	F	29038
Eden-Monaro	Year 12	M	25967
Farrer	Did not go to school	F	398
Farrer	Did not go to school	M	447
Farrer	Year 8	F	4082
Farrer	Year 8	M	4945
Farrer	Year 9	F	5640
Farrer	Year 9	M	6344
Farrer	Year 10	F	16997
Farrer	Year 10	M	18857
Farrer	Year 11	F	7071
Farrer	Year 11	M	6983
Farrer	Year 12	F	25375
Farrer	Year 12	M	20155
Fowler	Did not go to school	F	4607
Fowler	Did not go to school	M	2949
Fowler	Year 8	F	7166
Fowler	Year 8	M	5439
Fowler	Year 9	F	3970
Fowler	Year 9	M	3712
Fowler	Year 10	F	10379
Fowler	Year 10	M	11089
Fowler	Year 11	F	3292
Fowler	Year 11	M	3765
Fowler	Year 12	F	33179
Fowler	Year 12	M	32441
Gilmore	Did not go to school	F	134
Gilmore	Did not go to school	M	176
Gilmore	Year 8	F	3187
Gilmore	Year 8	M	3486
Gilmore	Year 9	F	6146
Gilmore	Year 9	M	6035
Gilmore	Year 10	F	19933
Gilmore	Year 10	M	19101
Gilmore	Year 11	F	4259
Gilmore	Year 11	M	4401
Gilmore	Year 12	F	24284
Gilmore	Year 12	M	21701
Grayndler	Did not go to school	F	854
Grayndler	Did not go to school	M	563
Grayndler	Year 8	F	2684
Grayndler	Year 8	M	2165
Grayndler	Year 9	F	1581
Grayndler	Year 9	M	1591
Grayndler	Year 10	F	5937
Grayndler	Year 10	M	6252
Grayndler	Year 11	F	2156
Grayndler	Year 11	M	2419
Grayndler	Year 12	F	46330
Grayndler	Year 12	M	42126
Greenway	Did not go to school	F	733
Greenway	Did not go to school	M	476
Greenway	Year 8	F	2709
Greenway	Year 8	M	2408
Greenway	Year 9	F	3194
Greenway	Year 9	M	3186
Greenway	Year 10	F	11984
Greenway	Year 10	M	12241
Greenway	Year 11	F	3209
Greenway	Year 11	M	3725
Greenway	Year 12	F	40193
Greenway	Year 12	M	38878
Hughes	Did not go to school	F	246
Hughes	Did not go to school	M	194
Hughes	Year 8	F	1784
Hughes	Year 8	M	1490
Hughes	Year 9	F	3309
Hughes	Year 9	M	2894
Hughes	Year 10	F	13799
Hughes	Year 10	M	13979
Hughes	Year 11	F	3016
Hughes	Year 11	M	3741
Hughes	Year 12	F	33695
Hughes	Year 12	M	30875
Hume	Did not go to school	F	190
Hume	Did not go to school	M	226
Hume	Year 8	F	2324
Hume	Year 8	M	2710
Hume	Year 9	F	4764
Hume	Year 9	M	4979
Hume	Year 10	F	17975
Hume	Year 10	M	19665
Hume	Year 11	F	4041
Hume	Year 11	M	4185
Hume	Year 12	F	26341
Hume	Year 12	M	21608
Hunter	Did not go to school	F	157
Hunter	Did not go to school	M	204
Hunter	Year 8	F	3345
Hunter	Year 8	M	3479
Hunter	Year 9	F	6887
Hunter	Year 9	M	6420
Hunter	Year 10	F	20965
Hunter	Year 10	M	21725
Hunter	Year 11	F	4604
Hunter	Year 11	M	5168
Hunter	Year 12	F	22520
Hunter	Year 12	M	18919
Kingsford Smith	Did not go to school	F	760
Kingsford Smith	Did not go to school	M	532
Kingsford Smith	Year 8	F	2791
Kingsford Smith	Year 8	M	2176
Kingsford Smith	Year 9	F	2503
Kingsford Smith	Year 9	M	2306
Kingsford Smith	Year 10	F	8695
Kingsford Smith	Year 10	M	8423
Kingsford Smith	Year 11	F	2862
Kingsford Smith	Year 11	M	3105
Kingsford Smith	Year 12	F	51621
Kingsford Smith	Year 12	M	48922
Lindsay	Did not go to school	F	426
Lindsay	Did not go to school	M	335
Lindsay	Year 8	F	3144
Lindsay	Year 8	M	2965
Lindsay	Year 9	F	5023
Lindsay	Year 9	M	5035
Lindsay	Year 10	F	18884
Lindsay	Year 10	M	19276
Lindsay	Year 11	F	4303
Lindsay	Year 11	M	4713
Lindsay	Year 12	F	29934
Lindsay	Year 12	M	26257
Lyne	Did not go to school	F	137
Lyne	Did not go to school	M	155
Lyne	Year 8	F	3422
Lyne	Year 8	M	4046
Lyne	Year 9	F	6837
Lyne	Year 9	M	6806
Lyne	Year 10	F	21229
Lyne	Year 10	M	20591
Lyne	Year 11	F	4198
Lyne	Year 11	M	4179
Lyne	Year 12	F	20453
Lyne	Year 12	M	17227
Macarthur	Did not go to school	F	686
Macarthur	Did not go to school	M	438
Macarthur	Year 8	F	2886
Macarthur	Year 8	M	2625
Macarthur	Year 9	F	4719
Macarthur	Year 9	M	4619
Macarthur	Year 10	F	16712
Macarthur	Year 10	M	16832
Macarthur	Year 11	F	4185
Macarthur	Year 11	M	4440
Macarthur	Year 12	F	30882
Macarthur	Year 12	M	27939
Mackellar	Did not go to school	F	251
Mackellar	Did not go to school	M	226
Mackellar	Year 8	F	1521
Mackellar	Year 8	M	1354
Mackellar	Year 9	F	2751
Mackellar	Year 9	M	2519
Mackellar	Year 10	F	11957
Mackellar	Year 10	M	10641
Mackellar	Year 11	F	3358
Mackellar	Year 11	M	3493
Mackellar	Year 12	F	38044
Mackellar	Year 12	M	35731
Macquarie	Did not go to school	F	144
Macquarie	Did not go to school	M	174
Macquarie	Year 8	F	1847
Macquarie	Year 8	M	1984
Macquarie	Year 9	F	3938
Macquarie	Year 9	M	3964
Macquarie	Year 10	F	15860
Macquarie	Year 10	M	16300
Macquarie	Year 11	F	3803
Macquarie	Year 11	M	3859
Macquarie	Year 12	F	29696
Macquarie	Year 12	M	25122
McMahon	Did not go to school	F	2881
McMahon	Did not go to school	M	2058
McMahon	Year 8	F	5381
McMahon	Year 8	M	4823
McMahon	Year 9	F	3932
McMahon	Year 9	M	4143
McMahon	Year 10	F	13253
McMahon	Year 10	M	14004
McMahon	Year 11	F	3537
McMahon	Year 11	M	3892
McMahon	Year 12	F	33021
McMahon	Year 12	M	31268
Mitchell	Did not go to school	F	368
Mitchell	Did not go to school	M	280
Mitchell	Year 8	F	1615
Mitchell	Year 8	M	1288
Mitchell	Year 9	F	2756
Mitchell	Year 9	M	2482
Mitchell	Year 10	F	11066
Mitchell	Year 10	M	9674
Mitchell	Year 11	F	2988
Mitchell	Year 11	M	3246
Mitchell	Year 12	F	40739
Mitchell	Year 12	M	38800
New England	Did not go to school	F	196
New England	Did not go to school	M	232
New England	Year 8	F	3409
New England	Year 8	M	4337
New England	Year 9	F	5580
New England	Year 9	M	5794
New England	Year 10	F	18228
New England	Year 10	M	18495
New England	Year 11	F	4227
New England	Year 11	M	3948
New England	Year 12	F	25400
New England	Year 12	M	20515
Newcastle	Did not go to school	F	314
Newcastle	Did not go to school	M	253
Newcastle	Year 8	F	2585
Newcastle	Year 8	M	2317
Newcastle	Year 9	F	4780
Newcastle	Year 9	M	4245
Newcastle	Year 10	F	15295
Newcastle	Year 10	M	15139
Newcastle	Year 11	F	3462
Newcastle	Year 11	M	3995
Newcastle	Year 12	F	33767
Newcastle	Year 12	M	31690
North Sydney	Did not go to school	F	354
North Sydney	Did not go to school	M	230
North Sydney	Year 8	F	1135
North Sydney	Year 8	M	990
North Sydney	Year 9	F	1623
North Sydney	Year 9	M	1476
North Sydney	Year 10	F	6185
North Sydney	Year 10	M	4667
North Sydney	Year 11	F	2458
North Sydney	Year 11	M	2554
North Sydney	Year 12	F	53731
North Sydney	Year 12	M	49380
Page	Did not go to school	F	196
Page	Did not go to school	M	256
Page	Year 8	F	3812
Page	Year 8	M	4315
Page	Year 9	F	5927
Page	Year 9	M	6370
Page	Year 10	F	21406
Page	Year 10	M	20589
Page	Year 11	F	4877
Page	Year 11	M	4482
Page	Year 12	F	24151
Page	Year 12	M	20980
Parkes	Did not go to school	F	202
Parkes	Did not go to school	M	319
Parkes	Year 8	F	3653
Parkes	Year 8	M	4998
Parkes	Year 9	F	5594
Parkes	Year 9	M	6202
Parkes	Year 10	F	17945
Parkes	Year 10	M	19242
Parkes	Year 11	F	4553
Parkes	Year 11	M	4303
Parkes	Year 12	F	22107
Parkes	Year 12	M	17359
Parramatta	Did not go to school	F	1616
Parramatta	Did not go to school	M	1443
Parramatta	Year 8	F	3169
Parramatta	Year 8	M	2772
Parramatta	Year 9	F	2809
Parramatta	Year 9	M	2843
Parramatta	Year 10	F	9342
Parramatta	Year 10	M	9609
Parramatta	Year 11	F	2812
Parramatta	Year 11	M	3153
Parramatta	Year 12	F	48721
Parramatta	Year 12	M	49969
Paterson	Did not go to school	F	150
Paterson	Did not go to school	M	208
Paterson	Year 8	F	3129
Paterson	Year 8	M	3117
Paterson	Year 9	F	7001
Paterson	Year 9	M	6292
Paterson	Year 10	F	21209
Paterson	Year 10	M	21270
Paterson	Year 11	F	4593
Paterson	Year 11	M	4932
Paterson	Year 12	F	22637
Paterson	Year 12	M	19409
Reid	Did not go to school	F	1221
Reid	Did not go to school	M	913
Reid	Year 8	F	3309
Reid	Year 8	M	2458
Reid	Year 9	F	2419
Reid	Year 9	M	2053
Reid	Year 10	F	8197
Reid	Year 10	M	7251
Reid	Year 11	F	2545
Reid	Year 11	M	2801
Reid	Year 12	F	54533
Reid	Year 12	M	53078
Richmond	Did not go to school	F	153
Richmond	Did not go to school	M	157
Richmond	Year 8	F	2932
Richmond	Year 8	M	2867
Richmond	Year 9	F	4804
Richmond	Year 9	M	4516
Richmond	Year 10	F	18311
Richmond	Year 10	M	16901
Richmond	Year 11	F	4754
Richmond	Year 11	M	4775
Richmond	Year 12	F	28266
Richmond	Year 12	M	24758
Riverina	Did not go to school	F	204
Riverina	Did not go to school	M	261
Riverina	Year 8	F	3414
Riverina	Year 8	M	4329
Riverina	Year 9	F	5607
Riverina	Year 9	M	6051
Riverina	Year 10	F	18743
Riverina	Year 10	M	19622
Riverina	Year 11	F	4589
Riverina	Year 11	M	4458
Riverina	Year 12	F	24618
Riverina	Year 12	M	19676
Robertson	Did not go to school	F	159
Robertson	Did not go to school	M	168
Robertson	Year 8	F	2393
Robertson	Year 8	M	2106
Robertson	Year 9	F	4962
Robertson	Year 9	M	4337
Robertson	Year 10	F	17297
Robertson	Year 10	M	15585
Robertson	Year 11	F	3770
Robertson	Year 11	M	4018
Robertson	Year 12	F	28011
Robertson	Year 12	M	25708
Shortland	Did not go to school	F	162
Shortland	Did not go to school	M	148
Shortland	Year 8	F	2882
Shortland	Year 8	M	2784
Shortland	Year 9	F	6588
Shortland	Year 9	M	5685
Shortland	Year 10	F	19962
Shortland	Year 10	M	19258
Shortland	Year 11	F	3883
Shortland	Year 11	M	4272
Shortland	Year 12	F	23545
Shortland	Year 12	M	20940
Sydney	Did not go to school	F	758
Sydney	Did not go to school	M	596
Sydney	Year 8	F	1625
Sydney	Year 8	M	1447
Sydney	Year 9	F	1464
Sydney	Year 9	M	1596
Sydney	Year 10	F	4833
Sydney	Year 10	M	5769
Sydney	Year 11	F	2511
Sydney	Year 11	M	3219
Sydney	Year 12	F	67206
Sydney	Year 12	M	70305
Warringah	Did not go to school	F	172
Warringah	Did not go to school	M	155
Warringah	Year 8	F	977
Warringah	Year 8	M	886
Warringah	Year 9	F	1837
Warringah	Year 9	M	1622
Warringah	Year 10	F	7595
Warringah	Year 10	M	6047
Warringah	Year 11	F	2896
Warringah	Year 11	M	2635
Warringah	Year 12	F	44493
Warringah	Year 12	M	41205
Watson	Did not go to school	F	2523
Watson	Did not go to school	M	1884
Watson	Year 8	F	5222
Watson	Year 8	M	4489
Watson	Year 9	F	2950
Watson	Year 9	M	2911
Watson	Year 10	F	9616
Watson	Year 10	M	9832
Watson	Year 11	F	2999
Watson	Year 11	M	3302
Watson	Year 12	F	41580
Watson	Year 12	M	41837
Wentworth	Did not go to school	F	159
Wentworth	Did not go to school	M	134
Wentworth	Year 8	F	875
Wentworth	Year 8	M	697
Wentworth	Year 9	F	1263
Wentworth	Year 9	M	1160
Wentworth	Year 10	F	4908
Wentworth	Year 10	M	3997
Wentworth	Year 11	F	2233
Wentworth	Year 11	M	2179
Wentworth	Year 12	F	48097
Wentworth	Year 12	M	43687
Werriwa	Did not go to school	F	2389
Werriwa	Did not go to school	M	1535
Werriwa	Year 8	F	4533
Werriwa	Year 8	M	3741
Werriwa	Year 9	F	3993
Werriwa	Year 9	M	3740
Werriwa	Year 10	F	12249
Werriwa	Year 10	M	13072
Werriwa	Year 11	F	3741
Werriwa	Year 11	M	4089
Werriwa	Year 12	F	35311
Werriwa	Year 12	M	33134
Whitlam	Did not go to school	F	419
Whitlam	Did not go to school	M	318
Whitlam	Year 8	F	3563
Whitlam	Year 8	M	3230
Whitlam	Year 9	F	5846
Whitlam	Year 9	M	5265
Whitlam	Year 10	F	20113
Whitlam	Year 10	M	19331
Whitlam	Year 11	F	4562
Whitlam	Year 11	M	4574
Whitlam	Year 12	F	24597
Whitlam	Year 12	M	21709
No usual address (NSW)	Did not go to school	F	24
No usual address (NSW)	Did not go to school	M	41
No usual address (NSW)	Year 8	F	135
No usual address (NSW)	Year 8	M	286
No usual address (NSW)	Year 9	F	274
No usual address (NSW)	Year 9	M	454
No usual address (NSW)	Year 10	F	826
No usual address (NSW)	Year 10	M	1339
No usual address (NSW)	Year 11	F	247
No usual address (NSW)	Year 11	M	385
No usual address (NSW)	Year 12	F	1965
No usual address (NSW)	Year 12	M	2208
Migratory - Offshore - Shipping (NSW)	Year 8	F	12
Migratory - Offshore - Shipping (NSW)	Year 8	M	13
Migratory - Offshore - Shipping (NSW)	Year 9	F	22
Migratory - Offshore - Shipping (NSW)	Year 9	M	9
Migratory - Offshore - Shipping (NSW)	Year 10	F	57
Migratory - Offshore - Shipping (NSW)	Year 10	M	38
Migratory - Offshore - Shipping (NSW)	Year 11	F	15
Migratory - Offshore - Shipping (NSW)	Year 11	M	12
Migratory - Offshore - Shipping (NSW)	Year 12	F	76
Migratory - Offshore - Shipping (NSW)	Year 12	M	52
Aston	Did not go to school	F	493
Aston	Did not go to school	M	349
Aston	Year 8	F	2694
Aston	Year 8	M	2112
Aston	Year 9	F	3360
Aston	Year 9	M	3397
Aston	Year 10	F	7836
Aston	Year 10	M	8338
Aston	Year 11	F	7348
Aston	Year 11	M	7470
Aston	Year 12	F	33110
Aston	Year 12	M	29594
Ballarat	Did not go to school	F	161
Ballarat	Did not go to school	M	199
Ballarat	Year 8	F	3632
Ballarat	Year 8	M	3443
Ballarat	Year 9	F	4736
Ballarat	Year 9	M	5223
Ballarat	Year 10	F	10577
Ballarat	Year 10	M	11732
Ballarat	Year 11	F	9680
Ballarat	Year 11	M	9403
Ballarat	Year 12	F	30496
Ballarat	Year 12	M	24569
Batman	Did not go to school	F	1503
Batman	Did not go to school	M	1049
Batman	Year 8	F	6049
Batman	Year 8	M	4289
Batman	Year 9	F	2594
Batman	Year 9	M	2593
Batman	Year 10	F	4996
Batman	Year 10	M	5520
Batman	Year 11	F	4605
Batman	Year 11	M	5323
Batman	Year 12	F	44999
Batman	Year 12	M	40861
Bendigo	Did not go to school	F	278
Bendigo	Did not go to school	M	298
Bendigo	Year 8	F	3559
Bendigo	Year 8	M	3498
Bendigo	Year 9	F	4650
Bendigo	Year 9	M	5178
Bendigo	Year 10	F	10568
Bendigo	Year 10	M	11592
Bendigo	Year 11	F	8983
Bendigo	Year 11	M	8859
Bendigo	Year 12	F	29135
Bendigo	Year 12	M	23246
Bruce	Did not go to school	F	1809
Bruce	Did not go to school	M	1686
Bruce	Year 8	F	4790
Bruce	Year 8	M	3950
Bruce	Year 9	F	2996
Bruce	Year 9	M	3034
Bruce	Year 10	F	6695
Bruce	Year 10	M	6796
Bruce	Year 11	F	5336
Bruce	Year 11	M	5688
Bruce	Year 12	F	38736
Bruce	Year 12	M	39462
Calwell	Did not go to school	F	2222
Calwell	Did not go to school	M	1423
Calwell	Year 8	F	6455
Calwell	Year 8	M	5465
Calwell	Year 9	F	4055
Calwell	Year 9	M	4395
Calwell	Year 10	F	8117
Calwell	Year 10	M	9057
Calwell	Year 11	F	6908
Calwell	Year 11	M	7486
Calwell	Year 12	F	33770
Calwell	Year 12	M	32530
Casey	Did not go to school	F	277
Casey	Did not go to school	M	283
Casey	Year 8	F	2733
Casey	Year 8	M	2645
Casey	Year 9	F	3922
Casey	Year 9	M	4737
Casey	Year 10	F	9685
Casey	Year 10	M	11737
Casey	Year 11	F	9186
Casey	Year 11	M	9582
Casey	Year 12	F	29431
Casey	Year 12	M	23435
Chisholm	Did not go to school	F	954
Chisholm	Did not go to school	M	690
Chisholm	Year 8	F	3780
Chisholm	Year 8	M	2560
Chisholm	Year 9	F	2728
Chisholm	Year 9	M	2446
Chisholm	Year 10	F	5321
Chisholm	Year 10	M	5098
Chisholm	Year 11	F	5269
Chisholm	Year 11	M	5209
Chisholm	Year 12	F	49610
Chisholm	Year 12	M	47063
Corangamite	Did not go to school	F	206
Corangamite	Did not go to school	M	203
Corangamite	Year 8	F	2896
Corangamite	Year 8	M	2777
Corangamite	Year 9	F	3779
Corangamite	Year 9	M	4020
Corangamite	Year 10	F	8940
Corangamite	Year 10	M	9780
Corangamite	Year 11	F	9351
Corangamite	Year 11	M	9874
Corangamite	Year 12	F	33553
Corangamite	Year 12	M	28331
Corio	Did not go to school	F	546
Corio	Did not go to school	M	457
Corio	Year 8	F	4676
Corio	Year 8	M	3914
Corio	Year 9	F	4869
Corio	Year 9	M	4857
Corio	Year 10	F	10447
Corio	Year 10	M	10758
Corio	Year 11	F	9275
Corio	Year 11	M	9585
Corio	Year 12	F	28600
Corio	Year 12	M	23553
Deakin	Did not go to school	F	754
Deakin	Did not go to school	M	546
Deakin	Year 8	F	3239
Deakin	Year 8	M	2369
Deakin	Year 9	F	3079
Deakin	Year 9	M	2882
Deakin	Year 10	F	7178
Deakin	Year 10	M	6873
Deakin	Year 11	F	6800
Deakin	Year 11	M	6850
Deakin	Year 12	F	38189
Deakin	Year 12	M	34416
Dunkley	Did not go to school	F	218
Dunkley	Did not go to school	M	204
Dunkley	Year 8	F	2936
Dunkley	Year 8	M	2384
Dunkley	Year 9	F	4114
Dunkley	Year 9	M	4165
Dunkley	Year 10	F	10207
Dunkley	Year 10	M	10702
Dunkley	Year 11	F	8612
Dunkley	Year 11	M	8757
Dunkley	Year 12	F	31525
Dunkley	Year 12	M	26146
Flinders	Did not go to school	F	223
Flinders	Did not go to school	M	268
Flinders	Year 8	F	3512
Flinders	Year 8	M	3166
Flinders	Year 9	F	4755
Flinders	Year 9	M	5405
Flinders	Year 10	F	11545
Flinders	Year 10	M	13226
Flinders	Year 11	F	9946
Flinders	Year 11	M	9937
Flinders	Year 12	F	29494
Flinders	Year 12	M	23916
Gellibrand	Did not go to school	F	1579
Gellibrand	Did not go to school	M	1208
Gellibrand	Year 8	F	5648
Gellibrand	Year 8	M	4246
Gellibrand	Year 9	F	2989
Gellibrand	Year 9	M	3044
Gellibrand	Year 10	F	6387
Gellibrand	Year 10	M	7302
Gellibrand	Year 11	F	5353
Gellibrand	Year 11	M	6458
Gellibrand	Year 12	F	41288
Gellibrand	Year 12	M	40087
Gippsland	Did not go to school	F	244
Gippsland	Did not go to school	M	251
Gippsland	Year 8	F	3939
Gippsland	Year 8	M	4184
Gippsland	Year 9	F	5044
Gippsland	Year 9	M	5574
Gippsland	Year 10	F	11409
Gippsland	Year 10	M	12795
Gippsland	Year 11	F	9822
Gippsland	Year 11	M	9885
Gippsland	Year 12	F	22999
Gippsland	Year 12	M	17987
Goldstein	Did not go to school	F	293
Goldstein	Did not go to school	M	221
Goldstein	Year 8	F	2162
Goldstein	Year 8	M	1563
Goldstein	Year 9	F	2150
Goldstein	Year 9	M	1984
Goldstein	Year 10	F	5332
Goldstein	Year 10	M	4527
Goldstein	Year 11	F	5841
Goldstein	Year 11	M	4972
Goldstein	Year 12	F	43415
Goldstein	Year 12	M	39754
Gorton	Did not go to school	F	1536
Gorton	Did not go to school	M	1089
Gorton	Year 8	F	5189
Gorton	Year 8	M	4365
Gorton	Year 9	F	4319
Gorton	Year 9	M	4722
Gorton	Year 10	F	10007
Gorton	Year 10	M	11179
Gorton	Year 11	F	7970
Gorton	Year 11	M	8859
Gorton	Year 12	F	40625
Gorton	Year 12	M	36321
Higgins	Did not go to school	F	443
Higgins	Did not go to school	M	277
Higgins	Year 8	F	2073
Higgins	Year 8	M	1473
Higgins	Year 9	F	1540
Higgins	Year 9	M	1501
Higgins	Year 10	F	3858
Higgins	Year 10	M	3439
Higgins	Year 11	F	4409
Higgins	Year 11	M	3965
Higgins	Year 12	F	51850
Higgins	Year 12	M	47196
Holt	Did not go to school	F	1858
Holt	Did not go to school	M	1593
Holt	Year 8	F	4755
Holt	Year 8	M	4119
Holt	Year 9	F	4674
Holt	Year 9	M	4907
Holt	Year 10	F	10825
Holt	Year 10	M	12364
Holt	Year 11	F	8329
Holt	Year 11	M	9221
Holt	Year 12	F	41457
Holt	Year 12	M	38765
Hotham	Did not go to school	F	1956
Hotham	Did not go to school	M	1365
Hotham	Year 8	F	5261
Hotham	Year 8	M	3838
Hotham	Year 9	F	2994
Hotham	Year 9	M	2869
Hotham	Year 10	F	6296
Hotham	Year 10	M	6702
Hotham	Year 11	F	5530
Hotham	Year 11	M	5845
Hotham	Year 12	F	37659
Hotham	Year 12	M	36131
Indi	Did not go to school	F	204
Indi	Did not go to school	M	213
Indi	Year 8	F	3451
Indi	Year 8	M	3668
Indi	Year 9	F	4280
Indi	Year 9	M	4986
Indi	Year 10	F	11225
Indi	Year 10	M	12966
Indi	Year 11	F	9199
Indi	Year 11	M	9212
Indi	Year 12	F	24510
Indi	Year 12	M	19230
Isaacs	Did not go to school	F	1225
Isaacs	Did not go to school	M	1046
Isaacs	Year 8	F	3901
Isaacs	Year 8	M	3066
Isaacs	Year 9	F	3538
Isaacs	Year 9	M	3536
Isaacs	Year 10	F	8472
Isaacs	Year 10	M	8931
Isaacs	Year 11	F	7085
Isaacs	Year 11	M	7757
Isaacs	Year 12	F	36921
Isaacs	Year 12	M	33480
Jagajaga	Did not go to school	F	388
Jagajaga	Did not go to school	M	288
Jagajaga	Year 8	F	2893
Jagajaga	Year 8	M	2128
Jagajaga	Year 9	F	2769
Jagajaga	Year 9	M	2741
Jagajaga	Year 10	F	6290
Jagajaga	Year 10	M	6386
Jagajaga	Year 11	F	6469
Jagajaga	Year 11	M	6601
Jagajaga	Year 12	F	37328
Jagajaga	Year 12	M	33929
Kooyong	Did not go to school	F	374
Kooyong	Did not go to school	M	311
Kooyong	Year 8	F	1976
Kooyong	Year 8	M	1257
Kooyong	Year 9	F	1793
Kooyong	Year 9	M	1642
Kooyong	Year 10	F	3913
Kooyong	Year 10	M	3200
Kooyong	Year 11	F	4758
Kooyong	Year 11	M	3867
Kooyong	Year 12	F	47269
Kooyong	Year 12	M	43333
La Trobe	Did not go to school	F	350
La Trobe	Did not go to school	M	278
La Trobe	Year 8	F	2430
La Trobe	Year 8	M	2219
La Trobe	Year 9	F	3519
La Trobe	Year 9	M	4041
La Trobe	Year 10	F	8735
La Trobe	Year 10	M	10532
La Trobe	Year 11	F	8434
La Trobe	Year 11	M	9324
La Trobe	Year 12	F	35929
La Trobe	Year 12	M	30657
Lalor	Did not go to school	F	1222
