CED_NAME16	Age	MaxSchoolingCompleted	Sex	adults
Melbourne	45-54	Year 10	F	539
Melbourne	45-54	Year 10	M	667
Melbourne	45-54	Year 11	F	705
Melbourne	45-54	Year 11	M	859
Melbourne	45-54	Year 12	F	6325
Melbourne	45-54	Year 12	M	6196
Melbourne	55-64		F	873
Melbourne	55-64		M	917
Melbourne	55-64	Did not go to school	F	189
Melbourne	55-64	Did not go to school	M	104
Melbourne	55-64	Year 8 or below	F	382
Melbourne	55-64	Year 8 or below	M	267
Melbourne	55-64	Year 9	F	227
Melbourne	55-64	Year 9	M	230
Melbourne	55-64	Year 10	F	592
Melbourne	55-64	Year 10	M	552
Melbourne	55-64	Year 11	F	655
Melbourne	55-64	Year 11	M	613
Melbourne	55-64	Year 12	F	4559
Melbourne	55-64	Year 12	M	4356
Melbourne	65-74		F	647
Melbourne	65-74		M	632
Melbourne	65-74	Did not go to school	F	184
Melbourne	65-74	Did not go to school	M	75
Melbourne	65-74	Year 8 or below	F	504
Melbourne	65-74	Year 8 or below	M	342
Melbourne	65-74	Year 9	F	215
Melbourne	65-74	Year 9	M	182
Melbourne	65-74	Year 10	F	455
Melbourne	65-74	Year 10	M	395
Melbourne	65-74	Year 11	F	384
Melbourne	65-74	Year 11	M	330
Melbourne	65-74	Year 12	F	2522
Melbourne	65-74	Year 12	M	2635
Melbourne	75-84		F	467
Melbourne	75-84		M	371
Melbourne	75-84	Did not go to school	F	295
Melbourne	75-84	Did not go to school	M	112
Melbourne	75-84	Year 8 or below	F	637
Melbourne	75-84	Year 8 or below	M	392
Melbourne	75-84	Year 9	F	135
Melbourne	75-84	Year 9	M	101
Melbourne	75-84	Year 10	F	228
Melbourne	75-84	Year 10	M	174
Melbourne	75-84	Year 11	F	124
Melbourne	75-84	Year 11	M	103
Melbourne	75-84	Year 12	F	821
Melbourne	75-84	Year 12	M	837
Melbourne	85+		F	330
Melbourne	85+		M	188
Melbourne	85+	Did not go to school	F	162
Melbourne	85+	Did not go to school	M	60
Melbourne	85+	Year 8 or below	F	356
Melbourne	85+	Year 8 or below	M	210
Melbourne	85+	Year 9	F	77
Melbourne	85+	Year 9	M	51
Melbourne	85+	Year 10	F	95
Melbourne	85+	Year 10	M	47
Melbourne	85+	Year 11	F	61
Melbourne	85+	Year 11	M	27
Melbourne	85+	Year 12	F	299
Melbourne	85+	Year 12	M	264
Melbourne Ports	15-19		F	242
Melbourne Ports	15-19		M	221
Melbourne Ports	15-19	Did not go to school	M	5
Melbourne Ports	15-19	Year 8 or below	F	4
Melbourne Ports	15-19	Year 8 or below	M	12
Melbourne Ports	15-19	Year 9	F	15
Melbourne Ports	15-19	Year 9	M	19
Melbourne Ports	15-19	Year 10	F	64
Melbourne Ports	15-19	Year 10	M	64
Melbourne Ports	15-19	Year 11	F	104
Melbourne Ports	15-19	Year 11	M	97
Melbourne Ports	15-19	Year 12	F	1099
Melbourne Ports	15-19	Year 12	M	808
Melbourne Ports	20-24		F	719
Melbourne Ports	20-24		M	645
Melbourne Ports	20-24	Did not go to school	F	11
Melbourne Ports	20-24	Did not go to school	M	13
Melbourne Ports	20-24	Year 8 or below	F	16
Melbourne Ports	20-24	Year 8 or below	M	21
Melbourne Ports	20-24	Year 9	F	30
Melbourne Ports	20-24	Year 9	M	54
Melbourne Ports	20-24	Year 10	F	147
Melbourne Ports	20-24	Year 10	M	166
Melbourne Ports	20-24	Year 11	F	209
Melbourne Ports	20-24	Year 11	M	245
Melbourne Ports	20-24	Year 12	F	5841
Melbourne Ports	20-24	Year 12	M	4788
Melbourne Ports	25-34		F	2365
Melbourne Ports	25-34		M	2219
Melbourne Ports	25-34	Did not go to school	F	42
Melbourne Ports	25-34	Did not go to school	M	40
Melbourne Ports	25-34	Year 8 or below	F	53
Melbourne Ports	25-34	Year 8 or below	M	85
Melbourne Ports	25-34	Year 9	F	77
Melbourne Ports	25-34	Year 9	M	136
Melbourne Ports	25-34	Year 10	F	376
Melbourne Ports	25-34	Year 10	M	615
Melbourne Ports	25-34	Year 11	F	573
Melbourne Ports	25-34	Year 11	M	769
Melbourne Ports	25-34	Year 12	F	17995
Melbourne Ports	25-34	Year 12	M	16295
Melbourne Ports	35-44		F	1298
Melbourne Ports	35-44		M	1365
Melbourne Ports	35-44	Did not go to school	F	28
Melbourne Ports	35-44	Did not go to school	M	25
Melbourne Ports	35-44	Year 8 or below	F	50
Melbourne Ports	35-44	Year 8 or below	M	49
Melbourne Ports	35-44	Year 9	F	68
Melbourne Ports	35-44	Year 9	M	109
Melbourne Ports	35-44	Year 10	F	297
Melbourne Ports	35-44	Year 10	M	546
Melbourne Ports	35-44	Year 11	F	405
Melbourne Ports	35-44	Year 11	M	551
Melbourne Ports	35-44	Year 12	F	10881
Melbourne Ports	35-44	Year 12	M	10504
Melbourne Ports	45-54		F	932
Melbourne Ports	45-54		M	1046
Melbourne Ports	45-54	Did not go to school	F	39
Melbourne Ports	45-54	Did not go to school	M	33
Melbourne Ports	45-54	Year 8 or below	F	75
Melbourne Ports	45-54	Year 8 or below	M	101
Melbourne Ports	45-54	Year 9	F	106
Melbourne Ports	45-54	Year 9	M	166
Melbourne Ports	45-54	Year 10	F	566
Melbourne Ports	45-54	Year 10	M	731
Melbourne Ports	45-54	Year 11	F	881
Melbourne Ports	45-54	Year 11	M	944
Melbourne Ports	45-54	Year 12	F	7301
Melbourne Ports	45-54	Year 12	M	6620
Melbourne Ports	55-64		F	833
Melbourne Ports	55-64		M	885
Melbourne Ports	55-64	Did not go to school	F	34
Melbourne Ports	55-64	Did not go to school	M	40
Melbourne Ports	55-64	Year 8 or below	F	130
Melbourne Ports	55-64	Year 8 or below	M	165
Melbourne Ports	55-64	Year 9	F	179
Melbourne Ports	55-64	Year 9	M	174
Melbourne Ports	55-64	Year 10	F	669
Melbourne Ports	55-64	Year 10	M	595
Melbourne Ports	55-64	Year 11	F	792
Melbourne Ports	55-64	Year 11	M	690
Melbourne Ports	55-64	Year 12	F	5389
Melbourne Ports	55-64	Year 12	M	5227
Melbourne Ports	65-74		F	653
Melbourne Ports	65-74		M	731
Melbourne Ports	65-74	Did not go to school	F	58
Melbourne Ports	65-74	Did not go to school	M	34
Melbourne Ports	65-74	Year 8 or below	F	366
Melbourne Ports	65-74	Year 8 or below	M	264
Melbourne Ports	65-74	Year 9	F	209
Melbourne Ports	65-74	Year 9	M	184
Melbourne Ports	65-74	Year 10	F	583
Melbourne Ports	65-74	Year 10	M	491
Melbourne Ports	65-74	Year 11	F	615
Melbourne Ports	65-74	Year 11	M	424
Melbourne Ports	65-74	Year 12	F	3129
Melbourne Ports	65-74	Year 12	M	3439
Melbourne Ports	75-84		F	448
Melbourne Ports	75-84		M	388
Melbourne Ports	75-84	Did not go to school	F	100
Melbourne Ports	75-84	Did not go to school	M	56
Melbourne Ports	75-84	Year 8 or below	F	470
Melbourne Ports	75-84	Year 8 or below	M	306
Melbourne Ports	75-84	Year 9	F	144
Melbourne Ports	75-84	Year 9	M	129
Melbourne Ports	75-84	Year 10	F	359
Melbourne Ports	75-84	Year 10	M	289
Melbourne Ports	75-84	Year 11	F	233
Melbourne Ports	75-84	Year 11	M	149
Melbourne Ports	75-84	Year 12	F	1116
Melbourne Ports	75-84	Year 12	M	1103
Melbourne Ports	85+		F	384
Melbourne Ports	85+		M	228
Melbourne Ports	85+	Did not go to school	F	59
Melbourne Ports	85+	Did not go to school	M	31
Melbourne Ports	85+	Year 8 or below	F	395
Melbourne Ports	85+	Year 8 or below	M	219
Melbourne Ports	85+	Year 9	F	116
Melbourne Ports	85+	Year 9	M	53
Melbourne Ports	85+	Year 10	F	217
Melbourne Ports	85+	Year 10	M	114
Melbourne Ports	85+	Year 11	F	113
Melbourne Ports	85+	Year 11	M	64
Melbourne Ports	85+	Year 12	F	543
Melbourne Ports	85+	Year 12	M	438
Menzies	15-19		F	132
Menzies	15-19		M	137
Menzies	15-19	Did not go to school	F	3
Menzies	15-19	Did not go to school	M	9
Menzies	15-19	Year 8 or below	F	3
Menzies	15-19	Year 8 or below	M	17
Menzies	15-19	Year 9	F	23
Menzies	15-19	Year 9	M	37
Menzies	15-19	Year 10	F	78
Menzies	15-19	Year 10	M	124
Menzies	15-19	Year 11	F	70
Menzies	15-19	Year 11	M	148
Menzies	15-19	Year 12	F	1302
Menzies	15-19	Year 12	M	1275
Menzies	20-24		F	138
Menzies	20-24		M	153
Menzies	20-24	Did not go to school	F	12
Menzies	20-24	Did not go to school	M	9
Menzies	20-24	Year 8 or below	F	16
Menzies	20-24	Year 8 or below	M	15
Menzies	20-24	Year 9	F	12
Menzies	20-24	Year 9	M	29
Menzies	20-24	Year 10	F	112
Menzies	20-24	Year 10	M	174
Menzies	20-24	Year 11	F	99
Menzies	20-24	Year 11	M	232
Menzies	20-24	Year 12	F	3759
Menzies	20-24	Year 12	M	3939
Menzies	25-34		F	322
Menzies	25-34		M	302
Menzies	25-34	Did not go to school	F	41
Menzies	25-34	Did not go to school	M	32
Menzies	25-34	Year 8 or below	F	36
Menzies	25-34	Year 8 or below	M	45
Menzies	25-34	Year 9	F	61
Menzies	25-34	Year 9	M	97
Menzies	25-34	Year 10	F	200
Menzies	25-34	Year 10	M	348
Menzies	25-34	Year 11	F	172
Menzies	25-34	Year 11	M	393
Menzies	25-34	Year 12	F	6748
Menzies	25-34	Year 12	M	6227
Menzies	35-44		F	309
Menzies	35-44		M	300
Menzies	35-44	Did not go to school	F	25
Menzies	35-44	Did not go to school	M	39
Menzies	35-44	Year 8 or below	F	58
Menzies	35-44	Year 8 or below	M	51
Menzies	35-44	Year 9	F	74
Menzies	35-44	Year 9	M	114
Menzies	35-44	Year 10	F	276
Menzies	35-44	Year 10	M	461
Menzies	35-44	Year 11	F	339
Menzies	35-44	Year 11	M	531
Menzies	35-44	Year 12	F	7718
Menzies	35-44	Year 12	M	6330
Menzies	45-54		F	413
Menzies	45-54		M	413
Menzies	45-54	Did not go to school	F	56
Menzies	45-54	Did not go to school	M	43
Menzies	45-54	Year 8 or below	F	119
Menzies	45-54	Year 8 or below	M	91
Menzies	45-54	Year 9	F	182
Menzies	45-54	Year 9	M	236
Menzies	45-54	Year 10	F	821
Menzies	45-54	Year 10	M	1015
Menzies	45-54	Year 11	F	1536
Menzies	45-54	Year 11	M	1581
Menzies	45-54	Year 12	F	7534
Menzies	45-54	Year 12	M	6157
Menzies	55-64		F	450
Menzies	55-64		M	382
Menzies	55-64	Did not go to school	F	101
Menzies	55-64	Did not go to school	M	70
Menzies	55-64	Year 8 or below	F	327
Menzies	55-64	Year 8 or below	M	254
Menzies	55-64	Year 9	F	340
Menzies	55-64	Year 9	M	320
Menzies	55-64	Year 10	F	1122
Menzies	55-64	Year 10	M	915
Menzies	55-64	Year 11	F	1341
Menzies	55-64	Year 11	M	1013
Menzies	55-64	Year 12	F	5460
Menzies	55-64	Year 12	M	5289
Menzies	65-74		F	540
Menzies	65-74		M	387
Menzies	65-74	Did not go to school	F	129
Menzies	65-74	Did not go to school	M	89
Menzies	65-74	Year 8 or below	F	936
Menzies	65-74	Year 8 or below	M	618
Menzies	65-74	Year 9	F	634
Menzies	65-74	Year 9	M	447
Menzies	65-74	Year 10	F	1458
Menzies	65-74	Year 10	M	904
Menzies	65-74	Year 11	F	1001
Menzies	65-74	Year 11	M	691
Menzies	65-74	Year 12	F	2823
Menzies	65-74	Year 12	M	3298
Menzies	75-84		F	573
Menzies	75-84		M	462
Menzies	75-84	Did not go to school	F	235
Menzies	75-84	Did not go to school	M	142
Menzies	75-84	Year 8 or below	F	1161
Menzies	75-84	Year 8 or below	M	853
Menzies	75-84	Year 9	F	460
Menzies	75-84	Year 9	M	402
Menzies	75-84	Year 10	F	879
Menzies	75-84	Year 10	M	687
Menzies	75-84	Year 11	F	474
Menzies	75-84	Year 11	M	370
Menzies	75-84	Year 12	F	1217
Menzies	75-84	Year 12	M	1556
Menzies	85+		F	528
Menzies	85+		M	234
Menzies	85+	Did not go to school	F	130
Menzies	85+	Did not go to school	M	45
Menzies	85+	Year 8 or below	F	681
Menzies	85+	Year 8 or below	M	377
Menzies	85+	Year 9	F	231
Menzies	85+	Year 9	M	126
Menzies	85+	Year 10	F	320
Menzies	85+	Year 10	M	191
Menzies	85+	Year 11	F	146
Menzies	85+	Year 11	M	87
Menzies	85+	Year 12	F	438
Menzies	85+	Year 12	M	482
Murray	15-19		F	320
Murray	15-19		M	335
Murray	15-19	Did not go to school	F	6
Murray	15-19	Did not go to school	M	6
Murray	15-19	Year 8 or below	F	28
Murray	15-19	Year 8 or below	M	49
Murray	15-19	Year 9	F	105
Murray	15-19	Year 9	M	143
Murray	15-19	Year 10	F	229
Murray	15-19	Year 10	M	400
Murray	15-19	Year 11	F	227
Murray	15-19	Year 11	M	369
Murray	15-19	Year 12	F	782
Murray	15-19	Year 12	M	689
Murray	20-24		F	266
Murray	20-24		M	305
Murray	20-24	Did not go to school	F	22
Murray	20-24	Did not go to school	M	26
Murray	20-24	Year 8 or below	F	54
Murray	20-24	Year 8 or below	M	86
Murray	20-24	Year 9	F	102
Murray	20-24	Year 9	M	173
Murray	20-24	Year 10	F	366
Murray	20-24	Year 10	M	593
Murray	20-24	Year 11	F	388
Murray	20-24	Year 11	M	632
Murray	20-24	Year 12	F	2270
Murray	20-24	Year 12	M	1886
Murray	25-34		F	663
Murray	25-34		M	765
Murray	25-34	Did not go to school	F	60
Murray	25-34	Did not go to school	M	86
Murray	25-34	Year 8 or below	F	138
Murray	25-34	Year 8 or below	M	247
Murray	25-34	Year 9	F	214
Murray	25-34	Year 9	M	407
Murray	25-34	Year 10	F	839
Murray	25-34	Year 10	M	1253
Murray	25-34	Year 11	F	720
Murray	25-34	Year 11	M	1028
Murray	25-34	Year 12	F	5144
Murray	25-34	Year 12	M	3625
Murray	35-44		F	677
Murray	35-44		M	821
Murray	35-44	Did not go to school	F	80
Murray	35-44	Did not go to school	M	93
Murray	35-44	Year 8 or below	F	175
Murray	35-44	Year 8 or below	M	254
Murray	35-44	Year 9	F	299
Murray	35-44	Year 9	M	506
Murray	35-44	Year 10	F	1030
Murray	35-44	Year 10	M	1554
Murray	35-44	Year 11	F	1073
Murray	35-44	Year 11	M	1330
Murray	35-44	Year 12	F	4921
Murray	35-44	Year 12	M	3294
Murray	45-54		F	891
Murray	45-54		M	964
Murray	45-54	Did not go to school	F	62
Murray	45-54	Did not go to school	M	99
Murray	45-54	Year 8 or below	F	230
Murray	45-54	Year 8 or below	M	340
Murray	45-54	Year 9	F	623
Murray	45-54	Year 9	M	896
Murray	45-54	Year 10	F	2126
Murray	45-54	Year 10	M	2542
Murray	45-54	Year 11	F	2356
Murray	45-54	Year 11	M	2283
Murray	45-54	Year 12	F	3622
Murray	45-54	Year 12	M	2345
Murray	55-64		F	1043
Murray	55-64		M	1093
Murray	55-64	Did not go to school	F	62
Murray	55-64	Did not go to school	M	59
Murray	55-64	Year 8 or below	F	537
Murray	55-64	Year 8 or below	M	657
Murray	55-64	Year 9	F	1076
Murray	55-64	Year 9	M	1205
Murray	55-64	Year 10	F	2427
Murray	55-64	Year 10	M	2680
Murray	55-64	Year 11	F	2231
Murray	55-64	Year 11	M	1994
Murray	55-64	Year 12	F	2808
Murray	55-64	Year 12	M	2387
Murray	65-74		F	1158
Murray	65-74		M	1155
Murray	65-74	Did not go to school	F	63
Murray	65-74	Did not go to school	M	78
Murray	65-74	Year 8 or below	F	1147
Murray	65-74	Year 8 or below	M	1369
Murray	65-74	Year 9	F	1142
Murray	65-74	Year 9	M	1369
Murray	65-74	Year 10	F	2163
Murray	65-74	Year 10	M	2075
Murray	65-74	Year 11	F	1222
Murray	65-74	Year 11	M	927
Murray	65-74	Year 12	F	1564
Murray	65-74	Year 12	M	1627
Murray	75-84		F	1014
Murray	75-84		M	860
Murray	75-84	Did not go to school	F	82
Murray	75-84	Did not go to school	M	62
Murray	75-84	Year 8 or below	F	1145
Murray	75-84	Year 8 or below	M	1257
Murray	75-84	Year 9	F	669
Murray	75-84	Year 9	M	702
Murray	75-84	Year 10	F	1069
Murray	75-84	Year 10	M	883
Murray	75-84	Year 11	F	550
Murray	75-84	Year 11	M	350
Murray	75-84	Year 12	F	661
Murray	75-84	Year 12	M	677
Murray	85+		F	672
Murray	85+		M	396
Murray	85+	Did not go to school	F	39
Murray	85+	Did not go to school	M	25
Murray	85+	Year 8 or below	F	831
Murray	85+	Year 8 or below	M	537
Murray	85+	Year 9	F	242
Murray	85+	Year 9	M	184
Murray	85+	Year 10	F	355
Murray	85+	Year 10	M	173
Murray	85+	Year 11	F	143
Murray	85+	Year 11	M	84
Murray	85+	Year 12	F	278
Murray	85+	Year 12	M	213
Scullin	15-19		F	234
Scullin	15-19		M	195
Scullin	15-19	Did not go to school	M	8
Scullin	15-19	Year 8 or below	F	12
Scullin	15-19	Year 8 or below	M	27
Scullin	15-19	Year 9	F	55
Scullin	15-19	Year 9	M	77
Scullin	15-19	Year 10	F	131
Scullin	15-19	Year 10	M	265
Scullin	15-19	Year 11	F	138
Scullin	15-19	Year 11	M	272
Scullin	15-19	Year 12	F	1541
Scullin	15-19	Year 12	M	1470
Scullin	20-24		F	304
Scullin	20-24		M	362
Scullin	20-24	Did not go to school	F	22
Scullin	20-24	Did not go to school	M	17
Scullin	20-24	Year 8 or below	F	40
Scullin	20-24	Year 8 or below	M	36
Scullin	20-24	Year 9	F	69
Scullin	20-24	Year 9	M	103
Scullin	20-24	Year 10	F	242
Scullin	20-24	Year 10	M	488
Scullin	20-24	Year 11	F	296
Scullin	20-24	Year 11	M	462
Scullin	20-24	Year 12	F	4866
Scullin	20-24	Year 12	M	4711
Scullin	25-34		F	801
Scullin	25-34		M	804
Scullin	25-34	Did not go to school	F	67
Scullin	25-34	Did not go to school	M	106
Scullin	25-34	Year 8 or below	F	146
Scullin	25-34	Year 8 or below	M	188
Scullin	25-34	Year 9	F	171
Scullin	25-34	Year 9	M	314
Scullin	25-34	Year 10	F	644
Scullin	25-34	Year 10	M	1076
Scullin	25-34	Year 11	F	563
Scullin	25-34	Year 11	M	888
Scullin	25-34	Year 12	F	10886
Scullin	25-34	Year 12	M	9783
Scullin	35-44		F	608
Scullin	35-44		M	629
Scullin	35-44	Did not go to school	F	113
Scullin	35-44	Did not go to school	M	106
Scullin	35-44	Year 8 or below	F	229
Scullin	35-44	Year 8 or below	M	241
Scullin	35-44	Year 9	F	275
Scullin	35-44	Year 9	M	392
Scullin	35-44	Year 10	F	751
Scullin	35-44	Year 10	M	1238
Scullin	35-44	Year 11	F	820
Scullin	35-44	Year 11	M	1052
Scullin	35-44	Year 12	F	8771
Scullin	35-44	Year 12	M	7903
Scullin	45-54		F	604
Scullin	45-54		M	565
Scullin	45-54	Did not go to school	F	182
Scullin	45-54	Did not go to school	M	142
Scullin	45-54	Year 8 or below	F	395
Scullin	45-54	Year 8 or below	M	353
Scullin	45-54	Year 9	F	517
Scullin	45-54	Year 9	M	595
Scullin	45-54	Year 10	F	1636
Scullin	45-54	Year 10	M	1853
Scullin	45-54	Year 11	F	2106
Scullin	45-54	Year 11	M	2002
Scullin	45-54	Year 12	F	5973
Scullin	45-54	Year 12	M	5127
Scullin	55-64		F	639
Scullin	55-64		M	581
Scullin	55-64	Did not go to school	F	277
Scullin	55-64	Did not go to school	M	177
Scullin	55-64	Year 8 or below	F	1095
Scullin	55-64	Year 8 or below	M	736
Scullin	55-64	Year 9	F	884
Scullin	55-64	Year 9	M	734
Scullin	55-64	Year 10	F	1884
Scullin	55-64	Year 10	M	1649
Scullin	55-64	Year 11	F	1492
Scullin	55-64	Year 11	M	1384
Scullin	55-64	Year 12	F	3456
Scullin	55-64	Year 12	M	3645
Scullin	65-74		F	637
Scullin	65-74		M	599
Scullin	65-74	Did not go to school	F	343
Scullin	65-74	Did not go to school	M	241
Scullin	65-74	Year 8 or below	F	1940
Scullin	65-74	Year 8 or below	M	1473
Scullin	65-74	Year 9	F	717
Scullin	65-74	Year 9	M	646
Scullin	65-74	Year 10	F	1138
Scullin	65-74	Year 10	M	1057
Scullin	65-74	Year 11	F	524
Scullin	65-74	Year 11	M	479
Scullin	65-74	Year 12	F	1345
Scullin	65-74	Year 12	M	1827
Scullin	75-84		F	485
Scullin	75-84		M	373
Scullin	75-84	Did not go to school	F	424
Scullin	75-84	Did not go to school	M	266
Scullin	75-84	Year 8 or below	F	1559
Scullin	75-84	Year 8 or below	M	1193
Scullin	75-84	Year 9	F	322
Scullin	75-84	Year 9	M	332
Scullin	75-84	Year 10	F	414
Scullin	75-84	Year 10	M	400
Scullin	75-84	Year 11	F	168
Scullin	75-84	Year 11	M	138
Scullin	75-84	Year 12	F	450
Scullin	75-84	Year 12	M	557
Scullin	85+		F	213
Scullin	85+		M	126
Scullin	85+	Did not go to school	F	163
Scullin	85+	Did not go to school	M	74
Scullin	85+	Year 8 or below	F	628
Scullin	85+	Year 8 or below	M	414
Scullin	85+	Year 9	F	140
Scullin	85+	Year 9	M	85
Scullin	85+	Year 10	F	144
Scullin	85+	Year 10	M	94
Scullin	85+	Year 11	F	34
Scullin	85+	Year 11	M	34
Scullin	85+	Year 12	F	144
Scullin	85+	Year 12	M	140
Wannon	15-19		F	253
Wannon	15-19		M	254
Wannon	15-19	Did not go to school	M	8
Wannon	15-19	Year 8 or below	F	34
Wannon	15-19	Year 8 or below	M	38
Wannon	15-19	Year 9	F	70
Wannon	15-19	Year 9	M	108
Wannon	15-19	Year 10	F	191
Wannon	15-19	Year 10	M	313
Wannon	15-19	Year 11	F	202
Wannon	15-19	Year 11	M	326
Wannon	15-19	Year 12	F	780
Wannon	15-19	Year 12	M	718
Wannon	20-24		F	234
Wannon	20-24		M	331
Wannon	20-24	Did not go to school	M	6
Wannon	20-24	Year 8 or below	F	34
Wannon	20-24	Year 8 or below	M	57
Wannon	20-24	Year 9	F	86
Wannon	20-24	Year 9	M	143
Wannon	20-24	Year 10	F	282
Wannon	20-24	Year 10	M	515
Wannon	20-24	Year 11	F	359
Wannon	20-24	Year 11	M	626
Wannon	20-24	Year 12	F	2135
Wannon	20-24	Year 12	M	1892
Wannon	25-34		F	464
Wannon	25-34		M	720
Wannon	25-34	Did not go to school	F	20
Wannon	25-34	Did not go to school	M	29
Wannon	25-34	Year 8 or below	F	79
Wannon	25-34	Year 8 or below	M	122
Wannon	25-34	Year 9	F	174
Wannon	25-34	Year 9	M	369
Wannon	25-34	Year 10	F	700
Wannon	25-34	Year 10	M	1118
Wannon	25-34	Year 11	F	707
Wannon	25-34	Year 11	M	1016
Wannon	25-34	Year 12	F	4360
Wannon	25-34	Year 12	M	3013
Wannon	35-44		F	583
Wannon	35-44		M	859
Wannon	35-44	Did not go to school	F	27
Wannon	35-44	Did not go to school	M	36
Wannon	35-44	Year 8 or below	F	87
Wannon	35-44	Year 8 or below	M	168
Wannon	35-44	Year 9	F	231
Wannon	35-44	Year 9	M	479
Wannon	35-44	Year 10	F	806
Wannon	35-44	Year 10	M	1283
Wannon	35-44	Year 11	F	937
Wannon	35-44	Year 11	M	1265
Wannon	35-44	Year 12	F	4737
Wannon	35-44	Year 12	M	3233
Wannon	45-54		F	751
Wannon	45-54		M	1066
Wannon	45-54	Did not go to school	F	35
Wannon	45-54	Did not go to school	M	40
Wannon	45-54	Year 8 or below	F	165
Wannon	45-54	Year 8 or below	M	270
Wannon	45-54	Year 9	F	542
Wannon	45-54	Year 9	M	850
Wannon	45-54	Year 10	F	1734
Wannon	45-54	Year 10	M	2332
Wannon	45-54	Year 11	F	2384
Wannon	45-54	Year 11	M	2244
Wannon	45-54	Year 12	F	3909
Wannon	45-54	Year 12	M	2402
Wannon	55-64		F	897
Wannon	55-64		M	1075
Wannon	55-64	Did not go to school	F	26
Wannon	55-64	Did not go to school	M	40
Wannon	55-64	Year 8 or below	F	418
Wannon	55-64	Year 8 or below	M	599
Wannon	55-64	Year 9	F	939
Wannon	55-64	Year 9	M	1111
Wannon	55-64	Year 10	F	2058
Wannon	55-64	Year 10	M	2392
Wannon	55-64	Year 11	F	2454
Wannon	55-64	Year 11	M	2089
Wannon	55-64	Year 12	F	3185
Wannon	55-64	Year 12	M	2625
Wannon	65-74		F	1041
Wannon	65-74		M	1080
Wannon	65-74	Did not go to school	F	18
Wannon	65-74	Did not go to school	M	43
Wannon	65-74	Year 8 or below	F	979
Wannon	65-74	Year 8 or below	M	1263
Wannon	65-74	Year 9	F	1038
Wannon	65-74	Year 9	M	1225
Wannon	65-74	Year 10	F	2054
Wannon	65-74	Year 10	M	1969
Wannon	65-74	Year 11	F	1305
Wannon	65-74	Year 11	M	1010
Wannon	65-74	Year 12	F	1700
Wannon	65-74	Year 12	M	1702
Wannon	75-84		F	925
Wannon	75-84		M	760
Wannon	75-84	Did not go to school	F	12
Wannon	75-84	Did not go to school	M	25
Wannon	75-84	Year 8 or below	F	1088
Wannon	75-84	Year 8 or below	M	1179
Wannon	75-84	Year 9	F	664
Wannon	75-84	Year 9	M	615
Wannon	75-84	Year 10	F	954
Wannon	75-84	Year 10	M	690
Wannon	75-84	Year 11	F	470
Wannon	75-84	Year 11	M	297
Wannon	75-84	Year 12	F	662
Wannon	75-84	Year 12	M	656
Wannon	85+		F	575
Wannon	85+		M	300
Wannon	85+	Did not go to school	F	9
Wannon	85+	Did not go to school	M	11
Wannon	85+	Year 8 or below	F	906
Wannon	85+	Year 8 or below	M	522
Wannon	85+	Year 9	F	271
Wannon	85+	Year 9	M	158
Wannon	85+	Year 10	F	324
Wannon	85+	Year 10	M	167
Wannon	85+	Year 11	F	142
Wannon	85+	Year 11	M	74
Wannon	85+	Year 12	F	281
Wannon	85+	Year 12	M	193
Wills	15-19		F	198
Wills	15-19		M	221
Wills	15-19	Did not go to school	F	8
Wills	15-19	Did not go to school	M	3
Wills	15-19	Year 8 or below	F	17
Wills	15-19	Year 8 or below	M	25
Wills	15-19	Year 9	F	35
Wills	15-19	Year 9	M	48
Wills	15-19	Year 10	F	118
Wills	15-19	Year 10	M	161
Wills	15-19	Year 11	F	106
Wills	15-19	Year 11	M	144
Wills	15-19	Year 12	F	1171
Wills	15-19	Year 12	M	1176
Wills	20-24		F	422
Wills	20-24		M	407
Wills	20-24	Did not go to school	F	16
Wills	20-24	Did not go to school	M	20
Wills	20-24	Year 8 or below	F	21
Wills	20-24	Year 8 or below	M	44
Wills	20-24	Year 9	F	48
Wills	20-24	Year 9	M	65
Wills	20-24	Year 10	F	170
Wills	20-24	Year 10	M	299
Wills	20-24	Year 11	F	229
Wills	20-24	Year 11	M	345
Wills	20-24	Year 12	F	5912
Wills	20-24	Year 12	M	5278
Wills	25-34		F	1214
Wills	25-34		M	1320
Wills	25-34	Did not go to school	F	59
Wills	25-34	Did not go to school	M	69
Wills	25-34	Year 8 or below	F	86
Wills	25-34	Year 8 or below	M	125
Wills	25-34	Year 9	F	115
Wills	25-34	Year 9	M	196
Wills	25-34	Year 10	F	471
Wills	25-34	Year 10	M	838
Wills	25-34	Year 11	F	529
Wills	25-34	Year 11	M	759
Wills	25-34	Year 12	F	15743
Wills	25-34	Year 12	M	14953
Wills	35-44		F	845
Wills	35-44		M	926
Wills	35-44	Did not go to school	F	58
Wills	35-44	Did not go to school	M	76
Wills	35-44	Year 8 or below	F	150
Wills	35-44	Year 8 or below	M	166
Wills	35-44	Year 9	F	142
Wills	35-44	Year 9	M	201
Wills	35-44	Year 10	F	455
Wills	35-44	Year 10	M	854
Wills	35-44	Year 11	F	564
Wills	35-44	Year 11	M	784
Wills	35-44	Year 12	F	11193
Wills	35-44	Year 12	M	10366
Wills	45-54		F	656
Wills	45-54		M	666
Wills	45-54	Did not go to school	F	122
Wills	45-54	Did not go to school	M	95
Wills	45-54	Year 8 or below	F	269
Wills	45-54	Year 8 or below	M	246
