CED_NAME16	Age	MaxSchoolingCompleted	Sex	adults
Barton	25-34	Year 12	M	14209
Barton	35-44		F	781
Barton	35-44		M	824
Barton	35-44	Did not go to school	F	68
Barton	35-44	Did not go to school	M	65
Barton	35-44	Year 8 or below	F	111
Barton	35-44	Year 8 or below	M	123
Barton	35-44	Year 9	F	153
Barton	35-44	Year 9	M	170
Barton	35-44	Year 10	F	873
Barton	35-44	Year 10	M	1254
Barton	35-44	Year 11	F	385
Barton	35-44	Year 11	M	486
Barton	35-44	Year 12	F	9862
Barton	35-44	Year 12	M	9468
Barton	45-54		F	674
Barton	45-54		M	670
Barton	45-54	Did not go to school	F	167
Barton	45-54	Did not go to school	M	110
Barton	45-54	Year 8 or below	F	345
Barton	45-54	Year 8 or below	M	268
Barton	45-54	Year 9	F	275
Barton	45-54	Year 9	M	271
Barton	45-54	Year 10	F	1888
Barton	45-54	Year 10	M	1983
Barton	45-54	Year 11	F	386
Barton	45-54	Year 11	M	465
Barton	45-54	Year 12	F	7073
Barton	45-54	Year 12	M	6451
Barton	55-64		F	594
Barton	55-64		M	628
Barton	55-64	Did not go to school	F	328
Barton	55-64	Did not go to school	M	198
Barton	55-64	Year 8 or below	F	828
Barton	55-64	Year 8 or below	M	565
Barton	55-64	Year 9	F	440
Barton	55-64	Year 9	M	348
Barton	55-64	Year 10	F	1961
Barton	55-64	Year 10	M	1575
Barton	55-64	Year 11	F	270
Barton	55-64	Year 11	M	310
Barton	55-64	Year 12	F	4440
Barton	55-64	Year 12	M	4633
Barton	65-74		F	571
Barton	65-74		M	540
Barton	65-74	Did not go to school	F	416
Barton	65-74	Did not go to school	M	258
Barton	65-74	Year 8 or below	F	1469
Barton	65-74	Year 8 or below	M	1071
Barton	65-74	Year 9	F	469
Barton	65-74	Year 9	M	419
Barton	65-74	Year 10	F	1316
Barton	65-74	Year 10	M	1041
Barton	65-74	Year 11	F	155
Barton	65-74	Year 11	M	157
Barton	65-74	Year 12	F	1977
Barton	65-74	Year 12	M	2417
Barton	75-84		F	668
Barton	75-84		M	552
Barton	75-84	Did not go to school	F	504
Barton	75-84	Did not go to school	M	293
Barton	75-84	Year 8 or below	F	1400
Barton	75-84	Year 8 or below	M	1054
Barton	75-84	Year 9	F	320
Barton	75-84	Year 9	M	282
Barton	75-84	Year 10	F	720
Barton	75-84	Year 10	M	603
Barton	75-84	Year 11	F	74
Barton	75-84	Year 11	M	89
Barton	75-84	Year 12	F	841
Barton	75-84	Year 12	M	958
Barton	85+		F	710
Barton	85+		M	383
Barton	85+	Did not go to school	F	198
Barton	85+	Did not go to school	M	106
Barton	85+	Year 8 or below	F	582
Barton	85+	Year 8 or below	M	436
Barton	85+	Year 9	F	226
Barton	85+	Year 9	M	105
Barton	85+	Year 10	F	356
Barton	85+	Year 10	M	207
Barton	85+	Year 11	F	41
Barton	85+	Year 11	M	34
Barton	85+	Year 12	F	304
Barton	85+	Year 12	M	296
Bennelong	15-19		F	133
Bennelong	15-19		M	177
Bennelong	15-19	Did not go to school	F	3
Bennelong	15-19	Year 8 or below	F	6
Bennelong	15-19	Year 8 or below	M	7
Bennelong	15-19	Year 9	F	27
Bennelong	15-19	Year 9	M	21
Bennelong	15-19	Year 10	F	84
Bennelong	15-19	Year 10	M	138
Bennelong	15-19	Year 11	F	112
Bennelong	15-19	Year 11	M	111
Bennelong	15-19	Year 12	F	1662
Bennelong	15-19	Year 12	M	1741
Bennelong	20-24		F	319
Bennelong	20-24		M	290
Bennelong	20-24	Did not go to school	F	24
Bennelong	20-24	Did not go to school	M	15
Bennelong	20-24	Year 8 or below	F	30
Bennelong	20-24	Year 8 or below	M	31
Bennelong	20-24	Year 9	F	55
Bennelong	20-24	Year 9	M	73
Bennelong	20-24	Year 10	F	168
Bennelong	20-24	Year 10	M	231
Bennelong	20-24	Year 11	F	147
Bennelong	20-24	Year 11	M	152
Bennelong	20-24	Year 12	F	6059
Bennelong	20-24	Year 12	M	5875
Bennelong	25-34		F	691
Bennelong	25-34		M	670
Bennelong	25-34	Did not go to school	F	69
Bennelong	25-34	Did not go to school	M	76
Bennelong	25-34	Year 8 or below	F	38
Bennelong	25-34	Year 8 or below	M	52
Bennelong	25-34	Year 9	F	77
Bennelong	25-34	Year 9	M	99
Bennelong	25-34	Year 10	F	384
Bennelong	25-34	Year 10	M	633
Bennelong	25-34	Year 11	F	226
Bennelong	25-34	Year 11	M	332
Bennelong	25-34	Year 12	F	13169
Bennelong	25-34	Year 12	M	12132
Bennelong	35-44		F	498
Bennelong	35-44		M	553
Bennelong	35-44	Did not go to school	F	65
Bennelong	35-44	Did not go to school	M	63
Bennelong	35-44	Year 8 or below	F	61
Bennelong	35-44	Year 8 or below	M	67
Bennelong	35-44	Year 9	F	85
Bennelong	35-44	Year 9	M	90
Bennelong	35-44	Year 10	F	578
Bennelong	35-44	Year 10	M	771
Bennelong	35-44	Year 11	F	220
Bennelong	35-44	Year 11	M	292
Bennelong	35-44	Year 12	F	10919
Bennelong	35-44	Year 12	M	10155
Bennelong	45-54		F	406
Bennelong	45-54		M	461
Bennelong	45-54	Did not go to school	F	91
Bennelong	45-54	Did not go to school	M	80
Bennelong	45-54	Year 8 or below	F	141
Bennelong	45-54	Year 8 or below	M	114
Bennelong	45-54	Year 9	F	141
Bennelong	45-54	Year 9	M	156
Bennelong	45-54	Year 10	F	1574
Bennelong	45-54	Year 10	M	1553
Bennelong	45-54	Year 11	F	362
Bennelong	45-54	Year 11	M	354
Bennelong	45-54	Year 12	F	8483
Bennelong	45-54	Year 12	M	7623
Bennelong	55-64		F	443
Bennelong	55-64		M	431
Bennelong	55-64	Did not go to school	F	153
Bennelong	55-64	Did not go to school	M	108
Bennelong	55-64	Year 8 or below	F	383
Bennelong	55-64	Year 8 or below	M	261
Bennelong	55-64	Year 9	F	322
Bennelong	55-64	Year 9	M	247
Bennelong	55-64	Year 10	F	1833
Bennelong	55-64	Year 10	M	1364
Bennelong	55-64	Year 11	F	329
Bennelong	55-64	Year 11	M	232
Bennelong	55-64	Year 12	F	6209
Bennelong	55-64	Year 12	M	6162
Bennelong	65-74		F	424
Bennelong	65-74		M	390
Bennelong	65-74	Did not go to school	F	139
Bennelong	65-74	Did not go to school	M	98
Bennelong	65-74	Year 8 or below	F	539
Bennelong	65-74	Year 8 or below	M	411
Bennelong	65-74	Year 9	F	445
Bennelong	65-74	Year 9	M	364
Bennelong	65-74	Year 10	F	1515
Bennelong	65-74	Year 10	M	944
Bennelong	65-74	Year 11	F	229
Bennelong	65-74	Year 11	M	189
Bennelong	65-74	Year 12	F	3012
Bennelong	65-74	Year 12	M	3494
Bennelong	75-84		F	478
Bennelong	75-84		M	305
Bennelong	75-84	Did not go to school	F	187
Bennelong	75-84	Did not go to school	M	105
Bennelong	75-84	Year 8 or below	F	614
Bennelong	75-84	Year 8 or below	M	434
Bennelong	75-84	Year 9	F	503
Bennelong	75-84	Year 9	M	320
Bennelong	75-84	Year 10	F	1124
Bennelong	75-84	Year 10	M	699
Bennelong	75-84	Year 11	F	146
Bennelong	75-84	Year 11	M	120
Bennelong	75-84	Year 12	F	1308
Bennelong	75-84	Year 12	M	1416
Bennelong	85+		F	466
Bennelong	85+		M	216
Bennelong	85+	Did not go to school	F	133
Bennelong	85+	Did not go to school	M	54
Bennelong	85+	Year 8 or below	F	442
Bennelong	85+	Year 8 or below	M	242
Bennelong	85+	Year 9	F	384
Bennelong	85+	Year 9	M	183
Bennelong	85+	Year 10	F	648
Bennelong	85+	Year 10	M	280
Bennelong	85+	Year 11	F	67
Bennelong	85+	Year 11	M	53
Bennelong	85+	Year 12	F	526
Bennelong	85+	Year 12	M	507
Berowra	15-19		F	129
Berowra	15-19		M	128
Berowra	15-19	Did not go to school	F	3
Berowra	15-19	Did not go to school	M	3
Berowra	15-19	Year 8 or below	F	6
Berowra	15-19	Year 8 or below	M	4
Berowra	15-19	Year 9	F	38
Berowra	15-19	Year 9	M	46
Berowra	15-19	Year 10	F	126
Berowra	15-19	Year 10	M	279
Berowra	15-19	Year 11	F	93
Berowra	15-19	Year 11	M	154
Berowra	15-19	Year 12	F	1498
Berowra	15-19	Year 12	M	1417
Berowra	20-24		F	135
Berowra	20-24		M	138
Berowra	20-24	Did not go to school	F	8
Berowra	20-24	Did not go to school	M	4
Berowra	20-24	Year 8 or below	F	10
Berowra	20-24	Year 8 or below	M	3
Berowra	20-24	Year 9	F	20
Berowra	20-24	Year 9	M	28
Berowra	20-24	Year 10	F	170
Berowra	20-24	Year 10	M	356
Berowra	20-24	Year 11	F	101
Berowra	20-24	Year 11	M	166
Berowra	20-24	Year 12	F	3792
Berowra	20-24	Year 12	M	3947
Berowra	25-34		F	249
Berowra	25-34		M	274
Berowra	25-34	Did not go to school	F	17
Berowra	25-34	Did not go to school	M	20
Berowra	25-34	Year 8 or below	F	21
Berowra	25-34	Year 8 or below	M	19
Berowra	25-34	Year 9	F	36
Berowra	25-34	Year 9	M	66
Berowra	25-34	Year 10	F	319
Berowra	25-34	Year 10	M	649
Berowra	25-34	Year 11	F	167
Berowra	25-34	Year 11	M	238
Berowra	25-34	Year 12	F	5523
Berowra	25-34	Year 12	M	5114
Berowra	35-44		F	337
Berowra	35-44		M	370
Berowra	35-44	Did not go to school	F	14
Berowra	35-44	Did not go to school	M	35
Berowra	35-44	Year 8 or below	F	25
Berowra	35-44	Year 8 or below	M	46
Berowra	35-44	Year 9	F	55
Berowra	35-44	Year 9	M	93
Berowra	35-44	Year 10	F	710
Berowra	35-44	Year 10	M	946
Berowra	35-44	Year 11	F	237
Berowra	35-44	Year 11	M	281
Berowra	35-44	Year 12	F	8745
Berowra	35-44	Year 12	M	7275
Berowra	45-54		F	413
Berowra	45-54		M	386
Berowra	45-54	Did not go to school	F	35
Berowra	45-54	Did not go to school	M	37
Berowra	45-54	Year 8 or below	F	68
Berowra	45-54	Year 8 or below	M	88
Berowra	45-54	Year 9	F	116
Berowra	45-54	Year 9	M	159
Berowra	45-54	Year 10	F	2013
Berowra	45-54	Year 10	M	1997
Berowra	45-54	Year 11	F	438
Berowra	45-54	Year 11	M	429
Berowra	45-54	Year 12	F	8489
Berowra	45-54	Year 12	M	7458
Berowra	55-64		F	374
Berowra	55-64		M	360
Berowra	55-64	Did not go to school	F	42
Berowra	55-64	Did not go to school	M	35
Berowra	55-64	Year 8 or below	F	184
Berowra	55-64	Year 8 or below	M	143
Berowra	55-64	Year 9	F	254
Berowra	55-64	Year 9	M	180
Berowra	55-64	Year 10	F	2218
Berowra	55-64	Year 10	M	1701
Berowra	55-64	Year 11	F	389
Berowra	55-64	Year 11	M	366
Berowra	55-64	Year 12	F	6251
Berowra	55-64	Year 12	M	6463
Berowra	65-74		F	386
Berowra	65-74		M	338
Berowra	65-74	Did not go to school	F	58
Berowra	65-74	Did not go to school	M	46
Berowra	65-74	Year 8 or below	F	275
Berowra	65-74	Year 8 or below	M	244
Berowra	65-74	Year 9	F	611
Berowra	65-74	Year 9	M	498
Berowra	65-74	Year 10	F	2157
Berowra	65-74	Year 10	M	1382
Berowra	65-74	Year 11	F	317
Berowra	65-74	Year 11	M	278
Berowra	65-74	Year 12	F	3256
Berowra	65-74	Year 12	M	3914
Berowra	75-84		F	451
Berowra	75-84		M	350
Berowra	75-84	Did not go to school	F	89
Berowra	75-84	Did not go to school	M	55
Berowra	75-84	Year 8 or below	F	304
Berowra	75-84	Year 8 or below	M	260
Berowra	75-84	Year 9	F	441
Berowra	75-84	Year 9	M	314
Berowra	75-84	Year 10	F	1162
Berowra	75-84	Year 10	M	765
Berowra	75-84	Year 11	F	153
Berowra	75-84	Year 11	M	139
Berowra	75-84	Year 12	F	1252
Berowra	75-84	Year 12	M	1503
Berowra	85+		F	684
Berowra	85+		M	277
Berowra	85+	Did not go to school	F	66
Berowra	85+	Did not go to school	M	33
Berowra	85+	Year 8 or below	F	288
Berowra	85+	Year 8 or below	M	126
Berowra	85+	Year 9	F	271
Berowra	85+	Year 9	M	124
Berowra	85+	Year 10	F	499
Berowra	85+	Year 10	M	243
Berowra	85+	Year 11	F	55
Berowra	85+	Year 11	M	49
Berowra	85+	Year 12	F	482
Berowra	85+	Year 12	M	445
Blaxland	15-19		F	304
Blaxland	15-19		M	314
Blaxland	15-19	Did not go to school	F	9
Blaxland	15-19	Did not go to school	M	14
Blaxland	15-19	Year 8 or below	F	14
Blaxland	15-19	Year 8 or below	M	20
Blaxland	15-19	Year 9	F	54
Blaxland	15-19	Year 9	M	93
Blaxland	15-19	Year 10	F	193
Blaxland	15-19	Year 10	M	365
Blaxland	15-19	Year 11	F	207
Blaxland	15-19	Year 11	M	278
Blaxland	15-19	Year 12	F	1769
Blaxland	15-19	Year 12	M	1702
Blaxland	20-24		F	475
Blaxland	20-24		M	549
Blaxland	20-24	Did not go to school	F	49
Blaxland	20-24	Did not go to school	M	152
Blaxland	20-24	Year 8 or below	F	58
Blaxland	20-24	Year 8 or below	M	152
Blaxland	20-24	Year 9	F	81
Blaxland	20-24	Year 9	M	132
Blaxland	20-24	Year 10	F	380
Blaxland	20-24	Year 10	M	701
Blaxland	20-24	Year 11	F	250
Blaxland	20-24	Year 11	M	358
Blaxland	20-24	Year 12	F	5238
Blaxland	20-24	Year 12	M	5439
Blaxland	25-34		F	924
Blaxland	25-34		M	1297
Blaxland	25-34	Did not go to school	F	226
Blaxland	25-34	Did not go to school	M	486
Blaxland	25-34	Year 8 or below	F	242
Blaxland	25-34	Year 8 or below	M	521
Blaxland	25-34	Year 9	F	247
Blaxland	25-34	Year 9	M	402
Blaxland	25-34	Year 10	F	1165
Blaxland	25-34	Year 10	M	1605
Blaxland	25-34	Year 11	F	499
Blaxland	25-34	Year 11	M	610
Blaxland	25-34	Year 12	F	10924
Blaxland	25-34	Year 12	M	11211
Blaxland	35-44		F	770
Blaxland	35-44		M	889
Blaxland	35-44	Did not go to school	F	301
Blaxland	35-44	Did not go to school	M	429
Blaxland	35-44	Year 8 or below	F	461
Blaxland	35-44	Year 8 or below	M	626
Blaxland	35-44	Year 9	F	384
Blaxland	35-44	Year 9	M	436
Blaxland	35-44	Year 10	F	1377
Blaxland	35-44	Year 10	M	1597
Blaxland	35-44	Year 11	F	440
Blaxland	35-44	Year 11	M	496
Blaxland	35-44	Year 12	F	7104
Blaxland	35-44	Year 12	M	7038
Blaxland	45-54		F	744
Blaxland	45-54		M	818
Blaxland	45-54	Did not go to school	F	587
Blaxland	45-54	Did not go to school	M	480
Blaxland	45-54	Year 8 or below	F	802
Blaxland	45-54	Year 8 or below	M	727
Blaxland	45-54	Year 9	F	475
Blaxland	45-54	Year 9	M	491
Blaxland	45-54	Year 10	F	2173
Blaxland	45-54	Year 10	M	2127
Blaxland	45-54	Year 11	F	411
Blaxland	45-54	Year 11	M	486
Blaxland	45-54	Year 12	F	5025
Blaxland	45-54	Year 12	M	5146
Blaxland	55-64		F	631
Blaxland	55-64		M	680
Blaxland	55-64	Did not go to school	F	665
Blaxland	55-64	Did not go to school	M	420
Blaxland	55-64	Year 8 or below	F	1167
Blaxland	55-64	Year 8 or below	M	869
Blaxland	55-64	Year 9	F	581
Blaxland	55-64	Year 9	M	476
Blaxland	55-64	Year 10	F	1993
Blaxland	55-64	Year 10	M	1856
Blaxland	55-64	Year 11	F	251
Blaxland	55-64	Year 11	M	317
Blaxland	55-64	Year 12	F	3512
Blaxland	55-64	Year 12	M	4174
Blaxland	65-74		F	553
Blaxland	65-74		M	582
Blaxland	65-74	Did not go to school	F	485
Blaxland	65-74	Did not go to school	M	362
Blaxland	65-74	Year 8 or below	F	1069
Blaxland	65-74	Year 8 or below	M	946
Blaxland	65-74	Year 9	F	580
Blaxland	65-74	Year 9	M	544
Blaxland	65-74	Year 10	F	1344
Blaxland	65-74	Year 10	M	1130
Blaxland	65-74	Year 11	F	128
Blaxland	65-74	Year 11	M	140
Blaxland	65-74	Year 12	F	1435
Blaxland	65-74	Year 12	M	2026
Blaxland	75-84		F	480
Blaxland	75-84		M	395
Blaxland	75-84	Did not go to school	F	494
Blaxland	75-84	Did not go to school	M	246
Blaxland	75-84	Year 8 or below	F	925
Blaxland	75-84	Year 8 or below	M	708
Blaxland	75-84	Year 9	F	371
Blaxland	75-84	Year 9	M	251
Blaxland	75-84	Year 10	F	641
Blaxland	75-84	Year 10	M	577
Blaxland	75-84	Year 11	F	58
Blaxland	75-84	Year 11	M	58
Blaxland	75-84	Year 12	F	558
Blaxland	75-84	Year 12	M	696
Blaxland	85+		F	410
Blaxland	85+		M	239
Blaxland	85+	Did not go to school	F	237
Blaxland	85+	Did not go to school	M	87
Blaxland	85+	Year 8 or below	F	593
Blaxland	85+	Year 8 or below	M	306
Blaxland	85+	Year 9	F	277
Blaxland	85+	Year 9	M	133
Blaxland	85+	Year 10	F	306
Blaxland	85+	Year 10	M	188
Blaxland	85+	Year 11	F	24
Blaxland	85+	Year 11	M	20
Blaxland	85+	Year 12	F	215
Blaxland	85+	Year 12	M	219
Bradfield	15-19		F	180
Bradfield	15-19		M	229
Bradfield	15-19	Year 8 or below	F	7
Bradfield	15-19	Year 8 or below	M	13
Bradfield	15-19	Year 9	F	32
Bradfield	15-19	Year 9	M	42
Bradfield	15-19	Year 10	F	69
Bradfield	15-19	Year 10	M	98
Bradfield	15-19	Year 11	F	64
Bradfield	15-19	Year 11	M	81
Bradfield	15-19	Year 12	F	1544
Bradfield	15-19	Year 12	M	1471
Bradfield	20-24		F	195
Bradfield	20-24		M	167
Bradfield	20-24	Did not go to school	F	4
Bradfield	20-24	Did not go to school	M	8
Bradfield	20-24	Year 8 or below	F	5
Bradfield	20-24	Year 8 or below	M	9
Bradfield	20-24	Year 9	F	13
Bradfield	20-24	Year 9	M	12
Bradfield	20-24	Year 10	F	95
Bradfield	20-24	Year 10	M	134
Bradfield	20-24	Year 11	F	64
Bradfield	20-24	Year 11	M	95
Bradfield	20-24	Year 12	F	4187
Bradfield	20-24	Year 12	M	4063
Bradfield	25-34		F	374
Bradfield	25-34		M	377
Bradfield	25-34	Did not go to school	F	31
Bradfield	25-34	Did not go to school	M	26
Bradfield	25-34	Year 8 or below	F	15
Bradfield	25-34	Year 8 or below	M	16
Bradfield	25-34	Year 9	F	37
Bradfield	25-34	Year 9	M	40
Bradfield	25-34	Year 10	F	181
Bradfield	25-34	Year 10	M	272
Bradfield	25-34	Year 11	F	131
Bradfield	25-34	Year 11	M	135
Bradfield	25-34	Year 12	F	8132
Bradfield	25-34	Year 12	M	7144
Bradfield	35-44		F	433
Bradfield	35-44		M	363
Bradfield	35-44	Did not go to school	F	37
Bradfield	35-44	Did not go to school	M	35
Bradfield	35-44	Year 8 or below	F	34
Bradfield	35-44	Year 8 or below	M	31
Bradfield	35-44	Year 9	F	48
Bradfield	35-44	Year 9	M	42
Bradfield	35-44	Year 10	F	304
Bradfield	35-44	Year 10	M	353
Bradfield	35-44	Year 11	F	168
Bradfield	35-44	Year 11	M	182
Bradfield	35-44	Year 12	F	10851
Bradfield	35-44	Year 12	M	9487
Bradfield	45-54		F	467
Bradfield	45-54		M	444
Bradfield	45-54	Did not go to school	F	48
Bradfield	45-54	Did not go to school	M	36
Bradfield	45-54	Year 8 or below	F	64
Bradfield	45-54	Year 8 or below	M	43
Bradfield	45-54	Year 9	F	64
Bradfield	45-54	Year 9	M	73
Bradfield	45-54	Year 10	F	908
Bradfield	45-54	Year 10	M	793
Bradfield	45-54	Year 11	F	329
Bradfield	45-54	Year 11	M	269
Bradfield	45-54	Year 12	F	10608
Bradfield	45-54	Year 12	M	9496
Bradfield	55-64		F	339
Bradfield	55-64		M	331
Bradfield	55-64	Did not go to school	F	69
Bradfield	55-64	Did not go to school	M	44
Bradfield	55-64	Year 8 or below	F	157
Bradfield	55-64	Year 8 or below	M	90
Bradfield	55-64	Year 9	F	142
Bradfield	55-64	Year 9	M	81
Bradfield	55-64	Year 10	F	1155
Bradfield	55-64	Year 10	M	660
Bradfield	55-64	Year 11	F	303
Bradfield	55-64	Year 11	M	212
Bradfield	55-64	Year 12	F	6998
Bradfield	55-64	Year 12	M	6976
Bradfield	65-74		F	421
Bradfield	65-74		M	331
Bradfield	65-74	Did not go to school	F	60
Bradfield	65-74	Did not go to school	M	30
Bradfield	65-74	Year 8 or below	F	181
Bradfield	65-74	Year 8 or below	M	119
Bradfield	65-74	Year 9	F	328
Bradfield	65-74	Year 9	M	207
Bradfield	65-74	Year 10	F	1246
Bradfield	65-74	Year 10	M	604
Bradfield	65-74	Year 11	F	389
Bradfield	65-74	Year 11	M	217
Bradfield	65-74	Year 12	F	4499
Bradfield	65-74	Year 12	M	4767
Bradfield	75-84		F	482
Bradfield	75-84		M	326
Bradfield	75-84	Did not go to school	F	75
Bradfield	75-84	Did not go to school	M	49
Bradfield	75-84	Year 8 or below	F	251
Bradfield	75-84	Year 8 or below	M	157
Bradfield	75-84	Year 9	F	277
Bradfield	75-84	Year 9	M	175
Bradfield	75-84	Year 10	F	1092
Bradfield	75-84	Year 10	M	512
Bradfield	75-84	Year 11	F	292
Bradfield	75-84	Year 11	M	174
Bradfield	75-84	Year 12	F	2344
Bradfield	75-84	Year 12	M	2555
Bradfield	85+		F	726
Bradfield	85+		M	320
Bradfield	85+	Did not go to school	F	57
Bradfield	85+	Did not go to school	M	20
Bradfield	85+	Year 8 or below	F	219
Bradfield	85+	Year 8 or below	M	105
Bradfield	85+	Year 9	F	265
Bradfield	85+	Year 9	M	117
Bradfield	85+	Year 10	F	652
Bradfield	85+	Year 10	M	270
Bradfield	85+	Year 11	F	135
Bradfield	85+	Year 11	M	72
Bradfield	85+	Year 12	F	1151
Bradfield	85+	Year 12	M	1004
Calare	15-19		F	402
Calare	15-19		M	456
Calare	15-19	Did not go to school	F	3
Calare	15-19	Did not go to school	M	3
Calare	15-19	Year 8 or below	F	16
Calare	15-19	Year 8 or below	M	38
Calare	15-19	Year 9	F	109
Calare	15-19	Year 9	M	143
Calare	15-19	Year 10	F	382
Calare	15-19	Year 10	M	633
Calare	15-19	Year 11	F	231
Calare	15-19	Year 11	M	335
