CED_NAME16	CountryOfBirth	YearOfArrival.max	persons_born_overseas
Banks	IRL	1965	25
Banks	IRL	1975	65
Banks	IRL	1985	29
Banks	IRL	1995	59
Banks	IRL	2005	55
Banks	IRL	2010	29
Banks	IRL	2011	3
Banks	IRL	2012	5
Banks	IRL	2013	8
Banks	IRL	2014	7
Banks	IRL	2015	5
Banks	IRL	2016	6
Banks	IRN		3
Banks	IRN	1975	10
Banks	IRN	1985	9
Banks	IRN	1995	34
Banks	IRN	2005	44
Banks	IRN	2010	24
Banks	IRN	2011	11
Banks	IRN	2012	15
Banks	IRN	2013	16
Banks	IRN	2015	9
Banks	IRQ	1975	4
Banks	IRQ	1985	9
Banks	IRQ	1995	30
Banks	IRQ	2005	67
Banks	IRQ	2010	23
Banks	IRQ	2011	5
Banks	IRQ	2012	13
Banks	IRQ	2013	13
Banks	IRQ	2014	9
Banks	ITA		38
Banks	ITA	1946	15
Banks	ITA	1955	184
Banks	ITA	1965	361
Banks	ITA	1975	242
Banks	ITA	1985	45
Banks	ITA	1995	13
Banks	ITA	2005	11
Banks	ITA	2010	16
Banks	ITA	2012	10
Banks	ITA	2013	11
Banks	ITA	2014	11
Banks	ITA	2015	5
Banks	ITA	2016	3
Banks	JPN		16
Banks	JPN	1975	3
Banks	JPN	1985	14
Banks	JPN	1995	69
Banks	JPN	2005	91
Banks	JPN	2010	48
Banks	JPN	2011	8
Banks	JPN	2012	22
Banks	JPN	2013	3
Banks	JPN	2014	5
Banks	JPN	2015	12
Banks	JPN	2016	6
Banks	KOR		14
Banks	KOR	1965	3
Banks	KOR	1975	15
Banks	KOR	1985	63
Banks	KOR	1995	124
Banks	KOR	2005	157
Banks	KOR	2010	88
Banks	KOR	2011	14
Banks	KOR	2012	17
Banks	KOR	2013	16
Banks	KOR	2014	15
Banks	KOR	2015	20
Banks	KOR	2016	15
Banks	LBN		87
Banks	LBN	1955	33
Banks	LBN	1965	88
Banks	LBN	1975	600
Banks	LBN	1985	522
Banks	LBN	1995	576
Banks	LBN	2005	322
Banks	LBN	2010	121
Banks	LBN	2011	31
Banks	LBN	2012	12
Banks	LBN	2013	19
Banks	LBN	2014	35
Banks	LBN	2015	22
Banks	LBN	2016	12
Banks	LKA		9
Banks	LKA	1965	10
Banks	LKA	1975	19
Banks	LKA	1985	21
Banks	LKA	1995	62
Banks	LKA	2005	59
Banks	LKA	2010	30
Banks	LKA	2011	11
Banks	LKA	2012	13
Banks	LKA	2013	9
Banks	LKA	2014	10
Banks	LKA	2015	4
Banks	LKA	2016	6
Banks	MKD		29
Banks	MKD	1955	3
Banks	MKD	1965	90
Banks	MKD	1975	737
Banks	MKD	1985	130
Banks	MKD	1995	253
Banks	MKD	2005	131
Banks	MKD	2010	43
Banks	MKD	2011	9
Banks	MKD	2012	8
Banks	MKD	2013	9
Banks	MKD	2014	16
Banks	MKD	2015	11
Banks	MKD	2016	10
Banks	MLT		15
Banks	MLT	1955	117
Banks	MLT	1965	72
Banks	MLT	1975	41
Banks	MLT	1985	15
Banks	MLT	1995	9
Banks	MYS		33
Banks	MYS	1965	16
Banks	MYS	1975	70
Banks	MYS	1985	158
Banks	MYS	1995	303
Banks	MYS	2005	211
Banks	MYS	2010	130
Banks	MYS	2011	27
Banks	MYS	2012	21
Banks	MYS	2013	26
Banks	MYS	2014	29
Banks	MYS	2015	25
Banks	MYS	2016	21
Banks	NLD		3
Banks	NLD	1955	43
Banks	NLD	1965	32
Banks	NLD	1975	15
Banks	NLD	1985	8
Banks	NLD	1995	4
Banks	NLD	2005	17
Banks	NLD	2010	7
Banks	NLD	2011	3
Banks	NZL		98
Banks	NZL	1946	12
Banks	NZL	1955	14
Banks	NZL	1965	36
Banks	NZL	1975	141
Banks	NZL	1985	359
Banks	NZL	1995	455
Banks	NZL	2005	715
Banks	NZL	2010	292
Banks	NZL	2011	104
Banks	NZL	2012	60
Banks	NZL	2013	66
Banks	NZL	2014	52
Banks	NZL	2015	60
Banks	NZL	2016	37
Banks	PAK		4
Banks	PAK	1975	5
Banks	PAK	1985	6
Banks	PAK	1995	52
Banks	PAK	2005	53
Banks	PAK	2010	64
Banks	PAK	2011	19
Banks	PAK	2012	23
Banks	PAK	2013	23
Banks	PAK	2014	34
Banks	PAK	2015	35
Banks	PAK	2016	18
Banks	PHL		55
Banks	PHL	1965	9
Banks	PHL	1975	54
Banks	PHL	1985	212
Banks	PHL	1995	509
Banks	PHL	2005	385
Banks	PHL	2010	351
Banks	PHL	2011	76
Banks	PHL	2012	103
Banks	PHL	2013	101
Banks	PHL	2014	131
Banks	PHL	2015	110
Banks	PHL	2016	69
Banks	POL		8
Banks	POL	1955	28
Banks	POL	1965	16
Banks	POL	1975	11
Banks	POL	1985	71
Banks	POL	1995	47
Banks	POL	2005	38
Banks	POL	2010	14
Banks	POL	2011	3
Banks	POL	2012	7
Banks	POL	2013	3
Banks	POL	2015	10
Banks	SGP	1965	10
Banks	SGP	1975	28
Banks	SGP	1985	44
Banks	SGP	1995	54
Banks	SGP	2005	65
Banks	SGP	2010	52
Banks	SGP	2011	6
Banks	SGP	2012	10
Banks	SGP	2013	9
Banks	SGP	2014	6
Banks	SGP	2015	10
Banks	SGP	2016	3
Banks	THA		30
Banks	THA	1975	3
Banks	THA	1985	51
Banks	THA	1995	78
Banks	THA	2005	184
Banks	THA	2010	136
Banks	THA	2011	14
Banks	THA	2012	25
Banks	THA	2013	30
Banks	THA	2014	35
Banks	THA	2015	32
Banks	THA	2016	13
Banks	TUR		4
Banks	TUR	1965	5
Banks	TUR	1975	62
Banks	TUR	1985	21
Banks	TUR	1995	18
Banks	TUR	2005	28
Banks	TUR	2010	6
Banks	TUR	2011	4
Banks	TUR	2012	4
Banks	TUR	2016	3
Banks	USA		6
Banks	USA	1965	7
Banks	USA	1975	36
Banks	USA	1985	42
Banks	USA	1995	48
Banks	USA	2005	68
Banks	USA	2010	62
Banks	USA	2011	13
Banks	USA	2012	15
Banks	USA	2013	19
Banks	USA	2014	16
Banks	USA	2015	14
Banks	USA	2016	14
Banks	VNM		64
Banks	VNM	1965	3
Banks	VNM	1975	28
Banks	VNM	1985	948
Banks	VNM	1995	705
Banks	VNM	2005	291
Banks	VNM	2010	233
Banks	VNM	2011	40
Banks	VNM	2012	39
Banks	VNM	2013	67
Banks	VNM	2014	62
Banks	VNM	2015	41
Banks	VNM	2016	9
Banks	ZAF		16
Banks	ZAF	1965	3
Banks	ZAF	1975	33
Banks	ZAF	1985	107
Banks	ZAF	1995	87
Banks	ZAF	2005	138
Banks	ZAF	2010	31
Banks	ZAF	2011	24
Banks	ZAF	2012	4
Banks	ZAF	2013	3
Banks	ZAF	2014	8
Banks	ZAF	2015	6
Banks	ZAF	2016	3
Banks	ZWE	1965	3
Banks	ZWE	1975	4
Banks	ZWE	1985	17
Banks	ZWE	1995	6
Banks	ZWE	2005	29
Banks	ZWE	2010	27
Banks	ZWE	2013	4
Banks	ZWE	2014	4
Banks	ZWE	2015	3
Barton			779
Barton		1946	15
Barton		1955	197
Barton		1965	417
Barton		1975	1807
Barton		1985	1252
Barton		1995	1891
Barton		2005	2435
Barton		2010	4079
Barton		2011	571
Barton		2012	673
Barton		2013	1314
Barton		2014	1649
Barton		2015	2002
Barton		2016	1551
Barton	CAN		3
Barton	CAN	1955	3
Barton	CAN	1965	4
Barton	CAN	1975	15
Barton	CAN	1985	24
Barton	CAN	1995	37
Barton	CAN	2005	35
Barton	CAN	2010	25
Barton	CAN	2011	9
Barton	CAN	2012	5
Barton	CAN	2013	3
Barton	CAN	2014	6
Barton	CAN	2015	11
Barton	CAN	2016	11
Barton	CHN		770
Barton	CHN	1946	9
Barton	CHN	1955	56
Barton	CHN	1965	122
Barton	CHN	1975	174
Barton	CHN	1985	518
Barton	CHN	1995	3695
Barton	CHN	2005	4847
Barton	CHN	2010	4086
Barton	CHN	2011	778
Barton	CHN	2012	866
Barton	CHN	2013	951
Barton	CHN	2014	1191
Barton	CHN	2015	1241
Barton	CHN	2016	635
Barton	DEU		15
Barton	DEU	1955	39
Barton	DEU	1965	37
Barton	DEU	1975	45
Barton	DEU	1985	46
Barton	DEU	1995	32
Barton	DEU	2005	50
Barton	DEU	2010	33
Barton	DEU	2011	3
Barton	DEU	2012	13
Barton	DEU	2013	7
Barton	DEU	2014	8
Barton	DEU	2015	13
Barton	DEU	2016	4
Barton	EGY		63
Barton	EGY	1955	56
Barton	EGY	1965	192
Barton	EGY	1975	360
Barton	EGY	1985	95
Barton	EGY	1995	255
Barton	EGY	2005	112
Barton	EGY	2010	122
Barton	EGY	2011	18
Barton	EGY	2012	29
Barton	EGY	2013	45
Barton	EGY	2014	15
Barton	EGY	2015	30
Barton	EGY	2016	3
Barton	FJI		42
Barton	FJI	1965	10
Barton	FJI	1975	46
Barton	FJI	1985	168
Barton	FJI	1995	293
Barton	FJI	2005	205
Barton	FJI	2010	70
Barton	FJI	2011	15
Barton	FJI	2012	11
Barton	FJI	2013	15
Barton	FJI	2014	19
Barton	FJI	2015	7
Barton	FJI	2016	15
Barton	GBR		83
Barton	GBR	1946	17
Barton	GBR	1955	124
Barton	GBR	1965	274
Barton	GBR	1975	491
Barton	GBR	1985	276
Barton	GBR	1995	312
Barton	GBR	2005	403
Barton	GBR	2010	273
Barton	GBR	2011	78
Barton	GBR	2012	71
Barton	GBR	2013	96
Barton	GBR	2014	54
Barton	GBR	2015	69
Barton	GBR	2016	23
Barton	GRC		263
Barton	GRC	1946	6
Barton	GRC	1955	392
Barton	GRC	1965	2515
Barton	GRC	1975	1582
Barton	GRC	1985	217
Barton	GRC	1995	96
Barton	GRC	2005	61
Barton	GRC	2010	46
Barton	GRC	2011	26
Barton	GRC	2012	77
Barton	GRC	2013	68
Barton	GRC	2014	47
Barton	GRC	2015	44
Barton	GRC	2016	21
Barton	HKG		56
Barton	HKG	1955	3
Barton	HKG	1965	32
Barton	HKG	1975	108
Barton	HKG	1985	454
Barton	HKG	1995	921
Barton	HKG	2005	465
Barton	HKG	2010	177
Barton	HKG	2011	38
Barton	HKG	2012	47
Barton	HKG	2013	55
Barton	HKG	2014	57
Barton	HKG	2015	54
Barton	HKG	2016	18
Barton	HRV		19
Barton	HRV	1955	9
Barton	HRV	1965	132
Barton	HRV	1975	198
Barton	HRV	1985	25
Barton	HRV	1995	55
Barton	HRV	2005	40
Barton	HRV	2010	11
Barton	HRV	2013	4
Barton	HRV	2014	4
Barton	HRV	2016	4
Barton	IDN		35
Barton	IDN	1946	4
Barton	IDN	1955	3
Barton	IDN	1965	8
Barton	IDN	1975	31
Barton	IDN	1985	212
Barton	IDN	1995	344
Barton	IDN	2005	677
Barton	IDN	2010	360
Barton	IDN	2011	71
Barton	IDN	2012	51
Barton	IDN	2013	49
Barton	IDN	2014	85
Barton	IDN	2015	62
Barton	IDN	2016	44
Barton	IND		85
Barton	IND	1946	3
Barton	IND	1955	4
Barton	IND	1965	7
Barton	IND	1975	108
Barton	IND	1985	54
Barton	IND	1995	206
Barton	IND	2005	432
Barton	IND	2010	627
Barton	IND	2011	139
Barton	IND	2012	172
Barton	IND	2013	232
Barton	IND	2014	234
Barton	IND	2015	318
Barton	IND	2016	255
Barton	IRL		15
Barton	IRL	1955	5
Barton	IRL	1965	10
Barton	IRL	1975	59
Barton	IRL	1985	15
Barton	IRL	1995	80
Barton	IRL	2005	89
Barton	IRL	2010	64
Barton	IRL	2011	38
Barton	IRL	2012	39
Barton	IRL	2013	31
Barton	IRL	2014	14
Barton	IRL	2015	13
Barton	IRL	2016	9
Barton	IRN		11
Barton	IRN	1975	5
Barton	IRN	1985	14
Barton	IRN	1995	42
Barton	IRN	2005	37
Barton	IRN	2010	60
Barton	IRN	2011	13
Barton	IRN	2012	34
Barton	IRN	2013	42
Barton	IRN	2014	16
Barton	IRN	2015	10
Barton	IRN	2016	3
Barton	IRQ	1975	6
Barton	IRQ	1985	9
Barton	IRQ	1995	32
Barton	IRQ	2005	57
Barton	IRQ	2010	23
Barton	IRQ	2012	5
Barton	IRQ	2013	3
Barton	IRQ	2014	3
Barton	IRQ	2016	4
Barton	ITA		142
Barton	ITA	1946	5
Barton	ITA	1955	356
Barton	ITA	1965	896
Barton	ITA	1975	451
Barton	ITA	1985	61
Barton	ITA	1995	35
Barton	ITA	2005	51
Barton	ITA	2010	41
Barton	ITA	2011	14
Barton	ITA	2012	19
Barton	ITA	2013	26
Barton	ITA	2014	37
Barton	ITA	2015	23
Barton	ITA	2016	6
Barton	JPN		24
Barton	JPN	1965	5
Barton	JPN	1975	5
Barton	JPN	1985	22
Barton	JPN	1995	96
Barton	JPN	2005	137
Barton	JPN	2010	67
Barton	JPN	2011	9
Barton	JPN	2012	20
Barton	JPN	2013	14
Barton	JPN	2014	25
Barton	JPN	2015	26
Barton	JPN	2016	23
Barton	KOR		37
Barton	KOR	1975	8
Barton	KOR	1985	80
Barton	KOR	1995	118
Barton	KOR	2005	159
Barton	KOR	2010	117
Barton	KOR	2011	25
Barton	KOR	2012	25
Barton	KOR	2013	37
Barton	KOR	2014	24
Barton	KOR	2015	21
Barton	KOR	2016	24
Barton	LBN		192
Barton	LBN	1946	3
Barton	LBN	1955	44
Barton	LBN	1965	162
Barton	LBN	1975	866
Barton	LBN	1985	862
Barton	LBN	1995	897
Barton	LBN	2005	440
Barton	LBN	2010	231
Barton	LBN	2011	28
Barton	LBN	2012	57
Barton	LBN	2013	37
Barton	LBN	2014	45
Barton	LBN	2015	52
Barton	LBN	2016	20
Barton	LKA		10
Barton	LKA	1965	4
Barton	LKA	1975	19
Barton	LKA	1985	17
Barton	LKA	1995	61
Barton	LKA	2005	22
Barton	LKA	2010	42
Barton	LKA	2011	9
Barton	LKA	2012	12
Barton	LKA	2013	7
Barton	LKA	2014	3
Barton	LKA	2015	8
Barton	LKA	2016	3
Barton	MKD		110
Barton	MKD	1946	3
Barton	MKD	1955	4
Barton	MKD	1965	293
Barton	MKD	1975	1644
Barton	MKD	1985	279
Barton	MKD	1995	393
Barton	MKD	2005	231
Barton	MKD	2010	106
Barton	MKD	2011	17
Barton	MKD	2012	16
Barton	MKD	2013	43
Barton	MKD	2014	35
Barton	MKD	2015	11
Barton	MKD	2016	14
Barton	MLT		11
Barton	MLT	1946	3
Barton	MLT	1955	125
Barton	MLT	1965	130
Barton	MLT	1975	44
Barton	MLT	1985	22
Barton	MLT	1995	5
Barton	MLT	2005	3
Barton	MYS		39
Barton	MYS	1946	3
Barton	MYS	1965	22
Barton	MYS	1975	60
Barton	MYS	1985	179
Barton	MYS	1995	260
Barton	MYS	2005	238
Barton	MYS	2010	129
Barton	MYS	2011	25
Barton	MYS	2012	51
Barton	MYS	2013	34
Barton	MYS	2014	29
Barton	MYS	2015	63
Barton	MYS	2016	41
Barton	NLD	1955	28
Barton	NLD	1965	16
Barton	NLD	1975	16
Barton	NLD	1985	16
Barton	NLD	1995	5
Barton	NLD	2005	18
Barton	NLD	2010	9
Barton	NLD	2012	3
Barton	NZL		102
Barton	NZL	1946	7
Barton	NZL	1955	9
Barton	NZL	1965	36
Barton	NZL	1975	120
Barton	NZL	1985	365
Barton	NZL	1995	453
Barton	NZL	2005	775
Barton	NZL	2010	358
Barton	NZL	2011	83
Barton	NZL	2012	64
Barton	NZL	2013	78
Barton	NZL	2014	54
Barton	NZL	2015	60
Barton	NZL	2016	43
Barton	PAK		14
Barton	PAK	1975	3
Barton	PAK	1985	17
Barton	PAK	1995	34
Barton	PAK	2005	66
Barton	PAK	2010	73
Barton	PAK	2011	13
Barton	PAK	2012	40
Barton	PAK	2013	22
Barton	PAK	2014	21
Barton	PAK	2015	44
Barton	PAK	2016	25
Barton	PHL		94
Barton	PHL	1965	6
Barton	PHL	1975	73
Barton	PHL	1985	262
Barton	PHL	1995	696
Barton	PHL	2005	480
Barton	PHL	2010	572
Barton	PHL	2011	137
Barton	PHL	2012	162
Barton	PHL	2013	188
Barton	PHL	2014	166
Barton	PHL	2015	158
Barton	PHL	2016	125
Barton	POL		9
Barton	POL	1955	13
Barton	POL	1965	13
Barton	POL	1975	7
Barton	POL	1985	64
Barton	POL	1995	48
Barton	POL	2005	37
Barton	POL	2010	50
Barton	POL	2011	15
Barton	POL	2012	17
Barton	POL	2013	17
Barton	POL	2014	24
Barton	POL	2015	20
Barton	POL	2016	18
Barton	SGP		7
Barton	SGP	1965	6
Barton	SGP	1975	26
Barton	SGP	1985	55
Barton	SGP	1995	75
Barton	SGP	2005	125
Barton	SGP	2010	54
Barton	SGP	2011	13
Barton	SGP	2012	19
Barton	SGP	2013	13
Barton	SGP	2014	11
Barton	SGP	2015	16
Barton	SGP	2016	10
Barton	THA		57
Barton	THA	1975	7
Barton	THA	1985	47
Barton	THA	1995	146
Barton	THA	2005	319
Barton	THA	2010	255
Barton	THA	2011	33
Barton	THA	2012	53
Barton	THA	2013	69
Barton	THA	2014	79
Barton	THA	2015	91
Barton	THA	2016	40
Barton	TUR		10
Barton	TUR	1965	6
Barton	TUR	1975	108
Barton	TUR	1985	66
Barton	TUR	1995	77
Barton	TUR	2005	67
Barton	TUR	2010	36
Barton	TUR	2011	8
Barton	TUR	2012	3
Barton	TUR	2013	12
Barton	TUR	2014	9
Barton	TUR	2015	8
Barton	TUR	2016	11
Barton	USA		20
Barton	USA	1965	6
Barton	USA	1975	36
Barton	USA	1985	30
Barton	USA	1995	63
Barton	USA	2005	84
Barton	USA	2010	74
Barton	USA	2011	18
Barton	USA	2012	29
Barton	USA	2013	29
Barton	USA	2014	25
Barton	USA	2015	29
Barton	USA	2016	23
Barton	VNM		111
Barton	VNM	1955	3
Barton	VNM	1975	28
Barton	VNM	1985	930
Barton	VNM	1995	644
Barton	VNM	2005	362
Barton	VNM	2010	326
Barton	VNM	2011	59
Barton	VNM	2012	75
Barton	VNM	2013	100
Barton	VNM	2014	113
Barton	VNM	2015	131
Barton	VNM	2016	76
Barton	ZAF		11
Barton	ZAF	1955	3
Barton	ZAF	1965	3
Barton	ZAF	1975	33
Barton	ZAF	1985	77
Barton	ZAF	1995	47
Barton	ZAF	2005	106
Barton	ZAF	2010	47
Barton	ZAF	2011	6
Barton	ZAF	2012	13
Barton	ZAF	2013	5
Barton	ZAF	2014	11
Barton	ZAF	2015	4
Barton	ZAF	2016	3
Barton	ZWE		3
Barton	ZWE	1985	3
Barton	ZWE	1995	8
Barton	ZWE	2005	38
Barton	ZWE	2010	36
Barton	ZWE	2013	10
Barton	ZWE	2016	3
Bennelong			270
Bennelong		1946	20
Bennelong		1955	158
Bennelong		1965	264
Bennelong		1975	895
Bennelong		1985	862
Bennelong		1995	1712
Bennelong		2005	1542
Bennelong		2010	1234
Bennelong		2011	264
Bennelong		2012	329
Bennelong		2013	406
Bennelong		2014	496
Bennelong		2015	558
Bennelong		2016	408
Bennelong	CAN		7
Bennelong	CAN	1965	12
Bennelong	CAN	1975	40
Bennelong	CAN	1985	36
Bennelong	CAN	1995	46
Bennelong	CAN	2005	53
Bennelong	CAN	2010	39
Bennelong	CAN	2011	11
Bennelong	CAN	2012	8
Bennelong	CAN	2013	14
Bennelong	CAN	2014	4
Bennelong	CAN	2015	10
Bennelong	CAN	2016	9
Bennelong	CHN		902
Bennelong	CHN	1946	7
Bennelong	CHN	1955	67
Bennelong	CHN	1965	105
Bennelong	CHN	1975	111
Bennelong	CHN	1985	412
Bennelong	CHN	1995	3320
Bennelong	CHN	2005	5446
Bennelong	CHN	2010	4591
Bennelong	CHN	2011	1008
Bennelong	CHN	2012	1073
Bennelong	CHN	2013	1262
Bennelong	CHN	2014	1663
Bennelong	CHN	2015	1675
Bennelong	CHN	2016	884
Bennelong	DEU		14
Bennelong	DEU	1946	3
Bennelong	DEU	1955	93
Bennelong	DEU	1965	76
Bennelong	DEU	1975	53
Bennelong	DEU	1985	30
Bennelong	DEU	1995	42
Bennelong	DEU	2005	75
Bennelong	DEU	2010	63
Bennelong	DEU	2011	12
Bennelong	DEU	2012	17
Bennelong	DEU	2013	10
Bennelong	DEU	2014	9
Bennelong	DEU	2015	15
Bennelong	DEU	2016	10
Bennelong	EGY		16
Bennelong	EGY	1955	33
Bennelong	EGY	1965	64
Bennelong	EGY	1975	118
Bennelong	EGY	1985	33
Bennelong	EGY	1995	96
Bennelong	EGY	2005	37
Bennelong	EGY	2010	23
Bennelong	EGY	2011	4
Bennelong	EGY	2012	10
Bennelong	EGY	2013	5
Bennelong	EGY	2014	8
Bennelong	EGY	2015	20
Bennelong	EGY	2016	3
Bennelong	FJI		30
Bennelong	FJI	1946	3
Bennelong	FJI	1955	10
Bennelong	FJI	1965	12
Bennelong	FJI	1975	43
Bennelong	FJI	1985	94
Bennelong	FJI	1995	146
Bennelong	FJI	2005	123
Bennelong	FJI	2010	37
Bennelong	FJI	2011	9
Bennelong	FJI	2012	15
Bennelong	FJI	2013	6
Bennelong	FJI	2014	13
Bennelong	FJI	2015	11
Bennelong	FJI	2016	7
Bennelong	GBR		108
Bennelong	GBR	1946	30
Bennelong	GBR	1955	266
Bennelong	GBR	1965	477
Bennelong	GBR	1975	772
Bennelong	GBR	1985	480
Bennelong	GBR	1995	483
Bennelong	GBR	2005	605
Bennelong	GBR	2010	327
Bennelong	GBR	2011	83
Bennelong	GBR	2012	109
Bennelong	GBR	2013	84
Bennelong	GBR	2014	53
Bennelong	GBR	2015	67
Bennelong	GBR	2016	39
Bennelong	GRC		22
Bennelong	GRC	1955	52
Bennelong	GRC	1965	192
Bennelong	GRC	1975	122
Bennelong	GRC	1985	21
Bennelong	GRC	1995	11
Bennelong	GRC	2005	11
Bennelong	GRC	2011	3
Bennelong	GRC	2012	4
Bennelong	GRC	2013	3
Bennelong	GRC	2014	3
Bennelong	GRC	2015	3
Bennelong	GRC	2016	3
Bennelong	HKG		105
Bennelong	HKG	1946	5
Bennelong	HKG	1955	9
Bennelong	HKG	1965	41
Bennelong	HKG	1975	178
Bennelong	HKG	1985	770
Bennelong	HKG	1995	2287
Bennelong	HKG	2005	962
Bennelong	HKG	2010	282
Bennelong	HKG	2011	74
Bennelong	HKG	2012	96
Bennelong	HKG	2013	72
Bennelong	HKG	2014	98
Bennelong	HKG	2015	101
Bennelong	HKG	2016	57
Bennelong	HRV		8
Bennelong	HRV	1955	7
Bennelong	HRV	1965	85
Bennelong	HRV	1975	149
Bennelong	HRV	1985	10
Bennelong	HRV	1995	24
Bennelong	HRV	2005	26
Bennelong	HRV	2010	7
Bennelong	HRV	2015	3
Bennelong	IDN		29
Bennelong	IDN	1955	15
Bennelong	IDN	1965	12
Bennelong	IDN	1975	58
Bennelong	IDN	1985	149
Bennelong	IDN	1995	235
Bennelong	IDN	2005	543
Bennelong	IDN	2010	244
Bennelong	IDN	2011	36
Bennelong	IDN	2012	58
Bennelong	IDN	2013	49
Bennelong	IDN	2014	61
Bennelong	IDN	2015	79
Bennelong	IDN	2016	55
Bennelong	IND		175
Bennelong	IND	1955	15
Bennelong	IND	1965	27
Bennelong	IND	1975	146
Bennelong	IND	1985	203
Bennelong	IND	1995	745
Bennelong	IND	2005	1100
Bennelong	IND	2010	1148
Bennelong	IND	2011	245
Bennelong	IND	2012	319
Bennelong	IND	2013	408
Bennelong	IND	2014	547
Bennelong	IND	2015	719
Bennelong	IND	2016	538
Bennelong	IRL		20
Bennelong	IRL	1955	5
Bennelong	IRL	1965	37
Bennelong	IRL	1975	53
Bennelong	IRL	1985	37
Bennelong	IRL	1995	120
Bennelong	IRL	2005	85
Bennelong	IRL	2010	70
Bennelong	IRL	2011	13
Bennelong	IRL	2012	17
Bennelong	IRL	2013	11
Bennelong	IRL	2014	14
