SA2_MAINCODE_2016,MOL_SAL_Oth_SOLSE_NWorNAA,MOL_SAL_Oth_SOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_SOLSE_VWorW,MOL_SAL_Tot_SOLSE_NWorNAA,MOL_SAL_Tot_SOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_SOLSE_VWorW,MOL_Spanish_SOLSE_NWorNAA,MOL_Spanish_SOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_SOLSE_VWorW,MOL_Tamil_SOLSE_NWorNAA,MOL_Tamil_SOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_SOLSE_VWorW,MOL_Thai_SOLSE_NWorNAA,MOL_Thai_SOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_SOLSE_VWorW,MOL_Turkish_SOLSE_NWorNAA,MOL_Turkish_SOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_SOLSE_VWorW,MOL_Vietnamese_SOLSE_NWorNAA,MOL_Vietnamese_SOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_SOLSE_VWorW,MOL_Oth_SOLSE_NWorNAA,MOL_Oth_SOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_SOLSE_VWorW,MOL_Tot_SOLSE_NWorNAA,MOL_Tot_SOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LSatH_NS_SEO,M_LSatH_NS_SOLSE_VWorW,M_LSatH_NS_SOLSE_NWorNAA,M_LSatH_NS_SOLSE_Tot,M_LSatH_NS_NS,M_LSatH_NS_Tot,M_Tot_SEO,M_Tot_SOLSE_VWorW,M_Tot_SOLSE_NWorNAA,M_Tot_SOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_SOLSE_VWorW,FSEO_SOLSE_NWorNAA,FSEO_SOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_SOLSE_VWorW,FOL_Afrikaans_SOLSE_NWorNAA,FOL_Afrikaans_SOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_SOLSE_VWorW,FOL_Arabic_SOLSE_NWorNAA,FOL_Arabic_SOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_SOLSE_VWorW,FOL_AIndLng_SOLSE_NWorNAA,FOL_AIndLng_SOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Cantones_SEO,FOL_CL_Cantones_SOLSE_VWorW,FOL_CL_Cantones_SOLSE_NWorNAA,FOL_CL_Cantones_SOLSE_Tot,FOL_CL_Cantones_NS,FOL_CL_Cantones_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_SOLSE_VWorW,FOL_CL_Mandarin_SOLSE_NWorNAA,FOL_CL_Mandarin_SOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_SOLSE_VWorW,FOL_CL_Oth_SOLSE_NWorNAA,FOL_CL_Oth_SOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_SOLSE_VWorW,FOL_CL_Tot_SOLSE_NWorNAA,FOL_CL_Tot_SOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_SOLSE_VWorW,FOL_Croatian_SOLSE_NWorNAA,FOL_Croatian_SOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_Dutch_SEO,FOL_Dutch_SOLSE_VWorW,FOL_Dutch_SOLSE_NWorNAA,FOL_Dutch_SOLSE_Tot,FOL_Dutch_NS,FOL_Dutch_Tot,FOL_French_SEO,FOL_French_SOLSE_VWorW,FOL_French_SOLSE_NWorNAA,FOL_French_SOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_SOLSE_VWorW,FOL_German_SOLSE_NWorNAA,FOL_German_SOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_SOLSE_VWorW,FOL_Greek_SOLSE_NWorNAA,FOL_Greek_SOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_SOLSE_VWorW,FOL_IAL_Bengali_SOLSE_NWorNAA,FOL_IAL_Bengali_SOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_SOLSE_VWorW,FOL_IAL_Hindi_SOLSE_NWorNAA,FOL_IAL_Hindi_SOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_SOLSE_VWorW,FOL_IAL_Punjabi_SOLSE_NWorNAA,FOL_IAL_Punjabi_SOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhalese_SEO,FOL_IAL_Sinhalese_SOLSE_VWorW,FOL_IAL_Sinhale_SOLSE_NWorNAA,FOL_IAL_Sinhalese_SOLSE_Tot,FOL_IAL_Sinhalese_NS,FOL_IAL_Sinhalese_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_SOLSE_VWorW,FOL_IAL_Urdu_SOLSE_NWorNAA,FOL_IAL_Urdu_SOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_SOLSE_VWorW,FOL_IAL_Oth_SOLSE_NWorNAA,FOL_IAL_Oth_SOLSE_Tot,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_SOLSE_VWorW,FOL_IAL_Tot_SOLSE_NWorNAA,FOL_IAL_Tot_SOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_SOLSE_VWorW,FOL_Italian_SOLSE_NWorNAA,FOL_Italian_SOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japanese_SEO,FOL_Japanese_SOLSE_VWorW,FOL_Japanese_SOLSE_NWorNAA,FOL_Japanese_SOLSE_Tot,FOL_Japanese_NS,FOL_Japanese_Tot,FOL_Korean_SEO,FOL_Korean_SOLSE_VWorW,FOL_Korean_SOLSE_NWorNAA,FOL_Korean_SOLSE_Tot
212021293,0,11,0,11,..,60,0,59,0,59,..,53,8,65,0,60,..,46,0,46,0,44,..,4,0,4,0,4,..,10,3,16,0,18,..,14,5,18,0,18,..,234,36,268,5,273,..,1517,192,1711,31,1736,..,22,0,25,374,397,8725,1535,198,1732,399,10868,9558,..,..,..,..,9558,..,38,0,38,0,38,..,57,17,78,0,80,..,0,0,0,0,0,..,31,4,33,0,33,..,207,88,290,0,295,..,18,5,19,0,19,..,251,100,347,0,349,..,35,10,39,0,41,..,59,0,61,0,61,..,43,3,44,0,44,..,58,0,59,0,59,..,62,0,65,0,62,..,18,0,21,0,21,..,44,0,41,0,41,..,38,8,45,0,48,..,152,9,162,3,163,..,10,0,10,0,10,..,19,0,24,0,23,..,282,15,298,7,304,..,142,13,158,0,158,..,12,0,12,0,12,..,22,6,27
212021294,0,15,0,15,..,153,0,154,0,154,..,103,6,111,0,117,..,145,3,154,0,150,..,10,0,8,0,8,..,24,3,31,0,31,..,31,10,47,0,47,..,647,91,744,11,758,..,3218,358,3580,27,3604,..,28,5,30,425,455,8739,3247,372,3613,454,12804,8616,..,..,..,..,8616,..,48,0,48,0,48,..,122,9,138,0,136,..,0,0,0,0,0,..,67,8,73,0,73,..,341,135,475,0,472,..,23,9,38,0,38,..,433,155,586,0,584,..,35,4,38,3,41,..,15,4,23,0,21,..,76,4,77,0,79,..,23,0,23,0,24,..,61,14,77,0,77,..,64,0,61,0,66,..,183,11,200,0,201,..,99,13,114,0,114,..,513,27,540,0,543,..,87,13,106,0,105,..,94,17,110,0,111,..,1046,85,1125,8,1131,..,67,5,78,0,77,..,15,4,19,0,19,..,44,33,78
212021295,0,9,0,9,..,73,3,74,3,83,..,51,14,58,0,63,..,226,89,313,0,319,..,3,0,3,0,3,..,36,4,49,0,47,..,73,32,111,0,112,..,929,407,1335,21,1358,..,2454,815,3268,48,3313,..,29,16,48,390,432,2191,2480,830,3312,439,5939,2142,..,..,..,..,2142,..,0,0,0,0,0,..,106,30,136,6,140,..,0,0,0,0,0,..,28,14,37,0,37,..,58,38,99,0,96,..,7,0,7,0,7,..,95,50,148,0,144,..,40,4,46,0,46,..,12,0,12,0,12,..,36,6,43,3,43,..,24,0,30,0,30,..,57,10,63,0,63,..,7,0,7,0,7,..,60,8,66,6,66,..,77,10,86,0,86,..,89,10,103,0,103,..,31,12,46,0,45,..,17,3,19,0,19,..,285,41,328,9,332,..,26,3,36,0,35,..,3,0,3,0,3,..,4,0,4
212021297,0,15,0,15,..,100,4,101,0,107,..,77,14,92,0,93,..,81,6,90,0,91,..,13,0,13,0,13,..,46,4,55,0,55,..,33,9,40,0,40,..,928,219,1142,23,1165,..,2467,428,2900,40,2936,..,11,9,24,222,242,2174,2477,445,2920,261,5355,2218,..,..,..,..,2218,..,5,0,5,0,5,..,172,32,208,3,208,..,0,0,0,0,0,..,44,16,54,0,54,..,55,40,96,0,96,..,38,18,55,0,56,..,135,69,206,3,209,..,31,5,32,0,32,..,10,0,10,0,10,..,44,0,46,0,46,..,14,0,14,0,14,..,33,3,33,0,33,..,15,0,15,0,17,..,106,8,111,0,111,..,99,14,111,0,111,..,138,12,155,6,160,..,53,10,64,0,64,..,23,4,23,0,23,..,429,52,474,6,481,..,60,4,68,3,68,..,0,0,0,3,3,..,4,0,9
212021299,0,0,0,0,..,11,0,12,0,19,..,15,0,15,0,15,..,6,0,10,0,10,..,0,0,0,0,0,..,24,0,28,0,28,..,10,0,15,0,15,..,187,24,216,3,219,..,864,86,950,6,958,..,10,0,10,164,166,2746,873,86,960,169,3874,2741,..,..,..,..,2741,..,9,0,9,0,9,..,44,3,47,0,47,..,0,0,0,0,0,..,14,3,19,0,19,..,59,35,89,0,92,..,14,0,13,0,13,..,80,34,118,0,119,..,33,3,30,0,30,..,12,4,15,0,15,..,13,0,11,0,11,..,22,0,19,0,19,..,48,3,51,0,48,..,4,0,4,0,4,..,30,3,32,0,32,..,38,5,42,0,42,..,29,0,31,0,31,..,22,0,21,0,21,..,12,0,12,0,12,..,132,11,141,0,141,..,86,15,99,0,101,..,3,0,3,0,3,..,0,0,0
212021453,0,6,0,6,..,63,3,67,0,67,..,79,11,90,0,90,..,98,7,107,0,107,..,11,0,14,0,14,..,46,11,55,0,55,..,77,27,107,0,107,..,621,106,730,17,741,..,2328,364,2697,29,2721,..,9,0,11,272,285,2949,2342,363,2709,298,5955,2911,..,..,..,..,2911,..,10,0,10,0,10,..,139,26,170,0,170,..,0,0,0,0,0,..,78,21,100,0,98,..,131,68,197,0,197,..,43,11,57,0,57,..,246,101,352,0,354,..,55,10,67,3,65,..,10,0,10,0,10,..,58,0,54,0,54,..,26,0,26,0,26,..,93,13,109,0,104,..,7,0,7,0,7,..,63,8,68,0,68,..,29,3,38,0,38,..,171,12,182,0,189,..,63,11,79,0,79,..,23,3,25,4,28,..,364,35,402,4,403,..,75,13,87,3,87,..,14,0,13,0,17,..,10,0,12
212021454,0,15,0,15,..,90,3,92,0,94,..,83,18,97,0,97,..,129,5,142,0,139,..,8,0,6,0,6,..,96,11,114,5,115,..,68,8,74,0,74,..,720,118,840,14,847,..,2957,453,3415,37,3450,..,22,3,24,279,307,2943,2981,462,3440,321,6698,2762,..,..,..,..,2762,..,11,0,11,0,11,..,185,20,208,3,208,..,0,0,0,0,0,..,101,35,137,0,137,..,217,111,328,0,331,..,33,8,43,0,43,..,357,154,509,0,510,..,81,11,91,0,91,..,7,0,7,0,9,..,45,0,53,0,53,..,15,0,18,0,18,..,188,23,215,7,215,..,16,0,16,0,16,..,87,6,94,0,94,..,44,9,49,0,49,..,212,18,228,0,231,..,43,0,42,0,42,..,20,8,27,0,27,..,416,40,455,3,456,..,101,16,125,3,125,..,3,0,6,0,6,..,10,11,22
212021455,0,21,0,21,..,70,0,76,0,76,..,74,16,91,3,94,..,70,5,78,0,78,..,3,0,3,0,3,..,10,0,13,0,13,..,29,3,30,0,30,..,456,80,534,9,545,..,1945,258,2198,22,2221,..,14,4,14,245,259,4231,1956,261,2214,272,6716,4203,..,..,..,..,4203,..,11,0,11,0,11,..,96,21,116,0,116,..,0,0,0,0,0,..,39,14,44,0,44,..,82,45,128,0,131,..,37,21,55,0,59,..,160,76,235,4,235,..,65,9,69,3,72,..,8,0,8,0,8,..,47,3,45,0,47,..,19,0,25,0,25,..,68,8,71,0,73,..,18,0,23,0,23,..,84,6,86,0,86,..,69,6,70,0,70,..,137,18,153,0,153,..,43,0,41,0,41,..,24,3,29,0,33,..,376,31,404,0,408,..,72,16,84,3,87,..,4,0,4,0,4,..,3,8,14
212021456,0,9,0,9,..,109,8,114,0,115,..,56,10,65,0,65,..,58,4,64,0,66,..,9,0,9,0,9,..,25,7,30,0,30,..,40,15,60,0,60,..,592,127,722,15,733,..,2202,366,2568,33,2596,..,12,6,11,274,291,4078,2217,368,2578,306,6968,4008,..,..,..,..,4008,..,13,0,13,0,13,..,90,22,109,0,109,..,0,0,0,0,0,..,53,15,70,0,70,..,103,70,174,0,174,..,46,15,68,0,68,..,205,108,306,0,306,..,17,9,27,0,27,..,12,0,12,0,12,..,55,8,58,0,58,..,17,0,17,0,17,..,50,13,59,0,59,..,14,0,14,0,14,..,93,3,101,0,97,..,120,15,139,0,140,..,216,29,244,3,248,..,46,3,48,3,49,..,50,11,57,0,60,..,534,65,602,6,610,..,48,9,54,3,57,..,4,0,4,0,4,..,0,0,3
212031300,0,6,0,5,..,94,3,95,6,102,..,55,8,66,0,63,..,64,8,76,0,74,..,15,7,20,0,20,..,9,3,13,0,13,..,8,11,19,0,21,..,645,148,799,16,808,..,2080,308,2390,37,2428,..,37,15,50,660,715,6898,2122,320,2446,697,10032,6845,..,..,..,..,6845,..,14,0,14,0,14,..,90,12,102,3,104,..,0,0,0,0,0,..,13,9,22,0,22,..,52,36,90,0,90,..,9,3,11,0,11,..,76,48,119,0,119,..,12,5,22,0,22,..,25,0,31,0,31,..,46,0,46,0,46,..,12,0,12,0,12,..,55,5,61,0,61,..,13,0,15,0,15,..,100,15,116,3,118,..,207,42,249,0,249,..,89,6,93,0,100,..,40,9,44,0,44,..,79,12,89,0,90,..,528,78,604,5,612,..,69,8,81,0,81,..,9,0,9,0,12,..,4,0,8
212031301,0,26,0,26,..,370,10,384,7,389,..,102,10,110,3,113,..,214,17,233,3,230,..,8,6,16,0,16,..,40,9,52,0,52,..,38,15,55,0,55,..,1049,157,1203,34,1236,..,4258,447,4703,70,4777,..,28,11,38,528,572,7138,4293,454,4746,598,12489,7586,..,..,..,..,7586,..,35,0,35,0,35,..,123,24,141,0,141,..,0,0,0,0,0,..,37,14,48,0,48,..,131,53,185,0,185,..,13,0,16,0,16,..,179,64,248,0,252,..,23,0,25,0,25,..,17,0,17,0,17,..,105,0,104,0,106,..,33,4,34,0,34,..,51,8,55,0,55,..,11,0,13,0,13,..,273,15,284,0,285,..,517,76,591,8,596,..,570,74,641,7,652,..,40,3,45,0,45,..,173,28,198,3,200,..,1584,193,1778,19,1791,..,76,3,76,0,78,..,12,3,10,0,10,..,3,0,3
212031302,0,22,0,22,..,189,8,194,3,194,..,113,13,120,0,120,..,143,9,154,0,157,..,18,3,19,0,21,..,27,10,40,0,36,..,21,8,26,0,26,..,971,188,1166,21,1183,..,3135,411,3550,44,3593,..,29,3,31,529,567,5889,3161,415,3581,573,10049,5895,..,..,..,..,5895,..,14,0,18,0,18,..,90,9,98,0,103,..,0,0,0,0,0,..,16,5,23,0,23,..,110,45,154,0,156,..,11,4,14,0,14,..,141,56,194,0,194,..,17,11,27,0,27,..,9,0,9,0,9,..,75,4,77,0,77,..,7,0,7,0,9,..,53,3,55,0,55,..,25,3,30,0,30,..,158,10,162,0,162,..,224,38,256,0,255,..,398,28,429,3,428,..,58,14,74,0,74,..,65,5,75,0,75,..,933,92,1024,4,1031,..,54,8,59,3,63,..,3,0,3,0,3,..,19,4,21
212031303,0,0,0,0,..,4,0,4,0,4,..,10,0,10,0,10,..,0,0,4,0,4,..,0,3,4,0,4,..,0,0,0,0,0,..,6,0,6,0,6,..,68,19,91,3,88,..,273,39,313,3,316,..,12,0,12,272,279,3783,284,39,321,273,4384,3770,..,..,..,..,3770,..,7,0,7,0,7,..,14,0,14,0,14,..,0,0,0,0,0,..,0,0,3,0,3,..,29,3,30,0,30,..,0,0,0,0,0,..,29,3,29,0,29,..,3,0,3,0,3,..,9,0,9,0,9,..,15,0,15,0,15,..,13,0,13,0,13,..,23,5,29,0,29,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,4,0,4,..,15,0,14,0,14,..,31,3,37,0,34,..,0,0,0,0,0,..,0,0,0
212031304,3,23,0,23,..,145,7,153,4,152,..,56,7,64,0,62,..,110,11,124,0,124,..,10,0,10,0,10,..,19,6,28,0,28,..,29,14,41,0,43,..,609,148,757,15,771,..,2448,336,2788,39,2827,..,18,3,23,349,369,4335,2469,344,2812,386,7533,4354,..,..,..,..,4354,..,8,0,8,0,14,..,49,4,55,0,55,..,0,0,0,0,0,..,35,4,41,0,41,..,47,19,59,4,62,..,9,0,4,0,4,..,83,22,106,4,107,..,14,0,16,0,16,..,3,0,3,0,3,..,33,4,40,0,39,..,11,0,11,0,11,..,32,3,33,0,34,..,13,0,13,0,13,..,162,26,180,3,187,..,312,61,369,7,373,..,195,22,218,3,222,..,63,18,82,0,81,..,99,13,109,0,109,..,839,132,970,13,984,..,36,0,36,3,41,..,6,3,11,0,11,..,4,3,7
212031305,3,52,0,52,..,385,16,404,3,406,..,153,31,177,0,177,..,208,19,226,0,232,..,12,3,15,0,15,..,81,23,102,4,107,..,151,72,222,0,223,..,1737,501,2235,42,2275,..,5407,1016,6425,75,6500,..,30,14,45,806,854,5622,5439,1038,6475,883,12978,5384,..,..,..,..,5384,..,4,0,4,0,4,..,177,44,223,8,235,..,0,0,0,0,0,..,60,47,106,0,113,..,127,77,205,4,208,..,55,24,81,0,81,..,242,154,399,3,405,..,51,14,64,0,64,..,11,0,11,0,14,..,172,6,180,0,180,..,17,0,17,0,17,..,73,4,77,0,81,..,43,3,48,0,48,..,261,12,275,3,279,..,226,43,269,0,274,..,423,45,474,4,477,..,70,12,78,0,79,..,92,10,98,0,98,..,1113,129,1241,11,1250,..,60,11,68,4,73,..,3,0,3,0,3,..,9,0,12
212031306,0,23,0,23,..,159,5,161,0,159,..,93,11,110,3,108,..,178,16,186,0,186,..,11,0,11,0,11,..,78,12,95,3,97,..,92,25,116,0,116,..,859,199,1053,15,1069,..,3377,502,3878,41,3922,..,11,8,16,357,373,3278,3391,506,3896,397,7566,3227,..,..,..,..,3227,..,20,0,20,0,20,..,71,5,78,0,78,..,0,0,0,0,0,..,38,10,50,0,50,..,140,105,245,3,249,..,46,14,61,0,61,..,224,128,356,3,361,..,6,3,9,0,9,..,3,0,3,0,3,..,77,3,80,0,80,..,11,0,11,0,11,..,64,12,72,0,76,..,35,0,40,0,40,..,285,22,307,0,307,..,347,69,421,11,430,..,344,23,365,4,368,..,37,0,40,0,44,..,113,20,130,0,130,..,1158,139,1294,14,1308,..,31,3,36,0,42,..,4,3,4,0,4,..,11,0,11
212031308,0,0,0,0,..,4,0,4,0,4,..,8,0,8,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,23,5,25,0,25,..,143,17,154,0,156,..,9,0,9,266,273,3525,149,17,164,267,3950,3395,..,..,..,..,3395,..,7,0,7,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,8,0,8,..,6,0,6,0,6,..,9,3,9,0,9,..,5,0,5,0,5,..,8,4,11,0,11,..,3,0,3,0,3,..,10,0,10,0,10,..,14,3,19,0,19,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,21,0,28,0,28,..,5,0,5,0,5,..,0,0,0
212031457,0,10,0,10,..,49,0,47,0,47,..,47,5,49,0,49,..,57,0,59,4,59,..,0,0,3,0,3,..,18,3,26,0,21,..,6,3,8,0,13,..,483,106,596,5,599,..,1543,245,1789,15,1798,..,6,4,14,196,209,4548,1555,242,1802,206,6553,4560,..,..,..,..,4560,..,8,0,8,0,8,..,103,11,111,0,117,..,0,0,0,0,0,..,22,8,26,0,26,..,108,47,160,0,160,..,37,9,45,0,45,..,169,61,234,0,230,..,23,3,26,0,26,..,3,0,3,0,3,..,33,0,35,0,35,..,13,0,15,0,15,..,52,3,59,0,59,..,5,0,9,0,9,..,72,6,76,0,76,..,61,9,66,0,66,..,123,5,129,0,135,..,13,0,13,0,13,..,12,3,14,0,14,..,298,28,323,0,321,..,57,0,54,0,54,..,4,0,4,0,4,..,23,15,35
212031458,0,19,0,19,..,140,7,143,0,143,..,137,13,150,3,155,..,93,3,94,0,94,..,8,4,6,0,6,..,36,4,40,0,39,..,34,16,52,3,54,..,1100,254,1351,21,1368,..,2833,425,3262,30,3297,..,21,7,28,352,375,4634,2855,436,3286,385,8307,4654,..,..,..,..,4654,..,22,0,18,0,18,..,90,29,115,3,116,..,0,0,0,0,0,..,23,13,38,0,38,..,83,33,119,0,119,..,20,6,29,0,29,..,124,50,175,0,175,..,28,4,31,0,31,..,20,0,20,0,20,..,55,0,55,0,55,..,6,0,6,0,6,..,47,0,51,0,51,..,3,0,3,0,3,..,128,10,141,0,141,..,153,19,172,0,175,..,241,23,261,0,261,..,36,10,44,0,44,..,68,3,72,0,72,..,623,62,692,0,689,..,57,9,63,0,62,..,3,0,3,0,3,..,7,0,16
212041309,0,10,0,10,..,136,0,137,3,134,..,25,8,33,0,33,..,60,0,59,0,59,..,6,5,9,0,9,..,12,7,20,0,20,..,103,40,148,0,148,..,413,74,486,9,495,..,2460,505,2965,30,3000,..,25,7,24,230,251,2538,2482,512,2995,259,5791,2438,..,..,..,..,2438,..,3,0,3,0,3,..,91,20,110,0,110,..,0,0,0,0,0,..,91,47,140,0,140,..,174,77,245,3,249,..,59,37,94,0,94,..,323,159,481,3,483,..,23,3,26,0,26,..,0,0,0,0,0,..,67,3,66,0,66,..,7,0,7,0,7,..,616,238,848,3,858,..,10,0,12,0,12,..,103,4,105,0,105,..,55,3,60,3,62,..,54,0,56,0,56,..,20,3,25,0,25,..,30,0,29,0,29,..,271,17,282,3,286,..,148,34,184,0,183,..,18,0,23,0,23,..,9,3,13
212041310,0,22,0,22,..,145,12,154,0,154,..,29,7,43,0,43,..,83,4,92,0,94,..,12,7,18,0,18,..,17,3,19,0,19,..,205,84,288,0,289,..,459,101,556,12,567,..,3524,818,4344,38,4387,..,19,0,19,303,327,1779,3548,825,4364,341,6491,1510,..,..,..,..,1510,..,3,0,3,0,3,..,135,86,216,4,223,..,0,0,0,0,0,..,171,91,259,0,261,..,398,184,585,0,582,..,63,44,105,0,105,..,626,323,948,3,955,..,20,6,26,0,26,..,8,0,8,0,8,..,36,3,37,0,37,..,12,0,12,0,17,..,473,212,686,6,693,..,45,4,52,0,50,..,173,26,192,0,192,..,252,35,284,3,289,..,87,3,87,0,87,..,36,7,40,0,41,..,90,11,104,0,104,..,677,87,767,3,772,..,123,49,175,0,171,..,26,3,25,0,25,..,36,23,64
212041311,4,37,0,37,..,231,16,248,3,249,..,79,13,97,0,96,..,667,187,856,11,868,..,6,3,13,0,13,..,117,18,136,3,137,..,133,54,187,3,197,..,3779,1415,5195,80,5278,..,8553,2500,11055,140,11198,..,73,34,102,1336,1443,3840,8624,2535,11156,1482,16479,3673,..,..,..,..,3673,..,7,0,7,0,7,..,241,73,318,0,318,..,0,0,0,0,0,..,49,40,91,3,95,..,210,219,428,3,430,..,36,27,67,0,64,..,290,285,579,9,585,..,63,20,75,0,75,..,11,0,16,0,16,..,84,5,95,0,97,..,27,0,25,0,25,..,109,52,157,0,157,..,80,14,97,0,99,..,333,42,378,3,380,..,467,66,535,7,547,..,368,52,421,4,422,..,157,35,185,3,188,..,132,28,163,0,164,..,1545,226,1779,25,1801,..,134,56,190,3,189,..,3,0,10,0,10,..,3,0,3
212041312,0,19,0,19,..,128,0,131,0,131,..,117,14,129,0,132,..,378,83,460,3,466,..,7,0,7,0,7,..,58,22,80,3,82,..,260,88,344,0,350,..,1335,427,1760,30,1789,..,5181,1158,6338,71,6409,..,41,19,54,521,577,4395,5219,1171,6392,592,11380,4210,..,..,..,..,4210,..,8,0,8,0,8,..,385,81,461,4,469,..,0,0,0,0,0,..,86,47,126,0,126,..,148,95,248,4,249,..,15,9,30,3,32,..,251,152,401,3,408,..,76,20,100,3,100,..,40,4,46,0,46,..,87,7,87,0,87,..,26,0,24,0,29,..,388,96,486,4,488,..,27,4,24,0,24,..,123,6,131,0,139,..,110,14,121,0,127,..,318,55,376,0,376,..,64,6,78,0,78,..,59,4,66,0,67,..,706,96,797,6,800,..,265,56,325,3,329,..,5,3,8,0,8,..,18,9,29
212041313,0,6,0,6,..,17,0,18,0,18,..,17,5,26,0,26,..,11,0,11,0,11,..,0,0,3,0,3,..,26,3,32,0,32,..,57,6,60,0,60,..,141,18,160,7,164,..,847,97,940,13,953,..,13,0,13,185,194,3924,857,96,951,191,5073,4014,..,..,..,..,4014,..,7,0,7,0,7,..,30,6,34,0,34,..,0,0,0,0,0,..,43,4,48,0,48,..,59,32,90,0,90,..,13,0,13,0,13,..,116,35,148,0,153,..,15,3,15,0,15,..,11,0,11,0,11,..,26,0,28,0,28,..,20,0,18,0,22,..,178,12,189,0,189,..,0,0,0,0,0,..,33,0,35,0,35,..,9,0,10,0,10,..,12,0,12,0,12,..,0,0,0,0,0,..,13,4,11,0,11,..,66,4,77,0,77,..,80,10,89,0,86,..,9,0,9,0,9,..,3,0,5
212041314,4,27,0,25,..,179,6,186,3,189,..,90,13,108,0,109,..,178,0,180,0,183,..,8,11,16,0,16,..,274,40,315,3,320,..,1113,374,1493,8,1500,..,1298,401,1697,26,1717,..,5903,1422,7323,61,7387,..,30,21,50,417,467,5000,5936,1437,7372,478,12847,4738,..,..,..,..,4738,..,12,0,12,0,12,..,112,19,125,0,130,..,0,0,0,0,0,..,379,182,558,0,555,..,541,268,806,0,804,..,166,89,260,0,261,..,1077,542,1619,4,1619,..,59,10,74,0,74,..,16,0,16,0,16,..,100,3,106,0,106,..,20,0,18,0,18,..,230,40,274,0,276,..,24,0,24,0,24,..,183,22,208,0,209,..,138,29,165,5,172,..,243,13,256,0,260,..,15,0,21,0,21,..,58,3,63,0,63,..,666,66,735,10,749,..,150,34,181,3,186,..,24,3,28,0,28,..,18,3,26
