SA2_MAINCODE_2016,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
120021389,10,22,6,5,3,0,51,3,7,0,0,0,0,7,3,4,0,0,0,0,13,4,5,0,0,0,0,14,5,5,4,0,0,0,13,6,5,5,4,3,0,27,18,13,8,0,0,3,34,6,12,3,0,3,0,28,11,18,8,0,0,3,41,9,17,4,4,4,0,40,9,13,0,0,3,0,29,20,42,9,6,8,0,74,12,17,7,3,0,0,38,15,27,7,3,3,0,58,27,44,12,4,4,0,90,97,177,35,19,7,0,333,91,138,15,3,0,0,248,80,171,23,4,3,0,282,17,22,6,0,0,3,48,440,755,147,58,53,9,1454
120031390,28,39,16,3,6,3,90,3,3,4,0,4,0,17,6,6,11,3,3,0,28,5,3,7,0,0,0,14,9,11,6,0,3,0,28,13,14,7,3,10,0,48,22,14,15,3,4,4,50,21,25,24,12,10,0,92,15,21,7,9,5,0,68,21,29,20,5,5,0,82,12,28,8,4,5,6,66,54,80,34,3,23,4,194,12,21,13,5,6,0,59,22,25,15,0,7,0,61,38,57,20,4,6,3,127,63,102,38,3,17,3,233,21,60,14,3,4,3,108,23,48,14,3,0,0,89,15,22,10,6,0,0,57,401,610,272,70,118,28,1506
120031391,28,39,31,7,15,7,119,4,3,0,0,0,0,14,3,0,5,3,4,0,22,3,9,6,3,0,0,21,9,8,9,3,4,0,31,9,16,14,0,5,3,51,17,20,17,6,5,0,69,17,23,22,5,7,0,71,11,17,11,7,9,3,52,16,20,9,3,4,0,60,13,18,12,0,3,3,48,35,62,39,13,15,3,161,20,22,3,7,6,0,56,19,36,12,0,4,0,70,29,41,22,11,15,0,111,56,129,59,18,7,3,278,21,70,36,3,10,0,142,27,84,17,8,9,3,146,22,23,21,4,5,3,69,363,647,348,89,122,26,1596
120031392,11,17,12,0,0,0,41,3,3,0,0,0,0,7,3,7,6,0,0,0,17,3,3,4,0,0,0,9,8,3,10,0,3,0,18,6,7,6,0,3,0,25,5,25,7,3,4,0,46,12,14,10,0,7,0,46,11,24,6,3,4,0,39,16,24,8,6,3,0,60,8,14,12,0,3,0,39,21,47,13,3,4,0,91,17,22,5,3,4,0,45,11,22,5,0,4,0,39,22,58,13,3,4,0,105,38,95,30,11,10,0,177,15,55,10,0,0,0,83,12,45,18,4,0,4,77,11,24,5,3,3,0,43,216,501,181,49,60,7,1014
120031393,20,29,19,3,4,0,78,3,8,6,0,0,0,18,10,8,10,0,3,0,25,3,8,5,0,5,0,24,4,7,14,4,4,0,30,12,13,11,4,7,0,50,11,23,21,0,5,0,59,12,25,28,11,3,5,76,7,19,22,4,5,3,73,25,32,24,4,6,0,82,11,36,12,3,3,3,68,31,75,28,8,9,0,157,5,28,13,3,8,0,57,10,43,16,0,0,0,63,33,82,19,10,6,0,143,64,157,62,9,11,0,304,29,86,27,3,7,3,156,18,83,21,3,3,0,124,23,33,18,3,7,4,92,327,781,371,85,103,20,1685
120031394,16,13,9,3,4,0,42,3,0,3,0,0,0,4,8,0,0,3,3,0,17,4,11,4,3,0,0,20,3,10,10,3,3,0,29,8,7,9,0,6,0,26,20,15,7,3,4,0,52,15,20,13,4,3,0,54,8,25,12,3,0,0,52,23,28,4,3,7,3,67,18,26,10,5,3,0,68,59,59,20,4,4,3,143,18,32,4,3,6,0,58,20,28,0,0,0,0,60,43,63,6,9,4,0,127,78,157,19,11,3,0,271,25,86,9,4,10,0,140,42,74,15,0,0,0,135,16,21,5,0,3,0,50,423,671,153,67,70,14,1401
120031395,13,15,17,3,8,0,62,0,0,0,0,3,0,4,0,4,8,0,0,0,15,3,3,9,0,0,0,20,0,10,7,0,3,0,23,6,10,13,0,0,0,31,10,14,8,0,3,0,37,8,9,9,4,0,0,34,10,15,12,5,5,0,41,14,26,10,0,6,0,58,13,12,3,3,0,0,36,23,41,16,8,4,0,92,10,19,5,4,0,0,32,10,22,7,0,4,0,42,23,45,4,7,4,3,84,47,104,25,7,5,0,188,24,86,14,8,0,0,133,23,115,18,9,4,0,175,8,21,12,3,4,0,52,239,577,194,67,60,12,1146
120031396,10,18,8,0,11,3,58,3,7,0,0,0,0,6,0,3,0,0,0,0,11,5,3,0,0,0,0,16,5,6,0,0,3,0,21,15,16,4,0,9,0,39,16,24,18,0,7,0,66,12,22,14,5,5,0,60,27,26,17,6,4,0,81,25,44,16,0,5,0,92,28,32,9,3,7,0,80,67,65,26,9,15,5,183,23,40,8,3,3,0,83,21,37,7,3,8,0,72,33,45,28,7,11,0,121,41,70,21,8,8,3,152,18,32,7,4,0,0,58,11,24,11,0,0,0,43,10,16,8,0,0,3,43,379,538,207,54,94,27,1295
120031575,35,41,36,3,7,3,130,7,3,6,0,0,0,16,5,0,9,3,3,0,20,3,6,10,0,3,0,24,6,6,7,3,0,0,16,15,11,12,3,3,3,46,8,27,12,0,4,0,61,13,27,17,4,5,0,71,14,14,14,0,5,0,45,12,13,21,4,0,0,55,18,18,13,4,4,0,52,42,67,48,11,12,3,173,10,18,4,0,3,0,38,15,18,17,0,9,0,59,20,24,14,0,7,3,71,36,92,52,9,14,0,197,18,72,69,5,9,0,174,50,160,96,7,13,8,334,12,34,34,7,9,4,99,345,639,495,67,107,24,1686
120031576,3,7,3,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,4,7,6,7,0,0,0,12,7,0,3,0,0,0,12,0,9,3,0,0,0,13,3,10,3,0,4,0,15,0,4,3,0,0,0,16,0,7,0,0,4,0,7,5,15,13,3,0,0,44,3,7,4,0,0,0,11,5,4,8,0,0,0,19,3,14,5,0,0,0,26,7,33,15,0,3,0,72,5,22,3,3,4,0,35,3,17,3,0,0,0,23,5,9,8,0,0,0,21,56,163,98,11,29,0,358
121011398,44,59,26,13,10,3,158,3,5,4,0,0,0,10,3,6,7,3,4,0,25,7,12,9,0,0,0,27,7,10,0,0,3,0,23,6,11,4,3,4,0,30,18,28,15,5,6,0,72,14,13,4,4,4,0,47,13,23,14,4,5,0,69,15,14,8,0,3,0,40,9,19,8,3,0,0,40,44,63,25,10,14,7,174,16,17,5,0,0,0,37,25,42,13,4,4,0,87,36,55,14,3,4,0,120,92,160,53,16,12,3,339,39,127,29,7,9,0,208,47,186,35,12,8,5,292,18,40,16,3,3,0,78,467,885,295,91,114,23,1880
121011399,31,38,25,9,6,0,113,4,8,3,3,0,0,15,10,16,4,0,0,0,32,12,3,5,0,0,0,27,6,9,10,0,9,0,30,17,7,16,0,0,0,37,19,18,11,3,4,0,55,23,27,8,3,17,0,79,19,21,9,0,7,0,62,32,39,10,0,6,4,85,22,27,10,0,0,0,62,51,82,25,4,11,0,180,21,33,4,3,3,0,73,40,47,12,8,4,0,115,58,58,14,9,10,4,144,125,206,54,15,12,5,423,52,135,30,9,4,3,228,30,168,29,15,5,4,251,17,31,23,4,3,0,81,590,981,311,80,108,22,2095
121011400,43,47,28,6,14,4,137,0,7,3,0,0,0,13,16,8,8,3,0,0,29,3,6,5,0,5,0,23,9,15,0,0,3,0,26,15,14,3,3,4,0,45,15,29,14,3,6,0,71,28,24,14,4,3,0,62,16,29,8,4,9,0,70,34,33,15,8,3,0,88,18,26,7,4,11,0,69,64,102,34,8,17,4,226,24,28,9,3,7,0,73,26,42,17,4,3,0,98,37,82,18,3,6,0,150,127,236,64,17,11,4,456,66,233,48,10,10,0,375,82,427,85,7,10,0,613,20,74,31,6,7,4,138,643,1462,415,102,115,21,2750
121011401,19,9,4,6,6,0,46,4,0,0,0,0,0,5,0,6,3,0,0,0,16,0,3,0,0,0,0,3,3,3,0,0,0,0,11,4,4,0,0,3,0,14,9,7,6,3,3,0,27,3,8,0,3,3,0,21,16,13,0,0,3,0,43,15,7,0,3,0,0,27,3,0,0,0,3,0,14,20,38,9,0,8,0,74,12,8,3,0,0,0,25,18,11,4,0,0,0,40,28,22,12,3,0,0,64,71,95,16,4,8,0,198,39,44,6,3,0,4,100,42,89,8,6,4,0,145,7,9,3,0,3,0,19,322,382,85,51,43,5,889
121011402,52,81,45,5,8,3,201,3,3,6,0,4,0,12,12,14,6,0,0,0,33,7,8,13,0,3,0,32,8,8,7,0,0,0,33,4,16,10,0,4,0,38,13,36,18,6,4,4,78,18,29,14,4,3,0,62,10,28,23,3,7,0,65,15,27,20,0,7,0,69,13,20,3,0,3,0,38,26,83,38,4,11,0,164,4,23,15,3,0,0,43,18,50,11,4,3,0,87,22,47,12,3,5,0,90,80,248,72,14,16,0,426,46,257,39,12,7,0,366,92,531,84,18,16,0,743,21,74,34,3,9,0,138,462,1580,473,86,115,9,2721
121021403,27,36,29,0,3,0,98,4,7,4,0,0,0,23,11,14,19,3,11,0,46,10,15,15,0,7,0,44,18,22,17,0,7,0,61,11,19,29,4,10,0,71,26,33,34,3,5,3,106,21,45,32,10,3,0,114,14,48,35,5,8,0,107,16,51,32,5,22,0,133,11,55,10,10,6,0,97,58,129,66,9,3,3,272,14,64,17,7,5,0,102,26,100,22,3,3,0,151,49,185,41,11,13,0,300,91,377,86,6,17,3,584,45,127,29,3,3,0,212,21,52,21,3,0,0,101,15,46,22,7,7,0,92,490,1418,551,93,124,21,2701
121021404,26,15,18,0,4,0,58,7,10,3,0,0,0,20,7,12,9,0,7,0,34,3,7,0,0,0,0,12,4,9,4,0,0,0,23,15,14,10,3,6,0,46,10,21,19,7,11,0,63,5,36,22,3,3,0,72,14,25,23,11,10,0,76,15,39,23,3,3,0,78,14,42,13,3,5,0,80,32,99,41,11,8,0,187,11,49,16,3,3,0,78,18,67,7,3,0,0,97,21,142,23,3,10,0,206,61,219,45,3,7,3,339,18,80,28,4,0,0,130,9,34,10,0,0,0,50,9,22,19,0,0,0,55,308,933,338,64,78,3,1724
121021406,37,28,25,3,5,0,92,7,9,5,3,3,0,25,5,5,8,0,0,3,30,10,8,8,0,3,0,29,8,11,21,3,8,0,53,7,14,17,3,0,0,48,15,37,21,4,7,0,85,10,38,32,4,11,0,91,18,53,24,4,9,3,106,15,45,21,12,8,0,98,13,41,20,3,3,0,79,30,124,52,9,17,3,231,14,57,20,5,4,0,92,17,93,31,4,4,0,157,28,139,37,8,9,3,225,97,368,82,10,7,3,567,56,150,38,0,5,3,257,30,94,22,3,3,0,147,14,35,27,3,13,0,92,430,1348,514,77,115,19,2510
121021577,10,16,7,0,0,0,41,0,3,3,0,0,0,4,3,4,4,0,0,0,17,4,0,0,0,0,0,11,3,9,0,0,4,0,16,13,10,5,0,6,3,33,8,16,3,3,12,0,44,12,19,9,0,7,0,46,18,31,6,4,0,3,57,23,39,12,0,13,0,83,22,30,4,0,7,0,63,31,57,18,6,9,0,118,19,26,3,0,3,0,58,41,35,4,5,0,0,83,34,59,7,4,10,0,107,42,56,14,4,3,3,122,11,20,4,3,0,0,42,4,26,0,0,0,0,32,3,10,9,0,0,0,21,299,456,103,32,75,16,986
121021578,25,22,19,0,0,0,70,3,8,3,0,3,0,13,0,10,0,0,4,0,14,7,8,3,3,0,0,16,4,8,14,0,0,0,25,8,7,7,0,5,0,28,14,24,12,0,3,0,54,8,19,4,3,8,0,44,11,26,16,4,3,0,61,6,35,12,3,8,3,67,12,27,4,4,4,0,52,24,61,27,14,6,4,139,14,30,12,4,3,0,63,12,48,8,0,0,0,75,28,87,16,3,7,0,134,43,135,30,9,10,0,230,16,57,15,3,0,0,94,13,42,6,3,0,0,68,6,19,12,0,5,0,44,261,671,227,54,66,13,1282
121021579,11,13,8,3,0,0,34,0,0,0,0,3,0,10,0,3,3,0,0,0,11,4,7,0,0,3,0,16,3,5,3,0,0,0,19,3,9,4,0,7,0,20,10,21,4,4,3,0,35,6,22,8,3,4,0,40,15,22,3,4,3,0,51,12,27,4,0,8,0,51,15,14,4,0,3,0,36,26,56,8,10,7,0,114,8,40,4,4,3,0,58,19,30,7,0,3,0,53,24,53,15,3,8,4,101,41,103,22,6,4,0,175,13,37,5,6,0,0,57,14,36,8,3,0,0,67,18,25,3,3,5,0,52,247,517,121,51,66,4,1006
121031407,53,52,37,4,13,12,163,3,3,3,0,0,0,12,3,9,7,0,0,0,17,7,4,4,0,3,0,23,7,12,10,3,0,0,32,10,12,8,0,0,0,30,18,22,19,5,4,0,73,12,16,13,4,3,0,47,15,33,10,3,0,0,67,5,22,8,4,9,0,48,12,18,8,3,4,0,39,38,93,42,9,5,0,187,7,21,9,0,3,0,42,24,43,12,0,9,0,90,22,49,16,9,7,0,99,69,164,73,15,21,0,338,38,147,59,11,8,3,265,60,299,107,10,17,5,507,17,54,34,6,6,0,120,421,1060,479,91,112,24,2187
121031408,45,74,36,8,15,0,180,12,6,7,0,4,0,31,7,12,13,0,3,0,30,4,12,6,0,4,0,24,11,14,3,0,4,0,35,5,19,12,0,6,0,42,12,30,19,0,5,0,71,8,25,10,0,10,0,48,13,27,20,0,4,0,60,20,25,8,5,0,0,53,8,16,9,3,8,0,51,46,89,50,6,9,0,194,12,24,10,4,3,0,47,15,45,7,3,3,0,68,23,52,24,5,6,0,110,73,243,56,11,11,5,397,48,218,62,10,10,3,344,63,410,93,16,16,3,604,18,59,23,5,5,0,117,431,1394,469,82,119,20,2513
121031409,20,42,30,7,4,0,103,3,3,3,0,0,0,15,3,4,3,0,0,0,15,8,5,9,0,0,0,19,5,10,12,0,0,0,25,10,13,8,0,3,0,40,13,31,14,3,3,0,71,14,29,7,0,3,0,52,17,23,15,3,6,0,59,7,27,15,3,3,0,53,4,19,9,3,4,0,44,30,77,29,3,8,0,157,6,24,11,0,3,0,41,10,42,13,0,4,0,72,11,56,22,0,9,0,98,52,227,83,9,3,0,371,39,189,60,6,10,0,308,41,324,74,13,13,3,463,13,49,21,3,3,0,94,309,1181,443,64,87,11,2089
121031410,46,44,49,5,9,0,142,9,5,6,0,0,0,22,5,9,7,0,3,0,28,6,5,4,0,0,0,24,11,12,10,0,5,0,36,7,16,12,3,7,0,43,21,26,15,3,3,0,67,13,18,21,3,5,3,61,28,23,24,0,3,3,84,25,20,25,0,8,0,81,17,25,13,3,5,0,59,40,91,46,9,5,0,187,16,46,10,5,0,0,74,23,58,26,4,0,0,112,27,72,37,3,4,0,143,81,303,106,11,10,3,511,66,274,76,8,4,0,421,70,323,81,20,10,3,503,27,59,26,3,3,3,121,524,1441,592,83,83,12,2744
121031411,28,44,36,11,3,0,122,8,3,4,0,3,0,14,13,8,8,0,3,0,37,7,9,4,0,3,0,24,14,8,3,0,0,0,28,3,14,14,0,6,0,34,13,35,20,0,7,0,74,9,20,22,0,0,0,53,15,32,22,0,0,0,68,12,19,19,4,6,0,50,18,32,17,0,3,0,67,36,84,47,10,10,0,198,9,22,12,5,3,0,47,9,50,20,5,0,0,80,18,77,20,3,6,0,129,70,281,83,13,5,0,452,49,203,65,12,8,0,333,45,269,78,16,9,0,416,15,56,30,3,7,0,103,396,1259,512,93,82,3,2340
121031412,29,34,35,5,7,0,116,3,3,3,0,0,0,8,7,5,9,0,0,0,28,6,8,12,0,7,0,33,6,6,10,3,0,0,24,6,11,10,0,0,0,37,10,19,12,3,7,0,55,10,22,12,0,0,0,48,11,18,22,0,3,0,53,18,25,19,4,3,0,65,15,12,5,0,3,3,37,37,74,57,3,10,0,173,6,23,9,0,0,0,44,18,42,16,6,0,3,84,30,52,25,8,8,0,112,62,235,60,8,7,0,371,35,199,55,12,5,3,300,59,293,97,22,11,0,482,16,41,25,3,3,0,97,386,1116,494,73,71,20,2163
121041413,37,31,21,3,6,0,97,4,4,4,0,0,0,14,10,3,3,0,0,0,16,8,9,3,0,0,0,21,9,4,0,3,3,0,20,13,5,8,0,3,0,32,19,20,5,0,6,0,50,19,6,0,0,3,0,30,9,20,4,4,7,0,47,9,4,4,0,4,0,26,5,14,0,3,0,0,21,45,36,15,4,9,0,106,14,11,0,0,4,0,26,17,31,3,6,0,0,57,39,36,4,3,0,0,80,81,116,19,8,9,0,236,81,94,12,10,5,3,199,75,198,36,14,8,0,337,26,33,7,0,4,0,69,514,680,148,59,76,11,1495
121041414,31,24,6,4,3,0,68,0,3,3,0,3,0,11,10,0,0,0,0,0,11,3,0,0,0,0,3,10,3,0,0,0,3,0,8,12,6,0,3,5,0,26,19,7,4,5,3,0,41,13,16,7,3,3,0,33,19,16,0,3,4,0,47,24,8,0,0,6,0,35,19,9,0,0,0,0,33,43,37,8,3,7,4,98,23,21,3,0,0,0,46,24,25,7,3,0,0,54,50,39,9,0,0,3,101,126,125,24,9,11,3,304,69,83,12,7,10,3,188,63,88,25,3,9,3,189,12,16,3,0,4,0,41,567,529,116,49,67,17,1349
121041415,65,55,36,8,3,0,164,6,0,0,0,3,0,9,7,8,11,3,3,0,35,6,8,3,0,0,0,21,3,4,3,0,4,0,16,10,12,10,0,7,0,40,26,25,12,3,4,0,72,24,16,15,0,3,0,60,28,19,9,3,4,0,60,13,13,7,3,6,0,42,13,7,7,9,0,0,28,56,73,27,11,5,0,167,14,8,0,0,3,0,30,23,19,9,3,3,0,60,29,26,10,8,3,0,75,104,145,33,14,17,3,318,66,147,56,12,4,0,275,126,477,122,27,15,3,777,25,62,33,4,11,0,141,635,1146,410,109,90,10,2403
121041416,19,16,12,3,3,0,47,3,0,0,0,0,0,7,3,0,0,0,3,0,11,9,0,3,0,0,0,9,8,3,0,0,0,0,12,4,0,10,0,0,0,18,11,4,0,0,0,0,22,6,7,3,0,0,0,19,14,5,4,3,5,0,30,18,4,3,3,6,0,32,16,10,3,3,3,0,34,33,28,12,6,4,0,85,20,13,4,3,0,0,42,19,12,0,0,3,0,36,25,24,9,6,3,0,69,80,62,22,12,4,0,183,42,51,9,4,3,3,109,63,84,29,9,3,4,189,18,17,3,4,8,0,49,405,353,123,54,50,18,1005
121041417,11,13,3,4,0,3,27,3,0,0,0,0,0,6,3,0,0,4,0,0,9,0,0,0,0,0,0,6,5,0,0,0,0,0,10,9,0,3,0,0,0,11,12,9,3,3,9,0,29,0,7,0,0,0,0,8,10,0,0,3,0,0,10,10,3,0,0,0,0,17,3,0,0,0,0,0,10,23,9,0,3,0,0,45,11,6,0,3,0,0,18,19,7,3,0,0,0,27,22,12,3,0,0,0,32,56,22,3,3,5,0,87,31,17,5,3,0,0,57,49,61,25,3,4,3,146,6,9,3,0,0,0,24,275,172,62,28,28,8,580
122011418,23,42,20,0,12,3,110,4,10,5,0,0,0,19,6,7,3,0,0,0,17,6,4,3,3,0,0,15,4,6,7,0,9,0,24,4,11,8,0,3,0,32,17,35,9,4,9,3,75,18,14,13,0,3,0,49,10,20,17,5,0,0,50,12,21,12,3,3,0,43,11,17,6,0,0,0,42,30,68,26,5,14,0,141,8,22,4,3,3,0,35,8,33,15,6,0,0,70,26,59,20,3,4,0,107,61,238,67,19,4,3,387,34,237,40,7,3,3,332,100,481,68,12,15,0,683,20,63,28,7,3,0,118,410,1397,374,81,77,15,2355
122011419,35,20,15,5,3,0,73,6,3,3,0,0,0,13,10,3,4,0,0,0,15,8,5,0,0,0,0,20,5,4,9,0,7,0,21,9,5,11,0,0,0,28,16,16,7,4,5,0,41,17,11,3,0,3,0,45,9,15,4,3,7,0,37,14,26,8,3,3,0,44,10,10,3,4,3,0,27,42,39,13,5,7,0,110,9,20,4,3,3,0,36,18,18,6,4,0,0,56,39,34,5,3,3,0,89,103,147,27,10,10,3,300,67,113,26,4,11,0,219,78,161,45,10,4,0,295,32,39,11,3,10,0,83,515,700,199,68,78,11,1567
122021420,22,7,20,0,5,0,58,3,0,6,0,0,0,11,5,4,11,0,0,0,17,3,4,0,0,0,0,7,5,3,4,0,0,0,12,5,12,7,0,0,0,25,11,10,12,0,0,0,38,16,11,15,0,3,0,46,10,17,11,0,0,0,39,16,17,13,0,6,0,50,17,7,7,0,3,0,41,29,40,16,8,5,4,98,9,17,8,0,0,0,43,8,19,8,5,3,0,43,22,53,27,0,3,0,97,54,160,61,10,11,0,294,37,104,36,3,6,0,182,57,125,31,10,4,0,231,21,22,20,3,8,0,72,359,636,308,48,64,10,1420
122021421,18,11,12,0,0,0,50,5,3,4,0,3,0,11,7,3,5,0,0,0,17,3,6,3,0,0,0,11,3,7,11,0,0,0,17,9,8,8,0,0,0,24,12,15,13,3,0,0,37,9,14,7,0,0,0,38,6,7,9,0,0,0,28,11,16,15,0,4,0,41,13,14,9,0,3,0,39,13,50,23,3,3,0,87,7,10,6,0,0,0,30,14,22,9,0,0,0,44,19,43,16,3,3,0,87,44,152,43,6,0,0,249,30,100,28,3,3,0,167,25,128,31,4,5,0,204,15,24,12,0,4,0,58,262,632,257,34,43,8,1237
122021422,21,15,13,4,9,0,63,4,4,0,0,0,0,15,12,5,4,0,0,0,22,10,5,6,0,3,0,25,4,4,3,0,5,0,21,11,7,7,0,5,0,42,19,17,16,0,0,0,48,16,15,18,0,0,0,46,11,14,18,0,7,0,48,19,17,10,6,8,0,56,19,19,11,3,4,0,55,32,48,35,11,9,0,139,12,19,6,3,4,0,42,13,32,11,0,3,4,63,29,58,25,0,7,0,123,76,196,52,3,7,0,340,47,143,53,7,3,3,254,50,140,29,4,3,0,225,11,27,23,4,0,0,69,419,791,332,58,71,12,1689
122021423,43,25,27,6,15,0,116,3,0,5,0,0,0,13,10,11,11,0,3,0,32,11,11,7,3,3,0,40,9,13,9,5,4,0,42,20,10,6,0,7,0,42,26,33,24,7,14,0,98,27,32,24,9,16,0,108,22,38,23,3,10,0,97,15,41,22,3,8,0,96,18,36,10,3,7,0,74,54,99,34,12,12,0,209,21,48,13,9,4,0,100,35,70,19,5,7,0,131,49,156,40,16,6,0,270,108,416,95,30,22,0,671,62,242,57,12,13,0,388,48,168,41,12,7,0,284,33,56,28,12,14,0,135,625,1517,495,146,168,10,2954
122031424,20,12,18,3,3,0,51,4,3,3,0,3,0,14,4,8,10,0,3,0,29,5,3,3,0,3,0,16,9,7,11,0,0,0,29,5,9,8,3,3,0,28,9,20,12,0,4,0,49,15,22,11,0,4,0,53,10,29,24,3,6,0,70,7,31,17,3,7,0,62,3,21,19,4,3,0,45,13,57,32,6,3,0,113,12,26,9,0,3,0,47,8,39,15,0,3,0,66,16,79,18,0,6,0,129,61,246,47,7,14,0,380,41,155,30,8,7,0,249,31,103,24,7,4,0,168,13,34,21,0,10,3,75,284,901,317,57,92,6,1653
122031425,15,6,13,3,5,0,41,3,0,0,0,0,0,5,4,4,4,0,0,0,10,3,0,3,3,0,0,13,0,3,3,0,0,0,7,3,10,7,0,0,0,18,10,13,6,0,0,0,28,5,12,16,0,4,0,41,9,17,10,4,4,0,32,3,15,12,0,6,0,41,7,21,5,3,0,0,35,11,46,16,0,3,0,76,0,18,3,3,0,0,26,8,28,7,0,0,0,41,10,63,13,3,11,0,94,30,121,39,8,3,0,205,21,106,24,0,0,0,151,14,47,17,4,0,0,78,6,26,8,0,3,0,44,151,550,197,33,45,4,979
122031426,16,29,12,7,9,4,69,0,3,4,0,0,0,11,10,3,5,0,0,0,24,9,5,8,4,0,0,26,10,6,7,6,3,0,39,13,16,3,3,14,0,44,18,22,6,4,8,0,62,30,35,4,15,11,0,93,23,32,19,6,14,0,94,44,45,25,10,7,0,132,43,38,11,9,3,0,101,72,109,31,17,15,0,253,32,60,14,5,9,0,132,40,71,15,5,3,0,128,88,93,27,6,9,3,233,118,217,41,19,8,3,397,44,112,29,6,11,0,199,41,128,29,4,12,0,213,33,53,13,3,14,0,115,694,1067,311,128,142,16,2351
122031427,14,22,19,0,11,0,68,0,4,3,0,0,0,10,4,0,7,0,0,0,11,6,12,3,3,3,0,22,3,4,6,0,0,0,17,11,8,7,0,7,0,31,6,25,10,0,3,0,48,7,13,16,7,3,0,46,6,23,18,0,3,0,56,4,33,15,0,3,0,60,0,22,7,0,0,0,36,12,70,24,8,5,0,117,5,23,5,3,0,0,42,14,38,14,3,3,0,64,10,58,23,4,3,0,94,28,214,54,13,6,0,321,41,134,42,7,5,0,223,17,166,27,3,0,0,219,5,42,16,3,7,3,73,193,920,309,58,63,3,1550
