SA2_MAINCODE_2016,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
507011158,4,8,0,0,0,0,13,0,0,0,0,0,0,0,5,0,4,0,0,0,4,3,0,0,0,0,0,4,0,0,3,0,0,0,4,3,0,0,0,0,0,6,3,0,7,0,0,0,8,6,3,0,0,0,0,8,5,0,3,0,0,0,8,7,3,3,0,0,0,17,6,3,0,0,0,0,11,9,5,3,0,0,0,19,4,3,5,0,0,0,15,11,7,0,0,0,0,15,10,13,3,0,0,0,26,33,26,13,0,0,0,74,15,15,17,0,0,0,47,22,23,5,0,3,0,62,5,3,3,0,0,0,14,162,114,70,9,5,0,370
507011159,18,6,8,0,3,0,33,7,4,0,0,0,0,10,8,6,6,4,4,0,28,9,3,7,0,6,0,22,19,18,12,7,8,0,59,28,16,16,5,15,0,84,27,25,19,7,11,0,86,28,53,26,9,10,4,127,28,37,22,8,4,0,104,50,57,24,7,6,3,153,35,31,20,6,5,0,97,53,80,27,6,13,5,181,45,38,16,3,6,3,109,16,35,13,3,6,0,65,46,59,15,0,6,4,132,36,46,25,9,8,3,127,14,12,5,0,0,0,38,11,6,0,0,0,0,18,23,20,5,3,13,0,60,494,539,271,72,125,25,1528
507011160,7,4,7,3,3,0,23,3,0,3,0,3,0,9,8,3,4,3,4,0,23,3,0,4,0,4,0,11,10,11,3,0,4,0,28,16,3,4,0,3,0,32,12,26,7,3,5,0,55,12,19,8,6,3,0,50,18,31,13,3,0,0,66,18,25,9,12,7,0,72,17,13,4,5,0,0,45,38,56,24,8,8,3,132,17,25,13,4,0,3,59,15,20,0,4,0,0,41,38,46,12,0,0,0,95,44,52,22,3,4,0,126,6,18,3,0,0,0,26,4,0,0,0,4,0,15,11,16,3,0,3,0,43,297,368,147,62,59,16,949
507011161,19,15,6,0,3,0,47,3,3,0,0,0,0,8,6,16,0,3,0,0,25,8,9,3,0,3,0,17,8,13,7,3,3,0,33,11,13,7,4,5,0,51,31,27,13,5,8,0,83,26,56,25,8,6,0,119,32,71,13,12,11,0,141,47,74,15,12,12,3,167,39,83,20,5,5,0,159,86,175,41,15,8,3,328,53,139,16,8,8,3,222,49,95,13,7,7,3,170,103,198,49,14,7,3,377,100,194,42,16,9,0,364,28,37,8,0,0,3,77,19,22,8,0,0,0,39,14,40,17,3,3,0,73,665,1282,308,125,89,28,2497
507011163,10,7,8,0,0,0,19,5,0,0,0,3,0,11,5,3,8,0,3,0,15,8,6,3,0,3,0,16,10,10,8,3,8,0,33,7,18,13,4,16,3,58,18,28,17,12,5,0,74,23,36,23,5,7,0,91,26,29,9,9,4,0,73,26,41,20,4,7,0,99,23,40,18,7,6,0,87,49,83,29,3,4,0,170,31,42,10,0,5,0,81,14,29,3,0,0,0,47,41,70,16,5,3,0,132,37,45,23,0,0,0,114,7,20,4,0,0,0,28,4,9,5,0,0,0,19,9,12,8,3,3,0,40,342,510,218,51,90,3,1225
507011259,10,8,6,0,0,0,28,0,0,0,0,0,0,3,3,5,8,0,3,0,16,0,3,0,0,0,0,13,4,10,11,3,3,3,23,8,16,8,3,5,0,38,14,15,7,3,0,0,38,21,18,13,3,3,0,60,21,34,12,5,5,4,84,20,43,16,7,0,3,85,20,39,11,3,3,0,75,58,65,24,8,9,0,172,21,40,11,3,3,0,74,16,47,6,3,0,0,76,51,104,29,3,4,3,189,60,118,38,8,0,0,229,19,32,13,0,0,0,57,11,14,3,0,3,0,29,12,22,13,4,3,0,48,372,629,213,58,63,11,1352
507011260,8,0,9,0,0,0,13,0,3,0,0,0,0,7,0,0,4,0,0,0,4,0,4,0,0,0,0,4,5,0,0,0,0,0,5,3,8,0,4,0,0,14,0,4,0,0,0,0,10,5,8,5,0,0,0,21,4,3,3,0,0,0,17,9,8,4,0,0,0,18,3,10,4,0,0,0,22,7,13,11,3,4,0,36,5,5,0,0,0,0,10,5,5,0,0,0,0,17,9,15,3,0,0,0,27,14,26,15,6,0,0,60,10,9,5,0,0,0,32,0,3,5,0,0,0,14,0,3,4,0,0,0,15,97,132,86,17,12,3,343
507021164,20,8,15,0,4,0,44,3,0,7,0,0,0,11,3,0,0,0,3,0,12,4,0,0,0,0,0,12,3,0,7,0,0,0,9,5,4,3,3,11,0,27,11,12,13,4,0,0,36,12,9,8,0,0,0,29,11,7,4,6,0,0,30,10,12,4,0,0,0,24,8,13,5,3,0,0,25,22,29,13,9,3,0,80,3,16,4,0,0,0,21,3,6,8,0,0,0,21,16,23,9,6,4,0,50,35,90,19,0,3,0,139,20,74,14,3,3,0,118,20,85,16,4,5,0,129,10,15,6,0,0,0,27,211,414,146,35,39,7,850
507021165,19,9,12,3,4,0,49,5,3,3,0,0,0,10,11,3,3,0,3,0,24,13,3,3,3,3,0,26,12,8,6,5,7,0,37,8,14,0,3,3,3,33,16,19,13,6,9,0,55,12,16,7,0,4,0,45,21,20,10,9,3,0,71,27,20,7,3,3,0,66,14,15,3,0,3,0,44,63,54,7,8,9,0,142,19,33,13,3,0,0,69,20,24,3,3,3,0,54,48,44,16,6,3,0,117,84,99,27,9,9,0,232,45,45,20,3,0,0,113,42,45,20,0,4,0,112,15,20,5,0,0,3,40,499,503,185,66,71,8,1329
507021166,21,19,5,4,4,3,51,8,6,0,0,0,0,17,6,3,7,0,3,0,16,7,9,6,0,0,0,21,14,5,15,3,6,0,38,19,16,15,3,3,0,52,28,26,21,5,15,0,94,34,26,13,9,8,0,92,24,38,16,3,10,0,99,15,45,16,12,13,0,100,22,26,10,3,3,0,64,43,71,15,14,8,0,150,25,42,6,3,5,0,77,25,38,10,3,0,0,71,56,82,15,13,4,3,172,75,131,22,4,4,0,243,36,47,10,0,10,0,95,20,29,10,0,0,0,59,14,18,5,0,7,0,47,486,663,209,83,108,8,1560
507021167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507031169,12,9,6,0,3,3,39,3,0,0,0,0,0,3,8,3,0,0,0,0,10,3,3,0,0,3,0,15,9,8,3,3,3,0,28,14,15,5,8,3,0,45,16,35,6,3,6,0,68,29,59,14,11,9,4,115,50,75,11,16,4,0,156,86,160,20,12,11,3,292,92,182,27,12,5,3,323,111,241,39,25,15,7,434,65,145,18,7,7,0,253,49,109,15,6,8,3,185,84,149,31,16,9,5,290,64,83,25,6,3,0,179,18,19,3,0,0,0,44,5,17,0,3,0,0,27,14,27,6,0,3,0,49,725,1334,236,136,86,31,2556
507031170,10,4,3,0,0,0,15,3,0,0,0,0,0,5,11,4,4,0,0,0,24,5,0,3,0,0,4,18,13,7,4,11,5,3,56,15,20,12,5,8,4,56,16,24,10,11,7,0,71,32,41,16,13,9,0,114,33,59,17,13,10,0,131,39,60,10,10,6,3,132,26,39,5,3,3,5,85,24,61,17,7,6,0,125,10,20,3,0,0,0,31,6,9,3,0,0,0,17,7,5,3,0,0,0,24,5,7,4,0,0,0,15,0,4,0,3,0,0,9,0,3,0,0,0,0,8,6,7,8,3,3,0,33,270,380,123,89,72,20,954
507031172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6
507031173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507031174,12,0,7,3,4,3,31,10,0,0,0,3,0,15,11,0,5,9,11,0,34,14,8,6,4,3,0,41,16,12,13,4,13,0,61,22,27,13,3,11,0,80,31,29,16,12,17,0,110,39,59,33,18,16,4,170,46,76,22,16,12,0,175,45,99,27,12,11,3,199,40,65,19,7,11,0,142,38,62,21,8,7,0,135,15,20,15,0,0,0,54,7,4,7,4,0,0,28,16,22,7,0,3,0,46,8,13,9,4,0,0,36,3,0,0,0,0,0,7,0,3,0,0,0,0,8,14,16,8,4,3,0,46,395,530,231,112,129,13,1420
507031261,13,0,6,0,0,0,25,4,0,0,0,0,0,5,3,0,0,0,0,0,10,3,5,4,0,0,0,8,0,0,3,0,0,0,8,3,5,7,3,0,0,17,5,4,3,0,0,0,18,16,17,5,3,3,0,38,17,12,5,3,3,0,45,26,26,13,0,3,0,66,24,39,3,3,3,0,65,43,44,13,3,0,0,107,28,39,7,4,6,0,84,35,36,5,3,3,0,82,66,51,16,0,4,0,139,42,64,19,3,3,0,128,18,23,9,4,0,0,55,11,10,8,0,0,0,35,13,16,7,0,4,0,39,356,395,132,42,38,9,974
507041175,30,19,13,5,8,0,73,5,5,3,0,0,0,15,10,3,10,0,0,0,19,9,3,0,0,0,0,18,12,5,3,0,4,0,21,4,7,3,0,3,0,21,11,11,6,4,0,0,33,4,7,7,0,5,0,28,16,6,9,0,3,0,39,8,11,7,0,0,0,29,12,7,3,0,0,0,27,15,45,26,4,3,0,87,8,8,6,0,0,0,17,9,17,3,0,0,0,32,8,27,12,0,4,0,48,45,100,26,9,0,0,179,27,54,23,3,5,3,110,45,104,41,4,5,3,209,12,24,5,3,3,0,49,285,458,215,36,60,11,1054
507041176,5,6,6,0,0,0,18,0,4,0,0,0,0,4,3,0,0,0,0,0,4,0,0,3,0,0,0,5,0,6,3,0,0,0,14,4,3,3,0,0,0,10,7,4,9,0,0,0,18,3,4,9,0,3,0,22,3,7,7,3,0,0,21,5,3,0,0,3,0,12,3,4,4,0,3,0,14,11,14,14,0,4,0,42,0,5,3,0,3,0,12,3,7,0,0,0,0,17,5,20,5,0,0,0,35,14,40,11,3,0,0,76,3,12,4,0,3,0,17,3,6,4,0,0,0,14,0,4,8,0,0,0,17,70,168,96,14,24,3,371
507041177,14,15,8,0,5,0,46,8,3,3,0,0,0,17,9,11,3,0,3,0,31,8,3,0,0,4,0,14,14,3,9,0,7,0,30,15,10,8,0,4,0,42,13,30,12,6,11,0,71,17,30,6,11,9,0,65,25,27,9,7,16,0,91,20,24,6,9,9,0,67,17,38,7,11,5,0,80,45,76,14,17,11,3,162,14,41,5,3,3,0,72,23,33,10,0,4,0,75,46,74,15,8,3,0,157,82,165,36,9,9,0,296,37,73,17,3,5,0,135,13,53,18,3,0,0,89,12,17,14,0,3,0,53,444,734,213,89,105,16,1596
507041178,35,21,33,0,3,0,90,7,6,3,0,0,0,13,16,12,7,0,0,0,35,10,6,8,0,0,0,19,11,10,14,0,0,0,35,6,12,14,0,5,0,43,9,12,12,0,3,0,46,8,27,20,0,0,0,63,12,16,12,0,13,0,49,23,19,3,0,3,0,53,14,16,14,0,0,0,50,27,63,27,9,9,0,136,14,21,10,0,3,0,50,11,34,14,0,0,0,62,21,46,21,0,11,3,101,54,151,50,11,9,0,268,30,97,35,4,0,3,171,32,94,46,3,3,0,176,15,20,14,0,5,0,54,352,686,352,40,71,15,1508
507041179,12,11,8,3,3,0,43,3,0,11,0,0,0,15,6,8,9,0,4,0,25,3,5,3,3,3,0,24,5,9,3,0,0,0,18,5,8,8,0,5,0,25,13,8,13,3,3,0,44,9,12,8,0,0,0,30,3,19,8,0,0,0,38,10,24,9,5,4,0,50,3,15,8,0,3,0,34,7,30,22,3,7,0,67,5,21,8,5,0,0,32,3,18,11,3,0,0,31,10,45,15,5,3,0,79,15,69,25,4,3,0,121,8,31,11,0,6,0,53,4,11,3,0,0,0,26,4,14,3,0,0,0,21,137,367,181,37,46,8,772
507041180,17,14,19,0,11,3,62,0,4,9,0,0,0,9,8,5,16,0,3,0,30,6,7,4,0,0,0,19,19,7,17,3,3,0,43,17,14,13,3,8,0,58,11,35,28,4,10,0,90,24,17,12,3,10,3,71,16,34,18,3,6,0,85,25,26,19,3,8,0,75,10,22,17,0,3,0,53,21,73,19,6,9,0,130,13,31,12,4,0,0,59,16,35,9,4,0,0,65,36,52,23,0,0,4,114,58,147,40,4,3,3,255,15,46,19,0,3,0,77,3,11,3,0,0,0,26,8,19,19,4,0,0,47,320,607,314,45,82,11,1378
507041181,24,17,25,0,6,0,74,3,8,6,0,0,0,14,9,10,4,0,3,0,21,10,6,3,0,0,0,16,10,11,9,3,4,0,43,7,27,9,3,11,0,55,22,44,21,4,7,0,99,21,24,18,4,12,0,74,17,33,13,12,5,0,76,14,38,17,4,4,0,77,13,32,13,5,3,0,67,34,98,43,15,8,0,196,16,42,9,3,9,0,73,7,56,13,4,3,0,78,38,90,19,3,4,0,160,82,229,56,12,6,0,387,23,136,20,12,4,0,195,27,90,27,3,0,0,156,17,36,11,3,4,0,80,398,1029,333,86,90,7,1946
507041182,34,9,14,0,0,3,64,9,3,7,0,0,0,17,11,3,3,0,5,0,24,11,3,3,7,3,0,25,9,4,9,3,8,0,34,7,16,17,4,5,0,46,11,27,10,7,3,0,60,11,24,20,0,4,0,60,7,13,17,3,8,0,47,15,18,16,9,8,0,64,13,18,10,4,0,0,54,28,50,31,4,9,0,121,11,16,4,0,0,0,42,16,25,10,4,3,0,54,22,46,20,3,4,5,101,38,84,29,7,8,0,169,19,21,19,0,0,3,62,7,5,8,0,0,0,20,11,19,16,4,0,4,52,298,408,266,50,78,18,1116
507041183,9,3,3,0,0,0,12,0,0,0,0,0,0,3,0,5,3,0,0,0,9,0,0,0,3,3,0,10,3,0,0,0,0,0,11,4,4,0,0,3,0,14,5,14,0,3,5,0,31,3,17,0,3,3,0,29,8,20,0,6,3,0,37,15,24,0,3,3,0,47,9,17,3,4,0,0,30,16,39,3,4,3,0,70,14,24,0,0,0,0,40,10,18,0,3,0,0,31,17,39,7,3,0,0,65,27,49,5,3,3,0,96,11,15,3,0,0,0,29,3,3,0,0,0,0,6,11,5,0,0,0,0,17,166,303,42,32,41,5,588
507041184,17,13,16,0,0,0,49,0,3,0,0,0,0,0,3,0,8,0,0,0,21,4,7,3,0,0,0,18,4,3,6,0,0,0,11,12,7,9,0,0,0,28,7,7,11,0,0,0,23,6,9,11,0,3,0,31,3,5,4,0,0,0,21,6,10,9,0,0,0,25,8,6,6,3,0,0,20,14,31,18,5,3,0,61,3,11,0,0,0,0,20,7,10,8,4,0,0,27,11,16,13,0,0,0,38,14,56,24,0,4,0,97,11,26,13,0,3,0,48,3,27,9,3,0,0,43,7,3,3,0,3,0,20,126,246,173,20,23,11,605
507051185,35,17,10,3,3,0,76,8,3,0,0,0,0,13,13,14,8,0,0,0,39,7,6,3,0,0,0,27,13,14,15,11,5,0,62,31,26,13,9,6,4,85,43,58,23,16,3,0,146,80,74,23,20,15,0,221,52,138,34,21,20,3,269,129,241,41,30,19,6,468,147,310,44,32,19,5,554,278,525,88,54,29,7,976,166,373,45,23,13,3,629,103,246,53,15,5,6,428,186,385,65,19,14,3,672,122,255,88,4,9,4,484,45,57,21,5,3,0,142,25,36,8,0,0,0,73,46,79,27,9,6,0,165,1529,2864,623,276,182,40,5511
507051186,14,3,0,3,6,0,25,12,0,3,0,0,0,19,14,3,4,3,7,0,30,22,4,3,0,3,0,33,19,9,9,3,13,0,52,24,10,7,6,18,3,73,19,25,12,7,10,3,74,41,42,17,18,10,3,122,38,51,10,20,9,0,117,40,52,24,14,16,4,143,32,47,17,5,7,0,101,36,32,26,8,3,4,112,9,21,8,3,0,0,39,3,5,3,4,0,0,17,19,11,13,0,3,0,38,8,15,4,0,5,0,29,0,0,0,0,0,0,3,3,0,0,0,0,0,3,4,8,3,3,7,0,24,358,322,165,91,111,15,1061
507051187,14,13,20,5,3,3,53,0,3,0,0,0,0,5,13,11,7,3,0,0,31,8,7,11,0,3,0,24,12,17,12,4,3,3,51,10,16,27,8,3,0,64,26,31,24,13,5,0,105,39,54,35,16,5,7,156,38,70,30,26,11,4,181,61,96,39,16,23,4,241,50,92,39,18,6,0,209,56,165,55,25,5,4,311,28,57,26,7,3,0,123,15,41,11,6,0,0,81,37,78,40,5,3,0,170,30,68,36,8,5,0,156,9,9,8,3,3,0,37,7,12,4,0,0,0,23,18,21,14,4,5,0,60,490,855,434,174,104,25,2083
507051188,22,0,8,3,3,4,38,11,6,0,0,3,0,19,27,3,5,0,3,0,40,11,5,0,3,3,0,29,27,4,18,0,7,3,58,22,11,13,6,10,0,56,29,24,9,6,7,0,80,39,26,21,14,9,0,102,35,39,15,13,7,0,113,43,36,30,6,8,0,119,34,51,13,6,4,0,111,60,80,20,12,9,0,171,22,30,11,0,3,0,72,13,7,6,3,3,0,39,22,39,19,3,9,0,86,30,34,19,0,3,3,91,11,5,11,0,0,0,27,6,9,5,0,0,0,18,19,13,9,0,4,0,46,476,427,219,95,91,9,1320
507051189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507051190,31,6,10,3,6,3,61,3,8,3,0,0,0,12,9,7,4,4,0,0,25,11,4,4,0,3,0,22,11,15,7,0,0,0,35,27,16,13,4,3,0,61,21,18,9,4,7,0,56,28,23,20,15,8,0,85,32,29,12,10,3,0,87,25,53,11,14,12,0,118,26,48,14,3,0,0,96,51,72,35,7,13,0,173,23,49,11,3,0,0,81,7,30,6,0,3,0,42,26,53,17,0,3,0,99,48,41,21,6,0,0,111,12,17,6,0,0,0,40,7,5,3,0,0,0,11,10,20,9,4,4,0,47,407,511,219,68,60,9,1274
507051191,28,19,10,3,0,3,68,3,8,3,3,0,0,25,9,8,5,0,3,0,31,13,11,12,0,0,0,30,19,13,21,0,3,0,54,18,22,13,5,3,0,62,25,39,29,3,15,0,117,31,64,34,15,12,0,152,39,77,27,18,8,0,173,46,126,39,17,4,0,239,57,144,32,25,7,0,272,97,269,76,18,14,3,485,43,132,41,9,8,0,235,44,135,29,15,4,0,227,89,231,72,15,5,0,414,81,232,100,12,8,0,430,29,50,24,0,3,0,107,12,24,14,0,0,3,50,27,50,29,4,6,0,114,699,1661,602,182,121,26,3285
507051192,15,6,12,0,3,0,38,10,3,3,0,3,0,19,9,6,3,0,3,0,27,9,7,5,3,4,0,25,23,7,13,3,9,0,52,20,7,14,6,9,0,58,37,33,23,10,12,0,100,33,45,27,13,10,4,135,43,68,23,20,18,0,170,51,72,28,16,7,0,174,31,84,13,5,6,0,139,77,119,44,13,5,0,259,18,60,16,3,3,0,99,20,29,13,3,0,0,59,41,64,22,6,3,4,138,30,50,26,3,4,0,110,8,8,3,0,0,0,19,3,9,5,3,0,0,20,7,17,9,3,7,0,51,482,689,307,113,111,7,1709
507051193,21,3,10,3,3,0,36,0,0,3,0,3,0,10,18,7,11,3,5,0,37,13,7,0,3,7,0,28,13,7,13,3,14,3,42,14,21,10,8,11,0,58,23,24,18,9,12,0,86,46,41,32,10,18,0,147,42,59,27,13,12,0,152,49,92,26,13,16,3,200,37,61,22,10,3,3,138,58,83,25,16,7,3,197,21,35,13,6,0,0,80,9,14,3,0,0,0,27,26,28,6,11,4,0,82,24,27,12,4,3,0,74,5,6,8,0,0,0,22,3,9,0,0,3,0,12,18,20,9,10,6,0,60,451,539,244,109,127,13,1487
509011225,24,6,3,0,4,3,50,5,0,0,0,0,0,4,10,9,8,3,4,0,35,11,3,3,0,3,0,22,26,10,10,4,6,0,58,19,14,8,9,4,0,52,33,33,12,3,4,0,87,55,40,14,6,9,0,127,26,52,15,3,3,0,105,24,52,12,6,3,0,105,19,35,5,3,5,3,73,45,62,12,3,0,0,123,17,20,0,3,0,0,49,8,12,5,0,0,0,22,26,27,4,4,0,0,59,17,27,15,0,0,0,56,6,8,0,0,0,0,18,4,3,0,0,0,0,13,13,8,10,3,0,0,35,398,431,139,61,55,10,1093
509011226,15,13,5,3,0,0,31,0,0,0,0,0,0,3,10,3,0,0,0,0,11,0,0,0,0,0,0,3,7,5,3,0,0,0,11,5,7,5,0,0,0,10,5,4,3,0,3,0,14,10,10,3,0,0,0,25,7,10,3,0,0,0,29,7,7,0,0,0,0,15,11,5,7,0,0,0,21,6,10,5,0,0,0,25,5,5,0,0,0,0,11,3,4,0,0,0,0,8,9,12,0,0,0,0,20,9,17,11,0,0,0,37,5,3,0,0,0,0,10,6,7,0,0,0,0,13,12,10,3,0,0,0,27,128,133,49,9,10,0,329
509011227,5,0,5,3,0,0,19,4,3,0,0,0,0,7,3,3,6,0,3,0,11,10,0,4,0,0,0,16,6,3,0,3,3,0,13,13,6,8,7,0,0,31,10,14,6,3,3,0,37,4,27,9,0,3,0,47,18,29,6,5,0,0,56,17,34,12,4,0,0,63,17,23,3,3,3,0,51,15,33,4,0,3,0,60,10,21,3,3,0,0,38,3,8,0,0,0,0,9,12,21,3,0,0,0,34,5,14,4,3,0,0,30,3,4,0,0,0,0,8,0,3,3,0,0,0,10,8,15,4,0,0,0,31,166,259,76,39,27,5,574
509011228,19,3,5,0,3,0,24,4,7,0,0,0,0,9,5,6,3,3,0,0,14,0,0,0,0,0,0,9,14,5,0,0,4,0,21,8,12,4,3,3,0,20,16,17,7,4,3,0,40,9,14,3,9,0,0,42,14,15,0,4,0,0,33,14,23,4,6,0,0,50,8,16,6,0,0,0,35,12,25,8,3,0,0,42,9,10,0,3,0,0,20,6,5,3,0,0,0,12,12,14,0,0,0,0,26,16,16,4,0,0,0,36,4,6,6,0,0,0,13,3,5,0,0,0,0,13,11,3,5,0,0,0,22,175,196,58,36,18,3,487
509011229,18,17,4,4,0,0,39,0,0,0,0,0,0,3,0,0,3,0,0,0,8,5,0,3,3,3,0,10,7,6,0,3,0,0,14,8,10,0,0,0,0,15,3,3,5,0,0,0,16,3,8,0,0,0,0,14,9,8,0,0,0,0,11,3,4,0,0,0,0,3,4,0,0,0,0,0,4,4,3,0,0,0,0,9,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,7,68,69,16,15,6,5,178
509011230,12,4,3,0,0,0,19,4,0,5,0,0,0,13,0,0,0,6,0,0,14,10,9,0,3,0,0,20,15,10,3,3,0,0,31,21,23,5,3,3,0,49,16,23,6,8,3,0,52,23,22,8,4,4,3,67,14,8,3,0,3,0,28,4,12,3,0,3,0,29,9,3,3,0,0,0,13,0,11,6,0,0,0,14,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,7,4,4,0,0,0,0,7,3,0,0,0,0,0,3,0,3,3,0,0,0,3,3,0,3,4,0,0,14,126,147,55,26,21,5,389
