SA2_MAINCODE_2016,POL_Greek_SEO,POL_Greek_SOLSE_VWorW,POL_Greek_SOLSE_NWorNAA,POL_Greek_SOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_SOLSE_VWorW,POL_IAL_Bengali_SOLSE_NWorNAA,POL_IAL_Bengali_SOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_SOLSE_VWorW,POL_IAL_Hindi_SOLSE_NWorNAA,POL_IAL_Hindi_SOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_SOLSE_VWorW,POL_IAL_Punjabi_SOLSE_NWorNAA,POL_IAL_Punjabi_SOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhalese_SEO,POL_IAL_Sinhalese_SOLSE_VWorW,POL_IAL_Sinhale_SOLSE_NWorNAA,POL_IAL_Sinhalese_SOLSE_Tot,POL_IAL_Sinhalese_NS,POL_IAL_Sinhalese_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_SOLSE_VWorW,POL_IAL_Urdu_SOLSE_NWorNAA,POL_IAL_Urdu_SOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_SOLSE_VWorW,POL_IAL_Oth_SOLSE_NWorNAA,POL_IAL_Oth_SOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_SOLSE_VWorW,POL_IAL_Tot_SOLSE_NWorNAA,POL_IAL_Tot_SOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_SOLSE_VWorW,POL_Italian_SOLSE_NWorNAA,POL_Italian_SOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japanese_SEO,POL_Japanese_SOLSE_VWorW,POL_Japanese_SOLSE_NWorNAA,POL_Japanese_SOLSE_Tot,POL_Japanese_NS,POL_Japanese_Tot,POL_Korean_SEO,POL_Korean_SOLSE_VWorW,POL_Korean_SOLSE_NWorNAA,POL_Korean_SOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedonian_SEO,POL_Macedonian_SOLSE_VWorW,POL_Macedonian_SOLSE_NWorNAA,POL_Macedonian_SOLSE_Tot,POL_Macedonian_NS,POL_Macedonian_Tot,POL_Maltese_SEO,POL_Maltese_SOLSE_VWorW,POL_Maltese_SOLSE_NWorNAA,POL_Maltese_SOLSE_Tot,POL_Maltese_NS,POL_Maltese_Tot,POL_Persian_ED_SEO,POL_Persian_ED_SOLSE_VWorW,POL_Persian_ED_SOLSE_NWorNAA,POL_Persian_ED_SOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_SOLSE_VWorW,POL_Polish_SOLSE_NWorNAA,POL_Polish_SOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Russian_SEO,POL_Russian_SOLSE_VWorW,POL_Russian_SOLSE_NWorNAA,POL_Russian_SOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_SOLSE_VWorW,POL_Samoan_SOLSE_NWorNAA,POL_Samoan_SOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_SOLSE_VWorW,POL_Serbian_SOLSE_NWorNAA,POL_Serbian_SOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipino_SEO,POL_SAL_Filipino_SOLSE_VWorW,POL_SAL_Filipin_SOLSE_NWorNAA,POL_SAL_Filipino_SOLSE_Tot,POL_SAL_Filipino_NS,POL_SAL_Filipino_Tot,POL_SAL_Indonesian_SEO,POL_SAL_Indonesia_SOLSE_VWorW,POL_SAL_Indones_SOLSE_NWorNAA,POL_SAL_Indonesian_SOLSE_Tot,POL_SAL_Indonesian_NS,POL_SAL_Indonesian_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_SOLSE_VWorW,POL_SAL_Tagalog_SOLSE_NWorNAA,POL_SAL_Tagalog_SOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_SOLSE_VWorW,POL_SAL_Oth_SOLSE_NWorNAA,POL_SAL_Oth_SOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_SOLSE_VWorW,POL_SAL_Tot_SOLSE_NWorNAA,POL_SAL_Tot_SOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_SOLSE_VWorW,POL_Spanish_SOLSE_NWorNAA,POL_Spanish_SOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_SOLSE_VWorW,POL_Tamil_SOLSE_NWorNAA,POL_Tamil_SOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_SOLSE_VWorW,POL_Thai_SOLSE_NWorNAA,POL_Thai_SOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_SOLSE_VWorW,POL_Turkish_SOLSE_NWorNAA,POL_Turkish_SOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_SOLSE_VWorW,POL_Vietnamese_SOLSE_NWorNAA,POL_Vietnamese_SOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_SOLSE_VWorW,POL_Oth_SOLSE_NWorNAA,POL_Oth_SOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_SOLSE_VWorW,POL_Tot_SOLSE_NWorNAA,POL_Tot_SOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LSatH_NS_SEO,P_LSatH_NS_SOLSE_VWorW,P_LSatH_NS_SOLSE_NWorNAA,P_LSatH_NS_SOLSE_Tot,P_LSatH_NS_NS,P_LSatH_NS_Tot,P_Tot_SEO,P_Tot_SOLSE_VWorW,P_Tot_SOLSE_NWorNAA,P_Tot_SOLSE_Tot,P_Tot_NS,P_Tot_Tot
114011279,..,59,8,65,0,65,..,0,0,0,0,0,..,3,0,3,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,11,0,9,..,49,7,61,3,63,..,9,0,9,0,9,..,0,0,0,0,0,..,4,0,4,0,4,..,16,0,14,0,17,..,0,0,0,0,0,..,22,0,24,0,25,..,8,3,10,0,12,..,0,0,0,0,0,..,9,0,9,0,9,..,5,0,5,0,5,..,7,0,7,0,7,..,17,4,22,0,22,..,7,0,7,0,7,..,38,4,43,0,43,..,39,3,48,0,48,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,3,3,0,3,..,79,14,93,3,99,..,495,74,571,13,580,..,38,3,39,768,809,12620,535,74,610,777,14007
114011280,..,13,3,15,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,5,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,6,0,6,..,6,0,6,0,6,..,0,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,26,0,25,0,25,..,112,5,120,0,120,..,23,0,23,237,260,3963,132,3,138,237,4342
114011281,..,21,0,22,0,22,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,18,0,19,0,19,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,12,0,12,0,12,..,0,0,0,0,0,..,10,4,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,19,6,21,0,20,..,126,16,145,0,146,..,3,0,3,196,203,3062,132,16,147,202,3407
114011282,..,18,0,18,0,18,..,0,0,0,0,0,..,19,0,19,0,19,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,27,0,27,0,27,..,99,8,103,0,103,..,10,0,10,0,10,..,6,0,6,0,6,..,4,0,4,0,4,..,14,0,14,0,14,..,4,0,4,0,4,..,3,0,3,0,3,..,7,0,7,0,7,..,0,0,0,0,0,..,12,5,18,0,16,..,7,0,7,0,7,..,10,0,10,0,10,..,13,0,20,0,20,..,0,0,0,0,0,..,34,0,33,0,33,..,21,4,22,0,22,..,4,0,7,0,7,..,18,3,22,0,22,..,0,0,0,0,0,..,14,4,21,0,21,..,64,7,74,0,73,..,510,53,564,3,569,..,32,3,40,946,978,13726,548,56,604,949,15278
114011283,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,18,0,18,..,0,0,0,0,0,..,0,0,0,0,0,..,5,4,7,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,7,0,7,..,6,0,6,0,6,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,8,0,8,0,8,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,4,0,4,..,0,0,0,0,0,..,0,3,7,0,7,..,18,8,24,0,24,..,122,20,140,0,141,..,12,0,12,368,388,4539,137,20,155,373,5062
114021284,..,44,3,53,0,51,..,0,0,0,0,0,..,22,0,22,0,22,..,22,3,23,0,23,..,3,0,3,0,3,..,0,0,0,0,0,..,63,3,67,0,67,..,110,4,117,0,117,..,71,3,76,3,77,..,14,4,14,0,15,..,13,3,17,0,19,..,9,3,13,0,13,..,3,0,7,0,7,..,4,0,4,0,4,..,6,0,12,0,12,..,0,0,0,0,0,..,3,0,4,0,4,..,18,3,22,3,23,..,5,0,5,0,5,..,10,0,10,0,10,..,14,0,14,0,14,..,4,0,4,0,4,..,29,0,29,0,29,..,32,0,32,0,32,..,3,0,3,0,3,..,15,3,16,0,16,..,3,0,3,0,3,..,9,0,9,0,9,..,124,14,139,5,143,..,708,63,772,23,792,..,45,0,45,674,715,11440,749,63,810,692,12949
114021285,..,18,0,19,0,19,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,21,6,30,0,30,..,0,0,0,0,0,..,0,0,0,0,0,..,12,3,14,0,14,..,6,0,6,0,6,..,5,0,5,0,5,..,4,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,6,0,6,0,6,..,3,0,3,0,3,..,15,0,15,0,15,..,15,3,19,0,19,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,3,4,0,4,..,36,4,39,0,46,..,213,30,243,4,246,..,10,3,8,321,326,5451,219,31,256,325,6025
114021286,..,49,5,52,0,52,..,7,0,7,0,7,..,11,0,10,0,10,..,10,0,11,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,45,0,45,0,45,..,66,3,64,0,66,..,52,0,53,0,53,..,13,0,15,0,15,..,0,4,4,0,4,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,7,0,7,0,7,..,6,0,6,0,6,..,3,0,3,0,3,..,3,0,3,0,3,..,16,0,16,0,16,..,9,0,9,0,9,..,31,0,31,0,31,..,33,0,37,0,37,..,0,0,0,0,0,..,9,0,13,0,13,..,10,4,18,0,18,..,9,3,15,0,15,..,60,12,67,4,69,..,538,66,601,11,608,..,13,3,15,589,610,7781,553,67,620,597,8999
114021287,..,24,0,25,0,25,..,10,0,10,0,10,..,13,0,13,0,18,..,8,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,56,8,62,0,62,..,89,7,91,0,94,..,55,8,63,0,61,..,3,0,3,0,3,..,3,0,3,0,3,..,8,0,12,0,12,..,3,0,3,0,3,..,3,0,3,0,3,..,16,0,14,0,14,..,3,0,3,0,3,..,3,0,3,0,3,..,5,0,4,0,4,..,11,0,11,0,11,..,3,0,4,0,4,..,20,0,20,0,20,..,3,0,3,0,0,..,31,0,34,0,36,..,17,3,25,0,25,..,0,0,0,0,0,..,18,3,21,0,21,..,3,0,3,0,3,..,23,11,33,0,33,..,59,6,63,3,71,..,567,129,697,15,707,..,19,0,20,556,575,8517,583,136,713,571,9797
114021288,..,4,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,13,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,3,17,0,17,..,94,7,98,0,98,..,9,0,10,287,295,3115,98,12,107,287,3506
114021289,..,11,0,14,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,37,3,37,0,43,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,9,0,9,0,9,..,13,3,17,0,17,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,30,3,34,0,34,..,239,15,252,0,250,..,18,0,16,369,389,5941,252,16,270,373,6589
115011290,..,164,12,174,3,176,..,58,0,58,0,58,..,491,18,509,3,506,..,112,13,132,0,132,..,186,10,192,3,197,..,119,9,129,0,129,..,198,12,208,0,209,..,1176,56,1232,10,1234,..,137,15,149,5,153,..,80,5,85,0,85,..,518,177,701,9,705,..,5,0,4,0,4,..,28,0,28,0,28,..,324,55,383,5,388,..,79,5,82,4,87,..,86,8,96,0,96,..,8,0,3,0,3,..,29,6,30,0,30,..,69,0,69,0,75,..,124,6,129,0,129,..,97,3,103,0,106,..,18,0,18,0,18,..,315,6,324,3,323,..,187,14,199,0,201,..,296,12,302,0,302,..,44,21,71,0,71,..,68,7,71,0,71,..,46,22,66,0,66,..,510,91,602,17,621,..,6953,1336,8287,76,8362,..,48,7,61,564,624,13959,7001,1346,8349,639,22944
115011291,..,157,10,165,0,165,..,128,3,131,0,131,..,564,14,585,3,590,..,292,20,319,0,315,..,184,11,193,3,199,..,130,4,136,0,132,..,242,13,255,0,255,..,1543,62,1610,6,1621,..,142,17,157,0,157,..,9,0,14,0,14,..,244,78,325,0,329,..,23,3,27,0,29,..,59,0,63,0,63,..,124,18,137,0,137,..,65,0,62,0,62,..,33,4,36,0,36,..,0,0,0,0,0,..,34,3,43,0,43,..,88,4,88,0,94,..,73,6,84,3,82,..,131,4,138,0,137,..,22,0,22,0,22,..,310,11,328,4,327,..,195,14,206,0,206,..,584,20,603,3,604,..,34,3,34,0,34,..,70,7,76,0,76,..,72,10,84,3,82,..,555,67,619,15,638,..,6788,913,7700,42,7747,..,35,3,39,422,460,11862,6825,916,7742,461,20066
115011294,..,26,3,31,0,31,..,11,0,11,0,11,..,28,0,28,0,28,..,13,0,13,0,13,..,5,0,5,0,5,..,15,0,15,0,15,..,8,0,8,0,8,..,78,0,78,0,78,..,77,4,80,0,80,..,3,0,3,0,3,..,31,8,39,0,44,..,0,0,0,0,0,..,4,0,4,0,4,..,42,5,46,0,46,..,24,0,26,0,26,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,18,0,18,0,18,..,3,0,4,0,4,..,10,0,10,0,10,..,0,0,0,0,0,..,31,0,29,0,29,..,46,0,46,0,46,..,5,0,5,0,5,..,3,0,3,0,3,..,7,0,7,0,7,..,11,6,10,0,10,..,54,8,60,3,64,..,698,61,756,9,762,..,18,3,15,166,187,5306,710,63,778,174,6251
115011296,..,53,0,55,0,57,..,74,3,77,0,73,..,284,12,297,3,300,..,62,0,64,0,65,..,147,3,153,0,152,..,24,0,24,0,23,..,61,0,61,0,61,..,656,23,678,7,686,..,116,7,121,3,124,..,16,0,16,0,16,..,208,71,279,5,286,..,4,0,4,0,5,..,10,0,10,0,10,..,127,12,136,0,136,..,44,0,43,0,43,..,28,3,26,0,26,..,0,0,0,0,0,..,17,0,17,0,17,..,19,0,19,0,19,..,74,3,73,0,73,..,22,0,22,0,22,..,8,0,8,0,8,..,116,3,121,0,121,..,53,0,59,0,59,..,163,4,169,0,172,..,20,6,21,0,21,..,7,0,9,0,9,..,58,8,69,0,69,..,192,39,231,3,231,..,4103,621,4727,35,4759,..,35,3,38,246,280,7593,4140,627,4766,275,12639
115011553,..,28,0,34,0,34,..,7,0,6,0,6,..,95,3,98,0,104,..,36,0,39,0,39,..,40,0,40,0,40,..,66,0,61,0,61,..,55,0,60,0,60,..,297,7,307,0,310,..,54,0,57,0,57,..,22,3,23,0,23,..,208,85,294,3,302,..,6,0,6,0,6,..,6,0,6,0,6,..,168,17,187,0,187,..,15,0,15,0,15,..,49,3,56,0,56,..,0,0,0,0,0,..,11,3,14,0,14,..,9,0,9,0,9,..,35,5,37,0,37,..,49,0,49,0,49,..,4,0,4,0,4,..,103,5,103,0,103,..,98,11,108,0,108,..,50,0,45,0,45,..,23,13,28,0,28,..,18,0,17,0,17,..,20,4,29,0,29,..,164,27,196,0,194,..,2298,441,2744,29,2771,..,14,3,11,208,221,4613,2315,444,2753,241,7611
115011554,..,21,4,24,0,24,..,11,0,11,0,11,..,136,3,139,0,139,..,27,0,29,0,29,..,65,0,61,0,67,..,44,0,44,0,43,..,44,0,44,0,44,..,319,5,319,4,322,..,40,6,43,0,45,..,16,0,14,0,14,..,73,26,94,0,94,..,0,0,0,0,0,..,11,0,11,0,11,..,30,3,31,0,31,..,14,0,13,0,13,..,16,0,16,0,16,..,3,0,3,0,3,..,9,0,7,0,7,..,9,0,9,0,9,..,36,0,36,0,36,..,24,0,24,0,24,..,6,0,6,0,6,..,69,0,75,0,75,..,26,3,28,0,28,..,83,0,83,0,83,..,3,0,5,0,5,..,3,0,4,0,4,..,20,0,20,0,20,..,92,14,105,6,111,..,1619,211,1828,15,1847,..,6,0,6,622,633,3118,1632,211,1836,639,5593
115011555,..,78,3,79,0,79,..,20,0,16,0,16,..,98,0,99,0,99,..,44,0,43,0,43,..,67,0,65,0,65,..,61,0,64,0,63,..,39,3,41,0,41,..,323,8,330,0,330,..,104,9,113,3,113,..,45,4,45,0,45,..,245,91,333,0,337,..,0,0,0,0,0,..,22,0,22,0,22,..,138,14,157,0,153,..,65,3,69,6,75,..,25,3,28,0,28,..,0,0,0,0,0,..,21,3,25,0,25,..,34,0,34,0,34,..,68,4,75,0,75,..,59,0,63,0,63,..,8,0,8,0,8,..,173,3,181,0,181,..,92,18,103,0,103,..,55,0,55,0,55,..,22,10,29,0,29,..,24,3,31,0,31,..,60,11,75,0,77,..,197,30,225,4,233,..,3145,565,3708,22,3728,..,23,0,28,307,330,7829,3170,562,3740,322,11885
115011556,..,58,5,59,3,63,..,17,0,17,0,17,..,119,3,128,0,128,..,54,7,58,0,58,..,52,3,57,0,57,..,46,9,58,0,56,..,45,5,50,0,50,..,334,24,357,0,359,..,66,10,72,0,72,..,25,4,27,0,27,..,235,83,319,3,320,..,0,0,0,0,0,..,9,4,10,0,10,..,142,16,156,3,158,..,32,3,38,0,38,..,26,0,27,0,27,..,4,0,4,0,4,..,19,0,16,0,16,..,37,0,38,0,38,..,38,3,47,0,48,..,51,0,57,0,57,..,9,0,9,0,9,..,142,8,148,0,148,..,97,8,105,0,105,..,84,3,83,3,84,..,19,3,24,0,24,..,33,3,36,0,36,..,35,3,37,0,38,..,179,33,214,4,218,..,2755,600,3363,28,3391,..,28,8,29,239,274,5851,2782,607,3392,270,9517
115011557,..,47,0,47,0,47,..,38,0,38,0,38,..,127,3,126,0,129,..,62,6,68,0,68,..,132,0,131,0,131,..,46,3,48,0,48,..,55,3,62,3,62,..,462,19,474,5,477,..,63,6,69,0,69,..,0,0,0,0,0,..,96,36,129,0,129,..,0,0,0,0,0,..,10,3,12,0,12,..,82,11,89,0,95,..,15,0,16,0,16,..,14,0,14,0,12,..,0,0,0,0,0,..,5,0,5,0,5,..,48,0,48,0,48,..,49,5,55,0,55,..,61,3,64,0,64,..,3,0,3,0,3,..,169,11,172,0,172,..,25,0,25,0,25,..,103,3,103,0,103,..,15,6,23,0,28,..,10,0,10,0,10,..,16,6,24,0,24,..,124,26,151,0,153,..,1898,239,2136,9,2141,..,3,0,3,116,119,2974,1902,241,2139,129,5241
115011558,..,91,12,107,0,107,..,61,4,61,0,61,..,535,8,544,0,549,..,119,3,117,0,117,..,413,10,427,3,428,..,140,9,151,0,156,..,245,7,254,0,254,..,1517,41,1556,10,1564,..,121,7,128,0,128,..,37,3,45,0,45,..,432,110,547,7,553,..,0,0,0,0,0,..,0,0,0,0,0,..,246,29,275,3,275,..,39,0,39,0,40,..,73,10,82,0,82,..,3,0,4,0,4,..,14,0,14,0,14,..,49,0,45,0,45,..,153,15,169,3,174,..,91,0,91,0,91,..,4,0,4,0,4,..,301,14,310,3,318,..,152,5,158,0,155,..,371,10,379,3,385,..,15,0,18,3,15,..,34,0,35,0,35,..,64,3,64,0,64,..,545,48,591,6,598,..,7018,855,7876,51,7922,..,50,10,59,369,427,10412,7069,866,7933,422,18765
115011559,..,112,0,113,4,115,..,88,3,90,0,90,..,537,11,545,3,552,..,298,28,326,0,332,..,262,12,268,3,270,..,144,10,152,0,152,..,188,8,197,0,197,..,1513,67,1583,6,1585,..,245,29,269,3,273,..,12,0,16,0,18,..,287,108,398,3,394,..,10,0,5,0,5,..,57,3,57,0,60,..,347,38,382,3,390,..,62,4,65,0,65,..,68,7,77,0,77,..,0,0,0,0,0,..,60,8,62,0,62,..,145,5,145,0,147,..,188,13,201,0,201,..,217,0,217,0,219,..,7,0,7,0,7,..,547,19,567,3,571,..,224,21,245,3,245,..,219,7,231,0,227,..,37,5,44,0,44,..,60,4,66,0,66,..,73,11,77,0,77,..,664,80,744,13,758,..,6862,912,7774,59,7833,..,55,7,59,568,629,14769,6909,919,7832,626,23228
115021297,..,85,7,94,0,94,..,25,0,23,0,23,..,73,4,78,0,80,..,49,3,55,0,55,..,69,3,68,0,68,..,37,3,42,0,42,..,34,3,30,0,30,..,282,19,302,0,306,..,439,52,488,7,494,..,8,0,13,0,13,..,89,32,120,0,120,..,8,0,8,0,8,..,72,4,79,0,79,..,90,6,96,0,96,..,34,0,39,0,44,..,22,9,32,0,32,..,0,0,0,0,0,..,39,0,41,0,41,..,18,0,18,0,18,..,19,0,20,0,20,..,45,0,45,0,45,..,6,0,6,0,6,..,93,0,93,0,93,..,105,8,110,0,114,..,32,0,36,0,36,..,16,0,18,0,18,..,23,0,21,0,21,..,17,8,23,0,22,..,218,29,249,5,262,..,3062,372,3437,28,3465,..,53,0,53,904,955,16600,3114,380,3487,929,21016
115021298,..,19,0,19,0,19,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,7,..,88,10,97,0,97,..,14,0,14,0,14,..,9,3,7,0,7,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,4,0,7,0,7,..,12,0,12,0,12,..,0,0,0,0,0,..,0,0,7,0,7,..,3,0,3,0,3,..,4,0,4,0,4,..,7,0,7,0,7,..,0,0,0,0,0,..,19,0,19,0,19,..,17,5,16,0,16,..,0,0,0,0,0,..,0,6,8,0,8,..,0,0,0,0,0,..,3,0,3,0,3,..,22,4,29,0,29,..,412,57,465,10,475,..,15,0,18,200,216,4518,426,59,485,211,5210
115031299,..,3,0,6,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,12,..,88,3,92,3,95,..,4,0,4,370,372,2221,96,3,99,370,2692
115031300,..,36,3,37,0,37,..,0,0,0,0,0,..,4,0,4,0,4,..,11,0,11,0,11,..,0,0,0,0,0,..,4,0,8,0,8,..,5,0,5,0,5,..,31,0,28,0,28,..,97,7,104,0,104,..,9,0,9,0,10,..,7,4,11,0,11,..,15,0,16,0,16,..,224,8,236,0,239,..,0,0,0,0,0,..,13,0,13,0,13,..,8,0,8,0,8,..,12,0,12,0,12,..,14,0,14,0,14,..,10,0,10,0,10,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,26,0,26,0,26,..,32,7,35,0,35,..,6,0,6,0,6,..,6,0,6,0,6,..,3,0,3,0,3,..,11,0,12,0,10,..,94,24,115,3,121,..,903,96,993,10,1007,..,32,3,36,1249,1293,19599,932,102,1034,1263,21900
115041301,..,10,3,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,0,0,0,0,0,..,20,0,20,0,20,..,0,0,0,0,0,..,38,0,38,0,38,..,65,4,67,0,67,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,162,15,183,0,182,..,3,0,10,0,10,..,12,0,13,0,13,..,3,0,3,0,3,..,0,0,0,0,0,..,17,0,17,0,14,..,3,0,8,0,8,..,3,3,6,0,6,..,15,0,17,0,17,..,0,0,0,0,0,..,25,4,30,0,30,..,32,0,32,0,32,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,3,0,3,..,12,0,15,0,15,..,54,9,54,8,63,..,716,106,820,8,832,..,32,0,35,463,499,9207,751,103,858,469,10528
