SA2_MAINCODE_2016,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedonian_SEO,FOL_Macedonian_SOLSE_VWorW,FOL_Macedonian_SOLSE_NWorNAA,FOL_Macedonian_SOLSE_Tot,FOL_Macedonian_NS,FOL_Macedonian_Tot,FOL_Maltese_SEO,FOL_Maltese_SOLSE_VWorW,FOL_Maltese_SOLSE_NWorNAA,FOL_Maltese_SOLSE_Tot,FOL_Maltese_NS,FOL_Maltese_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_SOLSE_VWorW,FOL_Persian_ED_SOLSE_NWorNAA,FOL_Persian_ED_SOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_SOLSE_VWorW,FOL_Polish_SOLSE_NWorNAA,FOL_Polish_SOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Russian_SEO,FOL_Russian_SOLSE_VWorW,FOL_Russian_SOLSE_NWorNAA,FOL_Russian_SOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_SOLSE_VWorW,FOL_Samoan_SOLSE_NWorNAA,FOL_Samoan_SOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_SOLSE_VWorW,FOL_Serbian_SOLSE_NWorNAA,FOL_Serbian_SOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipino_SEO,FOL_SAL_Filipino_SOLSE_VWorW,FOL_SAL_Filipin_SOLSE_NWorNAA,FOL_SAL_Filipino_SOLSE_Tot,FOL_SAL_Filipino_NS,FOL_SAL_Filipino_Tot,FOL_SAL_Indonesian_SEO,FOL_SAL_Indonesia_SOLSE_VWorW,FOL_SAL_Indones_SOLSE_NWorNAA,FOL_SAL_Indonesian_SOLSE_Tot,FOL_SAL_Indonesian_NS,FOL_SAL_Indonesian_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_SOLSE_VWorW,FOL_SAL_Tagalog_SOLSE_NWorNAA,FOL_SAL_Tagalog_SOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_SOLSE_VWorW,FOL_SAL_Oth_SOLSE_NWorNAA,FOL_SAL_Oth_SOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_SOLSE_VWorW,FOL_SAL_Tot_SOLSE_NWorNAA,FOL_SAL_Tot_SOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_SOLSE_VWorW,FOL_Spanish_SOLSE_NWorNAA,FOL_Spanish_SOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_SOLSE_VWorW,FOL_Tamil_SOLSE_NWorNAA,FOL_Tamil_SOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_SOLSE_VWorW,FOL_Thai_SOLSE_NWorNAA,FOL_Thai_SOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_SOLSE_VWorW,FOL_Turkish_SOLSE_NWorNAA,FOL_Turkish_SOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_SOLSE_VWorW,FOL_Vietnamese_SOLSE_NWorNAA,FOL_Vietnamese_SOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_SOLSE_VWorW,FOL_Oth_SOLSE_NWorNAA,FOL_Oth_SOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_SOLSE_VWorW,FOL_Tot_SOLSE_NWorNAA,FOL_Tot_SOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LSatH_NS_SEO,F_LSatH_NS_SOLSE_VWorW,F_LSatH_NS_SOLSE_NWorNAA,F_LSatH_NS_SOLSE_Tot,F_LSatH_NS_NS,F_LSatH_NS_Tot,F_Tot_SEO,F_Tot_SOLSE_VWorW,F_Tot_SOLSE_NWorNAA,F_Tot_SOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_SOLSE_VWorW,PSEO_SOLSE_NWorNAA,PSEO_SOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_SOLSE_VWorW,POL_Afrikaans_SOLSE_NWorNAA,POL_Afrikaans_SOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_SOLSE_VWorW,POL_Arabic_SOLSE_NWorNAA,POL_Arabic_SOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_SOLSE_VWorW,POL_AIndLng_SOLSE_NWorNAA,POL_AIndLng_SOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Cantones_SEO,POL_CL_Cantones_SOLSE_VWorW,POL_CL_Cantones_SOLSE_NWorNAA,POL_CL_Cantones_SOLSE_Tot,POL_CL_Cantones_NS,POL_CL_Cantones_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_SOLSE_VWorW,POL_CL_Mandarin_SOLSE_NWorNAA,POL_CL_Mandarin_SOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot,POL_CL_Oth_SEO,POL_CL_Oth_SOLSE_VWorW,POL_CL_Oth_SOLSE_NWorNAA,POL_CL_Oth_SOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_SOLSE_VWorW,POL_CL_Tot_SOLSE_NWorNAA,POL_CL_Tot_SOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_SOLSE_VWorW,POL_Croatian_SOLSE_NWorNAA,POL_Croatian_SOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_Dutch_SEO,POL_Dutch_SOLSE_VWorW,POL_Dutch_SOLSE_NWorNAA,POL_Dutch_SOLSE_Tot,POL_Dutch_NS,POL_Dutch_Tot,POL_French_SEO,POL_French_SOLSE_VWorW,POL_French_SOLSE_NWorNAA,POL_French_SOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_SOLSE_VWorW,POL_German_SOLSE_NWorNAA,POL_German_SOLSE_Tot,POL_German_NS,POL_German_Tot
121031410,0,244,..,3,0,3,0,6,..,3,0,3,0,3,..,141,15,155,3,160,..,28,0,28,0,28,..,48,3,51,0,51,..,0,0,0,0,0,..,11,0,11,0,11,..,12,0,12,0,12,..,29,4,37,0,37,..,13,0,13,0,13,..,5,0,5,0,5,..,61,8,68,0,68,..,101,3,103,0,103,..,13,0,13,0,13,..,18,0,18,0,18,..,13,0,13,0,13,..,20,0,25,0,25,..,288,23,312,10,322,..,2554,494,3048,28,3073,..,17,3,22,304,327,7263,2573,495,3074,328,10663,14214,..,..,..,..,14214,..,159,4,161,0,162,..,62,3,68,0,68,..,0,0,0,0,0,..,631,101,737,5,740,..,1280,471,1751,7,1759,..,43,17,58,0,58,..,1948,596,2540,10,2557,..,14,0,14,0,14,..,60,3,63,0,63,..,89,3,86,0,88,..,123,0,123,0,123
121031411,0,190,..,0,0,0,0,0,..,3,0,3,0,3,..,87,3,94,0,97,..,26,3,26,0,26,..,32,4,36,0,36,..,0,0,0,0,0,..,9,0,9,0,9,..,9,0,9,0,9,..,19,0,19,3,23,..,12,0,12,0,12,..,3,0,3,0,3,..,42,0,42,3,49,..,66,4,67,0,67,..,13,0,16,0,16,..,18,3,21,0,21,..,3,0,3,0,3,..,38,7,46,0,46,..,128,23,150,3,158,..,1795,300,2095,19,2108,..,22,0,22,503,526,7448,1814,300,2115,522,10087,14454,..,..,..,..,14454,..,71,4,76,0,76,..,51,0,51,0,51,..,0,0,0,0,0,..,465,76,541,4,543,..,710,227,928,5,936,..,34,9,43,0,45,..,1209,303,1516,7,1523,..,13,0,10,0,10,..,61,0,61,0,61,..,92,0,92,0,92,..,112,3,115,0,120
121031412,0,173,..,0,0,0,0,0,..,0,0,0,0,0,..,84,7,93,3,97,..,15,0,16,0,16,..,31,0,28,0,28,..,0,0,0,0,0,..,4,0,4,0,4,..,12,0,12,0,12,..,33,0,32,0,32,..,25,0,28,0,28,..,4,0,4,0,4,..,75,0,77,0,77,..,64,3,68,0,68,..,24,0,24,0,25,..,13,3,16,0,16,..,7,0,4,0,4,..,30,3,29,0,29,..,172,27,195,0,196,..,1771,281,2051,10,2066,..,16,0,20,353,373,6773,1795,282,2073,363,9214,13247,..,..,..,..,13247,..,109,0,110,0,110,..,53,3,59,0,59,..,0,0,0,0,0,..,420,45,461,3,468,..,783,216,1003,0,1004,..,36,3,35,0,41,..,1232,267,1498,6,1504,..,13,0,16,0,16,..,42,0,42,0,43,..,66,0,66,0,66,..,84,3,89,0,89
121041413,0,39,..,10,0,10,0,10,..,0,0,0,0,0,..,37,4,42,0,42,..,29,4,31,0,31,..,56,7,61,0,67,..,0,0,0,0,0,..,14,0,14,0,14,..,27,0,27,0,27,..,18,0,18,0,18,..,29,0,29,0,29,..,6,0,6,0,6,..,77,0,80,0,80,..,125,12,136,0,136,..,6,0,6,0,6,..,69,13,81,0,82,..,11,0,11,0,11,..,28,3,29,0,29,..,246,21,269,3,272,..,1748,192,1940,19,1958,..,14,0,14,622,636,7633,1764,192,1957,639,10226,14385,..,..,..,..,14385,..,63,0,61,0,61,..,50,7,50,0,50,..,0,0,0,0,0,..,281,29,314,0,314,..,341,68,417,3,419,..,21,3,22,0,22,..,646,102,747,3,748,..,28,0,31,0,31,..,36,0,36,0,36,..,205,8,217,8,220,..,128,3,137,0,134
121041414,0,86,..,7,0,13,0,13,..,3,0,3,0,3,..,43,3,44,0,44,..,40,0,40,0,36,..,62,7,68,0,68,..,0,0,0,0,0,..,17,3,20,0,20,..,33,0,33,0,33,..,22,3,23,0,23,..,38,3,41,0,40,..,8,0,8,0,6,..,100,3,105,0,109,..,142,8,146,0,146,..,29,3,37,0,33,..,74,14,90,0,90,..,9,0,9,0,9,..,32,3,34,0,34,..,252,27,276,3,279,..,2090,256,2352,21,2372,..,13,7,13,607,617,6569,2105,265,2363,624,9561,12579,..,..,..,..,12579,..,33,0,38,0,38,..,32,3,37,0,37,..,0,0,0,0,0,..,488,64,549,4,557,..,530,100,629,3,638,..,32,6,41,0,41,..,1051,177,1223,4,1226,..,24,0,24,0,24,..,33,0,33,0,31,..,131,13,144,0,143,..,124,4,133,0,133
121041415,0,54,..,8,0,10,0,10,..,3,0,3,0,3,..,34,0,37,0,41,..,42,3,49,0,49,..,69,6,77,0,77,..,0,0,0,0,0,..,17,0,21,0,19,..,24,0,24,0,24,..,24,0,28,0,28,..,47,0,44,0,47,..,8,0,8,0,8,..,104,4,106,0,107,..,182,7,190,3,189,..,7,0,7,0,7,..,43,4,54,0,51,..,13,6,17,0,17,..,26,3,33,0,33,..,281,20,301,5,309,..,2168,223,2391,24,2421,..,40,3,42,986,1027,11847,2210,226,2434,1012,15290,22190,..,..,..,..,22190,..,78,3,76,0,76,..,41,0,38,0,38,..,0,0,0,0,0,..,216,34,249,0,254,..,484,132,617,3,624,..,29,8,30,0,30,..,724,178,899,10,906,..,61,3,62,0,62,..,101,0,101,0,105,..,312,14,324,3,325,..,237,4,242,3,242
121041416,0,76,..,3,0,3,0,3,..,3,0,3,0,3,..,26,3,32,0,32,..,45,0,42,0,42,..,60,8,64,0,64,..,0,0,0,0,0,..,13,3,19,0,19,..,24,0,24,0,24,..,25,6,32,0,31,..,32,0,32,0,35,..,9,0,9,0,9,..,89,6,92,4,94,..,127,10,142,0,142,..,13,0,13,0,13,..,80,8,92,0,92,..,11,5,17,0,17,..,31,5,33,0,33,..,224,20,242,3,243,..,1814,192,2004,18,2026,..,19,0,19,765,786,6679,1834,192,2022,784,9494,12714,..,..,..,..,12714,..,39,0,39,0,39,..,36,3,39,0,36,..,0,0,0,0,0,..,250,36,286,3,287,..,378,94,473,3,482,..,19,0,19,0,19,..,649,128,781,7,787,..,26,0,28,0,28,..,54,3,53,0,53,..,220,12,231,0,233,..,136,3,139,0,146
121041417,0,62,..,7,0,3,0,3,..,0,0,0,0,0,..,38,4,38,0,38,..,22,0,23,0,23,..,22,0,21,0,24,..,0,0,0,0,0,..,4,0,8,0,8,..,20,0,20,0,20,..,21,0,21,0,21,..,36,0,39,0,39,..,0,0,0,0,0,..,83,0,82,0,82,..,70,8,73,0,77,..,15,0,15,0,15,..,27,5,34,3,39,..,8,5,12,0,12,..,34,0,30,0,30,..,122,10,132,3,136,..,1370,159,1528,18,1545,..,11,4,20,491,504,3386,1382,165,1549,504,5437,6833,..,..,..,..,6833,..,32,0,32,0,32,..,40,4,39,0,39,..,3,0,3,0,3,..,347,42,389,0,395,..,416,81,498,3,499,..,24,9,27,0,27,..,782,134,916,4,919,..,7,0,7,0,7,..,19,0,19,0,19,..,113,0,114,3,119,..,62,0,62,0,62
122011418,0,28,..,8,0,8,0,8,..,0,0,0,0,0,..,16,3,23,0,23,..,9,3,16,0,16,..,26,0,31,0,31,..,0,0,0,0,0,..,14,0,14,0,13,..,4,0,4,0,4,..,19,0,19,0,19,..,16,0,16,0,16,..,4,0,8,0,8,..,45,0,48,0,48,..,67,7,73,0,73,..,0,0,0,0,0,..,16,3,22,0,22,..,18,4,15,0,15,..,17,0,23,0,23,..,226,18,243,3,246,..,1302,134,1442,15,1455,..,21,3,28,435,458,8563,1326,137,1465,448,10475,16674,..,..,..,..,16674,..,56,0,61,0,59,..,38,0,45,0,45,..,0,0,0,0,0,..,123,20,149,0,148,..,241,61,307,0,303,..,8,0,8,0,8,..,375,84,464,5,468,..,43,6,49,0,49,..,69,3,69,0,71,..,159,3,164,0,168,..,165,8,171,0,174
122011419,0,32,..,0,0,0,0,0,..,4,0,4,0,4,..,9,0,5,0,5,..,24,0,26,0,27,..,41,0,44,0,44,..,0,0,0,0,0,..,14,0,11,0,11,..,10,0,11,0,11,..,15,0,15,0,15,..,22,0,22,0,22,..,0,0,0,0,0,..,51,3,51,0,51,..,190,9,200,3,201,..,0,0,0,0,0,..,31,10,40,0,40,..,3,0,3,0,3,..,25,3,22,0,22,..,411,35,447,0,451,..,1641,116,1755,22,1772,..,24,4,31,846,871,8383,1662,119,1781,864,11028,16715,..,..,..,..,16715,..,47,0,47,0,47,..,7,0,10,0,13,..,0,0,0,0,0,..,49,7,56,3,57,..,98,24,121,0,121,..,3,3,6,0,6,..,144,35,187,3,189,..,23,3,25,0,29,..,135,3,139,4,141,..,432,13,447,3,445,..,343,17,355,0,355
122021420,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,4,0,4,..,3,3,7,0,7,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,7,0,7,0,7,..,9,0,9,0,9,..,0,0,0,0,0,..,12,0,14,0,14,..,35,0,35,0,35,..,0,0,0,0,0,..,8,0,13,0,13,..,5,0,5,0,8,..,6,0,14,0,14,..,80,0,86,0,86,..,375,18,393,9,402,..,13,0,13,258,275,5650,389,18,408,264,6327,11084,..,..,..,..,11084,..,16,4,20,0,20,..,12,0,12,0,12,..,0,0,0,0,0,..,8,0,8,0,10,..,28,9,36,0,36,..,3,0,3,0,3,..,36,9,48,0,48,..,3,0,3,0,3,..,47,0,49,3,50,..,85,3,90,0,90,..,118,0,118,0,118
122021421,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,20,0,20,0,20,..,4,0,4,0,4,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,11,0,11,0,11,..,23,0,26,0,27,..,0,0,0,0,0,..,9,3,11,0,11,..,0,0,0,0,0,..,4,0,5,0,5,..,65,10,77,0,77,..,408,40,451,4,455,..,11,0,8,299,309,4743,418,43,461,301,5504,9272,..,..,..,..,9272,..,30,0,30,0,30,..,19,0,19,0,19,..,0,0,0,0,0,..,16,0,19,0,19,..,49,10,62,0,62,..,0,0,0,0,0,..,66,15,82,0,82,..,25,0,26,0,28,..,59,3,61,0,64,..,55,0,58,0,58,..,86,3,87,0,89
122021422,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,13,0,11,0,11,..,15,5,20,0,20,..,0,0,0,0,0,..,15,0,15,0,15,..,6,0,6,0,6,..,3,0,6,0,6,..,5,0,5,0,5,..,3,0,3,0,3,..,17,0,19,0,19,..,42,3,40,0,40,..,0,0,0,0,0,..,10,3,11,0,11,..,0,0,0,0,0,..,9,3,6,0,6,..,106,4,106,3,110,..,490,42,534,3,532,..,14,0,17,195,215,5936,502,42,548,205,6689,11805,..,..,..,..,11805,..,21,0,21,0,21,..,15,0,15,0,15,..,0,0,0,0,0,..,10,9,25,0,25,..,21,14,36,0,36,..,4,0,4,0,4,..,36,26,64,0,64,..,7,0,7,0,7,..,36,0,36,0,36,..,86,0,85,0,85,..,128,0,125,0,124
122021423,0,25,..,5,0,5,0,5,..,0,0,0,0,0,..,25,0,25,0,25,..,20,0,20,0,20,..,30,4,36,0,36,..,3,0,3,0,6,..,104,14,122,0,122,..,14,0,14,0,14,..,7,0,6,0,6,..,28,0,28,0,28,..,0,0,0,0,0,..,52,0,51,0,51,..,75,0,75,0,75,..,4,0,4,0,4,..,17,5,24,0,24,..,5,0,6,0,6,..,16,6,22,0,22,..,274,25,299,10,303,..,1308,133,1433,13,1447,..,25,0,32,645,675,10329,1332,131,1463,660,12453,20200,..,..,..,..,20200,..,43,0,47,0,47,..,38,3,37,0,37,..,0,0,0,0,0,..,36,4,47,0,47,..,112,22,129,0,129,..,12,3,11,0,11,..,157,30,186,0,186,..,164,21,190,3,189,..,104,3,104,0,104,..,74,0,76,0,78,..,202,4,208,0,208
122031424,0,52,..,0,0,0,0,0,..,3,0,3,0,3,..,26,3,27,0,27,..,15,0,14,0,14,..,17,3,22,0,22,..,0,0,0,0,0,..,47,18,60,0,67,..,20,0,24,0,24,..,11,0,15,0,15,..,58,3,62,0,62,..,0,0,0,0,0,..,99,3,105,0,105,..,72,4,82,0,82,..,4,0,4,0,4,..,28,6,36,0,36,..,0,0,0,0,0,..,25,3,29,0,29,..,189,29,218,3,220,..,1279,248,1527,11,1537,..,15,3,18,293,314,5244,1299,245,1545,305,7099,10332,..,..,..,..,10332,..,19,0,19,0,19,..,24,0,24,0,26,..,4,0,4,0,4,..,141,50,185,0,185,..,277,79,357,4,365,..,7,3,11,0,11,..,428,131,557,4,561,..,38,3,44,0,44,..,24,0,24,0,24,..,65,4,66,0,69,..,84,4,89,0,89
122031425,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,6,0,6,..,8,0,6,0,6,..,11,0,11,0,11,..,0,0,0,0,0,..,23,0,28,0,28,..,3,0,3,0,3,..,4,0,4,0,4,..,17,0,17,0,17,..,0,0,0,0,0,..,29,0,27,0,27,..,20,0,22,0,22,..,3,0,3,0,3,..,10,0,10,0,10,..,0,0,0,0,0,..,4,3,9,0,9,..,79,10,89,0,89,..,474,53,521,6,530,..,13,0,13,154,161,3185,483,53,535,156,3875,6191,..,..,..,..,6191,..,19,0,19,0,19,..,20,6,25,0,25,..,0,0,0,0,0,..,32,10,44,0,44,..,65,18,81,0,81,..,14,4,19,0,19,..,110,36,147,0,147,..,15,3,23,0,23,..,30,0,30,0,30,..,43,0,46,0,43,..,60,0,60,4,65
122031426,0,107,..,5,0,5,0,5,..,0,0,0,0,0,..,31,7,39,3,40,..,50,5,59,0,59,..,49,12,54,0,54,..,11,0,11,0,11,..,158,31,191,3,191,..,93,4,95,0,92,..,66,11,78,0,78,..,180,9,185,7,192,..,21,0,19,0,22,..,352,25,373,7,383,..,152,10,166,0,166,..,4,0,4,0,4,..,111,13,126,0,130,..,17,0,17,0,17,..,41,21,59,0,65,..,902,170,1076,11,1083,..,3152,557,3709,37,3748,..,25,7,26,778,802,8125,3176,557,3733,812,12673,16207,..,..,..,..,16207,..,44,0,42,0,42,..,61,9,68,0,68,..,4,0,4,0,4,..,120,69,189,3,191,..,388,150,535,3,540,..,11,4,19,0,19,..,517,227,743,10,755,..,87,3,87,0,87,..,93,0,98,0,95,..,171,9,179,0,179,..,179,10,189,0,189
122031427,0,26,..,8,0,8,0,8,..,0,0,0,0,0,..,37,4,45,0,45,..,18,3,23,0,23,..,20,3,24,0,24,..,3,0,3,0,3,..,9,0,9,0,9,..,4,0,4,0,4,..,10,0,10,0,10,..,11,0,11,0,11,..,0,0,0,0,0,..,26,0,26,0,26,..,42,3,47,0,50,..,0,0,0,0,0,..,14,0,15,0,13,..,3,0,3,0,3,..,14,3,17,0,17,..,297,29,325,4,323,..,1474,193,1661,12,1674,..,14,0,14,162,179,4765,1484,193,1675,174,6616,9422,..,..,..,..,9422,..,47,0,49,0,49,..,60,11,69,0,68,..,0,0,0,0,0,..,335,70,403,6,406,..,298,88,389,3,391,..,9,0,9,0,9,..,641,163,801,3,808,..,59,6,66,0,66,..,34,3,37,0,37,..,391,13,401,3,404,..,108,0,106,0,106
122031428,0,52,..,12,0,9,0,9,..,4,0,4,0,4,..,73,6,82,0,82,..,16,0,18,0,18,..,17,0,23,0,23,..,3,0,3,0,3,..,22,0,22,0,22,..,9,0,9,0,9,..,12,0,12,0,12,..,34,0,35,0,35,..,3,0,3,0,3,..,61,0,60,0,60,..,88,7,95,0,101,..,7,0,7,0,7,..,17,6,21,0,21,..,4,0,8,0,8,..,10,3,14,0,14,..,494,33,523,6,533,..,1909,225,2127,16,2144,..,63,7,72,400,465,10198,1973,230,2197,411,12815,20303,..,..,..,..,20303,..,83,0,83,0,83,..,54,4,59,0,59,..,0,0,0,0,0,..,275,60,335,0,335,..,372,113,485,3,496,..,16,0,16,0,16,..,666,176,838,3,846,..,60,4,69,0,72,..,54,5,51,5,58,..,215,5,218,3,224,..,206,3,206,3,207
122031429,0,27,..,10,0,14,0,14,..,10,0,10,0,10,..,14,3,15,0,15,..,25,0,25,0,25,..,16,3,19,0,19,..,10,0,10,0,10,..,16,3,20,0,22,..,13,0,13,0,13,..,16,3,20,0,20,..,40,0,45,0,46,..,3,0,3,0,3,..,76,3,82,0,83,..,114,11,130,0,130,..,10,0,10,0,10,..,35,4,40,3,43,..,7,0,6,0,6,..,10,0,8,0,8,..,388,56,446,10,451,..,1457,219,1673,19,1690,..,14,3,19,601,624,8227,1472,220,1689,625,10545,16561,..,..,..,..,16561,..,38,3,40,0,40,..,31,4,35,0,35,..,0,0,0,0,0,..,60,21,79,0,77,..,167,42,207,4,215,..,5,6,18,0,19,..,230,72,307,8,310,..,37,3,43,0,43,..,94,5,96,0,94,..,159,3,168,0,165,..,186,6,187,0,188
122031430,0,52,..,7,0,7,0,7,..,0,0,0,0,0,..,16,3,19,0,19,..,24,4,28,0,28,..,22,3,25,0,25,..,0,0,0,0,0,..,19,0,18,0,18,..,26,0,26,0,26,..,12,3,15,0,14,..,44,0,47,0,47,..,4,0,4,0,4,..,87,3,93,0,91,..,90,8,92,3,94,..,0,0,0,0,0,..,32,3,36,0,36,..,5,0,3,0,3,..,8,0,8,0,8,..,236,33,267,8,274,..,1249,165,1416,13,1426,..,15,0,18,385,399,6827,1266,167,1432,394,8653,13494,..,..,..,..,13494,..,19,0,19,0,19,..,31,0,32,0,32,..,0,0,0,0,0,..,115,31,149,0,149,..,193,75,265,0,266,..,17,6,24,0,24,..,321,110,440,0,441,..,16,0,22,0,23,..,52,0,52,0,52,..,130,3,135,0,135,..,145,0,147,3,149
122031431,0,36,..,8,0,8,0,8,..,3,0,8,0,8,..,14,0,16,0,16,..,29,0,33,0,33,..,28,0,34,0,34,..,0,0,0,0,0,..,56,7,56,0,56,..,17,0,17,0,17,..,17,0,16,0,16,..,29,0,28,0,28,..,4,0,4,0,4,..,74,3,77,0,77,..,107,3,111,0,111,..,5,3,7,0,7,..,28,5,35,0,37,..,3,0,3,0,3,..,12,3,15,0,15,..,328,29,354,3,365,..,1405,136,1547,19,1561,..,39,0,38,780,817,10390,1445,137,1589,796,12770,20408,..,..,..,..,20408,..,38,0,38,0,38,..,18,3,24,0,24,..,0,0,0,0,0,..,76,14,95,0,91,..,178,50,225,0,225,..,5,0,6,0,6,..,260,65,329,0,324,..,60,12,71,0,71,..,86,0,81,3,89,..,123,0,119,0,119,..,167,0,167,3,168
122031432,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,3,0,3,..,3,0,3,0,3,..,7,0,7,0,7,..,6,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,11,0,11,0,11,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,8,0,8,0,8,..,21,5,24,0,24,..,165,24,188,0,190,..,5,0,5,91,99,1561,173,24,193,95,1848,3111,..,..,..,..,3111,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,14,3,16,0,16,..,17,8,25,0,25,..,0,0,0,0,0,..,32,17,48,0,48,..,4,0,4,0,4,..,23,0,23,0,23,..,15,0,15,0,15,..,46,0,46,0,46
123011433,0,0,..,3,0,4,0,4,..,15,0,12,3,18,..,4,0,4,0,4,..,19,0,24,0,23,..,3,0,3,0,3,..,5,0,5,0,5,..,8,0,8,0,8,..,3,0,3,0,3,..,8,0,8,0,8,..,4,0,4,0,4,..,0,0,0,0,0,..,15,0,16,0,16,..,35,3,37,0,36,..,0,0,0,0,0,..,10,0,9,0,9,..,3,0,3,0,3,..,3,0,4,0,4,..,40,4,47,0,46,..,342,27,372,9,376,..,26,0,23,253,280,6106,363,25,390,265,6768,11760,..,..,..,..,11760,..,10,0,10,0,10,..,22,0,22,0,21,..,0,0,0,0,0,..,16,3,17,0,19,..,18,3,28,0,28,..,3,0,4,0,4,..,42,10,46,0,52,..,35,0,39,0,39,..,11,0,12,0,12,..,17,0,16,0,20,..,33,0,33,3,30
123011434,0,3,..,20,0,20,0,20,..,31,3,33,0,33,..,10,3,14,0,14,..,26,3,30,0,30,..,15,0,15,0,15,..,21,0,26,0,26,..,40,3,42,0,42,..,9,0,9,0,9,..,8,3,14,0,14,..,37,0,39,0,39,..,0,0,0,0,0,..,57,3,62,0,62,..,105,7,110,0,110,..,4,0,5,0,5,..,13,0,13,0,13,..,15,4,14,0,14,..,25,3,25,0,25,..,171,21,191,7,198,..,1152,133,1289,10,1295,..,24,0,24,371,394,9066,1176,133,1305,382,10763,17737,..,..,..,..,17737,..,41,0,42,0,42,..,177,14,196,0,196,..,0,0,0,0,0,..,29,7,31,0,31,..,119,44,169,0,172,..,3,3,6,0,6,..,154,56,205,0,207,..,90,0,95,0,95,..,19,0,18,0,18,..,41,0,41,0,41,..,49,0,49,0,51
