SA2_MAINCODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
404021100,1552,255,56,18,0,1882,1710,286,45,0,0,2042,366,194,70,0,0,631,158,254,153,0,3,573,196,71,29,3,0,295,32,37,5,0,0,76,40,23,3,0,0,62,6,7,0,0,0,17,796,592,261,3,4,1657,27,52,0,0,3,83,72,35,13,0,3,120,4155,1215,379,20,11,5790
404021101,953,206,33,3,4,1193,1229,251,46,7,9,1541,249,251,91,4,6,596,147,319,20,0,3,482,241,127,54,0,7,428,17,43,15,0,0,69,24,12,8,0,0,45,9,10,4,0,0,28,681,761,189,9,13,1652,20,44,8,0,0,70,66,53,5,0,0,125,2943,1314,282,15,23,4581
404021102,1209,215,26,14,3,1464,1440,409,41,10,8,1903,371,196,141,4,0,713,496,673,86,4,0,1263,367,169,79,3,0,619,40,63,46,0,0,146,61,27,22,0,0,115,24,15,0,0,0,40,1367,1134,384,13,3,2899,27,26,4,0,0,56,111,80,16,0,10,216,4147,1868,466,42,24,6539
404021103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404031104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404031105,401,53,5,0,0,460,256,17,13,0,0,288,53,27,25,0,0,106,15,3,15,0,0,40,44,14,15,0,3,81,0,3,0,0,0,3,0,0,0,0,0,7,4,0,0,0,0,6,121,48,61,0,3,231,5,15,0,0,0,26,22,12,3,0,0,40,806,148,84,0,4,1040
404031106,1466,149,92,0,10,1709,1206,182,144,3,8,1545,292,153,342,0,3,791,16,42,125,0,0,187,267,78,168,0,0,514,13,34,3,0,0,55,20,6,33,0,3,64,11,14,5,0,0,29,628,329,673,0,7,1641,24,57,6,0,0,91,62,33,28,0,5,123,3382,746,951,7,24,5110
404031107,2243,411,154,3,3,2815,2138,512,192,0,15,2859,603,582,687,3,4,1884,115,283,49,0,0,452,485,360,277,3,4,1128,16,78,14,0,0,112,32,30,29,3,0,94,27,10,3,0,0,40,1275,1349,1065,11,9,3711,49,154,32,0,0,234,130,94,38,0,7,268,5844,2522,1482,14,31,9890
404031108,1488,215,66,3,4,1778,1370,386,71,3,9,1837,577,361,256,3,3,1208,154,222,67,0,0,449,464,225,142,4,6,850,55,115,25,0,0,200,32,16,26,0,0,71,31,15,3,0,0,43,1320,961,518,11,17,2818,24,14,0,0,0,42,90,38,21,4,3,148,4285,1612,675,17,28,6629
404031109,637,94,34,4,0,771,432,98,51,3,3,588,89,60,210,3,3,360,0,0,16,0,0,16,57,24,80,0,0,161,0,0,0,0,0,6,3,0,7,0,0,10,0,0,0,0,0,0,148,87,314,7,3,553,3,3,0,0,0,5,21,3,10,0,0,34,1245,278,410,9,3,1952
405011110,844,9,0,23,3,880,932,27,0,5,3,974,126,15,4,0,0,152,6,31,8,0,0,52,146,9,0,3,0,163,3,3,7,0,0,14,23,0,4,0,0,27,18,0,5,0,0,23,325,61,34,3,0,423,16,0,0,0,0,14,33,0,5,0,0,34,2146,100,41,31,11,2334
405011111,1060,8,0,12,3,1083,1553,10,0,6,9,1570,175,11,6,0,0,197,18,15,0,0,0,37,199,10,0,3,0,207,3,4,0,0,0,5,40,0,0,0,3,44,15,0,0,0,0,15,459,38,9,3,3,509,14,0,0,0,0,13,58,4,3,0,0,60,3133,57,12,17,15,3241
405011112,657,3,3,9,3,671,1071,5,0,0,3,1078,102,4,9,0,0,110,3,0,0,0,0,10,103,3,3,0,0,105,13,0,0,0,0,18,22,0,0,0,0,23,9,0,0,0,0,14,252,14,12,0,0,278,9,6,0,0,0,14,34,0,0,0,0,34,2027,23,17,5,4,2083
405011113,406,0,0,6,3,420,527,3,0,3,4,536,41,0,0,0,0,41,0,0,0,0,0,0,103,0,0,0,0,109,0,3,3,0,0,6,16,0,0,7,0,23,9,0,0,0,0,9,174,3,5,7,0,184,8,0,0,0,0,13,25,0,0,0,0,25,1142,12,5,19,9,1181
405011114,891,52,0,8,3,958,883,9,0,3,6,898,237,55,9,0,0,302,49,3,0,0,0,49,136,13,0,0,3,149,19,46,3,0,0,65,14,0,0,0,0,17,16,0,0,0,0,21,475,116,11,3,5,610,40,72,0,0,0,116,36,11,0,0,0,52,2324,266,16,17,15,2636
405011115,640,26,8,13,3,695,589,15,3,3,0,605,207,39,12,0,0,257,5,0,0,0,0,9,101,10,0,0,0,108,6,0,18,0,0,25,17,6,0,0,0,29,9,0,0,0,0,9,341,60,30,0,0,433,20,11,17,0,0,47,25,0,3,0,3,36,1616,109,56,20,8,1814
405021116,517,23,3,6,10,558,514,10,0,0,3,526,160,9,11,0,3,190,79,18,4,0,4,107,93,10,0,0,3,100,9,6,0,0,0,19,30,3,0,0,0,29,0,0,0,0,0,6,369,50,18,4,12,446,11,9,0,0,0,13,44,3,4,0,0,47,1450,88,22,12,24,1595
405021117,831,3,0,13,3,852,602,3,0,10,3,625,114,3,0,0,0,119,5,3,4,0,0,11,135,3,0,3,3,143,11,14,3,0,0,30,27,0,0,4,0,39,22,3,0,0,0,26,319,25,9,9,3,362,18,0,0,0,0,17,43,3,0,0,0,49,1810,32,9,35,14,1899
405021118,733,13,0,10,10,763,468,4,0,3,7,478,68,6,0,0,0,76,6,7,0,0,0,11,164,3,0,0,0,168,5,3,0,0,0,16,43,0,0,0,0,44,25,0,0,0,0,25,311,30,0,3,4,345,15,0,0,0,0,16,46,0,0,3,7,53,1570,43,0,21,22,1651
405021119,1541,21,7,30,7,1600,1079,4,0,15,7,1104,183,9,17,0,0,209,16,6,7,0,0,27,370,10,6,7,4,398,27,3,18,0,0,49,84,0,0,0,3,86,36,0,0,0,0,38,717,26,49,8,4,809,51,19,0,0,0,72,70,3,4,9,3,91,3455,78,64,61,24,3673
405031120,851,0,0,13,3,865,521,0,0,3,6,535,66,0,0,3,0,66,23,12,3,0,0,43,169,0,0,4,6,178,13,6,0,0,0,15,36,3,0,3,0,45,23,0,0,0,0,27,336,20,3,5,10,378,16,3,0,0,0,21,36,3,0,0,3,41,1762,31,3,22,19,1835
405031121,1138,11,0,13,29,1184,573,6,0,3,0,586,76,0,0,0,0,81,26,10,5,0,0,47,177,3,0,0,6,188,3,4,0,0,0,13,35,0,0,0,0,39,19,3,0,0,0,20,342,28,10,3,6,385,29,0,0,0,0,32,62,0,0,0,0,69,2141,39,16,20,30,2255
405031122,1672,96,6,8,7,1794,1666,69,0,0,8,1740,631,198,17,0,4,852,228,317,51,0,0,596,240,40,5,0,4,289,10,9,13,0,0,31,62,3,4,13,0,83,22,8,3,0,0,32,1199,571,89,15,8,1882,24,10,3,4,0,40,113,42,6,7,3,169,4671,786,112,27,28,5631
405031123,553,10,0,8,4,566,430,0,0,0,3,434,72,0,0,0,0,73,14,3,0,0,0,19,82,0,0,0,0,84,4,3,0,0,0,3,20,0,0,0,0,22,14,0,0,0,0,14,204,3,0,5,4,212,5,5,0,0,0,13,31,0,0,3,0,30,1217,17,0,17,11,1258
405041124,740,30,4,23,0,793,637,3,0,0,3,644,189,13,9,0,0,209,64,33,0,0,0,98,128,3,0,0,0,137,3,6,3,0,0,11,33,3,0,0,0,36,9,0,0,0,0,9,426,55,6,0,0,495,19,17,0,0,0,31,45,5,0,3,0,49,1872,109,12,25,8,2016
405041125,825,20,29,0,0,877,517,10,5,0,3,538,225,0,26,0,0,257,18,27,3,0,0,44,112,5,3,0,0,127,10,9,0,0,0,14,10,0,3,0,0,9,30,0,0,0,0,35,410,39,34,0,0,486,6,10,23,0,0,34,35,3,9,0,3,50,1795,83,99,3,8,1987
405041126,669,13,0,7,0,690,383,12,0,3,4,395,258,27,14,0,0,296,53,33,4,0,0,90,116,14,9,0,0,141,14,0,6,0,0,13,20,0,0,0,0,22,12,0,0,0,0,12,477,72,21,3,0,575,18,0,0,0,0,16,39,3,5,0,3,56,1588,100,31,12,4,1733
405041127,1477,14,9,76,8,1584,640,3,0,7,0,650,127,3,0,0,0,132,88,20,3,0,3,107,260,0,3,7,0,267,10,3,3,0,0,17,32,0,0,5,0,37,40,0,0,0,0,40,555,23,10,9,6,604,33,0,0,0,0,38,73,0,0,4,4,77,2774,42,21,96,23,2958
405041128,896,3,0,30,3,932,399,0,0,4,3,413,77,0,0,0,0,81,8,15,0,0,0,22,137,0,0,5,3,145,0,0,0,0,0,0,21,0,0,3,0,22,17,0,0,0,3,15,260,21,3,6,7,289,13,0,0,0,0,16,40,0,0,0,0,44,1601,31,4,41,14,1690
406011129,250,0,8,12,0,279,243,0,0,0,0,248,91,5,7,0,0,98,81,4,11,0,0,97,65,10,6,0,0,83,32,0,3,0,0,31,39,4,0,0,0,50,7,0,3,0,0,9,316,16,38,0,3,368,3,0,4,0,0,4,33,0,3,0,0,39,847,19,54,16,6,938
406011130,1094,21,3,48,17,1178,713,0,0,7,3,725,84,14,3,0,0,105,12,4,0,0,0,16,277,13,0,8,0,297,9,0,16,0,0,28,44,3,4,9,0,58,39,5,3,0,0,45,464,46,28,12,3,551,14,0,3,7,0,21,54,5,0,3,0,56,2338,79,31,71,25,2536
406011131,725,15,0,22,6,766,424,0,0,9,0,429,34,0,0,0,0,34,30,5,0,0,0,33,178,0,0,0,3,185,3,7,0,0,0,10,41,0,0,0,4,48,27,0,0,3,0,33,317,13,3,7,5,343,19,10,0,0,0,30,33,5,0,3,0,38,1517,32,3,39,13,1602
406011132,406,4,0,29,7,444,184,0,0,10,0,198,13,0,0,0,0,13,18,3,8,0,0,28,102,0,0,0,3,109,0,0,0,0,0,0,29,0,0,8,0,36,21,0,0,0,0,25,185,6,8,8,4,208,12,0,0,0,0,14,22,0,0,3,0,26,802,14,8,47,15,886
406011133,1537,94,41,22,3,1693,1864,102,14,11,14,2001,466,174,111,0,3,758,280,153,67,0,0,498,398,76,39,6,3,523,21,21,0,0,0,38,58,19,7,4,0,83,22,10,4,0,0,34,1239,449,224,11,13,1935,39,6,7,0,0,54,110,26,14,0,6,153,4787,678,302,44,32,5841
406011134,514,7,0,15,0,534,273,0,0,4,0,281,45,0,0,0,0,51,71,11,0,0,0,80,94,0,0,4,0,104,42,0,0,0,0,42,45,3,0,0,0,54,31,0,0,3,0,31,330,14,0,12,3,358,12,0,0,3,0,15,55,3,0,9,0,71,1187,27,0,41,7,1261
406011135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
406011136,1674,455,25,18,0,2167,2016,836,17,9,12,2884,597,435,109,3,3,1147,144,1238,182,0,0,1569,209,213,16,0,6,452,12,33,0,0,0,48,71,42,15,4,3,140,21,32,0,0,0,50,1063,1989,325,5,15,3393,12,9,0,0,0,30,106,133,22,3,4,266,4870,3417,392,34,27,8742
406011137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406021138,8,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,289,6,0,0,0,293,3,0,0,0,0,3,56,0,0,0,0,59,54,11,0,0,0,69,21,7,0,0,0,28,421,26,0,0,0,451,9,3,0,0,0,10,16,0,0,0,0,19,456,34,0,8,0,494
406021139,239,0,0,3,15,253,119,0,0,0,3,126,72,0,0,0,0,73,42,0,0,0,0,42,68,0,0,0,3,76,7,3,0,0,0,14,30,0,0,0,0,30,12,0,0,0,3,10,233,3,0,0,12,252,7,0,0,0,0,9,46,0,0,0,3,50,653,7,0,0,30,694
406021140,384,4,0,4,3,391,250,3,0,0,3,253,41,3,0,0,0,40,24,3,9,0,0,35,68,4,0,0,0,76,7,13,0,0,0,20,16,0,0,0,6,22,17,0,0,0,0,16,173,18,6,0,6,206,4,0,0,0,0,6,22,0,3,0,0,28,840,26,16,5,10,888
406021141,198,0,0,30,26,256,69,0,0,3,3,76,18,0,0,0,0,18,64,0,0,0,0,73,36,0,0,3,6,42,33,0,0,0,0,38,150,0,9,5,18,183,23,0,0,0,9,37,326,3,10,8,27,380,25,0,0,4,3,30,28,0,0,24,3,53,643,3,10,68,65,791
406021142,1364,76,8,16,4,1467,1331,66,7,3,9,1415,434,154,76,0,4,663,297,224,130,0,3,651,230,45,17,3,7,306,27,8,17,0,0,44,80,24,12,15,4,127,19,9,9,4,5,36,1072,463,260,23,22,1834,16,5,3,0,0,19,113,40,7,4,0,170,3892,640,286,48,34,4908
406021143,59,4,3,3,0,68,260,3,0,0,3,261,312,42,22,0,0,376,17,6,0,0,0,27,45,0,0,0,0,49,3,0,0,0,0,3,271,75,18,0,0,369,9,0,0,0,0,9,645,128,40,3,0,821,0,0,0,0,0,0,15,5,0,0,0,24,984,138,47,8,3,1177
407011144,2029,65,10,51,4,2160,1148,23,6,3,13,1195,491,48,39,4,3,583,44,22,11,0,0,73,305,27,17,0,0,360,27,12,3,0,0,39,32,0,0,7,0,37,18,0,7,0,4,25,912,116,80,15,5,1125,160,0,0,0,0,164,113,6,10,5,3,130,4361,212,112,66,25,4772
407011145,714,5,0,6,14,736,538,3,0,10,3,555,122,7,20,0,0,151,39,3,0,0,0,44,178,4,0,0,3,184,9,11,0,0,0,15,26,0,0,0,0,30,32,3,0,0,0,32,407,22,21,0,6,460,8,0,0,0,0,14,45,0,0,0,7,47,1712,36,25,17,23,1812
407011146,950,4,8,12,0,980,1007,0,5,3,0,1023,291,12,10,5,0,315,74,6,9,0,0,83,151,8,3,3,0,164,6,3,14,0,0,25,12,0,0,0,0,12,16,0,3,0,0,21,549,27,34,3,0,614,26,0,0,0,0,29,50,3,0,0,0,52,2577,35,54,19,0,2688
407011147,963,5,0,13,3,981,1221,3,0,8,6,1236,105,0,0,0,0,105,0,0,3,0,0,5,174,0,4,0,7,183,3,0,0,0,0,3,45,0,0,4,0,45,20,0,0,0,0,23,349,3,6,3,5,365,17,0,0,0,0,20,49,0,3,3,0,57,2596,6,4,29,9,2656
407011148,2669,175,19,18,7,2887,1412,30,4,0,3,1456,674,127,44,3,3,850,44,10,3,0,0,62,318,48,13,0,0,387,23,51,3,0,0,81,43,4,3,5,0,54,27,5,0,0,0,30,1131,249,71,12,5,1465,61,131,3,0,0,190,142,31,0,0,0,175,5413,619,102,31,16,6176
407011149,943,10,11,31,3,997,765,6,3,0,5,777,146,27,22,0,0,194,8,0,6,0,0,15,155,7,3,9,10,178,7,0,3,0,0,5,42,0,0,3,0,51,16,0,0,0,0,16,369,37,38,14,12,463,30,0,0,0,0,31,48,0,0,0,0,55,2149,53,51,47,16,2321
407021150,760,0,0,6,4,768,761,0,0,3,0,768,71,3,3,0,0,81,0,0,0,0,0,0,127,0,0,0,3,131,0,0,0,0,0,0,61,0,0,0,0,62,26,0,0,0,3,30,278,10,3,3,3,297,18,0,0,0,0,18,34,0,0,0,0,41,1852,6,4,11,13,1892
407021151,649,22,0,5,0,675,364,0,0,3,0,369,116,13,9,0,0,142,19,4,4,0,0,28,114,6,3,3,0,127,11,0,0,0,0,9,62,0,0,0,6,69,29,0,0,0,0,27,350,30,15,3,5,404,16,3,0,0,0,18,32,4,3,0,0,38,1415,52,20,18,9,1504
407021152,772,23,0,9,5,807,671,8,0,0,0,679,198,39,31,0,5,271,119,4,0,0,0,125,100,8,0,0,0,107,3,4,0,0,0,10,20,3,0,0,0,22,11,0,0,3,0,12,444,64,33,3,5,545,11,0,0,0,0,10,55,3,0,0,0,63,1953,103,33,10,7,2107
407021154,755,6,4,4,3,768,771,5,0,0,6,781,257,20,31,3,0,317,78,13,0,0,0,93,154,0,14,0,0,172,4,11,0,0,0,21,37,5,0,0,0,41,10,4,3,0,0,19,540,63,48,3,0,649,9,3,0,0,0,19,59,7,5,0,0,81,2136,94,55,6,11,2299
407021155,385,0,0,0,0,383,227,0,0,0,0,231,26,0,0,0,0,26,3,0,0,0,0,3,85,0,0,5,0,88,0,0,0,0,0,0,63,0,0,0,0,59,19,0,0,0,0,19,194,0,0,3,0,202,16,0,0,0,0,16,17,0,0,0,0,15,832,3,0,3,3,845
407021156,436,3,0,3,0,448,374,3,0,3,0,382,98,4,8,0,0,107,11,10,0,0,0,22,90,0,0,0,0,90,0,14,0,0,0,11,50,4,0,7,0,55,12,4,0,0,0,13,261,31,12,7,0,307,15,0,0,0,0,15,31,0,0,0,0,32,1114,35,17,9,6,1179
407021157,893,3,0,5,6,912,810,0,0,3,6,825,195,6,9,3,0,218,36,3,0,0,0,40,169,0,0,0,0,173,10,4,0,0,0,18,87,5,3,0,0,97,34,0,0,3,0,39,541,23,8,4,0,582,55,6,0,0,0,64,47,0,0,0,0,48,2348,35,8,18,13,2427
407021158,552,0,0,6,3,566,436,0,0,0,0,440,43,0,3,0,0,49,5,0,0,0,0,5,71,0,0,0,3,77,0,0,0,0,0,0,28,0,0,3,0,30,17,0,0,0,0,17,166,0,3,3,3,176,10,0,0,0,0,10,22,0,0,0,0,20,1186,0,5,11,6,1208
407021173,1500,63,34,11,5,1606,1918,88,26,0,4,2034,514,132,189,0,3,842,152,265,34,0,0,448,224,17,26,0,0,266,38,23,3,0,0,57,27,4,9,4,3,53,23,4,3,0,0,29,971,444,266,9,5,1702,19,6,0,0,3,33,86,21,13,0,4,125,4493,620,344,16,23,5488
407021174,1477,95,65,10,3,1647,1668,108,38,8,3,1827,467,300,263,3,9,1040,146,171,107,0,0,425,209,42,43,0,0,299,9,17,11,0,0,41,21,26,15,4,0,63,23,13,5,0,0,40,875,565,446,5,11,1905,112,0,6,0,3,122,117,21,28,0,3,170,4247,793,584,23,25,5671
407031159,861,33,11,18,3,916,865,10,7,3,4,882,164,18,31,0,0,206,42,27,20,0,0,88,213,3,11,0,0,230,6,0,3,0,0,10,32,0,5,0,0,38,30,0,0,0,0,32,489,50,63,3,4,605,18,4,0,0,0,21,78,5,7,0,0,91,2304,96,89,22,13,2517
407031160,439,6,37,6,3,494,375,15,9,0,3,402,224,80,25,0,3,333,99,55,3,0,0,156,75,9,10,0,0,100,14,9,8,0,0,33,40,12,3,0,0,55,4,0,3,0,0,5,458,164,53,3,5,682,11,3,12,0,0,29,50,16,7,3,3,80,1330,206,120,12,14,1679
407031161,538,0,0,3,0,546,285,0,0,3,0,290,3,0,0,0,0,5,14,9,0,0,0,20,114,0,0,3,0,119,10,0,0,0,0,11,68,0,0,3,6,78,24,0,0,0,0,24,235,6,3,12,6,259,20,0,0,0,0,18,29,0,0,4,0,39,1109,6,4,26,6,1156
407031162,709,42,11,13,0,771,691,15,0,4,0,713,156,18,21,0,0,193,52,7,24,0,0,79,149,8,16,0,0,184,7,3,9,0,0,21,37,3,3,3,0,44,7,3,0,0,0,10,408,47,73,3,0,533,12,35,0,0,0,44,49,11,3,0,0,64,1864,151,94,18,3,2133
407031163,293,0,0,0,3,301,173,0,0,4,3,186,26,0,0,0,0,26,3,0,0,0,0,3,66,0,0,0,0,72,0,0,0,0,0,0,19,0,0,5,0,25,6,0,0,0,0,6,121,0,0,3,0,130,5,0,0,0,0,5,11,0,0,0,3,15,609,0,0,11,6,629
407031164,1098,3,0,48,3,1150,787,3,0,5,7,800,165,6,7,0,3,181,46,13,0,0,0,53,189,0,0,6,6,201,3,8,0,0,0,9,29,0,0,3,0,32,17,0,0,3,0,21,455,29,7,10,9,502,28,0,0,0,0,24,72,3,0,0,0,72,2435,36,3,60,20,2553
407031165,1852,79,0,31,22,1982,1834,57,3,3,15,1913,1078,221,35,0,9,1340,282,277,0,0,0,557,373,47,0,0,0,423,27,24,0,0,0,48,50,15,0,8,7,76,26,12,0,0,0,38,1834,594,37,10,15,2492,103,51,0,0,0,158,177,43,3,0,4,226,5802,823,44,47,52,6771
407031166,479,3,0,22,5,507,541,0,0,3,0,548,29,3,0,0,0,32,0,0,0,0,0,0,97,0,0,6,0,101,11,0,0,0,0,11,33,0,0,0,0,39,21,0,0,0,0,22,190,0,0,11,0,205,14,0,0,0,0,14,19,0,0,0,0,27,1248,9,3,31,6,1302
407031167,540,24,5,11,0,584,425,9,3,0,0,439,178,28,55,0,0,267,105,14,24,0,0,148,172,19,18,0,0,211,6,14,24,0,0,45,34,5,8,0,0,55,8,3,0,0,0,18,513,90,136,0,0,748,7,15,7,0,0,29,53,7,11,0,3,74,1541,147,166,11,11,1879
407031168,622,0,0,23,8,649,697,0,3,9,6,713,75,0,10,0,0,90,0,0,4,0,0,4,134,0,4,4,0,142,0,0,4,0,0,4,57,0,0,7,10,72,17,0,0,0,0,17,278,0,19,9,9,314,12,0,0,0,0,12,46,0,0,7,3,56,1657,0,27,45,19,1747
407031169,841,5,0,10,3,869,576,8,0,8,3,598,99,8,6,0,0,117,53,9,0,0,0,54,204,0,0,0,0,212,11,0,0,0,0,11,89,0,0,10,0,102,41,0,0,0,0,47,499,24,7,8,3,536,25,22,0,0,0,48,52,3,0,0,3,61,2002,55,11,32,12,2111
407031170,1038,18,3,32,11,1099,715,8,0,9,4,741,111,17,13,0,0,141,49,11,17,0,0,83,214,6,3,3,0,226,7,21,0,0,0,30,87,3,0,7,7,102,30,6,0,0,0,35,499,63,33,9,9,613,19,23,0,0,0,46,60,12,3,6,3,79,2327,121,40,53,22,2574
497979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501011001,741,9,4,38,8,801,593,0,0,8,10,605,137,7,7,0,0,152,10,0,21,0,0,27,212,3,0,7,4,225,0,0,5,0,0,10,47,0,0,3,5,58,42,0,0,3,3,48,447,11,28,11,12,519,20,0,11,0,0,37,30,0,0,0,4,42,1835,20,50,55,37,2002
501011002,2592,261,0,269,5,3127,3109,104,3,5,10,3229,1124,187,3,0,3,1320,278,217,3,0,0,498,634,65,4,3,0,709,6,21,12,3,0,42,67,8,0,48,7,128,32,7,3,0,0,45,2141,518,21,53,11,2744,45,72,0,9,0,131,173,48,3,19,3,251,8064,1004,31,357,27,9480
501011003,1122,28,0,43,9,1204,1274,23,0,11,10,1315,345,24,0,0,0,374,10,12,0,0,0,21,300,12,4,3,4,325,0,0,0,0,0,0,58,4,0,10,0,73,37,0,0,3,0,44,749,57,4,12,4,832,33,0,0,0,0,34,55,0,0,8,3,67,3228,114,4,80,22,3460
501011004,736,9,0,10,0,765,1210,25,0,12,6,1250,357,59,0,0,0,411,45,30,3,0,0,75,347,15,0,4,0,368,13,0,3,0,0,13,29,0,0,18,3,53,23,0,0,0,0,20,803,100,7,26,9,944,27,0,0,0,0,31,49,4,0,3,3,56,2826,148,12,48,16,3045
501021005,1544,56,7,46,3,1650,2845,26,3,3,3,2882,640,74,10,0,0,720,45,32,12,0,0,82,305,12,6,3,0,331,5,0,0,0,0,5,21,3,0,22,3,46,17,0,0,0,0,18,1027,118,27,26,3,1205,13,26,0,0,0,37,100,8,0,3,0,111,5526,235,40,73,15,5886
501021007,615,8,7,0,0,635,786,3,3,0,3,799,129,8,0,0,0,148,14,26,0,0,0,43,145,3,0,0,0,148,0,7,0,0,0,5,12,0,0,0,0,18,8,0,0,0,0,8,316,43,6,0,3,370,10,0,0,0,0,10,32,0,0,0,6,37,1766,47,11,5,11,1841
501021008,563,40,0,0,0,609,761,51,0,0,0,806,354,103,0,0,0,456,56,143,0,0,0,201,219,39,0,0,0,256,6,35,0,0,0,39,19,22,0,0,0,43,7,11,0,0,0,12,657,350,0,0,0,1012,6,8,0,0,0,14,56,26,0,0,0,82,2045,479,0,0,3,2523
501021009,1172,20,3,14,4,1211,1193,7,0,3,3,1205,239,29,4,0,0,264,122,31,11,0,0,163,232,10,0,0,0,247,3,3,0,0,0,6,29,3,0,4,0,31,17,3,0,0,0,19,642,77,12,3,0,736,17,3,0,5,0,17,83,8,0,0,0,96,3106,113,18,21,10,3270
501021010,397,3,0,22,0,427,435,0,0,3,3,440,45,3,0,0,0,45,0,0,0,0,0,0,100,4,0,0,0,100,0,0,0,0,0,0,13,0,0,8,0,19,15,0,0,0,0,15,165,8,0,8,3,182,11,0,0,0,0,15,14,0,0,0,3,15,1022,5,0,34,4,1072
