SA2_MAINCODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
113021262,814,0,3,7,11,835,528,0,0,3,7,540,82,3,12,0,0,97,21,0,0,0,0,20,117,0,4,0,0,128,7,4,0,0,0,10,37,0,5,0,0,38,21,0,0,0,0,26,287,6,22,3,3,318,13,0,0,0,0,13,47,5,5,4,0,53,1696,9,25,20,20,1768
113031263,1314,29,10,8,5,1361,794,3,3,0,3,799,222,49,33,4,5,305,142,4,7,0,0,154,172,9,9,3,0,196,0,0,0,0,0,3,37,0,7,0,0,45,25,0,0,0,0,28,595,67,53,12,4,737,13,15,0,0,0,35,87,4,5,0,0,97,2807,119,67,19,11,3024
113031264,555,9,5,10,8,585,355,0,0,4,3,365,72,13,9,4,5,100,22,0,6,0,0,24,107,3,3,6,3,116,0,0,0,0,0,0,35,0,0,0,0,40,28,0,0,0,0,28,260,20,13,16,7,316,20,0,0,0,0,20,59,0,3,0,0,59,1243,33,22,25,12,1342
113031265,673,8,6,5,3,691,613,4,0,0,4,625,208,11,19,0,0,241,39,0,7,0,0,46,117,0,5,0,4,135,3,13,0,0,0,15,19,3,0,0,0,24,24,0,3,0,0,24,410,31,29,0,9,477,24,0,0,0,0,24,83,0,3,0,0,96,1806,43,40,4,9,1906
113031266,1174,8,21,10,6,1229,637,7,7,5,4,654,173,14,29,3,0,225,45,3,6,0,0,57,195,0,20,0,0,220,0,4,25,0,0,32,36,0,0,3,0,43,29,3,0,0,0,33,482,23,89,5,0,599,20,0,0,0,0,22,60,0,7,0,0,72,2369,40,121,26,18,2576
113031267,1982,4,77,8,3,2086,2063,3,40,0,7,2114,613,18,443,0,0,1077,94,0,48,0,0,140,258,3,37,0,0,299,10,0,15,0,0,24,42,0,3,4,0,47,16,0,8,0,0,22,1039,22,550,3,0,1615,58,0,0,0,0,62,122,0,28,3,0,156,5265,32,700,18,14,6029
113031268,281,38,0,10,0,330,558,3,0,3,3,565,234,7,8,0,0,251,0,0,0,0,0,0,64,3,0,0,0,67,0,4,0,0,0,4,18,0,0,0,0,21,0,0,0,0,0,0,321,15,8,0,3,348,6,45,0,0,0,56,19,12,0,0,0,39,1183,114,16,15,6,1335
113031269,1989,56,36,15,0,2098,2688,9,31,27,0,2758,1191,54,225,30,0,1505,416,26,45,0,0,486,361,6,32,4,0,405,19,13,17,0,0,42,148,0,8,3,0,165,33,0,8,0,0,41,2156,108,333,41,6,2642,17,11,3,0,0,35,182,20,21,3,0,223,7036,210,415,86,6,7754
113031270,968,92,122,3,0,1186,892,62,50,3,4,1011,533,309,543,21,4,1411,279,7,101,0,0,383,225,54,52,12,3,339,13,4,28,0,0,47,69,10,6,4,0,90,12,4,7,0,0,29,1132,387,734,37,9,2301,9,3,37,3,0,49,94,13,45,3,3,159,3086,562,994,47,20,4712
113031271,1877,0,6,15,19,1916,1788,0,11,7,13,1814,298,3,70,0,0,372,15,0,14,0,0,29,392,0,7,7,5,413,10,6,0,0,0,15,120,0,3,11,3,139,55,0,4,0,0,64,891,3,100,23,6,1021,50,0,0,0,0,52,140,0,10,11,3,163,4748,7,115,54,44,4971
114011272,1449,105,64,234,24,1876,775,24,19,11,15,844,199,58,20,0,4,282,3,0,16,0,0,20,122,15,14,8,4,169,5,7,0,0,0,10,28,0,0,23,8,58,31,0,0,0,3,36,384,84,59,35,16,578,59,11,15,0,3,82,67,8,7,20,5,106,2732,235,157,301,61,3482
114011273,674,4,0,12,3,691,311,4,0,0,0,316,200,25,0,0,0,226,4,0,0,0,0,4,58,3,0,0,0,59,3,0,0,0,0,3,9,0,0,0,0,12,3,0,0,0,0,4,278,30,0,3,0,312,6,0,0,0,0,13,35,0,0,0,0,38,1306,42,0,12,3,1366
114011274,901,20,11,23,6,962,478,8,0,0,4,494,225,22,21,6,0,273,3,0,0,0,0,3,136,4,4,3,0,155,10,6,0,0,0,19,10,0,0,5,0,14,13,0,0,3,0,14,390,30,26,19,4,474,12,14,0,0,0,30,49,3,5,0,0,60,1838,78,45,46,13,2018
114011275,10,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
114011276,738,55,22,3,3,823,380,17,11,0,0,403,200,65,51,3,0,321,0,13,11,0,0,25,60,13,19,5,0,93,0,0,0,0,0,3,34,0,0,3,0,33,5,3,0,0,0,9,297,93,87,6,6,488,8,0,0,0,0,6,49,8,3,0,0,60,1472,165,128,12,7,1783
114011277,2031,148,17,76,8,2275,1745,56,20,3,5,1826,509,231,69,3,3,816,160,86,28,0,0,275,248,32,20,0,3,302,46,32,9,0,0,80,82,0,4,10,3,103,17,3,0,0,0,25,1065,383,133,12,15,1605,28,6,3,3,3,40,115,24,5,8,3,160,4974,620,180,101,29,5903
114011278,1813,72,12,24,40,1957,1973,33,11,4,3,2031,882,268,89,3,8,1238,510,171,26,0,3,717,295,27,10,3,13,349,48,33,6,0,8,89,155,5,3,22,11,199,25,8,4,0,0,34,1918,517,134,33,31,2630,33,14,0,0,15,62,171,28,10,5,5,220,5901,671,171,68,93,6904
114011279,2290,51,16,28,0,2385,1488,12,3,0,3,1507,749,34,19,0,0,810,19,6,0,0,0,26,252,16,4,0,0,272,18,7,0,0,0,20,49,0,0,21,0,73,28,0,0,0,0,29,1113,58,26,26,0,1222,66,65,3,0,0,135,159,7,38,5,0,211,5116,203,79,56,3,5457
114011280,904,17,11,148,3,1087,356,9,3,8,0,365,145,15,12,0,0,178,0,0,12,0,0,12,89,3,4,0,0,102,6,0,0,0,0,6,15,0,0,23,0,39,18,0,3,3,0,23,271,18,34,24,8,351,20,0,6,3,0,26,43,3,3,7,0,60,1593,51,56,188,11,1897
114011281,517,0,0,6,3,529,454,0,0,3,0,456,26,0,0,0,0,26,0,0,0,0,0,0,66,0,0,0,0,68,0,0,0,0,0,0,4,0,0,0,0,7,17,0,0,0,0,17,105,0,0,0,0,110,12,0,0,0,0,12,31,0,0,3,3,38,1123,0,0,16,8,1151
114011282,2695,163,30,120,9,3009,1382,32,9,9,11,1441,557,143,54,3,3,759,93,65,23,0,0,186,314,48,12,3,0,383,27,25,6,0,0,57,19,0,0,15,3,36,27,6,0,0,0,35,1035,283,105,21,11,1451,29,15,3,0,0,48,161,25,0,15,3,200,5293,520,144,159,27,6154
114011283,1049,0,0,24,10,1078,531,0,0,3,4,538,133,0,0,0,4,138,3,0,0,0,0,3,139,0,0,0,0,138,0,0,0,0,0,0,11,0,0,4,0,18,9,0,0,0,0,9,290,0,0,13,4,304,14,0,0,0,0,11,46,0,0,0,0,52,1930,0,0,42,17,1991
114021284,2240,287,19,6,27,2584,1251,53,10,3,4,1329,399,124,53,3,0,578,53,21,3,0,0,83,127,34,11,3,0,173,16,8,0,0,0,25,14,3,0,0,0,21,23,0,0,0,0,21,634,191,67,4,7,904,81,14,0,0,0,91,98,15,4,0,3,128,4308,561,105,11,38,5028
114021285,577,0,0,0,4,586,1047,0,0,3,3,1057,188,0,3,0,3,188,6,0,0,0,0,6,64,5,0,0,0,64,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,261,5,3,0,3,265,7,0,0,0,0,8,47,0,0,0,3,46,1937,5,9,8,15,1961
114021286,1258,41,15,29,3,1338,1022,10,4,0,3,1045,381,69,45,0,3,505,80,9,18,0,0,108,122,3,17,0,0,144,13,5,4,0,0,27,15,0,0,7,0,18,18,0,0,0,0,15,632,91,84,6,4,819,6,13,0,0,0,22,84,6,10,0,3,107,3002,159,113,40,17,3330
114021287,1221,91,4,35,12,1367,1142,25,9,0,3,1183,353,86,38,3,3,486,120,40,17,0,0,175,161,22,3,4,0,194,26,22,9,0,0,61,21,0,0,3,8,29,11,0,0,0,0,16,696,180,67,9,11,966,20,5,0,0,0,30,83,8,3,6,9,108,3172,306,85,54,31,3647
114021288,583,3,0,0,9,591,420,0,0,0,0,420,94,0,0,0,0,93,0,0,0,0,0,0,75,0,0,0,3,81,0,0,0,0,0,0,21,0,0,0,0,21,14,0,0,0,0,14,201,0,0,0,0,205,18,0,0,0,0,18,25,0,0,0,0,23,1239,3,0,0,14,1255
114021289,1258,8,0,3,4,1278,800,4,0,3,3,817,147,3,3,3,3,164,0,0,0,0,0,0,113,0,0,0,0,114,0,0,0,0,0,0,34,0,0,0,0,41,25,0,0,0,0,29,328,5,7,5,4,354,25,0,5,0,0,28,50,0,0,12,0,65,2462,17,17,25,13,2537
115011290,2085,305,133,0,0,2528,2450,556,270,0,0,3280,577,402,346,0,4,1335,6,44,0,0,0,53,122,51,42,0,0,215,6,3,12,0,0,24,5,6,0,0,0,15,6,0,7,0,0,13,729,503,407,0,6,1655,20,0,31,0,0,60,93,21,20,0,3,140,5384,1391,870,4,12,7657
115011291,2064,242,9,0,4,2324,2450,223,5,0,0,2679,359,179,121,0,0,662,15,0,0,0,0,21,84,16,5,0,0,112,7,22,5,0,0,40,15,22,0,0,0,42,9,0,0,0,0,10,492,237,143,0,7,878,21,3,0,0,0,23,55,7,3,0,4,69,5083,715,162,3,14,5971
115011294,713,141,11,0,0,869,715,61,0,0,0,779,60,8,0,0,0,72,0,0,0,0,0,0,26,6,0,0,0,39,0,3,8,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,95,27,5,0,0,125,39,125,70,0,0,233,31,6,0,0,0,44,1589,361,95,0,0,2049
115011296,1655,60,3,0,0,1720,1514,102,8,0,0,1627,201,40,8,0,0,259,0,0,0,0,0,0,57,8,5,0,0,72,0,34,3,0,0,38,4,7,0,0,0,11,5,0,0,0,0,8,273,89,17,0,0,379,11,18,15,0,0,44,46,3,0,0,3,57,3502,274,41,3,3,3825
115011553,623,67,159,0,0,844,673,110,149,0,0,934,229,133,243,0,0,603,0,0,0,0,0,0,51,21,50,0,0,117,0,0,0,0,0,0,0,3,0,0,0,8,4,0,3,0,0,10,289,159,293,0,3,746,4,0,6,0,0,10,25,9,22,0,0,55,1614,347,619,0,7,2586
115011554,431,65,67,0,0,558,524,31,6,0,4,565,74,26,0,0,0,105,0,0,3,0,0,0,17,3,0,0,0,21,5,29,83,0,0,124,3,0,0,0,0,3,0,0,0,0,0,3,104,65,93,0,0,259,36,159,198,0,3,397,10,14,32,0,0,56,1099,331,393,0,7,1833
115011555,1345,131,60,3,0,1534,1342,105,37,0,0,1480,297,100,62,0,0,463,3,28,0,0,3,33,66,18,13,0,3,99,0,0,0,0,0,0,3,3,0,0,0,5,7,6,0,0,0,12,375,149,83,0,3,610,9,46,0,0,0,54,52,13,3,0,0,71,3119,441,174,4,8,3751
115011556,994,62,64,0,0,1114,979,106,98,0,0,1183,248,69,230,0,0,549,0,0,0,0,0,0,71,15,27,0,0,111,3,0,0,0,0,3,7,0,0,0,0,6,3,0,0,0,0,3,330,88,258,0,0,672,9,0,0,0,0,9,41,10,8,0,0,56,2350,260,425,0,5,3040
115011557,433,38,3,0,0,472,722,68,0,0,0,793,97,50,8,0,0,148,0,0,0,0,0,0,36,16,3,0,0,52,0,0,0,0,0,0,3,11,0,0,0,16,0,0,0,0,0,0,135,74,5,0,0,218,5,0,0,0,0,5,14,3,0,0,0,14,1305,183,10,0,4,1504
115011558,1957,259,105,0,0,2329,2133,361,4,3,4,2504,420,214,5,0,3,646,3,6,0,0,0,7,69,35,4,0,3,107,11,10,10,0,0,25,12,3,0,0,0,14,8,4,0,0,0,15,521,265,24,0,3,816,13,27,41,0,0,76,47,8,16,0,0,82,4677,921,185,6,9,5797
115011559,1601,60,21,0,3,1680,3476,220,9,0,10,3707,684,232,16,0,7,934,4,0,0,0,0,4,130,21,0,0,0,153,0,0,0,0,0,0,21,11,0,0,0,33,12,0,0,0,3,19,853,267,14,0,10,1147,15,0,54,0,0,76,75,9,3,0,0,85,6019,553,104,0,23,6701
115021297,2435,92,88,63,5,2682,2364,83,7,12,14,2484,364,48,10,14,5,437,0,0,3,0,0,3,243,10,6,3,9,273,6,5,12,0,0,22,29,0,0,23,0,54,53,3,4,0,0,60,696,70,32,42,17,849,55,16,3,0,0,71,110,8,7,8,4,139,5660,262,135,122,41,6223
115021298,670,29,22,0,6,726,582,9,16,3,0,607,89,4,11,0,0,104,0,0,0,0,0,0,81,0,0,0,4,89,3,3,4,0,0,7,8,0,0,3,0,8,8,0,0,0,0,7,190,7,16,7,3,222,24,14,9,0,0,52,26,4,5,0,4,41,1490,61,68,9,15,1643
115031299,334,0,0,0,6,342,383,0,0,0,10,392,31,0,0,0,0,36,0,0,0,0,0,4,53,0,0,3,3,60,3,0,0,0,0,3,8,0,0,0,3,17,15,0,0,0,0,15,107,3,0,9,11,123,3,0,0,0,0,9,20,0,0,0,3,19,845,4,3,12,26,889
115031300,2295,7,7,13,14,2327,3441,0,0,6,8,3458,418,10,16,0,3,443,0,0,0,0,0,0,224,0,6,0,7,244,0,6,0,0,0,5,26,0,0,39,10,65,32,0,0,3,0,35,700,13,23,38,21,796,37,0,0,0,0,41,126,3,0,6,8,139,6594,23,25,63,55,6760
115041301,1034,63,3,24,12,1132,1463,21,8,8,6,1511,221,16,35,3,0,273,0,0,0,0,0,0,119,9,5,3,4,137,4,0,0,0,0,3,31,0,0,16,0,45,13,3,0,0,0,15,393,25,45,15,7,485,22,3,0,0,0,22,61,13,0,7,10,91,2970,124,55,60,28,3237
115041302,1309,146,14,0,9,1478,2979,569,16,0,6,3568,719,147,49,0,5,921,4,3,3,0,0,14,122,22,7,0,3,154,0,0,3,0,0,7,55,6,0,0,0,56,13,4,0,0,0,18,912,185,61,0,13,1167,18,4,0,0,0,21,96,8,3,0,3,104,5313,912,89,0,27,6345
116011303,955,56,77,0,0,1087,1123,149,319,0,0,1593,696,164,1098,0,5,1965,36,59,143,0,0,236,209,43,102,0,4,349,6,12,33,0,0,57,16,9,14,0,0,40,11,9,13,0,0,30,984,296,1397,0,9,2682,21,6,8,0,0,37,93,17,75,0,4,187,3160,523,1879,0,16,5586
116011304,1399,116,0,3,0,1512,1617,310,0,0,5,1923,872,176,52,4,12,1117,355,103,95,0,0,557,253,45,4,0,8,312,6,5,0,0,0,16,29,0,3,0,0,36,21,0,0,0,0,23,1549,332,160,9,16,2069,24,5,0,0,0,37,150,40,5,0,4,200,4733,799,171,10,24,5742
116011306,1352,41,3,0,0,1401,2575,279,0,3,6,2862,685,160,27,0,7,875,753,160,25,0,0,936,220,43,6,0,5,274,25,0,0,0,0,32,22,3,0,0,0,25,19,0,0,0,0,23,1724,367,60,0,6,2158,37,5,0,0,0,40,168,27,3,0,4,205,5854,723,64,3,20,6665
116011307,2371,36,11,0,0,2417,3200,96,10,5,3,3307,1017,71,17,20,13,1134,485,104,191,0,0,780,281,11,3,10,7,315,7,34,3,0,0,45,31,3,0,0,0,36,30,4,8,3,0,45,1850,232,227,31,18,2359,43,7,3,0,0,62,198,18,14,0,3,238,7658,393,265,37,22,8376
116011308,2280,106,8,4,0,2398,2227,503,64,3,9,2807,869,270,82,6,13,1241,75,370,19,0,0,464,250,39,16,3,3,305,14,29,0,0,0,44,29,5,0,3,0,43,18,5,0,0,0,28,1256,718,118,12,17,2123,27,8,0,0,0,30,175,33,4,0,8,213,5967,1365,199,16,31,7576
116011560,958,112,0,0,0,1066,1091,379,0,0,4,1484,451,297,14,0,0,766,46,154,10,0,0,211,130,70,3,0,0,198,3,3,0,0,0,7,19,3,0,0,0,21,6,4,0,0,0,10,659,527,31,6,3,1219,8,6,3,0,0,18,87,33,3,0,0,119,2807,1054,34,4,4,3903
116011561,1252,68,21,0,0,1354,1451,279,28,0,7,1762,812,252,111,0,6,1178,16,57,34,0,0,110,203,40,19,0,6,270,3,6,3,0,0,12,29,5,4,0,0,40,19,4,0,0,0,22,1075,360,179,0,16,1626,12,5,15,0,0,34,114,24,17,0,7,156,3904,745,253,0,23,4931
116021309,972,17,0,0,0,990,2463,45,0,0,4,2510,620,41,0,0,0,664,4,0,0,0,0,4,112,13,3,0,0,127,22,0,0,0,0,22,18,0,0,0,0,19,0,0,0,0,0,5,779,52,5,0,3,842,14,0,0,0,0,14,57,3,0,0,3,61,4279,123,5,0,9,4411
116021310,1152,148,13,0,3,1318,4706,863,94,0,4,5673,983,335,136,0,5,1457,8,0,0,0,0,7,165,40,13,3,0,210,0,12,0,0,0,8,64,22,0,0,0,82,15,0,0,0,0,12,1223,409,145,3,5,1788,18,19,0,0,0,39,140,27,5,0,4,171,7236,1466,263,3,17,8983
116021312,1149,50,0,121,10,1336,2078,244,0,32,13,2372,846,109,8,14,7,984,102,9,0,0,0,109,180,12,0,9,5,206,27,0,0,0,0,29,32,0,0,41,0,79,30,0,0,4,0,30,1206,131,9,73,18,1444,16,0,0,3,0,23,120,5,0,56,5,190,4567,441,14,285,52,5365
116021562,36,187,5,0,0,228,149,515,24,0,3,684,36,99,7,0,0,145,0,0,0,0,0,0,7,21,0,0,0,25,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,3,39,125,10,0,0,178,0,0,0,0,0,0,16,3,0,0,0,19,235,831,37,0,4,1109
116021563,517,841,34,0,5,1394,1051,2191,210,0,15,3473,482,742,163,0,16,1415,68,84,11,0,0,161,109,139,19,0,3,269,3,7,0,0,0,8,5,12,0,0,0,19,7,14,0,0,0,23,679,998,196,0,17,1899,11,4,0,0,0,15,60,50,4,0,18,128,2314,4082,444,3,59,6906
116031313,1062,30,0,0,0,1095,1373,36,4,3,0,1409,742,72,25,5,4,844,983,509,71,0,0,1561,209,13,7,0,4,220,12,17,0,0,0,28,26,6,0,0,0,30,27,4,0,0,0,31,1991,616,99,5,4,2721,21,6,3,0,0,36,171,30,5,0,3,209,4621,716,115,8,6,5464
116031314,394,7,0,0,0,400,1269,25,0,0,0,1299,400,17,3,0,0,424,75,0,0,0,0,75,98,4,0,0,0,96,6,0,0,0,0,12,12,0,0,0,0,10,3,0,0,0,0,3,591,26,3,0,0,622,7,8,0,0,0,11,32,5,0,0,0,38,2297,67,3,0,5,2375
116031315,988,57,0,0,0,1044,2828,190,0,3,0,3019,790,153,0,3,5,949,46,5,0,0,0,51,233,34,0,0,0,272,20,18,0,0,0,33,21,7,0,0,0,29,11,0,0,0,0,15,1122,217,0,3,9,1351,18,16,0,0,0,35,104,17,0,0,3,120,5065,489,0,7,11,5575
116031316,1009,10,0,0,0,1017,1970,34,0,0,3,2011,1010,68,18,15,0,1118,1143,173,179,3,4,1503,166,5,0,5,3,180,25,22,0,0,0,48,25,8,3,0,3,39,23,0,3,0,0,27,2388,283,202,24,12,2911,78,0,3,0,0,80,211,10,18,0,3,240,5649,343,222,29,18,6258
116031317,1114,134,80,0,0,1325,1213,493,175,3,4,1888,696,571,783,11,6,2068,404,156,164,0,0,724,219,70,67,10,0,369,22,8,22,0,0,53,40,13,4,0,0,58,27,3,6,0,0,37,1407,831,1055,17,10,3323,23,4,4,0,0,26,123,53,53,0,4,231,3871,1510,1364,20,23,6790
116031318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
116031319,1422,64,0,0,0,1483,2302,343,18,8,0,2677,703,278,50,8,0,1042,108,58,22,0,0,181,213,66,3,3,0,280,4,5,0,0,0,12,18,5,0,0,0,26,11,3,0,0,0,18,1055,409,75,11,7,1557,23,3,0,0,0,29,132,11,3,0,0,148,4941,833,99,21,8,5892
117011320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
117011321,468,221,161,4,0,854,511,445,489,8,3,1459,95,146,537,11,5,798,10,61,108,0,0,181,45,21,75,11,8,158,3,3,11,0,0,20,3,19,28,5,0,59,4,4,4,0,0,13,166,255,762,22,14,1221,8,3,8,0,0,20,32,24,38,0,0,101,1187,949,1457,35,22,3652
117011322,1369,125,563,10,4,2069,962,182,1095,6,5,2250,370,79,2355,48,21,2873,18,92,514,0,0,621,110,25,308,13,7,460,12,4,18,0,0,35,13,3,59,0,4,73,13,0,16,0,0,31,527,213,3274,58,27,4104,10,3,29,0,0,51,75,19,165,3,8,264,2944,536,5126,78,49,8727
117011323,614,107,336,0,0,1056,445,143,388,0,0,978,93,65,863,4,0,1023,80,302,174,0,0,551,47,24,124,0,0,195,5,7,12,0,0,28,3,5,6,0,0,12,0,9,11,0,0,21,234,405,1191,3,0,1829,14,13,11,0,0,35,46,22,70,0,0,137,1353,684,1991,3,3,4039
117011324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
117011325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117021326,1382,521,436,21,3,2362,1008,713,875,13,8,2609,384,426,2150,86,25,3080,59,38,350,0,0,443,177,103,330,36,14,654,24,40,50,0,0,117,13,17,28,8,3,61,12,4,30,0,0,51,666,631,2940,126,44,4410,16,17,29,0,0,58,92,53,134,7,12,297,3164,1930,4408,161,67,9734
117021327,578,764,219,14,8,1581,540,1117,541,10,11,2220,257,642,1843,123,38,2896,11,15,146,0,0,170,96,180,289,38,10,601,9,4,35,0,0,48,7,9,14,0,0,28,5,3,10,4,0,25,380,844,2335,166,50,3773,3,19,15,0,0,33,43,67,88,19,29,247,1550,2814,3200,199,91,7861
117021328,457,241,41,4,0,744,462,473,142,5,0,1082,200,248,225,12,11,697,11,8,0,0,0,13,71,69,41,10,3,187,3,0,3,0,0,8,4,0,0,3,0,14,4,0,3,0,0,9,293,330,273,21,10,926,7,6,0,0,0,12,41,29,18,4,3,94,1256,1079,465,41,17,2855
117031329,5,218,559,5,3,792,7,269,755,3,8,1037,3,376,1895,6,13,2292,0,32,90,0,0,118,0,103,399,0,3,514,0,3,23,0,0,25,0,3,26,0,3,28,0,5,23,0,0,30,6,521,2451,7,20,3012,0,4,20,0,0,20,3,41,101,0,26,176,25,1057,3881,20,59,5039
117031330,70,530,279,7,8,891,102,1002,1301,0,6,2402,35,730,2004,15,16,2796,3,57,90,0,3,154,16,184,254,5,3,461,8,20,42,0,0,71,0,9,16,0,0,20,3,11,7,0,0,24,63,1004,2416,21,25,3526,0,11,18,0,0,32,14,53,96,0,7,168,240,2599,4106,31,43,7026
117031331,102,733,553,9,4,1400,60,697,804,10,4,1574,27,724,2326,44,13,3132,37,680,363,0,4,1088,9,256,388,4,10,669,4,32,59,0,0,96,3,18,29,0,4,48,0,14,21,0,0,37,76,1722,3190,55,30,5067,3,25,20,0,0,53,29,108,163,4,25,335,272,3275,4732,73,62,8422
117031332,99,1031,247,11,5,1399,126,1393,523,11,5,2065,60,1502,2341,92,23,4024,3,136,332,0,7,478,28,439,502,35,7,1009,3,35,294,0,8,336,0,25,172,5,5,202,3,24,30,4,0,54,97,2158,3668,139,43,6102,3,20,41,0,0,62,12,130,96,7,10,261,344,4736,4572,170,62,9888
117031333,14,86,1452,3,3,1565,10,134,1351,4,4,1498,5,271,4475,23,16,4787,0,227,198,0,0,429,7,59,850,7,4,917,0,11,22,0,3,37,0,8,31,0,3,43,0,3,43,0,0,51,14,572,5627,29,23,6267,0,4,39,0,0,42,3,31,198,3,36,267,41,824,8663,40,75,9642
117031334,4,113,1099,0,8,1223,11,123,1311,0,6,1450,21,158,3225,7,21,3430,14,66,337,0,0,411,6,63,858,4,4,938,0,0,289,0,0,286,0,3,105,0,3,116,0,7,51,0,0,57,41,302,4860,5,21,5239,0,10,38,0,0,47,3,33,219,0,8,262,64,583,7526,10,38,8218
117031335,14,510,595,5,4,1126,14,556,1076,10,5,1666,16,550,2941,30,17,3562,3,84,1179,0,3,1270,7,243,657,16,18,942,0,9,147,6,3,164,3,15,120,3,0,145,3,13,33,0,0,56,32,916,5085,66,43,6138,0,13,54,0,0,67,3,86,271,5,13,382,66,2080,7084,79,70,9378
117031336,9,438,438,3,3,891,8,532,893,3,6,1431,7,695,2344,14,17,3077,0,53,699,0,0,756,0,272,401,6,5,687,0,7,20,0,3,31,0,9,19,0,0,27,0,16,19,0,0,31,14,1046,3501,24,26,4610,0,14,31,0,0,52,0,65,121,7,13,208,27,2089,4987,30,52,7194
