SA2_MAINCODE_2016,A75_84_L_PinE_NS_14,A75_84_L_PinE_NS_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B00,A75_84_T_00_05,A75_84_T_06_10,A75_84_T_11,A75_84_T_12,A75_84_T_13,A75_84_T_14,A75_84_T_15,A75_84_T_16,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B00,A85ov_SEO_00_05,A85ov_SEO_06_10,A85ov_SEO_11,A85ov_SEO_12,A85ov_SEO_13,A85ov_SEO_14,A85ov_SEO_15,A85ov_SEO_16,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_SOLSE_VWW_B00,A85ov_SOLSE_VWW_00_05,A85ov_SOLSE_VWW_06_10,A85ov_SOLSE_VWW_11,A85ov_SOLSE_VWW_12,A85ov_SOLSE_VWW_13,A85ov_SOLSE_VWW_14,A85ov_SOLSE_VWW_15,A85ov_SOLSE_VWW_16,A85ov_SOLSE_VWW_YNS,A85ov_SOLSE_VWW_T,A85ov_SOLSE_NWNAA_B00,A85ov_SOLSE_NWNAA_00_05,A85ov_SOLSE_NWNAA_06_10,A85ov_SOLSE_NWNAA_11,A85ov_SOLSE_NWNAA_12,A85ov_SOLSE_NWNAA_13,A85ov_SOLSE_NWNAA_14,A85ov_SOLSE_NWNAA_15,A85ov_SOLSE_NWNAA_16,A85ov_SOLSE_NWNAA_YNS,A85ov_SOLSE_NWNAA_T,A85ov_SOLSE_PinE_NS_B00,A85ov_SOLSE_PinE_NS_00_05,A85ov_SOLSE_PinE_NS_06_10,A85ov_SOLSE_PinE_NS_11,A85ov_SOLSE_PinE_NS_12,A85ov_SOLSE_PinE_NS_13,A85ov_SOLSE_PinE_NS_14,A85ov_SOLSE_PinE_NS_15,A85ov_SOLSE_PinE_NS_16,A85ov_SOLSE_PinE_NS_YNS,A85ov_SOLSE_PinE_NS_T,A85ov_SOLSE_T_B00,A85ov_SOLSE_T_00_05,A85ov_SOLSE_T_06_10,A85ov_SOLSE_T_11,A85ov_SOLSE_T_12,A85ov_SOLSE_T_13,A85ov_SOLSE_T_14,A85ov_SOLSE_T_15,A85ov_SOLSE_T_16,A85ov_SOLSE_T_YNS,A85ov_SOLSE_T_T,A85ov_L_PinE_NS_B00,A85ov_L_PinE_NS_00_05,A85ov_L_PinE_NS_06_10,A85ov_L_PinE_NS_11,A85ov_L_PinE_NS_12,A85ov_L_PinE_NS_13,A85ov_L_PinE_NS_14,A85ov_L_PinE_NS_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B00,A85ov_T_00_05,A85ov_T_06_10,A85ov_T_11,A85ov_T_12,A85ov_T_13,A85ov_T_14,A85ov_T_15,A85ov_T_16,A85ov_T_YNS,A85ov_T_T,T_SEO_B00,T_SEO_00_05,T_SEO_06_10,T_SEO_11,T_SEO_12,T_SEO_13,T_SEO_14,T_SEO_15,T_SEO_16,T_SEO_YNS,T_SEO_T,T_SOLSE_VWW_B00,T_SOLSE_VWW_00_05,T_SOLSE_VWW_06_10,T_SOLSE_VWW_11,T_SOLSE_VWW_12,T_SOLSE_VWW_13,T_SOLSE_VWW_14,T_SOLSE_VWW_15,T_SOLSE_VWW_16,T_SOLSE_VWW_YNS,T_SOLSE_VWW_T,T_SOLSE_NWNAA_B00,T_SOLSE_NWNAA_00_05,T_SOLSE_NWNAA_06_10,T_SOLSE_NWNAA_11,T_SOLSE_NWNAA_12,T_SOLSE_NWNAA_13,T_SOLSE_NWNAA_14,T_SOLSE_NWNAA_15,T_SOLSE_NWNAA_16,T_SOLSE_NWNAA_YNS,T_SOLSE_NWNAA_T,T_SOLSE_PinE_NS_B00,T_SOLSE_PinE_NS_00_05,T_SOLSE_PinE_NS_06_10,T_SOLSE_PinE_NS_11,T_SOLSE_PinE_NS_12,T_SOLSE_PinE_NS_13,T_SOLSE_PinE_NS_14,T_SOLSE_PinE_NS_15,T_SOLSE_PinE_NS_16,T_SOLSE_PinE_NS_YNS,T_SOLSE_PinE_NS_T,T_SOLSE_T_B00,T_SOLSE_T_00_05,T_SOLSE_T_06_10,T_SOLSE_T_11,T_SOLSE_T_12,T_SOLSE_T_13,T_SOLSE_T_14,T_SOLSE_T_15,T_SOLSE_T_16,T_SOLSE_T_YNS,T_SOLSE_T_T,T_L_PinE_NS_B00,T_L_PinE_NS_00_05,T_L_PinE_NS_06_10,T_L_PinE_NS_11,T_L_PinE_NS_12,T_L_PinE_NS_13,T_L_PinE_NS_14,T_L_PinE_NS_15,T_L_PinE_NS_16,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B00,T_T_00_05,T_T_06_10,T_T_11,T_T_12,T_T_13,T_T_14,T_T_15,T_T_16,T_T_YNS,T_T_T
101041017,0,0,0,0,0,186,0,7,0,0,0,0,0,0,7,201,41,0,0,0,0,0,0,0,0,5,49,7,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,12,63,711,24,29,3,14,0,3,4,3,38,829,148,13,24,3,5,10,3,3,0,12,217,19,0,4,0,0,0,0,0,0,3,28,0,0,0,0,0,0,0,0,0,3,3,171,13,23,3,5,10,8,4,0,18,251,5,0,0,0,0,0,0,0,0,0,5,887,46,49,5,13,9,5,7,3,53,1087
101041018,0,0,0,0,0,216,0,0,0,0,0,0,0,0,9,222,69,0,0,0,0,0,0,0,0,8,72,9,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,7,90,796,35,36,3,16,7,19,0,3,36,947,187,15,27,8,5,9,3,3,7,11,271,23,0,0,0,0,0,0,0,3,3,33,0,0,0,0,0,0,0,0,0,0,0,212,14,28,8,5,5,7,3,8,11,307,0,0,0,0,0,0,0,0,0,0,0,1006,51,62,10,15,16,28,8,12,47,1257
101041019,0,0,0,0,0,88,0,0,0,0,0,0,0,0,5,88,22,0,0,0,0,0,0,0,0,3,27,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,3,30,436,36,26,12,3,3,3,5,0,34,559,80,18,26,6,8,19,4,0,4,4,172,5,3,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,3,87,17,34,4,8,19,4,0,3,3,188,0,0,0,0,0,0,0,0,0,0,0,524,55,60,18,12,24,8,11,3,39,741
101041020,0,0,0,0,0,88,0,0,0,0,0,0,0,0,4,89,13,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,20,776,29,29,5,0,3,0,0,5,28,877,87,13,8,3,0,4,0,0,0,3,120,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,89,15,8,3,0,4,0,0,0,4,131,0,0,0,0,0,0,0,0,0,0,5,872,42,36,8,0,4,0,0,5,40,1015
101041021,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,76,25,0,0,0,0,0,0,0,0,0,24,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,35,277,28,17,3,0,0,3,0,0,10,338,46,7,0,0,3,0,3,0,0,0,57,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,43,7,0,0,3,0,4,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,326,30,21,3,4,0,3,0,0,10,399
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041023,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,58,12,0,0,0,0,0,0,0,0,10,17,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,10,24,224,3,13,0,3,0,0,0,0,22,266,49,3,3,4,0,3,3,0,3,3,70,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,52,3,5,3,0,3,3,0,3,4,82,0,0,0,0,0,0,0,0,0,0,0,279,13,18,6,3,5,4,0,3,24,352
101041024,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,51,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,252,12,10,4,3,3,0,0,0,9,290,43,5,0,0,0,0,0,0,0,4,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,5,0,0,0,0,0,0,0,4,58,0,0,0,0,0,0,0,0,0,0,0,301,13,6,4,3,5,0,0,0,17,353
101041025,0,0,0,0,0,231,4,0,0,0,3,0,0,0,4,244,79,0,0,0,0,0,0,0,0,8,80,13,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,10,101,976,58,56,0,10,16,0,9,0,41,1172,130,20,39,8,12,6,5,4,11,10,240,5,0,0,0,0,0,0,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,129,20,41,8,11,6,5,5,11,13,260,0,0,0,0,0,0,0,0,0,0,5,1113,78,95,10,26,20,10,16,13,59,1431
101041026,0,0,0,0,0,150,0,0,0,0,0,0,0,0,5,153,33,0,0,0,0,0,0,0,0,3,35,5,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,5,42,727,33,27,3,4,3,0,0,0,38,838,121,4,8,0,7,0,7,3,0,3,161,6,3,0,0,0,0,0,0,0,7,20,0,0,0,0,0,0,0,0,0,0,0,131,8,11,4,7,4,11,3,0,12,184,3,0,0,0,0,0,0,0,0,0,3,855,38,44,10,13,5,14,5,0,46,1022
101041027,0,0,0,0,0,189,8,0,0,0,0,0,0,0,10,202,39,0,0,0,0,0,0,0,0,3,48,17,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,5,66,864,44,19,0,3,5,3,3,0,32,984,138,14,6,0,5,0,0,8,4,6,187,10,0,3,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,4,0,9,145,14,10,0,5,0,0,9,5,10,205,3,0,0,0,0,0,0,0,0,3,8,1016,64,29,3,9,8,7,11,5,46,1196
101051539,0,0,0,0,3,154,0,4,0,0,0,0,0,0,15,174,39,0,0,0,0,0,0,0,0,9,50,13,0,0,0,0,0,0,0,0,4,17,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,7,26,0,0,0,0,0,0,0,0,0,0,3,62,0,0,0,0,0,0,0,0,18,80,841,57,107,15,16,17,22,26,3,52,1160,201,53,192,32,34,27,55,56,31,26,706,31,17,20,3,0,3,8,13,33,16,145,3,0,0,0,0,0,0,3,0,3,15,232,74,210,32,32,29,60,77,57,45,861,3,0,0,0,0,0,0,0,0,122,131,1079,130,317,53,48,50,83,99,59,221,2143
101051540,0,0,0,0,0,127,0,0,0,0,0,0,0,0,7,137,7,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,19,729,32,51,12,10,6,7,9,3,37,896,130,10,25,6,4,6,3,6,0,7,211,18,0,0,0,0,0,0,0,3,0,20,5,0,0,0,4,0,0,0,0,0,11,154,10,29,7,7,6,3,6,3,10,242,3,0,0,0,0,0,0,0,0,0,3,883,42,79,20,18,12,15,16,7,54,1140
101061541,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,41,21,0,0,0,0,0,0,0,0,0,20,6,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,30,284,30,33,5,11,11,0,3,3,12,387,56,19,21,10,3,5,12,8,0,3,128,3,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,57,21,24,10,3,5,13,8,0,3,132,0,0,0,0,0,0,0,0,0,0,0,340,53,52,16,17,9,14,13,3,16,528
101061542,0,0,0,0,0,92,0,0,0,0,0,0,0,0,4,93,17,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,15,786,83,74,25,12,7,0,5,3,34,1036,149,37,20,0,0,0,3,3,9,4,227,13,0,4,0,0,0,0,0,3,0,20,3,0,0,0,0,0,0,0,0,0,7,158,36,23,0,0,3,8,3,13,9,250,3,0,0,0,0,0,0,0,0,0,5,953,119,100,25,12,12,11,7,14,43,1282
101061543,0,0,0,0,0,49,0,0,0,0,0,0,0,0,7,49,18,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,18,285,21,24,3,11,4,7,11,0,18,383,77,17,44,5,8,14,3,3,3,9,193,22,3,3,0,0,4,0,3,0,3,42,0,0,0,0,0,0,0,0,0,0,0,95,23,51,10,8,14,3,10,5,12,231,0,0,0,0,0,0,0,0,0,0,0,381,48,73,10,17,21,9,19,4,30,623
