SA2_MAINCODE_2016,South_Africa_Before_1946,South_Africa_1946_1955,South_Africa_1956_1965,South_Africa_1966_1975,South_Africa_1976_1985,South_Africa_1986_1995,South_Africa_1996_2005,South_Africa_2006_2010,South_Africa_2011,South_Africa_2012,South_Africa_2013,South_Africa_2014,South_Africa_2015,South_Africa_2016,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1946,Sri_Lanka_1946_1955,Sri_Lanka_1956_1965,Sri_Lanka_1966_1975,Sri_Lanka_1976_1985,Sri_Lanka_1986_1995,Sri_Lanka_1996_2005,Sri_Lanka_2006_2010,Sri_Lanka_2011,Sri_Lanka_2012,Sri_Lanka_2013,Sri_Lanka_2014,Sri_Lanka_2015,Sri_Lanka_2016,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Thailand_Before_1946,Thailand_1946_1955,Thailand_1956_1965,Thailand_1966_1975,Thailand_1976_1985,Thailand_1986_1995,Thailand_1996_2005,Thailand_2006_2010,Thailand_2011,Thailand_2012,Thailand_2013,Thailand_2014,Thailand_2015,Thailand_2016,Thailand_Yr_arrival_ns,Thailand_Tot,FYROM_Before_1946,FYROM_1946_1955,FYROM_1956_1965,FYROM_1966_1975,FYROM_1976_1985,FYROM_1986_1995,FYROM_1996_2005,FYROM_2006_2010,FYROM_2011,FYROM_2012,FYROM_2013,FYROM_2014,FYROM_2015,FYROM_2016,FYROM_arrival_ns,FYROM_Tot,Turkey_Before_1946,Turkey_1946_1955,Turkey_1956_1965,Turkey_1966_1975,Turkey_1976_1985,Turkey_1986_1995,Turkey_1996_2005,Turkey_2006_2010,Turkey_2011,Turkey_2012,Turkey_2013,Turkey_2014,Turkey_2015,Turkey_2016,Turkey_Yr_arrival_ns,Turkey_Tot,United_Kingdom_Before_1946,United_Kingdom_1946_1955,United_Kingdom_1956_1965,United_Kingdom_1966_1975,United_Kingdom_1976_1985,United_Kingdom_1986_1995,United_Kingdom_1996_2005,United_Kingdom_2006_2010,United_Kingdom_2011,United_Kingdom_2012,United_Kingdom_2013,United_Kingdom_2014,United_Kingdom_2015,United_Kingdom_2016,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1946,USA_1946_1955,USA_1956_1965,USA_1966_1975,USA_1976_1985,USA_1986_1995,USA_1996_2005,USA_2006_2010,United_States_America_2011,United_States_America_2012,United_States_America_2013,United_States_America_2014,United_States_America_2015,United_States_America_2016,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1946,Vietnam_1946_1955,Vietnam_1956_1965,Vietnam_1966_1975,Vietnam_1976_1985,Vietnam_1986_1995,Vietnam_1996_2005,Vietnam_2006_2010,Vietnam_2011,Vietnam_2012,Vietnam_2013,Vietnam_2014,Vietnam_2015,Vietnam_2016,Vietnam_Yr_arrival_NS,Vietnam_Tot,Zimbabwe_Before_1946,Zimbabwe_1946_1955,Zimbabwe_1956_1965,Zimbabwe_1966_1975,Zimbabwe_1976_1985,Zimbabwe_1986_1995,Zimbabwe_1996_2005,Zimbabwe_2006_2010,Zimbabwe_2011,Zimbabwe_2012,Zimbabwe_2013,Zimbabwe_2014,Zimbabwe_2015,Zimbabwe_2016,Zimbabwe_Yr_arrival_NS,Zimbabwe_Tot,Born_elsewhere_Before_1946,Born_elsewhere_1946_1955,Born_elsewhere_1956_1965,Born_elsewhere_1966_1975,Born_elsewhere_1976_1985,Born_elsewhere_1986_1995,Born_elsewhere_1996_2005,Born_elsewhere_2006_2010,Born_elsewhere_2011,Born_elsewhere_2012,Born_elsewhere_2013,Born_elsewhere_2014,Born_elsewhere_2015,Born_elsewhere_2016,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1946,Tot_1946_1955,Tot_1956_1965,Tot_1966_1975,Tot_1976_1985,Tot_1986_1995,Tot_1996_2005,Tot_2006_2010,Tot_2011,Tot_2012,Tot_2013,Tot_2014,Tot_2015,Tot_2016,Tot_Yr_arrival_NS,Tot_Tot
217011421,0,0,0,0,0,0,17,7,3,0,0,3,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,60,50,19,15,12,17,0,4,3,5,4,0,12,233,0,0,0,4,0,3,0,3,3,0,0,0,0,0,0,15,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,10,0,3,9,9,3,8,12,16,0,0,0,3,3,5,3,84,4,65,103,92,47,47,100,117,21,21,42,31,26,22,36,758
217011422,0,0,0,0,0,0,11,14,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,19,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,85,80,29,13,12,16,0,0,3,0,0,0,15,284,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,11,14,18,11,9,7,15,5,9,0,0,0,0,3,92,0,106,129,127,82,81,95,97,14,29,12,11,14,10,32,846
217011423,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,44,34,21,9,7,11,0,3,0,0,0,0,3,159,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,3,3,3,0,0,0,0,0,0,0,0,29,0,46,77,65,45,37,53,35,0,24,3,7,3,8,15,431
217031471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,13,29,28,13,0,6,3,0,0,0,0,0,0,0,91,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,20,0,32,47,37,18,22,22,13,0,5,0,0,0,0,3,196
217031472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,71,58,14,3,14,7,0,0,3,0,0,0,15,219,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,3,3,3,0,0,3,0,0,0,0,10,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,10,0,3,11,0,3,8,45,37,14,18,8,7,8,0,12,176,5,84,133,85,44,43,121,130,50,46,44,18,33,9,62,912
217031473,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,41,40,11,19,8,3,4,0,0,0,0,0,7,153,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,4,3,3,0,7,0,4,0,0,3,0,0,3,3,28,0,42,59,68,33,45,36,39,6,3,4,0,0,3,17,361
217031474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,20,26,9,4,7,7,0,0,0,0,0,0,11,105,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,3,3,6,5,0,4,0,0,0,0,0,0,0,0,19,3,36,45,49,27,22,51,20,4,10,3,6,5,3,18,307
217031475,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,39,21,17,3,15,3,3,5,0,0,0,0,3,127,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,3,7,14,0,8,4,0,4,0,0,47,0,63,49,46,52,22,127,70,4,21,17,12,22,3,20,522
217031476,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,52,42,26,16,16,7,0,0,0,3,0,0,10,203,0,0,5,5,0,0,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,19,18,0,3,5,13,3,0,5,0,0,5,0,81,3,57,106,98,49,39,43,46,16,12,9,12,10,17,22,539
217041477,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,22,32,12,5,4,7,3,0,7,0,3,0,0,129,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,3,3,0,3,4,0,0,0,0,3,7,0,34,3,34,46,61,40,31,91,44,16,3,17,11,16,10,17,431
217041478,0,0,0,0,4,0,9,4,0,0,0,0,4,0,0,20,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,68,53,23,19,13,41,8,3,3,3,0,0,12,270,0,0,0,6,0,3,3,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,0,13,0,4,3,3,3,3,13,3,0,0,0,11,10,10,0,57,0,54,90,88,59,55,95,126,9,19,30,30,18,17,22,734
217041479,0,0,0,0,3,3,11,15,3,7,0,4,0,0,0,49,0,0,0,0,0,3,5,23,3,0,0,5,3,4,0,53,0,0,0,0,0,0,3,11,3,7,0,3,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,105,96,44,30,43,29,15,5,6,3,0,0,11,431,0,0,0,3,8,8,10,5,0,3,0,0,3,0,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,7,0,7,5,17,10,21,44,33,3,4,4,13,26,22,18,219,7,95,158,156,110,141,279,266,54,52,31,56,88,71,69,1617
217041480,0,0,0,0,3,0,3,4,0,0,0,0,0,0,3,16,0,0,0,0,0,7,3,3,0,9,3,3,0,0,0,34,0,0,0,0,0,0,8,4,0,0,0,3,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,32,79,53,29,27,26,19,12,6,0,3,13,0,21,323,0,0,0,4,3,0,9,0,4,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,7,0,9,8,13,26,18,8,3,4,19,32,30,27,189,3,72,112,110,78,84,146,137,39,36,24,53,80,74,78,1135
297979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
299999499,0,0,0,3,6,0,7,0,0,0,0,0,0,3,0,25,0,0,0,4,0,0,0,5,0,0,0,0,0,3,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,17,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,5,3,0,0,0,0,0,0,3,26,0,11,27,47,32,15,11,8,5,7,3,8,46,49,39,306,0,0,0,3,0,3,3,3,0,0,0,0,3,17,5,47,0,0,0,0,11,16,9,8,7,4,0,8,7,0,5,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,13,24,32,52,60,11,24,16,41,63,80,89,519,3,35,61,104,113,130,178,195,49,54,81,109,221,375,305,2011
301011001,0,0,0,3,10,18,53,36,3,5,7,3,4,9,3,150,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,9,8,0,3,0,3,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,33,110,204,108,111,113,88,4,17,17,8,6,7,27,849,0,0,0,7,5,0,10,12,5,0,0,0,0,0,0,43,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,10,0,0,0,0,4,0,8,4,0,0,0,0,0,0,0,19,0,8,21,70,55,65,97,52,8,4,6,3,0,10,13,414,4,100,210,391,396,458,702,511,56,62,75,41,44,37,87,3174
301011002,0,0,0,0,3,3,37,21,5,4,0,0,5,3,0,79,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,20,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,64,34,34,38,18,5,0,8,7,5,3,3,281,0,0,0,3,3,3,7,9,0,0,0,3,0,4,0,29,0,0,0,0,11,11,3,0,0,0,0,0,0,0,0,26,0,0,0,0,3,0,4,3,0,0,0,0,0,0,0,16,0,4,19,36,25,62,61,38,12,6,7,0,6,14,3,286,0,62,112,177,182,280,323,237,49,30,35,21,31,33,31,1600
301011003,0,0,0,3,17,11,67,50,14,3,8,14,3,3,4,202,0,0,0,3,0,5,3,3,0,0,0,0,0,0,0,24,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,103,172,88,108,139,182,37,24,31,12,4,3,18,975,0,0,0,12,6,5,8,0,7,3,3,0,0,0,0,42,0,0,0,0,13,11,3,4,0,0,0,0,0,0,4,30,0,0,0,0,3,0,7,8,0,0,4,0,0,0,0,21,0,10,21,60,37,63,75,51,5,3,13,0,3,7,11,354,3,161,205,346,349,440,586,579,106,87,74,60,32,27,79,3120
301011004,0,0,3,0,18,20,65,62,4,0,3,0,7,0,0,191,0,0,3,4,0,4,0,3,0,0,0,0,3,0,0,21,0,0,0,0,0,0,9,7,3,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,8,0,48,125,256,120,100,104,84,11,15,14,0,11,0,24,909,0,3,0,10,7,8,9,8,0,0,0,0,3,0,0,47,0,0,0,0,3,5,8,7,4,0,0,6,0,0,0,28,0,0,0,0,0,8,10,4,0,0,0,0,0,0,0,25,0,11,32,70,53,74,60,63,14,16,20,6,17,5,15,466,8,138,236,452,466,562,701,650,116,133,89,66,92,35,102,3844
301011005,0,0,0,3,3,3,9,4,0,3,3,0,0,0,0,30,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,32,59,26,23,27,32,3,0,9,4,0,0,5,242,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,4,7,22,12,9,17,14,4,0,0,3,0,0,7,91,0,32,47,115,91,108,125,109,26,16,20,20,17,5,14,743
301011006,0,0,0,4,9,14,91,99,16,30,3,6,3,3,0,287,0,0,0,0,3,0,7,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,95,146,88,124,215,240,35,37,15,17,17,7,16,1086,0,0,3,4,0,7,10,4,0,3,0,0,3,0,4,39,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,5,6,0,3,0,0,0,0,0,26,0,9,23,62,35,30,48,33,8,10,10,3,5,3,3,288,3,103,163,298,268,375,595,531,89,120,56,50,43,23,61,2783
301021007,0,0,0,8,13,17,92,97,11,8,31,5,11,3,0,298,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,23,0,0,0,3,3,3,7,0,0,3,3,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,97,185,267,156,140,285,276,49,33,27,29,16,5,49,1621,0,0,0,13,10,4,18,7,3,6,3,0,5,0,0,73,0,0,0,0,11,7,0,8,0,0,0,0,0,0,0,21,0,0,0,0,3,3,19,3,0,0,0,0,0,0,0,26,0,20,41,69,53,70,95,48,14,16,11,16,15,3,19,481,9,208,325,499,476,505,868,709,128,116,117,96,94,27,125,4312
301021008,0,0,0,0,5,6,86,43,6,10,15,6,4,3,5,193,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,70,107,38,59,127,132,20,28,7,15,4,5,15,666,0,0,0,10,0,5,13,4,0,0,0,10,0,0,0,36,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,11,4,0,0,0,0,0,0,0,27,0,5,14,28,11,25,21,21,11,3,4,5,0,0,3,149,4,74,127,175,136,189,387,294,49,58,42,42,23,18,43,1659
301021009,0,0,0,3,10,11,70,77,15,11,0,5,4,8,6,232,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,3,7,0,0,3,0,0,0,0,21,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,137,201,115,133,183,271,32,40,26,15,5,5,31,1254,0,0,0,10,6,5,4,3,5,0,0,4,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,21,0,13,31,43,42,35,58,47,11,11,8,0,3,0,3,297,3,122,240,355,344,388,611,607,121,87,68,51,16,30,75,3126
301021011,0,0,0,3,12,14,63,63,9,12,4,3,3,0,3,190,0,0,0,3,0,6,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,53,111,73,56,102,138,11,4,9,3,9,3,24,609,0,0,0,4,7,0,3,6,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,3,0,0,0,0,0,0,0,20,0,0,0,30,16,25,24,29,0,0,3,0,0,0,0,133,0,34,81,184,186,203,313,321,33,45,39,12,27,3,45,1528
301021012,0,0,3,7,8,10,108,146,30,20,11,10,36,14,7,402,0,0,3,0,0,4,16,13,4,0,0,0,0,0,0,40,0,0,0,0,0,0,5,6,0,0,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,29,91,198,124,148,324,383,75,37,25,32,39,0,24,1549,0,0,0,5,7,7,6,0,11,3,4,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,7,32,14,5,0,0,4,0,0,0,62,0,12,40,79,38,31,79,40,6,7,4,7,7,7,25,394,6,93,199,374,321,406,926,875,185,110,103,81,112,45,90,3926
301021013,0,0,6,6,14,4,68,66,8,0,13,7,4,0,3,193,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,85,186,290,118,129,163,184,27,17,14,5,13,4,28,1266,0,0,0,19,8,6,9,8,0,3,0,0,0,0,0,46,0,0,0,0,4,0,0,0,0,0,0,5,0,4,0,10,0,0,0,0,3,0,12,6,3,0,0,0,0,4,3,26,6,27,34,44,40,36,39,24,3,0,10,3,10,3,12,285,21,193,309,460,359,348,568,510,79,54,52,44,33,27,93,3143
301021527,0,0,7,7,7,6,25,8,0,0,0,0,0,0,0,64,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,0,3,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,75,137,173,72,69,36,12,0,0,8,0,3,0,29,626,0,0,3,10,8,6,9,0,0,4,0,0,3,3,0,48,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,7,5,20,23,48,34,31,26,19,3,0,3,0,0,0,10,216,8,158,250,349,302,261,240,107,13,27,27,8,18,11,56,1847
301031014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301031015,0,0,0,3,6,5,23,15,0,9,4,0,3,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,31,72,90,56,70,95,87,32,33,18,15,16,4,14,635,0,0,0,4,6,4,8,7,0,0,0,3,0,0,0,32,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,8,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,9,0,0,14,28,19,22,20,18,14,9,0,3,3,9,6,171,5,58,108,192,181,219,312,267,70,78,42,32,38,20,44,1663
301031016,0,0,0,0,7,10,32,47,5,7,4,0,6,3,0,121,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,75,118,57,53,88,122,18,12,6,13,12,6,14,630,0,0,0,3,11,3,13,5,0,0,0,0,0,0,3,45,0,0,0,0,3,4,7,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,12,0,3,5,42,28,22,59,39,16,19,13,9,3,3,6,273,4,64,115,224,226,221,455,451,93,90,60,30,52,26,62,2165
301031017,0,0,0,0,4,0,17,9,0,3,4,0,6,0,0,49,0,0,0,3,0,0,4,6,0,0,0,0,0,3,0,17,0,0,0,0,0,3,3,3,0,0,0,3,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,37,21,27,25,39,15,4,0,0,0,0,5,200,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,12,0,0,0,0,8,15,0,4,0,0,0,0,0,0,0,29,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,12,23,15,22,4,18,10,10,12,0,3,165,0,15,21,83,101,154,189,228,56,55,40,33,51,21,34,1079
301031018,0,0,0,3,12,0,18,21,3,0,0,0,0,0,0,64,0,0,0,0,3,10,20,18,0,0,4,0,0,0,0,48,0,0,0,0,0,8,9,0,3,3,0,3,3,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,27,46,88,39,31,50,34,6,3,4,6,4,0,5,357,0,0,0,0,3,0,3,4,0,0,3,0,0,3,0,27,0,0,0,0,18,15,11,7,4,0,0,4,0,0,3,55,0,0,0,3,0,3,8,3,0,0,0,0,7,0,0,22,0,10,11,42,14,54,34,69,10,3,0,0,0,8,10,272,0,60,88,198,210,322,428,394,84,50,85,32,41,24,63,2085
