SA4_CODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
111,131,168,436,475,997,2240,2888,2866,1929,12129,18,47,87,111,154,164,155,190,101,1032,737,1111,2202,2000,2550,2835,3155,3211,2788,20576,9803,24853,46322,44308,46550,45130,36252,20755,9915,283884
112,70,83,249,351,670,1558,2409,2438,1799,9621,19,16,41,49,79,87,92,96,58,527,1003,953,1966,2428,3072,3702,3292,2800,1970,21179,5775,10572,22187,27754,32966,37228,29347,16536,8039,190414
113,56,107,254,345,622,1293,1831,1723,1132,7357,3,26,99,80,95,97,122,116,68,707,717,855,1820,1820,1907,2124,1949,1603,873,13683,4783,9748,18959,18172,19868,19815,15035,9054,3951,119381
114,48,47,164,215,418,1074,1586,1340,734,5622,8,7,20,18,33,65,65,71,40,330,521,611,1200,1296,1613,1798,2260,1887,1196,12391,3619,6489,13266,15128,18743,21959,22052,12057,4584,117898
115,28,27,85,129,318,675,1109,931,586,3882,7,15,64,76,100,145,166,191,139,900,495,449,912,1130,1410,1193,1218,931,956,8695,6585,14136,22944,32165,33814,27910,20080,8955,4001,170589
116,80,171,553,778,1447,2655,3196,2144,1064,12078,17,70,261,389,449,602,547,496,196,3025,1133,1363,3266,3010,2691,2450,2233,1349,667,18162,10702,22880,52636,51806,42256,33859,21676,9720,3566,249099
117,67,190,428,333,587,1234,1865,1785,762,7248,24,128,349,223,263,420,526,700,282,2899,1288,4527,11053,5657,3991,3218,2378,1629,904,34654,8907,37036,91910,51757,35290,26115,17142,9033,3425,280615
118,19,76,123,138,211,492,933,1255,867,4121,14,19,83,75,94,118,172,275,148,1000,858,2122,5872,4019,3046,2453,2474,1918,1451,24230,6653,21954,53129,41623,32865,25059,20058,11702,6336,219381
119,83,248,919,1394,2700,5071,7174,6622,3315,27522,36,184,791,700,1371,2113,2151,2266,1000,10614,1637,2455,6148,4641,4442,4096,3793,3488,2771,33484,15685,41360,94492,77380,71589,60866,42524,27180,13400,444474
120,29,78,191,264,527,1164,2527,3229,1722,9723,13,96,340,162,274,397,546,825,474,3123,692,1632,4391,3138,2502,2249,1892,1366,945,18813,6116,22755,56784,44879,38565,30417,20975,12420,6137,239056
121,44,40,112,166,273,561,868,1033,785,3883,6,43,144,173,177,230,211,261,167,1421,856,1181,3651,3183,2769,2354,2215,1838,1875,19924,8244,22111,56760,62820,57164,44404,34001,19065,10131,314692
122,17,30,109,163,241,540,855,961,755,3664,14,9,71,114,105,81,122,143,86,747,538,686,1818,1990,1888,1644,1742,1571,1561,13446,5176,12517,29550,38184,37372,28409,22412,13065,6935,193622
123,57,108,319,467,916,1901,2084,1265,616,7734,14,22,108,154,201,310,283,236,81,1416,865,1048,2132,2068,1962,2009,1987,1370,1012,14458,8573,17796,36931,36392,33657,29820,19705,8267,3169,194313
124,70,101,323,427,915,2096,2479,1758,1038,9206,8,23,105,135,160,187,216,238,76,1145,968,1307,2911,2629,2632,2510,2445,1687,887,17971,9445,20269,42063,41335,40363,37780,26331,11733,4567,233884
125,84,338,1392,1732,2399,3497,3726,3064,1696,17926,32,412,1360,1262,1624,1729,1443,1268,624,9754,1262,2425,7087,4894,3696,3183,2658,2218,1492,28912,11332,31943,87768,66355,52218,43209,28742,16390,7571,345523
126,16,57,87,97,214,589,913,1070,708,3752,3,38,134,113,162,209,204,304,173,1346,340,645,1370,1097,951,940,904,911,1005,8175,4481,14190,28818,25847,23606,20240,13913,8627,4921,144643
127,140,341,1316,2414,3900,5498,5649,4198,1828,25283,62,218,954,1405,2713,3380,2359,2035,966,14096,1508,1890,3973,3696,3662,3452,2741,1892,920,23716,13268,29637,57932,55044,54069,45475,27840,14861,5539,303679
128,22,21,90,153,223,639,1035,1064,989,4224,9,8,44,55,76,112,133,112,61,611,408,509,1240,1304,1271,1308,1261,1232,1154,9697,5408,12647,26173,30063,30180,27179,19916,11039,5943,168543
197,0,0,0,0,3,5,13,3,0,27,0,0,0,0,0,0,0,0,0,4,0,0,4,7,8,9,27,9,0,67,11,9,32,34,50,76,108,42,10,373
199,10,29,53,41,61,90,94,33,8,419,0,4,8,8,21,12,7,7,0,62,125,302,779,674,631,459,269,90,30,3369,441,1357,2698,1900,1798,1714,1194,282,78,11461
201,95,112,249,279,500,1003,2137,1938,1143,7458,3,20,42,58,73,59,44,39,22,370,569,700,1286,1391,1773,1932,2054,1519,831,12056,4190,9852,17497,18736,21286,21327,17468,8877,3744,122981
202,81,122,288,292,480,897,1853,1817,1168,6996,10,28,96,96,117,97,86,43,17,587,634,661,1547,1549,1824,1940,1970,1631,1019,12779,3961,9211,17083,18205,20459,20937,16591,8876,3957,119287
203,147,189,418,525,719,1426,3054,3138,2130,11735,25,54,147,171,178,158,200,225,97,1253,836,1165,2436,2364,2609,2678,2891,2410,1597,18990,7014,17383,34056,35515,36441,35090,28512,15491,7320,216825
204,92,94,260,284,476,1076,2354,2205,1313,8143,8,18,51,61,85,74,84,74,29,478,719,734,1437,1640,2061,2428,2411,1814,1073,14317,4171,8473,17099,19274,23357,25272,20801,10550,4584,133591
205,150,216,493,499,950,1813,4161,3815,2213,14313,14,27,95,98,138,125,160,161,69,888,1034,1267,2608,2645,3416,3939,4222,3271,1670,24074,6386,13504,28410,29324,35906,40265,35279,18115,7244,214429
206,92,214,589,592,977,1836,4013,5455,2787,16556,41,172,404,350,472,653,865,1472,690,5124,2185,5971,15793,8515,6104,5117,4019,2920,1782,52393,16803,65632,159715,89943,66294,50831,34464,19932,9360,512984
207,70,95,193,229,451,1042,2600,3649,2283,10618,16,71,254,215,314,388,458,722,324,2762,845,1254,2562,1954,2301,2110,2171,2343,1919,17458,9197,28461,48277,44669,49733,40586,31426,21403,11091,284855
208,77,95,203,289,471,966,2580,3338,2687,10706,17,41,163,149,202,256,314,481,237,1864,836,1313,3089,2894,2984,2688,2661,2609,2228,21301,8298,25311,52198,57063,58560,46264,34011,20574,12523,314810
209,121,201,746,968,1535,3489,7287,7072,3264,24671,31,105,356,420,625,853,1112,1486,527,5520,1398,1986,4800,4055,3945,3563,3552,2850,1787,27939,12303,33737,76340,71674,65415,53965,38208,21454,9052,382152
210,195,299,1110,1574,2121,2950,5683,5408,2444,21788,46,128,445,522,801,1043,1167,1160,477,5784,1193,1506,3721,3192,3069,2768,2792,2342,1305,21887,9887,24323,55099,50811,48184,37044,26687,16173,6635,274844
211,188,230,743,785,1149,1982,4155,4066,2531,15826,32,108,337,325,488,513,428,444,199,2876,1054,1261,2911,3003,3334,3306,3406,3101,2298,23666,12064,30767,63394,67736,71081,62339,46041,23916,10631,387966
212,362,663,2182,2678,3474,5265,8369,7566,3804,34368,89,614,1829,2104,2208,2188,1796,1594,641,13061,2327,3231,6801,5818,5600,5254,4869,4365,2833,41078,21888,58170,116157,105418,96377,77217,55263,31867,13285,575643
213,314,522,1801,2379,3623,6246,9632,7229,3136,34888,76,238,1017,1245,1780,2024,1701,1689,743,10517,2350,3684,9372,7720,6417,5604,5056,3461,1816,45472,18285,49809,126316,114510,90849,70974,45157,22147,8684,546739
214,145,162,417,438,697,1173,2785,2642,1672,10129,19,47,93,120,152,131,156,156,65,936,909,1037,2141,2296,2685,2820,3165,2888,1800,19748,7043,15888,31950,36469,40059,37090,32584,18353,7770,227212
215,89,132,333,401,639,1267,2626,2766,1761,10014,19,37,112,148,200,171,139,151,65,1040,652,744,1737,1563,2075,2340,2351,1904,1125,14487,3646,7786,16363,16158,20092,21399,17178,10340,4816,117790
216,75,138,354,405,526,1053,2198,2112,1193,8039,17,47,150,167,155,122,128,133,67,986,576,529,1311,1345,1628,1861,1991,1613,910,11770,3413,6670,14046,14614,17349,17481,14672,8617,3581,100439
217,69,83,191,253,365,836,1933,1990,1280,6999,8,12,49,65,84,83,60,26,12,399,503,519,920,1035,1478,1647,1772,1456,805,10135,3104,6387,12291,13618,17132,17874,14254,7903,3522,96087
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,11,5,0,0,0,25
299,17,20,42,33,28,30,38,13,11,228,8,3,13,5,16,11,9,3,3,83,79,221,493,492,336,219,111,39,9,2000,278,897,1841,1288,975,816,482,121,38,6740
301,47,54,156,245,420,771,2640,2161,1238,7731,5,14,51,55,60,77,62,69,47,442,490,532,1157,1386,1594,1626,1547,1410,1098,10829,7119,12304,24822,30213,32439,28521,21377,10697,4701,172194
302,37,46,152,261,445,668,2215,2322,1389,7543,8,29,104,135,147,173,103,108,63,866,414,854,1911,1549,1505,1260,1198,1325,1368,11390,5704,14108,32958,30356,27096,22137,16066,10042,5199,163662
303,55,145,409,496,765,1224,2645,2863,1758,10359,21,119,375,299,409,443,302,310,163,2441,903,1732,3645,2512,2309,1927,1773,1583,1320,17702,11174,30134,61312,49474,42188,33526,22661,12668,6307,269443
304,15,25,70,108,133,246,657,757,575,2590,4,19,47,69,80,69,46,32,21,388,417,795,1068,999,1017,864,824,765,876,7628,7567,16405,22072,24901,23904,18913,14454,6965,3602,138775
305,25,75,155,165,269,364,974,1077,771,3870,12,58,143,71,80,86,99,116,64,728,773,2220,5257,3148,2745,2131,1485,886,735,19373,8038,27540,57720,37782,31787,22982,14068,6464,3293,209675
306,76,102,324,429,710,1315,2956,2526,1196,9634,18,60,175,199,233,193,180,169,81,1303,1226,1459,3406,3280,3754,3529,2857,1793,813,22128,7142,13079,30051,32014,34549,31682,22530,10295,3727,185062
307,38,54,173,276,532,1110,2989,2309,1015,8500,7,6,22,29,55,56,111,80,36,399,589,558,1383,1470,1769,1821,1840,1293,681,11410,3762,6524,13841,14584,16902,16899,14009,7306,2685,96519
308,58,83,338,430,746,1290,3530,2940,1087,10499,13,33,79,89,97,91,88,76,39,604,1065,1321,2938,2911,3219,2734,1985,1497,866,18527,7104,13460,30029,29025,30942,26606,16996,8697,3161,166017
309,95,144,466,609,1002,1807,3960,3528,2064,13677,23,63,224,205,210,240,221,200,120,1504,2297,3142,6700,5939,6112,5766,5585,4275,3055,42864,17994,37699,77427,78371,77262,66278,54693,27583,11854,449157
310,106,171,619,894,1362,2091,4663,3314,1520,14742,25,50,242,333,555,540,285,210,90,2332,1566,2290,4959,4131,3756,3070,2621,1820,825,25033,11291,22284,47321,43789,41981,33852,23212,11434,4093,239262
311,85,243,766,889,1210,1855,3741,2357,1162,12308,36,130,394,465,503,415,321,189,86,2543,1356,1554,3229,2982,3198,2845,2425,1473,598,19657,11544,21634,44042,42951,40910,34765,25074,10325,3678,234909
312,44,54,153,240,485,1027,2564,1897,810,7270,12,15,43,45,59,55,70,59,22,374,750,1211,3120,2734,2887,2419,1667,1057,499,16346,4942,10104,24693,23239,24337,20959,12919,6079,2162,129434
313,70,134,297,447,770,1356,3948,2909,1265,11207,8,38,105,91,114,111,123,83,36,712,847,1072,2187,2271,2342,2451,2740,2213,1713,17834,7730,13622,26396,28907,31634,29756,26604,13247,5276,183165
314,40,51,149,185,267,481,1808,1230,568,4772,3,11,49,48,62,60,61,48,12,356,432,581,1420,1337,1334,1074,947,676,485,8299,6260,12311,26261,29372,26933,20161,14550,5569,2169,143587
315,89,86,207,265,512,1005,1483,786,264,4690,9,3,37,32,46,76,121,73,30,427,626,871,1777,1333,1345,1221,824,392,154,8546,3015,5600,12134,10192,10704,9225,5483,2197,661,59211
316,46,67,233,326,579,1080,3385,3252,1960,10930,23,25,60,55,114,104,93,74,48,592,983,1221,2333,2753,3236,3221,3484,2839,2118,22171,9861,17130,35057,43208,49067,47103,41501,21882,9077,273882
317,55,92,247,250,442,702,2508,2181,1007,7484,9,21,96,104,114,107,70,54,38,617,644,731,1360,1266,1349,1392,1431,1291,983,10453,5005,10099,19426,17909,18875,17459,13872,7868,3431,113933
318,84,90,255,394,705,1306,3088,2659,1243,9823,10,28,79,106,130,117,108,107,54,733,1082,1847,2999,2548,2666,2361,2123,1444,685,17763,8652,17861,31754,29511,30169,26481,18679,9249,3396,175740
319,74,114,393,606,1176,2342,7330,5555,2363,19956,14,33,83,82,152,153,190,161,60,934,1114,1239,2434,2720,3560,4150,4683,3529,1603,25037,8134,13171,26545,30451,37960,42890,41656,20681,6947,228436
397,0,0,0,0,0,0,11,3,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,7,0,0,22,3,11,11,14,24,30,33,16,4,143
399,5,13,31,28,49,88,229,59,8,512,4,5,10,14,19,11,13,0,4,70,71,242,556,449,431,467,311,92,15,2629,348,1131,2286,1485,1663,2373,1916,381,44,11623
401,55,63,158,173,290,698,2216,3297,2111,9056,13,41,116,109,122,154,262,433,250,1499,704,1171,2240,1913,2198,2166,2071,1727,1321,15516,7864,21634,36969,36478,39693,36016,28502,16267,8737,232165
402,184,296,1094,1231,1475,2497,4967,4064,2286,18090,39,194,648,1003,1098,951,649,553,247,5381,1208,1588,3787,3374,3440,3165,3084,2795,1579,24015,11716,28903,62521,55521,55418,47600,35512,19676,7913,324786
403,64,93,283,317,561,1170,2728,2717,2244,10165,15,36,117,124,180,217,170,190,101,1151,766,1070,2304,2228,2421,2764,2793,2462,1893,18698,8862,22467,44749,45658,47420,46062,36199,19039,10127,280586
404,55,81,328,430,724,1397,3136,3937,2566,12650,12,43,160,206,362,387,423,710,340,2644,572,833,1849,1639,1874,1784,1885,1650,1257,13343,5704,15857,33754,29437,31348,27870,20479,13454,7364,185265
405,36,32,126,152,279,713,2167,1897,1205,6608,3,6,8,13,32,36,39,27,21,182,359,301,634,783,1182,1378,1463,1089,682,7875,2400,4783,10316,11686,15374,17405,14726,7524,3206,87413
406,44,44,138,160,262,602,1272,1082,560,4158,6,4,27,24,46,43,65,60,19,308,378,583,1334,1165,1407,1338,1092,757,402,8443,1959,4642,10718,9937,11791,11177,8113,4130,1644,64104
407,62,100,309,355,520,1257,3360,3002,1739,10696,7,42,114,164,148,105,115,116,46,853,576,695,1531,1733,2140,2247,2533,1869,1301,14632,4187,8646,18179,20140,25146,27187,24908,13027,5436,146866
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
499,3,12,15,19,20,22,38,12,7,139,3,0,6,7,0,9,3,0,0,30,32,55,106,127,144,88,48,13,10,612,111,262,554,417,475,403,271,59,22,2575
501,51,34,108,166,230,591,1305,1636,727,4853,10,25,66,61,63,48,55,72,43,452,737,639,1739,1938,2164,2184,2035,1576,859,13864,4900,8006,19847,23030,24773,23629,18200,8836,3318,134539
502,25,22,67,120,167,339,895,1058,468,3159,3,13,16,18,37,33,34,31,15,199,308,352,776,814,976,1061,1215,1138,557,7201,2961,5123,10356,11107,12580,12381,12176,7187,2416,76277
503,15,37,99,71,102,205,448,733,592,2310,0,16,70,31,50,49,68,137,89,508,496,1198,3657,1948,1687,1599,1402,1046,719,13761,4400,13318,32113,22999,21871,18656,13377,7460,3959,138152
504,41,65,289,466,650,1046,1666,1772,919,6916,9,55,185,207,270,297,221,240,111,1598,802,1422,3438,2981,2733,2221,1992,1604,1097,18299,7364,16469,39322,35957,34756,27972,19066,9574,3769,194241
505,105,163,641,851,1022,1613,2848,3457,1738,12434,35,112,431,536,589,581,383,518,221,3404,1446,2011,5575,4611,4341,3678,3308,2986,2058,30008,15605,34476,82211,76647,73016,57837,40492,21573,8821,410676
506,100,207,729,949,1123,1693,2572,2800,1471,11635,30,156,628,554,521,465,390,330,182,3261,1474,2666,6508,4959,4274,3933,3485,3081,2340,32722,14838,36936,83089,68759,61107,51609,36286,18724,8072,379415
507,89,83,233,394,627,1281,2398,2873,1417,9392,17,38,137,164,161,197,194,284,155,1343,1312,2078,4976,4113,3969,3299,3024,2899,1979,27651,12093,26711,59225,56855,55125,44290,30848,17407,7593,310143
509,42,46,116,204,297,644,1365,1436,700,4857,3,31,70,57,77,71,83,69,37,482,577,666,1768,1744,2088,2247,2032,1428,767,13314,3619,5940,14097,15682,19424,20610,16091,8077,2840,106375
510,79,76,182,227,336,455,354,139,40,1891,22,14,64,56,81,121,127,90,38,615,569,1011,3725,2961,2533,1570,571,161,56,13152,2429,5719,20338,16759,13689,8908,2764,707,180,71483
511,79,77,199,232,322,639,1097,951,361,3953,3,11,32,37,58,69,66,60,30,361,715,858,2309,2044,2214,1936,1379,840,360,12656,3707,6681,16745,15892,17278,14873,9577,4356,1407,90524
597,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,24,16,15,8,0,0,0,72,0,20,126,126,105,43,8,3,3,429
599,3,6,4,11,20,34,52,14,3,142,0,4,5,4,4,6,0,3,0,30,43,131,374,308,348,209,125,26,5,1570,132,503,1306,910,957,973,633,98,23,5534
601,87,111,266,264,395,926,1395,1725,1364,6533,23,34,90,132,177,144,99,88,46,836,688,909,1943,1735,1979,2248,2203,1805,893,14411,6106,14007,28471,27569,29582,29426,22167,12079,5267,174672
602,61,86,187,197,341,747,1311,1427,1161,5515,13,43,77,125,139,92,76,67,34,659,576,630,1141,1152,1565,1776,1947,1345,662,10798,4289,8642,15026,15877,19323,20041,16524,8347,3364,111439
603,13,11,27,47,106,278,439,319,167,1409,4,3,7,3,8,10,9,14,9,70,123,108,245,345,476,599,698,411,140,3148,994,1370,3160,4101,5540,6583,5429,2152,600,29931
604,37,33,118,149,260,721,1165,1451,972,4914,6,18,29,31,60,47,45,33,17,280,383,359,710,780,1168,1403,1542,1237,586,8172,3373,5681,11132,12088,15422,15949,13127,6989,2522,86289
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,8,23,5,15,12,7,0,0,73
699,3,3,0,4,9,3,3,0,0,32,0,0,0,0,0,0,0,0,0,3,10,22,44,33,37,15,18,3,0,187,48,90,183,147,135,113,84,12,3,825
701,39,52,218,315,443,686,817,471,139,3182,4,33,81,87,96,153,108,83,31,673,747,1334,3918,2900,2528,1990,1140,417,156,15129,3594,9529,26827,21764,18935,14039,7410,2470,626,105186
702,496,589,1219,1137,1172,1055,740,248,69,6727,56,79,184,161,269,265,268,182,56,1521,1038,1355,2740,2073,2038,1517,747,254,76,11848,3971,6847,15653,12400,11857,8796,3969,1266,310,65071
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,9,0,3,30,19,9,3,0,3,0,71
799,0,0,8,25,39,25,26,3,0,124,0,0,7,0,11,3,3,0,0,18,3,66,182,140,157,110,58,15,0,737,24,183,457,396,461,440,278,38,0,2275
801,67,120,261,364,537,1097,1709,1613,895,6659,10,60,178,174,219,217,198,234,103,1391,1026,1931,4310,3278,2871,2551,2256,1840,1396,21463,11241,31286,65963,58255,50888,41391,29398,14343,6150,308907
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,0,0,0,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,9,7,16,27,19,17,6,3,0,102,30,79,108,107,68,78,24,8,3,502
901,0,0,4,6,23,65,58,21,3,186,0,0,0,3,12,46,51,24,0,144,28,65,172,122,133,116,72,39,12,751,88,195,566,627,699,697,458,182,51,3579
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,3,10,0,5,9,11,13,0,0,46
