SA4_CODE_2016,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
125,..,27478,27478,33357,3554,36909,26072,1261,27331,25655,740,26395,12326,419,12742,9524,480,10002,106933,33935,140867
126,..,13360,13360,16936,1824,18759,10943,678,11624,11685,308,11990,4578,157,4737,2187,123,2305,46321,16451,62777
127,..,17829,17829,25495,1729,27226,21470,336,21807,24540,120,24661,14060,56,14116,11216,38,11253,96786,20100,116885
128,..,16014,16014,22437,1452,23890,12487,209,12695,14790,60,14850,6442,8,6450,2256,5,2265,58414,17756,76169
197,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,..,17677,17677,19339,1814,21151,7887,354,8240,7674,160,7839,3362,37,3399,1415,17,1434,39682,20067,59743
202,..,16435,16435,19003,1613,20614,7894,366,8255,7372,100,7472,3316,40,3353,1361,26,1380,38945,18570,57513
203,..,27443,27443,32973,2431,35404,14746,619,15367,15230,264,15498,6400,105,6503,2335,85,2417,71673,30955,102631
204,..,18563,18563,22715,1474,24181,8252,138,8394,7929,55,7985,3560,31,3592,1362,15,1381,43821,20273,64101
205,..,30946,30946,36585,2273,38860,13155,257,13410,12190,59,12248,5689,22,5709,2294,16,2318,69914,33568,103488
206,..,84193,84193,72226,20358,92587,27330,7933,35262,21802,2865,24674,6689,837,7529,2319,345,2664,130369,116542,246911
207,..,29635,29635,36164,3650,39810,20605,1446,22051,23423,695,24122,9193,294,9486,3036,196,3224,92410,35917,128334
208,..,39145,39145,42865,4166,47029,22827,1199,24024,26507,444,26954,9612,184,9795,2678,98,2780,104491,45239,149732
209,..,34269,34269,47468,3799,51270,29619,1214,30831,32485,553,33037,13063,206,13272,5834,150,5985,128476,40190,168667
210,..,23317,23317,32081,2225,34313,20656,543,21202,22406,232,22638,10498,119,10611,6442,97,6540,92080,26538,118615
211,..,37474,37474,52299,3379,55675,29783,620,30400,32994,205,33197,13234,53,13286,5228,34,5258,133533,41759,175298
212,..,43902,43902,64063,5181,69243,44112,1920,46030,48098,1213,49312,20689,519,21211,12891,423,13315,189847,53167,243018
213,..,45191,45191,60942,5716,66659,43891,1669,45557,46080,752,46826,19541,326,19869,12077,242,12319,182530,53894,236425
214,..,28867,28867,34664,2404,37064,15969,295,16264,16195,62,16257,6510,34,6542,2472,8,2483,75813,31668,107477
215,..,17552,17552,19426,1294,20721,7111,199,7307,6416,76,6489,3311,41,3351,1449,32,1477,37704,19192,56900
216,..,13197,13197,16023,1060,17082,6267,148,6416,6024,64,6094,3005,18,3025,1490,19,1511,32811,14509,47321
217,..,14009,14009,15984,1047,17034,5790,192,5977,5545,59,5604,2697,30,2721,1165,23,1193,31180,15359,46541
297,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,..,16432,16432,25396,1852,27242,13266,324,13590,13873,82,13958,5478,16,5494,2501,8,2510,60515,18722,79234
302,..,20044,20044,23738,2876,26613,12455,699,13152,11626,200,11828,4434,43,4478,1910,22,1924,54149,23891,78039
303,..,24555,24555,32149,4445,36593,19107,2104,21214,20002,970,20980,8335,428,8764,4482,236,4723,84084,32744,116823
304,..,11630,11630,17888,2050,19941,10028,1022,11042,11632,456,12086,4671,175,4840,1564,87,1650,45777,15418,61200
305,..,29074,29074,28324,7090,35416,11708,2818,14530,10962,1090,12049,4090,367,4450,1282,182,1465,56365,40622,96989
306,..,22973,22973,28104,2993,31092,12304,549,12850,11180,175,11347,4793,35,4822,2920,34,2951,59294,26751,86040
307,..,11952,11952,15843,1049,16893,5921,134,6054,5613,35,5651,2954,10,2963,1593,4,1591,31919,13188,45103
308,..,18784,18784,24717,1952,26671,11451,328,11777,11512,90,11599,5081,17,5105,2584,15,2598,55346,21179,76527
309,..,46934,46934,64443,8390,72834,32288,2032,34315,30773,656,31435,11996,188,12187,5794,102,5894,145300,58302,203602
310,..,21521,21521,30679,3012,33688,18097,537,18634,17521,145,17667,8176,39,8215,5709,17,5726,80189,25267,105456
311,..,19171,19171,29085,2851,31930,17804,468,18267,17348,169,17520,8505,63,8572,6590,42,6627,79330,22761,102085
312,..,14049,14049,19174,1583,20760,8764,268,9031,8591,79,8670,3949,24,3968,1622,15,1634,42100,16010,58112
313,..,20416,20416,28034,2328,30360,12768,354,13116,11636,101,11739,5525,40,5569,3302,41,3347,61270,23280,84548
314,..,10572,10572,19771,1393,21162,11794,291,12086,13226,63,13297,5420,11,5434,2555,4,2554,52763,12336,65103
315,..,6908,6908,7165,676,7839,3364,118,3483,3179,33,3210,1783,7,1794,1761,13,1770,17253,7757,25011
316,..,30433,30433,46046,4038,50082,18351,860,19207,18243,246,18485,7262,61,7322,3166,30,3193,93058,35669,128735
317,..,13969,13969,17755,1499,19256,7539,334,7872,7136,122,7260,3513,47,3566,1874,42,1915,37818,16014,53834
318,..,20082,20082,26012,2730,28745,12314,591,12909,11375,206,11586,5012,60,5073,2617,27,2643,57338,23702,81043
319,..,29568,29568,41474,3241,44714,13890,415,14305,11789,100,11883,5622,25,5651,3214,18,3233,75990,33373,109362
397,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,..,31316,31316,34147,3458,37612,15479,1203,16674,16668,474,17142,5933,131,6061,1892,63,1953,74112,36644,110763
402,..,38721,38721,46912,3893,50803,25149,757,25901,23457,284,23736,9410,122,9528,5348,102,5448,110265,43876,154138
403,..,36786,36786,44219,3407,47629,20822,838,21658,20835,277,21110,7125,90,7217,2459,39,2496,95465,41437,136899
404,..,28004,28004,27122,2939,30064,13090,878,13974,12253,336,12592,4125,97,4218,1747,54,1798,58339,32311,90651
405,..,12989,12989,16194,764,16960,5178,79,5258,4865,12,4876,2423,7,2430,935,3,939,29607,13856,43454
406,..,9835,9835,10165,684,10845,3915,63,3976,3621,18,3640,1666,3,1665,820,0,820,20184,10602,30781
407,..,21467,21467,26942,1478,28419,8648,178,8822,8184,64,8247,3590,30,3614,1490,37,1531,48852,23256,72101
497,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,..,15169,15169,22220,1355,23579,9146,236,9382,9355,74,9425,3957,27,3984,1597,14,1616,46278,16870,63149
502,..,9085,9085,13391,817,14206,5069,103,5172,4779,34,4811,1967,14,1973,948,3,945,26146,10051,36196
503,..,19544,19544,19601,2671,22272,8066,1068,9134,8601,410,9010,3401,123,3518,806,62,866,40480,23873,64349
504,..,19420,19420,27097,2349,29451,14677,545,15221,14698,174,14877,5755,73,5821,3059,47,3108,65297,22599,87895
505,..,40825,40825,57604,4522,62121,31536,1225,32763,34349,452,34801,13201,158,13357,5640,87,5727,142329,47270,189599
506,..,38362,38362,50155,5034,55188,27818,1657,29483,27675,777,28447,11696,344,12038,6405,210,6612,123746,46388,170129
507,..,31769,31769,43618,3379,46995,23592,828,24416,24792,337,25133,9631,107,9737,4023,44,4060,105654,36458,142113
509,..,13693,13693,18131,988,19125,6090,153,6242,5874,41,5917,2894,19,2910,1430,25,1454,34422,14917,49338
510,..,5608,5608,6492,623,7109,3570,179,3749,3944,51,4000,1982,12,2000,1462,10,1472,17448,6489,23938
511,..,10729,10729,12878,1006,13886,5590,171,5755,5599,53,5652,2627,10,2635,1406,3,1413,28092,11980,40067
597,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,..,24851,24851,27409,2337,29749,12503,660,13164,11328,249,11574,4325,77,4402,1848,45,1894,57405,28216,85630
602,..,16634,16634,18637,1354,19993,7216,251,7473,6578,85,6660,2590,31,2622,1196,13,1209,36216,18371,54587
603,..,4095,4095,5544,339,5888,1787,26,1809,1568,3,1572,669,0,669,378,3,383,9941,4466,14412
604,..,12935,12935,15301,885,16187,5747,86,5829,5007,33,5036,2027,6,2039,922,8,925,29001,13946,42950
697,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,..,8957,8957,12411,1764,14178,7209,537,7749,6960,179,7134,3122,60,3179,1817,38,1852,31515,11527,43043
702,..,5269,5269,5218,605,5829,2849,161,3011,2860,69,2931,1702,10,1718,3249,9,3260,15881,6131,22013
797,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,..,35413,35413,42545,4366,46915,22490,1681,24175,23201,581,23786,8539,188,8727,3537,118,3653,100308,42355,142664
897,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,..,369,369,463,12,479,201,0,200,160,0,160,93,0,90,66,0,66,980,383,1360
997,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
