SA4_CODE_2016,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
111,1873,152,64,0,5,2093,898,69,19,4,0,992,793,58,20,0,0,872,1390,86,44,3,0,1524,1992,123,48,3,0,2167,5807,439,179,13,7,6443,7702,488,233,8,14,8450,10561,499,217,9,16,11306,4663,181,87,3,3,4938,3168,128,60,6,4,3365,1652,89,55,0,6,1810,1583,74,43,0,3,1702,42088,2382,1078,54,55,45666
112,1285,135,59,15,9,1495,691,85,44,6,7,830,540,56,29,5,3,639,1065,123,48,22,5,1265,1385,156,52,11,8,1614,3744,425,178,26,12,4394,3852,483,126,25,21,4511,4647,352,90,25,24,5136,2115,135,35,17,17,2318,1489,81,20,7,7,1602,815,33,9,11,8,873,1105,91,35,8,11,1240,22728,2155,731,181,121,25915
113,890,12,8,5,3,923,454,3,10,7,4,468,457,0,11,0,0,472,974,7,23,4,4,1013,1455,13,25,5,6,1506,3711,47,68,10,10,3846,3275,31,35,9,11,3365,2604,9,11,12,8,2645,860,4,3,4,3,873,605,3,4,3,3,611,371,0,3,3,10,388,804,9,8,3,8,837,16446,149,210,73,70,16949
114,928,22,4,7,4,964,403,11,0,0,3,419,353,8,0,11,4,384,641,23,7,4,3,670,896,20,11,3,4,937,2518,60,28,8,9,2626,2891,52,17,5,6,2981,3236,32,9,4,8,3292,1328,17,4,0,4,1357,980,7,0,4,3,996,656,4,0,3,9,674,744,17,7,3,3,773,15569,289,97,49,69,16074
115,1429,130,24,3,3,1586,399,25,5,3,0,438,344,19,8,0,0,368,528,45,11,3,0,587,728,71,11,3,0,811,2149,197,49,0,6,2404,2320,255,90,4,5,2670,4783,562,166,9,17,5540,3663,463,113,8,6,4255,5610,518,73,4,8,6220,4874,242,37,10,10,5175,1367,93,28,0,8,1494,28188,2635,626,35,62,31555
116,1327,250,39,0,5,1619,481,83,13,0,0,585,405,68,11,0,0,489,725,126,25,0,0,878,1040,187,34,3,5,1263,3383,636,170,4,10,4193,4631,1047,254,15,8,5954,8565,1898,243,17,19,10741,5610,1176,79,4,23,6891,5093,894,30,9,10,6041,1998,365,26,3,3,2396,1411,253,32,3,3,1699,34669,6986,953,64,83,42747
117,237,406,788,13,0,1444,68,90,167,0,0,332,52,68,153,0,0,274,87,134,251,0,0,476,119,184,402,5,8,711,325,488,1326,3,8,2157,327,548,1775,7,10,2663,640,1047,3347,13,20,5067,515,926,2337,9,5,3792,878,1858,2594,21,16,5358,977,2084,1857,17,21,4955,215,313,432,11,4,973,4438,8149,15434,90,86,28199
118,588,365,568,14,10,1541,79,73,111,4,0,273,77,58,98,3,0,235,87,82,164,0,0,330,131,129,227,9,0,493,400,346,702,11,3,1459,312,299,843,10,3,1474,661,663,1657,20,14,3010,471,511,1267,12,3,2265,922,1073,1777,15,14,3805,3045,2535,1436,26,33,7076,531,305,396,9,9,1238,7306,6443,9245,124,89,23207
119,1996,498,667,6,13,3181,540,136,208,0,0,891,476,112,149,3,0,741,728,194,343,8,5,1277,992,278,525,6,0,1810,2877,921,1752,15,7,5569,3092,1121,2323,22,17,6578,6039,2033,3216,32,24,11342,4262,1432,1423,18,19,7150,5647,1495,901,14,19,8080,4329,742,420,4,16,5503,1857,421,412,4,8,2707,32840,9391,12345,130,121,54821
120,821,379,527,17,5,1757,178,105,110,0,0,395,153,85,130,4,0,375,200,128,200,3,3,530,327,183,301,3,0,818,862,488,956,25,3,2331,767,520,1216,18,9,2522,1451,934,2457,30,18,4896,1068,808,1551,27,14,3479,1967,1490,1487,31,18,4989,3431,2101,821,30,26,6400,644,280,304,8,0,1239,11866,7497,10071,200,91,29724
121,2148,218,712,0,3,3085,384,53,162,0,3,604,343,49,134,0,0,529,420,57,231,0,0,714,557,82,370,0,0,1013,1713,236,1124,4,4,3082,1716,229,1406,0,4,3363,3569,491,2779,5,4,6849,2744,382,2018,3,3,5150,5008,658,2317,6,3,7984,9639,1023,1558,3,24,12245,1416,155,418,0,0,1990,29668,3643,13230,19,47,46608
122,1105,116,281,3,3,1514,279,21,82,0,0,379,253,30,92,0,0,375,325,33,132,0,0,495,419,36,175,0,0,635,1324,144,595,0,3,2071,1339,155,781,12,5,2290,2559,246,1561,11,9,4389,2221,249,1124,4,3,3609,4380,432,1200,9,5,6020,6834,488,642,7,15,7983,1131,83,235,3,4,1460,22171,2047,6896,55,55,31222
123,1164,70,16,0,3,1253,488,45,3,0,0,539,417,41,11,0,0,472,716,86,9,3,0,816,1173,115,12,0,0,1301,3504,452,65,3,3,4023,5132,602,89,4,3,5827,9009,630,100,12,6,9758,5016,204,31,3,3,5258,3756,83,18,7,10,3872,1692,43,8,3,3,1755,1379,87,8,4,4,1483,33441,2460,366,40,40,36351
124,1466,71,22,0,9,1564,687,38,9,0,0,738,598,27,10,0,0,637,996,78,30,0,3,1112,1397,105,62,3,3,1566,4274,363,156,4,10,4809,6046,588,132,8,7,6788,10221,650,88,5,14,10984,5648,179,24,3,11,5874,3941,98,15,6,9,4062,1716,44,4,0,11,1771,1598,82,16,3,0,1702,38600,2327,568,34,82,41604
125,1495,360,416,8,8,2282,433,105,116,4,0,669,394,85,119,3,0,606,608,145,243,3,0,997,795,201,338,7,0,1343,2446,694,1230,20,8,4404,2759,988,1764,12,10,5529,5201,1979,2496,31,22,9730,3583,1214,1069,17,17,5911,4109,1045,645,17,21,5838,2442,503,323,6,11,3284,1295,264,275,4,3,1844,25564,7589,9044,133,105,42436
126,965,161,224,0,4,1353,210,43,54,0,0,309,194,49,50,0,0,289,222,61,71,3,0,360,355,91,127,0,3,580,946,205,416,0,0,1562,778,216,581,3,4,1580,1700,497,1002,3,7,3210,1220,396,588,3,5,2208,2278,445,465,0,5,3198,3275,337,183,3,11,3804,647,107,109,0,6,869,12800,2611,3859,15,44,19331
127,1663,156,125,10,6,1956,586,72,53,0,0,714,475,60,47,4,0,588,781,83,96,4,3,968,1148,148,168,3,0,1469,3615,472,521,10,16,4627,4393,741,562,15,12,5717,8222,1065,366,40,18,9700,5442,438,83,7,12,5985,5032,250,50,9,18,5357,2243,92,36,7,5,2386,1782,170,74,9,7,2036,35372,3748,2190,110,95,41514
128,1009,125,156,0,0,1284,327,38,57,0,0,427,257,35,56,0,3,350,377,65,103,0,0,546,550,110,142,3,0,802,1665,252,466,5,0,2394,1711,342,674,0,7,2732,3500,687,1091,3,3,5285,3005,580,599,7,6,4194,4779,651,396,3,16,5837,3822,307,180,9,6,4319,1026,122,123,0,3,1273,22026,3309,4042,28,48,29446
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,916,32,10,15,3,978,717,34,3,10,3,761,649,35,5,10,0,698,1219,64,9,21,5,1322,1832,91,3,14,14,1950,4514,252,20,34,25,4847,3799,168,16,22,18,4019,2919,89,7,29,15,3060,957,23,0,6,0,990,592,23,0,10,0,628,362,7,0,3,0,376,887,27,0,8,9,937,19370,848,84,177,90,20562
202,1061,19,4,8,10,1109,718,12,5,7,10,754,619,10,3,3,0,645,1166,26,9,0,3,1207,1583,34,3,6,7,1645,4384,95,26,7,18,4535,4103,53,10,4,13,4186,3201,38,4,7,13,3264,996,3,0,0,7,1012,689,9,0,4,4,705,369,7,0,4,3,376,892,9,0,4,4,908,19793,322,74,61,95,20349
203,1633,85,14,0,0,1733,897,53,11,3,3,968,791,55,9,0,3,854,1500,94,24,4,0,1623,2091,159,38,4,0,2293,6055,369,88,17,16,6547,6780,316,52,15,9,7171,7176,242,41,28,14,7506,2616,86,11,5,4,2725,1899,51,10,3,6,1969,1001,34,3,3,3,1043,1529,75,20,7,3,1630,33958,1617,328,97,72,36068
204,1019,15,3,3,6,1049,699,8,3,3,0,710,631,12,17,3,3,664,1271,29,17,3,4,1325,1837,48,25,9,11,1929,4872,90,30,14,20,5027,4129,41,15,3,15,4204,3024,9,8,11,22,3080,995,6,3,3,10,1012,677,10,0,3,15,698,374,0,3,0,4,388,1028,14,6,7,7,1063,20556,283,124,64,125,21156
205,1791,26,26,7,11,1862,1247,25,18,3,5,1306,1163,26,14,6,3,1214,2384,30,24,8,4,2456,3238,48,35,3,10,3335,7650,95,45,12,15,7824,6069,30,27,6,25,6151,4764,26,11,19,20,4831,1500,3,4,3,6,1517,1045,4,6,0,9,1067,652,10,0,3,3,669,1598,20,8,11,12,1649,33112,346,203,90,120,33870
206,1210,962,1143,16,12,3341,367,270,313,4,0,954,268,245,283,3,4,802,406,299,484,4,3,1194,561,445,763,3,5,1778,1588,1233,2826,22,21,5691,1582,1426,3552,28,22,6611,2746,2506,5377,49,35,10711,1919,1908,2724,15,35,6604,2801,2596,2147,14,23,7588,3263,2886,1465,12,31,7666,942,637,697,11,9,2295,17663,15418,21772,190,186,55225
207,2265,526,182,3,8,2983,521,148,51,0,0,725,483,122,57,0,0,661,594,177,99,0,0,872,808,255,127,0,0,1195,2346,700,402,4,6,3462,2181,735,634,8,3,3552,3978,1349,853,4,14,6200,2586,867,365,10,7,3834,3988,1102,307,3,17,5417,5769,942,167,5,16,6898,1461,283,83,5,9,1838,26979,7212,3328,43,87,37638
208,2130,640,273,13,13,3065,578,217,81,0,0,874,499,187,96,3,0,783,749,302,174,0,3,1229,987,437,229,5,3,1664,2960,1150,835,12,15,4971,2942,1384,1099,24,15,5463,5274,2253,1463,30,27,9052,3474,1563,601,17,22,5675,4861,1737,457,14,27,7103,5802,1237,250,5,34,7324,1812,468,193,7,11,2483,32063,11566,5738,137,164,49672
209,2734,313,35,7,3,3094,1117,144,26,0,3,1288,967,134,27,3,0,1125,1610,220,46,3,0,1877,2328,313,66,3,0,2717,7060,1178,253,9,16,8516,9512,1654,299,9,21,11496,14379,1758,311,18,22,16491,6607,706,108,10,13,7440,5279,405,73,9,5,5770,2961,214,36,4,0,3222,2675,276,48,0,4,3002,57235,7316,1326,73,101,66053
210,1895,215,26,9,0,2141,898,82,15,7,0,1001,744,67,18,3,4,837,1291,177,36,0,4,1506,1867,252,37,4,9,2166,6139,886,160,16,16,7217,8026,1196,202,14,11,9462,9760,1391,116,16,15,11305,3948,501,30,7,9,4498,2930,399,18,3,7,3350,1662,171,9,0,3,1847,2043,213,15,8,0,2282,41208,5548,692,84,72,47605
211,3587,252,19,9,11,3874,1587,119,17,0,3,1722,1474,102,17,0,3,1592,2361,150,13,4,3,2535,3316,228,35,8,8,3596,9708,730,130,3,13,10580,11097,1010,181,10,17,12315,16320,1182,147,24,29,17701,7867,494,39,13,8,8409,6000,270,32,9,13,6324,2976,118,15,7,11,3123,3189,156,23,11,6,3386,69475,4803,671,88,116,75163
212,4305,425,169,3,8,4910,1789,155,55,5,0,2006,1543,139,53,0,3,1741,2654,265,89,3,3,3015,3754,383,139,3,7,4283,12024,1403,485,31,16,13954,16584,1867,549,16,20,19034,21917,1911,546,20,37,24438,8581,768,236,4,11,9599,6452,512,203,3,12,7180,3676,261,87,7,3,4033,3864,274,75,6,7,4235,87149,8372,2690,99,125,98432
213,3658,563,97,7,5,4330,1614,227,40,5,3,1884,1412,197,45,3,0,1659,2531,359,80,3,3,2975,3783,579,138,0,11,4509,12725,2152,493,15,14,15388,16296,2668,575,9,31,19578,19684,3114,452,13,39,23305,7596,1235,121,12,12,8978,5455,1008,80,3,3,6558,3001,518,53,5,0,3577,3820,500,73,0,6,4403,81569,13115,2250,75,130,97143
214,1789,153,52,3,4,1997,805,98,17,3,0,923,764,77,15,4,6,862,1364,149,32,3,0,1553,1927,203,28,3,0,2163,5608,694,161,7,9,6477,6946,730,113,7,13,7802,8353,519,109,7,7,8993,3461,159,33,3,5,3663,2628,117,15,0,7,2770,1419,44,4,0,4,1474,1826,117,22,0,0,1966,36884,3058,606,44,50,40644
215,1072,24,10,4,11,1123,884,12,4,7,5,915,818,16,8,3,4,847,1766,27,20,6,7,1825,2071,36,37,6,20,2169,4073,83,22,11,17,4209,2443,27,11,3,9,2502,1505,10,3,4,11,1534,434,0,0,3,3,439,318,0,0,3,0,323,242,0,0,8,3,252,815,9,3,0,8,836,16436,249,121,63,99,16966
216,778,15,0,0,4,809,454,11,0,0,3,472,459,13,3,3,3,476,1021,35,7,3,3,1069,1529,44,14,5,0,1596,3858,66,7,7,5,3938,2912,37,3,3,13,2969,1976,21,4,0,4,2005,555,3,0,0,0,561,409,4,0,0,6,418,305,3,0,3,3,308,760,7,3,6,3,778,15021,262,45,40,45,15408
217,971,22,10,0,7,1008,536,13,0,3,3,550,572,12,5,3,3,590,1081,21,9,3,7,1118,1329,19,12,6,3,1368,3282,70,22,13,8,3396,2438,36,7,3,11,2496,1835,25,4,6,12,1877,535,12,4,0,3,558,396,10,4,3,3,413,328,3,0,0,5,340,796,8,3,6,4,824,14096,248,72,55,66,14549
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,1320,53,16,0,5,1406,530,39,7,0,0,585,469,36,11,0,0,522,829,68,22,0,0,916,1076,94,31,0,3,1207,3036,280,59,3,10,3398,4080,446,73,3,6,4613,7854,325,60,7,12,8255,4465,81,25,3,12,4589,3191,42,20,6,4,3261,1527,16,6,4,4,1562,1177,38,15,4,3,1234,29560,1529,347,33,61,31533
302,1049,103,45,0,4,1193,439,34,28,0,0,501,379,32,24,0,0,431,664,55,52,3,0,768,840,82,75,0,0,997,2526,286,262,0,8,3085,3473,541,404,3,4,4424,5981,537,366,4,13,6901,3357,133,89,0,8,3593,2565,81,51,3,6,2707,1226,31,25,0,5,1283,828,45,36,0,4,913,23321,1960,1452,13,58,26811
303,1879,147,87,8,0,2120,621,65,38,0,3,730,503,64,30,3,0,598,897,105,60,3,0,1061,1135,157,117,5,3,1413,3586,637,400,5,8,4633,4417,945,582,10,19,5973,7696,1026,617,12,29,9389,4965,350,184,6,9,5519,4347,163,101,7,8,4621,2404,113,46,4,3,2563,1315,103,62,8,4,1487,33770,3869,2311,79,87,40115
304,1128,36,81,0,0,1251,363,19,17,0,0,396,324,22,22,0,0,365,476,33,53,0,0,554,648,25,50,0,0,726,1844,95,183,0,0,2115,2337,137,297,4,3,2776,4544,209,334,0,9,5098,3142,65,128,0,8,3352,2915,63,70,3,3,3053,2014,23,38,0,5,2079,715,29,41,0,0,781,20443,751,1301,6,34,22538
305,876,72,369,0,8,1324,246,23,114,3,0,383,190,25,111,0,3,325,282,35,191,0,0,509,435,50,270,0,0,749,1122,146,961,6,4,2242,1172,245,1460,0,17,2892,2402,445,2032,3,3,4887,2012,243,901,0,5,3161,3080,240,744,3,17,4084,3429,118,514,4,9,4073,633,70,233,5,3,949,15881,1704,7887,33,76,25584
306,1079,33,58,10,10,1188,566,21,46,0,3,636,492,32,37,3,3,570,1030,75,108,8,15,1239,1434,106,191,13,3,1750,4264,274,306,17,16,4873,4985,139,252,18,21,5413,5488,80,142,6,22,5748,1955,11,49,0,6,2030,1285,23,34,7,8,1357,711,12,21,4,5,756,1026,30,53,10,0,1119,24323,845,1310,96,109,26682
307,956,5,4,12,9,984,423,4,0,3,3,438,395,0,3,7,5,410,760,8,0,5,7,775,1150,12,3,4,3,1176,2673,23,7,14,10,2728,2176,8,5,4,12,2203,1808,5,0,3,15,1832,696,4,0,4,0,700,478,4,0,4,3,494,313,0,0,12,3,326,670,0,5,7,6,685,12494,68,29,75,87,12757
308,1059,9,3,11,11,1094,486,10,17,0,6,518,480,7,3,4,0,502,854,18,19,3,7,902,1364,23,18,11,9,1426,3960,75,54,15,18,4123,4770,63,58,20,9,4924,5845,64,48,24,17,5999,2745,16,17,12,11,2802,1912,8,19,3,3,1944,835,4,3,9,11,859,1057,11,8,5,14,1104,25377,317,272,117,112,26191
309,2316,488,325,6,0,3135,912,227,120,0,5,1261,692,220,112,0,3,1033,1306,402,249,6,7,1975,1835,576,350,6,11,2774,5520,1969,1142,17,19,8671,7457,2457,1228,11,31,11185,14093,1917,1145,13,33,17201,7808,577,364,8,14,8770,5587,360,318,15,9,6289,3190,200,213,6,17,3618,2464,388,269,5,9,3124,53182,9782,5835,101,149,69042
310,1481,20,3,0,0,1516,833,19,0,0,0,850,729,19,0,3,0,755,1349,45,6,5,0,1409,2011,61,7,0,0,2087,6864,193,22,10,9,7097,8390,201,17,19,6,8649,8568,139,3,16,12,8739,2959,23,0,0,4,2986,1873,13,0,3,8,1899,791,10,0,4,0,802,1517,19,3,6,3,1546,37367,765,73,83,42,38336
311,1500,44,13,0,3,1563,710,48,10,3,0,772,658,40,11,0,0,710,1217,102,13,0,0,1340,1694,141,50,6,3,1896,5791,486,99,8,11,6392,8361,322,49,14,13,8753,10163,135,25,9,12,10338,3902,22,11,4,4,3942,2119,28,3,3,3,2150,921,17,0,0,0,937,1728,41,11,4,4,1783,38766,1418,287,53,55,40582
312,786,14,18,7,13,832,288,11,4,6,0,306,269,13,7,3,0,285,526,25,17,4,4,576,846,37,27,11,3,931,2311,106,47,18,10,2496,2964,121,39,14,7,3158,4509,85,48,16,20,4675,2505,31,19,5,13,2574,1608,24,9,9,6,1661,682,9,15,7,5,715,869,10,13,6,3,899,18172,496,265,100,74,19103
313,1230,52,30,0,3,1320,589,47,14,0,0,650,522,20,19,0,0,574,916,47,35,0,0,996,1271,58,49,5,0,1390,3823,226,149,3,7,4212,5398,173,109,10,8,5698,6540,90,111,5,12,6757,2479,11,47,3,0,2550,1465,19,22,0,0,1511,662,3,15,3,0,685,1121,17,20,4,3,1176,26015,770,626,50,44,27498
314,1051,46,11,0,3,1108,457,25,0,0,0,480,384,26,4,4,0,420,745,39,3,0,3,785,1018,76,5,0,5,1100,3136,214,33,3,8,3391,4929,246,23,3,0,5205,7863,175,10,8,3,8060,3585,40,3,3,0,3632,2499,14,3,0,5,2522,1091,7,0,0,0,1099,1027,29,0,4,3,1065,27790,933,102,21,30,28874
315,396,18,0,11,6,431,146,3,0,4,3,161,164,3,0,0,0,164,290,4,3,7,0,303,353,7,0,8,3,367,744,22,3,15,8,796,705,30,5,6,5,752,958,39,8,10,7,1018,377,8,0,3,3,393,237,7,0,3,3,256,184,10,0,5,5,207,312,3,3,14,12,338,4873,151,24,90,56,5189
