SA4_CODE_2016,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_spoken_home_Eng_only_M,Lang_spoken_home_Eng_only_F,Lang_spoken_home_Eng_only_P,Lang_spoken_home_Oth_Lang_M,Lang_spoken_home_Oth_Lang_F,Lang_spoken_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
111,176033,183073,359106,11119,10245,21371,21610,20435,42050,11055,10367,21430,12627,12279,24899,23140,23199,46339,21580,22753,44331,22834,23735,46563,21925,23227,45143,17365,18906,36273,9251,11526,20775,3517,6408,9928,165762,174527,340292,10267,8545,18817,6600,6763,13359,143,132,270,142,132,273,6879,7016,13901,147312,152579,299889,20190,21741,41933,156106,161519,317626,11582,12765,24344,159547,166226,325780,2860,2629,5491,20313,19246,39557,8106,7892,15999,4981,5438,10420,5533,8227,13759,61206,67359,128568,10207,8982,19187,42499,43476,85976,12524,14234,26757,6426,6802,13227,489,546,1033,163239,170317,333558,9946,10689,20634
112,116256,123343,239604,6361,6049,12416,14721,13944,28663,7042,6731,13774,5403,5186,10593,10669,11534,22204,13062,14706,27770,15674,17307,32981,18015,19231,37248,14655,14705,29358,7585,8968,16550,3063,4981,8042,109632,117232,226862,6626,6116,12741,4348,4485,8838,236,209,445,233,220,455,4820,4922,9739,91491,96467,187965,14072,15712,29781,102133,107960,210091,4604,5573,10181,101785,108062,209848,1521,1468,2996,13169,12530,25705,4787,4914,9698,1225,1592,2813,2453,5157,7615,36439,41881,78326,7241,7390,14634,27776,29664,57442,7839,7833,15670,5188,5099,10290,286,249,527,104689,111601,216292,13214,13861,27076
113,77726,78206,155934,5164,4801,9965,10752,10372,21125,5286,4862,10148,4940,4821,9761,9501,9477,18982,9120,9060,18179,9956,9933,19887,9958,9871,19828,7442,7601,15046,4180,4883,9060,1425,2528,3951,72744,73874,146622,4979,4331,9314,4082,4090,8172,84,78,163,63,45,105,4233,4214,8440,63182,64006,127192,7729,7410,15146,64816,66680,131503,6051,5774,11825,66973,68793,135768,1195,1069,2267,9678,9311,18988,3358,3375,6733,991,1593,2583,1543,2825,4373,19958,24649,44599,4697,4523,9215,19273,18156,37424,5746,5316,11060,4353,3502,7856,376,335,711,67859,69743,137597,10108,7986,18094
114,72084,75273,147363,3862,3619,7480,8786,8421,17207,4149,4177,8322,3456,3046,6505,6668,6606,13270,7371,7765,15139,8951,9798,18747,10459,11510,21971,10740,11320,22062,5793,6275,12069,1843,2743,4588,67066,70867,137932,5016,4412,9429,3108,3110,6215,69,77,148,50,33,84,3222,3221,6442,56575,58923,115498,9807,10552,20364,63440,66812,130255,3122,3592,6714,63652,67123,130780,1088,1020,2113,7994,7672,15670,2786,2957,5747,651,787,1435,1127,2460,3588,21614,24783,46399,4226,4219,8444,18209,19202,37408,5658,5791,11446,3119,2885,6001,183,148,330,64149,67843,131994,6663,6362,13021
115,112397,115348,227739,6875,6469,13347,17358,16254,33610,8631,7991,16623,7380,6791,14165,11229,11728,22958,15195,16993,32188,16492,17354,33842,13680,14264,27940,9857,10240,20102,4248,4715,8963,1458,2541,4003,108786,112152,220937,3610,3195,6804,902,865,1767,12,22,38,19,8,31,943,889,1834,72821,73379,146200,35311,37642,72960,78055,78085,156141,30358,33035,63396,97840,99487,197325,1948,1846,3796,16489,15460,31951,7328,6936,14263,3508,3342,6848,2652,4124,6775,54321,57940,112260,5113,4703,9818,17369,18017,35384,4475,4416,8892,2261,2389,4649,420,490,904,107152,109996,217152,3970,4594,8572
116,168934,170700,339637,13814,13348,27162,25948,24212,50163,12132,11288,23419,11857,11113,22967,25495,27228,52724,26075,25834,51901,21004,21335,42341,16527,17406,33933,10468,11251,21714,4358,5377,9736,1258,2314,3575,164270,166634,330910,4662,4068,8733,4541,4574,9114,121,122,245,92,91,186,4749,4784,9538,91939,91289,183227,67814,69958,137773,91078,90754,181836,68506,71442,139947,136212,137726,273942,2844,2730,5567,23753,22187,45942,9124,8800,17922,4336,4289,8623,4748,7370,12121,70866,74445,145314,7891,7319,15205,26401,25930,52326,7481,7758,15234,5827,6857,12692,1190,1840,3033,159751,162196,321948,8513,7890,16402
117,161061,154483,315551,6646,6447,13091,8788,8372,17163,6194,6881,13077,17399,19788,37189,46994,45084,92073,27940,23881,51826,19344,15986,35329,13538,12624,26163,8642,8520,17164,4263,4790,9046,1315,2111,3426,154059,148193,302251,7007,6292,13300,1909,1953,3861,70,64,135,68,72,140,2048,2086,4131,72935,67813,140749,69322,70854,140171,89087,79660,168746,53907,59792,113701,102367,96994,199362,1249,1230,2487,7862,7513,15382,4817,5615,10438,9377,11695,21072,12204,14656,26861,102225,100587,202821,5390,4330,9718,11604,10044,21646,3055,2879,5931,3390,4093,7482,1209,1693,2905,136221,133940,270158,35811,27160,62972
118,129505,137524,267037,7546,7259,14801,13213,12734,25951,6741,6636,13370,10893,11105,21998,25470,27691,53164,20517,21123,41635,16142,16745,32892,12049,13031,25087,9442,10629,20072,5187,6530,11718,2306,4037,6342,123987,132143,256125,5525,5386,10906,1320,1138,2454,41,48,91,30,28,56,1389,1208,2601,68614,71851,140462,49421,53543,102966,85025,89659,174685,31967,36399,68359,92907,101034,193939,1942,1860,3805,12062,11684,23744,5704,5745,11444,6574,6674,13247,6256,8064,14317,77657,84615,162269,4218,4168,8387,9322,10704,20026,2670,2949,5623,2012,2566,4580,426,578,1001,112471,121817,234291,16329,15176,31502
119,282753,288670,571416,19695,18501,38194,35568,33320,68892,17553,16732,34280,21322,20261,41586,47360,47374,94731,38398,39201,77600,34974,36805,71779,29558,31514,61067,20866,21767,42634,12355,14883,27238,5108,8313,13419,274636,280994,555630,8116,7674,15788,1654,1897,3552,81,100,179,40,35,71,1771,2028,3800,139867,139687,279558,125736,131619,257357,105035,103711,208749,162350,169637,331986,218141,224017,442157,4168,3834,8003,32293,30459,62751,14166,14037,28203,10522,9724,20249,11840,14888,26729,136753,139362,276110,11372,10229,21604,35634,36619,72249,10145,11274,21422,12688,15644,28337,4322,6302,10627,266200,271133,537336,15786,16869,32653
120,142436,150867,293301,8857,8526,17385,14693,14149,28843,6943,6775,13724,11456,11388,22842,28205,28660,56865,21916,23012,44928,18323,20302,38627,14384,16098,30476,9855,11165,21016,5554,6892,12447,2259,3896,6153,137121,145615,282737,5316,5244,10563,837,968,1802,46,40,81,19,29,48,899,1034,1936,72492,76230,148720,60320,64898,125222,74858,77102,151957,58546,64764,123309,104497,112099,216600,1941,1889,3824,13594,13153,26747,5831,5914,11743,6357,6392,12746,7186,9314,16497,83465,88955,172425,4628,4329,8961,12504,13636,26141,3397,3901,7289,4354,5792,10148,1286,1847,3136,130196,138692,268889,10641,10837,21478
121,194785,210572,405356,12429,11678,24103,26156,24719,50875,12144,11465,23610,10897,11258,22159,26916,29900,56816,29935,32918,62855,27091,30116,57205,21063,23393,44459,15857,18195,34053,8585,10499,19085,3699,6440,10139,186984,203172,390159,7796,7399,15196,554,552,1102,33,29,61,10,11,29,593,594,1187,110990,115963,226949,74066,84157,158225,132286,137209,269493,53172,63402,116573,155555,165709,321265,3359,3183,6541,24791,23515,48307,10695,10321,21015,6021,6332,12353,6829,10607,17439,119703,129884,249584,6525,7259,13780,13480,17757,31234,4196,4892,9087,2338,2796,5139,579,844,1424,180778,195719,376499,12157,13906,26063
122,123507,129370,252878,8072,7602,15672,17578,16593,34180,7481,6932,14412,6485,6074,12554,14200,15379,29575,18525,19671,38197,18234,19163,37397,13842,14581,28419,10672,11773,22440,5965,7121,13078,2456,4489,6945,117964,124296,242261,5542,5073,10620,678,630,1313,27,31,56,15,11,23,719,676,1394,81966,84532,166494,35090,37987,73076,99645,102131,201772,17627,20579,38204,103514,108006,211526,2233,2118,4355,16604,15652,32252,6181,5877,12058,2861,2821,5684,3306,5164,8472,64028,67740,131771,5532,5370,10904,15699,17844,33543,3819,4186,8012,2097,2334,4424,354,392,751,114466,119855,234328,6574,7664,14240
123,128725,133338,262064,10002,9399,19402,19801,18782,38579,9308,8803,18115,8928,8917,17847,17708,19256,36961,17744,18683,36430,16276,17410,33690,14415,15453,29869,9674,10047,19726,3776,4505,8285,1090,2083,3174,124198,129280,253476,4526,4056,8590,4138,4546,8679,83,86,169,61,65,121,4280,4690,8970,89941,92030,181969,31228,33194,64423,94465,96808,191267,27556,29489,57044,111535,114869,226405,2246,2193,4434,18208,17219,35433,6638,6554,13186,2593,2900,5498,2767,4958,7727,43873,49770,93644,7171,6765,13933,28755,27888,56647,7531,7774,15298,4021,4317,8343,570,845,1416,121477,125743,247220,6515,6928,13436
124,150470,156457,306933,10802,10174,20969,21037,20134,41166,10372,9806,20179,10285,10019,20301,20562,21524,42089,20265,21095,41356,19488,20906,40393,18122,19675,37803,12772,13582,26357,5209,6533,11739,1557,3017,4571,144518,150994,295519,5951,5464,11415,5425,5492,10919,112,94,206,60,70,129,5601,5654,11254,113035,116864,229895,28793,30680,59480,123059,127425,250484,18830,20713,39546,131639,137308,268944,2620,2507,5128,19539,18731,38276,7428,7276,14703,2832,3200,6029,3503,6454,9949,51757,59656,111413,8619,8172,16791,35074,34475,69554,8777,8874,17652,4880,5101,9974,530,619,1151,139971,145861,285831,9745,9785,19528
125,227574,220818,448391,17316,16872,34188,27981,26308,54288,12809,11862,24671,17356,14832,32185,45289,42711,87999,35053,31472,66525,26073,26289,52359,21299,22042,43343,14106,14710,28819,7531,8903,16438,2761,4823,7583,221086,215060,436150,6491,5753,12240,1602,1507,3115,56,60,116,35,36,67,1693,1606,3298,98311,97307,195616,115260,109941,225200,78811,77145,155954,133840,130787,264622,161087,162200,323288,3294,3208,6500,25357,23869,49227,10135,9802,19933,7891,6856,14744,9680,12149,21823,110798,108450,219245,8573,7405,15976,25908,25544,51455,7827,7870,15696,8961,9567,18532,4708,5082,9784,211103,205973,417080,17383,15289,32667
126,88832,93286,182119,5461,5212,10672,10464,9769,20227,5813,5016,10835,7067,7170,14231,14151,14699,28852,12622,13242,25863,11332,12304,23636,9627,10656,20279,6720,7230,13945,3795,4845,8639,1790,3141,4930,85908,90593,176505,2921,2691,5616,292,277,569,20,12,32,10,8,20,318,294,617,46107,46422,92525,39053,43045,82098,46304,46392,92694,38963,43192,82155,68260,70527,138791,1306,1325,2630,9903,9300,19204,5193,4517,9707,4472,4540,9013,4130,5473,9598,53585,55899,109482,3057,2842,5896,7675,9242,16924,2387,2743,5134,1801,2372,4164,540,811,1349,82901,87460,170360,5566,5599,11166
127,200618,205344,405962,14592,13818,28407,29197,27783,56984,15029,14007,29037,15205,14665,29874,28174,29957,58131,26659,28617,55278,26931,27349,54282,22217,23386,45607,13680,14236,27920,6809,8087,14897,2111,3432,5545,194713,200122,394836,5897,5231,11126,2196,2271,4471,79,72,146,23,30,49,2296,2368,4661,97590,94609,192201,89712,97400,187114,72704,69429,142130,116502,124658,241162,165025,168072,333104,2785,2635,5418,26155,24871,51022,11537,11430,22965,5657,6199,11850,5439,8775,14211,78467,82526,160992,9670,8454,18124,30421,27911,58334,9257,9599,18859,11514,14426,25938,5508,8618,14121,188827,193755,382583,11422,11246,22672
128,106413,111465,217880,7036,6545,13585,14353,13604,27959,6716,6373,13095,6492,6176,12667,12708,13476,26178,14583,15494,30079,14637,15550,30190,13236,13966,27203,9563,10370,19937,4962,6079,11043,2123,3824,5949,102126,107621,209745,4285,3845,8128,1159,1130,2281,46,36,77,24,30,54,1220,1193,2418,83204,86004,169214,18677,20711,39379,89076,92052,181129,13204,15145,28344,96097,100289,196388,2011,1779,3794,13612,12914,26527,5482,5381,10863,2477,2608,5086,2409,3882,6295,47094,51141,98232,5401,4578,9979,21071,22020,43093,4410,5360,9767,2144,2643,4782,286,326,612,100493,104977,205469,4217,5146,9361
197,171,239,412,10,4,14,7,14,22,3,7,12,9,4,9,11,24,32,18,14,34,25,31,50,22,53,74,48,60,108,16,24,42,3,7,10,173,234,409,3,3,6,4,10,10,0,0,0,0,0,0,5,10,13,102,135,232,60,86,142,119,154,279,36,55,92,137,184,325,0,0,0,10,10,22,0,5,5,0,3,3,0,6,8,52,76,125,12,15,22,38,57,93,9,22,35,13,12,27,0,0,4,0,0,0,1415,1860,3279
199,7351,4939,12288,188,149,338,202,200,402,285,232,517,746,615,1358,1615,1091,2703,1269,629,1900,1148,646,1798,986,732,1722,719,477,1196,162,120,282,32,48,78,0,0,0,7351,4939,12288,503,289,789,17,8,26,20,3,25,538,301,839,4304,2726,7028,1663,1346,3012,4175,3038,7212,997,821,1822,4199,3009,7203,24,19,43,148,158,304,90,82,172,137,141,283,179,254,430,2208,1965,4169,385,247,633,1339,826,2159,454,274,731,286,135,420,41,24,65,0,0,0,0,0,0
201,76798,80690,157485,4794,4527,9318,10031,9615,19651,4948,4705,9654,4971,4900,9873,8530,8982,17520,9046,9704,18747,10223,11065,21290,10317,11020,21334,8547,8929,17469,4100,4783,8886,1291,2456,3745,72104,76222,148322,4696,4466,9163,952,1058,2007,45,59,100,27,27,51,1022,1146,2162,63356,66391,129747,7599,8020,15619,67839,71583,139419,3538,3751,7293,68293,72054,140342,916,952,1873,9182,8771,17953,3495,3519,7013,1508,1819,3328,1647,2865,4506,24155,29976,54132,9581,9919,19499,12362,11126,23480,5686,5068,10755,3943,4004,7952,204,167,373,68997,72815,141815,6460,6613,13068
202,74698,78392,153092,4675,4552,9228,9843,9234,19077,4748,4627,9372,4598,4634,9235,8364,8738,17108,8736,9480,18211,9833,10643,20471,10195,10756,20946,8128,8472,16603,4118,4759,8878,1457,2500,3961,70297,74272,144568,4397,4126,8520,1080,1065,2140,40,37,76,23,30,48,1134,1135,2267,61794,65031,126822,6812,6892,13708,65439,69179,134612,3186,3523,6711,65990,70024,136013,852,808,1656,8827,8345,17170,3339,3435,6769,1204,1671,2877,1345,2589,3930,23045,29025,52067,9086,9233,18325,12004,10884,22889,5424,4857,10279,3767,3760,7531,301,283,585,66925,70644,137565,6578,6575,13146
203,135813,143119,278929,8945,8303,17250,17718,16839,34558,8752,8363,17118,8977,8475,17452,16643,17444,34086,17300,18239,35537,17491,18979,36470,16783,18329,35106,13587,14941,28527,6955,8547,15504,2667,4657,7326,127695,135499,263198,8118,7617,15734,1238,1303,2542,61,46,113,28,26,60,1333,1383,2713,105732,111761,217488,21095,21839,42931,114106,121288,235394,12883,13643,26527,118333,126442,244767,1796,1628,3417,16264,15473,31733,6740,6627,13369,3283,3642,6925,3334,5451,8786,48917,58222,107139,17688,17006,34692,18424,17671,36095,7880,7866,15747,5920,6869,12791,578,678,1257,122520,129884,252401,10135,10443,20581
