SA4_CODE_2016,Age_yr_55_P,Age_yr_56_M,Age_yr_56_F,Age_yr_56_P,Age_yr_57_M,Age_yr_57_F,Age_yr_57_P,Age_yr_58_M,Age_yr_58_F,Age_yr_58_P,Age_yr_59_M,Age_yr_59_F,Age_yr_59_P,Age_yr_55_59_M,Age_yr_55_59_F,Age_yr_55_59_P,Age_yr_60_M,Age_yr_60_F,Age_yr_60_P,Age_yr_61_M,Age_yr_61_F,Age_yr_61_P,Age_yr_62_M,Age_yr_62_F,Age_yr_62_P,Age_yr_63_M,Age_yr_63_F,Age_yr_63_P,Age_yr_64_M,Age_yr_64_F,Age_yr_64_P,Age_yr_60_64_M,Age_yr_60_64_F,Age_yr_60_64_P,Age_yr_65_M,Age_yr_65_F,Age_yr_65_P,Age_yr_66_M,Age_yr_66_F,Age_yr_66_P,Age_yr_67_M,Age_yr_67_F,Age_yr_67_P,Age_yr_68_M,Age_yr_68_F,Age_yr_68_P,Age_yr_69_M,Age_yr_69_F,Age_yr_69_P,Age_yr_65_69_M,Age_yr_65_69_F,Age_yr_65_69_P,Age_yr_70_M,Age_yr_70_F,Age_yr_70_P,Age_yr_71_M,Age_yr_71_F,Age_yr_71_P,Age_yr_72_M,Age_yr_72_F,Age_yr_72_P,Age_yr_73_M,Age_yr_73_F,Age_yr_73_P,Age_yr_74_M,Age_yr_74_F,Age_yr_74_P,Age_yr_70_74_M,Age_yr_70_74_F,Age_yr_70_74_P,Age_yr_75_M,Age_yr_75_F,Age_yr_75_P,Age_yr_76_M,Age_yr_76_F,Age_yr_76_P,Age_yr_77_M,Age_yr_77_F,Age_yr_77_P,Age_yr_78_M,Age_yr_78_F,Age_yr_78_P,Age_yr_79_M,Age_yr_79_F,Age_yr_79_P,Age_yr_75_79_M,Age_yr_75_79_F,Age_yr_75_79_P,Age_yr_80_84_M,Age_yr_80_84_F,Age_yr_80_84_P,Age_yr_85_89_M,Age_yr_85_89_F,Age_yr_85_89_P,Age_yr_90_94_M,Age_yr_90_94_F,Age_yr_90_94_P,Age_yr_95_99_M,Age_yr_95_99_F,Age_yr_95_99_P,Age_yr_100_yr_over_M,Age_yr_100_yr_over_F,Age_yr_100_yr_over_P,Tot_M,Tot_F,Tot_P
509,2260,1003,1054,2057,1104,1106,2209,1094,961,2059,1057,974,2028,5384,5224,10611,1058,1018,2080,1003,959,1966,1010,967,1970,1026,960,1986,1025,982,2005,5121,4883,10008,1073,966,2039,989,919,1907,973,821,1800,943,819,1759,998,891,1886,4974,4419,9396,769,693,1461,694,641,1337,721,673,1396,639,615,1258,621,636,1259,3444,3258,6704,599,518,1118,518,538,1054,479,517,994,466,476,948,413,388,800,2476,2435,4912,1526,1636,3166,850,1038,1892,279,471,749,49,143,187,3,11,15,69062,66294,135354
510,1292,659,515,1177,667,413,1085,580,338,918,530,376,907,3219,2157,5371,553,368,928,441,291,738,425,294,717,396,229,626,308,230,541,2126,1422,3541,311,188,501,222,174,397,195,138,330,198,126,321,181,109,288,1104,733,1834,143,104,242,131,79,205,110,84,194,88,61,149,75,61,140,535,390,926,57,68,126,77,46,128,45,30,78,42,44,84,29,30,62,261,215,472,113,118,234,49,64,111,23,21,47,15,9,20,0,5,5,53302,40614,93920
511,1748,908,796,1707,804,742,1552,860,751,1605,802,717,1518,4325,3799,8124,796,705,1509,744,621,1367,679,630,1308,640,595,1238,687,659,1349,3547,3208,6762,669,550,1216,614,525,1136,595,509,1108,597,500,1103,588,495,1085,3063,2579,5640,436,408,848,431,387,814,421,391,810,355,346,704,440,333,770,2085,1858,3949,312,270,585,279,304,584,280,259,537,258,241,502,236,235,473,1371,1308,2680,793,887,1685,451,502,955,138,217,353,19,73,89,3,7,5,61391,57170,118563
597,7,6,0,5,4,0,4,7,0,7,0,0,5,27,0,27,4,0,3,5,0,5,3,0,3,0,0,0,3,3,3,17,3,15,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,408,26,434
599,128,48,44,88,53,31,85,55,46,105,62,38,103,287,216,500,60,53,109,42,49,89,54,46,103,49,44,92,51,36,84,256,218,474,60,25,88,70,57,124,51,37,95,46,26,72,40,28,63,273,176,442,26,23,51,23,21,41,30,18,42,22,16,37,9,8,18,108,83,191,19,6,23,12,5,17,9,6,14,3,3,9,6,3,5,43,24,72,9,15,22,7,8,8,3,6,4,0,3,3,0,0,0,3532,2415,5950
601,3238,1521,1617,3138,1436,1659,3099,1480,1517,2998,1407,1582,2987,7380,8083,15459,1404,1512,2919,1332,1432,2763,1259,1437,2692,1390,1430,2820,1323,1461,2790,6706,7280,13984,1268,1381,2647,1251,1339,2590,1147,1202,2354,1223,1266,2490,1307,1402,2711,6201,6594,12795,979,1127,2102,924,1044,1965,911,1061,1970,813,912,1722,758,865,1622,4378,5006,9384,757,875,1633,708,778,1491,654,746,1399,596,730,1328,545,714,1263,3263,3846,7113,2128,2849,4976,1334,2006,3343,467,1084,1552,99,248,345,3,30,37,107930,114422,222356
602,2089,992,1111,2099,982,1062,2048,1033,1024,2059,997,1005,2002,4980,5313,10292,1084,1047,2127,921,990,1908,916,1010,1928,886,996,1883,949,953,1904,4761,4995,9751,931,968,1899,923,970,1897,898,946,1843,874,870,1748,1029,975,1999,4654,4731,9388,764,811,1574,716,823,1538,766,712,1482,638,614,1252,624,681,1302,3508,3638,7147,509,602,1110,517,568,1086,465,521,985,451,503,953,403,454,855,2337,2650,4986,1516,1850,3364,861,1329,2190,316,642,957,47,150,200,0,14,18,68765,71716,140484
603,694,329,343,677,344,313,656,330,316,652,332,313,647,1677,1647,3323,353,322,674,344,274,622,313,316,626,333,330,664,349,325,673,1695,1572,3268,361,307,664,330,314,645,325,342,663,323,306,633,332,299,629,1660,1567,3233,296,244,538,240,230,469,254,172,427,223,160,387,203,181,386,1214,989,2201,178,148,326,164,130,296,144,119,266,118,130,248,116,92,210,729,613,1347,427,380,813,186,214,399,76,75,148,9,35,46,0,3,7,18953,18169,37119
604,1802,767,857,1622,824,819,1645,817,805,1623,699,853,1553,4010,4240,8244,770,772,1543,785,792,1575,729,822,1558,753,792,1550,769,723,1494,3806,3908,7714,761,771,1538,695,771,1469,694,746,1437,707,779,1487,770,765,1535,3625,3842,7465,607,635,1236,600,622,1222,582,587,1167,514,530,1045,475,522,994,2776,2892,5671,467,481,956,439,455,897,395,430,828,374,404,781,321,382,704,1998,2163,4154,1273,1564,2834,661,972,1633,226,502,727,47,104,155,9,3,9,53261,55766,109024
697,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,4,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,21,68
699,11,9,10,15,7,3,8,4,3,12,0,4,4,28,25,55,5,6,8,0,6,13,5,7,9,7,3,17,5,7,12,24,30,58,8,8,13,11,10,22,5,9,8,3,3,7,6,3,12,34,31,62,9,6,10,0,3,3,0,0,3,7,0,5,0,0,3,12,13,22,0,0,0,4,3,6,0,3,6,0,0,0,0,0,0,4,3,7,3,0,7,0,0,0,0,0,3,0,0,0,0,0,0,524,393,912
701,1758,876,788,1661,814,709,1517,750,689,1441,683,714,1390,4048,3728,7777,752,621,1376,719,579,1298,639,610,1252,655,551,1211,620,509,1134,3388,2879,6266,538,507,1049,538,455,989,503,414,917,487,379,861,471,382,857,2539,2136,4674,368,306,669,341,255,591,283,261,544,241,216,458,257,219,472,1482,1253,2740,260,218,473,209,180,382,135,136,273,147,147,297,110,129,236,860,803,1660,387,418,805,202,245,441,59,91,149,11,19,32,0,0,0,71889,64939,136828
702,1099,460,485,948,469,502,975,442,516,957,489,423,909,2439,2455,4895,489,512,1004,418,412,829,382,353,741,370,326,699,331,309,643,2002,1911,3913,317,316,635,296,255,556,262,227,492,219,194,415,249,165,409,1344,1160,2504,186,202,391,175,134,304,135,124,256,136,128,264,139,113,250,774,698,1470,123,97,217,124,111,232,66,52,122,69,61,132,57,57,115,443,375,820,181,262,444,94,130,226,21,47,66,3,11,19,0,0,0,45287,44157,89443
797,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,14,70
799,38,23,31,51,20,31,51,24,16,40,22,10,25,110,100,215,19,26,48,19,21,42,21,23,45,29,26,54,22,16,46,118,107,223,29,10,43,21,24,47,23,6,36,12,21,32,29,4,32,119,67,189,16,15,28,12,6,22,11,6,14,8,0,8,13,8,17,56,30,86,6,9,8,5,0,5,4,3,8,8,0,8,0,0,5,24,8,30,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1332,1157,2489
801,4771,2243,2363,4602,2106,2308,4418,2100,2265,4369,2002,2159,4160,10781,11541,22320,1949,2164,4111,1789,2037,3826,1828,1905,3734,1812,1973,3787,1710,1939,3657,9086,10024,19110,1648,1876,3525,1686,1762,3445,1606,1789,3396,1588,1791,3376,1676,1861,3537,8198,9073,17265,1410,1466,2873,1182,1364,2542,1102,1307,2409,1013,1159,2172,1022,1136,2158,5728,6428,12157,859,1064,1921,858,948,1801,793,896,1694,744,869,1619,644,848,1493,3895,4623,8520,2540,3294,5834,1554,2253,3798,621,1255,1878,135,287,422,14,39,52,195432,201425,396857
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,3,7,5,10,3,0,6,0,4,3,7,8,12,20,22,41,3,0,3,4,3,7,4,7,13,4,4,12,3,0,3,26,15,36,3,0,3,3,3,3,3,0,3,3,0,3,0,0,4,13,5,18,0,3,3,0,0,0,5,0,5,0,0,0,0,0,0,4,7,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,7,0,3,3,0,0,0,0,0,0,0,0,0,312,228,538
901,71,47,33,79,35,38,73,40,37,77,36,38,71,195,184,377,37,33,70,29,27,64,36,31,68,32,32,68,29,28,60,169,157,328,43,27,74,45,33,81,25,27,58,22,15,35,27,18,49,165,120,286,20,24,43,20,20,33,20,12,32,26,17,42,10,12,23,91,86,178,20,14,30,10,9,23,22,15,31,10,14,18,3,6,12,66,54,122,26,38,68,20,16,34,3,10,14,0,4,4,0,0,0,2432,2090,4523
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,7,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,4,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,28,55
