SA4_CODE_2016,M_15_19_yr_Marrd_reg_marrge,M_15_19_yr_Married_de_facto,M_15_19_yr_Not_married,M_15_19_yr_Total,M_20_24_yr_Marrd_reg_marrge,M_20_24_yr_Married_de_facto,M_20_24_yr_Not_married,M_20_24_yr_Total,M_25_34_yr_Marrd_reg_marrge,M_25_34_yr_Married_de_facto,M_25_34_yr_Not_married,M_25_34_yr_Total,M_35_44_yr_Marrd_reg_marrge,M_35_44_yr_Married_de_facto,M_35_44_yr_Not_married,M_35_44_yr_Total,M_45_54_yr_Marrd_reg_marrge,M_45_54_yr_Married_de_facto,M_45_54_yr_Not_married,M_45_54_yr_Total,M_55_64_yr_Marrd_reg_marrge,M_55_64_yr_Married_de_facto,M_55_64_yr_Not_married,M_55_64_yr_Total,M_65_74_yr_Marrd_reg_marrge,M_65_74_yr_Married_de_facto,M_65_74_yr_Not_married,M_65_74_yr_Total,M_75_84_yr_Marrd_reg_marrge,M_75_84_yr_Married_de_facto,M_75_84_yr_Not_married,M_75_84_yr_Total,M_85ov_Marrd_reg_marrge,M_85ov_Married_de_facto,M_85ov_Not_married,M_85ov_Total,M_Tot_Marrd_reg_marrge,M_Tot_Married_de_facto,M_Tot_Not_married,M_Tot_Total,F_15_19_yr_Marrd_reg_marrge,F_15_19_yr_Married_de_facto,F_15_19_yr_Not_married,F_15_19_yr_Total,F_20_24_yr_Marrd_reg_marrge,F_20_24_yr_Married_de_facto,F_20_24_yr_Not_married,F_20_24_yr_Total,F_25_34_yr_Marrd_reg_marrge,F_25_34_yr_Married_de_facto,F_25_34_yr_Not_married,F_25_34_yr_Total,F_35_44_yr_Marrd_reg_marrge,F_35_44_yr_Married_de_facto,F_35_44_yr_Not_married,F_35_44_yr_Total,F_45_54_yr_Marrd_reg_marrge,F_45_54_yr_Married_de_facto,F_45_54_yr_Not_married,F_45_54_yr_Total,F_55_64_yr_Marrd_reg_marrge,F_55_64_yr_Married_de_facto,F_55_64_yr_Not_married,F_55_64_yr_Total,F_65_74_yr_Marrd_reg_marrge,F_65_74_yr_Married_de_facto,F_65_74_yr_Not_married,F_65_74_yr_Total,F_75_84_yr_Marrd_reg_marrge,F_75_84_yr_Married_de_facto,F_75_84_yr_Not_married,F_75_84_yr_Total,F_85ov_Marrd_reg_marrge,F_85ov_Married_de_facto,F_85ov_Not_married,F_85ov_Total,F_Tot_Marrd_reg_marrge,F_Tot_Married_de_facto,F_Tot_Not_married,F_Tot_Total,P_15_19_yr_Marrd_reg_marrge,P_15_19_yr_Married_de_facto,P_15_19_yr_Not_married,P_15_19_yr_Total,P_20_24_yr_Marrd_reg_marrge,P_20_24_yr_Married_de_facto,P_20_24_yr_Not_married,P_20_24_yr_Total,P_25_34_yr_Marrd_reg_marrge,P_25_34_yr_Married_de_facto,P_25_34_yr_Not_married,P_25_34_yr_Total,P_35_44_yr_Marrd_reg_marrge,P_35_44_yr_Married_de_facto,P_35_44_yr_Not_married,P_35_44_yr_Total,P_45_54_yr_Marrd_reg_marrge,P_45_54_yr_Married_de_facto,P_45_54_yr_Not_married,P_45_54_yr_Total,P_55_64_yr_Marrd_reg_marrge,P_55_64_yr_Married_de_facto,P_55_64_yr_Not_married,P_55_64_yr_Total,P_65_74_yr_Marrd_reg_marrge,P_65_74_yr_Married_de_facto,P_65_74_yr_Not_married,P_65_74_yr_Total,P_75_84_yr_Marrd_reg_marrge,P_75_84_yr_Married_de_facto,P_75_84_yr_Not_married,P_75_84_yr_Total,P_85ov_Marrd_reg_marrge,P_85ov_Married_de_facto,P_85ov_Not_married,P_85ov_Total,P_Tot_Marrd_reg_marrge,P_Tot_Married_de_facto,P_Tot_Not_married,P_Tot_Total
111,6,75,10062,10142,216,1238,9456,10904,6679,4715,9148,20542,11362,2789,5355,19515,11901,2375,6314,20592,12463,1594,5706,19768,10868,776,3768,15415,5714,250,2182,8147,1481,29,1196,2710,60694,13846,53189,127732,7,188,9202,9401,485,1844,8201,10531,8707,4830,7696,21230,12462,2940,6015,21418,12740,2332,7064,22136,12515,1449,7168,21133,9870,653,6484,17003,4289,149,5584,10024,757,21,3467,4245,61831,14407,60877,137114,12,271,19266,19543,700,3077,17653,21432,15386,9540,16844,41773,23822,5731,11372,40926,24638,4712,13376,42727,24978,3042,12877,40898,20733,1430,10252,32412,10002,403,7768,18173,2239,51,4664,6951,122522,28253,114070,264849
112,10,53,6260,6322,104,609,3816,4524,2705,2068,4266,9037,5832,2161,3387,11379,7061,2023,4557,13642,8574,1779,5209,15558,8135,911,3602,12649,4389,234,1875,6497,1250,42,963,2254,38058,9869,33939,81866,15,121,5857,5997,225,833,3338,4394,3794,2371,3938,10104,6701,2256,4262,13221,7768,2119,5572,15462,8939,1596,6224,16764,7153,685,4991,12826,3354,157,4141,7651,568,21,2640,3229,38528,10162,40965,89654,24,171,12120,12314,329,1442,7156,8925,6500,4437,8206,19139,12537,4414,7651,24597,14831,4147,10128,29104,17512,3377,11436,32322,15292,1591,8594,25473,7743,392,6018,14151,1818,64,3603,5480,76581,20030,74901,171515
113,0,62,4359,4419,112,720,2952,3790,2892,1722,3170,7789,4640,974,2092,7711,5311,853,2375,8533,5611,624,2336,8563,4350,265,1601,6217,2406,70,967,3444,580,8,406,995,25907,5299,20255,51460,6,150,3824,3982,259,1021,2649,3929,3727,1769,2910,8409,5100,971,2123,8195,5664,876,2469,9008,5517,539,2513,8574,3967,193,2280,6441,1792,43,2188,4025,252,6,1264,1523,26293,5564,22220,54075,8,211,8184,8400,376,1740,5599,7715,6625,3487,6085,16191,9740,1945,4222,15905,10975,1729,4835,17545,11132,1161,4845,17138,8321,454,3879,12661,4201,117,3151,7468,838,18,1668,2525,52198,10863,42475,105540
114,3,41,3575,3621,108,429,2246,2777,1933,1256,2287,5477,3560,993,1686,6232,4521,1040,2228,7788,5655,871,2599,9122,6514,542,2154,9220,3528,163,1289,4991,775,36,538,1347,26606,5366,18606,50576,4,79,3478,3562,205,648,1714,2567,2542,1346,1988,5876,4083,1029,1971,7082,5004,1069,2742,8818,6161,807,3098,10063,6052,440,3367,9860,2566,114,2600,5271,361,23,1416,1798,26969,5550,22376,54897,9,119,7052,7177,314,1077,3961,5350,4476,2603,4271,11354,7645,2020,3654,13320,9526,2105,4976,16608,11814,1676,5693,19185,12569,991,5524,19081,6097,278,3888,10260,1135,56,1959,3150,53576,10919,40979,105475
115,8,15,8258,8273,108,236,6603,6950,4080,1017,5355,10448,11407,932,1983,14322,12511,992,1957,15467,10580,653,1530,12768,7567,335,1194,9097,3019,78,701,3797,708,18,375,1103,49986,4281,27959,82226,0,33,7592,7631,209,337,5798,6343,5803,1066,4075,10945,13013,1015,2237,16270,12799,989,2745,16539,10047,625,2749,13424,6410,218,2771,9404,2059,41,2026,4134,323,12,1286,1619,50676,4343,31295,86306,8,47,15851,15906,322,579,12398,13293,9877,2078,9429,21396,24418,1951,4229,30596,25312,1987,4709,32004,20633,1273,4287,26193,13981,551,3964,18497,5080,117,2725,7932,1029,29,1659,2715,100660,8618,59254,168534
116,4,54,11388,11447,316,631,9907,10854,10177,2450,10603,23230,17284,1868,4942,24091,13390,1519,4502,19412,10882,869,3605,15353,7057,389,2194,9644,2695,98,1095,3891,513,13,412,943,62319,7895,48655,118873,23,105,10549,10673,863,884,8546,10287,14271,2634,8541,25453,17132,1877,5463,24478,12984,1464,5728,20173,9957,807,5527,16296,5561,271,4475,10309,1618,46,2951,4616,240,10,1252,1493,62651,8106,53028,123788,29,161,21936,22122,1176,1513,18452,21141,24454,5083,19149,48681,34416,3750,10407,48571,26377,2985,10229,39589,20837,1678,9132,31648,12619,665,6671,19957,4318,140,4049,8506,747,26,1666,2440,124969,16002,101688,242659
117,8,79,4826,4913,236,1485,11649,13371,7571,10177,21033,38779,9154,5611,8773,23532,5887,3482,6659,16023,4648,1708,4840,11188,3518,649,2954,7125,1928,155,1345,3419,488,22,451,970,33432,23368,62522,119321,14,114,5129,5256,579,2085,13098,15760,9342,9640,19173,38154,9018,3748,8151,20921,5797,2055,6116,13971,4458,1016,5419,10882,3023,354,3953,7324,1281,87,2591,3953,171,14,1219,1399,33683,19108,64842,117629,22,194,9957,10170,815,3573,24744,29135,16914,19820,40202,76935,18173,9360,16922,44451,11680,5534,12777,29992,9101,2720,10254,22073,6544,1006,6905,14449,3206,235,3930,7370,667,33,1672,2366,67115,42473,127357,236951
118,0,29,5419,5453,51,567,7937,8551,4396,5595,11353,21346,9728,3344,4540,17617,8404,1926,3637,13962,6296,1077,3065,10443,5219,585,2248,8055,2908,178,1209,4295,961,48,694,1700,37965,13352,40099,91419,3,51,5339,5395,149,930,7981,9059,6106,6106,11576,23786,10430,2867,5520,18815,8424,1577,5075,15076,6206,835,4575,11619,4699,383,4255,9335,2044,97,3352,5494,404,18,2188,2608,38457,12868,49865,101191,4,87,10754,10842,197,1498,15917,17612,10502,11700,22932,45135,20163,6214,10057,36436,16825,3508,8705,29038,12504,1915,7643,22063,9914,968,6500,17385,4952,275,4565,9789,1362,69,2886,4311,76426,26220,89960,192610
119,10,30,16566,16606,755,691,18379,19825,16888,3904,22752,43546,23505,2666,9343,35508,21692,2182,8511,32379,18455,1591,7235,27279,13431,777,4799,19012,7923,255,2666,10846,2245,40,1565,3849,104898,12139,91817,208854,103,70,15712,15877,2517,1070,15088,18673,22484,4150,17161,43794,24086,2688,9924,36704,21359,2099,11051,34507,17225,1335,10767,29328,11199,510,8168,19869,5488,149,7256,12893,927,15,4549,5495,105389,12086,99671,217143,115,102,32272,32488,3269,1757,33469,38498,39376,8061,39914,87339,47592,5352,19266,72211,43046,4278,19563,66889,35677,2925,18005,56603,24631,1289,12966,38885,13410,397,9923,23737,3170,54,6115,9343,210284,24220,191493,425991
120,0,31,6412,6450,240,685,9294,10221,8295,4047,12878,25217,12371,2571,4769,19707,10489,1865,4155,16501,8243,1196,3341,12778,5869,550,2188,8605,3333,150,1234,4719,980,27,626,1637,49818,11125,44898,105836,19,43,6251,6309,594,981,8701,10272,10597,4350,10860,25805,12769,2469,5784,21020,10580,1899,6206,18681,7834,1118,5651,14598,5193,421,4340,9959,2306,77,3423,5808,337,21,2101,2459,50215,11373,53324,114910,21,79,12663,12757,834,1665,17996,20495,18891,8400,23734,51022,25139,5037,10553,40729,21068,3757,10360,35186,16070,2317,8993,27380,11066,969,6526,18561,5638,228,4659,10525,1314,48,2730,4097,100034,22494,98216,220746
121,0,24,10971,10994,142,576,9094,9816,8890,4715,10581,24190,19603,2878,5111,27594,18599,2078,4353,25027,14183,1348,3679,19205,10957,708,2626,14289,5771,231,1584,7577,1710,60,1045,2811,79860,12615,49033,141504,6,52,10480,10538,376,891,8833,10097,11922,5030,10114,27069,21340,2709,6709,30753,19194,1959,7101,28251,13590,1106,6862,21555,9811,469,6140,16418,4121,110,4899,9130,816,14,3368,4198,81176,12336,64500,158011,8,77,21446,21528,518,1464,17926,19913,20817,9748,20689,51257,40940,5590,11817,58345,37796,4030,11452,53280,27774,2448,10534,40759,20768,1185,8758,30711,9891,337,6484,16712,2524,71,4415,7015,161037,24946,113533,299515
122,0,15,7024,7035,85,348,5437,5871,3929,2960,5858,12746,11420,2455,3120,16996,11660,1812,3235,16707,8712,1099,2689,12495,6955,532,1955,9445,3867,136,1127,5136,1092,19,763,1876,47725,9376,31206,88305,3,31,6458,6496,192,638,4627,5456,5689,3361,4870,13919,12573,2353,3378,18304,11911,1786,4199,17899,8387,924,3981,13303,6305,361,3779,10450,2721,83,3320,6124,548,19,2390,2956,48345,9562,37004,94907,8,48,13481,13533,281,989,10061,11326,9622,6317,10731,26669,23996,4809,6495,35296,23572,3597,7441,34610,17100,2024,6673,25794,13261,895,5739,19897,6592,222,4442,11258,1643,38,3149,4831,96064,18935,68208,183214
123,4,54,8563,8621,236,753,7032,8027,6575,2557,6970,16107,10797,1904,3702,16403,10238,1522,3338,15091,9587,994,2769,13350,6480,417,1892,8790,2384,112,862,3354,433,13,341,785,46733,8320,35468,90519,15,118,8095,8222,579,1104,6333,8015,9037,2701,6058,17789,11186,1897,4477,17562,10283,1544,4593,16425,9049,853,4387,14281,5241,329,3572,9140,1556,61,2251,3864,210,8,1118,1337,47156,8599,40884,96642,19,164,16659,16845,819,1859,13366,16042,15609,5254,13032,33896,21985,3799,8177,33964,20523,3060,7929,31509,18635,1847,7152,27631,11725,745,5459,17927,3935,171,3114,7222,646,23,1457,2123,93890,16920,76354,187160
124,3,88,9523,9614,294,990,7775,9066,6984,3601,7689,18274,11160,2597,4586,18342,11042,2100,4642,17779,11035,1309,4180,16525,8056,625,2800,11481,3150,167,1245,4553,588,17,541,1142,52316,11491,42972,106780,9,167,8827,9000,613,1462,6766,8842,8926,3799,6851,19569,11847,2578,5202,19626,11460,2091,5834,19386,10906,1227,5982,18113,6692,479,5033,12206,2103,83,3407,5587,275,11,1673,1957,52824,11895,49561,114281,11,255,18345,18611,911,2452,14545,17908,15911,7396,14538,37845,23006,5171,9786,37971,22507,4188,10475,37171,21939,2538,10156,34637,14748,1111,7829,23684,5251,246,4648,10145,856,24,2215,3097,105136,23383,92535,221059
125,7,28,11899,11934,609,549,14542,15705,17198,2759,20704,40662,21334,1843,8474,31653,15799,1384,6563,23739,13149,1045,5265,19457,9139,470,3109,12716,4658,154,1743,6548,1116,25,887,2038,83011,8263,73180,164458,59,58,11040,11159,1952,803,10759,13512,23084,2955,13045,39082,20099,1732,7359,29183,15288,1423,7759,24468,11884,859,7658,20401,7503,296,5484,13285,3075,88,4459,7623,472,13,2682,3167,83417,8235,70243,161889,68,81,22941,23091,2559,1351,25305,29218,40279,5714,33746,79745,41434,3573,15825,60836,31082,2806,14320,48208,25028,1910,12926,39862,16645,773,8587,26008,7732,244,6202,14171,1591,44,3568,5200,166426,16496,143422,326348
126,3,21,5031,5053,95,354,5848,6291,5065,1552,6381,13001,8482,876,2427,11787,7765,654,2107,10535,6584,434,1952,8963,4712,262,1190,6163,2470,73,773,3323,792,15,498,1298,35965,4243,26206,66416,6,30,4595,4626,261,499,5613,6379,6457,1582,5587,13629,8878,867,2759,12513,8061,647,2968,11677,6460,423,3131,10019,3971,155,2460,6590,1858,36,2295,4184,344,4,1633,1987,36293,4252,31048,71598,8,52,9622,9685,353,850,11458,12663,11524,3136,11972,26628,17357,1746,5192,24299,15829,1303,5078,22208,13044,854,5085,18982,8676,417,3656,12757,4327,107,3073,7508,1133,22,2130,3282,72261,8499,57255,138019
127,10,41,14115,14166,513,479,12886,13881,9486,2050,13916,25454,15606,1800,7024,24427,17026,1669,6172,24862,14577,1130,4871,20574,9441,493,2640,12575,4375,145,1498,6012,975,20,662,1653,71993,7824,63787,143599,71,69,13059,13205,1498,674,11386,13554,13714,2335,11503,27551,17292,1914,7543,26749,16118,1582,7975,25677,13381,978,7423,21782,7330,317,5343,12990,2685,76,4279,7034,327,19,2053,2395,72419,7963,70555,150934,81,112,27177,27370,2012,1155,24276,27434,23202,4379,25416,53003,32896,3710,14570,51173,33142,3253,14148,50535,27957,2105,12288,42349,16772,815,7984,25569,7056,221,5770,13049,1303,35,2712,4050,144414,15787,134339,294535
128,3,24,6387,6405,99,315,5606,6012,4168,2233,5154,11556,9390,1478,2689,13553,9495,1275,2870,13640,9046,803,2423,12276,6824,342,1548,8719,3329,117,957,4399,967,29,601,1599,43321,6609,28240,78168,3,48,6037,6086,193,557,4976,5723,5661,2395,4318,12379,10264,1474,2861,14603,9976,1201,3582,14761,8810,722,3513,13048,5966,261,3284,9510,2480,67,2727,5274,475,16,1988,2475,43825,6748,33286,83854,3,68,12426,12493,289,873,10584,11739,9830,4628,9476,23939,19660,2955,5545,28156,19472,2473,6454,28403,17856,1523,5941,25326,12784,609,4834,18230,5812,183,3681,9676,1443,39,2588,4073,87149,13353,61527,162025
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,0,37,4309,4349,77,568,3553,4202,2451,1844,3159,7452,4582,1333,2127,8043,5207,1204,2598,9003,5606,803,2552,8966,4750,399,1956,7104,2294,113,1006,3415,509,16,425,952,25474,6315,21695,53484,6,78,3906,3985,163,829,3200,4194,3176,1910,3004,8097,5012,1321,2594,8919,5574,1216,3254,10047,5555,731,3396,9689,4380,280,2945,7609,1600,57,2257,3917,244,7,1344,1596,25714,6431,25907,58059,6,109,8218,8334,238,1399,6757,8394,5627,3753,6167,15549,9598,2651,4720,16964,10776,2417,5857,19049,11163,1534,5953,18653,9132,681,4898,14711,3895,174,3265,7335,758,25,1773,2552,51195,12745,47604,111540
