SA4_CODE_2016,F_400_499_15_19_yrs,F_400_499_20_24_yrs,F_400_499_25_34_yrs,F_400_499_35_44_yrs,F_400_499_45_54_yrs,F_400_499_55_64_yrs,F_400_499_65_74_yrs,F_400_499_75_84_yrs,F_400_499_85ov,F_400_499_Tot,F_500_649_15_19_yrs,F_500_649_20_24_yrs,F_500_649_25_34_yrs,F_500_649_35_44_yrs,F_500_649_45_54_yrs,F_500_649_55_64_yrs,F_500_649_65_74_yrs,F_500_649_75_84_yrs,F_500_649_85ov,F_500_649_Tot,F_650_799_15_19_yrs,F_650_799_20_24_yrs,F_650_799_25_34_yrs,F_650_799_35_44_yrs,F_650_799_45_54_yrs,F_650_799_55_64_yrs,F_650_799_65_74_yrs,F_650_799_75_84_yrs,F_650_799_85ov,F_650_799_Tot,F_800_999_15_19_yrs,F_800_999_20_24_yrs,F_800_999_25_34_yrs,F_800_999_35_44_yrs,F_800_999_45_54_yrs,F_800_999_55_64_yrs,F_800_999_65_74_yrs,F_800_999_75_84_yrs,F_800_999_85ov,F_800_999_Tot,F_1000_1249_15_19_yrs,F_1000_1249_20_24_yrs,F_1000_1249_25_34_yrs,F_1000_1249_35_44_yrs,F_1000_1249_45_54_yrs,F_1000_1249_55_64_yrs,F_1000_1249_65_74_yrs,F_1000_1249_75_84_yrs,F_1000_1249_85ov,F_1000_1249_Tot,F_1250_1499_15_19_yrs,F_1250_1499_20_24_yrs,F_1250_1499_25_34_yrs,F_1250_1499_35_44_yrs,F_1250_1499_45_54_yrs,F_1250_1499_55_64_yrs,F_1250_1499_65_74_yrs,F_1250_1499_75_84_yrs,F_1250_1499_85ov,F_1250_1499_Tot,F_1500_1749_15_19_yrs,F_1500_1749_20_24_yrs,F_1500_1749_25_34_yrs,F_1500_1749_35_44_yrs,F_1500_1749_45_54_yrs,F_1500_1749_55_64_yrs,F_1500_1749_65_74_yrs,F_1500_1749_75_84_yrs,F_1500_1749_85ov,F_1500_1749_Tot,F_1750_1999_15_19_yrs,F_1750_1999_20_24_yrs,F_1750_1999_25_34_yrs,F_1750_1999_35_44_yrs,F_1750_1999_45_54_yrs,F_1750_1999_55_64_yrs,F_1750_1999_65_74_yrs,F_1750_1999_75_84_yrs,F_1750_1999_85ov,F_1750_1999_Tot,F_2000_2999_15_19_yrs,F_2000_2999_20_24_yrs,F_2000_2999_25_34_yrs,F_2000_2999_35_44_yrs,F_2000_2999_45_54_yrs,F_2000_2999_55_64_yrs,F_2000_2999_65_74_yrs,F_2000_2999_75_84_yrs,F_2000_2999_85ov,F_2000_2999_Tot,F_3000_more_15_19_yrs,F_3000_more_20_24_yrs,F_3000_more_25_34_yrs,F_3000_more_35_44_yrs,F_3000_more_45_54_yrs,F_3000_more_55_64_yrs,F_3000_more_65_74_yrs,F_3000_more_75_84_yrs,F_3000_more_85ov,F_3000_more_Tot,F_PI_NS_15_19_yrs,F_PI_NS_ns_20_24_yrs,F_PI_NS_ns_25_34_yrs,F_PI_NS_ns_35_44_yrs,F_PI_NS_ns_45_54_yrs,F_PI_NS_ns_55_64_yrs,F_PI_NS_ns_65_74_yrs,F_PI_NS_ns_75_84_yrs,F_PI_NS_ns_85_yrs_ovr,F_PI_NS_ns_Tot,F_Tot_15_19_yrs,F_Tot_20_24_yrs,F_Tot_25_34_yrs,F_Tot_35_44_yrs,F_Tot_45_54_yrs,F_Tot_55_64_yrs,F_Tot_65_74_yrs,F_Tot_75_84_yrs,F_Tot_85ov,F_Tot_Tot,P_Neg_Nil_income_15_19_yrs,P_Neg_Nil_income_20_24_yrs,P_Neg_Nil_income_25_34_yrs,P_Neg_Nil_income_35_44_yrs,P_Neg_Nil_income_45_54_yrs,P_Neg_Nil_income_55_64_yrs,P_Neg_Nil_income_65_74_yrs,P_Neg_Nil_income_75_84_yrs,P_Negtve_Nil_incme_85_yrs_ovr,P_Neg_Nil_income_Tot,P_1_149_15_19_yrs,P_1_149_20_24_yrs,P_1_149_25_34_yrs,P_1_149_35_44_yrs,P_1_149_45_54_yrs,P_1_149_55_64_yrs,P_1_149_65_74_yrs,P_1_149_75_84_yrs,P_1_149_85ov,P_1_149_Tot,P_150_299_15_19_yrs,P_150_299_20_24_yrs,P_150_299_25_34_yrs,P_150_299_35_44_yrs,P_150_299_45_54_yrs,P_150_299_55_64_yrs,P_150_299_65_74_yrs,P_150_299_75_84_yrs,P_150_299_85ov,P_150_299_Tot,P_300_399_15_19_yrs,P_300_399_20_24_yrs,P_300_399_25_34_yrs,P_300_399_35_44_yrs,P_300_399_45_54_yrs,P_300_399_55_64_yrs,P_300_399_65_74_yrs,P_300_399_75_84_yrs,P_300_399_85ov,P_300_399_Tot,P_400_499_15_19_yrs,P_400_499_20_24_yrs,P_400_499_25_34_yrs,P_400_499_35_44_yrs,P_400_499_45_54_yrs,P_400_499_55_64_yrs,P_400_499_65_74_yrs,P_400_499_75_84_yrs,P_400_499_85ov,P_400_499_Tot,P_500_649_15_19_yrs,P_500_649_20_24_yrs,P_500_649_25_34_yrs,P_500_649_35_44_yrs,P_500_649_45_54_yrs,P_500_649_55_64_yrs,P_500_649_65_74_yrs,P_500_649_75_84_yrs,P_500_649_85ov,P_500_649_Tot,P_650_799_15_19_yrs,P_650_799_20_24_yrs,P_650_799_25_34_yrs,P_650_799_35_44_yrs,P_650_799_45_54_yrs,P_650_799_55_64_yrs,P_650_799_65_74_yrs,P_650_799_75_84_yrs,P_650_799_85ov,P_650_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot
111,417,1320,1626,1740,1935,2267,3878,3146,1802,18132,319,1580,2427,2404,2336,2061,2307,1186,703,15315,172,1559,2616,2353,2549,2062,1304,585,249,13464,67,1124,2726,2341,2656,2060,874,331,134,12302,21,720,2958,2405,2447,1900,618,198,106,11378,10,244,2006,1558,1576,1200,256,74,32,6957,0,67,1358,1358,1345,976,208,49,23,5389,0,20,666,945,977,676,113,42,22,3465,7,14,593,1097,1096,734,146,44,19,3747,10,19,137,419,414,306,125,69,29,1522,645,650,1203,1075,1231,1408,1542,1631,1905,11287,10367,12279,23199,22753,23735,23227,18906,11526,6408,152388,8788,2351,2266,1899,2031,3165,1233,417,176,22325,5332,1584,862,915,994,1420,851,312,77,12356,2465,3688,2668,2267,2330,3303,3227,1595,515,22051,1040,2330,2197,2302,2778,4059,7911,5603,1765,29975,984,2356,2645,2542,3038,3795,6514,4861,2548,29281,774,2901,3602,3232,3261,3348,4322,2158,999,24609,381,3004,4430,3605,3885,3591,2679,1220,457,23253,158,2493,5504,4297,4689,4063,2060,659,257,24188
112,258,602,1120,1287,1586,2123,3111,2315,1286,13686,194,821,1576,1807,1994,1998,1726,925,608,11657,90,733,1440,1698,2052,1832,1002,481,233,9567,27,424,1199,1553,1871,1647,642,260,145,7766,13,208,986,1301,1533,1361,462,205,98,6176,0,60,559,759,874,767,175,60,34,3292,0,18,330,669,780,630,176,52,30,2690,0,4,136,411,552,443,73,29,14,1664,0,3,138,377,506,416,120,41,9,1613,9,11,65,153,211,169,86,51,40,788,829,507,1043,1295,1526,1813,1540,1384,1369,11311,6731,5186,11534,14706,17307,19231,14705,8968,4981,103343,5180,602,953,1088,1240,1996,836,349,139,12394,3319,589,529,646,693,1157,677,249,98,7953,1382,1425,1658,1635,1998,3135,2484,1261,464,15436,638,891,1442,1769,2366,3824,6369,4229,1372,22896,598,1137,1741,1988,2715,3866,5521,3631,1838,23038,515,1541,2390,2648,3001,3463,3337,1780,892,19566,216,1545,2681,2859,3415,3413,2107,1003,423,17672,91,993,2737,3159,3686,3602,1608,565,251,16692
113,198,472,728,633,791,909,1351,1185,681,6950,205,687,1170,1040,1022,973,803,448,269,6608,131,737,1225,1034,1225,958,490,236,91,6130,56,461,1092,967,1171,884,329,146,110,5220,19,292,925,811,919,803,262,113,49,4214,7,114,624,564,609,440,130,34,14,2539,6,35,392,445,473,319,98,36,14,1816,0,7,195,350,364,250,51,24,8,1253,4,4,171,337,378,259,56,23,17,1245,8,11,52,127,156,143,66,43,12,623,596,413,749,759,837,1009,944,841,655,6806,4862,4821,9477,9060,9933,9871,7601,4883,2528,63034,3779,543,841,690,758,1189,538,233,86,8652,2088,426,387,371,369,489,398,152,70,4744,819,1072,1058,908,946,1309,1438,793,240,8590,469,652,915,941,1102,1629,3009,2218,705,11641,562,790,1039,945,1223,1516,2355,1878,933,11243,499,1199,1648,1423,1521,1644,1585,855,396,10764,362,1529,2209,1784,1960,1781,1044,470,163,11304,186,1290,2536,2075,2424,2028,872,323,163,11890
114,189,362,598,659,901,1185,2044,1391,671,7999,141,466,901,875,1109,1090,1337,678,291,6882,60,482,825,892,1029,1016,785,387,119,5594,26,293,709,744,1014,840,486,234,80,4433,7,145,547,648,838,753,398,162,62,3556,3,52,352,430,493,441,173,54,13,2010,0,16,233,350,449,368,136,51,17,1616,0,4,119,234,346,289,80,22,18,1110,0,6,76,277,314,308,119,41,14,1157,10,8,38,115,147,148,97,46,31,636,450,282,497,583,781,923,1099,938,745,6299,4177,3046,6606,7765,9798,11510,11320,6275,2743,63242,3100,372,632,650,836,1584,792,308,205,8472,1971,293,285,355,473,748,591,203,73,4992,768,732,889,921,1026,1879,2063,981,250,9514,369,485,754,876,1308,2321,4786,2964,777,14643,451,654,878,1018,1416,2023,3554,2377,959,13324,357,866,1274,1256,1642,1829,2468,1288,429,11410,176,948,1434,1446,1708,1854,1611,802,242,10211,59,710,1633,1512,1863,1845,1187,498,160,9471
115,205,550,519,774,942,828,1409,953,538,6717,171,706,800,1141,1321,1080,1162,461,258,7100,113,677,987,1234,1435,1082,862,306,131,6820,69,755,1269,1410,1527,1150,593,184,79,7033,17,663,1538,1635,1705,1322,548,132,61,7620,3,273,1209,1249,1339,953,299,64,30,5412,5,65,972,1332,1236,850,225,54,22,4762,4,21,527,943,1040,688,145,31,12,3406,3,11,610,1518,1458,796,169,33,13,4606,0,10,134,722,750,354,107,41,21,2139,471,307,589,713,843,687,674,504,638,5429,7991,6791,11728,16993,17354,14264,10240,4715,2541,92620,8167,1577,1653,2434,2104,2718,1640,618,328,21229,3614,1173,477,772,713,934,796,306,87,8876,1496,1629,841,1002,997,1298,1813,943,282,10302,658,1117,746,971,1055,1346,2617,1720,587,10815,640,1098,828,1015,1258,1282,2264,1544,771,10695,513,1371,1275,1543,1835,1696,2090,940,392,11647,301,1439,1681,1785,2107,1790,1647,643,213,11610,152,1630,2465,2325,2571,2155,1368,432,136,13241
116,372,969,1646,1532,1382,1329,2092,1471,825,11621,310,1219,2331,2196,1795,1205,907,404,151,10521,206,1354,2740,2555,2128,1425,538,191,65,11201,100,1199,3177,2649,2441,1595,368,103,43,11670,22,762,3317,2692,2338,1405,301,55,23,10918,6,305,2113,1908,1490,826,121,8,3,6786,0,74,1435,1534,1131,636,97,8,3,4913,0,12,701,1029,755,440,60,6,4,3014,3,17,605,1132,736,355,39,3,3,2889,14,18,130,287,220,102,45,15,0,831,873,744,1682,1526,1265,1155,1041,672,426,9379,11288,11113,27228,25834,21335,17406,11251,5377,2314,133145,11802,2971,4696,3681,2984,4040,2185,655,196,33213,4209,1556,1072,1050,873,977,701,230,71,10741,2136,2357,2506,2321,2144,2819,2273,1044,290,17882,887,1736,2075,2085,2212,2869,5232,2795,746,20637,837,1885,2586,2232,2162,2183,3346,2210,1118,18559,775,2378,3582,3166,2673,2084,1731,765,222,17382,474,2778,5059,4273,3651,2714,1193,411,126,20682,255,2652,6836,5511,4987,3440,965,216,68,24925
117,253,1412,2252,954,779,875,1359,1084,596,9563,229,1550,2614,1137,864,781,681,328,136,8312,139,1445,2777,1331,954,764,527,221,71,8231,98,1572,3886,1683,1144,849,463,119,60,9869,77,1330,5297,2018,1328,939,395,96,29,11502,22,605,4405,1885,1116,673,249,39,12,9002,11,242,3962,1917,1179,679,202,51,9,8257,12,110,2456,1662,954,529,141,39,12,5913,12,88,3559,3196,1731,950,241,40,15,9844,26,38,1009,1998,1420,668,228,62,27,5480,786,2255,5274,2494,1626,1413,1017,736,499,16102,6881,19788,45084,23881,15986,12624,8520,4790,2111,139665,6393,9304,6012,2279,1647,1937,1060,513,204,29349,1737,1592,1064,618,548,528,461,190,56,6803,1053,2768,2514,1336,1383,1699,1326,968,287,13348,597,2504,3367,1536,1555,1852,2789,2012,591,16810,455,2576,4050,1716,1523,1697,2479,1765,858,17121,435,2872,4806,2049,1540,1466,1321,651,234,15377,292,2743,5462,2444,1841,1522,980,417,121,15821,206,2914,7767,3502,2435,1766,931,263,91,19876
118,146,700,909,676,721,748,1222,1114,732,6970,116,825,1332,953,945,892,921,560,361,6908,69,807,1657,1101,956,867,772,375,200,6807,43,908,2289,1300,1217,1028,770,335,147,8036,29,862,3441,1728,1444,1208,720,261,131,9831,14,371,3191,1564,1276,877,504,150,79,8032,8,131,2852,1725,1282,889,369,169,114,7549,10,47,1888,1416,963,645,317,123,59,5467,9,44,2639,2771,1727,970,468,171,96,8896,4,26,936,2568,1988,967,496,228,165,7386,546,1048,3001,1966,1528,1228,1248,1053,1044,12644,6636,11105,27691,21123,16745,13031,10629,6530,4037,117535,7390,5255,3130,2105,1590,1400,1095,608,270,22848,2313,1463,598,595,512,527,467,270,125,6873,933,2094,1090,862,876,1064,1166,935,351,9369,434,1544,1253,886,977,1181,1986,1628,800,10685,336,1396,1664,1019,1079,1254,2035,1736,1017,11539,285,1613,2314,1404,1356,1409,1592,1011,558,11536,165,1520,2820,1679,1505,1459,1416,690,325,11580,115,1651,4120,2296,2103,1816,1417,602,256,14376
119,416,1704,2833,2450,2639,2541,3840,3511,2376,22307,308,1887,3964,3361,3168,2433,1929,1062,809,18916,177,1884,4459,3429,3432,2401,1173,582,316,17840,98,1772,4906,3491,3530,2411,811,362,203,17585,27,1231,5003,3521,3077,2201,647,227,122,16063,11,495,3442,2490,2231,1269,323,81,42,10384,7,133,2308,2082,1835,1125,228,54,34,7809,3,49,1228,1502,1275,721,144,45,15,4983,0,28,1255,2030,1570,801,166,43,30,5933,11,22,278,728,692,317,112,60,37,2252,1318,1476,3354,2565,2423,2062,1781,1781,1777,18534,16732,20261,47374,39201,36805,31514,21767,14883,8313,236840,18487,8151,10916,6533,5703,7096,3763,1974,864,63488,6245,3069,1980,1707,1576,1977,1575,800,239,19164,2831,4276,4755,4227,4271,5745,4905,3509,1129,35652,1266,3440,4737,3713,4540,5777,9377,7257,2517,42628,1020,3579,5396,4112,4550,4650,6435,5359,3384,38478,817,3916,7182,5459,5321,4451,3627,2006,1162,33939,473,3958,8837,6451,6248,4783,2485,1223,530,34988,235,3777,11142,7633,7295,5327,2139,709,351,38605
120,151,949,1273,829,946,948,1615,1562,1107,9375,128,950,1773,1251,1279,1093,1048,555,342,8412,80,944,2112,1375,1305,1037,771,352,159,8126,38,940,2872,1547,1523,1256,726,249,128,9280,23,844,3503,2010,1751,1350,592,159,80,10318,8,350,2738,1723,1466,1025,367,81,32,7795,9,114,2251,1789,1458,1012,274,67,31,7004,3,28,1387,1451,1216,744,220,47,21,5115,4,29,1858,2806,2147,1176,281,63,27,8375,3,16,561,2010,1794,741,185,67,49,5424,445,873,2312,1666,1374,1156,969,734,744,10279,6775,11388,28660,23012,20302,16098,11165,6892,3896,128189,7353,5042,5302,2918,2342,2778,1496,871,341,28450,2664,1354,894,759,731,755,697,401,150,8409,1106,2158,1755,1251,1307,1688,1718,1430,531,12940,509,1856,1912,1197,1485,1824,3129,2858,1131,15915,372,1902,2409,1346,1574,1681,2687,2323,1511,15811,319,1939,3172,1913,1980,1884,1805,972,516,14504,176,1916,4080,2333,2238,1889,1414,662,258,14974,95,1868,5706,3020,2892,2337,1410,479,208,18015
121,216,857,935,1133,1245,1125,1914,1647,1092,10158,162,872,1363,1516,1650,1445,1820,1143,609,10573,91,904,1812,1716,1760,1541,1459,788,362,10428,65,1127,2583,2010,2085,1727,1467,719,316,12093,17,1041,3737,2546,2532,2039,1330,532,302,14084,14,477,3395,2299,2039,1599,910,345,179,11257,10,188,3071,2478,2241,1653,725,287,171,10819,3,31,1946,2184,1791,1255,534,209,131,8078,4,53,2867,4379,3343,2007,783,359,174,13966,10,18,936,3597,3720,1740,775,329,222,11340,652,721,2079,1824,1606,1348,1285,1140,1521,12175,11465,11258,29900,32918,30116,23393,18195,10499,6440,174176,13039,3058,3959,4834,3752,3664,2294,1022,448,36077,5286,2095,866,1242,1273,1383,1175,532,204,14057,1774,2682,1348,1554,1589,1814,2038,1326,567,14684,701,1975,1366,1380,1520,1749,2858,2329,1029,14906,482,1621,1559,1566,1783,1834,3072,2503,1497,15913,399,1756,2307,2114,2320,2198,2858,1941,954,16834,249,1783,3159,2619,2578,2455,2462,1457,610,17369,121,2051,4719,3359,3320,2952,2686,1366,538,21105
122,183,526,633,829,979,969,1619,1361,833,7928,152,587,966,1265,1419,1141,1429,836,507,8309,109,734,1272,1390,1506,1238,1053,505,242,8049,52,699,1734,1522,1731,1368,855,387,193,8546,19,573,2175,1725,1913,1507,721,261,169,9068,3,192,1689,1496,1500,1040,416,162,84,6571,3,62,1330,1497,1393,951,313,105,62,5707,0,16,748,1097,1082,642,203,79,32,3898,0,21,1036,2039,1702,892,294,113,72,6167,6,14,377,1650,1456,559,273,105,63,4502,455,420,1050,1161,1067,922,1033,939,1264,8306,6932,6074,15379,19671,19163,14581,11773,7121,4489,105173,6507,995,1344,2147,1781,1689,1100,560,252,16373,3904,892,439,707,696,709,684,327,126,8488,1185,1438,784,924,987,1191,1668,1039,417,9630,484,1101,823,1015,1112,1245,2322,2009,848,10960,498,1106,1024,1104,1373,1467,2550,2128,1180,12437,408,1263,1552,1696,1894,1777,2442,1483,725,13239,238,1512,2238,2038,2194,1985,1914,1013,420,13552,131,1484,3221,2615,2820,2465,1777,809,331,15653
123,341,750,1264,1200,1220,1272,1981,1176,542,9744,269,1078,1839,1781,1546,1251,947,353,191,9264,190,1221,2159,2018,1831,1334,570,190,74,9596,72,1150,2313,1981,1941,1356,346,99,38,9301,24,672,2214,1817,1863,1312,292,65,29,8290,5,218,1524,1245,1154,752,130,12,3,5043,0,66,991,1021,873,579,89,9,9,3630,0,18,441,721,677,418,55,7,3,2337,0,4,373,800,640,383,48,17,3,2273,8,11,64,190,174,120,43,20,9,637,751,618,1267,1148,1086,1034,952,713,692,8264,8803,8917,19256,18683,17410,15453,10047,4505,2083,105160,8094,1720,2532,2163,2115,2872,1239,413,103,21245,3459,1088,851,854,740,860,583,155,43,8637,1672,1688,1858,1660,1564,2135,2053,820,192,13643,855,1299,1555,1721,1723,2301,4446,2216,520,16637,877,1354,1801,1711,1739,1966,3228,1791,748,15216,770,1993,2595,2442,2223,1981,1797,705,266,14776,467,2417,3654,3144,2908,2390,1245,415,122,16755,206,2396,4814,3955,3752,2943,984,220,71,19347
124,382,913,1414,1381,1415,1625,2741,1738,919,12536,354,1253,2151,1881,1845,1658,1466,629,325,11565,213,1450,2279,2064,2153,1706,871,366,102,11200,103,1330,2664,2149,2286,1751,625,186,73,11164,43,821,2659,2314,2275,1718,416,105,42,10401,3,258,1761,1614,1488,1071,256,47,9,6515,3,94,1125,1355,1295,915,157,32,13,4977,0,21,578,930,988,655,110,17,3,3298,0,11,439,955,921,661,123,24,12,3147,10,22,89,291,295,211,68,17,16,1015,780,762,1591,1409,1375,1312,1232,934,699,10090,9806,10019,21524,21095,20906,19675,13582,6533,3017,126160,8422,1592,2278,2100,2088,3093,1403,422,140,21537,4072,1029,804,897,804,1139,761,205,75,9776,1974,1809,1973,1686,1679,2405,2423,1100,293,15347,1033,1382,1692,1702,1891,2707,5093,2885,815,19203,1019,1619,2069,1969,2082,2560,4478,2649,1280,19716,1019,2286,2982,2535,2551,2645,2769,1128,470,18384,547,2810,3929,3207,3295,2950,1863,725,189,19519,285,2800,5495,4224,4261,3587,1591,414,117,22773
125,277,1227,2401,1813,1756,1775,2529,2152,1486,15417,206,1237,3026,2360,2108,1621,1318,679,449,13011,132,1238,3586,2489,2323,1570,821,334,144,12636,65,1333,4137,2622,2351,1611,556,199,111,12976,23,947,4319,2766,2276,1560,433,153,74,12550,7,390,3039,2005,1557,834,220,40,25,8121,0,132,2189,1709,1255,740,145,28,29,6220,3,30,1199,1176,904,565,96,12,7,3989,3,32,1243,1643,1117,543,98,28,7,4723,7,22,204,479,354,180,57,31,19,1362,911,1225,3387,2231,1841,1547,1240,1043,880,14310,11862,14832,42711,31472,26289,22042,14710,8903,4823,177642,12905,5792,11222,6536,4604,5474,2840,1241,370,50997,4704,2461,1719,1463,1300,1458,1062,554,149,14865,2212,3489,4683,3698,3586,4070,3205,2018,683,27650,915,2679,4084,3049,3377,4226,6027,4209,1513,30077,748,2733,4515,3115,3152,3176,4318,3348,2093,27197,539,2734,5654,4062,3686,2944,2480,1274,649,24033,314,2782,7441,4947,4352,3111,1727,750,296,25723,179,2928,9599,6221,5021,3618,1381,473,198,29619
126,108,487,604,560,626,671,942,918,636,5552,76,519,826,743,809,686,746,500,374,5284,50,501,1093,773,892,713,551,305,152,5033,34,529,1447,986,996,768,459,205,114,5532,21,519,1943,1203,1198,948,444,149,85,6504,3,224,1444,1022,925,677,211,61,33,4602,3,66,1183,1029,898,648,166,55,32,4072,4,17,626,833,719,487,129,31,23,2878,3,16,765,1347,1146,686,161,61,29,4212,3,3,168,803,771,324,125,53,32,2281,261,403,791,601,544,507,492,567,831,4987,5016,7170,14699,13242,12304,10656,7230,4845,3141,78304,6119,3690,3549,2175,1626,2127,1213,597,249,21344,2174,1178,579,601,543,741,621,244,82,6768,903,1642,955,839,848,1145,1199,925,358,8808,346,1087,969,705,847,1130,1750,1661,728,9217,235,970,1105,840,974,1150,1539,1396,908,9113,194,1037,1514,1148,1249,1205,1286,887,530,9056,104,1038,1982,1318,1430,1280,1048,572,255,9015,70,1038,2863,1786,1766,1528,968,427,190,10632
127,336,1257,1985,2034,2259,2262,2745,2176,1254,16308,270,1378,2685,2741,2571,1746,1040,460,187,13081,203,1600,2825,2716,2655,1833,592,248,68,12739,86,1472,3049,2618,2485,1598,371,130,37,11844,33,1011,3267,2292,2085,1350,267,84,29,10412,7,343,2195,1583,1224,697,124,28,5,6211,4,102,1404,1194,944,512,90,19,3,4270,3,27,677,833,659,338,53,10,0,2606,3,18,542,825,628,254,60,23,4,2347,14,18,128,268,207,100,62,30,6,825,1181,1052,2273,2090,1928,1717,1321,965,554,13079,14007,14665,29957,28617,27349,23386,14236,8087,3432,163744,14591,4353,5448,4707,4664,5205,2356,1050,388,42759,5426,2479,1218,1234,1178,1168,804,320,90,13912,2914,3378,3852,4268,4632,5281,3491,1831,511,30155,1035,2119,3154,3542,4396,5899,7723,4604,1364,33839,919,2326,3264,3268,3736,3694,4494,3234,1728,26653,733,2783,4176,4138,4053,3128,1957,882,283,22137,490,3276,5324,4792,4950,3686,1328,532,162,24543,260,3191,6782,5667,5683,3964,1028,276,73,26924
128,217,491,590,767,895,1007,1692,1442,952,8046,174,617,919,1208,1299,1195,1259,632,428,7739,106,789,1132,1378,1383,1253,921,403,195,7573,62,836,1601,1429,1589,1293,622,231,128,7793,13,654,1937,1613,1735,1383,494,155,86,8071,4,251,1602,1245,1170,925,242,70,38,5554,0,83,1252,1233,1197,880,210,64,38,4951,0,20,627,882,876,606,106,42,14,3180,0,12,678,1253,1159,678,153,52,31,4010,3,9,162,613,551,253,119,37,20,1774,369,313,789,762,730,731,668,748,980,6092,6373,6176,13476,15494,15550,13966,10370,6079,3824,91312,5615,888,1185,1405,1321,1936,1116,452,192,14122,3315,907,437,611,587,832,688,242,97,7729,1207,1245,739,913,889,1241,1706,1031,377,9349,539,978,664,879,1051,1308,2763,2206,932,11334,586,980,860,1022,1204,1492,2674,2185,1375,12381,535,1317,1323,1551,1706,1771,2264,1242,602,12306,274,1586,1911,1933,1997,2007,1754,837,342,12637,141,1682,2961,2364,2604,2391,1449,511,210,14319
197,0,0,3,0,0,5,6,3,3,22,3,0,0,3,3,0,4,3,0,25,0,0,3,0,10,4,4,0,0,25,0,0,3,4,3,0,4,0,0,10,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,9,13,17,10,3,50,7,4,24,14,31,53,60,24,7,220,4,0,0,0,0,13,0,0,0,24,0,0,0,3,0,0,0,0,0,11,3,0,0,0,3,5,6,11,0,33,0,0,4,0,0,12,20,5,0,46,0,0,3,0,0,6,14,3,3,34,3,0,3,3,8,0,16,7,4,38,0,0,8,5,13,9,11,5,0,47,0,0,3,5,6,4,5,0,0,24
199,10,38,71,45,72,72,79,17,7,409,6,54,78,46,41,55,47,7,5,350,4,47,91,27,37,38,16,3,0,270,3,45,64,25,32,25,15,7,3,221,6,25,77,22,24,34,9,5,0,201,0,7,51,16,18,9,3,0,0,104,3,3,27,18,11,12,5,0,0,81,0,4,21,10,13,3,0,0,0,44,0,0,19,26,14,4,3,0,0,70,0,0,3,13,8,3,3,0,0,29,49,131,241,133,118,126,81,30,15,935,232,615,1091,629,646,732,477,120,48,4590,163,228,302,144,155,184,54,16,10,1241,39,53,53,63,61,74,14,6,3,364,109,214,297,302,250,250,100,19,3,1549,16,94,210,189,235,227,298,61,11,1328,16,81,140,134,188,180,248,39,12,1047,26,100,154,94,93,112,101,21,5,698,14,122,203,83,105,87,49,16,3,681,14,108,212,108,81,78,47,15,3,664
201,171,514,757,909,1067,1190,1818,1288,694,8418,110,646,1066,1124,1222,1048,987,416,275,6907,44,553,1078,1066,1161,956,585,232,127,5807,17,412,985,985,1145,897,323,118,65,4940,9,255,893,834,1031,765,237,87,52,4167,0,75,599,581,683,442,94,40,13,2535,0,23,371,481,537,365,84,23,9,1892,0,7,154,270,339,252,39,19,9,1086,0,3,112,247,306,241,56,8,9,979,3,17,37,141,167,111,53,34,22,574,491,384,655,697,833,949,990,762,512,6269,4705,4900,8982,9704,11065,11020,8929,4783,2456,66545,3795,742,798,824,941,1474,611,191,87,9466,2399,593,444,449,492,662,478,151,55,5724,1073,1611,1305,1116,1252,1871,1580,729,253,10795,352,912,1002,1085,1398,2057,3963,2330,716,13813,446,953,1124,1330,1654,2085,3219,2065,952,13838,311,1196,1557,1578,1783,1836,1879,791,388,11321,128,1168,1928,1768,1929,1833,1290,528,202,10769,55,981,2247,1978,2224,1932,849,279,112,10655
202,166,474,691,712,933,1113,1713,1202,611,7613,127,599,1054,1088,1114,1021,1014,444,275,6736,56,608,1068,1078,1177,1034,608,257,95,5990,27,406,1009,983,1112,911,377,127,76,5035,10,248,894,858,1040,768,239,101,52,4211,5,84,623,583,672,486,123,39,12,2632,0,20,323,470,514,413,80,20,9,1856,0,7,134,275,342,230,46,14,15,1069,0,5,96,291,320,218,51,27,12,1016,9,8,41,136,157,93,58,28,7,538,531,326,694,727,814,943,960,801,718,6504,4627,4634,8738,9480,10643,10756,8472,4759,2500,64603,3631,589,652,802,812,1269,524,169,92,8539,2388,584,420,434,452,685,430,133,82,5609,965,1328,1103,1027,1117,1728,1478,711,235,9691,381,815,945,1050,1292,1924,3393,2215,653,12673,359,825,1045,1085,1485,1858,2970,1918,856,12413,272,1132,1496,1535,1647,1754,1950,860,406,11053,146,1241,1936,1717,1951,1917,1253,562,200,10925,57,964,2224,1958,2152,2018,954,333,148,10798
