SA4_CODE_2016,F_400_499_15_19_yrs,F_400_499_20_24_yrs,F_400_499_25_34_yrs,F_400_499_35_44_yrs,F_400_499_45_54_yrs,F_400_499_55_64_yrs,F_400_499_65_74_yrs,F_400_499_75_84_yrs,F_400_499_85ov,F_400_499_Tot,F_500_649_15_19_yrs,F_500_649_20_24_yrs,F_500_649_25_34_yrs,F_500_649_35_44_yrs,F_500_649_45_54_yrs,F_500_649_55_64_yrs,F_500_649_65_74_yrs,F_500_649_75_84_yrs,F_500_649_85ov,F_500_649_Tot,F_650_799_15_19_yrs,F_650_799_20_24_yrs,F_650_799_25_34_yrs,F_650_799_35_44_yrs,F_650_799_45_54_yrs,F_650_799_55_64_yrs,F_650_799_65_74_yrs,F_650_799_75_84_yrs,F_650_799_85ov,F_650_799_Tot,F_800_999_15_19_yrs,F_800_999_20_24_yrs,F_800_999_25_34_yrs,F_800_999_35_44_yrs,F_800_999_45_54_yrs,F_800_999_55_64_yrs,F_800_999_65_74_yrs,F_800_999_75_84_yrs,F_800_999_85ov,F_800_999_Tot,F_1000_1249_15_19_yrs,F_1000_1249_20_24_yrs,F_1000_1249_25_34_yrs,F_1000_1249_35_44_yrs,F_1000_1249_45_54_yrs,F_1000_1249_55_64_yrs,F_1000_1249_65_74_yrs,F_1000_1249_75_84_yrs,F_1000_1249_85ov,F_1000_1249_Tot,F_1250_1499_15_19_yrs,F_1250_1499_20_24_yrs,F_1250_1499_25_34_yrs,F_1250_1499_35_44_yrs,F_1250_1499_45_54_yrs,F_1250_1499_55_64_yrs,F_1250_1499_65_74_yrs,F_1250_1499_75_84_yrs,F_1250_1499_85ov,F_1250_1499_Tot,F_1500_1749_15_19_yrs,F_1500_1749_20_24_yrs,F_1500_1749_25_34_yrs,F_1500_1749_35_44_yrs,F_1500_1749_45_54_yrs,F_1500_1749_55_64_yrs,F_1500_1749_65_74_yrs,F_1500_1749_75_84_yrs,F_1500_1749_85ov,F_1500_1749_Tot,F_1750_1999_15_19_yrs,F_1750_1999_20_24_yrs,F_1750_1999_25_34_yrs,F_1750_1999_35_44_yrs,F_1750_1999_45_54_yrs,F_1750_1999_55_64_yrs,F_1750_1999_65_74_yrs,F_1750_1999_75_84_yrs,F_1750_1999_85ov,F_1750_1999_Tot,F_2000_2999_15_19_yrs,F_2000_2999_20_24_yrs,F_2000_2999_25_34_yrs,F_2000_2999_35_44_yrs,F_2000_2999_45_54_yrs,F_2000_2999_55_64_yrs,F_2000_2999_65_74_yrs,F_2000_2999_75_84_yrs,F_2000_2999_85ov,F_2000_2999_Tot,F_3000_more_15_19_yrs,F_3000_more_20_24_yrs,F_3000_more_25_34_yrs,F_3000_more_35_44_yrs,F_3000_more_45_54_yrs,F_3000_more_55_64_yrs,F_3000_more_65_74_yrs,F_3000_more_75_84_yrs,F_3000_more_85ov,F_3000_more_Tot,F_PI_NS_15_19_yrs,F_PI_NS_ns_20_24_yrs,F_PI_NS_ns_25_34_yrs,F_PI_NS_ns_35_44_yrs,F_PI_NS_ns_45_54_yrs,F_PI_NS_ns_55_64_yrs,F_PI_NS_ns_65_74_yrs,F_PI_NS_ns_75_84_yrs,F_PI_NS_ns_85_yrs_ovr,F_PI_NS_ns_Tot,F_Tot_15_19_yrs,F_Tot_20_24_yrs,F_Tot_25_34_yrs,F_Tot_35_44_yrs,F_Tot_45_54_yrs,F_Tot_55_64_yrs,F_Tot_65_74_yrs,F_Tot_75_84_yrs,F_Tot_85ov,F_Tot_Tot,P_Neg_Nil_income_15_19_yrs,P_Neg_Nil_income_20_24_yrs,P_Neg_Nil_income_25_34_yrs,P_Neg_Nil_income_35_44_yrs,P_Neg_Nil_income_45_54_yrs,P_Neg_Nil_income_55_64_yrs,P_Neg_Nil_income_65_74_yrs,P_Neg_Nil_income_75_84_yrs,P_Negtve_Nil_incme_85_yrs_ovr,P_Neg_Nil_income_Tot,P_1_149_15_19_yrs,P_1_149_20_24_yrs,P_1_149_25_34_yrs,P_1_149_35_44_yrs,P_1_149_45_54_yrs,P_1_149_55_64_yrs,P_1_149_65_74_yrs,P_1_149_75_84_yrs,P_1_149_85ov,P_1_149_Tot,P_150_299_15_19_yrs,P_150_299_20_24_yrs,P_150_299_25_34_yrs,P_150_299_35_44_yrs,P_150_299_45_54_yrs,P_150_299_55_64_yrs,P_150_299_65_74_yrs,P_150_299_75_84_yrs,P_150_299_85ov,P_150_299_Tot,P_300_399_15_19_yrs,P_300_399_20_24_yrs,P_300_399_25_34_yrs,P_300_399_35_44_yrs,P_300_399_45_54_yrs,P_300_399_55_64_yrs,P_300_399_65_74_yrs,P_300_399_75_84_yrs,P_300_399_85ov,P_300_399_Tot,P_400_499_15_19_yrs,P_400_499_20_24_yrs,P_400_499_25_34_yrs,P_400_499_35_44_yrs,P_400_499_45_54_yrs,P_400_499_55_64_yrs,P_400_499_65_74_yrs,P_400_499_75_84_yrs,P_400_499_85ov,P_400_499_Tot,P_500_649_15_19_yrs,P_500_649_20_24_yrs,P_500_649_25_34_yrs,P_500_649_35_44_yrs,P_500_649_45_54_yrs,P_500_649_55_64_yrs,P_500_649_65_74_yrs,P_500_649_75_84_yrs,P_500_649_85ov,P_500_649_Tot,P_650_799_15_19_yrs,P_650_799_20_24_yrs,P_650_799_25_34_yrs,P_650_799_35_44_yrs,P_650_799_45_54_yrs,P_650_799_55_64_yrs,P_650_799_65_74_yrs,P_650_799_75_84_yrs,P_650_799_85ov,P_650_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot
305,310,1242,1272,700,635,670,1020,770,547,7161,282,1449,1750,914,861,711,811,377,310,7469,160,1503,2086,1071,899,741,601,240,119,7419,72,1492,2785,1295,1117,872,531,178,84,8420,38,1232,3643,1645,1403,1137,480,137,54,9757,13,552,3102,1567,1276,797,289,66,20,7681,9,213,2554,1743,1437,877,236,69,21,7166,4,57,1410,1179,1066,575,171,48,18,4518,5,47,1794,2171,1812,931,233,76,39,7104,11,32,458,1567,1384,646,207,93,33,4420,546,1188,2678,1519,1253,1031,730,479,549,9975,7140,14448,28513,18699,15558,11448,7102,3477,2242,108640,5468,3795,3665,2165,1430,1301,673,230,107,18830,2907,1274,713,633,487,559,341,127,36,7085,1792,2856,1878,1007,866,1001,759,431,180,10760,782,2181,2168,1039,1026,1159,1354,964,437,11107,564,2303,2482,1158,1114,1237,1764,1224,730,12569,497,2764,3346,1433,1320,1193,1436,693,403,13088,296,2759,3863,1780,1401,1265,1078,478,179,13101,148,2793,5501,2399,1905,1530,1066,349,129,15826
306,338,607,1096,1217,1301,1465,2140,1268,683,10117,308,908,1785,1846,1804,1590,1199,488,261,10185,161,1051,2021,1925,1917,1420,680,251,79,9511,62,725,1778,1868,1941,1425,486,139,54,8478,20,370,1511,1646,1755,1282,346,116,43,7093,5,165,935,1053,1081,676,176,42,14,4146,4,60,663,919,1021,662,118,27,12,3491,0,25,290,493,588,351,78,19,13,1863,5,13,320,484,600,387,64,25,9,1908,7,15,102,214,222,168,69,29,11,832,938,771,1748,1684,1727,1690,1348,836,506,11240,7034,6529,15707,16954,17635,15820,10804,5099,2298,97882,5155,979,1565,1444,1594,2071,889,303,128,14135,3202,522,570,658,670,881,580,195,96,7375,1468,1257,1827,1707,1864,2442,2057,903,246,13780,726,887,1481,1595,1921,2650,4375,2514,658,16808,683,1054,1661,1786,2112,2594,3982,2212,974,17066,620,1578,2618,2576,2631,2620,2429,1034,370,16470,378,2052,3529,3137,3166,2684,1524,532,149,17150,144,1603,3897,3714,3818,3036,1282,324,107,17930
307,164,274,540,627,711,834,1287,993,491,5902,208,476,828,915,924,811,653,335,210,5356,109,510,828,925,904,736,348,177,62,4591,44,325,679,748,908,654,226,112,33,3728,14,250,628,584,691,545,209,90,29,3038,4,87,418,369,433,268,98,24,6,1704,0,26,229,330,391,238,63,27,8,1302,0,9,116,151,193,130,42,23,8,669,0,13,125,153,203,144,57,18,8,718,6,15,44,100,102,75,62,20,3,443,490,286,624,702,788,872,872,583,383,5612,3573,3174,6984,7525,8370,8319,6772,3703,1661,50080,2475,347,665,640,885,1239,546,220,109,7127,1610,211,346,365,408,544,394,137,38,4042,723,604,887,914,1061,1435,1338,565,137,7663,364,392,737,838,1112,1716,3223,1883,490,10753,396,466,768,895,1165,1521,2385,1633,739,9969,450,783,1159,1229,1361,1413,1375,665,288,8725,275,1026,1456,1464,1517,1431,831,402,113,8512,159,874,1645,1574,1934,1575,638,230,55,8680
308,353,547,1045,1046,1146,1096,1667,1257,581,8735,312,877,1508,1426,1437,1060,835,427,196,8079,169,950,1606,1438,1537,993,487,204,57,7438,79,720,1407,1316,1478,1001,299,120,47,6463,24,531,1363,1254,1316,876,248,105,33,5745,5,237,1004,865,930,520,114,29,7,3721,3,108,697,675,801,469,72,22,3,2837,0,40,323,415,427,258,44,14,0,1523,0,40,394,511,512,273,40,22,3,1790,3,8,109,202,229,153,74,31,5,828,809,637,1276,1217,1387,1173,962,704,481,8642,6846,6539,15043,14331,15154,12632,8267,4610,1960,85375,5133,926,2198,1737,1930,2575,775,217,78,15571,3049,535,701,740,686,905,509,150,40,7325,1438,1273,1734,1585,1639,2085,1588,689,227,12254,715,796,1296,1332,1599,2027,3626,2267,634,14304,723,927,1475,1418,1702,1895,3002,2046,845,14029,685,1471,1991,1806,1916,1697,1671,835,274,12345,360,1786,2517,2059,2229,1736,1072,446,105,12317,224,1530,2759,2359,2524,1988,809,239,90,12521
309,775,1747,2623,2750,2844,3159,5458,3595,1821,24767,679,2624,4207,4147,4122,3415,3345,1490,743,24770,357,2761,4693,4474,4608,3298,1892,765,317,23157,120,1985,5025,4272,4433,3133,1264,439,222,20890,53,1011,4350,4030,4135,2920,1006,328,160,18008,4,373,2739,2648,2502,1668,492,114,57,10604,6,118,1754,2295,2234,1431,409,104,45,8392,5,46,832,1293,1276,794,260,84,27,4622,8,33,799,1524,1441,937,302,92,44,5177,13,32,253,734,759,503,275,156,46,2765,1587,1819,3618,3156,3270,3076,2858,2339,2198,23922,17333,19170,39888,40563,40177,35028,28220,14572,7405,242352,13612,3966,4718,4206,4162,4989,2682,879,314,39537,8004,1910,1465,1583,1367,1797,1313,496,172,18103,3863,3995,3857,3398,3194,4499,4631,2306,653,30397,1742,2845,3535,3400,3706,5061,10373,6421,1944,39028,1573,3188,4085,3955,4281,5051,9221,5819,2578,39749,1437,4643,6377,5672,5885,5362,6048,2813,1131,39373,796,5141,8092,7099,7043,5687,3873,1652,611,39990,347,4170,10113,8368,8343,6307,3032,995,420,42092
310,447,1044,1780,1565,1648,1705,2472,1720,777,13164,387,1460,2569,2297,2075,1566,1195,560,256,12363,208,1523,2821,2436,2321,1432,662,275,93,11764,100,1101,2849,2418,2274,1373,433,133,59,10747,28,648,2625,2190,2067,1242,277,98,42,9206,7,228,1633,1475,1382,723,137,15,6,5608,3,78,1002,1263,1130,586,72,12,8,4157,3,26,441,658,631,291,45,12,0,2116,5,11,378,656,579,266,46,15,7,1973,12,26,90,175,160,107,38,22,15,645,1122,1050,2139,1713,1670,1437,1224,849,574,11780,10634,11074,24293,22070,21267,16998,11795,6115,2567,126812,9302,1857,2733,2238,2389,2825,1034,326,125,22837,4245,1254,950,900,929,1096,665,189,57,10288,2475,2635,2848,2366,2406,2911,2258,1007,231,19135,942,1594,2298,2124,2477,3236,5636,3178,901,22387,898,1755,2608,2326,2603,2890,4186,2712,1122,21097,824,2432,3617,3103,2934,2587,2341,1077,403,19315,508,3002,4883,3866,3749,2680,1499,597,172,20961,283,2542,6117,4906,4693,3093,1149,342,96,23214
311,436,1029,1610,1624,1567,1707,2799,1564,766,13097,405,1479,2523,2332,2067,1686,1304,569,276,12634,221,1549,2932,2544,2496,1731,789,245,62,12577,96,1137,2807,2416,2397,1582,433,124,41,11024,30,573,2420,2231,2302,1335,293,72,31,9290,7,168,1347,1406,1294,746,131,28,4,5128,7,67,816,1055,952,595,89,13,5,3600,0,23,357,608,528,309,53,9,3,1879,3,13,252,584,506,251,51,10,5,1684,13,17,91,195,167,103,52,19,5,661,1027,869,1741,1609,1614,1467,1157,686,379,10557,10842,10671,22644,21926,21108,17936,12726,5501,2288,125648,9541,1997,2741,2397,2468,3031,1208,304,87,23776,4197,1206,897,900,817,1006,717,181,54,9975,2428,2348,2884,2385,2153,2700,2405,946,268,18515,1035,1464,2167,2068,2263,3190,6082,2961,814,22046,939,1808,2405,2319,2418,2734,4709,2464,1097,20899,934,2619,3576,3185,2920,2656,2543,1042,393,19868,594,3245,5163,4167,3913,3044,1633,551,146,22468,305,2670,6203,5182,4849,3492,1178,263,77,24212
312,229,398,743,817,869,797,1098,777,386,6113,252,665,1242,1160,1142,876,640,292,164,6440,138,807,1311,1166,1240,839,392,142,48,6093,51,603,1288,1069,1198,783,230,96,31,5351,15,398,1148,972,1061,672,177,53,20,4518,4,160,713,623,657,378,78,25,8,2660,3,76,489,543,595,361,59,20,10,2155,3,54,266,296,327,176,44,6,0,1166,3,26,378,374,313,177,50,19,5,1340,9,10,107,183,156,133,47,21,6,676,569,606,1335,1072,1161,1017,741,556,300,7355,4814,5033,12258,11278,11667,9815,6096,3130,1336,65432,3617,655,1638,1341,1445,1873,628,205,76,11472,2079,328,514,516,482,649,376,122,30,5106,858,756,1163,1062,1095,1494,1219,512,137,8286,474,469,926,957,1117,1477,2631,1428,394,9873,500,627,999,1050,1200,1382,2019,1300,546,9620,574,1077,1612,1465,1522,1401,1317,600,242,9799,306,1405,2018,1635,1786,1438,872,331,108,9909,159,1318,2477,1940,2121,1710,639,204,60,10623
313,324,702,1139,1119,1356,1553,2922,1838,755,11719,300,1049,1722,1756,1798,1489,1618,789,378,10899,165,951,1768,1787,1899,1402,831,357,144,9303,70,720,1598,1705,1757,1227,436,171,75,7762,19,359,1215,1438,1640,1087,325,120,41,6241,3,118,736,928,985,571,134,31,14,3519,3,39,432,728,846,504,96,21,8,2681,0,0,180,365,456,253,48,19,7,1328,0,3,150,384,421,225,66,23,4,1276,10,6,48,125,150,94,74,30,13,543,606,521,1005,1073,1118,1193,1327,1115,1125,9087,7305,6728,13505,15017,16372,15615,13753,7039,3226,98562,5676,916,1334,1486,1652,2527,972,261,90,14904,3328,723,606,653,686,1033,680,190,54,7949,1744,1566,1843,1565,1709,2671,2501,1023,272,14893,798,1116,1630,1553,1952,3008,6472,3568,863,20964,716,1241,1684,1642,2125,2593,4908,2960,1166,19040,677,1760,2409,2320,2529,2410,3049,1483,542,17181,376,1915,2985,2757,2966,2472,1813,801,275,16358,172,1646,3462,3279,3454,2700,1206,417,144,16477
314,248,528,849,937,832,820,1475,786,407,6879,212,799,1277,1358,1175,903,937,311,178,7137,141,980,1606,1514,1426,957,511,158,59,7358,43,775,1790,1607,1666,1011,346,92,47,7389,21,466,1733,1676,1621,970,240,42,27,6798,5,167,1184,1192,1075,602,112,19,13,4363,0,48,804,1169,1011,491,71,4,3,3612,0,17,351,626,555,266,40,5,4,1869,0,7,309,808,649,283,48,4,3,2118,3,3,61,274,236,73,38,15,6,719,413,356,781,681,660,547,537,343,306,4625,6354,6153,13735,15181,13776,10376,7544,2960,1407,77481,5299,906,1351,1529,1412,1727,725,189,61,13196,3029,690,552,650,546,684,516,105,29,6805,1524,1311,1210,1077,958,1286,1424,511,128,9428,641,908,1002,1022,979,1302,2875,1504,419,10645,565,932,1191,1231,1151,1264,2347,1207,571,10456,504,1425,1747,1768,1549,1437,1767,603,250,11050,312,1850,2668,2280,2122,1622,1150,356,110,12472,154,1678,3582,2941,2850,1968,881,210,69,14329
315,108,228,395,341,335,324,390,270,122,2510,152,308,585,517,470,349,195,50,33,2661,91,307,542,465,447,353,147,40,9,2398,32,255,495,399,516,322,98,26,10,2146,30,221,528,393,473,294,84,20,6,2053,10,127,444,289,286,170,49,10,6,1388,3,52,279,249,238,159,32,3,0,1009,0,22,184,175,163,117,22,3,0,691,0,28,245,216,208,132,21,6,0,849,3,3,36,60,73,53,30,7,0,278,455,368,728,511,635,554,353,156,63,3823,2261,2730,6022,4930,5179,4220,2423,1009,372,29149,1537,354,570,440,491,658,285,81,31,4455,672,149,230,224,235,233,123,53,18,1936,443,719,1112,939,908,915,564,210,53,5865,186,327,644,562,632,751,1085,545,141,4871,235,333,563,506,552,633,897,505,196,4416,311,525,795,759,746,660,420,147,53,4409,191,574,918,759,800,654,306,98,21,4329,112,542,951,749,941,695,263,50,17,4322
316,462,931,1454,1752,2096,2562,4333,2871,1348,17810,382,1280,2181,2601,2910,2717,2705,1331,675,16782,164,1347,2331,2651,2974,2339,1491,657,272,14221,65,803,2116,2362,2782,2050,1027,408,163,11771,14,409,1747,2068,2553,1851,705,249,142,9745,4,142,996,1363,1641,1111,379,100,44,5784,0,43,721,1217,1555,974,232,67,33,4841,3,29,335,640,811,488,165,64,25,2559,0,19,318,662,905,521,200,69,24,2713,5,15,111,373,430,261,195,72,44,1506,780,709,1272,1417,1680,1708,1821,1576,1647,12616,10156,8567,18208,22537,26210,24913,21438,11502,5580,149112,7373,1095,1858,2181,2491,3510,1537,485,153,20685,5233,877,767,1046,1053,1536,1024,335,94,11968,2483,1916,2101,2101,2332,3738,3700,1842,485,20698,1208,1418,1888,2109,2584,4076,8210,5305,1491,28292,996,1664,2198,2528,3110,4068,7233,4594,2027,28433,840,2271,3144,3515,4045,4379,5046,2531,1012,26782,418,2638,3909,4155,4611,4177,3167,1458,507,25042,182,1889,4489,4625,5187,4295,2449,941,295,24352
317,250,454,674,693,714,867,1481,1170,594,6894,231,653,1084,1027,983,890,897,468,286,6524,106,790,1291,1115,1086,837,525,262,96,6105,44,589,1124,962,1085,799,301,131,54,5090,24,361,1059,863,1039,790,242,82,48,4504,8,125,636,649,673,458,107,45,6,2704,0,74,440,565,621,455,91,18,4,2269,0,14,186,295,397,246,49,11,14,1217,0,18,195,289,388,242,53,18,3,1208,0,10,42,131,146,105,47,28,16,536,469,383,699,629,696,707,774,698,698,5759,5088,5039,9842,9266,9897,9142,7385,4400,2231,62298,3611,750,1023,802,837,1132,467,199,71,8899,2386,431,431,380,389,553,355,139,45,5109,1215,1108,1175,907,845,1144,1173,563,150,8274,531,676,972,840,962,1331,2971,1929,537,10733,503,781,1061,1033,1097,1379,2418,1777,817,10861,525,1137,1580,1396,1364,1415,1639,829,392,10275,253,1534,2229,1737,1683,1475,1071,523,167,10681,128,1328,2401,1881,2061,1689,725,272,82,10565
318,338,762,1076,1019,1082,1118,1697,1346,736,9169,308,1071,1642,1523,1434,1185,1091,470,221,8949,159,1097,1826,1552,1602,1138,582,250,71,8271,87,821,1867,1552,1672,1136,396,133,55,7706,34,598,1772,1546,1604,1054,294,69,32,7010,12,246,1301,1171,1111,716,140,28,12,4744,4,98,888,999,1034,614,88,28,11,3756,3,20,408,551,555,353,62,10,9,1971,0,27,368,573,581,331,73,24,4,1980,14,14,77,211,190,140,54,23,9,741,737,794,1301,1144,1302,1184,1049,717,402,8628,7744,8551,15963,15064,15350,13232,9173,4945,2101,92109,5913,1304,1455,1350,1470,2033,724,265,81,14599,3703,953,585,576,606,745,478,145,51,7845,1835,2096,1876,1546,1549,2064,1746,719,208,13626,776,1208,1422,1330,1426,2032,3796,2343,668,14993,705,1275,1565,1472,1641,1922,3119,2193,1039,14932,654,1771,2314,2026,1995,1964,2086,942,338,14093,373,2073,2968,2373,2476,2052,1345,559,137,14363,237,1935,3595,2888,3102,2480,1039,292,95,15664
319,428,795,1357,1529,1949,2475,4276,2728,1241,16780,355,1016,1916,1992,2228,2050,2145,1022,456,13175,144,934,1833,1983,2094,1703,1075,486,142,10388,67,513,1318,1596,1878,1443,604,231,92,7740,20,328,1057,1289,1573,1133,381,210,76,6067,8,108,584,754,857,637,163,52,21,3185,5,48,429,705,850,564,104,37,13,2753,0,20,178,339,465,310,58,19,8,1395,0,24,156,290,367,269,82,33,8,1225,16,13,63,138,182,123,96,44,19,690,829,614,1126,1247,1685,2046,2217,1546,905,12222,7987,6453,13738,15933,19751,22200,20550,10342,4111,121064,6063,672,1218,1381,1995,3269,1192,433,141,16372,3576,623,641,730,967,1660,947,276,99,9527,1994,1777,2243,2316,3123,5089,4130,1657,433,22761,841,1064,1938,2190,3263,5724,11766,6054,1533,34376,835,1354,2119,2389,3325,4504,7868,4734,1826,28953,710,1744,2764,2800,3333,3541,4305,2035,685,21918,344,1840,3193,3139,3551,3212,2398,1112,304,19083,188,1317,2996,3216,3743,3291,1704,537,178,17175
397,0,0,0,0,0,0,7,3,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,13,5,4,6,3,7,19,16,7,0,81,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,3,9,4,0,18,0,0,0,3,0,3,6,4,0,11,0,0,0,0,3,0,5,3,0,14,0,0,0,0,3,6,0,0,0,11,0,0,0,0,0,0,0,3,0,11
399,7,40,75,39,54,123,128,28,6,499,6,53,95,42,42,69,66,9,0,371,9,67,96,33,36,69,39,4,0,355,3,50,74,12,47,43,21,4,0,251,0,26,66,21,36,32,16,4,0,194,0,3,29,14,17,20,6,0,0,99,0,0,32,18,13,13,0,0,0,73,0,0,14,9,10,3,4,0,0,35,0,0,12,8,12,13,0,0,0,41,0,7,5,0,0,11,3,3,0,30,33,116,193,101,125,190,108,32,11,920,203,576,1005,514,688,1224,798,153,18,5179,115,150,233,116,166,284,72,12,3,1145,36,49,57,42,57,120,30,7,3,403,89,131,225,246,225,325,191,36,0,1468,32,74,161,136,182,338,559,111,6,1606,16,87,140,89,122,240,331,67,8,1094,23,98,175,77,94,142,166,26,0,797,10,134,214,91,87,144,112,15,0,807,4,90,184,68,101,108,68,14,0,640
401,219,914,1058,1067,1223,1353,2485,2139,1503,11960,159,935,1551,1491,1629,1527,1812,1009,694,10814,76,826,1609,1597,1716,1497,1190,595,317,9418,33,768,1947,1699,1931,1598,1040,374,218,9613,20,479,2190,1818,2143,1788,868,270,170,9742,12,204,1762,1384,1595,1206,497,140,76,6866,3,74,1319,1468,1518,1279,366,123,87,6230,0,18,664,956,1160,909,244,92,49,4091,3,24,685,1260,1502,1040,321,125,60,5021,10,14,196,722,910,621,306,162,113,3053,611,624,1116,919,1024,1130,1082,951,979,8429,9090,10780,18590,18744,20236,18810,15222,9035,5636,126143,9124,4578,3086,2198,1783,2178,1160,437,207,24746,4310,2067,910,878,872,1064,839,318,122,11381,1826,3099,1973,1632,1647,2086,2046,1409,527,16235,655,1893,1696,1499,1683,2210,4061,3368,1472,18538,480,1688,1876,1650,1956,2240,3925,3160,2064,19041,400,1810,2661,2174,2354,2348,3088,1741,964,17546,182,1670,3128,2587,2726,2546,2227,1230,539,16845,77,1627,4049,3163,3398,2981,2145,859,392,18695
402,432,1399,2452,2140,2482,2668,4120,3094,1525,20296,284,1849,3650,3221,3005,2362,2007,1005,524,17916,138,1629,3728,3038,3037,2065,1066,528,195,15415,72,1251,3740,2952,3161,2096,674,218,126,14281,13,722,3270,2661,2851,1953,407,143,58,12071,4,252,2014,1632,1544,978,175,30,14,6635,3,68,1237,1257,1227,746,112,20,9,4680,0,15,560,770,762,473,69,10,3,2659,0,5,298,679,650,352,52,13,10,2065,16,10,81,167,167,95,62,39,24,659,995,843,1974,1566,1601,1462,1489,1302,866,12103,12863,14076,31727,27472,28036,24559,18728,10796,4910,173172,12005,3176,4177,2985,2986,3838,1385,404,189,31139,6132,2394,1542,1312,1271,1619,1034,326,81,15718,3015,4415,4977,4111,4079,4565,3406,1787,486,30837,1078,2309,3416,3175,3883,4846,9139,5806,1942,35594,892,2502,3822,3346,3971,4331,6803,4793,2200,32648,689,3296,5486,4491,4309,3775,3815,1960,780,28598,352,3407,6956,5338,5122,3796,2345,1180,407,28895,186,2982,8333,6700,6546,4671,1819,565,248,32058
403,327,1147,1598,1630,1934,2229,3834,2731,1804,17232,226,1424,2445,2412,2358,2320,2408,1218,870,15686,114,1258,2519,2521,2438,2084,1399,656,389,13371,47,983,2778,2521,2782,2223,957,319,222,12833,17,612,2791,2503,2905,2239,618,199,148,12043,5,198,1830,1774,1915,1283,299,91,52,7444,0,70,1236,1507,1517,1165,216,57,43,5812,3,12,484,912,950,762,153,41,23,3336,0,13,439,899,1024,666,150,55,23,3274,5,17,100,301,359,284,127,59,44,1294,651,615,1267,1149,1238,1326,1436,1249,1337,10264,10634,11284,22934,23357,24549,24239,19069,10511,6533,153114,9724,2185,2539,2119,2051,3137,1278,445,282,23764,5330,1896,1008,1087,1067,1599,1149,358,171,13662,2494,3521,2903,2377,2485,3607,3126,1606,600,22723,822,2098,2357,2214,2439,3549,7094,4599,1633,26801,717,2072,2577,2440,2978,3536,6261,4255,2496,27314,583,2641,3723,3430,3381,3680,4362,2183,1234,25217,261,2615,4652,3932,3887,3562,2867,1367,688,23831,122,2189,5675,4878,5170,4377,2421,818,440,26095
404,176,715,1070,960,1297,1430,2320,2114,1475,11558,128,842,1522,1370,1486,1339,1227,707,542,9164,60,792,1785,1456,1646,1223,750,374,184,8259,29,680,2089,1564,1719,1249,469,202,136,8141,6,447,2072,1535,1675,1240,338,104,86,7501,3,142,1378,1123,1084,737,164,29,24,4689,3,46,1057,982,981,624,116,28,19,3857,0,19,479,619,636,418,55,12,11,2241,0,16,330,618,589,368,65,23,19,2013,9,11,75,184,216,136,63,39,17,739,433,475,973,804,908,855,824,849,879,6998,6301,7894,16989,14696,15810,14439,10790,7701,4717,99334,5726,2247,2471,1654,1451,1834,828,402,270,16877,3219,1405,742,608,675,832,530,253,107,8376,1481,2385,2161,1749,2015,2546,1924,1281,546,16083,506,1415,1676,1478,1961,2767,4414,3836,1411,19468,391,1347,1911,1577,2147,2484,3812,3130,2024,18817,302,1642,2573,2084,2297,2185,2324,1288,789,15484,147,1561,3482,2507,2796,2234,1475,755,346,15296,68,1438,4362,3226,3365,2593,1115,476,244,16889
405,87,246,475,590,768,865,1455,1055,727,6270,76,330,638,704,906,838,795,404,228,4926,40,303,605,691,817,738,476,243,73,3986,17,216,525,625,779,701,244,110,61,3280,9,120,395,505,665,568,163,80,30,2533,3,60,305,277,398,323,83,24,9,1486,3,14,209,256,333,263,64,39,11,1187,0,5,101,180,191,205,51,7,5,744,0,3,61,143,181,151,45,17,4,607,3,3,30,69,92,66,42,16,9,332,328,170,328,365,518,671,660,477,395,3912,2969,2285,5194,6019,7745,8612,7213,3902,2003,45933,2660,256,416,468,658,1148,394,113,45,6151,1407,269,292,339,376,592,376,119,33,3809,587,614,860,819,1104,1745,1349,639,187,7894,231,381,699,720,1238,1913,3700,2046,562,11497,240,442,684,899,1262,1606,2647,1684,1014,10476,213,613,885,996,1344,1441,1636,805,346,8283,120,689,1097,1113,1376,1341,1076,556,149,7517,58,588,1281,1296,1585,1567,709,264,107,7455
