SA4_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
111,40244,4499,1422,366,65,46592,42088,2382,1078,54,55,45666,13021,4605,4027,152,120,21933,2648,2169,2001,13,19,6856,5390,1142,931,58,54,7578,245,363,228,5,10,848,501,158,97,132,21,910,358,82,63,3,4,514,22173,8525,7349,358,233,38636,563,485,182,7,11,1249,2286,532,410,55,71,3361,107357,16426,10437,841,438,135506
112,28130,3966,1691,1676,223,35689,22728,2155,731,181,121,25915,6783,3401,2740,74,69,13065,954,917,497,0,4,2366,5269,1201,799,201,96,7573,253,280,117,3,3,652,472,111,72,398,31,1092,468,97,60,28,10,662,14197,6005,4285,717,215,25414,537,294,105,28,54,1017,1771,533,357,163,88,2914,67356,12960,7162,2765,701,90951
113,18594,421,395,161,98,19661,16446,149,210,73,70,16949,5493,782,2092,79,39,8495,1585,78,298,4,3,1972,3417,155,304,50,34,3954,113,75,126,0,7,315,1017,46,106,75,26,1268,436,19,44,7,5,515,12068,1157,2966,215,116,16512,353,110,52,11,4,531,1473,104,212,50,23,1856,48927,1938,3826,509,310,55512
114,22205,1077,225,779,158,24436,15569,289,97,49,69,16074,5372,1149,501,26,32,7081,1054,418,153,0,5,1636,2441,227,128,39,31,2867,216,139,43,0,8,412,524,15,7,135,37,727,279,22,8,12,6,336,9899,1977,843,213,125,13047,435,154,36,10,21,654,1325,145,83,81,43,1678,49428,3638,1282,1138,404,55891
115,21973,1755,766,107,61,24660,28188,2635,626,35,62,31555,5096,1668,1166,20,34,7987,46,79,13,0,3,147,1576,263,175,10,31,2048,47,120,141,0,7,321,222,74,14,82,17,411,192,23,12,3,10,237,7182,2231,1518,114,101,11147,341,424,419,0,5,1200,932,140,120,23,49,1261,58616,7182,3450,287,279,69816
116,20368,2082,257,136,26,22869,34669,6986,953,64,83,42747,12718,3901,2595,88,105,19401,4709,2003,964,4,7,7687,3256,680,263,41,48,4288,213,179,72,0,4,469,418,109,36,53,12,623,283,59,40,3,3,387,21587,6932,3965,197,172,32849,397,126,42,5,3,573,2148,388,217,58,69,2882,79177,16506,5431,457,348,101918
117,5606,5847,9300,96,62,20914,4438,8149,15434,90,86,28199,1674,6945,39179,535,257,48591,247,2147,6155,0,22,8574,643,2130,7291,190,109,10361,76,192,1173,13,19,1471,50,134,932,27,34,1176,58,121,437,7,3,616,2748,11666,55165,769,437,70781,74,172,516,6,3,772,424,787,2494,74,228,4012,13285,26617,82907,1042,824,124676
118,11218,6251,9685,153,90,27392,7306,6443,9245,124,89,23207,1783,3446,25861,453,95,31642,117,550,2871,0,9,3540,807,1071,5518,161,54,7604,42,60,387,7,0,497,93,139,416,17,5,668,92,83,353,7,4,536,2931,5345,35407,643,166,44495,126,117,459,4,22,724,510,461,1912,34,82,3004,22089,18613,56707,960,447,98825
119,43132,6908,7372,164,72,57649,32840,9391,12345,130,121,54821,10205,5133,26355,502,207,42402,2745,2512,4419,3,15,9699,4162,1302,3769,159,101,9494,277,382,538,0,11,1206,676,235,477,53,22,1463,475,137,274,13,9,919,18535,9705,35837,742,358,65174,523,202,443,11,5,1192,2783,776,1817,51,125,5564,97827,26983,57813,1095,688,184401
120,16828,6104,6558,117,75,29685,11866,7497,10071,200,91,29724,3752,4348,22472,532,197,31301,234,736,1770,0,15,2755,1296,1049,3599,171,87,6210,114,89,426,3,19,650,114,145,437,24,30,749,130,89,254,13,8,504,5636,6460,28961,748,359,42160,168,102,288,4,8,576,795,412,1331,53,230,2817,35295,20570,47212,1116,766,104952
121,31960,4421,12293,29,75,48787,29668,3643,13230,19,47,46608,5818,2375,27715,132,107,36142,119,283,1190,0,3,1597,2175,705,4711,57,50,7694,92,61,512,4,9,675,188,59,347,18,37,645,223,51,296,3,8,587,8603,3542,34766,214,214,47346,306,80,791,3,12,1189,1138,273,1296,15,66,2783,71675,11959,62380,281,419,146713
122,21296,2826,6002,137,62,30314,22171,2047,6896,55,55,31222,3780,1117,10743,106,102,15844,189,381,496,0,0,1068,1748,457,2336,77,76,4691,52,154,268,0,0,477,109,97,117,30,10,365,144,51,138,6,9,338,6015,2253,14094,214,206,22785,239,486,664,9,8,1399,994,282,841,44,60,2214,50714,7895,28497,455,385,87940
123,18962,1644,360,82,39,21089,33441,2460,366,40,40,36351,9122,2619,1153,44,54,12989,3017,2145,214,0,6,5375,2380,427,101,25,19,2950,155,154,35,0,16,367,285,45,21,55,7,415,240,43,10,10,11,312,15193,5428,1534,130,108,22398,335,340,151,3,63,897,1499,367,90,9,23,1998,69437,10246,2493,264,279,82721
124,28392,1929,399,129,61,30913,38600,2327,568,34,82,41604,12105,3830,2488,74,131,18624,1774,1288,626,3,3,3692,3609,563,261,15,56,4499,211,245,173,3,10,643,420,86,29,16,21,575,294,43,32,0,6,379,18409,6059,3606,117,223,28412,408,212,50,0,3,674,1868,424,193,24,54,2565,87678,10943,4817,306,422,104168
125,27627,3478,3775,82,56,35020,25564,7589,9044,133,105,42436,9523,5307,22380,281,202,37692,2601,2604,3587,16,9,8816,3776,1148,2744,89,75,7835,194,459,626,3,10,1294,751,415,304,14,24,1514,330,108,187,5,7,639,17167,10045,29832,404,324,57781,398,187,659,0,10,1249,2030,651,1516,32,147,4375,72792,21950,44827,650,644,140867
126,15374,2426,2400,15,40,20252,12800,2611,3859,15,44,19331,3154,2275,9494,75,62,15062,250,648,882,0,0,1782,1360,489,1426,18,24,3319,51,160,205,0,14,431,133,135,104,7,11,386,123,46,66,3,0,244,5084,3745,12184,100,113,21221,181,157,247,4,19,608,657,217,436,5,54,1359,34097,9149,19125,142,269,62777
127,29210,1730,1519,126,49,32637,35372,3748,2190,110,95,41514,11602,3366,6861,143,140,22114,3196,2634,1982,13,31,7853,3714,627,749,41,51,5178,233,251,275,7,4,766,1229,189,204,62,28,1702,372,59,115,6,11,562,20337,7121,10180,271,261,38172,533,151,101,8,0,794,2495,493,609,42,131,3773,87958,13234,14606,555,541,116885
128,21166,3736,3401,91,33,28425,22026,3309,4042,28,48,29446,2795,1639,6489,104,42,11075,270,653,760,0,3,1691,989,389,961,26,24,2387,67,104,180,0,3,353,84,155,37,86,3,369,126,25,66,9,0,223,4331,2973,8493,227,76,16096,162,88,335,0,3,584,828,269,449,22,36,1604,48519,10368,16714,367,199,76169
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,19722,1269,196,313,97,21596,19370,848,84,177,90,20562,6300,2249,646,52,36,9280,1097,539,153,0,8,1802,2648,339,122,50,28,3185,162,131,85,0,10,381,253,57,20,28,17,367,277,43,13,4,12,359,10723,3360,1036,141,106,15369,329,113,8,15,12,475,1354,235,76,33,50,1747,51496,5826,1398,675,346,59743
202,19726,657,87,168,93,20736,19793,322,74,61,95,20349,6414,1537,265,21,47,8284,1046,520,102,0,6,1674,2855,306,66,44,16,3290,246,101,36,0,0,378,280,29,38,54,5,404,271,29,11,8,5,322,11105,2526,519,132,76,14352,306,22,15,0,4,354,1418,186,53,28,42,1722,52347,3714,747,386,318,57513
203,33209,2240,437,207,99,36196,33958,1617,328,97,72,36068,11683,3780,1223,65,66,16826,1629,859,152,0,0,2649,4415,749,210,39,31,5439,366,273,66,4,3,711,410,80,37,151,14,697,380,74,27,18,12,517,18889,5825,1723,285,134,26852,614,142,31,14,7,811,2179,346,123,25,28,2701,88852,10170,2637,627,346,102631
204,22994,667,269,254,150,24337,20556,283,124,64,125,21156,6208,1296,632,26,25,8193,1424,508,222,0,5,2149,3248,307,174,44,38,3814,89,81,40,0,0,210,906,66,38,87,18,1116,395,41,24,10,11,477,12272,2297,1116,176,97,15956,406,78,77,6,7,584,1671,194,102,76,27,2071,57905,3507,1690,583,414,64101
205,38823,1120,790,554,147,41434,33112,346,203,90,120,33870,10329,1440,1346,41,65,13220,1714,734,409,0,6,2865,5062,259,224,49,56,5648,296,153,88,4,4,545,842,69,41,154,29,1146,615,49,48,9,6,733,18867,2712,2153,252,175,24153,569,99,71,9,18,773,2641,235,172,64,136,3252,94012,4514,3392,977,591,103488
206,22885,14964,14533,151,178,52718,17663,15418,21772,190,186,55225,7397,17393,69623,630,431,95471,426,2024,9693,8,30,12176,2701,4598,10779,215,127,18412,195,253,1409,9,10,1884,176,162,1053,29,41,1456,271,303,686,13,22,1302,11155,24729,93252,900,662,130699,368,302,797,11,21,1504,1337,1321,3869,89,141,6770,53415,56731,134225,1344,1192,246911
207,38188,9109,2995,50,73,50415,26979,7212,3328,43,87,37638,8701,7174,10349,92,105,26417,352,451,438,0,6,1246,3105,1719,1562,43,40,6471,106,215,282,0,3,609,247,132,178,4,11,566,297,140,121,3,6,567,12815,9836,12929,140,164,35875,579,434,310,3,11,1328,1706,627,630,9,103,3075,80264,27211,20184,238,437,128334
208,35877,11364,4525,145,120,52032,32063,11566,5738,137,164,49672,8246,9385,13941,324,113,32003,411,799,911,3,9,2128,2831,2350,2035,107,56,7380,89,153,345,4,15,603,172,101,161,89,16,537,279,192,151,3,12,639,12038,12976,17546,523,213,43295,388,350,406,4,16,1166,1737,888,837,24,71,3558,82105,37154,29050,838,590,149732
209,49313,4403,1053,40,87,54898,57235,7316,1326,73,101,66053,15990,8766,4141,103,102,29101,1703,1519,612,0,16,3848,4942,1418,542,71,40,7008,189,193,218,0,3,598,651,173,95,13,7,933,448,133,49,6,0,640,23919,12208,5642,196,162,42123,682,253,194,0,8,1138,3383,747,260,11,60,4455,134536,24922,8478,319,413,168667
210,34136,3230,660,154,48,38231,41208,5548,692,84,72,47605,10738,6560,1563,84,79,19025,1362,624,326,44,6,2365,4017,1081,267,31,37,5429,135,76,67,0,3,283,627,136,62,125,11,953,356,86,31,12,0,485,17234,8561,2326,295,130,28552,521,155,34,7,7,716,2686,571,154,43,59,3516,95786,18066,3865,582,318,118615
211,55382,4541,537,267,96,60829,69475,4803,671,88,116,75163,16471,4822,1071,54,79,22498,1471,926,239,0,3,2646,5420,903,122,28,61,6521,273,246,152,6,12,689,364,76,20,113,8,579,471,75,23,6,5,583,24459,7056,1622,199,169,33509,792,828,231,8,5,1869,3060,621,143,31,71,3917,153179,17851,3209,592,460,175298
212,63079,6094,2359,189,87,71814,87149,8372,2690,99,125,98432,28146,9939,6111,105,134,44427,2458,1229,838,37,15,4584,8453,1896,890,42,54,11342,290,206,212,0,4,710,1126,246,132,300,27,1838,679,140,78,19,5,925,41155,13663,8251,502,249,63822,1052,618,379,16,9,2078,5121,1091,489,67,101,6873,197558,29842,14170,877,565,243018
213,53861,7154,1313,188,73,62583,81569,13115,2250,75,130,97143,28474,11806,7424,132,135,47966,2200,1622,921,5,10,4754,8510,2233,1001,87,62,11894,370,285,267,7,3,929,1128,361,183,146,16,1831,664,168,69,8,4,914,41339,16466,9865,377,227,68280,872,426,113,5,20,1436,5183,1139,525,44,86,6982,182821,38303,14072,694,535,236425
214,30778,3531,1076,399,67,35855,36884,3058,606,44,50,40644,11496,4571,1488,31,33,17621,1171,600,241,0,6,2017,3734,879,256,39,27,4939,156,165,20,0,0,336,442,93,33,315,10,893,355,91,34,14,5,494,17350,6395,2069,398,83,26298,650,788,80,9,14,1535,2302,556,205,59,24,3150,87968,14326,4048,907,229,107477
215,21422,687,341,264,116,22832,16436,249,121,63,99,16966,4835,898,1046,25,35,6838,1113,338,404,3,8,1864,3403,221,205,44,37,3909,156,83,121,0,6,365,752,56,67,125,23,1025,473,28,36,7,11,564,10730,1616,1884,210,123,14555,373,131,18,8,10,534,1578,154,177,50,46,2006,50538,2838,2542,593,392,56900
216,16297,625,211,248,85,17463,15021,262,45,40,45,15408,4402,1293,401,18,15,6129,1080,380,172,0,0,1638,2639,270,90,35,27,3063,153,71,44,0,0,274,570,45,24,140,20,808,337,45,20,0,0,404,9179,2104,756,205,68,12314,342,82,24,0,3,445,1341,205,83,38,22,1691,42184,3275,1110,529,222,47321
217,17703,627,175,122,105,18728,14096,248,72,55,66,14549,3858,955,427,37,31,5314,880,286,231,0,3,1402,2785,239,82,32,40,3176,107,79,65,0,7,256,633,36,23,56,16,764,380,25,14,4,12,427,8649,1623,842,127,109,11337,326,53,28,7,7,427,1209,122,113,21,41,1497,41981,2666,1231,332,326,46541
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,21483,1612,714,364,42,24215,29560,1529,347,33,61,31533,9195,2589,899,14,42,12745,887,888,612,3,5,2399,3151,793,233,17,40,4230,118,133,155,3,12,428,151,91,31,50,10,328,193,55,26,3,10,286,13692,4548,1958,97,116,20407,278,511,285,10,11,1091,1306,457,135,22,66,1987,66319,8660,3439,525,289,79234
302,18973,1591,1015,62,26,21668,23321,1960,1452,13,58,26811,8294,3207,5693,29,69,17292,1237,762,1080,0,5,3089,2736,786,952,15,26,4520,105,187,217,0,7,514,340,293,154,217,23,1041,188,55,63,5,4,311,12892,5296,8167,273,139,26767,267,276,293,8,6,850,1162,346,342,25,74,1947,56616,9465,11278,370,305,78039
303,29057,1755,1532,214,54,32616,33770,3869,2311,79,87,40115,12233,6178,6983,55,142,25589,1780,821,1590,0,15,4205,4993,1551,1589,33,46,8209,188,203,210,0,13,611,409,244,141,375,9,1180,304,78,78,6,7,472,19912,9061,10590,475,220,40259,384,154,278,3,10,832,1789,568,449,43,143,2992,84908,15408,15167,818,523,116823
304,17528,933,1365,3,20,19849,20443,751,1301,6,34,22538,5886,1148,4345,7,52,11440,529,119,515,0,3,1163,2041,316,1054,7,25,3433,53,67,87,3,0,206,638,86,112,0,5,838,149,9,38,0,0,196,9280,1736,6154,13,89,17276,192,180,124,0,8,503,671,121,193,3,61,1037,48118,3711,9127,31,211,61200
305,12915,1097,5824,59,52,19943,15881,1704,7887,33,76,25584,7021,2977,24330,56,177,34555,194,404,2173,0,9,2771,2707,651,5838,16,65,9287,75,24,559,0,4,670,134,53,507,3,13,718,138,29,259,0,0,430,10269,4136,33667,86,267,48432,178,55,253,9,5,501,900,169,1245,35,180,2533,40148,7168,48869,226,577,96989
306,21850,771,1285,714,130,24752,24323,845,1310,96,109,26682,9027,2592,5655,90,101,17463,1879,629,928,12,12,3454,5128,880,1336,107,81,7539,307,117,127,3,0,554,872,131,232,255,46,1541,465,65,102,39,10,676,17677,4416,8370,501,257,31224,387,184,35,26,15,647,1721,242,495,138,153,2745,65955,6458,11499,1467,664,86040
307,15828,229,82,243,97,16481,12494,68,29,75,87,12757,5313,647,651,16,36,6654,534,154,121,0,6,814,3524,122,111,43,44,3840,87,100,58,3,0,248,1494,41,61,110,52,1757,623,14,15,19,7,678,11574,1071,1013,196,149,13996,372,41,18,16,7,455,1153,89,74,69,36,1418,41423,1501,1215,589,375,45103
308,19610,372,344,693,166,21190,25377,317,272,117,112,26191,10722,1764,1864,25,69,14439,1624,490,494,3,19,2630,4762,298,330,41,53,5486,197,225,127,0,3,549,1883,107,223,171,84,2465,546,45,44,31,24,677,19723,2929,3073,271,258,26250,429,108,82,48,20,684,1620,148,179,112,157,2212,66755,3867,3957,1240,708,76527
309,35987,8767,8077,849,151,53827,53182,9782,5835,101,149,69042,19744,13878,16271,45,188,50132,1216,1268,1291,4,23,3799,5966,4636,4906,62,92,15656,115,241,342,0,3,699,621,559,608,353,44,2187,434,224,321,20,11,1010,28092,20806,23734,476,368,73474,536,484,447,21,6,1493,2733,1254,1418,86,275,5765,120527,41087,39506,1532,945,203602
310,24154,683,255,220,75,25386,37367,765,73,83,42,38336,19684,4171,486,37,122,24497,3054,732,291,22,4,4111,5741,684,109,28,29,6589,228,276,106,0,4,616,1387,191,35,227,18,1859,441,76,12,7,3,536,30534,6131,1037,323,182,38210,386,169,119,7,6,692,2220,315,110,126,53,2828,94659,8072,1589,772,361,105456
311,22116,1172,353,266,48,23956,38766,1418,287,53,55,40582,15880,5296,1160,44,70,22448,2796,793,333,13,0,3946,4736,927,218,26,38,5943,109,144,71,0,14,349,548,202,65,213,20,1050,341,73,39,3,5,464,24419,7438,1891,300,140,34192,385,145,114,0,9,664,2103,353,135,54,45,2693,87788,10525,2790,680,311,102085
312,14303,446,348,478,109,15682,18172,496,265,100,74,19103,7475,2014,1375,12,78,10956,839,518,337,0,5,1701,3481,452,281,40,32,4289,150,171,69,0,0,384,2319,341,198,108,43,3010,381,50,31,20,9,486,14640,3541,2287,192,167,20825,427,28,69,22,16,551,1277,192,199,163,119,1947,48818,4698,3160,952,488,58112
313,21405,1632,1383,626,54,25095,26015,770,626,50,44,27498,13291,3582,2055,11,74,19021,1421,825,867,0,3,3120,3784,626,564,32,37,5043,100,183,146,4,0,436,405,118,97,187,18,825,289,52,63,15,5,419,19291,5384,3801,249,135,28860,325,333,190,16,9,871,1560,313,256,58,32,2218,68601,8438,6250,990,273,84548
314,14582,1087,258,132,18,16078,27790,933,102,21,30,28874,8699,3870,376,9,34,12971,676,292,99,0,0,1066,2180,688,91,9,11,2977,43,126,24,0,0,188,710,176,14,60,3,959,116,49,9,0,4,185,12424,5191,613,71,54,18347,159,364,137,3,0,666,842,207,60,20,11,1135,55798,7768,1170,256,112,65103
315,5369,140,25,437,119,6086,4873,151,24,90,56,5189,1442,533,216,10,11,2219,3672,372,307,13,13,4368,1547,157,93,44,32,1880,454,94,49,3,5,603,1868,397,235,88,41,2629,418,38,21,30,16,518,9405,1584,915,190,116,12216,272,5,12,23,6,319,834,90,64,158,53,1193,20748,1974,1041,897,347,25011
316,34319,5133,3179,959,200,43792,37892,2256,1826,98,149,42222,13652,4262,5711,44,114,23786,842,741,988,0,10,2587,5584,1216,1620,91,106,8610,105,146,132,3,4,390,444,169,162,378,27,1185,430,94,99,25,7,660,21051,6630,8713,538,274,37216,740,1349,162,22,17,2284,1934,582,483,112,98,3214,95936,15962,14367,1729,736,128735
