SA4_CODE_2016,M_SE_Europe_nfd_0_4,M_SE_Europe_nfd_5_14,M_SE_Europe_nfd_15_24,M_SE_Europe_nfd_25_44,M_SE_Europe_nfd_45_54,M_SE_Europe_nfd_55_64,M_SE_Europe_nfd_65_74,M_SE_Europe_nfd_75_84,M_SE_Europe_nfd_85ov,M_SE_Europe_nfd_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_FYROM_0_4,M_FYROM_5_14,M_FYROM_15_24,M_FYROM_25_44,M_FYROM_45_54,M_FYROM_55_64,M_FYROM_65_74,M_FYROM_75_84,M_FYROM_85ov,M_FYROM_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot
111,0,0,0,8,19,33,37,29,12,137,3,21,13,81,32,25,12,11,0,195,0,3,13,48,0,0,0,0,0,60,9,26,37,68,15,6,0,0,0,163,0,0,3,23,70,134,134,85,22,472,0,0,0,15,11,6,3,0,0,42,18,62,60,162,90,55,48,20,3,518,8,18,33,82,41,24,4,0,3,223,0,8,11,41,52,33,34,32,12,224,0,8,30,59,13,18,5,0,0,130,33,175,260,753,304,261,280,174,77,2319,299,594,871,2175,1282,1224,1090,687,319,8530,11119,21610,23680,44728,22834,21925,17365,9251,3517,176033,20,24,31,38,6,0,0,0,0,118,9704,18871,19902,37660,19481,18899,14516,8732,4807,152579,9,9,8,68,15,0,0,0,0,104,0,0,3,25,17,25,27,11,0,104,0,3,9,25,13,10,5,5,0,59,4,19,28,149,45,34,19,4,0,321,0,0,9,30,20,13,18,3,0,89
112,0,0,0,0,5,7,10,12,6,46,0,0,3,14,3,12,12,3,0,51,3,4,0,19,3,0,0,0,0,33,8,26,29,19,4,3,0,0,0,86,0,0,0,3,0,0,0,0,0,8,0,0,0,9,5,3,0,0,0,20,3,33,36,103,79,84,117,17,11,487,3,5,4,22,13,6,0,0,0,55,0,3,4,23,15,27,35,19,8,148,0,3,8,23,11,21,18,0,0,89,15,71,75,427,199,214,213,116,46,1380,391,968,972,2208,1598,1885,1459,811,395,10700,6361,14721,12442,23733,15674,18015,14655,7585,3063,116256,0,0,0,0,0,0,0,0,0,0,5549,12482,10330,20085,12920,14531,10578,6440,3547,96467,0,0,0,8,0,0,0,0,0,5,0,0,0,3,0,3,0,0,0,7,0,3,6,9,0,0,0,0,0,16,4,16,14,135,54,48,38,8,3,321,0,3,0,15,6,10,5,3,0,47
113,0,0,0,0,0,3,3,9,3,22,3,17,7,68,15,3,3,0,0,127,0,0,30,106,3,0,0,0,0,142,3,7,6,19,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,3,0,5,25,12,7,3,0,0,61,3,12,9,20,17,19,13,3,0,94,0,3,3,41,6,8,0,0,0,65,0,0,0,4,3,4,11,3,0,32,0,11,8,21,16,7,3,0,0,70,6,58,101,288,129,119,69,56,24,846,321,673,750,1536,945,1036,824,538,177,6808,5164,10752,10231,18627,9956,9958,7442,4180,1425,77726,0,8,12,31,3,3,0,0,0,52,4420,9216,8391,14544,8058,7907,5867,3752,1855,64006,4,6,3,28,3,0,0,0,0,48,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,9,0,0,7,27,14,13,8,0,3,69,0,3,0,5,3,6,4,0,0,19
114,0,0,0,0,4,6,9,10,3,40,0,4,0,11,3,4,3,3,0,28,0,0,7,12,4,0,3,3,0,24,4,12,11,20,3,3,0,0,0,54,0,0,0,3,10,8,10,4,0,35,3,0,0,3,0,0,3,0,0,15,0,21,18,33,38,43,54,17,5,232,3,4,11,28,17,6,0,0,0,69,0,0,0,11,11,26,32,13,4,105,0,0,3,16,3,6,7,0,0,35,6,26,19,113,110,162,250,150,50,884,190,502,507,1112,789,859,928,575,236,5707,3862,8786,7602,14042,8951,10459,10740,5793,1843,72084,0,0,0,0,0,0,0,0,0,0,3386,7692,6398,11662,7399,8580,7698,4201,1907,58923,0,0,0,12,0,0,0,0,0,17,0,0,0,0,4,4,0,5,0,12,0,0,3,6,0,3,3,0,0,19,0,7,9,37,27,38,18,9,0,140,0,0,0,6,10,8,8,4,5,48
115,0,0,0,11,20,26,27,8,0,94,0,62,105,361,386,354,165,59,15,1507,3,10,32,138,41,49,41,5,0,317,5,16,30,50,17,18,3,0,0,132,0,0,0,7,4,10,3,0,0,27,0,0,4,30,65,32,11,7,4,144,20,88,143,130,67,54,30,13,3,552,3,8,11,108,82,71,24,3,0,312,0,4,7,22,17,23,19,11,0,105,0,3,17,45,39,27,12,3,0,142,34,184,235,662,510,445,339,177,52,2630,173,435,472,981,751,591,494,262,102,4258,6875,17358,16005,26426,16492,13680,9857,4248,1458,112397,0,4,17,82,49,35,19,4,3,217,6039,13986,11670,15815,9028,7222,5532,2564,1517,73379,0,4,11,73,45,34,13,0,0,170,0,0,0,29,17,8,3,4,3,65,0,0,4,27,15,9,0,0,0,59,0,13,39,82,34,24,16,5,7,212,0,0,3,35,44,35,34,9,3,155
116,0,0,0,41,36,60,63,49,20,268,23,137,227,1251,456,354,196,60,12,2715,3,3,11,57,10,12,11,0,0,117,3,24,41,82,19,13,7,5,0,186,0,0,8,13,20,22,20,11,0,86,3,6,46,216,183,115,69,24,0,664,20,77,95,123,54,41,12,3,0,429,3,4,15,157,105,104,35,5,8,436,0,0,0,9,10,14,14,16,5,66,0,9,43,55,35,17,0,0,0,159,57,465,941,2438,1428,1161,711,375,108,7683,681,1125,1187,2638,1246,1053,742,359,147,9183,13814,25948,23993,51567,21004,16527,10468,4358,1258,168934,3,31,175,545,173,147,55,12,3,1146,12080,19495,15055,22229,8610,6526,4355,2108,828,91289,20,82,75,764,151,71,14,5,0,1183,0,3,10,68,56,54,34,24,3,247,0,0,7,47,15,8,4,0,0,86,0,15,30,61,19,19,3,3,0,156,0,3,4,92,77,72,72,20,13,345
117,0,0,5,44,36,33,34,23,10,180,0,0,39,197,48,26,21,10,0,339,10,7,108,478,31,19,15,4,0,659,19,32,340,2386,172,55,16,3,0,3026,0,0,4,51,34,48,38,42,6,219,3,5,32,249,130,68,59,25,0,576,25,64,203,884,229,128,84,24,0,1651,13,45,312,811,276,332,155,62,25,2032,3,0,13,114,42,21,16,4,4,225,0,0,15,61,29,12,4,0,0,118,64,149,878,4945,938,828,815,482,148,9249,555,666,2892,8951,2335,1632,1052,550,170,18802,6646,8788,23594,74935,19344,13538,8642,4263,1315,161061,0,0,0,18,0,5,0,0,0,27,5549,6876,9956,27179,7485,5289,3195,1471,820,67813,12,30,94,399,92,28,13,0,0,656,0,0,7,58,29,32,7,13,4,140,0,0,17,45,22,21,15,3,0,126,6,13,101,433,66,41,20,9,0,682,3,0,18,189,56,65,73,28,8,432
118,0,0,0,19,14,25,12,24,5,106,0,4,28,96,23,18,22,13,4,214,7,4,32,131,23,25,13,0,0,239,7,14,84,150,38,26,17,3,0,331,0,0,0,12,11,9,8,3,3,41,0,4,6,55,50,20,18,11,3,158,60,173,159,563,203,111,85,21,4,1377,3,16,77,189,73,56,26,7,7,454,0,0,6,126,27,15,16,10,4,209,0,0,10,66,38,33,10,3,0,158,88,247,735,3830,1036,873,1066,596,313,8773,538,799,1437,4394,1401,1057,938,601,313,11473,7546,13213,17637,45983,16142,12049,9442,5187,2306,129505,0,0,0,4,0,0,0,0,0,9,6298,10371,9478,21888,8460,6333,4577,2681,1772,71851,3,4,32,82,30,12,7,0,0,168,0,0,0,26,9,12,3,6,0,64,0,3,7,13,10,4,3,3,0,40,10,21,47,388,71,43,30,13,0,626,6,3,22,221,44,58,61,18,10,443
119,0,0,3,43,65,76,66,50,8,318,0,12,26,155,69,80,58,24,12,437,7,18,42,352,21,48,28,3,0,521,16,46,113,427,84,54,24,6,0,770,11,19,70,470,593,784,790,354,106,3195,5,7,31,149,155,85,77,34,12,560,28,85,70,200,76,49,34,12,3,554,54,169,710,2684,2002,1906,670,251,110,8555,0,7,6,29,18,22,25,10,3,121,3,12,23,63,25,7,4,3,0,136,156,579,1170,5253,2461,1915,1511,778,307,14138,1023,1751,1986,5202,2161,1889,1538,1025,567,17144,19695,35568,38876,85755,34974,29558,20866,12355,5108,282753,3,3,18,62,24,16,8,3,0,141,16513,27878,23812,33306,13026,9422,6789,4813,4126,139687,73,211,593,2838,273,108,12,3,0,4120,0,3,21,138,92,87,49,34,0,418,0,6,12,97,42,74,30,16,3,285,10,13,26,104,35,17,4,8,6,224,0,5,22,164,131,124,131,45,8,637
120,0,0,3,21,30,28,26,20,3,127,0,27,78,427,161,201,121,65,31,1110,10,15,57,346,30,40,19,3,0,511,8,19,73,419,52,33,10,0,0,624,0,3,0,20,21,13,21,6,4,88,0,5,18,144,87,60,36,16,0,364,40,89,55,267,132,77,49,17,7,727,9,32,149,577,329,285,110,61,16,1569,0,0,0,44,38,20,16,6,0,135,0,0,10,40,21,11,3,3,0,79,61,195,331,1993,750,624,571,368,161,5053,520,732,1196,3642,1221,982,728,415,188,9621,8857,14693,18400,50122,18323,14384,9855,5554,2259,142436,0,0,6,18,0,0,0,0,0,24,7432,11725,10407,21857,9834,7021,4254,2094,1604,76230,0,7,24,162,26,10,4,0,0,242,0,4,0,39,13,20,18,13,4,100,0,3,10,57,24,20,13,5,0,133,3,14,19,191,52,41,21,6,0,355,3,3,5,76,61,42,59,14,6,275
121,0,0,0,27,31,32,13,18,3,126,8,11,36,321,157,124,70,31,13,778,22,43,105,660,79,109,88,21,0,1127,18,43,71,342,69,26,13,3,0,590,0,0,0,14,19,21,8,15,3,85,0,11,6,76,50,39,11,18,4,215,85,376,235,522,328,226,132,45,14,1971,9,18,38,275,130,83,40,7,3,615,5,11,12,76,80,58,47,15,6,301,0,3,20,125,93,77,19,8,0,339,102,416,413,2716,993,730,609,403,193,6576,508,827,1012,3311,1285,1083,843,518,340,9727,12429,26156,23046,56856,27091,21063,15857,8585,3699,194785,0,0,3,32,23,16,8,5,0,88,10164,19241,15413,26260,14216,11340,9579,5816,3931,115963,3,0,11,100,18,4,5,0,0,143,0,0,4,18,13,8,7,3,0,53,0,3,5,39,12,8,4,0,0,69,10,50,56,305,149,96,64,17,12,759,0,10,3,77,64,35,59,18,3,265
